"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","infraspecificEpithet","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus","sex"
"561","2008-05-27 22:02:00-03","MO","MOBOT","345304","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","L. Constance & Affolter (UC)",NA,NA,NA,"Percy Núñez V.|E. Bengoa","1987","11","6","Peru","Cusco","Urubamba","Pampacahua, a 95 km de Cusco, entre el Km 95 y 107 del ferrocarril Cusco-Quillabamba.","-72.11666","-13.3",NA,NA,"2300.00000000",NA,NA,NA,NA,"Núñez Vargas 8568","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","87-38",NA,NA
"562","2013-08-31 11:51:00-03","MO","MOBOT","345345","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","L. Constance & Affolter (UC)",NA,NA,NA,"Percy Núñez V.|Lina Vargas","1987","2","22","Peru","Apurimac","Abancay","Ampay. Tamburco, al N. de Abancay. Bosque con Podocarpus. Lagunas de origen glaciar, puna, tundra, páramo y estepas alto andinas, monte espinoso subtropical.","-72.8719445","-13.5780556",NA,NA,"3800.00000000","5235.00000000",NA,NA,NA,"Núñez Vargas 7228","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","87-55",NA,NA
"563","2012-05-24 05:04:00-03","MO","MOBOT","345591","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Ronald Liesner (MO)",NA,NA,NA,"Alwyn H. Gentry|Juan Revilla|Douglas C. Daly","1977","4","10","Peru","Lima",NA,"Santa Eulalia, 40 km E of Lima in valley of Río Rimac, dry cactus-dominated hillsides.","-76.678","-11.9",NA,NA,"1100.00000000","1200.00000000",NA,NA,NA,"Gentry 19179","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1054",NA,NA
"564","2008-05-27 22:02:00-03","MO","MOBOT","346007","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","S. Lægaard, 1990 (AAU)",NA,NA,NA,"Simon Lægaard","1990","7","26","Ecuador","Esmeraldas",NA,"Bolivar - Punto Peripe, along coast.",NA,NA,NA,NA,"0E8","10.00000000",NA,NA,NA,"Lægaard 71838B","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","2008-05-27 22:02:00-03","MO","MOBOT","347570","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","M. Mathias",NA,NA,NA,"Alwyn H. Gentry|Ghillean T. Prance","1976","6","30","Peru","Lima",NA,"Charillo Barranca District, base of sea cliffs at outskirts of Lima.",NA,NA,NA,NA,"0E8",NA,NA,NA,NA,"Gentry 16454","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1007",NA,NA
"566","2008-05-27 22:02:00-03","MO","MOBOT","347587","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","L. Constance",NA,NA,NA,"James C. Solomon","1977","5","10","Peru","Arequipa",NA,"Yura. Hills to the east.",NA,NA,NA,NA,"2700.00000000",NA,NA,NA,NA,"Solomon 2811","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","220",NA,NA
"567","2008-05-27 22:02:00-03","MO","MOBOT","779193","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","J. Dwyer",NA,NA,NA,"Felix Woytkowski","1962","7","1","Peru","Junín",NA,"Hacienda Genova, forested mountains.","-75.3094444","-11.1127778",NA,NA,"1600.00000000",NA,NA,NA,NA,"Woytkowski 7359","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","23",NA,NA
"568","2008-05-27 22:02:00-03","MO","MOBOT","3442444","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Foster's catalog note-file",NA,NA,NA,"Henry H. Rusby",NA,NA,NA,"Bolivia","Beni",NA,"Reyes","-67.383333","-14.316667",NA,NA,NA,NA,NA,NA,NA,"Rusby 1386","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","2012-02-29 13:41:00-03","MO","MOBOT","2340178","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Salgado, C. R.",NA,NA,NA,"C. Salgado","1998","8","9","Argentina","Corrientes","Bella Vista","Desmochado 4ta Sección, al S de Bella Vista, 2,5 km al W de ruta 123","-59.5077","-28.5077",NA,NA,NA,NA,NA,NA,NA,"Salgado 49","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","2011-11-18 17:10:00-02","MO","MOBOT","100429879","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","multiflora","Hydrocotyle multiflora","Ruiz & Pav.",NA,NA,NA,NA,"Hipólito Ruiz L.|José A. Pavón","1777",NA,NA,"Peru","Lima",NA,"Habitat in Limae, Chancay, Huanuci et Chile locis inundatis, stagnatis et humidis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ruiz López s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"571","2016-08-26 09:17:52-03","UFSM","HDCF","2406","S","Plantae","Umbelaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Longhi, S. J.","1986","04","02","Longhi, S. J.","1986","02","20","Brasil","Rio Grande do Sul","Cidreira",NA,"-50.2056007385254","-30.1811008453369",NA,NA,NA,NA,"Coletada em dunas arenosas",NA,NA,"586","América",NA,NA,NA,NA,"19547","auto",NA,NA,NA,NA,NA,NA,NA,NA
"572","2019-03-29 10:41:14-03","UFSM","HDCF","1917","S","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Sobral, M.","1985","04","12","Bulhões, F. M.","1985","02","08","Brasil","Santa Catarina","Garopaba",NA,"-48.6133003234863","-28.0233001708984",NA,NA,NA,NA,"Litoral",NA,NA,NA,"América",NA,NA,NA,NA,"11115","auto",NA,NA,NA,NA,NA,NA,NA,NA
"573","2019-03-29 10:41:14-03","UFSM","HDCF","7177","S","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Figueira, M.","2016","01","12","Nicolini, G.","2015","11","27","Brasil","Rio Grande do Sul","Rio Grande",NA,"-52.2","-32.22","-52.2","-32.22",NA,NA,"Altura de 0,07 m, RS-779-2-2-2H",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","2016-08-26 09:17:52-03","UFSM","HDCF","2576","S","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Longhi, S. J.","1986","12","09","Longhi, S. J.","1986","12","07","Brasil","Rio Grande do Sul","Santa Maria","Vila dos Sargentos da BASM","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Ocorre em gramados",NA,NA,"755","América",NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"575","2016-08-26 09:17:52-03","UFSM","HDCF","2579","S","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Longhi, S. J.","1986","12","15","Longhi, S. J.","1986","12","13","Brasil","Rio Grande do Sul","Santa Maria","Vila dos Sargentos da BASM","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Ocorre em gramados",NA,NA,"758","América",NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"576","2018-09-12 14:47:59-03","UNIOESTE","UNOP","6400","S","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Schinemann, D.A.","2016","07","13","Temponi, L.G.; Silva, J. .M.; Snak, C.; Silva, J. .M.; Snak, C.","2010","03","20","Brasil","Paraná","Guaraqueçaba","Ilha do Superagui. Trilha para a praia Deserta.","-48.214944","-25.459556","-48.214944","-25.459556",NA,NA,"Erva. Botões e flores alvos. Frutos imaturos verdes.",NA,NA,"756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","2016-07-25 15:01:43-03","UNIOESTE","UNOP","1692","S","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Martins, S.","2014","10","03","Martins, S.; Borges, J.P.; Boff, L.; Toderke, M.L.; Zini, A.S.; Borges, J.P.; Boff, L.; Toderke, M.L.; Zini, A.S.","2014","10","02","Brasil","Paraná","Paranagua","Parque Estadual da Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,"438",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"578","2015-10-22 10:02:31-02","UNIOESTE","UNOP","2706","S","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Simão, P.C.","2013","08","07","Simão, P.C.; Boff, L.; Boff, L.","2012","10","11","Brasil","Paraná","Cascavel","Lago Municipal Paulo Gorski","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"Erva rasteira, flores amarelo claro, em forma de umbela, encontrada na porção final da trilha.",NA,NA,"78",NA,NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA,NA,NA
"579","2015-10-22 10:02:31-02","UNIOESTE","UNOP","2872","S","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Zelinski, M.","2014","07","07","Zelinski, M.; Martins, S.; Viana, A.; Schinemann, D.A.; Martins, S.; Viana, A.; Schinemann, D.A.","2014","06","20","Brasil","Paraná","Paranaguá","Parque Estadual da Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Herbácea, psamófila-halófita, estolão bem esbranquiçado, folhas levemente coriáceas, pecíolo com base vinácea, inflorescências de coloração creme. Coletada em cordões litorâneos.",NA,NA,"4",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"580","2015-05-20 10:37:29-03","UFERSA","MOSS","13784","S","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis",NA,"Azevedo, C.A.deS.","2012","03","09","Azevedo, C.A.deS.","2011","08","28","Brasil","Rio Grande do Norte","Caicó","Sítio Batentes, várzea do Rio Seridó.","-37.0978","-6.45833",NA,NA,NA,NA,"erva, ca. 35cm; heliófila; folha membranácea; Inflorescência branca.",NA,NA,"28","América do Sul",NA,NA,NA,NA,"34880","auto",NA,NA,NA,NA,NA,NA,NA,NA
"581","2020-08-31 08:52:36-03","INPA","INPA","132136","S","Plantae","Apiaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Mendoza, M","2013","07","17","Carreira, LMM","1983","10","05","Brasil","Pará","Belém","Travessa 9 de Janeiro, próximo à São Jerônimo, Travessa 9 de Janeiro, próximo à São Jerônimo.","-48.4","-1.4","-48.4","-1.4",NA,NA,NA,"INPA0132136","INPA0132136 INPA0132136_e INPA0132136_nd INPA0132136_num","985","Southern America",NA,NA,"Dicotyledon Asterids","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","2020-08-31 08:52:36-03","INPA","INPA","94236","S","Plantae","Apiaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Constance, L",NA,NA,NA,"Ferreira, CAC","1980","06","18","Brasil","Pará","Oriximiná","Rio Trombetas, Margem esquerda da estrada da cachoeira Porteira, paralela ao rio Trombetas, Km 5.","-57.033516","-1.046046","-57.033516","-1.046046",NA,NA,NA,"INPA0094236",NA,"1044","Southern America",NA,NA,"Dicotyledon Asterids","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","2020-08-31 08:52:36-03","INPA","INPA","128007","S","Plantae","Apiaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Sobral, MEG","1985","01",NA,"Sobral, MEG","1985","01","13","Brasil","Rio Grande do Sul","Viamão","Itapuã, Itapuã.","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,"INPA0128007","INPA0128007 INPA0128007_e","3698","Southern America",NA,NA,"Dicotyledon Asterids","Apiales","41667","auto",NA,NA,NA,NA,NA,NA,NA,NA
"584","2020-07-10 09:49:36-03","MBML","MBML-HERBARIO","3570",NA,"Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Marcela F. Silveira/16-03-2006",NA,NA,NA,"Edson V. R. Mota","1980","06","07","Brasil","Espírito Santo","Serra","Nova Almeida","-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,"Planta abundante com umbelas verdes, habitat, zona início de vegetação na areia da praia.","MBML003570",NA,"17",NA,NA,NA,NA,NA,"16451","auto",NA,NA,NA,NA,NA,NA,NA,NA
"585","2020-07-10 09:49:36-03","MBML","MBML-HERBARIO","4862",NA,"Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Marcela F. Silveira/16-03-2006",NA,NA,NA,"B. Weinberg","1984","10","23","Brasil","Espírito Santo","Vitória","Goiabeiras","-40.3377990722656","-20.3194007873535",NA,NA,NA,NA,"Rizoma superficial, flores esverdeadas e perfumadas. Hydrocotyle.","MBML004862",NA,"549",NA,NA,NA,NA,NA,"15291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"586","2020-07-10 09:49:36-03","MBML","MBML-HERBARIO","47488",NA,"Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","L. Kollmann",NA,NA,NA,"L. Kollmann; A.P. Fontana & K. Brahim","2012","03","14","Brasil","Rio de Janeiro","Campos dos Goytacazes","Farol de São Thomé","-41.048333","-22.041389","41W2'54","22S2'29",NA,NA,"Beira de lago. Erva rasteira ao sol, flores verdes","MBML047488",NA,"12369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","2020-07-10 09:49:36-03","MBML","MBML-HERBARIO","48469",NA,"Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","L. Kollmann",NA,NA,NA,"L. Kollmann; A.P. Fontana & K. Brahim","2012","03","14","Brasil","Rio de Janeiro","Campos dos Goytacazes","Farol de São Thomé","-41.048333","-22.041389","41W2'54","22S2'29",NA,NA,"Beira de lago. Erva rasteira ao sol, flores verdes","MBML048469",NA,"12369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","2020-07-10 09:49:36-03","MBML","MBML-HERBARIO","54121",NA,"Plantae","Umbelliferae","Hydrocotyle","cf. bonariensis","Hydrocotyle cf. bonariensis","Lam.","A. P. Fontana/11-02-2009",NA,NA,NA,"A. P. Fontana; C. Esgario & C. P. Esgario","2009","01","02","Brasil","Espírito Santo","Aracruz","Santa Cruz, Bacia Hidrográfica do Rio Piraqueaçu (Foz), transição entre o mangue e restinga","-40.147842","-19.954503","40W8'52,23","19S57'16,21","2","2","Erva ereta, rizomatoza. Flores verdes","MBML054121","MBML054121","5742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","2021-03-04 11:04:19-03","UFRB","HURB","19998","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Lelis, C.J.","2018","01","06","Brasil","Bahia","Ilhéus","Rod. Ilhéus/Olivença; Praia do Cururupe","-39.025278","-14.881111","39º1'31W","14º52'52S",NA,NA,"UESC 23693.","HURB000019998",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","2021-03-04 11:04:24-03","UFRB","HURB","10032","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","E.Nery","2015","05",NA,"Aona, L.Y.S.","2014","11","12","Brasil","Bahia","Feira de Santana","Distrito de Humildes; lagoa represada do Rio Subaé","-38.868889","-12.365","38º52'08W","12º21'54S","219","219",NA,"HURB000010032",NA,"3636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","2021-03-04 11:04:24-03","UFRB","HURB","16555","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Silva, T.T.; Martins, M.L.L.; Fonseca, W.O.; Santiago, M.L.G.","2017","08","28","Brasil","Bahia","Laje","Fazenda Sete Voltas;","-39.337222","-13.150278","39º20'14W","13º09'01S",NA,NA,NA,"HURB000016555","HURB000016555","141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","2021-03-04 11:04:24-03","UFRB","HURB","16813","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","G.C.Delgado-Junior","2014","09","16","Silva, A.F.","2014","09","16","Brasil","Rio Grande do Norte","Rio do Fogo","RN 33 2-10-4D; Plantação de bananeira","-35.459722","-5.400556","35º27'35W","5º24'02S",NA,NA,"UFRN 21777.","HURB000016813",NA,"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","2021-03-04 11:04:24-03","UFRB","HURB","8469","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Valadares, R.T.; et al.","2007","12","11","Brasil","Espírito Santo","Guarapari","PEPCV; área depois da trilha do tropical","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"HURB000008469",NA,"694",NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA
"594","2020-06-15 15:28:36-03","UNESP-RC","HRCB","21088","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Silveira, M.F.","2005","08","18","Basso, M.E.","1994","09","08","Brasil","São Paulo","Cananéia","Ilha Comprida","-47.9125","-25.017778","47º54'45.0W","25º01'04S",NA,NA,"Beira de estrada, solo arenoso.",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","2020-06-15 15:28:36-03","UNESP-RC","HRCB","42849","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Santos, L.B.","2008","05",NA,"Lombardi","2001","05","04","Brasil","São Paulo","Ubatuba","Núcleo Picinguaba","-44.848694","-23.362222","44º50'55.3W","23º21'44S",NA,NA,"Erva reptante, caule subterrâneo, folhas cartáceas, flores brancas, frutos imaturos verdes.",NA,NA,"4364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","2020-06-17 15:23:54-03","UNESP-RC","HRCB","11841","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","I. P. Corrêa",NA,NA,NA,"Romero, R.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"597","2020-06-17 15:23:54-03","UNESP-RC","HRCB","15965","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Izabel P. Corrêa",NA,NA,NA,"Romera, E.C.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"598","2020-06-17 15:23:54-03","UNESP-RC","HRCB","17921","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","I. P. Corrêa",NA,NA,NA,"Romera, E.C.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"599","2020-06-17 15:23:54-03","UNESP-RC","HRCB","17922","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Izabel P. Corrêa",NA,NA,NA,"Romera, E.C.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"600","2020-06-17 15:23:54-03","UNESP-RC","HRCB","8729","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","I. P. Corrêa",NA,NA,NA,"Costa, R.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"601","2020-06-25 16:06:03-03","FUVATES","HVAT","3288","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","A. A. Schneider","2011","03","31","G. Bruisma","2010","10","12","Brasil","Rio Grande do Sul","Arroio do Meio","Morro Gaúcho.","-51.932778","-29.337222","-51º55'58''W","-29º20'14''S",NA,NA,"Local umido.","HVAT00003288",NA,"123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","2019-12-19 11:17:01-03","UFG","UFG","43190","S","Plantae","Apiaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","Rizzo, J.A.","2010","06","29","Ribeiro, D.; et al.","2010","03","08","Brasil","Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,NA,"831","831",NA,"UFG0043190","UFG0043190","2",NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA,NA,NA,NA,NA
"603","2019-12-19 11:17:01-03","UFG","UFG","14595","S","Plantae","Apiaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"Balieiro, R.C.; et al.","1993","09","23","Brasil","Santa Catarina","Florianópolis","Florianópolis, 1ª faixa (mais perto do mar) da praia da Joaquina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"604","2021-01-26 11:46:32-03","IMA","MAC","6695","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","G.L.Esteves","1987",NA,NA,"R.P.Lyra-Lemos; G.L.Esteves","1987","09","18","Brasil","Alagoas","Marechal Deodoro","APA de Santa Rita, Sítio Beira Mar, zona de transição entre restinga e mangue.","-35.816667","-9.7","-35.816667","-9.7",NA,NA,"Erva ereta planta com ca. de 15cm de alt. Botões florais cremes; Restinga e Manguezal.","MAC0006695","MAC0006695","1371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","2021-01-26 11:46:32-03","IMA","MAC","313","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","G.L.Esteves","1979",NA,NA,"G.L.Esteves","1979","08","23","Brasil","Alagoas","Maceió","Pontal da Barra.","-35.7352981567383","-9.6658296585083",NA,NA,NA,NA,"Erva; Restinga","MAC0000313",NA,"255",NA,NA,NA,NA,NA,"34538","auto",NA,NA,NA,NA,NA,NA,NA,NA
"606","2021-01-26 11:46:32-03","IMA","MAC","5412","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","A.L.du Bocage","1983","03",NA,"R.F.Rocha","1982","07","07","Brasil","Alagoas","Piaçabuçu","Pontal do Peba, solo úmido.","-36.434398651123","-10.4055995941162",NA,NA,NA,NA,"Erva planat de comportamento independente. Flores cremes; Restinga","MAC0005412",NA,"572",NA,NA,NA,NA,NA,"16123","auto",NA,NA,NA,NA,NA,NA,NA,NA
"607","2021-01-26 11:46:32-03","IMA","MAC","17751","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.",NA,NA,NA,NA,"I.A.Bayma","2002","05","06","Brasil","Alagoas","Marechal Deodoro","APA de Santa Rita.","-35.816667","-9.7","-35.816667","-9.7",NA,NA,"Erva erecta. Flores cremes.; Restinga. Local úmido próximo a riacho.","MAC0017751","MAC0017751","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","2021-01-26 11:46:32-03","IMA","MAC","254","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","G.L.Esteves","1978",NA,NA,"G.L.Esteves","1977","12","12","Brasil","Alagoas","Maceió","Pontal da Barra.","-35.7352981567383","-9.6658296585083",NA,NA,NA,NA,"Erva; Restinga","MAC0000254",NA,"164",NA,NA,NA,NA,NA,"34538","auto",NA,NA,NA,NA,NA,NA,NA,NA
"609","2021-01-26 11:46:32-03","IMA","MAC","199","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","G.L.Esteves","1978",NA,NA,"G.L.Esteves","1977","12","12","Brasil","Alagoas","Maceió","Pontal da Barra.","-35.7352981567383","-9.6658296585083",NA,NA,NA,NA,"Erva; Restinga","MAC0000199",NA,"161",NA,NA,NA,NA,NA,"34538","auto",NA,NA,NA,NA,NA,NA,NA,NA
"610","2021-01-26 14:12:05-03","CPACT","ECT","67","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Lam.","G.Heiden","2002","11","03","G.Heiden","2002","11","03","Brasil","Rio Grande do Sul","São Lourenço do Sul","Centro. Pio Ferreira, s.n. Nome comum: erva-capitão. Coordenadas geográficas obtidas secundariamente. Sede do município.","-51.978056","-31.365556","51º58'41''W","31º21'56''S","19","19",NA,"ECT0000067","ECT0000067","123",NA,NA,NA,"Embryophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
