"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","infraspecificEpithet","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus","sex"
"20","2020-09-23 10:44:05-03","E","E","334833","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis",NA,NA,NA,NA,NA,"Gillies, John",NA,NA,NA,"AR","Provincia de Mendoza",NA,"Mendoza",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00334833 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00334833",NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:361829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-23 10:44:05-03","E","E","334832","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis",NA,NA,NA,NA,NA,"Gillies, John",NA,NA,NA,"AR","Provincia de Mendoza",NA,"Mendoza",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00334832 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00334832",NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:361828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-09-23 10:44:05-03","E","E","334839","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis",NA,NA,NA,NA,NA,"Garcia, E.M.","1947","03","25","AR","Provincia de Mendoza",NA,"Mendoza; Luján Carredilla",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00334839 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00334839",NA,"43","Temperate South America","herbarium specimen of unspecif","BGBASE:361835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-09-23 10:44:05-03","E","E","96336","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis",NA,NA,NA,NA,NA,"Gardner, Martin F. & Knees, Sabina G.","1999","12","16","CL","Región I [Tarapacá]","Prov. de Arica","Codpa","-69.745278","-18.833056","-69.745278","-18.833056","1800","1800","<a href=http://data.rbge.org.uk/herb/E00096336 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00096336",NA,"6301","Temperate South America","herbarium specimen of unspecif","BGBASE:107955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","617708","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.","M. E. Mathias",NA,NA,NA,"A. F. C. P. Saint-Hilaire","1816",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=335003' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617708","NY00617708_01","A51B. 2 partie","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","617710","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.","L. Constance",NA,NA,NA,"R. M. Harley","1977","01","18","Brazil","Bahia",NA,"Cumuruxatiba, 47 km N of Prado on the coast","-39.18","-17.1",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=334986' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617710","NY00617710_01","18066","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","617699","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.","M. E. Mathias; L. Constance",NA,NA,NA,"K. Lems","1964","03","08","Brazil","Rio de Janeiro",NA,"Gunanabara - Barra da Tijuca, vegetation of the upper beach","-43.37319","-23.011312",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=334992' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617699","NY00617699_01","640308","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01081422","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.","J. Mendoza F.",NA,NA,NA,"K. Mizoguchi","1978","02","07","Brazil","São Paulo","Itanhaém","Gaibõta.","-46.834771","-24.201377",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1227099' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081422","NY01081422_01","411","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","617704","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.","L. Constance",NA,NA,NA,"R. M. Harley","1977","01","16","Brazil","Bahia",NA,"Between Alcobaça and Prado, on the coast road 12 km N of Alcobaça","-39.22","-17.48",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=334985' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617704","NY00617704_01","17996","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","617690","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.",NA,NA,NA,NA,"C. B. Villamil","1984","11","17","Argentina","Buenos Aires",NA,"Olavarria, arroyo Tapalove, cerca de la Cascada",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=335008' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617690",NA,"3132","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","40454","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.","J. Mendoza F.",NA,NA,NA,"S. R. King","1986","12","01","Peru","Lima",NA,"Collected from a market","-77","-12",NA,NA,NA,NA,"Also collected for NCI-1 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250734' target='other'> <mi>dwc_moreinfo</mi></a>","NY00040454",NA,"696","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","617685","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.","L. Constance",NA,NA,NA,"C. A. Cid Ferreira","1980","06","18","Brazil","Pará","Oriximiná","Margem esquerda da estrada da cachoeira Porteira, paralela ao Rio Trombetas km. 5","-57.0335162","-1.0460463",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=334982' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617685","NY00617685_01","1044","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","617693","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.",NA,NA,NA,NA,"H. L. de M. Barreto","1934","08","15","Brazil","Rio de Janeiro","Rio de Janeiro","Praia de Ipanema","-43.203403","-22.986968",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=335009' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617693","NY00617693_01","23203","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","617694","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.","M. E. Mathias; L. Constance",NA,NA,NA,"L. B. Smith","1957","03","28","Brazil","Santa Catarina","Florianópolis","Canavieiras, Ilha de Santa Catarina","-48.4686756","-27.4355461",NA,NA,"1","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=334993' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617694","NY00617694_01",NA,"South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","617686","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.","C. D. Adams",NA,NA,NA,"C. D. Adams","1976","08","19","Trinidad and Tobago",NA,NA,"Trinidad. Tucker Valley. At junction of road to CDAR",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=334995' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617686",NA,"14133","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02332212","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.",NA,NA,NA,NA,"C. E. O. Kuntze","1991",NA,NA,"Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2511841' target='other'> <mi>dwc_moreinfo</mi></a>","NY02332212","NY02332212_01","s.n.","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","617709","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.","M. E. Mathias",NA,NA,NA,"J. S. Blanchet","1831",NA,NA,"Brazil","Bahia",NA,"In Brasilia tropica circa Bahia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=335004' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617709","NY00617709_01","s.n.","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","617691","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.","M. H. Nee",NA,NA,NA,"M. H. Nee","2000","11","09","Bolivia","Santa Cruz","Cordillera","Along road from Camiri to Ipatí, 18.5 km N of bridge over Río Parapetí on N side of Camiri","-63.53361111","-19.8963889",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=334988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617691",NA,"51311","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","617697","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.","L. Constance",NA,NA,NA,"P. C. Hutchison","1957","11","25","Peru","Moquegua",NA,"5 km west of Moquegua. Province Mariscal Nieto",NA,NA,NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=334977' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617697",NA,"1850","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","617688","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.","R. L. Liesner",NA,NA,NA,"A. H. Gentry","1977","04","10","Peru","Lima",NA,"Santa Eulalia, 40 km E of Lima in valley of Rio Rimac",NA,NA,NA,NA,"1100","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=334989' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617688",NA,"19179","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1183635","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.","J. M. Mendoza F.",NA,NA,NA,"N. T. da Silva","1978","06","05","Brazil","Pará",NA,"Rio Trombetas, Cachoeira Porteira, variante de acesso para Perimentral Norte.","-57.0516345","-1.0837999",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1451199' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183635","NY01183635_01","4731","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","778231","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.","J. P. Correa",NA,NA,NA,"J. Santoro","1942","05","12","Brazil","São Paulo","Campinas","Campinas. Estufa Instituto Agronômico","-47.06","-22.9",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=334998' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778231","NY00778231_01","s.n.","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01081429","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.","J. Mendoza F.",NA,NA,NA,"S. Tsugaru","1987","09","09","Brazil","Rio de Janeiro","Rio das Ostras","135km SW from Campos.","-41.9447","-22.5269",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1227301' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081429","NY01081429_01","B-1550","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","617701","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.","S. A. Mori",NA,NA,NA,"S. A. Mori","1978","07","02","Brazil","Bahia","Porto Seguro","Rod. que liga Porto Seguro à Santa Cruz de Cabralia, ca. 5 km ao N de Porto Seguro","-39.0644","-16.4497",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=334997' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617701","NY00617701_01","10226","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","617707","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.","M. E. Mathias",NA,NA,NA,"J. N. Rose | P. G. Russell","1915","08","18","Brazil","Rio de Janeiro",NA,"Copacabana","-43.184813","-22.973744",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=335002' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617707","NY00617707_01","20890","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","617702","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Comm. ex Lam.","L. Constance",NA,NA,NA,"S. A. Mori","1978","03","17","Brazil","Bahia","Alcobaça","Rod. BA001, a 5 km ao Sul de Alcobaça. Folha SE-24 (18-39a)","-39.19","-17.5194",NA,NA,"10","20","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=334981' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617702","NY00617702_01","9627","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
