"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","recordNumber","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"11","2020-02-08 09:18:08-03","NBC","NL-BOTANY","L.2707043","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Hatschbach GG","1968","11","13","Brazil",NA,NA,"Est. Parana ( Brasil ) Mun. Campina Grande Sul. Serra Capivari Grande.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2707043 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2707043","NL-L2707043","Southern America",NA,NA,NA,"Gentianales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:18:08-03","NBC","NL-BOTANY","U.1091355","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Irwin HS; Harley RM; Onishi E","1971","01","25","Brazil","Minas Gerais",NA,"Minas Gerais. Serra do Espinhaço. Serra da Caraça.",NA,NA,NA,NA,"Sandstone summit. Soil-filled cracks and depressions, and adjacent precipices and steep valleys.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1091355 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1091355","NL-U1091355","Southern America",NA,NA,NA,"Gentianales",NA,"Markgraf F",NA,NA,"Magnoliopsidae","U 0228678",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:18:08-03","NBC","NL-BOTANY","WAG.1608581","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Thomas WW; et al.","1992","05","14","Brazil",NA,NA,"Bahia: Mun. Wenceslau Guimarães, Ca. 3 km W of Nova Esperaça.","-39.716667","-13.6","-39.716667","-13.6","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1608581 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1608581","NL-WAG1608581","Southern America",NA,NA,NA,"Gentianales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:18:08-03","NBC","NL-BOTANY","WAG.1608582","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Grandi TSM; Alii","1987","02","25","Brazil",NA,NA,"Itacolomi - Ouro Preto - M.G.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1608582 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1608582","NL-WAG1608582","Southern America",NA,NA,NA,"Gentianales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 10:59:57-03","ESALQ","ESA","117017","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll. Arg.) Woodson","Salimena, F. R.","2000","12","01","Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,"ESA117017",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,"1988","12","10","30417","auto",NA,NA,NA,NA
"16","2021-01-14 15:21:34-03","MN","R","120218","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll. Arg.) Woodson","Lutz, A. 1887; Lutz, B.M.J. 1888","1930","12",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Herbario Adolpho Lutz | Herbarium Lutz",NA,NA,NA,NA,NA,NA,NA,NA,"Sales, M.F.","1600","1600",NA,NA,"1993","07","21",NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:21:34-03","MN","R","165053","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll. Arg.) Woodson","Emmerich, M.","1959","02","09","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"155","Sales, M.F.",NA,NA,NA,NA,"1993","06","30",NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:21:34-03","MN","R","165106","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll. Arg.) Woodson","Netto, L.S.M.","1879",NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sales, M.F.",NA,NA,NA,NA,"1993","07","21",NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:21:34-03","MN","R","221594","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll. Arg.) Woodson","Matozinhos, C.N. 342; Abreu, N.L.","2008","04","01","Brasil","Minas Gerais","Rio Preto",NA,"-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1200","1200",NA,NA,NA,NA,NA,"20815","auto",NA,NA,NA,NA
"20","2019-07-26 11:39:22-03","IPA","IPA","32343","S","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll. Arg.) Woodson","Lima, V.C.; Lima, R.; Barreto, R.; Lima, R.; Barreto, R.","1983","11","11","Brasil","Pernambuco","Taquaritinga do Norte","mata na encosta da Serra, ao lado da plantação de café.","-36.0442008972168","-7.90305995941162",NA,NA,"Epifitando tronco caído; flores róseas com fauce amarela.","IPA0032343",NA,"Southern America",NA,NA,"Plantae",NA,"CFPE--809","Miranda, A.M.",NA,NA,NA,NA,"1995","06","10","25558","auto",NA,NA,NA,NA
"21","2019-11-21 14:30:40-03","UFJF","CESJ","25440","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","F.R.G. Salimena","1991","04","13","Brasil","Minas Gerais","Bom Jardim de Minas",NA,"-44.1911010742188","-21.9472007751465",NA,NA,"Arbusto, escandednte, flores magenta, no campo.","CESJ025440","CESJ025440","América do Sul",NA,NA,"Angiosperma",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"20996","auto",NA,NA,NA,NA
"22","2019-11-21 14:30:40-03","UFJF","CESJ","21992","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","L. Krieger; M.C. Brügger","1988","03","21","Brasil","Minas Gerais","Bom Jardim de Minas","Torre da Embratel","-44.1911010742188","-21.9472007751465",NA,NA,"Cipó, na mata rala, Flores roseas. Raíz com batata","CESJ021992","CESJ021992","América do Sul",NA,NA,"Angiosperma",NA,"CESJ21992","N.W.V. Pereira",NA,NA,NA,NA,"1996","06","14","20996","auto",NA,NA,NA,NA
"23","2020-06-30 18:31:49-03","UFJF","CESJ","28767","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","N.W.V. Pereira","1996","01","23","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Direção da lagoa Seca do lado direito.","-43.793098449707","-21.8425006866455",NA,NA,"Trepadeira rosa claro, interior do tubo amarelo, anteras amarelas, sépalas avermelhadas com inicio do tubo avermelhado. Fruto maduro amarronzado.","CESJ028767","CESJ028767","América do Sul",NA,NA,"Angiosperma",NA,"16","N.W.V. Pereira",NA,NA,NA,NA,"1996","06","13","30417","auto",NA,NA,NA,NA
"24","2019-11-21 14:30:40-03","UFJF","CESJ","51177","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","C.N. Matozinhos; N.L. Abreu","2008","04","01","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha Ninho da Égua. 1200m.","-43.8278007507324","-22.0891990661621",NA,NA,"Liana heliófita em campo rupestre. Flores róseas de fauce amarela. Frutos cantanhos.","CESJ051177","CESJ051177","América do Sul",NA,NA,"Angiosperma",NA,"342","C.N. Matozinhos",NA,NA,NA,NA,"2009",NA,NA,"20815","auto",NA,NA,NA,NA
"25","2019-11-21 14:30:40-03","UFJF","CESJ","46132","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","C.N. Matozinhos; K. Antunes; N.L. Abreu; F.S. Souza; P.L. Viana","2005","11","09","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Ninho da égua","-43.8278007507324","-22.0891990661621",NA,NA,"Planta escandente, apoiante sobre vegetação arbustiva. flores roseas,fauce do tubo da corola amarela.","CESJ046132","CESJ046132","América do Sul",NA,NA,"Angiosperma",NA,"246","C.N. Matozinhos",NA,NA,NA,NA,"2008","10",NA,"20815","auto",NA,NA,NA,NA
"26","2019-11-21 14:30:40-03","UFJF","CESJ","46673","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","V. Belchior; T. Mota; C.N. Matozinhos; T.U.P. Konno; L. Menini Neto; P.L. Viana; N.L. Abreu","2006","01","20","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Ninho da égua","-43.8278007507324","-22.0891990661621",NA,NA,"Trepadeira, folhas cartáceas, flores róseas.","CESJ046673","CESJ046673","América do Sul",NA,NA,"Angiosperma",NA,"3","C.N. Matozinhos",NA,NA,NA,NA,"2008","10",NA,"20815","auto",NA,NA,NA,NA
"27","2019-11-21 14:30:41-03","UFJF","CESJ","51325","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","M.A. Clemente","2007","11","18","Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,"Liana com flores roxas.","CESJ051325","CESJ051325","América do Sul",NA,NA,"Angiosperma",NA,"05","L. Menini Neto",NA,NA,NA,NA,"2008","05",NA,"30417","auto",NA,NA,NA,NA
"28","2020-06-30 18:31:49-03","UFJF","CESJ","28768","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","N.W.V. Pereira","1996","01","23","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Direção da Lagoa Seca do lado esquerdo","-43.793098449707","-21.8425006866455",NA,NA,"Trepadeira rosa escuro, com interior do tubo amarelo, sépalas avermelhadas. Fruto seco, amarronzado e aberto. Única população muito florida na beira da mata.","CESJ028768","CESJ028768","América do Sul",NA,NA,"Angiosperma",NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA
"29","2020-06-30 18:31:49-03","UFJF","CESJ","29260","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","N.W.V. Pereira","1996","01","23","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Estrada da cachoeirinha para Lagoa Seca, lado direito.","-43.793098449707","-21.8425006866455",NA,NA,"Trepadeira vermelha latescente sobre árvore, pedunculo retorcido, sépalas com base verde e pontas avermelhadas. Inicio do tubo, parte mais estreita avermelhada e quando começa a alargar passa para amarelo claro","CESJ029260","CESJ029260","América do Sul",NA,NA,"Angiosperma",NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA
"30","2020-06-30 18:31:49-03","UFJF","CESJ","53769","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","L.M. Bezerra; E.Von S.Medeiros; J.C. Silva; E.F.Guimarães","2004","11","30","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Margem do rio que forma a Cachoeirinha.","-43.793098449707","-21.8425006866455",NA,NA,"Liana com base lenhosa. Folhas discolores. Flores róseas com centro amarelo, sépalas vináceas.","CESJ053769","CESJ053769","América do Sul",NA,NA,"Angiosperma",NA,"40","L. Monguilhott",NA,NA,NA,NA,"2006",NA,NA,"30417","auto",NA,NA,NA,NA
"31","2020-06-30 18:31:49-03","UFJF","CESJ","32714","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","F.R.G. Salimena","2000","12","10","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Subida para Janela do Céu, nas manchas de mata.","-43.793098449707","-21.8425006866455",NA,NA,"Liana com folhas discolores, flores róseas internamente amarelo na base.","CESJ032714","CESJ032714","América do Sul",NA,NA,"Angiosperma",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA
"32","2019-11-21 14:30:41-03","UFJF","CESJ","59780","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","L. Menini Neto; E.T. Amorim; C.R.Fonseca; J.H.C. Ribeiro","2012","04","01","Brasil","Minas Gerais","Rio Preto","Serra Negra, Afloramento do Ninho da Égua. 21°58'30S, 43°53'28'W, 1344 m.s.m.","-43.8278007507324","-22.0891990661621",NA,NA,"Planta escandente, comum, na transição de floresta ombrófila densa com o campo rupestre. Folha discolores, flores róseas.","CESJ059780",NA,"América do Sul",NA,NA,"Angiosperma",NA,"1031","L. Menini Neto",NA,NA,NA,NA,"2012","04","01","20815","auto",NA,NA,NA,NA
"33","2019-11-21 14:30:40-03","UFJF","CESJ","48364","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","C.N. Matozinhos; N.L. Abreu; B.F.Mello; F.S. Souza","2005","04","25","Brasil","Minas Gerais","Rio Preto","Serra Negra, Ninho da égua.","-43.8278007507324","-22.0891990661621",NA,NA,"Liana em área de intensa iluminação, no campo rupestre. Flores róseas. Frutos castanhos.","CESJ048364","CESJ048364","América do Sul",NA,NA,"Angiosperma",NA,"212","C.N. Matozinhos",NA,NA,NA,NA,"2008","10",NA,"20815","auto",NA,NA,NA,NA
"34","2021-04-07 11:40:57-03","UFMS","CGMS","11815","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","J. Cordeiro; O.S. Ribas","1988","11","23","Brasil","Paraná","Quatro Barras","Morro 7.","-49.0769004821777","-25.3656005859375",NA,NA,"Flor rosada. Habitat: matinha nebular. Habito: Trepadeira.","CGMS1041144",NA,NA,NA,NA,NA,NA,"581","L.B. Santos",NA,NA,NA,NA,"2003","07","23","17116","auto",NA,NA,NA,NA
"35","2019-08-20 10:03:35-03","UNICAMP","UEC","136697","S","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Ribeiro, JELS; Faria, AD","2001",NA,NA,"Brazil","Alagoas",NA,NA,NA,NA,NA,NA,"Liana; látex branco; flores lilases.","UEC120224",NA,NA,NA,NA,"Magnoliopsida",NA,"2068","Simões, AO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:22:00-03","UNICAMP","UEC","94233","S","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Kollmann, L; Fraga, CN","2000","10","13","Brazil","Espírito Santo","Castelo","Forno Grande","-41.184700012207","-20.6035995483398",NA,NA,"Trepadeira no sol. Flores rosas, corola amarela por dentro.","UEC022198","UEC022198",NA,NA,NA,"Magnoliopsida",NA,"3201","Scudeler, AL",NA,NA,NA,NA,"2018","05","18","23588","auto",NA,NA,NA,NA
"37","2019-08-20 10:03:35-03","UNICAMP","UEC","136702","S","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Valente, GE; Caiafa, AN; Strozi, RM; Meira, A; Martins, FM","2002","01","30","Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Serra das Cabeças. Primeiro afloramento rochoso após a mata, em direção à serra.","-42.5208015441895","-20.6667003631592",NA,NA,"Liana latescente, crescendo sobre laje de pedra, em solo raso úmido, a pleno sol. Corola rosa.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"862","Simões, AO","1560","1560",NA,NA,"2005","01",NA,"16385","auto",NA,NA,NA,NA
"38","2020-10-14 09:58:18-03","FURB","FURB","18644","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Dreveck, S.; Carneiro, F.E.","2009","11","24","Brasil","Santa Catarina","Corupá","Sertãozinho.","-49.41","-26.3697223","-49.4100000","-26.3697223","Florística IFFSC 991 (Liana) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: liana; flor rosa","FURB00542","FURB00542",NA,NA,NA,NA,NA,"1385","Sobral, M","857","857",NA,NA,"2010","01","25",NA,NA,NA,NA,NA,NA
"39","2020-10-14 09:58:18-03","FURB","FURB","9215","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Dreveck, S.; Verdi, M. & Godoy, M.B.","2008","01","16","Brasil","Santa Catarina","São Bento do Sul","Minas de Caulim.","-49.2283334","-26.2780556","-49.2283334","-26.2780556","Florística IFFSC 1024. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; estepe Habito: liana; flor rosa","FURB14832","FURB14832",NA,NA,NA,NA,NA,"166","Verdi, M","1005","1005",NA,NA,"2008","09","01",NA,NA,NA,NA,NA,NA
"40","2021-03-16 17:52:27-03","UCS","HUCS","03820","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Muell. Arg.) Woodson","Sehnem, A.","1973","12","15","Brasil","Santa Catarina","Araranguá","Rodovia Federal","-49.4858016967773","-28.934700012207",NA,NA,"ad viam sarmentum in paludosis",NA,NA,NA,NA,NA,"Angiospermae","Gentianales","13989","Sehnem, A.",NA,NA,NA,NA,"1973",NA,NA,"19353","auto",NA,NA,NA,NA
"41","2019-09-27 18:03:32-03","UFES","VIES","21806","S","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","2011","10","14","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,"VIES021806","VIES021806",NA,NA,NA,NA,NA,"161","Zorzanelli, J.P.F.",NA,NA,NA,NA,"2011","10","14","32198","auto",NA,NA,NA,NA
"42","2019-08-16 08:38:18-03","UTFPR","HCF","22537","S","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","P.A.P. Franzoi","2016","11","04","Brasil","PR","Piraquara","Morro do Canal","-48.983889","-25.515","48°59'02 W","25°30'54 S","liana. Flores com pétalas rosas.",NA,NA,NA,NA,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:12:41-03","MBM","MBM","3855","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Muell. Arg.) Woodson","Hatschbach, G.","1967","11","15","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM003855","MBM003855","Southern America",NA,NA,NA,NA,"17858","Markgraf, F.",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA
"44","2020-12-21 16:12:41-03","MBM","MBM","426821","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Muell. Arg.) Woodson","Franzoi, P.A.P.; Benke, D.R.; Malheiros, N.; Benke, D.R.; Malheiros, N.","2016","10","28","Brazil","Paraná","Piraquara","Morro do Canal","-48.983889","-25.515","-48.983889","-25.515","Liana, flors com pétalas rosas.; Floresta Ombrófila Densa Altomontana.","MBM426821",NA,"Southern America",NA,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
