"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","recordNumber","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"93","2019-09-04 20:07:29-03","F","FMNH-SEEDPLANTS","V0048168F","PreservedSpecimen","Plantae","Apocynaceae","Dipladenia","sellowii","Dipladenia sellowii suberecta","Müll. Arg.","A. Saint-Hilaire",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0048168F","V0048168F_01","South America",NA,NA,"Spermatophyta",NA,"145",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"Syntype",NA,NA,"suberecta"
"94","2019-07-09 09:07:33-03","F","FMNH-SEEDPLANTS","V0048169F","PreservedSpecimen","Plantae","Apocynaceae","Dipladenia","sellowii","Dipladenia sellowii suberecta",NA,"A. Saint-Hilaire",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0048169F","V0048169F_01","South America",NA,NA,"Spermatophyta",NA,"145",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"Syntype",NA,NA,"suberecta"
"95","2019-09-04 20:07:29-03","F","FMNH-SEEDPLANTS","V0048168F","PreservedSpecimen","Plantae","Apocynaceae","Dipladenia","sellowii","Dipladenia sellowii suberecta","Müll. Arg.","A. Saint-Hilaire",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0048168F","V0048168F_01","South America",NA,NA,"Spermatophyta",NA,"145",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"Syntype",NA,NA,"suberecta"
"96","2019-07-09 09:07:33-03","F","FMNH-SEEDPLANTS","V0048169F","PreservedSpecimen","Plantae","Apocynaceae","Dipladenia","sellowii","Dipladenia sellowii suberecta",NA,"A. Saint-Hilaire",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0048169F","V0048169F_01","South America",NA,NA,"Spermatophyta",NA,"145",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"Syntype",NA,NA,"suberecta"
"97","2018-10-25 11:28:22-03","F","FMNH-SEEDPLANTS","V0425188F","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii",NA,"A. Saint-Hilaire","1816",NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0425188F","V0425188F_01","South America",NA,NA,"Spermatophyta",NA,"67",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2018-10-25 11:28:22-03","F","FMNH-SEEDPLANTS","V0425189F","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii",NA,"W. R. Anderson","1972","2","12","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,"V0425189F","V0425189F_01 V0425189F_02","South America",NA,NA,"Spermatophyta",NA,"35845","RRC ID Flag",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"35845",NA,NA
"99","2018-10-25 11:28:22-03","F","FMNH-SEEDPLANTS","V0425190F","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii",NA,"A. Glaziou","1886",NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0425190F","V0425190F_01","South America",NA,NA,"Spermatophyta",NA,"8803",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2018-10-25 11:28:22-03","F","FMNH-SEEDPLANTS","V0425191F","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii",NA,"Y. Mexía","1930","2","1","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0425191F","V0425191F_01","South America",NA,NA,"Spermatophyta",NA,"4277",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-07-23 11:57:29-03","CEPLAC","CEPEC","110464","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii",NA,"Amorim, A. M.","2005","10","29","Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 9,7 km W de Camacã na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN. Trilha ao lado do espaço destinado a casa oficial do proprietário da RPPN.","-39.565278","-15.391667","39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA,NA,"5420","Sem Informação","835","835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-07-23 11:57:29-03","CEPLAC","CEPEC","114411","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii",NA,"Amorim, A. M.","2006","09","24","Brasil","Bahia","arataca","Serra do Peito-de-Moça. Estrada que liga Arataca à Una, ramal ca. 22,4km de Arataca, com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras.","-39.341667","-15.173611","39W20'30","15S10'25",NA,NA,NA,NA,NA,NA,NA,NA,"6410","A. Rapini","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-07-23 11:57:29-03","CEPLAC","CEPEC","55570","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii",NA,"W. W. Thomas","1992","05","14","Brasil","Bahia","WENCESLAU GUIMARÃES","Ca. 3Km a W de Nova Esperançaa, a W na margem da da Reserva Estadual Wenceslau Guimarães.","-39.716667","-13.6","39W43'","13S36'",NA,NA,NA,NA,NA,NA,NA,NA,"9310","A. J. M. Leeuwenberg",NA,NA,NA,"30/12/1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-07-23 11:57:29-03","CEPLAC","CEPEC","131578","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii",NA,"P. Leitman","2011","02","26","Brasil","Bahia","arataca","Parque Nacional da Serra das Lontras, trilha do Novo Javi.","-39.4143981933594","-15.2632999420166",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"145","A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,"19859","auto",NA,NA,NA,NA
"105","2020-11-12 16:59:50-03","UEL","FUEL","45261","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Dreveck, S; Verdi, M; Godoy, MB","2008","01","16","Brasil","Santa Catarina","São Bento do Sul","Minas de Caulim","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Gentianales","166","Verdi, M","1005","1005",NA,NA,"2008","09","01","23090","auto",NA,NA,NA,NA
"106","2018-07-17 19:03:26-03","UFMT","UFMT","1412","S","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Gurgel","1929","12","14","Brasil","Paraná",NA,"Estrada da Graciosa, Serra de Antonina",NA,NA,NA,NA,"Liana; Mata",NA,NA,NA,NA,NA,NA,NA,"15107","Markgraf",NA,NA,NA,NA,"1938",NA,NA,NA,NA,NA,NA,NA,NA
"107","2017-09-11 17:06:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apocynaceae","Dipladenia","sellowii","Dipladenia sellowii","Müll.Arg.","A. St.-Hil.",NA,NA,NA,"?",NA,NA,"in prov. Minarum",NA,NA,NA,NA,"Pl. Oreas",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2017-09-11 17:06:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apocynaceae","Dipladenia","sellowii","Dipladenia sellowii","Müll.Arg.","Riedel, L",NA,NA,NA,"?",NA,NA,"Habitat in umbrosis prope Capanema prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2017-09-11 17:06:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apocynaceae","Dipladenia","sellowii","Dipladenia sellowii","Müll.Arg.","Riedel, L",NA,NA,NA,"Brazil","Minas Gerais",NA,"in fissuris rupidum montes Itacolomi",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"2768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2017-09-11 17:06:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apocynaceae","Dipladenia","sellowii","Dipladenia sellowii","Müll.Arg.","Saint-Hilaire, AFCP",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minarum",NA,NA,NA,NA,"Pl. Oreas",NA,NA,"Southern America",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-02-08 12:33:02-03","UFRGS","ICN","163238","S","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll. Arg.) Woodson","Grings, M; et al.","2010","01","09","Brasil","RS","São Francisco de Paula","Josafáz Cânion Pedras Brancas","-50.5835990905762","-29.4480991363525",NA,NA,"sub-arbusto de flores rosa-esbranquiçadas; frutificando; em rochedos na beira do perau",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,"981","Grings, M",NA,NA,NA,NA,"2011","08","11","76715","auto",NA,NA,NA,NA
"112","2019-11-21 09:58:48-03","IBt","SP","5833","S","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Fischer, R","1915","12",NA,"Brasil","São Paulo",NA,"Serra da Bocaina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Sales, MF",NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-11-21 09:58:48-03","IBt","SP","350417","S","Plantae","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","Souza, FO; Bonfim, F; Esteves, GL; Simão Bianchini, R","2000","10","20","Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Estrada da Petrobrás","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"201","Kawasaki, ML",NA,NA,NA,NA,"2000",NA,NA,"30093","auto",NA,NA,NA,NA
