"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"11","2019-08-27 13:32:04-03","IAP","PACA-AGP","94548","PreservedSpecimen","Plantae","Magnoliophyta","Rhamnales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","C. Mondin","C. Mondin & A. Iob","2301","2001","10","12",NA,"Brasil","RS","São Francisco de Paula","Entre a RS 020 e a FLONA","-50.5835990905762","-29.4480991363525",NA,NA,NA,"HASU 15720&nf;c/ ca. 3 m altura Habitat: Na margem da mata ciliar Hábito: arbusto","PACA094548",NA,"2001","10",NA,NA,NA,"Magnoliatae",NA,"76715","auto",NA,NA,NA
"12","2019-08-27 13:32:04-03","IAP","PACA-AGP","96207","PreservedSpecimen","Plantae","Magnoliophyta","Rhamnales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Zanotto","Zanotto, M.",NA,"2005","03","12",NA,"Brasil","RS","São Francisco de Paula","FLONA","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Sem n° de HASU Habitat: Mata ciliar","PACA096207",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,"76715","auto",NA,NA,NA
"13","2021-03-01 16:38:42-03","UNICAMP","UEC","191616","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Monge, M","Monge, M","1693","2013","05","16",NA,"Brazil","Santa Catarina","Urubici",". Campo de Santa Barbara.&nf;Na beira do córrego","-49.384167","-28.819722","1523","1523",NA,"Arbusto 2 m de altura, flores alvas.&nf;; Mata de altitude","UEC155729","UEC155729",NA,NA,NA,"-49.384167","-28.819722",NA,NA,NA,NA,NA,NA,NA
"14","2020-10-14 10:05:51-03","FURB","FURB","64377","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Funez, L.A.","Funez, L.A.; Costa-Rezende, D.H., Ribeiro-Nardes, W., Kossmann, T., Kassner-Filho, A., Bones, F.L.V.","8646","2019","01","25",NA,"Brasil","Santa Catarina","Urubici","Parcela TNR-1300 (PELD-PPBio). Parque Nacional de São Joaquim","-49.6133333","-28.1461111","1300","1300",NA,"Flores brancas Habitat: Floresta ripária Habito: Arbusto","FURB64377","FURB64377","2019","01","25","-49.6133333","-28.1461111",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-16 17:54:47-03","UCS","HUCS","32820","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Wasum, R.A.","Wasum, R.A.","4376","2008","01","09",NA,"Brasil","Rio Grande do Sul","Mostardas","Lagoa Barros Velho","-50.513889","-30.668333","27","27",NA,"com frutos; sobre um sambaqui",NA,NA,NA,NA,NA,"-50.513889","-30.668333",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-16 17:54:47-03","UCS","HUCS","38652","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Wasum, R.A.","Marchett, C.A.","106","2011","10","10",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.538056","-28.962222","900","900",NA,"borda da mata",NA,NA,"2012","05","22","-50.538056","-28.962222",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-16 17:54:47-03","UCS","HUCS","15559","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Smith, S.F.","Wasum, R.A.","527","2000","03","19",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","estrada","-50.1446990966797","-29.0478000640869","1000","1000",NA,"arvoreta; beira da estrada",NA,NA,"2000","08",NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA
"18","2021-03-16 17:54:47-03","UCS","HUCS","13378","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Smith, S.F.","Rossato, M.","s.n.","1998","02","13",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Fazenda do Boqueirão","-50.4166984558105","-28.6678009033203","1100","1100",NA,"orla da mata",NA,NA,"1999","06",NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA
"19","2021-03-16 17:54:47-03","UCS","HUCS","19904","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Wasum, R.A.","Wasum, R.A.","1636","2002","11","23",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Fazenda do Cilho","-50.4166984558105","-28.6678009033203","1050","1050",NA,"borda da mata",NA,NA,"2002","12",NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA
"20","2021-03-16 17:54:47-03","UCS","HUCS","1228","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Sehnem, A.","Sehnem, A.","s.n.","1952","02","22",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Rio Pelotas","-50.4166984558105","-28.6678009033203","900","900",NA,"ASSL - 5837; in silvula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA
"21","2021-03-16 17:54:47-03","UCS","HUCS","7937","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Hatschbach, G.","Hatschbach, G.","55320","1991","04","07",NA,"Brasil","Santa Catarina","Urubici","Vacas Gordas","-49.5917015075684","-28.0149993896484","1100","1100",NA,"arbusto 2m , flores alvas; Herbário MBM; borda do campo",NA,NA,"1991",NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA
"22","2019-08-16 08:40:49-03","UTFPR","HCF","19299","S","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","G. Hatschbach","G. Hatschbach","79022","2005","03","11",NA,"Brasil","SC","São Joaquim","Rio Lava-tudo","-49.9317016601562","-28.2938995361328",NA,NA,NA,"arbusto, 3 m, flor alva. Orla do capão, junto ao campo.",NA,NA,"2005",NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA
"23","2020-12-21 16:42:32-03","MBM","MBM","339872","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Barboza, E.","Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","79890","2007","02","10","Southern America","Brazil","Santa Catarina","Urubici","Parque Nacional de São Joaquim","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Pequena árvore, flor alva. Margem do córrego.","MBM339872","MBM339872","2007",NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA
"24","2020-12-21 16:42:32-03","MBM","MBM","246074","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Rambo, B.; Emrich, K.","Freitas, O.","120",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"MBM246074","MBM246074",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA
"25","2020-12-21 16:42:32-03","MBM","MBM","159604","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Hatschbach, G.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","50176",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Cambará do Sul","Lajeado da Margerida","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"MBM159604","MBM159604",NA,NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA
"26","2020-12-21 16:42:32-03","MBM","MBM","394761","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Wasum, R.","Marchett, C.A.","106","2011","10","10","Southern America","Brazil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.538056","-28.962222","900","900",NA,"Borda da mata.","MBM394761","MBM394761","2012","05","22","-50.538056","-28.962222",NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:42:32-03","MBM","MBM","419277","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Motta, J.T.","Burckhardt, D.; Queiroz, D.L.; Queiroz, D.L.","177A","2016","01","20","Southern America","Brazil","Santa Catarina","Urubici","Parque Nacional de São Joaquim, sector Santa Barbara, near park house","-49.635","-28.141667","1360","1360",NA,"Araucaria forest, Baccharis scrub; sweeping vegetation.","MBM419277",NA,"2016","02","24","-49.635","-28.141667",NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:42:32-03","MBM","MBM","419278","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Motta, J.T.","Burckhardt, D.; Queiroz, D.L.; Queiroz, D.L.","183B","2016","01","20","Southern America","Brazil","Santa Catarina","Urubici","Parque Nacional de São Joaquim, 2-3 km from Vacas Gordas to Santa Barbara","-49.653333","-28.131667","1280","1280",NA,"Scrub along road, riverine vegetation; sweeping vegetation.","MBM419278",NA,"2016","02","24","-49.653333","-28.131667",NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:42:32-03","MBM","MBM","429162","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Lozano, E.D.","Lozano, E.D.; Ariati, V.; Galvão, F.; Ariati, V.; Galvão, F.","3364","2016","04","28","Southern America","Brazil","Santa Catarina","São Joaquim","Rodovia SC-390, Rio Mantiqueira","-49.763167","-28.264278",NA,NA,NA,"Arvoreta, 2,5 m, flores alvas, beira de rio.; Campo de Altitude.","MBM429162",NA,"2017",NA,NA,"-49.763167","-28.264278",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:42:32-03","MBM","MBM",NA,"PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Brotto, M.L.","Dalmaso, C.A.","496","2013","07","18","Southern America","Brazil","Paraná","General Carneiro",NA,"-51.363333","-26.46",NA,NA,NA,"Árvore.","IFN000759",NA,"2013","08","16","-51.363333","-26.46",NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:42:32-03","MBM","MBM","238379","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Smith, S.F.","Rossato; et al.; et al.","13378",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Bom Jesus","Fazenda do Boqueirão","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"MBM238379","MBM238379",NA,NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA
"32","2020-12-21 16:42:32-03","MBM","MBM","300614","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Hatschbach, G.","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","78138","2004","10","17","Southern America","Brazil","Santa Catarina","São Joaquim","Pericó, Arredores","-49.9317016601562","-28.2938995361328","1150","1150",NA,"Arbusto, 2 m.; Campo rochoso.","MBM300614","MBM300614","2005",NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA
"33","2020-12-21 16:42:32-03","MBM","MBM","266751","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Hatschbach, G.","G.; Barbosa, A.; Barbosa, A.","72549",NA,NA,NA,"Southern America","Brazil","Santa Catarina","São Joaquim","Rio Pericó, Distrito de Pericó","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"MBM266751","MBM266751",NA,NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA
"34","2020-12-21 16:42:32-03","MBM","MBM","51116","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Johnston, N.C.","Reitz, R.; Klein, R.M.; Klein, R.M.","18140",NA,NA,NA,"Southern America","Brazil","Santa Catarina","São Joaquim","Vacas Gordas","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"MBM051116","MBM051116",NA,NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA
"35","2020-12-21 16:42:32-03","MBM","MBM","142916","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Hatschbach, G.","Hatschbach, G.; Barboza, E.; Barboza, E.","55320",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Urubici","Vacas Gordas","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"MBM142916","MBM142916",NA,NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA
"36","2015-09-05 12:13:18-03","MNHN","RECOLNAT_MNHN_P","P06887522","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek",NA,"Ule, E.",NA,"1891","5","1",NA,"Brasil","Santa Catarina",NA,"Brésil. Sta. Catharina. Serra Geral",NA,NA,NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06887522' target='other'> <mi>dwc_moreinfo</mi></a>","P06887522","P06887522_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1650",NA,NA
"37","2015-09-05 12:13:18-03","MNHN","RECOLNAT_MNHN_P","P06887523","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil.",NA,NA,NA,NA,"hb","Herbier de A. Glaziou donné par Mme. Simard, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06887523' target='other'> <mi>dwc_moreinfo</mi></a>","P06887523","P06887523_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2015-09-05 12:13:18-03","MNHN","RECOLNAT_MNHN_P","P06887524","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek",NA,"Smith, L.B.|Reitz, R.",NA,"1965","1","5",NA,"Brasil","Santa Catarina","São Joaquim","10km south of São Joaquim","-49.93333","-28.35","1200","1300","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06887524' target='other'> <mi>dwc_moreinfo</mi></a>","P06887524","P06887524_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14301",NA,NA
"39","2020-10-01 14:24:38-03","JBB","HEPH","17896","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Hatschbach, G","Hatschbach, G; Cervi, AC; Barbosa, E","72549","2001","11","10","Southern America","Brasil","Santa Catarina","São Joaquim","Rio Pericó, Distrito de Pericó","-49.9317016601562","-28.2938995361328","1150","1150",NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA
"40","2020-12-11 11:40:32-03","UFMG","BHCB","71105","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek",NA,"Hatschbach, G","72549","2001","11","10","Southern America","Brasil","Santa Catarina","São Joaquim","Distrito de Pericó, Rio Pericó","-49.9317016601562","-28.2938995361328","1150","1150",NA,"Arbusto 1,50 m, flor alva. Margem do rio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA
"41","2021-02-11 17:21:27-03","UFPR","UPCB","59312","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reiss.","Barbosa, E.","Hatschbach, G.","79890","2007","02","10",NA,"Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim.","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Pequena árvore, flor alva. Margem do córrego..",NA,NA,"2007","01","01",NA,NA,NA,NA,"30102","auto",NA,NA,NA
"42","2021-02-11 17:21:27-03","UFPR","UPCB","11636","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reiss.","Schwarz, E.A.","Schwarz, E.A.","114","1982","03","15",NA,"Brasil","Paraná","Curitiba","R. Eusébio da Motta","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Cultivada, flor alvescente..",NA,NA,"1982","03",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA
"43","2021-02-11 17:21:27-03","UFPR","UPCB","50832","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reiss.","Hatschbach, G.","Hatschbach, G.","78138","2004","10","17",NA,"Brasil","Santa Catarina","São Joaquim","Pericó, arredores","-49.9317016601562","-28.2938995361328",NA,NA,NA,"Arbusto 2m. Campo rochoso. Alt.: 1150m s.n.m..",NA,NA,"2005","01","01",NA,NA,NA,NA,"48290","auto",NA,NA,NA
"44","2014-02-07 22:22:00-02","MO","MOBOT","3405730","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Stephen F. Smith em June.","M. Rossato|Ronaldo Wasum","Rossato 13378","1998","2","13","South America","Brazil",NA,NA,"RS-Mun. de Bom Jesus-Fazenda do Boqueirão. Na orla de mata.",NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-26 14:12:53-03","CPACT","ECT","5780","PreservedSpecimen","Plantae","Embryophyta",NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","G.Heiden","G.Heiden; J.R.V.Iganci | S.Bernardson | H.Nomoto","2240","2015","01","31",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Caminho para o Lajeado das Margaridas. Beira de estrada. Campo d altitude subtropical (campos de cima da serra), borda de capão. Mata com araucária.","-50.211389","-29.048889","907","907",NA,NA,"ECT0005780","ECT0005780","2015","01","31","50º12'41''W","29º2'56''S",NA,NA,NA,NA,NA,NA,NA
"46","2020-09-12 05:00:02-03","US","US","2323623","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek",NA,"R. Reitz & R. M. Klein","7941","1958","12","15","South America - Neotropics","Brazil","São Joaquim",NA,"Bom Jardim",NA,NA,"1300",NA,NA,NA,"US01875667","US01875667_01 US01875667_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"47","2020-09-12 05:00:02-03","US","US","2841330","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek",NA,"R. Reitz & R. M. Klein","18140","1968","5","31","South America - Neotropics","Brazil","São Joaquim",NA,"Vacas Gordas.",NA,NA,"1200",NA,NA,NA,"US01875664","US01875664_01 US01875664_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"48","2020-09-12 05:00:02-03","US","US","3400294","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek",NA,"R. Wasum","527","2000","3","10","South America - Neotropics","Brazil","Cambará do Sul",NA,NA,NA,NA,"1000",NA,NA,NA,"US01875662","US01875662_01 US01875662_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"49","2020-09-12 05:00:02-03","US","US","2251661","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek",NA,"L. Smith & R. Reitz","10198","1957","1","16","South America - Neotropics","Brazil","São Joaquim",NA,"Banks of Rio Taimbezinho, 1km east of Bom Jardim da Serra (Cambajuva)",NA,NA,"1100","1200",NA,NA,"US01875670","US01875670_01 US01875670_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"50","2020-09-12 05:00:02-03","US","US","3383562","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek",NA,"-. Rossato & V. Wasum","s.n.","1998","2","13","South America - Neotropics","Brazil","Bom Jesus",NA,"Fazenda do Boqueirão.",NA,NA,"1100",NA,NA,NA,"US01875663","US01875663_01 US01875663_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
