"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"45","2021-03-30 12:33:54-03","EAO","IAN","130414","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Pereira, ASS","2019","05","09","Irwin, HS; Grear Jr., JW; Grear Jr., JW","18049","1966","07","07","Brasil","Distrito Federal","Brasilia","Gallery forest, Sobradinho, ca. 20Km E of Brasilia.","-47.9296989440918","-15.7797002792358",NA,NA,"1000","1000",NA,"IAN130414",NA,"Dicotiledônea",NA,NA,"Southern America",NA,NA,"70570","auto",NA,NA,NA,NA,NA
"46","2021-03-30 12:33:54-03","EAO","IAN","15178","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Oliveira, E","689","1941","11","04","Brasil","Minas Gerais","Belo Horizonte","Vila Paraiso.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,"IAN015178",NA,"Dicotiledônea",NA,NA,"Southern America",NA,NA,"17082","auto",NA,NA,NA,NA,NA
"47","2021-03-02 16:28:33-03","CPAN-UFMS","COR","1664","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Machate, D. J.","2014","11","17","Conceição, C. A.","2196","1987","11","01","Brasil","Mato Grosso do Sul","Campo Grande","Loteamento Rita Vieira","-54.571944","-20.505278","54º34'19''W","20º30'19''S","587","587","Árvore, 8-10 m de altura, bem ramificada; flores alvas, pouco vistosas; folhas membranáceas Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:10:38-03","CPAN-UFMS","COR","18003","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","D.J. Machate",NA,NA,NA,"D.J. Machate; M.A. Farinaccio, A.P. Souza, T.R.F. Sinani","5",NA,NA,NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Entrada para a Fazenda Retiro Conceição","-57.763333","-21.705","57º45'48''W","21º42'18''S",NA,NA,"Fruto verde, alvo pintalgado. Látex branco. Habitat: Em área de Vegetação chaquenha. Solo arenoso. Relevo plano. Local úmido, alagável. Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-26 18:06:57-03","CPAN-UFMS","COR","13641","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Damasceno-Júnior, G. A.; Bezerra, M. A. O. & Bortolotto, I. M.","499","1993","08","14","Brasil","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia; fazenda Santa Helena","-57.066111","-19.383889","57º3'58''W","19º23'2''S","91","91","Árvore, 6 m de altura Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:10:38-03","CPAN-UFMS","COR","17999","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","D.J. Machate",NA,NA,NA,"D.J. Machate; R.C. Rivaben, E.B. Souza","31","2014","08","08","Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Bento, no capão.","-57.006667","-19.525","57º0'24''W","19º31'30''S",NA,NA,"Flor branca, pétala amarela. Fruto verde, alvo pintalgado. Látex branco. Habitat: Em área de Vegetação de floresta estacional semidicidual antropizado. Solo arenoso. Relevo plano. Local seco. Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-02 16:28:33-03","CPAN-UFMS","COR","39","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Damasceno-Júnior, G. A.",NA,NA,NA,"Paula, J. E.; Conceição, C. A.","1548","1982","07","26","Brasil","Mato Grosso do Sul","Corumbá","Baía do Tamengo","-57.684444","-19.010833","57º41'4''W","19º0'39''S","95","95","Trepadeira; pétalas alvas, anteras lilases; fruto piriforme Habito: Trepadeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-02 16:28:33-03","CPAN-UFMS","COR","2993","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Machate, D. J.","2015","03","09","Lopo, N.",NA,"1990","06","20","Brasil","Mato Grosso do Sul","Corumbá","Morro próximo à Cia. Paulista de Ferro Ligas.","-57.622778","-19.025556","57º37'22''W","19º1'32''S","147","147","Arbóreo Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-02 16:28:33-03","CPAN-UFMS","COR","14100","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Machate, D. J.","2014","11","17","Damasceno-Júnior, G. A.; Melo, W. F.","328","1992","05","08","Brasil","Mato Grosso do Sul","Corumbá","Passo do Lontra; B.E.P - Base de Estudos do Pantanal; UFMS; mata ciliar do rio MIranda","-57.019167","-19.576667","57º1'9''W","19º34'36''S","91","91","Árvore Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-02 16:28:33-03","CPAN-UFMS","COR","7174","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Machate, D. J.","2014","11","18","Machate, D. J.; Francisco, A.","48","2014","11","18","Brasil","Mato Grosso do Sul","Corumbá","Ao longo da rua Cuiabá, próximo ao córrego","-57.644444","-19.000833","57º38'40''W","19º0'3''S","171","171","Árvore, 30 m de altura; fruto verde; látex branco Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:10:38-03","CPAN-UFMS","COR","17995","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","D.J. Machate",NA,NA,NA,"D.J. Machate; PACE M., FAVBRI J.","16","2014","07","15","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Santa Virgínia, na borda do Chaco florestado.","-57.8925","-21.998333","57º53'33''W","21º59'54''S",NA,NA,"Látex branco. Habitat: Em área de Vegetação do cerrado antropizado. Solo arenoso. Relevo plano. Local seco. Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-02 16:28:33-03","CPAN-UFMS","COR","7179","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Machate, D. J.","2014","11","14","Machate, D. J.","30","2014","08","08","Brasil","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia; fazenda São Bento, no capão.","-57.003056","-19.530833","57º0'11''W","19º31'51''S","90","90","Árvore, 16 m de altura; fruto enegrecido, alvo pintalgado; látex branco Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-02 16:28:33-03","CPAN-UFMS","COR","2011","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Damasceno-Júnior, G. A.",NA,NA,NA,"Bueno, N. R.; Mendes, C. R.","33","1990","10","30","Brasil","Mato Grosso do Sul","Corumbá","Beira da baía do Jacadigo","-57.737778","-19.314444","57º44'16''W","19º18'52''S","84","84","Arbóreo; fruto marrom Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-26 18:06:57-03","CPAN-UFMS","COR","21","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Paula, J. E.; Conceição, C. A.","1565","1982","07","28","Brasil","Mato Grosso do Sul","Corumbá","Rio Paraguai","-57.630278","-18.998333","57º37'49''W","18º59'54''S","88","88","Árvore, 9 m de altura; flôr argêntea; folículo com lenticelas, solitário ou geminado Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-11-26 18:06:57-03","CPAN-UFMS","COR","2234","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","D.J.Machate",NA,NA,NA,"D.J. Machate","28","2014","08","07","Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Bento, no capão. HABITAT:Em área de Vegetação de floresta estacional semidecidual antropizado; Solo arenoso; Relevo plano.","-57.029722","-19.465278","57º1'47''W","19º27'55''S",NA,NA,"Látex branco; Local seco; 20,00 m de altura; Com Flor: FLOR:Flor branca, pétala amarela; Com fruto:FRUTO:Fruto verde, alvo pintalgado Habito: HABITO:Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-02 16:28:33-03","CPAN-UFMS","COR","17496","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","D.J. Machate","2014","07","15","D.J. Machate; M. Pace, João Fabri","16",NA,NA,NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Santa Virgínia, na borda do Chaco florestado.","-57.8925","-21.998333","57º53'33''W","21º59'54''S",NA,NA,"Fruto inegrecido senescente. Habitat: Em área de Vegetação do cerrado antropizado. Solo Habito: Arvoreta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-02 16:28:33-03","CPAN-UFMS","COR","7175","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Machate, D. J.","2014","11","14","Machate, D. J.","25","2014","08","06","Brasil","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia; fazenda São Bento","-57.026389","-19.465278","57º1'35''W","19º27'55''S","90","90","Árvore, 24 m de altura; flor branca, pétala amarela; fruto verde, alvo pintalgado; látex branco Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-11-26 18:06:57-03","CPAN-UFMS","COR","13632","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Damasceno-Júnior, G. A.; Bezerra, M. A. O. & Bortolotto, I. M.","475","1993","10","03","Brasil","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia; fazenda Santa Helena","-57.066111","-19.383889","57º3'58''W","19º23'2''S","91","91","Árvore Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:10:38-03","CPAN-UFMS","COR","7176","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Machate, D. J.","2014","11","14","Machate, D. J.","26","2014","08","07","Brasil","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia; fazenda São Bento, no capão","-57.465278","-19.465278","57º27'55''W","19º27'55''S","90","90","Árvore; flor branca, pétala amarela; fruto verde/alvo pintalgado; látex branco Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-11-26 18:06:57-03","CPAN-UFMS","COR","5063","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Damasceno Júnior, G. A.",NA,NA,NA,"Vaz, F. V.",NA,"1997","10","20","Brasil","Mato Grosso do Sul","Ladário","Morro do Urucum","-57.609722","-19.166944","57º36'35''W","19º10'1''S","644","644","Árvore, 8 m de altura; flor amarela; fruto castanho; com folhas Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-02 16:28:33-03","CPAN-UFMS","COR","7194","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Machate, D. J.","2014","11","14","Machate, D. J.","31","2014","08","08","Brasil","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia; fazenda São Bento, no capão","-57.006667","-19.525","57º0'24''W","19º31'30''S",NA,NA,"Árvore, 20 m de altura; flor branca, pétala amarela; fruto verde, alvo pintalgado; látex branco Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-02 16:28:33-03","CPAN-UFMS","COR","8465","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Machate, D. J.","2014","11","17","Nascimento, V. L. A.; Bortolotto, I. M.","7","2002","09","18","Brasil","Mato Grosso do Sul","Corumbá","Baía do Castelo; residência do Sr. Francisco Roseno de Almeida","-57.5725","-18.580556","57º34'21''W","18º34'50''S","89","89","Árvore, 18 m de altura Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-02 16:28:33-03","CPAN-UFMS","COR","3882","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Silva, R. R.","1995","08","31","Silva, R. R.; Andrade, L. A.","27","1995","08","31","Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.631111","-19","57º37'52''W","19º0'0''S","121","121","Árvore; flor amarela; fruto verde; caule sem lenticelas Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-02 16:28:33-03","CPAN-UFMS","COR","10694","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Machate, D. J.","2014","11","17","Oliveira, J. V. M.; Costa, J. V. M. & Silva, R. H.","1","2004","08","22","Brasil","Mato Grosso do Sul","Ladário","Rodovia federal BR-262","-57.623611","-19.038889","57º37'25''W","19º2'20''S","110","110","Árvore, 6 m de altura; inflorescência verde clara Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-02 16:28:33-03","CPAN-UFMS","COR","2990","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Damasceno-Júnior, G. A.","1998","06","09","Lopo, N.",NA,"1990","07","04","Brasil","Mato Grosso do Sul","Corumbá","Morro próximo à Cia.Paulista de Ferro Ligas","-57.622778","-19.025556","57º37'22''W","19º1'32''S","147","147","Arbóreo; fruto com várias pintas brancas Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-02 16:28:33-03","CPAN-UFMS","COR","7178","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Machate, D. J.","2014","11","14","Machate, D. J.","23","2014","08","05","Brasil","Mato Grosso do Sul","Corumbá","Passo do Lontra; entrada do Hotel Chalé - Aptos","-57.020556","-19.575556","57º1'14''W","19º34'32''S","91","91","Árvore, 12 m de altura; fruto verde, alvo pintalgado; látex branco Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-02 16:28:33-03","CPAN-UFMS","COR","5611","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Ramirez, L.",NA,NA,NA,"Ramirez, L.; Valle, E. A.; Borges, S. G. V.; Fernandes, G. A. & Silva, M. A.","36","1998","08","28","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Rabicho","-57.450278","-19.021111","57º27'1''W","19º1'16''S","90","90","Árvore, 4,8 m de altura; flor verde esbranquiçada; fruto bege Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-02 16:28:33-03","CPAN-UFMS","COR","7218","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Machate, D. J.","2014","11","18","Machate, D. J.","46","2014","11","18","Brasil","Mato Grosso do Sul","Corumbá","Bairro Universitário; rua Afonso Pena","-57.627222","-19.002778","57º37'38''W","19º0'10''S","171","171","Árvore, 20 m de altura; fruto castanho; látex branco Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-11-26 18:06:57-03","CPAN-UFMS","COR","1454","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","D.J.Machate",NA,NA,NA,"D.J. Machate","29","2014","08","08","Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Bento, no capão. HABITAT:Em área de Vegetação de floresta estacional semidecidual antropizado; Solo arenoso; Relevo plano.","-57.031111","-19.461944","57º1'52''W","19º27'43''S",NA,NA,"Látex branco; Local seco; 25,00 m de altura; Com Flor: FLOR:Flor branca, pétala amarela; Com fruto:FRUTO:Fruto verde, alvo pintalgado Habito: HABITO:Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:10:38-03","CPAN-UFMS","COR","17998","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","D.J. Machate",NA,NA,NA,"D.J. Machate; E. Ragalzi, G. Pesqueiro","46","2014","11","18","Brasil","Mato Grosso do Sul","Corumbá","Bairro Universitário, Rua Afonso Pena.","-57.627222","-19.002778","57º37'38''W","19º0'10''S",NA,NA,"Fruto castanho. Látex branco. Habitat: Em área de vegetação do Cerrado antropizado. Solo latossolo. Relevo plano. Local seco. Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-11-26 18:06:57-03","CPAN-UFMS","COR","15473","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Oliveira, P. P.; Urquiza, M. V. S.; Costa, F. M.; Leon, A.; Golçalves, J. F.",NA,"2011","09","15","Brasil","Mato Grosso do Sul","Ladário","lote 35. beira de estrada; ;.","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,"Com Flor: fruto",NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"76","2020-11-26 18:06:57-03","CPAN-UFMS","COR","11591","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","D.J.Machate",NA,NA,NA,"Damasceno Júnior,G.A.;Maria,V.R.;Batilani,J.;Pott,A;Velasques,J.","3883","2005","12","08","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Harmonia - Córrego Taquaral. Mata ciliar do córrego Taquaral; ; Bambuzal.","-57.8824996948242","-21.6989002227783",NA,NA,"473","473","Com Flor: esverdeadas",NA,NA,NA,NA,NA,NA,NA,NA,"185577","auto",NA,NA,NA,NA,NA
"77","2020-11-26 18:06:57-03","CPAN-UFMS","COR","11590","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","D.J.Machate",NA,NA,NA,"Damasceno Jr.,G.A.;Maria,V.R.;Batilani,J.;Pott,A;Velasques,J.","3798","2005","09","06","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Harmonia - Rio Perdido. Mata ciliar do Perdido; ; curso dágua encaixado entre morros.","-57.8824996948242","-21.6989002227783",NA,NA,"453","453","botão floral verde",NA,NA,NA,NA,NA,NA,NA,NA,"185577","auto",NA,NA,NA,NA,NA
"78","2020-02-08 09:16:37-03","NBC","NL-BOTANY","WAG.1475829","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Mori S; et al.",NA,"1981","04","28","Brazil",NA,NA,"Brazil. Bahia: Municipality of Una, Marium, border of the Fazendas Marium and Dois de Julho, 33 km SW of Olivenca on the road from Olivenca to Buerarema. Southern Bahian Wet Forest.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475829 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475829","NL-WAG1475829",NA,"Gentianales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"79","2020-02-08 09:16:37-03","NBC","NL-BOTANY","L.1050500","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"Fazenda Pelanda",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050500 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050500","NL-L1050500",NA,"Gentianales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae","Uw13333",NA,NA,NA
"80","2020-02-08 09:16:37-03","NBC","NL-BOTANY","L.1050501","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"Fazenda Pelanda",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050501 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050501","NL-L1050501",NA,"Gentianales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae","U 0050366 | Uw13333",NA,NA,NA
"81","2020-02-08 09:16:37-03","NBC","NL-BOTANY","L.1050502","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"Fazenda Pelanda",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050502 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050502","NL-L1050502",NA,"Gentianales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae","Uw13333",NA,NA,NA
"82","2020-02-08 09:16:37-03","NBC","NL-BOTANY","L.2694306","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Klein RM",NA,"1956","01","24","Brazil",NA,NA,"Plantas de Santa Catarina-Brasil, Morro da Ressacada, Itajaí.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2694306 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2694306","NL-L2694306",NA,"Gentianales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"83","2020-02-08 09:16:37-03","NBC","NL-BOTANY","L.2694308","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Sehnem A",NA,"1949","09","01","Brazil",NA,NA,"Florae Brasiliae australis, RGS, Kappesberg p Montenegro, in silva secundaria.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2694308 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2694308","NL-L2694308",NA,"Gentianales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
