"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","maximumElevationInMeters","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","infraspecificEpithet","previousCatalogNumber"
"11","2020-11-04 11:14:21-03","ESALQ","ESA","78203","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Souza, V.C.; Romão, G.O.; Sampaio, D.",NA,"2002","03","01",NA,"Brasil","Minas Gerais","Vilarejo de Inhames. Base de afloramento rochoso em área de cerrado","-43.7144012451172","-19.1688995361328","700",NA,"Arbusto, ca. 2 m alt.; frutos castanhos. No leito de rio encachoeirado.","ESA078203","ESA078203","Mazine, F.F.","700","Santana do Riacho",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"12","2021-01-14 15:32:11-03","MN","R","8932","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D. Legrand","Glaziou, A.F.M.","19366 a","1892","09","22",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000008932","R000008932_001","Mattos, J.",NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0053010","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Nancy Hensoid","480","1982","2","17",NA,"Brazil","Minas Gerais","Serra do Espinhaço, Mpio. Santana do Riacho: Morro do Breu.","-43.7056","-19.1222","1300",NA,"CF5C 8555",NA,NA,"M. L. Kawasaki","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009023","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","L. R. Landrum","2090","1977","10","17",NA,"Brazil","Rio de Janeiro","RIO DE JANEIRO: Parque Nacional Itatiaia, Rio Campo Belo, Lote 17 and adjacent areas.","-44.5833","-22.5",NA,NA,"Common shrub along stream.",NA,NA,"Lucia Kawasaki, 1991.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060135","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","C. F. C. R.","278","2000","1","1",NA,"Brazil","Minas Gerais","Serra do Caraça. A 1 km do hotel.","-43.5","-20.133333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0053009","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","N. Hensold; C. R. Oliveira, M. L. Kawasaki","CFSC-7709","1981","12","5",NA,"Brazil","Minas Gerais","Santana do Riacho: km 123 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Mata ciliar Córrego 3 pontinhas.","-43.680259","-19.117043",NA,NA,"Arvoreta 2 m. Flores alvas, botões avermelhados. Beira de riacho.",NA,NA,"M. L. Kawasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009022","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Fonseca, R. B. S.","28","2005","3","28",NA,"Brazil","Bahia","Palmeiras: Morro da Mae Inacia.","-41.4667","-12.45","1000",NA,"Arbusto, ca. 1.5m alt. Folhas ovadas, cartaceas, levemente discolores.",NA,NA,"L.R. Landrum","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-21 14:40:03-03","UFJF","CESJ","8955","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spring) Legr.","U.C. Câmara","s.n.","1970","07","31","América do Sul","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Arbusto, flores róseas, frutos em maturação vermelhos.","CESJ008955",NA,"M. Sobral",NA,"Santa Rita do Jacutinga","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-21 14:40:03-03","UFJF","CESJ","8955","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spring) Legr.","U.C. Câmara","8955","1970","07","31","América do Sul","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"arbusto, flores róseas, frutos em maturação vermelhos","CESJ008955",NA,"M. Sobral",NA,"Santa Rita do Jacutinga","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:40:03-03","UFJF","CESJ","46026","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spring) Legr.","V.C. Souza; et al.","28705A","2002","03","01","América do Sul","Brasil","Minas Gerais","Vilarejo de Inhames","-43.7144012451172","-19.1688995361328",NA,NA,NA,"CESJ046026",NA,"F.F. Mazine",NA,"Santana do Riacho","2002","08",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:36:02-03","UNICAMP","UEC","40467","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Irwin, HS; Maxwell, H; Wasshausen, DC","20085","1968","02","14",NA,"Brazil","Minas Gerais","Serra do Cipó, km 120 (ca. 145km N of Belo Horizonte)",NA,NA,"1200",NA,"Ramose shrub ca. 2m tall. Fruit pale green. Creek margin. Sandy campo, with outcrops.",NA,NA,"Arantes, AA","1200",NA,"1996","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:36:02-03","UNICAMP","UEC","40468","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Irwin, HS; Harley, RM; Onishi, E","29013","1971","01","24",NA,"Brazil","Minas Gerais","ca. 10km W. of Barão de Cocais, gray sand soil",NA,NA,"1500",NA,"Ramose shrub to ca. 2m tall. Fruti green, red on isolated side. Among rocks in riacho. Locally common. Cerrado, sedge meadow (brejo), sandstone outcrops and gallery forest.",NA,NA,"Arantes, AA","1500",NA,"1996","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:36:02-03","UNICAMP","UEC","141904","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Matsumoto, K; Gonçalves, APS; Belinello, R","835","2003","02","13",NA,"Brazil","Minas Gerais","Cibrão, Margem do rio Cibrão.","-43.409417","-20.458111","1286",NA,"Embrião mircióide. Frutos imaturos, arbusto ca 1m.","UEC012948","UEC012948","Sobral, M","1286","Ouro Preto","2006","02",NA,"-43.409417","-20.458111",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:36:02-03","UNICAMP","UEC","12124","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Semir, J; Sazima, M; Giulietti, AM","4371","1973","09","03",NA,"Brazil","Minas Gerais","km 123 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,"Arbusto 1 a 2m, só frutos, mata ciliar.",NA,NA,"Kawasaki, ML",NA,"Jaboticatubas",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA
"25","2019-11-06 09:56:39-03","UFOP","OUPR","6280","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Roschel, M.B.; Craig, J.","s.n.","1996","12","13",NA,"Brasil","Minas Gerais","Córrego do Macaco, Alegria Sul, orla de mata","-43.4160995483398","-20.377799987793",NA,NA,"Arbusto de aprox. 1,0m, flores brancas, folhas aromáticas",NA,NA,"Kawasaki, M.L.",NA,"Mariana","1998",NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA
"26","2020-12-09 14:47:02-03","FURB","FURB","1897","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","grammica","Myrcia grammica","(Spreng.) A.R.Lourenço & E.Lucas","Brandt, A.",NA,"1985","11","20",NA,"Brasil","Minas Gerais","Serra da Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,NA,"FURB02393","FURB02393","Sobral, M",NA,"Catas Altas","1993",NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA
"27","2014-10-14 15:56:57-03","BS","M","M-0137164","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"M0137164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA
"28","2014-10-14 15:56:57-03","BS","M","M-0137165","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Sellow, F.",NA,NA,NA,NA,NA,"Brasil",NA,"e Brasilia",NA,NA,NA,NA,NA,"M0137165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA
"29","2020-04-27 16:10:43-03","UFES","VIES","26495","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Faria, J.E.Q.; Villarroel, D.","986","2010","11","13",NA,"Brasil","Minas Gerais","RPPN Serra do Caraça.","-43.4075012207031","-20.0746994018555","1205",NA,NA,"VIES026495","VIES026495","Faria, J.E.Q.","1205","Catas Altas","2010","11",NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA
"30","2020-06-29 09:31:34-03","UFRRJ","RBR","45252","S","Plantae",NA,NA,"Myrtaceae","Myrcia","grammica","Myrcia grammica","(Spreng.) A.R.Lourenço & E.Lucas","M.C. Souza; T. Silva, N.G. Antas","1097","2012","09","25",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia. Lago Azul descendo o rio Campo Belo. Beira do rio.","-44.5633010864258","-22.4960994720459",NA,NA,NA,"RBR00045252","RBR00045252",NA,NA,"Itatiaia","2020","05","20",NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA
"31","2020-06-29 09:31:34-03","UFRRJ","RBR","30756","S","Plantae",NA,NA,"Myrtaceae","Myrcia","grammica","Myrcia grammica","(Spreng.) A.R.Lourenço & E.Lucas","H. Monteiro","s.n.","1957","01","06",NA,"Brasil","Rio de Janeiro","Parque Nacional de Itatiaia","-44.4467010498047","-22.468900680542",NA,NA,NA,"RBR00030756","RBR00030756",NA,NA,"Resende","2020","05","20",NA,NA,"36089","auto",NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:37:12-03","MBM","MBM","178442","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","grammica","Myrcia grammica","(Spreng.) A.R.Lourenço & E.Lucas","Horta, M.B.; et al.; et al.","13","1986","12","12","Southern America","Brazil","Minas Gerais","Caraça, Cachoeira do Belchior",NA,NA,NA,NA,NA,"MBM178442","MBM178442","Peron, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:37:12-03","MBM","MBM","212022","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","grammica","Myrcia grammica","(Spreng.) A.R.Lourenço & E.Lucas","Mattos, J.; et al.; et al.","14262","1967","10","29","Southern America","Brazil","São Paulo","Selesópolis",NA,NA,NA,NA,NA,"MBM212022","MBM212022","Mattos, J.",NA,"Selesópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:37:12-03","MBM","MBM","317096","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","grammica","Myrcia grammica","(Spreng.) A.R.Lourenço & E.Lucas","Castilho, M.A.; et al.; et al.","192","2005","06","09","Northern America","Mexico",NA,"Chiapas",NA,NA,NA,NA,NA,"MBM317096","MBM317096","Ramos, F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:37:12-03","MBM","MBM","306612","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","grammica","Myrcia grammica","(Spreng.) A.R.Lourenço & E.Lucas","Pirani, J.R.; et al.; et al.","5136","2004","01","19","Southern America","Brazil","Minas Gerais","Serra Talhada","-43.6814002990723","-18.8071994781494",NA,NA,NA,"MBM306612","MBM306612","Pirani, J.R.",NA,"Congonhas do Norte",NA,NA,NA,NA,NA,"30386","auto",NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:37:12-03","MBM","MBM","81773","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","grammica","Myrcia grammica","(Spreng.) A.R.Lourenço & E.Lucas","Landrum, L.R.","4246","1982","02","01","Southern America","Brazil","Minas Gerais","Cachoeira Véu de Noiva, Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,"MBM081773","MBM081773","Sobral, M.",NA,"Jaboticatubas",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:37:12-03","MBM","MBM","230372","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","grammica","Myrcia grammica","(Spreng.) A.R.Lourenço & E.Lucas","Rossi, L.; et al.; et al.","7001","1981","01","12","Southern America","Brazil","Minas Gerais","Rodovia Belo Horizonte - Conceição do Mato dentro, Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,"MBM230372","MBM230372","Kawasaki, M.L.",NA,"Santana do Riacho",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:37:12-03","MBM","MBM","178443","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","grammica","Myrcia grammica","(Spreng.) A.R.Lourenço & E.Lucas","Elisaro, S.","36","1985","02","20","Southern America","Brazil","Minas Gerais","Parque do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,"MBM178443","MBM178443","Peron, M.",NA,"Santa Bárbara",NA,NA,NA,NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:37:12-03","MBM","MBM","166601","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","grammica","Myrcia grammica","(Spreng.) A.R.Lourenço & E.Lucas","Lindeman, J.C.; et al.; et al.","5129","1967","04","15","Southern America","Brazil","Rio de Janeiro","Parque Nacional do Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,"MBM166601","MBM166601","Silveira, N.",NA,"Itatiaia",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA
"40","2015-10-05 20:19:51-03","MNHN","RECOLNAT_MNHN_P","P00723207","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Sello, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00723207' target='other'> <mi>dwc_moreinfo</mi></a>","P00723207","P00723207_01","Lourenço",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2015-10-05 20:20:26-03","MNHN","RECOLNAT_MNHN_P","P00723208","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Martius, C.F. von",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00723208' target='other'> <mi>dwc_moreinfo</mi></a>","P00723208","P00723208_01","Lourenço",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58",NA,NA,NA
"42","2016-03-09 17:11:54-03","MNHN","RECOLNAT_MNHN_P","P00848675","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Vasconcelos, T.N.C.|Faria, J.E.Q.",NA,"2014","11","3",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, perto da estátua do Juquinha","-43.55278","-19.25667","1300","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00848675' target='other'> <mi>dwc_moreinfo</mi></a>","P00848675","P00848675_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"483",NA,NA,NA
"43","2015-10-05 20:17:42-03","MNHN","RECOLNAT_MNHN_P","P00723199","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Sello, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","Donné par le Muséum Bot. de Berlin en 1861 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00723199' target='other'> <mi>dwc_moreinfo</mi></a>","P00723199","P00723199_01","Lourenço",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-10-05 20:17:54-03","MNHN","RECOLNAT_MNHN_P","P00723200","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Sello, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00723200' target='other'> <mi>dwc_moreinfo</mi></a>","P00723200","P00723200_01","Lourenço",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2015-10-05 20:18:06-03","MNHN","RECOLNAT_MNHN_P","P00723201","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,"Brasilia",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00723201' target='other'> <mi>dwc_moreinfo</mi></a>","P00723201","P00723201_01","Lourenço",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2015-10-05 20:18:21-03","MNHN","RECOLNAT_MNHN_P","P00723202","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","grammica","Calyptranthes grammica","(Spreng.) D.Legrand","Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,"Brasilia",NA,NA,NA,"hb","Donné par le Muséum Bot. de Berlin en 1861 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00723202' target='other'> <mi>dwc_moreinfo</mi></a>","P00723202","P00723202_01","Lourenço",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
