"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","1599168","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","E. P. Killip","26902","1929","08","02","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1912676' target='other'> <mi>dwc_moreinfo</mi></a>","NY01599168","Magnoliophyta","Myrtales","Naudin","H. A. Gleason","Loreto",NA,"Iquitos.","-73.282456","-3.75626","100",NA,"NY01599168_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00987267","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","W. A. Ducke","1381",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273026' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987267","Magnoliophyta","Myrtales","Naudin",NA,"Amazonas",NA,NA,NA,NA,NA,NA,"NY00987267_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00916972","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","B. Maguire","49043","1960","08","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988454' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916972","Magnoliophyta","Myrtales","Naudin","J. J. Wurdack","Minas Gerais",NA,"Summit of Serra do Cipó, km. 111-120, road from Hotel Chapéu do Sol.","-43.554488","-19.288549","1200","1200","NY00916972_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00916959","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","S. Tsugaru","B-141","1987","07","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988394' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916959","Magnoliophyta","Myrtales","Naudin","R. Goldenberg","Goiás","Caldas Novas","Near Caldas Novas.","-48.6247","-17.7419","730","730","NY00916959_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00916966","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","R. M. Harley","10406","1968","10","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988440' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916966","Magnoliophyta","Myrtales","Naudin","J. J. Wurdack","Mato Grosso",NA,"R 3, c. 3,5 km S.E. of Base Camp.","-51.77","-12.82",NA,NA,"NY00916966_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00916968","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","J. A. Ratter","R7","1967","06","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988446' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916968","Magnoliophyta","Myrtales","Naudin",NA,"Distrito Federal","Brasília","Planaltina, nr. Brasília.","-47.66666667","-15.61666667",NA,NA,"NY00916968_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3270840","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","E. P. Killip","35042","1939","04","20","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3584108' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270840","Magnoliophyta","Myrtales","Naudin",NA,"Chocó",NA,"Mediosanjuan, Andagoya",NA,NA,"70","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00916965","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","D. R. Hunt","5631","1966","05","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988436' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916965","Magnoliophyta","Myrtales","Naudin","J. J. Wurdack","Mato Grosso","Ribeirão Cascalheira","Xavantina - Cachimbo road, 200 km. from Xavantina.","-51.8242","-12.9419","600","1000","NY00916965_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00916958","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","G. Gardner","1954","1841",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988391' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916958","Magnoliophyta","Myrtales","Naudin",NA,"Ceará",NA,"Brasilia tropica.",NA,NA,NA,NA,"NY00916958_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","03270833","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","J. Steinbach","22838","1916","05","20","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3584095' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270833","Magnoliophyta","Myrtales","Naudin",NA,"Santa Cruz",NA,"Buenavista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00916944","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","G. T. Prance","58600","1964","08","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988360' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916944","Magnoliophyta","Myrtales","Naudin","J. J. Wurdack","Maranhão",NA,"Road Carolina to Estreita, km. 50.","-47.463691","-6.929966",NA,NA,"NY00916944_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00916954","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","W. R. Anderson","9741","1973","05","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988385' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916954","Magnoliophyta","Myrtales","Naudin","J. J. Wurdack","Mato Grosso",NA,"Eastern base of mountain ca. 9 km NE of Barra do Garças","-52.19058","-15.82579","450","500","NY00916954_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3270825","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","E. Hassler","9030","1905","02","01","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3584045' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270825","Magnoliophyta","Myrtales","Naudin",NA,"Caaguazú",NA,"In viciniis Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-27 05:46:00-03","NY","NYBG","521309","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","I. G. Vargas Caballero","3457","1994","10","22","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515952' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521309","Magnoliophyta","Myrtales",NA,NA,"Santa Cruz","Chiquitos","Santiago de Chiquitos; 3 a 5 km al NE del pueblo, tramo entre el pueblo y la Serranía de Santiago de Chiquitos","-59.58","-18.33","500","700","NY00521309_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00916930","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","E. P. Heringer","3080","1980","01","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988209' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916930","Magnoliophyta","Myrtales","Naudin","J. J. Wurdack","Distrito Federal","Brasília","BR - 251 após a cachoeirinha.","-47.9294","-15.7797",NA,NA,"NY00916930_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3270826","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","E. Hassler","10312","1905","03","21","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3584046' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270826","Magnoliophyta","Myrtales","Naudin",NA,"Amambay",NA,"In altaplanitie et declivibus Sierra de Amambay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","521320","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","A. P. Duarte","251","1946","09","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515929' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521320","Magnoliophyta","Myrtales","Naudin","A. C. Brade","Rio de Janeiro","Itatiaia","Fazenda do Penedo - proximo de Itatiaia no estado do Rio","-44.5631","-22.4961",NA,NA,"NY00521320_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3270821","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","R. A. Toro","1353","1928","09","10","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3584041' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270821","Magnoliophyta","Myrtales","Naudin",NA,"Antioquia","Medellín","Vicinity of Medellin. San Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3270836","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","J. Steinbach","6335","1924","10","12","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3584104' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270836","Magnoliophyta","Myrtales","Naudin",NA,"Santa Cruz","Sara","Buena Vista. Orilla quebradas Campos.",NA,NA,"450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00916971","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","H. S. Irwin","5208","1964","08","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916971","Magnoliophyta","Myrtales","Naudin","J. J. Wurdack","Distrito Federal","Brasília","Chapada da Contagem, ca. 20 km E. of Brasília.","-47.82","-15.65","700","1000","NY00916971_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00916936","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","H. S. Irwin","15574","1966","05","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988234' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916936","Magnoliophyta","Myrtales","Naudin","J. J. Wurdack","Goiás","Formosa","Côrrego Itaquera, ca. 30 km N. of Formosa","-47.43","-15.3","850","850","NY00916936_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","3270822","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","E. Hassler","3278","1900","09","01","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3584042' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270822","Magnoliophyta","Myrtales","Naudin",NA,NA,NA,"In silva Tucangua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","521311","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","L. O. Williams","7355","1945","06","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515953' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521311","Magnoliophyta","Myrtales","Naudin",NA,"Minas Gerais","Betim","Fazenda do Cabuí, near Contagem","-44.1981","-19.9681","900","900","NY00521311_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00916970","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","H. S. Irwin","5359","1964","08","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988451' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916970","Magnoliophyta","Myrtales","Naudin","J. J. Wurdack","Distrito Federal","Brasília","Ca. 50 km E of Brasilia.","-47.9294","-15.7797","700","1000","NY00916970_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","521324","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","P. von Luetzelburg","12689",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515956' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521324","Magnoliophyta","Myrtales","Naudin",NA,"Paraíba",NA,NA,NA,NA,NA,NA,"NY00521324_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00916952","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","A. Macedo","2396","1950","05","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988380' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916952","Magnoliophyta","Myrtales","Naudin","L. B. Smith","Minas Gerais","Campina Verde",NA,"-49.4864","-19.5358",NA,NA,"NY00916952_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00916969","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","H. S. Irwin","15883","1966","05","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988449' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916969","Magnoliophyta","Myrtales","Naudin","J. J. Wurdack","Distrito Federal","Brasília","Jardim Zoolôgico, Brasília","-47.95","-15.85","975","975","NY00916969_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","521319","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","A. C. Cervi","6168","1996","08","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515931' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521319","Magnoliophyta","Myrtales","Naudin","R. Goldenberg","São Paulo","Itararé","Parque da Barreirinha","-49.38","-24.1",NA,NA,"NY00521319_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","521314","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","J. B. E. Pohl","2556",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515954' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521314","Magnoliophyta","Myrtales","Naudin",NA,NA,NA,"Brasilia",NA,NA,NA,NA,"NY00521314_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","3270839","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","J. Steinbach","5616","1921","04","25","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3584107' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270839","Magnoliophyta","Myrtales","Naudin",NA,"Santa Cruz","Sara","Campos, Canadas humedas Buena Vista",NA,NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","3270824","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","E. Hassler","6432",NA,NA,NA,"South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3584044' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270824","Magnoliophyta","Myrtales","Naudin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1019158","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","P. G. Delprete","9861","2006","06","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1279647' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019158","Magnoliophyta","Myrtales","Naudin","R. Goldenberg","Goiás","Pirenópolis","Faz. Quebra Rabicho, propriedade d e Duila Oliveira ca. 20 km de Pirenópolis, Córrego das Contenas.","-49.0486","-15.7481","950","950","NY01019158_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1599165","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","M. H. Nee","40469","1991","05","19","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1912560' target='other'> <mi>dwc_moreinfo</mi></a>","NY01599165","Magnoliophyta","Myrtales","Naudin","J. J. Wurdack","Santa Cruz","Ichilo","3 km. N of Buena Vista, on road to Laguna Madrejón.","-63.67","-17.42","315",NA,"NY01599165_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","521332","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","G. G. Hatschbach","6289","1959","09","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515936' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521332","Magnoliophyta","Myrtales","Naudin","J. J. Wurdack","Paraná","Sengés","Fda. Morungava, Rio do Funil","-49.4633","-24.1131",NA,NA,"NY00521332_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00916932","PreservedSpecimen","Plantae","Melastomataceae","Miconia","chamissois","Miconia chamissois","J. A. Ratter","R.3206","1976","06","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988222' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916932","Magnoliophyta","Myrtales","Naudin",NA,"Distrito Federal","Brasília","Fazenda Água Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV Tower.","-47.9294","-15.7797",NA,NA,"NY00916932_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
