"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01048234","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","R. P. Belém","1596","1965","08","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190336' target='other'> <mi>dwc_moreinfo</mi></a>","NY01048234","Magnoliophyta","Fabales","Vogel","B. M. Torke","Minas Gerais",NA,"Margem da Rodovia Nanuque-Teófilo Otoni",NA,NA,NA,NA,"NY01048234_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","32007","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia ynesiana","Y. E. J. Mexia","4463","1930","03","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699359' target='other'> <mi>dwc_moreinfo</mi></a>","NY00032007","Magnoliophyta","Fabales","R.S.Cowan",NA,"Minas Gerais","Viçosa","Viçosa. Cha-Cha Valley, just outside Agricultural College boundary.","-42.8819007873535","-20.7539005279541","650","650","NY00032007_01","ynesiana","isotype","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","32006","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia ynesiana","Y. E. J. Mexia","4463","1930","03","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699358' target='other'> <mi>dwc_moreinfo</mi></a>","NY00032006","Magnoliophyta","Fabales","R.S.Cowan",NA,"Minas Gerais","Viçosa","Viçosa. Cha-Cha Valley, just outside Agricultural College boundary.","-42.8819007873535","-20.7539005279541","650","650","NY00032006_01","ynesiana","isotype","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","625533","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","R. P. Orlandi","478","1981","08","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=497503' target='other'> <mi>dwc_moreinfo</mi></a>","NY00625533","Magnoliophyta","Fabales","Vogel",NA,"Bahia",NA,"A 5km de Duas Barras do Morro.","-41.02","-11.97",NA,NA,"NY00625533_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","634335","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","J. G. Jardim","3155","2000","11","03","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=497493' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634335","Magnoliophyta","Fabales","Vogel","B. M. Torke","Bahia","Itambé","Entrada para a sede municipal de Caatiba ca. 11 km de Itapetinga, rod. para Caatiba 20 km da BA-415. Margem da Estrada - 423","-40.3683","-15.0831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","585661","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","W. W. Thomas","12296","2000","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=497489' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585661","Magnoliophyta","Fabales","Vogel","B. M. Torke","Bahia","Boa Nova","3.3 km east of Boa Nova on road to Dario Meira; Mata de Cipó","-40.186283","-14.38305","850","900","NY00585661_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","32005","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia parvipetala","B. A. Krukoff","2061","1933","04","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127532' target='other'> <mi>dwc_moreinfo</mi></a>","NY00032005","Magnoliophyta","Fabales","R.S.Cowan",NA,"Goiás",NA,"Near Boa Vista; along the upper Rio Tocantins",NA,NA,NA,NA,"NY00032005_01","parvipetala","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","684758","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia submarginata","M. Kuhlmann","2762","1951","12","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880887' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684758","Magnoliophyta","Fabales","Benth.","V. de F. Mansano","São Paulo","Igaratá","Sitio do Sr. João Barbosa Machado","-46.15","-23.2003",NA,NA,"NY00684758_01","submarginata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-15 11:14:41-03","FUNED","FUNED-POL","4456","PreservedSpecimen","Plantae","Fabaceae - Papilionoideae","Swartzia","acutifolia","Swartzia acutifolia","Calaça,PSST",NA,"2009","02","13",NA,"Brasil",NA,NA,NA,"POL004456",NA,NA,NA,NA,"MG","Januária","Parque Estadual Veredas do Peruaçu, MG. Próximo à sede.","-44.628889","-14.935833",NA,NA,NA,NA,NA,NA,NA,"44W 37' 44''","14S 56' 09''",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-08 17:42:03-03","EAO","IAN","119898","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","acutifolia","Swartzia acutifolia","Belém, RP","1596","1965","08","14","Southern America","Brasil",NA,NA,NA,"IAN119898","Dicotiledônea",NA,"Vogel","Mansano, VF","Minas Gerais",NA,"Margem da Rod. Nanuque - Teófilo Otoni.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","05","16",NA,NA,NA,NA,NA
"21","2021-04-08 17:42:03-03","EAO","IAN","128226","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","acutifolia","Swartzia acutifolia","Belém, RP","1596","1965","08","14","Southern America","Brasil",NA,NA,NA,"IAN128226","Dicotiledônea",NA,"Vogel","Mansano, VF","Minas Gerais",NA,"Margem da Rod. Nanuque - Teófilo Otoni.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","05","16",NA,NA,NA,NA,NA
"22","2021-04-08 17:42:03-03","EAO","IAN","59358","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","acutifolia","Swartzia acutifolia","Pinto, GCP","624","1950","11",NA,"Southern America","Brasil",NA,NA,NA,"IAN059358","Dicotiledônea",NA,"Vogel","Torke, BM","Bahia",NA,"Cruz das Almas.(Herb. Escola de Agronomia Cruz das Almas).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA
"23","2021-04-08 17:42:03-03","EAO","IAN","58534","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","acutifolia","Swartzia acutifolia parvipetala","Pires, JM; Black, GA","2102","1950","05","25","Southern America","Brasil",NA,NA,"Árvore mediana, de 10m de altura 40cm. de diâmetro, copa espalhada, casca vermelha com resina intensa vermelha como lacre, flor com uma só pétala branca, 2 estames maiores, madeira amarelada entrançada moderadamente dura.","IAN058534","Dicotiledônea",NA,"R.S. Cowan","Cowan, RS","Maranhão",NA,"Ilha dos Botes, duas léguas abaixo de Carolina.",NA,NA,NA,NA,NA,"parvipetala","paratipo",NA,NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA
"24","2021-04-08 17:42:03-03","EAO","IAN","58534a","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","acutifolia","Swartzia acutifolia parvipetala","Pires, JM; Black, GA","2102","1950","05","25","Southern America","Brasil",NA,NA,"Árvore mediana, de 10m de altura 40cm. de diâmetro, copa espalhada, casca vermelha com resina intensa vermelha como lacre, flor com uma só pétala branca, 2 estames maiores, madeira amarelada entrançada moderadamente dura.","IAN58534a","Dicotiledônea",NA,"R.S. Cowan","Cowan, RS","Maranhão",NA,"Ilha dos Botes, duas léguas abaixo de Carolina.",NA,NA,NA,NA,NA,"parvipetala","paratipo",NA,NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA
"25","2013-07-03 11:02:13-03","EBDA","BAH","7347","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2013-07-03 11:02:13-03","EBDA","BAH","205","S","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia",NA,NA,"1950","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:17:18-03","UFBA","ALCB","72975","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Guedes, ML; Santos, JS; Carvalho, G; Valadão, RM; Alunos de Botânica III","12325","2006","04","29","Southern America","Brasil",NA,NA,"de ca 8m. Folhas com folíolos cartáceos, discolores. Frutos imaturos verde musgo com indumento.","ALCB032694","Dicotyledon",NA,"Vogel","Mansano, VF","Bahia","Itaberaba","Paraguaçu, Caminho para Lençóis","-39.133333","-13.716667",NA,NA,"ALCB032694",NA,NA,NA,NA,"-39.133333","-13.716667","2009","11","20",NA,NA,NA,NA,NA
"28","2019-10-09 11:17:18-03","UFBA","ALCB","52274","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Guedes, ML; Santana, DL; Loureiro, DM; Alves, L. de J.","8225","2001","04","29","Southern America","Brasil",NA,NA,"5,0m. Folhas coriáceas levemente discolores.; Predominância de velame (Croton).","ALCB032696","Dicotyledon",NA,"Vogel","Mansano, VF","Bahia","Andaraí","Chapada Diamantina, Área de loteamento","-41.164444","-12.869722",NA,NA,"ALCB032696",NA,NA,NA,NA,"-41.164444","-12.869722","2009","11","20",NA,NA,NA,NA,NA
"29","2019-10-09 11:17:18-03","UFBA","ALCB","52273","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Guedes, ML; Santana, DL; Loureiro, DM; Alves, L. de J.","8224","2001","04","29","Southern America","Brasil",NA,NA,"7,0m, folhas membranáceas, discolores.","ALCB032695","Dicotyledon",NA,"Vogel","Mansano, VF","Bahia","Andaraí","Chapada Diamantina, Assentamento Mocambo, limite com fazenda Marcos Viana, área de loteamento","-41.167222","-12.861111",NA,NA,"ALCB032695",NA,NA,NA,NA,"-41.167222","-12.861111","2009","11","20",NA,NA,NA,NA,NA
"30","2019-10-09 11:17:18-03","UFBA","ALCB","80895","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Guedes, ML; Valadão, RM; Carvalho, G; Oliveira, MRA de","13843","2007","09","22","Southern America","Brasil",NA,NA,"de ca 2 m de altura. Folhas com folíolos membranáceos, discolores. Frutos passados. Ocasional.","ALCB032698","Dicotyledon",NA,"Vogel","Mansano, VF","Bahia","Bom Jesus da Lapa","Médio São Francisco","-44.263611","-13.534444",NA,NA,"ALCB032698",NA,NA,NA,NA,"-44.263611","-13.534444","2009","11","20",NA,NA,NA,NA,NA
"31","2019-10-09 11:17:18-03","UFBA","ALCB","132652","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Cardoso, D; Ramos, G; Bastos, C; Vilas Boas-Bastos, SB","3567","2015","01","16","Southern America","Brasil",NA,NA,"ca. 10 m alt.","ALCB049436","Dicotyledon",NA,"Vogel","Mansano, VF","Bahia","Ruy Barbosa","Serra do Orob?. Entrando ? esquerda logo depois da sede da ARIE, em fragmento de mata na trilha para o P?tio das Orqu?deas.","-40.486944","-12.300556","520","520","ALCB049436",NA,NA,NA,NA,"-40.486944","-12.300556","2019","03","12",NA,NA,NA,NA,NA
"32","2019-10-09 11:17:18-03","UFBA","ALCB","64883","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Thomas, W; Sant'Ana, SC de; Jardim, JG","12296","2000","10","15","Southern America","Brasil",NA,NA,"20,0 m. Leaves olive. Fruit olive brwn. Seeds pale brown with large fleshy yellow-orange aril. Photo..","ALCB032693","Dicotyledon",NA,"Vogel","Torke, BM","Bahia","Boa Nova","Sudoeste, 3,3 km east of Boa Nova on road to Dario Meira","-40.188056","-14.393889","850","850","ALCB032693",NA,NA,NA,NA,"-40.188056","-14.393889","2001",NA,NA,NA,NA,NA,NA,NA
"33","2020-05-19 10:30:16-03","UFBA","ALCB","92953","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Guedes, ML; Gomes, FS; Guaré, F; Silveira, ER; et al.","16844","2009","12","16","Southern America","Brasil",NA,NA,"de ca 8 m de altura. Folhas com folíolos cartáceos. Inflorescência em botões.","ALCB032699","Dicotyledon",NA,"Vogel","Guedes, ML","Bahia","Andaraí","Chapada Diamantina, Próximo a cidade de Andaraí","-41.366667","-12.8","850","850","ALCB032699",NA,NA,NA,NA,"-41.366667","-12.8","2010","02",NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:17:18-03","UFBA","ALCB","06174","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Pinto, GCP","00624","1950","12",NA,"Southern America","Brasil",NA,NA,NA,"ALCB032697","Dicotyledon",NA,"Vogel","Menezes, I de","Bahia","Cruz das Almas","Recôncavo Sul","-39.1018981933594","-12.6700000762939",NA,NA,"ALCB032697",NA,NA,"14660","auto",NA,NA,"1951","04",NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:14:48-03","NBC","NL-BOTANY","L.2027123","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","acutifolia","Swartzia acutifolia","Sellow F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2027123 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2027123",NA,"Fabales","Vogel",NA,NA,NA,"Brasilia.",NA,NA,NA,NA,"NL-L2027123",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 09:14:48-03","NBC","NL-BOTANY","U.1320561","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","acutifolia","Swartzia acutifolia","Prance GT; Maas PJM; Woolcott DB; Monteiro OP; Ramos JF",NA,"1971","10","21","Southern America","Brazil",NA,NA,"Black water flooded savanna forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1320561 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1320561",NA,"Fabales","Vogel",NA,"Amazonas",NA,"Rio Uneiuxi, 100-200 km. above mouth.",NA,NA,NA,NA,"NL-U1320561",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0257919",NA,NA,NA
"37","2020-02-08 09:14:48-03","NBC","NL-BOTANY","WAG.1044796","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","acutifolia","Swartzia acutifolia","Santos TS dos",NA,"1971","03","26","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1044796 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1044796",NA,"Fabales","Vogel",NA,NA,NA,"E.S. Linhares vale do rio doce Arvore de 10m [?].",NA,NA,NA,NA,"NL-WAG1044796",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 09:14:48-03","NBC","NL-BOTANY","WAG.1044802","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","acutifolia","Swartzia acutifolia","Hatschbach GG",NA,"1969","04","16","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1044802 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1044802",NA,"Fabales","Vogel",NA,NA,NA,"Rio do Cedro (mun. Guarapuava) Paraná.",NA,NA,NA,NA,"NL-WAG1044802",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 09:14:48-03","NBC","NL-BOTANY","WAG.1044803","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","acutifolia","Swartzia acutifolia","Santos TS dos",NA,"1971","03","26","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1044803 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1044803",NA,"Fabales","Vogel",NA,NA,NA,"E.S. Linhares vale do rio doce Arvore de 10m [?].",NA,NA,NA,NA,"NL-WAG1044803",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 09:14:48-03","NBC","NL-BOTANY","U 0003617","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","acutifolia","Swartzia acutifolia parvipetala","Krukoff BA",NA,"1933","04","18","Southern America","Brazil",NA,NA,"In ''''carrasco', rocky land<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200003617 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0003617",NA,"Fabales","R.S.Cowan","Cowan RS","Goiás",NA,"near Boa Vista.State of Goyax along the upper Rio Tocantins.",NA,NA,NA,NA,"NL-U0003617","parvipetala","isotype",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","19454 A",NA,NA,NA
"41","2020-02-08 09:14:48-03","NBC","NL-BOTANY","U 0003618","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","acutifolia","Swartzia acutifolia parvipetala","Krukoff BA",NA,"1933","04","18","Southern America","Brazil",NA,NA,"In ''''carrasco', rocky land<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200003618 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0003618",NA,"Fabales","R.S.Cowan","Cowan RS","Goiás",NA,"near Boa Vista.State of Goyax along the upper Rio Tocantins.",NA,NA,NA,NA,NA,"parvipetala",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","19519",NA,NA,NA
"42","2020-02-08 09:14:48-03","NBC","NL-BOTANY","U 0003619","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","acutifolia","Swartzia acutifolia ynesiana","Mexia YEJ",NA,"1930","03","15","Southern America","Brazil",NA,NA,"Bank above stream.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200003619 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0003619",NA,"Fabales","R.S.Cowan","Cowan RS","Minas Gerais",NA,"State of Minas GeraesViçosa Cha-Cha Valley, just outside Agricultural College boundary.",NA,NA,NA,NA,"NL-U0003619","ynesiana","isotype",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","51930 A",NA,NA,NA
"43","2020-11-04 11:10:58-03","ESALQ","ESA","101249","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Stehmann, J.R.","3610.0","2004","10","02",NA,"Brasil",NA,NA,NA,"ESA101249","Magnoliophyta",NA,NA,"Pinto, R.B.","Minas Gerais","Novo Cruzeiro",NA,"-41.875301361084","-17.4680995941162",NA,NA,"ESA101249",NA,NA,"44539","auto",NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:10:58-03","ESALQ","ESA","104968","PreservedSpecimen","Plantae","Fabaceae","Swartzia","acutifolia","Swartzia acutifolia","Pinho-Ferreira, M.A.M.","658.0","2006","04","11",NA,"Brasil",NA,NA,NA,"ESA104968","Magnoliophyta",NA,NA,"Pinto, R.B.","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA104968",NA,NA,"48094","auto",NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA
