"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","594927","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","prasina","Eugenia prasina","A. C. Filho","76","1979","08","02","South America","Brazil","São Paulo","Estaçao Biológica do Alto da Serra do Paranapiacaba, picada 3","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479283' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594927","NY00594927_01","O.Berg","F. F. Mazine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","594922","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","prasina","Eugenia prasina","G. G. Hatschbach","13061","1965","10","29","South America","Brazil","Paraná","Rio Pardinho","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479279' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594922","NY00594922_01","O.Berg","F. F. Mazine","Campina Grande do Sul","-49.0553","-25.3058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","557877","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","prasina","Eugenia prasina","L. R. Landrum","4145","1982","01","17","South America","Brazil","Rio de Janeiro","Corcovado, near Hotel Paineiras","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479351' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557877","NY00557877_01","O.Berg","M. Sobral","Rio de Janeiro","-43.2075","-22.9031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","580117","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","prasina","Eugenia prasina","G. Martinelli","9934","1984","10","03","South America","Brazil","Rio de Janeiro","III Distrito, Paraiso, Centro de Primatologia do RJ-FEEMA","sheet","Quadrat II, árvore no. 32 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=605266' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580117","NY00580117_01","O.Berg",NA,"Magé","-43.0406","-22.6531","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","580118","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","prasina","Eugenia prasina","H. C. de Lima","2309","1984","10","24","South America","Brazil","Rio de Janeiro","Paraiso, Centro de Primatologia do RJ. Caminho para o focinho de Porco","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=605267' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580118","NY00580118_01","O.Berg",NA,"Magé","-43.0406","-22.6531","190","190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","557875","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","prasina","Eugenia prasina","L. R. Landrum","4135","1982","01","14","South America","Brazil","Rio de Janeiro","Niteroi, Itaipuacu, Falso Pao de Acucar","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479349' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557875","NY00557875_01","O.Berg","M. Sobral","Niterói","-43.1036","-22.8833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","557644","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala","G. G. Hatschbach","15296","1966","11","29","South America","Brazil","Paraná","Rio Ipiranga","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557644","NY00557644_01","Kiaersk.","C. M. D. E. Legrand","Morretes","-48.8342","-25.4769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","557640","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala","G. Martinelli","9984","1984","10","10","South America","Brazil","Rio de Janeiro","III° Distrito, Paraiso, Centro de Primatologia do RJ-FEEMA","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657782' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557640","NY00557640_01","Kiaersk.","C. M. D. E. Legrand","Magé","-43.0406","-22.6531","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","557642","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala","B. D. Sucre","8187","1972","01","04","South America","Brazil","Rio de Janeiro","Guanabara, Morro da Taquara da Tijuca","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557642","NY00557642_01","Kiaersk.","G. M. Barroso",NA,NA,NA,"680","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","557636","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala melagyna","R. Reitz","1895","1954","06","21","South America","Brazil","Santa Catarina","Cunhas, Itajaí","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=629063' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557636","NY00557636_01","D.Legrand","C. M. D. E. Legrand","Itajaí","-48.6617","-26.9081","15","15","melagyna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","557632","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala","G. G. Hatschbach","51206","1987","04","09","South America","Brazil","Paraná","Serra dos Castelhanos","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657776' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557632","NY00557632_01","Kiaersk.","M. Sobral","Guaratuba","-48.5744","-25.8831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","557631","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala","G. G. Hatschbach","58526","1993","10","21","South America","Brazil","Paraná","Usina Hidrelétrica Parigot de SOuza, cota 800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657775' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557631","NY00557631_01","Kiaersk.","M. Sobral","Antonina","-48.7117","-25.4286","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","557639","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala","G. G. Hatschbach","20364","1968","11","21","South America","Brazil","Paraná","Rio do Cedro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657781' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557639","NY00557639_01","Kiaersk.","C. M. D. E. Legrand","Guaraqueçaba","-48.3289","-25.3069","100","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","557643","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala","B. D. Sucre","8160","1971","12","22","South America","Brazil","Rio de Janeiro","Guanabara; Grota do Pai Ricardo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557643","NY00557643_01","Kiaersk.","G. M. Barroso",NA,NA,NA,"500","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","557641","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala melagyna","R. Reitz","5944","1957","12","30","South America","Brazil","Santa Catarina","Sabiá, Vidal Ramos","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=629065' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557641","NY00557641_01","D.Legrand","C. M. D. E. Legrand","Vidal Ramos","-49.3556","-27.3919","750","750","melagyna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2017-01-12 10:50:00-02","NY","NYBG","557916","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala","A. Gehrt","s.n.","1922","08","08","South America","Brazil","São Paulo","Alto da Serra, Estaçao Biologica","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479574' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557916","NY00557916_01",NA,"F. F. Mazine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","557633","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala","E. B. Bastos","23","1994","09","05","South America","Brazil","São Paulo","Pariquera-Açu, estaçao experimental do IAC. Beira da rodovia Regis Bittencourt","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657779' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557633","NY00557633_01","Kiaersk.","M. L. Kawasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","557634","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala","D. Martins","57","1982","12","01","South America","Brazil","Rio de Janeiro","Alto da Boa Vista, Floresta da Tijuca, Estr. Major Acher","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657783' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557634","NY00557634_01","Kiaersk.","D. Martins","Rio de Janeiro","-43.2075","-22.9031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","557635","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala melagyna","R. M. Klein","914","1954","12","14","South America","Brazil","Santa Catarina","Braço Joaquim, Luis Alves, Itajaí","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=629062' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557635","NY00557635_01","D.Legrand","C. M. D. E. Legrand","Luiz Alves","-48.941177","-26.748537","350","350","melagyna","paratype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","557637","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala melagyna","R. Reitz","4031","1957","07","26","South America","Brazil","Santa Catarina","Três Barras, Garuva, Sao Francisco do Sul","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=629064' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557637","NY00557637_01","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"30","30","melagyna","paratype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","29035","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","Campos, M.C.R.","566","2006","05","09",NA,"Brasil","São Paulo",NA,NA,NA,"BOTU029035",NA,"O.Berg",NA,"Ubatuba",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:31:36-03","UFRJ","RFA","17765","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","jurujubensis","Eugenia jurujubensis","D. Sucre","8160","1971","12","22",NA,"Brasil","Rio de Janeiro","Grota do pai Ricardo",NA,"Árvore até com 7 mts. de altura, umbrofila. Lâmina da folha verde discolor com a face ventral verde lúcida. Cálice verde pálido, corola alba","RFA46579",NA,"Kiaersk.","G. M. Barroso","Rio de Janeiro","-43.2075004577637","-22.9027996063232","500","500",NA,NA,NA,NA,"1987","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:31:36-03","UFRJ","RFA","17799","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","jurujubensis","Eugenia jurujubensis","D. Sucre","6238","1969","11","11",NA,"Brasil","Rio de Janeiro","Vertente sudeste do Morro do Sumaré",NA,"Árvore com ca. 7 m de altura, umbrófila, super liso, botões alvacentes, folhas novas de cor cobrisa","RFA46584",NA,"Kiaersk.","G. M. Barroso","Rio de Janeiro","-43.2075004577637","-22.9027996063232","130","130",NA,NA,NA,NA,"1987","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:31:36-03","UFRJ","RFA","17798","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","jurujubensis","Eugenia jurujubensis","D. Sucre","8187","1972","01","04",NA,"Brasil","Rio de Janeiro","Morro Taquara da Tijuca",NA,"Árvore com 11 m de altura, umbrófila, caule não descortiçante. Folhas novas verde claro e as adultas com a pag. ventral verde escuro, dorsal verde claro, ambas foscas. Botão floral aboval, pedicelos verde escuro","RFA46582",NA,"Kiaersk.","G. M. Barroso","Rio de Janeiro","-43.2075004577637","-22.9027996063232","680","680",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:31:36-03","UFRJ","RFA","17800","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","jurujubensis","Eugenia jurujubensis","D. Sucre","7345","1970","11","24",NA,"Brasil","Rio de Janeiro","Vertente suleste do Sumaré",NA,"Árvore com mais ou menos 7 m de altura, crescendo na mata; pedúnculo e pedicelos verdes; brácteas verde claro; ovário ferrugíneo; cálice alvo-esverdeado; corola e estiletes alvos; lâmina da folha verde muito claro na face dorsal, verde","RFA46586",NA,"Kiaersk.","G. M. Barroso","Rio de Janeiro","-43.2075004577637","-22.9027996063232","100","100",NA,NA,NA,NA,"1987","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:31:36-03","UFRJ","RFA","4600","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","P. Occhioni","787","1946","02","02",NA,"Brasil","Rio de Janeiro","Vista Chinesa",NA,"Árvore mediana","RFA46529",NA,"O.Berg","D. Legrand","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 11:31:36-03","UFRJ","RFA","4613","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","P. Occhioni","257","1945","03","25",NA,"Brasil","Rio de Janeiro","Estrada da Vista Chinesa",NA,"Árvore pequena; fruto maduro avermelhado","RFA46531",NA,"O.Berg",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:31:36-03","UFRJ","RFA","17744","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","D. Sucre; J. F. da Silva","9513","1972","08","22",NA,"Brasil","Rio de Janeiro","Mata da Taquara da Tijuca",NA,"Árvore umbrófila com até 7 metros de altura. Lãmina da folha verde discolor levemente lúcida na face ventral. Frutos ainda verdes de cor verde amarelado","RFA46581",NA,"O.Berg","G. M. Barroso; M. C. Souza","Rio de Janeiro","-43.2075004577637","-22.9027996063232","630","630",NA,NA,NA,NA,"2002","57442","auto","05","08",NA,NA,NA,NA,NA,NA
"39","2020-11-13 09:20:23-03","UFRJ","RFA","25288","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","tenuifolia","Eugenia tenuifolia","F.M.B. Pereira","mar-41","2000","10","14",NA,"Brasil","Rio de Janeiro","Município de Cahoeiras de Macacu, 3] Distrito Lagoinhas, Fazenda Lagoinha",NA,"Árvore, 5,5 m de altura, 12 cm de DAP, folha verde, flor branca.","RFA42075",NA,"O.Berg",NA,"Rio de Janeiro","-42.843056","-22.45","220","220",NA,NA,"42º50'35''W","22º27'0''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-13 09:20:23-03","UFRJ","RFA","101697","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","tenuifolia","Eugenia tenuifolia","F. de Britto Pereira","47/51","2000","11","14",NA,"Brasil","Minas Gerais","1º Distrito, Fazenda Bugre",NA,"Arbusto, 1,5 m de altura, folha verde, flor amarela, abundante no local","RFA42077",NA,"O.Berg","G.M. Barroso","Itamonte","-44.69","-22.277778","1320","1320",NA,NA,"44º41'24''W","22º16'40''S","2001",NA,NA,"01","26",NA,NA,NA,NA,NA,NA
"41","2020-11-13 09:20:23-03","UFRJ","RFA","25592","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","tenuifolia","Eugenia tenuifolia","F.M.B. Pereira","110/53","2000","11","23",NA,"Brasil","Minas Gerais","1º Distrito Bocaina Funda",NA,"Arbusto, 3 m de altura, 12 cm de DAP, folha verde, caule cinza, raiz palha, flor branca, comum no local","RFA42080",NA,"O.Berg","G.M. Barroso","Itamonte","-44.698611","-22.284722","1500","1500",NA,NA,"44º41'55''W","22º17'5''S","2001",NA,NA,"01","06",NA,NA,NA,NA,NA,NA
"42","2020-11-13 09:20:23-03","UFRJ","RFA","27148","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","tenuifolia","Eugenia tenuifolia","A. Quinet","mai-76","2001","03","02",NA,"Brasil","Rio de Janeiro","Distrito de Piabetá, estrada do Matão.",NA,"Árvore, 9 m de altura, 69 cm de DAP, comum no local, folha verde discolor, fruto marrom.","RFA42072",NA,"O.Berg","G.M. Barroso","Magé","-43.124167","-22.569167","360","360",NA,NA,"43º7'27''W","22º34'9''S","2001",NA,NA,"12","20",NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:45:53-03","EAO","IAN","131768","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","prasina","Eugenia prasina","Rodrigues, A","3","1968","09","19","Southern America","Brasil","São Paulo","Serra da Cantareira.",NA,NA,"IAN131768",NA,"Berg","Faria, JEQ","Pinheirinho",NA,NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA
