"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","locality","occurrenceRemarks","barcode","imagecode","phylum","identifiedBy","yearIdentified","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","monthIdentified","dayIdentified","recordNumber","individualCount","typeStatus","fieldNumber","preparationType","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude"
"30","2020-08-20 20:41:11-03","UFSC","FLOR","33087","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","balansae","Scleria balansae","Maury ex Micheli","Trevisan, R.","2012","04","20",NA,"Brasil","Fazenda Invernada Grande.",NA,"FLOR0033087","FLOR0033087",NA,"Trevisan, R.","2012","Santa Catarina","Bom Jardim da Serra","-49.676667","-28.326944",NA,NA,NA,NA,NA,"1171",NA,NA,NA,NA,NA,NA,"49º40'36''W","28º19'37''S"
"31","2020-08-20 14:59:19-03","UFSC","FLOR","40756","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","balansae","Scleria balansae","Maury ex Micheli","Trevisan, R.; et alii","2006","10","31",NA,"Brasil","BR 116, km 565.",NA,"FLOR0040756",NA,NA,"Trevisan, R.",NA,"Rio Grande do Sul","Pedro Osório","-52.734722","-31.93",NA,NA,NA,NA,NA,"685",NA,NA,NA,NA,NA,NA,"52º44'5''W","31º55'48''S"
"32","2020-08-20 14:59:19-03","UFSC","FLOR","47809","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","balansae","Scleria balansae","Maury ex Micheli","Trevisan, R.; Venturi, S.","2012","12","02",NA,"Brasil","Às margens da Rodovia SC 430, entre Urubici e São Joaquim.","Planta faz parte do Projeto RefloraPossui amostra em sílica para estudos moleculares","FLOR0047809","FLOR0047809",NA,"Trevisan, R.","2012","Santa Catarina","Urubici","-49.746944","-28.153611",NA,NA,NA,"12","02","1303",NA,NA,NA,NA,"1202","1202","49º44'49''W","28º9'13''S"
"33","2020-08-20 20:41:11-03","UFSC","FLOR","40754","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","balansae","Scleria balansae","Maury ex Micheli","Trevisan, R.","2005","10","23",NA,"Brasil",NA,NA,"FLOR0040754",NA,NA,"Araujo, A.C.","2008","Santa Catarina","Petrolândia","-49.767778",NA,NA,NA,NA,NA,NA,"435",NA,NA,NA,NA,NA,NA,"49º46'4''W","27º37'62''S"
"34","2021-02-08 12:51:44-03","UFRGS","ICN","138074","S","Plantae",NA,NA,"Cyperaceae","Scleria","aff. balansae","Scleria aff. balansae","Maury","Boldrini, II","2004","11","26","América do Sul","Brasil",NA,NA,"ICN00010399","ICN00010399","Monocotyledon","Trevisan, R",NA,"RS","Santa Vitória do Palmar","-53.3680992126465","-33.5189018249512","130170","auto",NA,NA,NA,"1305",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-08 12:51:44-03","UFRGS","ICN","112155","S","Plantae",NA,NA,"Cyperaceae","Scleria","balansae","Scleria balansae","Maury","Araujo, AC","1997","01","25","América do Sul","Brasil",NA,"Campo cerrado","ICN00010394","ICN00010394 ICN00010394_1","Monocotyledon",NA,NA,"PR","Ponta Grossa","-50.1618995666504","-25.0949993133545","46557","auto",NA,NA,NA,"602",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-08 12:51:44-03","UFRGS","ICN","126048","S","Plantae",NA,NA,"Cyperaceae","Scleria","balansae","Scleria balansae","Maury","Setubal, R; Rigo, MS","2008","10","19","América do Sul","Brasil","morro São Pedro Econsciência Espaço de Conservação","herbacea; em campo úmido","ICN00010393","ICN00010393","Monocotyledon","Trevisan, R",NA,"RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,"784",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-08 12:51:44-03","UFRGS","ICN","062386","S","Plantae",NA,NA,"Cyperaceae","Scleria","balansae","Scleria balansae","Maury","Stehmann, JC; Sobral, M; J.R.",NA,NA,NA,"América do Sul","Brasil","Faxinal","Erva.; Em banhado entre coxilhas.","ICN00010395","ICN00010395","Monocotyledon","Araújo, AC",NA,"RS","Cambará do Sul","-50.1446990966797","-29.0478000640869","30776","auto",NA,NA,NA,"2679",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-08 12:51:44-03","UFRGS","ICN","138353","S","Plantae",NA,NA,"Cyperaceae","Scleria","balansae","Scleria balansae","Maury","Trevisan, R; Boldrini, II; Eggers, L","2003","11","27","América do Sul","Brasil","BR 116 Km 445",NA,"ICN00010396","ICN00010396","Monocotyledon","Trevisan, R",NA,"RS","Cristal","-52.0483016967773","-30.9997005462646","27346","auto",NA,NA,NA,"262",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-08 12:51:44-03","UFRGS","ICN","172893","S","Plantae",NA,NA,"Cyperaceae","Scleria","balansae","Scleria balansae","Maury","Lorscheitter, ML; Baptista, LRM","2008","11","18","América do Sul","Brasil","Turfeira do Banhado Amarelo",NA,"ICN00032198",NA,"Monocotyledon",NA,NA,"RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525","76715","auto",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-08 12:51:44-03","UFRGS","ICN","143218","S","Plantae",NA,NA,"Cyperaceae","Scleria","balansae","Scleria balansae","Maury","Eggers, L","2006","12","09","América do Sul","Brasil","Parque Estadual de Itapuã morro das Pombas lado sul. 30°20'57 2S 51°02'18 3W","espalhado, em grande quantidade","ICN00010397","ICN00010397","Monocotyledon","Trevisan, R",NA,"RS","Viamão","-51.038333","-30.349167",NA,NA,NA,NA,NA,"280",NA,NA,NA,NA,NA,NA,"-51.038333","-30.349167"
"41","2021-02-08 12:51:44-03","UFRGS","ICN","148494","S","Plantae",NA,NA,"Cyperaceae","Scleria","balansae","Scleria balansae","Maury","Ferreira, PMA","2005","12","15","América do Sul","Brasil","Parque Estadual de Itapuã. 30°21'40 5S 51°01'45 1W",NA,"ICN00010398","ICN00010398","Monocotyledon","Trevisan, R",NA,"RS","Viamão","-51.029167","-30.361111",NA,NA,NA,NA,NA,"110",NA,NA,NA,NA,NA,NA,"-51.029167","-30.361111"
"42","2021-02-08 12:51:44-03","UFRGS","ICN","148584","S","Plantae",NA,NA,"Cyperaceae","Scleria","balansae","Scleria balansae","Maury","Trevisan, R; et al.","2006","10","31","América do Sul","Brasil","BR 116 km 565. 31°55'47 9S 52°44'05 3W","em terreno após quiemada, beira da estrada","ICN00010401","ICN00010401","Monocotyledon","Trevisan, R",NA,"RS","Pedro Osório","-52.734722","-31.929722",NA,NA,NA,NA,NA,"685",NA,NA,NA,NA,NA,NA,"-52.734722","-31.929722"
"43","2021-02-08 12:51:44-03","UFRGS","ICN","161466","S","Plantae",NA,NA,"Cyperaceae","Scleria","balansae","Scleria balansae","Maury","Silveira, GH; et al.","2008","11","11","América do Sul","Brasil","Pelotas para Santa Vitória do Palmar, BR-471 S32°30'29 1'' W52°34'57 5''","Lagoa Mirim, mata paludosa de mirtáceas em campo com gado, areia","ICN00032754",NA,"Monocotyledon","Silveira, GH",NA,"RS","Rio Grande","-52.5825","-32.508056",NA,NA,NA,NA,NA,"641",NA,NA,NA,NA,"23","23","-52.5825","-32.508056"
"44","2021-02-08 12:51:44-03","UFRGS","ICN","165886","S","Plantae",NA,NA,"Cyperaceae","Scleria","balansae","Scleria balansae","Maury","Silva Filho, PJS","2010","10","25","América do Sul","Brasil","Bairro Tarumã região de entorno do Lago Tarumã. -30.066457 -51.023104","Campo seco","ICN00010400","ICN00010400","Monocotyledon","Silva Filho, PJS; Boldri",NA,"RS","Viamão","-51.023056","-30.066389",NA,NA,NA,NA,NA,"932",NA,NA,NA,NA,NA,NA,"-51.023056","-30.066389"
"45","2021-02-08 12:51:44-03","UFRGS","ICN","191019","S","Plantae",NA,NA,"Cyperaceae","Scleria","balansae","Scleria balansae","Maury","Silva Filho, PJS","2012","11","07","América do Sul","Brasil",NA,"Em campo seco","ICN00010402","ICN00010402","Monocotyledon","Silva Filho, PJS",NA,"RS","Santa Vitória do Palmar","-52.737222","-32.911667",NA,NA,NA,NA,NA,"1812",NA,NA,NA,NA,NA,NA,"-52.737222","-32.911667"
"46","2020-05-07 17:14:42-03","IBt","SP","267931","S","Plantae",NA,NA,"Cyperaceae","Scleria","balansae","Scleria balansae","Maury","Schinini, A","1978","11","27","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,"16065",NA,NA,NA,NA,NA,NA,NA,NA
