"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","month","day","locality","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","01048753","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"E. M. N. Ferraz","542","1998","South America","Brazil","Pernambuco","Sao Vicente Ferrer","-35.5","-7.5833","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1194231' target='other'> <mi>dwc_moreinfo</mi></a>","NY01048753","NY01048753_01","12","04","Mata do Estado.","F. Bonadeu da Silva","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-10-28 15:08:00-02","NY","NYBG","00932291","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides",NA,NA,"B. A. S. Pereira","2195","1992","South America","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004581' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932291","NY00932291_01","08","17","APA de Cafuringa. Fazenda da Palestina. Mata ciliar do Córrego Lage","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-10-28 15:08:00-02","NY","NYBG","00932264","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides",NA,NA,"A. P. Duarte","2935","1950","South America","Brazil","Minas Gerais",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004560' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932264","NY00932264_01","08","26","Estrada do Prata. Colonia","G. M. Barroso","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01167251","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"G. T. Prance","24484","1977","South America","Brazil","Amazonas",NA,"-65.7983637","-2.6319303","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1313838' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167251","NY01167251_01","02","19","Rio Juruá, 5-10km above mouth.","F. Bonadeu da Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00932266","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"G. T. Prance","58491","1964","South America","Brazil","Tocantins","Colinas de Tocantins",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004572' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932266","NY00932266_01","07","31","Belém-Brasília, 5-10 km. north of Nova Colinas.","T. S. Elias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01171626","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"E. de Oliveira","2087","1962","South America","Brazil","Pará","Muaná","-49.1197443","-1.2233377","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1337098' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171626","NY01171626_01 NY01171626_02","06","29","Faz. Cruziero, R Anabijú, Marajó.","F. Bonadeu da Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-10-28 15:08:00-02","NY","NYBG","00932262","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides",NA,NA,"J. H. Kirkbride Jr.","3566","1980","South America","Brazil","Distrito Federal","Brasília","-47.77","-15.57","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004544' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932262","NY00932262_01","07","10","Perto Córrego Joao Pires","J. W. Grimes","880","880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00932288","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"R. S. Santos","24363","1963","South America","Brazil","Minas Gerais","Varjao de Minas","-46.0317","-18.3781","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004559' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932288","NY00932288_01","09","11","Faz. S. José, Varjao","H. S. Irwin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-30 01:46:00-03","NY","NYBG","01171633","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides",NA,NA,"S. A. da M. Souza","332",NA,"South America","Brazil","Pará",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1339370' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171633","NY01171633_01",NA,NA,NA,"N. A. Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-10-28 15:08:00-02","NY","NYBG","00932293","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Inga","ingoides","Inga ingoides",NA,NA,"R. P. Belém","3391","1967","South America","Brazil","Bahia",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932293","NY00932293_01","03","09","Ipiaú. Saída para Jequié","O. Poncy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","904161","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"L. E. Skog","7536","1986","South America","French Guiana","Cayenne","Sinnamary","-52.8","5.32","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1067179' target='other'> <mi>dwc_moreinfo</mi></a>","NY00904161","NY00904161_01","11","21","Battures de Malmanoury, end of Rte. D7, ca. 16 km SE from Sinnamary.","F. Bonadeu da Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00041960","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"S. Tiwari","391","1991","South America","Guyana",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2966728' target='other'> <mi>dwc_moreinfo</mi></a>","NY00041960","NY00041960_01","10","14","Pomeroon. Kabakaburi",NA,"1","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-10-28 15:30:00-02","NY","NYBG","00924264","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Inga","ingoides","Inga ingoides",NA,NA,"E. P. Heringer","5774","1980","South America","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998890' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924264","NY00924264_01","11","13","Córrego da Laje","F. Bonadeu da Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00932265","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"R. F. de Oliveira","257","1976","South America","Brazil","Rio de Janeiro","Silva Jardim","-42.283141","-22.583352","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004562' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932265","NY00932265_01","11","24","Poco d'Anta","I. A. Rodrigues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00932290","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"A. Macedo","2538","1950","South America","Brazil","Minas Gerais","Ituiutaba","-49.465","-18.9692","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932290","NY00932290_01","08","27","S. Terezinha","T. S. Elias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02679432","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"W. A. Ducke","1807","1945","South America","Peru",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2951243' target='other'> <mi>dwc_moreinfo</mi></a>","NY02679432","NY02679432_01","11","19","Loreto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-10-28 15:08:00-02","NY","NYBG","00932289","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides",NA,NA,"P. von Luetzelburg","321","1917","South America","Brazil","Bahia",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004564' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932289","NY00932289_01","07",NA,"Bahia","T. S. Elias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00932284","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"H. S. Irwin","18046","1966","South America","Brazil","Distrito Federal","Brasília","-47.8167","-15.6333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004522' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932284","NY00932284_01","07","07","Sobradinho, ca. 20 km. E. of Brasília.","J. W. Grimes","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00932261","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"H. S. Irwin","17482","1966","South America","Brazil","Goiás","Piranhas","-51.97","-16.42","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004520' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932261","NY00932261_01","06","21","Ca. 78 km. S. E. of Aragarças. Drainage of the Upper Rio Araguaia.",NA,"700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00919412","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"B. M. T. Walter","1757","1992","South America","Brazil","Goiás","Uruaçu","-49.03","-14.63","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006165' target='other'> <mi>dwc_moreinfo</mi></a>","NY00919412","NY00919412_01","07","09","Faz. Baiao. Sede a 26 km de Uruaçu; na margem esquerda do Rio das Almas. Bacia de inundaçao da UHE Serra da Mesa","F. Bonadeu da Silva","430","430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","755021","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"N. A. Brilhante","67","1996","South America","Brazil","Acre","Xapuri","-68.48","-10.7","sheet","specimens for a green manure investigation <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552589' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755021","NY00755021_01","09","13","Xapuri-Brasiléia road, km 28.","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","02486490","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"F. Bonadeu","766","2013","South America","Brazil","Mato Grosso","Terra Nova do Norte","-55.1772","-10.4439","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2701489' target='other'> <mi>dwc_moreinfo</mi></a>","NY02486490","NY02486490_01","08","27","Comunidade São Pedro, Rio Batistão, margem direita",NA,"277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-30 01:46:00-03","NY","NYBG","01171629","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides",NA,NA,"G. A. Black","50-8913",NA,"South America","Brazil","Pará",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1339368' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171629","NY01171629_01",NA,NA,NA,"T. S. Elias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-27 00:08:00-03","NY","NYBG","01171634","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides",NA,NA,"B. A. Krukoff","6423",NA,"South America","Brazil","Amazonas",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1339371' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171634","NY01171634_01 NY01171634_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","755017","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"N. A. Brilhante","59","1996","South America","Brazil","Acre","Xapuri","-68.5042","-10.6519","sheet","specimens for a green manure investigation <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552593' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755017","NY00755017_01","09","12","Xapuri-Cachoeira road, left side near bridge.","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","754807","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"C. A. Cid Ferreira","2763","1980","South America","Brazil","Acre","Sena Madureira","-69.533531","-10.295101","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194436' target='other'> <mi>dwc_moreinfo</mi></a>","NY00754807","NY00754807_01","10","04","Rio Iaco, margem direita.","L. Coêlho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-09-29 23:37:00-03","NY","NYBG","01269530","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides",NA,NA,"S. Tiwari","210","1991","South America","Guyana","Demerara-Mahaica",NA,"-58.15","5.97","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1151135' target='other'> <mi>dwc_moreinfo</mi></a>","NY01269530",NA,"08","03","Aravina","S. Tiwari","1","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-29 20:26:00-03","NY","NYBG","754805","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides",NA,NA,"L. Coêlho","1774","1980","South America","Brazil","Acre","Rio Branco","-67.81","-9.97472","sheet","árvore nº 345 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=898349' target='other'> <mi>dwc_moreinfo</mi></a>","NY00754805","NY00754805_01","08","07","Horto municipal.","L. Coêlho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","754812","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"G. T. Prance","7886","1968","South America","Brazil","Acre","Sena Madureira","-68.6568984985352","-9.06556034088135","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=898355' target='other'> <mi>dwc_moreinfo</mi></a>","NY00754812","NY00754812_01","10","05","Trail from W. bank of Rio Iaco to Rio Purus. 3 km. above confluence.","Unspecified Determiner",NA,NA,"278222","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-30 01:32:00-03","NY","NYBG","01171627","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides",NA,NA,"A. J. Henderson","564","1986","South America","Brazil","Roraima","Alto Alegre","-61.433333","3.4","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1313845' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171627","NY01171627_01","07","13","Ilha de Maracá. Estação Ecológica de Maracá","G. P. Lewis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1019529","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"H. C. de Lima","6651","2007","South America","Brazil","Espírito Santo","Conceiçao da Barra","-39.7430822","-18.5869638","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1285984' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019529","NY01019529_01","09","07","Barreiras, margem do Rio Cricaré.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","754786","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"C. A. Cid Ferreira","2639","1980","South America","Brazil","Acre","Sena Madureira","-68.675644","-9.125414","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=686499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00754786","NY00754786_01","09","30","Sul da cidade","J. W. Grimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01171635","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides","(Rich.) Willd.",NA,"G. T. Prance","2554","1966","South America","Brazil","Amazonas",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1313842' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171635","NY01171635_01 NY01171635_02","09","26","Vicinity of Lago do Mapongapa, below Boca do Acre, Rio Purus. Varzea forest.","H. S. Irwin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-11-02 14:43:00-02","NY","NYBG","01048768","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","ingoides","Inga ingoides",NA,NA,"A. B. Marcon","102","1996","South America","Brazil","Pernambuco","Sao Vicente Ferrer","-35.5","-7.5833","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1194343' target='other'> <mi>dwc_moreinfo</mi></a>","NY01048768","NY01048768_01","01","08","Mata do Estado.","F. Bonadeu da Silva","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
