"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","minimumElevationInMeters","maximumElevationInMeters"
"56","2019-11-22 16:09:03-03","UEFS","HUEFS","253384","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Violaceae","Pombalia","velutina","Pombalia velutina","(Schulze-Menz) Paula-Souza",NA,"Paula-Souza, J.","8215","2006","10","11",NA,"Brasil","Goiás","Chapadão do Céu","Parque Nacional das Emas. Próximo ao Portão Jacuba. Abundante ao longo da estrada beirando a rodovia, 8 Km da sede em Chapadão do Céu.","-52.548900604248","-18.4074993133545",NA,"Cerrado queimado recentemente.","HUEFS0253384","HUEFS0253384","Rosanae","44163","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-10-07 09:33:01-03","UEFS","HUEFS","165357","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Violaceae","Pombalia","velutina","Pombalia velutina","(Schulze-Menz) Paula-Souza",NA,"Queiroz, L.P.de","14974","2010","10","27",NA,"Brasil","Minas Gerais","Monte Azul","Ca. 23 Km SE de Monte Azul. Solo arenoso.","-42.815833","-15.225",NA,"Campo cerrado de altitude. Solo Arenoso.","HUEFS0165357","HUEFS0165357","Rosanae",NA,NA,NA,NA,NA,"42W48'57''","15S13'30''",NA,NA,NA,"1331","1331"
"58","2019-10-07 09:33:01-03","UEFS","HUEFS","16651","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Violaceae","Pombalia","velutina","Pombalia velutina","(Schulze-Menz) Paula-Souza","J.F.C.Oliveira","Hatschbach, G.","59430","1993","09","19",NA,"Brasil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,NA,"HUEFS0016651","HUEFS0016651","Rosanae","44368","auto","2015","09",NA,NA,NA,NA,NA,NA,NA,NA
"59","2015-07-21 14:51:33-03","F","FMNH-SEEDPLANTS","V0333786F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0333786F","V0333786F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2015-07-21 14:51:34-03","F","FMNH-SEEDPLANTS","V0333787F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0333787F","V0333787F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2015-07-21 14:51:34-03","F","FMNH-SEEDPLANTS","V0333788F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0333788F","V0333788F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-11-12 17:01:23-03","UEL","FUEL","18884","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Violaceae","Pombalia","velutina","Pombalia velutina","(Schulze-Menz) Paula-Souza",NA,"Francisco das Chagas e Silva; Soares-Silva, LH","2035","1996","10","15",NA,"Brasil","Paraná","Ventania","arredores de Ventania","-50.2428016662598","-24.2458000183105",NA,NA,"FUEL000492",NA,NA,"32424","auto","2017","02","24",NA,NA,NA,NA,NA,NA,NA
"63","2020-07-29 09:06:04-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Violaceae","Pombalia","velutina","Pombalia velutina","(Schulze-Menz) Paula-Souza","Oliveira, JFC","Paula-Souza, J; Romão, GO; Leite, GS","8215","2006","10","11","Southern America","Brasil","Goiás","Chapadão do Céu","Parque Nacional das Ema. Próximo ao portão jacuba. Abundante ao longo da estrada beirando a rodovia. 8km da sede em Chapadão do Céu","-52.548900604248","-18.4074993133545",NA,"Arbusto, flores azuis com a base do labelo amarela, frutos imaturos verdes; Cerrado queimado recentemente",NA,NA,NA,"44163","auto","2019","04",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-05-06 12:02:50-03","UFU","HUFU","51977","S","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","Schulze-Men","Souza, J.P. de","Chagas-Silva, F. e; Soares-Silva, L.H.","2035","1996","10","15",NA,"Brasil","Paraná","Ventania","Arredores de Ventania","-50.2428016662598","-24.2458000183105",NA,"Arbusto, ca. 0,3 m. Botão floral esverdeado e flores brancas.; Campo.","HUFU00026790","HUFU00026790",NA,"32424","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2014-01-06 14:09:35-02","GH","HU-HERB","GH 00518170","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Hybanthus","velutinus","Hybanthus velutinus","Schulze-Menz",NA,"E. Hassler","9514","1905","10",NA,"South America","Paraguay",NA,NA,"In regione fluminis Yhú",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isolectotype","9514",NA,NA,NA
