"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","typeStatus","stateProvince","locality","imagecode","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber","relatedCatalogItem","sex"
"11","2016-09-29 13:23:00-03","NY","NYBG","798867","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","J. C. Lindeman","3289","1966","11","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=455785' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798867","Magnoliophyta","Asterales",NA,"Paraná","Guaira, 7 Quedas. Várzea vegetation by the Rio Paraná above the rapids.","NY00798867_01",NA,NA,NA,NA,"G. M. Barroso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-10-19 10:31:00-02","NY","NYBG","894858","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","C. E. F. von Glocker","565",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966808' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894858","Magnoliophyta","Asterales",NA,NA,"Brazil.","NY00894858_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","330515","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","M. H. Nee","48690","1998","03","15","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=455784' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330515","Magnoliophyta","Asterales",NA,"Santa Cruz","Barrio MacDonald.",NA,"(Gardner) Cabrera","Andrés Ibáñez","-63.18","-17.77","H. E. Robinson","420","420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-01-06 11:41:57-03","UFPI-MRV","HDELTA","6112","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Araújo, L.S.; Lemos, J.R.","236","2018","03","29",NA,"Brasil",NA,NA,NA,"HDELTA006112",NA,NA,NA,"Piauí",NA,NA,"(Gardner) Cabrera","Brasileira","-41.7811012268066","-4.13166999816895","Araújo, L.S.",NA,NA,"2018","03","29","51782","auto",NA,NA,NA,NA,NA,NA,NA
"15","2021-02-19 11:35:02-03","UFPI-MRV","HDELTA","6613","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Araújo, L. S.; Lemos, J. R.","338","2019","01","30",NA,"Brasil",NA,NA,NA,"HDELTA006613",NA,NA,NA,"Piauí","Povoado Caiçara",NA,"(Gardner) Cabrera","Murici dos Portelas","-42.0938987731934","-3.31889009475708","Araújo, L. S.; Lemos, J. R.",NA,NA,"2020","11","25","25662","auto","41º58,00'33,10W","3º18,00'10,20S",NA,NA,NA,NA,NA
"16","2019-11-19 15:43:22-03","UNEB","HUNEB","13614","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Santos, C.P.","4","2011","12","05",NA,"Brasil",NA,NA,NA,"HUNEB0013614","Angiospermae","Florideophycidae",NA,"Bahia",NA,NA,NA,"Pedrão","-38.6500015258789","-12.1499996185303",NA,NA,NA,NA,NA,NA,"12428","auto",NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"17","2021-03-30 12:34:56-03","EAO","IAN","108375","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Oliveira, E","1242","1960","12","18","Southern America","Brasil",NA,NA,"Arbusto de 1m de altura; flores amarelas, tamanho regular.","IAN108375","Dicotiledônea",NA,NA,"Pará","Rio Tocantins, região de São Joaquim de Itaquara. Terreno baixo.",NA,"(Gardner) Hoffm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:34:56-03","EAO","IAN","34660","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Gardner, A","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN034660","Dicotiledônea",NA,NA,NA,NA,NA,"(Gardner) Hoffm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:34:56-03","EAO","IAN","92986","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Andrade-Lima, D de; Magalhães, MG","1152","1952","06","29","Southern America","Brasil",NA,NA,"Pequeno arbusto, flores amarelas.","IAN092986","Dicotiledônea",NA,NA,"Pernambuco","Floresta. Parte úmida de uma roça ao pé da serra do Arapuá.",NA,"(Gardner) Hoffm.",NA,NA,NA,"Barroso, GM",NA,NA,"1955","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:34:56-03","EAO","IAN","89179","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Black, GA","18245","1955","06","22","Southern America","Brasil",NA,NA,"Erva; flor amarela.","IAN089179","Dicotiledônea",NA,NA,"Ceará",NA,NA,"(Gardner) Hoffm.","Quixadá","-39.0153007507324","-4.97138977050781","Barroso, GM",NA,NA,NA,NA,NA,"41968","auto",NA,NA,NA,NA,NA,NA,NA
"21","2020-11-26 18:07:14-03","CPAN-UFMS","COR","14247","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Duarte, C. R.","85","1997",NA,NA,NA,"Brasil",NA,NA,"Habito: Erva",NA,NA,NA,NA,"Mato Grosso do Sul","Fundos do CEUC/UFMS",NA,"(Gardner) Cabrera","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-11-26 18:07:14-03","CPAN-UFMS","COR","2379","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Campos, C. M.; Campos, R. R.","18","1991","05","18",NA,"Brasil",NA,NA,"Com Flor: amarela Habito: Herbácea",NA,NA,NA,NA,"Mato Grosso do Sul","Passo do Lontra.",NA,"(Gardner) Cabrera","Corumbá","-57.6533012390137","-19.0091991424561","G. M. Barroso","116","116","1996",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-11-26 18:07:14-03","CPAN-UFMS","COR","15495","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Oliveira, P.P.; Mackert, A.; Moraes, P.; Campos, M.E.C.",NA,"2012","02","06",NA,"Brasil",NA,NA,"Com Flor: amarela",NA,NA,NA,NA,"Mato Grosso do Sul","Reserva Legal. área inundável; ;.",NA,"(Gardner) Cabrera","Ladário","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-11-26 18:07:14-03","CPAN-UFMS","COR","8916","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Hatschbach, G.; Hatschbach, M. & Ribas, O.S.","73088","2002","05","17",NA,"Brasil",NA,NA,"Com Flor: capítulo amarelo",NA,NA,NA,NA,"Mato Grosso do Sul","Rod. BR-262, Miranda - Corumbá, próximo de Guaicurus. Pantanal; ;.",NA,"(Gardner) Cabrera","Miranda","-56.3782997131348","-20.2406005859375","H. Robinson",NA,NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:10:47-03","UFBA","ALCB","115125","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Mamede, ML","44","2002","04","03","Southern America","Brasil",NA,NA,"flor amarela.; Solo bruno não cálcico.",NA,"Dicotyledon",NA,NA,"Ceará","EMBRAPA Caprinos.",NA,"(Gardner) Cabrera","Sobral","-40.35","-3.7","Lima-Verde, LW","83","83","2003","02",NA,NA,NA,"-40.35","-3.7",NA,NA,NA,NA,NA
"26","2019-10-09 11:10:47-03","UFBA","ALCB","112344","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Barbosa, SB; Machado, SR; Jungbluth, P; Jorge, W","30","2010","10","25","Southern America","Brasil",NA,NA,"70 cm, flores amarelas.",NA,"Dicotyledon",NA,NA,"Mato Grosso do Sul","Trilha da base da UFMS.",NA,"(Gardner) Cabrera","Miranda","-57.018611","-19.576111","Alves, M",NA,NA,"2014","03",NA,NA,NA,"-57.018611","-19.576111",NA,NA,NA,NA,NA
"27","2019-10-09 11:10:47-03","UFBA","ALCB","021927","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Peso, MC","s/n","1987","03","20","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,NA,"Bahia","Litoral Norte",NA,"(Gardner) Cabrera","Alagoinhas","-38.416667","-12.133333","Alves, M",NA,NA,"2012","08",NA,NA,NA,"-38.416667","-12.133333",NA,NA,NA,NA,NA
"28","2019-10-09 11:10:47-03","UFBA","ALCB","021979","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Queiroz, LP de; Lemos.; Lôbo, CMB","1709","1987","07","21","Southern America","Brasil",NA,NA,"Ereto de folhas membranáceas. Capítulos com flores do raio e do disco amarelas.",NA,"Dicotyledon",NA,NA,"Bahia","Paraguaçu, 10 km NE do entrocamento da Ba - 052 com a entrada para jaguara. Área pedregosa à beira do riacho",NA,"(Gardner) Cabrera","Feira de Santana","-38.966667","-12.25","Alves, M",NA,NA,"2012","08",NA,NA,NA,"-38.966667","-12.25",NA,NA,NA,NA,NA
"29","2019-10-09 11:10:47-03","UFBA","ALCB","105675","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Jardim, JG; Roque, AA; Costa-Lima, JL; Oliveira, ACP","5559","2009","08","15","Southern America","Brasil",NA,NA,"ca. 50 cm alt. Folhas verde-escuro com a face inferior mais clara. Flores amarelas.; arbórea com afloramento rochoso.",NA,"Dicotyledon",NA,NA,"Rio Grande do Norte","RN 288, sentido São José do Seridó, entrada ca. 1 Km da cidade. Vicinal para a Serra da Formiga, 20-22 Km da entrada. Serra da Formiga",NA,"(Gardner) Cabrera","Caicó","-36.954722","-6.355","Alves, M","370","370","2013","01",NA,NA,NA,"-36.954722","-6.355",NA,NA,NA,NA,NA
"30","2019-10-09 11:10:47-03","UFBA","ALCB","122710","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Alves, M; Almeida, RF; Fernandes-Júnior, AJ; Francener, A","316","2013","12","11","Southern America","Brasil",NA,NA,"ca. 1 m alt. Folhas discolores. Brácteas involucrais verdes. Corolas amarelas. Anteras negras.","ALCB010472","Dicotyledon",NA,NA,"Bahia","Estrada para a Fazenda do Cruzeiro do Mocó.","ALCB010472","(Gardner) Cabrera","Feira de Santana","-39.075","-12.225","Alves, M","316","316","2014","05",NA,NA,NA,"-39.075","-12.225",NA,NA,NA,NA,NA
"31","2019-10-09 11:10:47-03","UFBA","ALCB","122711","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Alves, M; Almeida, RF; Vasconcelos, LV","251","2013","07","03","Southern America","Brasil",NA,NA,"1,3 m alt. Folhas discolores. Brácteas involucrais verdes. Corolas amarelas. Anteras negras.","ALCB010473","Dicotyledon",NA,NA,"Bahia","BR- 166.","ALCB010473","(Gardner) Cabrera","Santo Estevão","-39.336944","-12.493333","Alves, M","180","180","2014","05",NA,NA,NA,"-39.336944","-12.493333",NA,NA,NA,NA,NA
"32","2019-10-09 11:10:47-03","UFBA","ALCB","129323","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Alves, M; Almeida, RF; Asprino, R; Marques, D","352","2014","10","27","Southern America","Brasil",NA,NA,"até 1 m alt. Folhas discolores. Brácteas involucrais verdes. Corolas amarelas.; beira de estrada.","ALCB046877","Dicotyledon",NA,NA,"Bahia","BR 116.","ALCB046877","(Gardner) Cabrera","Feira de Santana","-39.034722","-12.3075","Alves, M","151","151","2014","10",NA,NA,NA,"-39.034722","-12.3075",NA,NA,NA,NA,NA
"33","2019-10-09 11:10:47-03","UFBA","ALCB","129539","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Souza, EB; Nepomuceno, IV; Nepomuceno, FAA; Silva, AFB; Maciel, MGR","4053","2016","05","13","Southern America","Brasil",NA,NA,"Ca 40cm de altura. caules verde-amarelo, folhas herbáceas, capítulos com periclínio verde-claro e corola amarela.; Floresta bubcaducifólia tropical pluvial","ALCB047097","Dicotyledon",NA,NA,"Ceará","Maciço da Meruoca. Santa Maria. Tilha para a Pedra do Urubu-Rei. Floresta seca, sore solos areno-argilosos comafloramentos graníticos.","ALCB047097","(Gardner) Cabrera","Meruoca","-40.453889","-3.6325","Alves, M","800","800","2017","02",NA,NA,NA,"-40.453889","-3.6325",NA,NA,NA,NA,NA
"34","2019-10-09 11:10:47-03","UFBA","ALCB","129542","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Souza, EB; Nepomuceno, IV; Nepomuceno, FAA; Silva, AFB; Maciel, MGR; Batista, FM","4026","2016","05","13","Southern America","Brasil",NA,NA,"Cade 2 m de altura. Caules verdes. Folhas cartáceas. Capítulos com periclínio verde e flores amarelas.; Floresta bubcaducifólia tropical pluvial","ALCB047100","Dicotyledon",NA,NA,"Ceará","Maciço da Meruoca. Santa Maria. Tilha para a Pedra do Urubu-Rei. Floresta seca, sore solos areno-argilosos comafloramentos graníticos.","ALCB047100","(Gardner) Cabrera","Meruoca","-40.453889","-3.6325","Alves, M","800","800","2017","02",NA,NA,NA,"-40.453889","-3.6325",NA,NA,NA,NA,NA
"35","2019-10-09 11:10:47-03","UFBA","ALCB","129551","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Souza, EB; Nepomuceno, FAA; Araújo, FF; Nepomuceno, IV; Ramos, DB; Mendes, FA; Mendes, V","4062","2016","05","20","Southern America","Brasil",NA,NA,"Ereta, ca 40 cm de altura. Caules verde-amarelados. folhas membranáceas. Capítulos com periclínio verde-claro e flores amarelas.; Caatinga","ALCB047109","Dicotyledon",NA,NA,"Ceará","Distrito de tapureaba. Unidade de Conservação Refúgio de Vida Silvestre Pedra da Andorinha (REVIS). Área de Caatinha sobre solos arenosos, com afloramento graníticos.","ALCB047109","(Gardner) Cabrera","Sobral","-39.9975","-4.064167","Alves, M","150","150",NA,NA,NA,NA,NA,"-39.9975","-4.064167",NA,NA,NA,NA,NA
"36","2019-10-09 11:10:47-03","UFBA","ALCB","16662","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Noblick, LR; Lôbo, CG","4345","1985","08","14","Southern America","Brasil",NA,NA,"Ca. de 50 cm com corolas amarelas. Comum na Capoeira.",NA,"Dicotyledon",NA,NA,"Bahia","Paraguaçu, Fazenda Riachão, Serra Orobozinho, Ca. 1 km da cidade.",NA,"(Gardner) Cabrera","Ipecaetá","-39.283333","-12.333333","Alves, M",NA,NA,"2012","08",NA,NA,NA,"-39.283333","-12.333333",NA,NA,NA,NA,NA
"37","2020-08-11 00:15:37-03","UFBA","ALCB","19943","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Souza, Padre JP de; Brito, J","s/n","1975","07","27","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,NA,"Bahia","Piemonte da Diamantina",NA,"(Gardner) Cabrera","Morro do Chapéu","-41.001111","-11.628056","Alves, M",NA,NA,"9201","08",NA,NA,NA,"-41.001111","-11.628056",NA,NA,NA,NA,NA
"38","2019-10-09 11:10:47-03","UFBA","ALCB","73934","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Guedes, ML; Valadão, RM; Carvalho, G; Santos, JS","12105","2006","07","25","Southern America","Brasil",NA,NA,"ca de 1,80m de altura. Folhas membranáeceas. Inflorescência em capítulos. Flores do raio amarelas e do disco tubulosa.",NA,"Dicotyledon",NA,NA,"Bahia","Recôncavo Sul, Municipio de Cachoeira - Opalma, Lagoa na margem da estrada",NA,"(Gardner) Cabrera","Cachoeira","-38.95","-12.616667","Alves, M",NA,NA,"2011","11",NA,NA,NA,"-38.95","-12.616667",NA,NA,NA,NA,NA
"39","2019-10-09 11:10:47-03","UFBA","ALCB","023806","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Guedes, ML","s/n","1992","09","20","Southern America","Brasil",NA,NA,"Ca de mais ou menos 2,5 m de alt. Flores ásperas, discolores. Capítulos com flores de raio e disco de cor amarela.",NA,"Dicotyledon",NA,NA,"Bahia","Recôncavo Sul, Faz. Favela",NA,"(Gardner) Cabrera","Cachoeira","-39.083333","-12.533333","Alves, M",NA,NA,"2012","08",NA,NA,NA,"-39.083333","-12.533333",NA,NA,NA,NA,NA
"40","2019-10-09 11:10:47-03","UFBA","ALCB","022559","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Bautista, HP; Pinto, GCP","1030","1985","06","18","Southern America","Brasil",NA,NA,"Anual com capítulos amarelos.",NA,"Dicotyledon",NA,NA,"Bahia","Paraguaçu, Distrito de São José da Itapororoca, Serra de São José.",NA,"(Gardner) Cabrera","Feira de Santana","-38.966667","-12.25","Alves, M",NA,NA,"2012","08",NA,NA,NA,"-38.966667","-12.25",NA,NA,NA,NA,NA
"41","2019-10-09 11:10:47-03","UFBA","ALCB","99002","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Alves, M","27","2011","05","06","Southern America","Brasil",NA,NA,"ca. de 1,5m. Folhas discolores, brácteas involucrais verdes. Capítulos radiados. Corolas amarelas. Anteras negras.",NA,"Dicotyledon",NA,NA,"Bahia","Região Metropolitana Salvador, Vale do Canela, próximo a APUB e ao Instituto de Ciências da Saúde - UFBA",NA,"(Gardner) Cabrera","Salvador","-38.510799407959","-12.9710998535156","Roque, N; Alves, M",NA,NA,"2011","05",NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:10:47-03","UFBA","ALCB","118731","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Nascimento, JEM","85","2014","04","07","Southern America","Brasil",NA,NA,"Folhas memnbranáceas, caule piloso, flor amarela.",NA,"Dicotyledon",NA,NA,"Ceará","Serra da Meruoca, Sítio Santo Inácio.",NA,"(Gardner) Cabrera","Meruoca","-40.4550018310547","-3.54167008399963","Souza, EB; Santos, FDS",NA,NA,"2014","10",NA,"14054","auto",NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:10:47-03","UFBA","ALCB","112363","PreservedSpecimen","Plantae","Asteraceae","Melanthera","latifolia","Melanthera latifolia","Amaral Júnior, A; Bicudo, LRH; Campos, CJ","s/n","1993","02","10","Southern America","Brasil",NA,NA,"2 metros de altura, flores amarelas.; Mata alta.",NA,"Dicotyledon",NA,NA,"Paraná","Parque Nacional de Foz de Iguaçu. Margem da BR 469 - Caminho das Cataratas.",NA,"(Gardner) Cabrera","Foz do Iguaçu","-54.5881004333496","-25.5478000640869","Alves, M","240","240","2014","03",NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 08:50:25-03","NBC","NL-BOTANY","L.3653904","PreservedSpecimen","Plantae","Compositae","Melanthera","latifolia","Melanthera latifolia","Pedersen TM",NA,"1958","03","12","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3653904 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3653904",NA,"Asterales",NA,NA,"Estancia #Las Tres Marias'. Dep. Empedrado. Prov. Corrientes.","NL-L3653904","(Gardner) Cabrera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"45","2020-02-08 08:50:25-03","NBC","NL-BOTANY","L.3653903","PreservedSpecimen","Plantae","Compositae","Melanthera","latifolia","Melanthera latifolia","Pedersen TM",NA,"1967","03","31","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3653903 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3653903",NA,"Asterales",NA,NA,"Estancia 'La Selmira' (Isla Cupalén). Dep. Uruguay. Prov. Entre Ríos.","NL-L3653903","(Gardner) Cabrera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
