"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","448039","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.","T. D. Pennington","N. A. Rosa","3766","1980","11","16","South America","Brazil","São Paulo","Sao Paulo","Reserva do Instituto de Botânica de Sao Paulo.","-46.63","-23.5403","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=451930' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448039","NY00448039_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","448038","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.","M. Kuhlmann","M. Kuhlmann","SPF10274","1932","10","12","South America","Brazil","São Paulo","Sao Paulo","Capital, Bosque da Saúde.","-46.622763","-23.61166","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=451931' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448038","NY00448038_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-24 17:11:04-03","UTFPR","DVPR","3893","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Radlk.","Rosado, A","Caxambu, MG; et al.","4664","2013","08","15",NA,"Brasil","Minas Gerais","Passos","arredores da Fazenda São José.","-46.38571","-20.5541",NA,"árvore ca. 10 m, Frutos imaturos verdes.; Relevo: suave-ondulado.","DVPR003893",NA,"901","901","2015","10","09","-46.38571","-20.5541",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-01-20 14:40:51-03","UPM","MACK","2475","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Radlk.","R. J. F. Garcia","s.col.","s/n",NA,NA,NA,NA,"Brasil","SP","São Paulo","Parque Guarapiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2012","06","05",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"15","2020-01-20 14:40:51-03","UPM","MACK","2472","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Radlk.","F. G. Pereira","s.col.","s/n",NA,NA,NA,NA,"Brasil","SP","São Paulo","Parque Guarapiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2011","07","12",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"16","2020-01-20 14:40:51-03","UPM","MACK","2469","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Radlk.","F. S. Siqueira","s.col.","s/n",NA,NA,NA,NA,"Brasil","SP","São Paulo","Parque Guarapiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2009","08","25",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"17","2019-12-04 15:25:50-03","PUCPR","HUCP","24608","S","Plantae","Eudicotiledonea",NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Radlk.","Rosado",NA,"s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"HUCP00003662","HUCP00003662",NA,NA,"2017","05","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:32:17-03","NBC","NL-BOTANY","L.4286865","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.",NA,"Handro O",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4286865 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4286865","NL-L4286865",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"19","2020-02-08 10:32:17-03","NBC","NL-BOTANY","L.4286866","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.",NA,"Handro O",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4286866 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4286866","NL-L4286866",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"20","2020-02-08 10:32:17-03","NBC","NL-BOTANY","U.1589883","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.","Barros F de; Cruz MAV","Fiuza de Melo MMR",NA,"1978","11","06","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1589883 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1589883","NL-U1589883",NA,NA,"1988","04","01",NA,NA,NA,NA,"Magnoliopsidae","U 0098122",NA,NA,NA,NA
"21","2020-02-08 10:32:17-03","NBC","NL-BOTANY","U.1589884","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.","Barros F de; Cruz MAV","Fiuza de Melo MMR",NA,"1978","11","06","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1589884 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1589884","NL-U1589884",NA,NA,"1988","04","01",NA,NA,NA,NA,"Magnoliopsidae","U 0098123",NA,NA,NA,NA
"22","2020-02-08 10:32:17-03","NBC","NL-BOTANY","U.1589885","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.",NA,"Webster GL",NA,"1984","08","13","Southern America","Brazil",NA,NA,"Plants of Sao Paulo. Mun. Jundiai: Serra do Japi.","-46.866667","-23.183333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1589885 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1589885","NL-U1589885",NA,NA,NA,NA,NA,"-46.866667","-23.183333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"23","2020-11-04 12:16:08-03","ESALQ","ESA","140785","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Radlk.","Coelho, R.L.G.","Andrade, R.C.; Colletta, G.D.; Koch, I.; Rodrigues, R.R.; Souza, V.C; Brito, A.C.S.; Cardinelli; L.S.; Le Bourlegat, J.M.G.; Zaniratto, C.P.",NA,"2017","04","18",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Trilha da Base, Base dos Fuzileiros Navais, Ilha do Governador","-43.1609","-22.7801",NA,"Árvore, 8 metros, inflorescência branca","ESA140785",NA,NA,NA,"2017","06","12","-43.1609","-22.7801",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 12:16:08-03","ESALQ","ESA","141111","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Radlk.","Coelho, R.L.G.","Silva, T.D.; Assis, L.S.; Gardon, F.R.; Lozano-Baez, S.E.; Mazzeo, R.R.; Zanini, A.N.; Souza, V.C.; Rodrigues, R.R.; Colletta, G. D.; Koch, I.","41.0","2017","04","20",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Ilha do Governador; Base de Fuzileiros Navais; Trilha das Pelonas; Floresta Ombrófila Densa","-43.1834","-22.7827",NA,"Árvore; 7 metros de altura; folíolo terminal","ESA141111",NA,NA,NA,"2017","06","12","-43.1834","-22.7827",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:19:22-03","ESALQ","ESA","98639","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides",NA,"Sonner & Ferrucci","Forzza, R.C.","4124.0","2005","08","09",NA,"Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,"ESA098639","ESA098639",NA,NA,"2006",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:19:22-03","ESALQ","ESA","87635","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Camb.","Barros, F.","Melo, M.R.F.","74.0","1978","10","26",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"ESA087635","ESA087635",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:19:22-03","ESALQ","ESA","111654","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides",NA,"Cardoso, E.","Cardoso, E.","8.0",NA,NA,NA,NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA111654","ESA111654",NA,NA,"2008","10","25",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:19:22-03","ESALQ","ESA","7514","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.","Ferrucci, M.S.","Moraes, P.L.R.","692.0","1992","05","19",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA007514","ESA007514",NA,NA,"2003",NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA
"29","2015-07-02 14:04:12-03","JBP","HPL","7530","S","Plantae",NA,NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides",NA,"M.S. Ferrucci","G.F. Arbocz","1519","1995","06","14",NA,"Brasil","MG","Andradas","Coletado nas proximidades do município de Andradas.","-46.5692","-22.0681",NA,NA,NA,NA,NA,NA,"2005","01","10",NA,NA,"16593","auto",NA,NA,NA,NA,NA,NA
"30","2015-07-02 14:04:12-03","JBP","HPL","4166","S","Plantae",NA,NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.","Ferrucci, M.S.","H. Lorenzi","5327","2005","05","06",NA,"Brasil","SP","Itararé","Coletado no cerradão, na estrada de terra que liga Itararé a Bom Sucesso.","-49.34","-24.11",NA,NA,NA,NA,NA,NA,"2008","11","28",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"31","2015-07-02 14:04:12-03","JBP","HPL","7532","S","Plantae",NA,NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides",NA,"M.S. Ferrucci","G.F. Arbocz","1680","1995","08","08",NA,"Brasil","MG","Lima Duarte","Coletado nas proximidades do Parque de Ibitipoca - em área de transição entre mata e campo rupestre.","-43.7931","-21.8425",NA,NA,NA,NA,NA,NA,"2005","01","10",NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"32","2015-07-02 14:04:12-03","JBP","HPL","7531","S","Plantae",NA,NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides",NA,"M.S. Ferrucci","G.F. Arbocz","236","1994","03","19",NA,"Brasil","SP","Mogi Mirim","Coletado na fazenda Esmeralda - lote 49 - em fragmento de Mata Floresta Estacional Semi-decidual.","-46.95","-22.43",NA,NA,NA,NA,NA,NA,"2005","01","10",NA,NA,"19575","auto",NA,NA,NA,NA,NA,NA
"33","2016-02-02 14:39:09-02","BGBM","B","B 18 0009254","S","Plantae",NA,NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.",NA,"F. Sellow",NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"Radlk. 7.97 <a href=http://herbarium.bgbm.org/object/B180009254 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180009254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-12-19 08:15:30-03","FPS","FPS","1116","MachineObservation","Plantae",NA,NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Radlk.","Brotto, M.L.","Schwirkowski, P., Bianconcini, J.","23A","2013","12","15",NA,"Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Atrás da Condorplast","-49.389189","-26.292649",NA,"<ll>dwc_commonname:</ll> Camboatá, pau-d'arco-da-folha-dura","FPS01116,MBM391787","FPS01116_v01 FPS01116_v02 FPS01116_v03 FPS01116_v04 MBM391787",NA,NA,"2014","08","20","-49.389189","-26.292649",NA,NA,NA,"MBM 391787","voucher",NA,NA,NA
"35","2019-02-15 11:50:10-02","IPA","IPA","9754","S","Plantae","Plantae",NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.","Killip.","Pickel, B.","5378","1941","09","01","Southern America","Brasil","São Paulo","São Paulo","Linha S. Amaro. Alto Boa Vista.","-46.6300010681152","-23.5400009155273",NA,"Arbusto com flor branca.; No campo.","IPA0009754",NA,NA,NA,"1947","08",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:50:10-02","IPA","IPA","9753","S","Plantae","Plantae",NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.","Killip.","Pickel, B.","5360","1941","08","25","Southern America","Brasil","São Paulo","São Paulo","Penha.","-46.6300010681152","-23.5400009155273",NA,"Árvore com flor branca.; Na mata.","IPA0009753",NA,NA,NA,"1947","08",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"37","2020-06-30 18:32:51-03","UFJF","CESJ","53677","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Camb.","Zappi","B.R. Silva; R.Dias-Mello; B.R.Capilé","1374","2004","10","27","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Mata de grotão na gruta dos Três Arcos. 21º40'39S, 43º53'0W. Elev.: 1637m.","-43.793098449707","-21.8425006866455",NA,"Árvore ca. 7m, folas discolores, frutos verdes.","CESJ053677",NA,NA,NA,"2007",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:44:58-03","UFJF","CESJ","68602","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Camb.","B. Moreira","B. Moreira; L.C.D. Dias","268","2015","05","22","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta nebular, atrás do camping","-43.898333","-21.716111",NA,"Árvore, flores em botão, 5m. Interior de mata","CESJ068602",NA,"1380","1380","2016",NA,NA,"-43.898333","-21.716111",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:44:58-03","UFJF","CESJ","150","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Camb.",NA,"L. Krieger","CESJ150","1941",NA,NA,"América do Sul","Brasil","São Paulo","São Paulo","Santo Amaro","-46.6300010681152","-23.5400009155273",NA,"Árvore pequena (arbusto alto), flores brancas, pontas dos estames amarelas. Capoeira.","CESJ000150",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:40:43-03","UNICAMP","UEC","188967","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.",NA,"Silva, BG; Castello, ACD; Kataoka, EY; Vidal Junior, JD","254","2015","02","10",NA,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.994722","-24.070833",NA,"Árvore, 7 m de altura e 6,4 cm de DAP; Floresta Ombrófila Densa","UEC119506","UEC119506","800","800",NA,NA,NA,"-47.994722","-24.070833",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:40:43-03","UNICAMP","UEC","40582","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.","Ferrucci, MS","Webster, CG","25211","1984","08","13",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Evergreen thicket on ridge.","-46.866667","-23.183333",NA,"Abundant shrub or small tree 2.5-4m high, flowers white.","UEC159985","UEC159985","1150","1150","1997",NA,NA,"-46.866667","-23.183333",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:40:43-03","UNICAMP","UEC","78598","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.","Ferrucci, MS","Godoy, SAP; Pereira, DL; Ferreira, GMP; Silva, LL; Garcia, RJF","617","1995","06","22",NA,"Brazil","São Paulo","Parelheiros","Camping Ana Paula.","-46.774444","-23.9",NA,"Árvore ca 14,0m alt. DAP 0,25m. Caule de casca estriada. Botões florais creme.; Área Ajardinada.","UEC159983","UEC159983",NA,NA,"1997",NA,NA,"-46.774444","-23.9",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-20 10:25:47-03","UNICAMP","UEC","120358","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.","Meireles, LD","Meireles, LD","288","2001","05","15",NA,"Brazil","Minas Gerais","Camanducaia","Monte Verde, Floresta Ombrófila Mista","-46.1446990966797","-22.7553005218506",NA,"Árvore, 5m, folhas com face abaxial ferrugínea, flores brancas, com anteras vermelhas.","UEC038761","UEC038761",NA,NA,"2006",NA,NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:40:43-03","UNICAMP","UEC","20410","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.","Ferrucci, MS","Tamashiro, JY; et al.","185","1980","09","01",NA,"Brazil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,"Árvore de 12,0m; frutos esverdeados imaturos.; Nativo em mata de encosta.","UEC159986","UEC159986",NA,NA,"1997",NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:40:43-03","UNICAMP","UEC","24229","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.","Ferrucci, MS","Yamamoto, K; et al.","1076","1981","07","16",NA,"Brazil","Minas Gerais","Poços de Caldas","Campo de Santa Rosália","-46.5614013671875","-21.7877998352051",NA,"Árvore de até 6m, flores branco-creme.","UEC160021","UEC160021",NA,NA,"1997",NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:40:43-03","UNICAMP","UEC","31210","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.","Ferrucci, MS","Gabrielli, AC; Martins, FR; Shepherd, GJ; Tamashiro, JY","2059","1983","09","05",NA,"Brazil","Minas Gerais","Poços de Caldas","Mata da Colina.","-46.5614013671875","-21.7877998352051",NA,"Árvore 6m, frutos imaturos de cor verde.","UEC160014","UEC160014",NA,NA,"1997",NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:40:43-03","UNICAMP","UEC","55678","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.","Ferrucci, MS","Meira Neto, JAA; Bernacci, LC; Grombone-Guaratini, MT; Tamashiro, JY; Leitão Filho, HF","21169","1987","06","02",NA,"Brazil","São Paulo","Atibaia","Fazenda Grota Funda.","-46.5499992370605","-23.1100006103516",NA,"Árvore com 12 metros com botões.","UEC159984","UEC159984",NA,NA,"1997",NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA
