"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","previousCatalogNumber","typeStatus","coordinatePrecision","geoFlag","individualCount","fieldNumber","relatedCatalogItem"
"49","2020-07-23 12:23:22-03","CEPLAC","CEPEC","29447","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"Ma. de F. Agra","A. M. de Carvalho","1197","1981","09","23",NA,"Brasil","Bahia","PORTO SEGURO","Estação Ecologica do Pau-brasil. CEPLAC.","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68835","auto",NA,NA,"30/12/1999"
"50","2020-07-23 12:23:22-03","CEPLAC","CEPEC","13727","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"Ma. de F. Agra","S. A. Mori","9831","1987","05","31",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","16Km ao W de Porto Seguro. Estação Ecologica do Pau-brasil e arredores.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49584","auto",NA,NA,"30/10/1996"
"51","2020-07-23 12:23:22-03","CEPLAC","CEPEC","6502","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"Ma. de F. Agra","R. S. Pinheiro","1087","1971","03","10",NA,"Brasil","Bahia","ALMADINA","Serra Pancadinha.","-39.6371994018555","-14.7053003311157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14289","auto",NA,NA,"30/12/1999"
"52","2020-07-23 12:23:22-03","CEPLAC","CEPEC","14911","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"S. Knapp","T. S. dos Santos","3405","1984","12","07",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,"Paratipo","61245","auto",NA,NA,"30/12/1988"
"53","2020-07-23 12:23:22-03","CEPLAC","CEPEC","13726","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"Ma. de F. Agra","S. A. Mori","9832","1980","05","31",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Ca. 16Km ao W de Porto Seguro. Estação Ecológica do Pau-brasil e arredores.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49584","auto",NA,NA,"30/10/1996"
"54","2020-07-23 12:23:22-03","CEPLAC","CEPEC","24633","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"Ma. de F. Agra","H. S. Brito","10","1981","12","19",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Estação Ecologica do Pau-brasil. CEPLAC.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49584","auto",NA,NA,"30/12/1999"
"55","2020-07-23 12:23:22-03","CEPLAC","CEPEC","24934","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"Ma. de F. Agra","H. S. Brito","145","1996","03","24",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Estação Ecologica do Pau-brasil. CEPLAC.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49584","auto",NA,NA,"30/12/1999"
"56","2020-07-23 12:23:22-03","CEPLAC","CEPEC","34781","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"Ma. de F. Agra","R. Callejas","1618","1983","11","01",NA,"Brasil","Bahia","ITAMARAJÚ","3km da Rod. Itamaraju/Teixeira de Freitas, BR-101. Faz. Chapadão.","-39.5311012268066","-17.0391998291016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55932","auto",NA,NA,"30/10/1996"
"57","2020-07-23 12:23:22-03","CEPLAC","CEPEC","9494","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"Ma. de F. Agra","A. Eupunino","340","1982","04","22",NA,"Brasil","Bahia","PORTO SEGURO","Km 10 a 15 da Br-367 Porto Seguro/Eunápolis.","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68835","auto",NA,NA,"30/10/1996"
"58","2020-07-23 12:23:22-03","CEPLAC","CEPEC","40348","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","santosii","Solanum santosii",NA,"Ma. de F. Agra","G. C. P. Pinto","433","1981","10","01",NA,"Brasil","Bahia","SALVADOR",NA,"-38.510799407959","-12.9710998535156",NA,NA,NA,"<ll>dwc_commonname:</ll> Coarana-branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,"30/10/1996"
"59","2016-08-23 10:23:12-03","NHMLondon","NHM-LONDON-BOT","BM000846518","S","Plantae","Angiosperm",NA,"Solanaceae","Solanum","santosii","Solanum santosii","S.Knapp","Sandra (Sandy) Diane Knapp; b.1956; S.Knapp","Jomar G. Jardim; Universidade Federal do Sul da Bahia - UFSB; Instituto de Humanidades, Artes e Ciê","3165","2000","11","03",NA,"Brasil","Bahia",NA,"Riberao do Largo, Rod. Itambé/Encruzilhada, entrada para faxendas de café 22.3 km","-40.751111","-15.328333",NA,NA,NA,NA,NA,NA,NA,"2006",NA,NA,"-40.751111","-15.328333","NHMUK:ecatalogue:4340116",NA,NA,NA,NA,NA,NA
"60","2021-02-08 12:45:58-03","UFRGS","ICN","069795","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","santosii","Solanum santosii","S. Knapp.","Stehmann, JR; Mentz, LA","Sobral, M; dos Santos, EB","5479","1987","03",NA,"América do Sul","Brasil","BA","Ilhéus","Reserva do CEPEC quadra D","-39.0494003295898","-14.7889003753662",NA,NA,NA,"Arbusto de 2 metros de altura, flores brancas e frutos imaturos; Interior de mato","ICN00038011",NA,NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA
