"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","individualCount","typeStatus","fieldNumber","infraspecificEpithet"
"11","2020-11-04 11:14:28-03","ESALQ","ESA","109431","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","bunchosiifolia","Eugenia bunchosiifolia",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30127.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109431","ESA109431",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 10:56:23-03","ESALQ","ESA","142050","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bunchosiifolia","Eugenia bunchosiifolia","Nied.","Bunger, M.","Toledo, C. A. P.; Flores, T. B. Gayoso; Coelho, R. G. & Colleta, D. C.","307.0","2015","10","09",NA,"Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina. Ao longo da estrada de acesso à Pedra da Macela.","-44.815278","-23.141111",NA,"Árvore, 2 m alt., flores brancas.","ESA142050",NA,"1760","1760","2016",NA,NA,"07","18","44°48'55W","23°08'28S",NA,NA,NA,NA,NA
"13","2020-11-04 11:14:28-03","ESALQ","ESA","109450","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","bunchosiifolia","Eugenia bunchosiifolia",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30132.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109450","ESA109450",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:14:28-03","ESALQ","ESA","109445","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","bunchosiifolia","Eugenia bunchosiifolia",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30130.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109445","ESA109445",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:14:28-03","ESALQ","ESA","109437","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","bunchosiifolia","Eugenia bunchosiifolia",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30128.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109437","ESA109437",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:14:28-03","ESALQ","ESA","109449","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","bunchosiifolia","Eugenia bunchosiifolia",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30131.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109449","ESA109449",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:32:11-03","MN","R","9084","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","santensis","Eugenia santensis","Kiaersk.",NA,"Glaziou, A.F.M.","1512","1872","02","13",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000009084","R000009084_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2015-07-02 14:03:11-03","JBP","HPL","8864","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bunchosifolia","Eugenia bunchosifolia","Nied.","M.O. Bünger","H. Lorenzi","5903","2005","11","25",NA,"Brasil","MG","Patos de Minas","Coletado na casa do Sr. Hélio; cultivada.","-46.5181","-18.5789",NA,NA,NA,NA,NA,NA,"2012","69541","auto","02","10",NA,NA,NA,NA,NA,NA,NA
"19","2021-04-07 11:46:29-03","UFMS","CGMS","68885","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bunchosiifolia","Eugenia bunchosiifolia","Nied.","M. Sobral","G. Hatschbach","17524","1967","10","20",NA,"Brasil","Paraná","Antonina","Cabeceiras do Rio do Cedro.","-48.7118988037109","-25.4286003112793",NA,"Flor alva. Margem das folhas onduladas. Coordenadas geográficas: -25.4286003112793 -48.7118988037109 Habitat: Mata pluvial, encosta de morro. Habito: Arvoreta, 6,00 m de altura.","CGMS1101843",NA,NA,NA,"2011","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:36:14-03","UNICAMP","UEC","121471","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","brunoi","Eugenia brunoi","Mattos",NA,"Souza, FM; Duarte, AR; Sampaio, D","75096","2001","04","17",NA,"Brazil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos.","-46.824417","-24.041222",NA,"Árvore, ca. 6m alt. Filetes creme, anteras alaranjadas.","UEC029388","UEC029388","30","180",NA,NA,NA,NA,NA,"-46.824417","-24.041222",NA,NA,NA,NA,NA
"21","2021-03-01 16:36:14-03","UNICAMP","UEC","174555","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","bunchosiifolia","Eugenia bunchosiifolia","Nied.","Barroso, GM","Sanchez, M; Pedroni, F","2418","1992","11","21",NA,"Brazil","São Paulo","Ubatuba","Ubatuba. Picinguaba.","-44.8","-23.366667",NA,"Árvore s. número, flores creme.; Mata Atlântica de Encosta, margens do rio da Fazenda.","UEC026048","UEC026048",NA,NA,NA,NA,NA,NA,NA,"-44.8","-23.366667",NA,NA,NA,NA,NA
"22","2021-03-01 16:36:14-03","UNICAMP","UEC","174997","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","bunchosiifolia","Eugenia bunchosiifolia","Nied.","Sanchez, M","Sanchez, M; Pedroni, F","736","1996","12","06",NA,"Brazil","São Paulo","Ubatuba","Picinguaba.","-44.8","-23.366667",NA,"Árvore 317 fp com 7m de altura, vegetativo.; Mata Atlântica de Encosta, próximo à trilha do Corisco.","UEC029706","UEC029706","120","120","2012",NA,NA,NA,NA,"-44.8","-23.366667",NA,NA,NA,NA,NA
"23","2021-03-01 16:36:14-03","UNICAMP","UEC","172398","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","bunchosiifolia","Eugenia bunchosiifolia","Nied.","Sanchez, M","Sanchez, M; Pedroni, F","346","1992","11","21",NA,"Brazil","São Paulo","Ubatuba","Picinguaba.","-45.0699996948242","-23.4300003051758",NA,"Árvore de 6 metros de altura, botões florais esverdeados, pétalas brancas, muios estames.; Mata Atlântica de Encosta, margens do Rio da Fazenda.","UEC016599","UEC016599",NA,NA,"2012","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:36:23-03","UNICAMP","UEC","174995","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","santensis","Eugenia santensis","Kiaersk.","Sanchez, M","Pedroni, F; Belinello, R; Sanchez, M; Laps, RR","1827","1997","09","10",NA,"Brazil","São Paulo","Ubatuba","Picinguaba.","-44.812222","-23.311111",NA,"Árvore 111 com 5m de altura, folhas com face abaxial puverulenta, vegetativo.; Mata Atlântica de Encosta, Morro do Corisco.","UEC029703","UEC029703","300","300",NA,NA,NA,NA,NA,"-44.812222","-23.311111",NA,NA,NA,NA,NA
"25","2021-03-01 16:36:23-03","UNICAMP","UEC","112694","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","santensis","Eugenia santensis","Kiaersk.",NA,"Takanasi, A; Bencke, CSC","179","1995","11","27",NA,"Brazil","São Paulo","Ubatuba","Picinguaba, Trilha do Corisco","-45.0699996948242","-23.4300003051758",NA,"Arvoreta ca. 7m, flores com sépalas verde-claras e pétalas verde-rosadas, broto ferrugem.; Mata de encosta","UEC018707","UEC018707",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-07-06 21:42:33-03","UFPB","JPB","24154","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Myrtaceae","Eugenia","santensis","Eugenia santensis","Kiaersk.",NA,"Koschnitzke; et al.","JPB24154","1993","11","09","Southern America","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-06-27 10:25:50-03","UFES","VIES","31282","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bunchosiifolia","Eugenia bunchosiifolia","Nied.",NA,"Curto, R.A.; Martins, L.T. & Silva, A.E.","57","2010","10","17",NA,"Brasil","Espírito Santo","Guaçuí","Floresta do Rosal.","-41.6794013977051","-20.7756004333496",NA,NA,"VIES031282",NA,"650","650",NA,"17884","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:36:28-03","MBM","MBM","238812","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","brunoi","Eugenia brunoi","Mattos","Sobral, M.","Sobral, M.; et al.; et al.","7067","1991","07",NA,"Southern America","Brazil","São Paulo","Peruíbe","Estação Ecológica da Juréia","-46.9900016784668","-24.3199996948242",NA,NA,"MBM238812","MBM238812",NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:36:28-03","MBM","MBM","170416","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","brunoi","Eugenia brunoi","Mattos","Sobral, M.","Sobral, M.; et al.; et al.","7598","1993","10",NA,"Southern America","Brazil","São Paulo","Peruíbe","Estação Ecológica da Juréia","-46.9900016784668","-24.3199996948242",NA,NA,"MBM170416","MBM170416",NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:36:28-03","MBM","MBM","172954","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bunchosiifolia","Eugenia bunchosiifolia","Nied.","Sobral, M.","Ziller, S.R.; et al.; et al.","574","1995","02","10","Southern America","Brazil","Paraná","Guaraqueçaba","Serra Negra, Fazenda Guam","-48.3288993835449","-25.3066997528076",NA,NA,"MBM172954","MBM172954",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:39:08-03","UFMG","BHCB","90859","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","brunoi","Eugenia brunoi","N.F.Mattos",NA,"Cordeiro, I; Jardim, J; Oliveira, CF de; Rapini, A","1568","1995","08","16","Southern America","Brasil","São Paulo","Períbe","Estação Ecológica de Juréia-Itatins, Guarauzinho. Encosta junto ao alojamento da Secretaria do Meio Ambiente",NA,NA,NA,"Árvore ca. 10m alt. , frutos imaturos verdes.; Mata ombrófila densa encosta","BHCB001883","BHCB001883",NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:39:08-03","UFMG","BHCB","110035","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","brunoi","Eugenia brunoi","N.F.Mattos",NA,"Sobral, M; et al.","7598","1993","10",NA,"Southern America","Brasil","Goiás","Rio Verde","Trilha Guilherme - Rio Verde","-50.9281005859375","-17.7980995178223",NA,"Frutos imaturos; casca rugosa.","BHCB015149","BHCB015149",NA,NA,"2007","96378","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:39:08-03","UFMG","BHCB","164517","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","bunchosiifolia","Eugenia bunchosiifolia","Nied.",NA,"Duarte, AR","508",NA,NA,NA,"Southern America","Brasil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho, Parcela pemanente. Floresta Ombrófila Densa Submontana.","-47.924722","-24.191389",NA,"Árvore.","BHCB015147","BHCB015147","35","450",NA,NA,NA,NA,NA,"-47.924722","-24.191389",NA,NA,NA,NA,NA
"34","2020-12-11 11:39:15-03","UFMG","BHCB","167021","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","santensis","Eugenia santensis",NA,NA,"Faria, JEQ; Staggemeier, VG; Siqueira, GS","2513","2012","03","30","Southern America","Brasil","Espírito Santo","Linhares","Reserva Natural da Vale do Rio Doce., Trilha de Pequi Vinagreiro, fim da trilha.","-40.070278","-19.156111",NA,"Árvore ca. 12 m de altura, caule liso avermelhado, soltando placas, fruto imaturo verde e maduro laranja.; Mata de tabuleiro.","BHCB011975",NA,"45","45","2012",NA,NA,NA,NA,"-40.070278","-19.156111",NA,NA,NA,NA,NA
"35","2020-12-11 11:39:15-03","UFMG","BHCB","101636","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","santensis","Eugenia santensis",NA,NA,"Giordano, LC; et al.","2050","1995","11","30","Southern America","Brasil","Rio de Janeiro","Paraty","Praia Brava, Mata do pontal esquerdo. APA - Cairuçu. Em afloramentos rochosos.","-44.7131004333496","-23.2178001403809",NA,"Arvoreta com ca. 5m de altura, heliófila. Folhas coriáceas, discolores. Botões verde-claro; flores levemente aromáticas, com brácteas e sépalas verde-claras, pétalas e estames alvos. Frutos em desenvolvimento, verde-claros, com cálice","BHCB015111","BHCB015111",NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-11 17:20:39-03","UFPR","UPCB","40098","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","brunoi","Eugenia brunoi","Mattos","Sobral, M.","Sobral, M.","7067","1991","07",NA,NA,"Brasil","São Paulo","Peruibe","Reserva Ecológica de Juréia","-46.9900016784668","-24.3199996948242",NA,"Arvoreta 8m, flores brancas, casca rugosa. Interior da mata..",NA,NA,NA,NA,"1999","21922","auto","01","01",NA,NA,NA,NA,NA,NA,NA
"37","2021-02-11 17:20:39-03","UFPR","UPCB","7810","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bunchosiifolia","Eugenia bunchosiifolia","Nied","Sobral, M.","Hatschbach, G.","17524","1967","10","20",NA,"Brasil","Paraná","Antonina","Cab. Rio do Cedro","-48.7118988037109","-25.4286003112793",NA,"Arvoreta, 6m, flor alva, margem das folhas onduladas. Mata pluvial, encosta de morro..",NA,NA,"50","50","2011","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","3191680","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","brunoi","Eugenia brunoi","Mattos","F. F. Mazine, May/","Gert G. Hatschbach","Hatschbach 17524","1967",NA,NA,"South America","Brazil","Paraná",NA,"Mun. Antonia. Cab. Rio de Cedro.",NA,NA,NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-17 15:25:19-03","UNESP-RC","HRCB","31439","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","santensis","Eugenia santensis","Kiaersk.",NA,"Takahasi, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-17 15:25:19-03","UNESP-RC","HRCB","11161","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","santensis","Eugenia santensis","Kiaersk.","Dra. G. M. Barroso","Furlan, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-17 15:25:19-03","UNESP-RC","HRCB","17461","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","santensis","Eugenia santensis","Kiaersk.","A. A. Arantes","Assis, M. A. de",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-09-12 05:00:02-03","US","US","2624590","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","santensis","Eugenia santensis","Kiaersk.",NA,"J. Lanna Sobrinho","1778","1968","10","2","South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro","Tijuca, Floresta, próximo Açude Solidão","-43.2075004577637","-22.9027996063232",NA,NA,"US01898737","US01898737_01 US01898737_02",NA,NA,NA,"57442","auto",NA,NA,NA,NA,"Dicotyledonae","1",NA,NA,NA
"43","2020-09-12 05:00:02-03","US","US","2579832","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","santensis","Eugenia santensis","Kiaersk.",NA,"J. Fontella & C. Moura","94","1961","11","7","South America - Neotropics","Brazil","São Paulo","Ubatuba","No alto do Morro Escuro, à 800 m do Rio Escuro","-45.0699996948242","-23.4300003051758",NA,NA,"US01898738","US01898738_01 US01898738_02",NA,NA,NA,"34265","auto",NA,NA,NA,NA,"Dicotyledonae","1",NA,NA,NA
"44","2019-10-07 09:35:19-03","UEFS","HUEFS","87674","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","littoralis","Eugenia littoralis","Mattos",NA,"Mattos, J.",NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"HUEFS0087674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,"Isótipo",NA,NA
"45","2015-03-07 08:59:42-03","F","FMNH-SEEDPLANTS","V0109543F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","santensis","Eugenia santensis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0109543F","V0109543F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"46","2018-05-14 16:54:06-03","F","FMNH-SEEDPLANTS","V0348978F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","santensis","Eugenia santensis",NA,"RRC ID Flag","J. P. Lanna Sobrinho","1778","1968","10","2","South America","Brazil","Rio de Janeiro",NA,NA,"-42.5","-22",NA,NA,"V0348978F","V0348978F_01 V0348978F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"1778",NA
"47","2019-12-09 10:46:02-03","UFSJ","HUFSJ","6492","S","Plantae",NA,NA,"Myrtaceae","Eugenia","brunoi","Eugenia brunoi","Mattos","Sobral, M","Melo, MMRF","774","1989","10","23",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, mata de encosta do morro da Camptação d'Água.","-47.9199981689453","-25.0100002288818",NA,"Árvore, ca. 15m de altura, perimetro a 1,30m do solo 84cm. Flores com cálices esverdeados e corolas brancas.","HUFSJ006492",NA,NA,NA,"2014","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-01 15:05:48-03","UnB","UB","193641","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","santensis","Eugenia santensis","Kiaersk.","Giaretta, A","Gimenes, LLS","45","2006","09","30","Southern America","Brasil","Minas Gerais","Caldas","Pedra Branca","-46.386100769043","-21.9235992431641",NA,"Arbóreo.; Coletada na mata.",NA,NA,NA,NA,"2016","25710","auto","05",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-10-03 10:04:10-03","UFSCar","SORO","4085","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","brunoi","Eugenia brunoi","M. Sobral et al.",NA,NA,"7598","1983","10",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Arvoreta 5-7 metros, na trilha Guilherme-rio Verde; Frutos imaturos; casca rugosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
