"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","country","stateProvince","individualCount","occurrenceRemarks","identifiedBy","year","month","day","continentOcean","county","locality","decimalLongitude","decimalLatitude","preparationType","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber"
"47","2019-11-01 15:12:49-03","UnB","UB","110701","PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Hatschbach, G; Hatschbach, M; Barbosa, E","76442","Brasil","Mato Grosso do Sul",NA,"Espata alva, base verde; Brejo","Gonçalves, EG","2003","10","17","Southern America","Bom Jardim","Rio das Velhas",NA,NA,NA,"UB0000935",NA,NA,"UB0000935",NA,NA,"2008","06",NA,NA,NA,NA
"48","2019-11-01 15:12:49-03","UnB","UB","34509","PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Pott, VJ","2156","Brasil","Mato Grosso do Sul",NA,"Erva 1 m altura; Borda de capão, próximo a vazante","Gonçalves, EG","1993","10","01","Southern America","Corumbá","Corumbá, Campo Dora, próximo a vazante Riozinho, Nhecolandia, Pantanal","-56.716667","-18.95",NA,"UB0000939",NA,NA,"UB0000939 UB0000939_1","-56.716667","-18.95","1998",NA,NA,NA,NA,NA
"49","2019-11-01 15:12:49-03","UnB","UB","34510","PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Gonçalves, EG","1024","Brasil","Goiás",NA,"Helófita de caule ereto no ápice, depois decumbende","Gonçalves, EG","2002","06","07","Southern America","Goiás","Goiás","-50.1403","-15.9344",NA,"UB0000937",NA,NA,"UB0000937","-50.1403","-15.9344","2002","06",NA,NA,NA,NA
"50","2019-11-01 15:12:49-03","UnB","UB","4930","PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Gonçalves, EG","25","Brasil","Goiás",NA,"Folhas verde-brilhante. Estéril. Cresce na margem imediata do rio em associação com Spathiphyllum garderi.; Erva ereta até 0,5m; Mata ciliar, margem do rio Bonito.","Gonçalves, EG","1995","06","10","Southern America","Minaçu","Reserva Serra da Cana Brava","-48.248333","-13.554444",NA,"UB0000938","800","800","UB0000938","-48.248333","-13.554444","2001","06",NA,NA,NA,NA
"51","2019-11-01 15:12:49-03","UnB","UB","8111","PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Lima, JCM; Simon, MF","44","Brasil","Tocantins",NA,"Estéril.; Cipó 1,5m; Margem da mata de galeria na beira do córrego.","Gonçalves, EG","1999","02","03","Southern America",NA,"5km ao Sul de Guaraí a esquerda da Belém Brasília","-48.508889","-8.884167",NA,"UB0000933","335","335","UB0000933","-48.508889","-8.884167","2001","06",NA,NA,NA,NA
"52","2019-11-01 15:12:49-03","UnB","UB","8315","PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Simon, MF; Lima, JCM; Eiten, G; Carvalho, AM","192","Brasil","Maranhão",NA,"Arbusto 0,8m. Flor marrom; Mata de galeria","Gonçalves, EG","1999","02","13","Southern America","Sambaíba","Córrego Picos","-45.35","-7.155833",NA,"UB0000934","300","300","UB0000934","-45.35","-7.155833","2001","06",NA,NA,NA,NA
"53","2019-11-01 15:12:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Gonçalves, EG; Cerqueira, LS; Lorenzi, H","1132","Brasil","Pará",NA,"Helófita. Entrenós mais largos que longos. Pecíolo com máculas brancas, fortemente canaliculados adaxialmente. Nervuras moderadamente proeminentes. Partes cortadas com forte cheiro de alho; Área alagada","Gonçalves, EG","2003","01","21","Southern America","Canaã dos Carajás","Mineração Morro do Sossego","-50.098611","-6.436944",NA,"UB0000964","259","259","UB0000964","-50.098611","-6.436944","2003","01",NA,NA,NA,NA
"54","2019-11-01 15:12:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Gonçalves, EG; Cerqueira, LS; Lorenzi, H","1132","Brasil","Pará",NA,"Helófita. Entrenós mais largos que longos. Pecíolo com máculas brancas, fortemente canaliculados adaxialmente. Nervuras moderadamente proeminentes. Partes cortadas com forte cheiro de alho; Área alagada","Gonçalves, EG","2003","01","21","Southern America","Canaã dos Carajás","Mineração Morro do Sossego","-50.098611","-6.436944",NA,"UB0000961","259","259","UB0000961","-50.098611","-6.436944","2003","01",NA,NA,NA,NA
"55","2019-11-01 15:12:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Gonçalves, EG; Cerqueira, LS; Lorenzi, H","1132","Brasil","Pará",NA,"Helófita. Entrenós mais largos que longos. Pecíolo com máculas brancas, fortemente canaliculados adaxialmente. Nervuras moderadamente proeminentes. Partes cortadas com forte cheiro de alho; Área alagada","Gonçalves, EG","2003","01","21","Southern America","Canaã dos Carajás","Mineração Morro do Sossego","-50.098611","-6.436944",NA,"UB0000962","259","259","UB0000962","-50.098611","-6.436944","2003","01",NA,NA,NA,NA
"56","2019-11-01 15:12:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Hatschbach, G","40596","Brasil","Paraná",NA,"Ereta, 1,50 m. Seiva altamente urticante; Na borda da ilha, local fortemente borrifado com água dos pastos","Mayo, S","1977","12","12","Southern America","Guaira","Sete Quedas","-54.2557983398438","-24.0799999237061",NA,"UB0000940",NA,NA,"UB0000940",NA,NA,NA,NA,NA,"33984","auto",NA
"57","2018-12-31 09:25:51-02","CAS","CAS-BOT","602386","PreservedSpecimen","Plantae","Magnoliophyta","Liliopsida","Arales","Araceae","Dieffenbachia","aglaonematifolia","Dieffenbachia aglaonematifolia","Engl.","Hatschbach, G.","40596","Brazil","Paraná",NA,"Ereta, 1,50 m. Na borda da ilha, local fortemente borrifado com água dos pastos. Seiva altamente urticante.",NA,"1977","12",NA,"South America","Guaira","Sete Quedas","-54.2557983398438","-24.0799999237061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33984","auto",NA
