"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","individualCount","verbatimLongitude","verbatimLatitude","fieldNumber"
"19","2019-08-27 13:30:54-03","IAP","PACA-AGP","84748","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Sehnem, A.","13257","1973","01","09",NA,"Brasil","RS","Taimbezinho",NA,"Habitat: in dumetoso Hábito: erva","PACA084748",NA,"M. Grings","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"76715","auto","2010","Magnoliatae","05","05",NA,NA,NA,NA
"20","2019-08-27 13:30:54-03","IAP","PACA-AGP","48367","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Reitz, R.",NA,"1948","12","17",NA,"Brasil","SC","Campo dos Padres",NA,"Habitat: In paludosis dumetosis Fenofase: flor e fruto","PACA048367",NA,"H. Monteiro","Bom Retiro","-49.489200592041","-27.7971992492676",NA,NA,"35974","auto","1954","Magnoliatae","08","22",NA,NA,NA,NA
"21","2019-08-27 13:30:54-03","IAP","PACA-AGP","109100","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"M. Grings & G.M. Hennemann","1092","2010","11","07",NA,"Brasil","RS","Linha Imperial, antes do CTG Pousada da Serra.",NA,"ICN 165755 Habitat: em banhado Fenofase: fl. Hábito: arbusto","PACA109100",NA,"M. Grings","Nova Petrópolis","-51.1143989562988","-29.3763999938965",NA,NA,"14669","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:30:54-03","IAP","PACA-AGP","36598","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Rambo, B.",NA,"1948","02",NA,NA,"Brasil","RS","Cambará",NA,"Habitat: In paludosis alte dumetosis Fenofase: flor e fruto","PACA036598",NA,"Emrich-Rambo","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"76715","auto","1954","Magnoliatae","08","22",NA,NA,NA,NA
"23","2019-08-27 13:30:54-03","IAP","PACA-AGP","108954","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Sehnem, A.","17147","1980","12","23",NA,"Brasil","RS","Itaimbezinho",NA,"Habitat: herba in palude","PACA108954",NA,"Grings, M.","São Francisco de Paula","-50.5835990905762","-29.4480991363525","900","900","76715","auto","2018","Magnoliatae","10","04",NA,NA,NA,NA
"24","2019-08-27 13:30:54-03","IAP","PACA-AGP","52050","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Rambo, B.",NA,"1952","02","20",NA,"Brasil","RS","Jaquirana",NA,"SEM MATERIAL Habitat: In paludosis dumetosis Fenofase: flor e fruto","PACA052050",NA,"Emrich-Rambo","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"76715","auto","1954","Magnoliatae","08","22",NA,NA,NA,NA
"25","2019-08-27 13:30:54-03","IAP","PACA-AGP","49317","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Rambo, B.",NA,"1950","12","18",NA,"Brasil","RS","Taimbezinho",NA,"Habitat: In paludosis alte dumetosis Fenofase: flor e fruto","PACA049317",NA,"Emrich-Rambo","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"76715","auto","1954","Magnoliatae","08","22",NA,NA,NA,NA
"26","2019-08-27 13:30:54-03","IAP","PACA-AGP","109099","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"M. Grings & N.J. Grings","896","2009","12","26",NA,"Brasil","RS","Entre o Posto Fiscal e Serra da Rocinha.",NA,"ICN 109099 Habitat: na beira de pequena sanga (afluente do Antas) que cruza a estrada Fenofase: fl. Hábito: arbusto","PACA109099",NA,"M. Grings","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"42598","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"27","2019-08-27 13:30:54-03","IAP","PACA-AGP","34556","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Rambo, B.",NA,"1946","12","29",NA,"Brasil","RS","Fazenda da Ronda",NA,"Habitat: In paludosis alte dumetosis Fenofase: flor e fruto","PACA034556",NA,"A. Krapovickas","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"63451","auto","1954","Magnoliatae","08","22",NA,NA,NA,NA
"28","2019-08-27 13:30:54-03","IAP","PACA-AGP","50726","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Reitz, R.",NA,"1948","12","15",NA,"Brasil","SC","Campo dos Padres",NA,"Habitat: In paludosis alte dumetosis Fenofase: flor e fruto","PACA050726",NA,"H. Monteiro","Bom Retiro","-49.489200592041","-27.7971992492676",NA,NA,"35974","auto","1954","Magnoliatae","08","22",NA,NA,NA,NA
"29","2020-12-20 21:18:15-03","UFV","VIC","4959","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Krapovickas, A.","13751","1966","02","12",NA,"Brasil","Paraná","Rio Lajeado",NA,"Arbusto de 1,3 m, do breji, flor 5 R9/3, filamentos avermelhados, anteras amarelas.","VIC004959",NA,NA,"Gal. Carneiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-23 11:20:29-03","PUCRS","MPUC","21239","S","Plantae",NA,"Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,NA,NA,"1998","11","23","South America","Brasil","RS","Rio Camisas",NA,NA,NA,NA,"M. Grings","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"30776","auto","2020","Magnoliopsida","10","20","1",NA,NA,NA
"31","2020-10-14 10:02:39-03","FURB","FURB","61726","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Engels, M.E.; Lozano, E.D.","2190","2013","12","13",NA,"Brasil","Paraná","Margem do rio Chopim. Refúgio da Vida Silvestre de Campos de Palmas",NA,"Caules verdes acastanhado. Folhas verdes na face adaxial e alvo prateadas ma abaxial. Folhas com nervuras reticuladas sulcadas. Flores com pétalas alvas levemente rosadas. Estames amarelaos. Floresta Ombrófila Mista. Borda de mara, a m","FURB61726","FURB61726","Ferreira, P.","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,"46666","auto","2015",NA,"02","12",NA,NA,NA,NA
"32","2021-03-16 17:53:33-03","UCS","HUCS","22377a","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"?","s.n.","1998","11","23",NA,"Brasil","Rio Grande do Sul","Arroio Camisas",NA,"arbustinho, flores rosas, cálice cor de maravailha - ICN 169644; beira do rio",NA,NA,"Grings, M.","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"30776","auto","2019",NA,"04","04",NA,NA,NA,NA
"33","2021-03-16 17:53:33-03","UCS","HUCS","36952","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Grings, M.","1092","2010","11","07",NA,"Brasil","Rio Grande do Sul","Linha Imperial - antes do CTG Pousada da Serra",NA,"arbusto 4m de alt. com flores de cor rosa fraco e anteras amarelas, muito visitadas por abelhas - ICN 165755; banhado",NA,NA,"Grings, M.","Nova Petrópolis","-51.1143989562988","-29.3763999938965","680","680","14669","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-16 08:39:58-03","UTFPR","HCF","19610","S","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"A.C. Cervi","10033","2013","11","04",NA,"Brasil","SC","BR-282, Km 121",NA,"arbuston 1,20 m. Flores róseas.",NA,NA,"E. Barboza","Bom Retiro","-49.439722","-27.685556","892","892",NA,NA,"2013",NA,"12","03",NA,"49°26'23 W","27°41'08 S",NA
"35","2019-08-16 08:39:58-03","UTFPR","HCF","17322","S","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"M.E. Engels","2190","2013","12","13",NA,"Brasil","PR","Refúgio de Vida Silvestre de Campos de",NA,"Caule verde acastanhado. Folhas verdes na face adaxial e alvo prateadas na abaxial. Folhas com nervuras reticuladas sulcadas. Flores com pétalas alvas levemente rosadas. Estames amarelos. Floresta Ombrófila Mista. Borda de mata, as margens do rio.",NA,NA,"P. Ferreira","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,"46666","auto","2015",NA,"02","12",NA,NA,NA,NA
"36","2020-12-21 16:33:22-03","MBM","MBM","386852","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","10033","2013","11","04","Southern America","Brazil","Santa Catarina","BR-282, km 121",NA,"Arbusto 1,20m. Flores róseas.","MBM386852","MBM386852","Barboza, E.","Bom Retiro","-49.439825","-27.685583","892","892",NA,NA,"2013",NA,"12","03",NA,"-49.439825","-27.685583",NA
"37","2020-12-21 16:33:22-03","MBM","MBM","386852","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","10033","2013","11","04","Southern America","Brazil","Santa Catarina","BR-282, km 121",NA,"Arbusto 1,20m. Flores róseas.","MBM386852","MBM386852","Barboza, E.","Bom Retiro","-49.439825","-27.685583","892","892",NA,NA,"2013",NA,"12","03",NA,"-49.439825","-27.685583",NA
"38","2020-12-21 16:33:22-03","MBM","MBM","418498","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Meyer, F.S.; Zampier, M.A.; Zampier, M.A.","2548","2019","01",NA,"Southern America","Brazil","Santa Catarina","FSC - Fazenda Santa Cecília",NA,"Arbusto ca. 1,8 metros de altura, frequente em várzea. Folhas buladas na face adaxial; flores com pétalas róseas, unha branca; androginóforo amarelo.; Floresta Ombrófila Mista Aluvial, estágio inicial de regeneração.","MBM418498",NA,"Meyer, F.S.","Santa Cecília","-50.370978","-26.880533",NA,NA,NA,NA,"2019",NA,"01",NA,NA,"-50.370978","-26.880533",NA
"39","2020-12-21 16:33:22-03","MBM","MBM","41401","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Hatschbach, G.","12018",NA,NA,NA,"Southern America","Brazil","Paraná","Rio Bracajuvava",NA,NA,"MBM041401","MBM041401","Krapovickas, A.","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:33:22-03","MBM","MBM","300307","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Krapovickas, A.; Schinini, A.; Schinini, A.","38365","1982","12","27","Southern America","Brazil","Santa Catarina","Lages",NA,NA,"MBM300307","MBM300307",NA,"Lages","-50.326099395752","-27.8160991668701",NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:33:22-03","MBM","MBM","19750","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Krapovickas, A.","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","Faxinal do Souzas",NA,NA,"MBM019750","MBM019750",NA,"General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,"33284","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:33:22-03","MBM","MBM","1554","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Hatschbach, G.","15392",NA,NA,NA,"Southern America","Brazil","Paraná","General Carneiro",NA,NA,"MBM001554","MBM001554","Krapovickas, A.","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,"33284","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:33:22-03","MBM","MBM","300312","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Krapovickas, A.; Schinini, A.; Schinini, A.","38373","1982","12","27","Southern America","Brazil","Santa Catarina","Urupema",NA,NA,"MBM300312","MBM300312",NA,"Urupema","-49.8731002807617","-27.9528007507324",NA,NA,"23096","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:33:22-03","MBM","MBM","788","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Hatschbach, G.; Smith, L.B.; Klein, R.; Smith, L.B.; Klein, R.","28345",NA,NA,NA,"Southern America","Brazil","Paraná","Rio Lajeado",NA,NA,"MBM000788","MBM000788","Krapovickas, A.","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,"33284","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:33:22-03","MBM","MBM","396018","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Engels, M.E.; Lozano, E.D.; Lozano, E.D.","2190","2013","12","13","Southern America","Brazil","Paraná","Refúgio de Vida Silvestre de Campos de Palmas, margem do rio Chopim",NA,"Caule verdes acastanhado. Folhas verdes na face adaxial e alvo prateadas na abaxial. Folhas com nervuras reticuladas sulcadas. Flores com pétalas alvas levemente rosadas. Estames amarelos.; Floresta Ombrófila Mista. Borda de mata, as","MBM396018","MBM396018","Ferreira, P.","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,"46666","auto","2015",NA,"02","12",NA,NA,NA,NA
"46","2020-12-21 16:33:22-03","MBM","MBM","19753","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Hatschbach, G.","28476",NA,NA,NA,"Southern America","Brazil","Paraná","Maria Antonieta",NA,NA,"MBM019753","MBM019753","Hatschbach, G.","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:33:22-03","MBM","MBM","1509","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Hatschbach, G.","14913",NA,NA,NA,"Southern America","Brazil","Paraná","Estrada para Porto Vitória",NA,NA,"MBM001509","MBM001509","Krapovickas, A.","União da Vitória","-51.0863990783691","-26.2299995422363",NA,NA,"35297","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:33:22-03","MBM","MBM","1538","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Hatschbach, G.","15377",NA,NA,NA,"Southern America","Brazil","Paraná","União da Vitória",NA,NA,"MBM001538","MBM001538","Krapovickas, A.","União da Vitória","-51.0863990783691","-26.2299995422363",NA,NA,"35297","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:33:22-03","MBM","MBM","252182","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Monteiroa","bullata","Monteiroa bullata","(Ekman) Krapov.",NA,"Sobral, M.; et al.; et al.","8892",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","São José dos Ausentes",NA,NA,"MBM252182","MBM252182","Sobral, M.","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA,NA
