"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","locality","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","infraspecificEpithet","individualCount","fieldNumber"
"95","2020-10-14 10:06:32-03","FURB","FURB","64051","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Kassner-Filho, A.","2019","03","28","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2019","03","28","Brasil","Santa Catarina","Lages","-50.67","-28.2602778","-50.6700000","-28.2602778","FURB64051","FURB64051","4843",NA,NA,NA,NA,"Fruto imaturo Habitat: Beira de rio; Ecótono entre Floresta ombrófila Mista e Floresta ombrófila densa; Estágio Avançado a médio Habito: Arbórea",NA,NA,"825","825",NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-10-14 10:06:32-03","FURB","FURB","38775","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Falkenberg, DB","1994",NA,NA,"Falkenberg, D.B.; Stehmann, J.R. & Vieira, A.","1994","01","21","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"FURB03498","FURB03498","6466","BR 153, margem do Rio Camaquã.",NA,NA,NA,NA,NA,NA,"250","250","50525","auto",NA,NA,NA,NA,NA,NA
"97","2021-03-16 17:51:54-03","UCS","HUCS","46064","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Grings, M.","2017","06","02","Gonzatti, F.","2017","02","04","Brasil","Rio Grande do Sul","Caxias do Sul","-50.829814","-28.899244","-50.829814","-28.899244",NA,NA,"3397","Canion dos Palanquinhos, Criúva",NA,NA,NA,"Arvoreto, ca de 3 m de altura. Lactescente; Junto às margens do Rio das Antas. Ponte dos kroeff","Angiospermae","Ericales","736","736",NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-03-16 17:51:54-03","UCS","HUCS","14842","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Smith, S.F.","2000","04",NA,"Wasum, R.A.","1999","12","17","Brasil","Rio Grande do Sul","Jaquirana","-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,"357","Barra do Arroio dos Novilhos",NA,NA,NA,"Em beira estrada, orla da mata.","Angiospermae","Ericales",NA,NA,"31282","auto",NA,NA,NA,NA,NA,NA
"99","2021-03-16 17:51:54-03","UCS","HUCS","12487","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,"Silva, J.M.","1997","10","17","Brasil","Paraná","Tres Barras do Paraná","-53.1808013916016","-25.4188995361328",NA,NA,NA,NA,"2141","Cânion do Rio Guarani",NA,NA,NA,"Arvoreta - 3 a 4m flor creme.; beira do cânion","Angiospermae","Ericales",NA,NA,"20611","auto",NA,NA,NA,NA,NA,NA
"100","2021-03-16 17:51:54-03","UCS","HUCS","6653","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Jarenkow, J.A.","1988","05",NA,"Jarenkow, J.A.","1988","04","24","Brasil","Rio Grande do Sul","Santa Vitória do Palmar","-53.3680992126465","-33.5189018249512",NA,NA,NA,NA,"869","Chuí",NA,NA,NA,"Herbário PEL 10000; Árvore com cerca de 5m de altura","Angiospermae","Ericales",NA,NA,"130170","auto",NA,NA,NA,NA,NA,NA
"101","2021-03-16 17:51:54-03","UCS","HUCS","8002","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Smith, S.F.","1991","12",NA,"Wasum, R.A.","1991","11","11","Brasil","Rio Grande do Sul","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,NA,NA,NA,"s.n.","Jari - Santana",NA,NA,NA,"Próximo à margem do Rio Santana","Angiospermae","Ericales",NA,NA,"59498","auto",NA,NA,NA,NA,NA,NA
"102","2021-03-16 17:51:54-03","UCS","HUCS","13708","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Smith, S.F.","1999","10",NA,"Rossato, M.","1998","11","28","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"s.n.","Pedra Segredo",NA,NA,NA,"Arbusto em beira do rio.","Angiospermae","Ericales",NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA
"103","2021-03-16 17:51:54-03","UCS","HUCS","13334","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Smith, S.F.","1999","06",NA,"Rossato, M.","1998","11","28","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"s.n.","Pedra Segredo",NA,NA,NA,"Em orla da mata.","Angiospermae","Ericales",NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA
"104","2021-03-16 17:51:54-03","UCS","HUCS","14911","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Smith, S.F.","2000","04",NA,"Kegler, A.","1999","11","17","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"370","Vila Cristina",NA,NA,NA,"Na mata ciliar","Angiospermae","Ericales",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA
"105","2020-04-27 16:11:41-03","UFES","VIES","28984","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Grings, M.","2017","06","02","Gonzatti, F.; Valduga, E.; Grizzon, M.;","2017","02","04","Brasil","Rio Grande do Sul","Caxias do Sul","-50.829722","-28.899167","50º49'47''W","28º53'57''S","VIES028984","VIES028984","3397","Canion dos Palanquinhos, Criúva.",NA,NA,NA,NA,NA,NA,"736","736",NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-08-16 08:41:07-03","UTFPR","HCF","26159","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","M. Grings","2017","06","02","F. Gonzatti","2017","02","04","Brasil","RS","Caxias do Sul","-50.829722","-28.899167","50°49'47 W","28°53'57 S",NA,NA,"3397","Criúva, Canion dos Palanquinhos",NA,NA,NA,"arvoreta, ca. de 3 m de altura. Lactescente.",NA,NA,"736","736",NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-08-16 08:41:07-03","UTFPR","HCF","22207","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","M.G. Caxambu","2016","12","15","M.G. Caxambu","2016","12","15","Brasil","PR","Foz do Iguaçu","-54.393417","-25.596194","54°23'36,3 W","25°35'46,3 S",NA,NA,"7705","Parque Nacional do Iguaçu, trilha do",NA,NA,NA,"arvore ca. 6 m, palustre. Frutos imaturos verdes, diminutos, pilosos.",NA,NA,"187","187",NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-08-16 08:41:07-03","UTFPR","HCF","18596","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","G. Felitto","2015",NA,NA,"G. Felitto",NA,NA,NA,"Brasil","PR","Nova Cantu","-52.5694007873535","-24.6730995178223",NA,NA,NA,NA,"898",NA,NA,NA,NA,"árvore, 12 m, frutos marrons-esverdeados. Floresta Estacional Semidecidual. Coletada em 2014.",NA,NA,NA,NA,"19858","auto",NA,NA,NA,NA,NA,NA
"109","2013-04-01 09:19:21-03","IPT","BCTW","19762","S","Plantae",NA,"Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Instituto Plantarum",NA,NA,NA,"Lorenzi, H.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"403",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"110","2013-04-01 09:19:21-03","IPT","BCTW","10395","S","Plantae",NA,"Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,NA,NA,NA,NA,"Uruguai","Canelones","Toledo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"111","2013-04-01 09:19:21-03","IPT","BCTW","10204","S","Plantae",NA,"Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"112","2021-03-21 19:38:54-03","UFC","EAC","13413","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Sobral, M.","1984",NA,NA,"Sobral, M.","1984","11","16","Brasil","Rio Grande do Sul","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,"EAC0013413",NA,"3355","em beira do Arroio Touro Passo","Southern America",NA,NA,"Arvoreta, 3,5m, flor branca","Dicotyledon",NA,NA,NA,"93142","auto",NA,NA,NA,NA,NA,NA
"113","2019-11-25 12:12:43-03","UFSM","SMDB","1159","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Alvarez, A.F.",NA,NA,NA,"Alvarez, A.F.","1975","04","04","Brasil","Rio Grande do Sul","Dom Pedrito","-54.6730995178223","-30.9827995300293",NA,NA,"SMDB001159",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"68371","auto",NA,NA,NA,NA,NA,NA
"114","2019-11-25 12:12:43-03","UFSM","SMDB","1965","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Alvarez, A.F.",NA,NA,NA,"Marchiori, JNC","1981","03","23","Brasil","Rio Grande do Sul","Nova Palma","-53.4688987731934","-29.471700668335",NA,NA,"SMDB001965",NA,"s.n.","Caemborá",NA,NA,NA,NA,NA,NA,NA,NA,"23222","auto",NA,NA,NA,NA,NA,NA
"115","2019-11-25 12:12:43-03","UFSM","SMDB","4542","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Alvarez, A.F.","1990","07","10","Alvarez, A.F.; Cauduro, R","1989","12","08","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"SMDB004542",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:44:52-03","MBM","MBM","306751","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Völtz, R.R.","2018","08",NA,"Buttura, E.","1987","10","07","Paraguay","Alto Paraná","Juan Emilio O'Leary",NA,NA,NA,NA,"MBM306751","MBM306751","1046",NA,"Southern America",NA,NA,"Arbusto.; Beira da estrada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:44:52-03","MBM","MBM","32298","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,"Quarín, C.; González, J.M.; González, J.M.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,"MBM032298","MBM032298","2090",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:44:52-03","MBM","MBM","62135","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,"Schinini, A.; et al.; et al.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,"MBM062135","MBM062135","17399",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:44:52-03","MBM","MBM","16079","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.",NA,NA,NA,"Brazil","Paraná","Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,"MBM016079","MBM016079","20519","Rio das Cobras","Southern America",NA,NA,NA,NA,NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:44:52-03","MBM","MBM","47692","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,"MBM047692","MBM047692","34546","Rio Tapera","Southern America",NA,NA,NA,NA,NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:44:52-03","MBM","MBM","242865","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Smith, S.F.",NA,NA,NA,"Rossato, M.; et al.; et al.",NA,NA,NA,"Brazil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"MBM242865","MBM242865","s.n.","Pedra do Segredo","Southern America",NA,NA,NA,NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:44:52-03","MBM","MBM","33836","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Enéas Marques","-53.1643981933594","-25.9421997070312",NA,NA,"MBM033836","MBM033836","35175","Enéas Marques","Southern America",NA,NA,NA,NA,NA,NA,NA,"19120","auto",NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:44:52-03","MBM","MBM","15624","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,"MBM015624","MBM015624","23150","Rio Ocuí","Southern America",NA,NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:44:52-03","MBM","MBM","12229","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,"MBM012229","MBM012229","22598","Rio Espingarda","Southern America",NA,NA,NA,NA,NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:44:52-03","MBM","MBM","219591","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Soares, A.; Maschio, W.; Soares, A.; Maschio, W.",NA,NA,NA,"Brazil","Paraná","Três Barras do Paraná","-53.1808013916016","-25.4188995361328",NA,NA,"MBM219591","MBM219591","2141","Cânio do Rio Guarani","Southern America",NA,NA,NA,NA,NA,NA,NA,"20611","auto",NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:44:52-03","MBM","MBM","238388","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Smith, S.F.",NA,NA,NA,"Rossato, M.; et al.; et al.",NA,NA,NA,"Brazil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"MBM238388","MBM238388","13334","Pedra do Segredo","Southern America",NA,NA,NA,NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:44:52-03","MBM","MBM","252212","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Smith, S.F.",NA,NA,NA,"Wasum, R.",NA,NA,NA,"Brazil","Rio Grande do Sul","Jaquirana","-50.3577995300293","-28.8847007751465",NA,NA,"MBM252212","MBM252212","357","Barra do Arroio dos Novilhos","Southern America",NA,NA,NA,NA,NA,NA,NA,"31282","auto",NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:44:52-03","MBM","MBM","183383","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.",NA,NA,NA,"Brazil","Rio Grande do Sul","Piratini","-53.1041984558105","-31.4480991363525",NA,NA,"MBM183383","MBM183383","1499","Rio Piratini","Southern America",NA,NA,NA,NA,NA,NA,NA,"62286","auto",NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:44:52-03","MBM","MBM","116704","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Klein, R.",NA,NA,NA,"Klein, R.; et al.; et al.",NA,NA,NA,"Brazil","Rio Grande do Sul","Quaraí","-56.4514007568359","-30.3875007629395",NA,NA,"MBM116704","MBM116704","11940","Galeria de um afluente do Rio Quaraí","Southern America",NA,NA,NA,NA,NA,NA,NA,"74636","auto",NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:44:52-03","MBM","MBM","148355","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Smith, S.F.",NA,NA,NA,"Wasum, R.; et al.; et al.",NA,NA,NA,"Brazil","Rio Grande do Sul","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,NA,"MBM148355","MBM148355","8002","Jari, Santana","Southern America",NA,NA,NA,NA,NA,NA,NA,"59498","auto",NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:44:52-03","MBM","MBM","99818","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Sobral, M.",NA,NA,NA,"Sobral, M.",NA,NA,NA,"Brazil","Rio Grande do Sul","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,"MBM099818","MBM099818","3355","Arroio Touro Passo","Southern America",NA,NA,NA,NA,NA,NA,NA,"93142","auto",NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:44:52-03","MBM","MBM","154769","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Guimarães, D.; Hatschbach, M.; Guimarães, D.",NA,NA,NA,"Brazil","Santa Catarina","Itapiranga","-53.7122001647949","-27.1693992614746",NA,NA,"MBM154769","MBM154769","56412","Rio Pipiri-Guaçu, próximo a barra","Southern America",NA,NA,NA,NA,NA,NA,NA,"18767","auto",NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:44:52-03","MBM","MBM","106497","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,"Barnardi, M.",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,"MBM106497","MBM106497","18082",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:44:52-03","MBM","MBM","30731","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,"Quarín, C.; et al.; et al.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,"MBM030731","MBM030731","913",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:44:52-03","MBM","MBM","10887","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,"Lindeman, J.; Haas, H.; Haas, H.",NA,NA,NA,"Brazil","Paraná","Matelândia","-53.9963989257812","-25.2408008575439",NA,NA,"MBM010887","MBM010887","3494","Rio Iguaçu","Southern America",NA,NA,NA,NA,NA,NA,NA,"40323","auto",NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:44:52-03","MBM","MBM","394805","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Felitto, G.","2015",NA,NA,"Felitto, G.","2014",NA,NA,"Brazil","Paraná","Nova Cantu","-52.5694007873535","-24.6730995178223",NA,NA,"MBM394805","MBM394805","898",NA,"Southern America",NA,NA,"Árvore, 12m, frutos marrom esverdeados.; Floresta Estacional Semidecidual.",NA,NA,NA,NA,"19858","auto",NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:44:52-03","MBM","MBM","203121","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.; et al.; et al.",NA,NA,NA,"Brazil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"MBM203121",NA,"5466","Rod. BR-153, ao N do Rio Camapuã","Southern America",NA,NA,NA,NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:44:52-03","MBM","MBM","254680","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Garcia, E.N.",NA,NA,NA,"Garcia, E.N.; et al.; et al.",NA,NA,NA,"Brazil","Rio Grande do Sul","Santana da Boa Vista","-53.1152992248535","-30.8719005584717",NA,NA,"MBM254680",NA,"262","Serra do Apertado","Southern America",NA,NA,NA,NA,NA,NA,NA,"47489","auto",NA,NA,NA,NA,NA,NA
"139","2008-11-26 15:59:59-02","MNHN","RECOLNAT_MNHN_P","P00393682","PreservedSpecimen",NA,"Sapotaceae","Lucuma","neriifolia","Lucuma neriifolia","Hook. & Arn.",NA,NA,NA,NA,NA,NA,NA,NA,"Argentine",NA,NA,NA,NA,NA,NA,"P00393682",NA,NA,"République Argentine",NA,"xy",NA,"Récolement : 13 C <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00393682' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2008-12-03 16:08:53-02","MNHN","RECOLNAT_MNHN_P","P00393678","PreservedSpecimen",NA,"Sapotaceae","Lucuma","sellowii","Lucuma sellowii","A.DC.",NA,NA,NA,NA,"Zorilla, D.",NA,NA,NA,"Uruguay",NA,NA,NA,NA,NA,NA,"P00393678",NA,NA,"Paysandu ; Sta Ysabel",NA,"xy",NA,"Cat. des bois : B 6253 / Catalogue, mention en marge : 1999 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00393678' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20"
"141","2015-05-29 10:12:30-03","MNHN","RECOLNAT_MNHN_P","P00393689","PreservedSpecimen",NA,"Sapotaceae","Lucuma","sellowii","Lucuma sellowii","A.DC.",NA,NA,NA,NA,"Zorilla, D.",NA,NA,NA,"Uruguay",NA,NA,NA,NA,NA,NA,"P00393689",NA,NA,"Ste Isabel ; Paysandir ; Républica Oriental del Uruguay",NA,"xy",NA,"Numéro sur le bois ou l'étiquette : 6253 [2] / Récolement : 15 [E] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00393689' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2015-09-25 17:34:04-03","MNHN","RECOLNAT_MNHN_P","P00648048","PreservedSpecimen",NA,"Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,"Gaudichaud, C.","1833",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"P00648048","P00648048_01",NA,"Province du Rio Grande",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648048' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"722"
"143","2015-09-26 22:46:26-03","MNHN","RECOLNAT_MNHN_P","P00648049","PreservedSpecimen",NA,"Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,"Gaudichaud, C.","1833",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"P00648049","P00648049_01",NA,"Province du Rio Grande",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648049' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"722"
"144","1995-11-27 14:16:38-02","MNHN","RECOLNAT_MNHN_P","P00648050","PreservedSpecimen",NA,"Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,"Sellow, F.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"P00648050","P00648050_01 P00648050_02",NA,"Rio Negro",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648050' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1727"
"145","2015-09-25 17:12:06-03","MNHN","RECOLNAT_MNHN_P","P00648051","PreservedSpecimen",NA,"Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,"Sellow, F.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"P00648051","P00648051_01",NA,"Brasilia",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648051' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2015-09-04 14:28:20-03","MNHN","RECOLNAT_MNHN_P","P00648052","PreservedSpecimen",NA,"Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,"Sellow, F.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"P00648052","P00648052_01",NA,"Brasilia",NA,"hb",NA,"Donné par le Museum Bot. de Berlin. 1861 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648052' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
