"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","individualCount","class","order","typeStatus","relatedCatalogItem","sex"
"48","2021-02-25 10:12:42-03","CVRD","CVRD","3708","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teixeira","Domingos A. Folli","1992","01","22","Folli, D.A.","1565","1992","01","22","América do Sul","BRASIL","ES","Linhares","Próximo à Quarentena. Coleta de flor DAF.1413","-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Canela do nativo","CVRD003708","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
"49","2021-02-25 10:12:42-03","CVRD","CVRD","3418","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teixeira","Domingos A. Folli","1991","11","20","Folli, D.A.","1413","1991","09","18","América do Sul","BRASIL","ES","Linhares","Próximo a quarentona. Coleta de fruto DAF.1565","-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Canela do nativo","CVRD003418","auto",NA,NA,NA,NA,"CVRD003418",NA,"Magnoliopsida","Laurales",NA,NA,NA
"50","2021-02-25 10:12:42-03","CVRD","CVRD","13481","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teixeira","Moraes, P.L.R.","2011","10","03","P.L.R. Moraes; J.G. Rohwer","3188","2011","09","07","América do Sul","BRASIL","ES","Linhares",NA,"-40.064806","-19.149944",NA,"<ll>dwc_commonname:</ll> Canela do nativo","CVRD013481",NA,"40°03'53,3W","19°08'59,8S","63","63",NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
"51","2021-02-25 10:12:42-03","CVRD","CVRD","15238","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teixeira","Domingos A. Folli","2015","02","02","Folli, D.A.","7329","2015","01","30","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Canela do nativo","CVRD015238","auto",NA,NA,"21","21","CVRD015238",NA,"Magnoliopsida","Laurales",NA,NA,NA
"52","2021-02-25 10:12:42-03","CVRD","CVRD","950","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teixeira","Henk van der Werff","1991","11","30","Silva, I.A.","345","1982","09","23","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Canela do nativo","CVRD000950","auto",NA,NA,NA,NA,"CVRD000950",NA,"Magnoliopsida","Laurales","PARATYPUS",NA,NA
"53","2021-02-25 10:12:42-03","CVRD","CVRD","15468","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teixeira","Pedro L.R. Moraes","2014","09","23","P.L.R. Moraes, M.C. Vergne, M.C. Cruz","3715","2014","09","23","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","Árvore 25 m, flores amareladas, pedúnculos arroxeados. <ll>dwc_commonname:</ll> Canela do nativo","CVRD015468","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
"54","2021-02-25 10:12:42-03","CVRD","CVRD","9085","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teixeira","Domingos A. Folli","2005","02","21","Siqueira, G.S.","159","2005","02","21","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Canela do nativo","CVRD009085","auto",NA,NA,NA,NA,"CVRD009085",NA,"Magnoliopsida","Laurales",NA,NA,NA
"55","2021-02-25 10:12:42-03","CVRD","CVRD","3492","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teixeira","Oberdan J. Pereira","1992","09","15","Souza, V.D.","209","1991","10","14","América do Sul","BRASIL","ES","Linhares","Próximo a estrada indo para a praia, lado direito.","-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Canela do nativo","CVRD003492","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
"56","2021-02-25 10:12:42-03","CVRD","CVRD","15280","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teixeira","Geovane S. Siqueira","2015","04","09","Siqueira, G.S.","1070","2015","04","09","América do Sul","BRASIL","ES","Linhares","proximo a lagoa do jacaré","-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Canela do nativo","CVRD015280","auto",NA,NA,"45","45",NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
"57","2021-02-25 10:12:42-03","CVRD","CVRD","4043","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teixeira","Domingos A. Folli","1992","10","27","Folli, D.A.","1711","1992","10","27","América do Sul","BRASIL","ES","Linhares","Próximo ao Rio Doce.","-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Canela do nativo","CVRD004043","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
"58","2019-11-13 11:21:18-03","USP","SPF","176626","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teix.","Assis, LCS","2006","07",NA,"Assis, LCS","1169","2006","07","07",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.073694","-19.153056",NA,NA,"SPF00176626",NA,"-40.073694","-19.153056","78","78",NA,NA,NA,NA,NA,NA,NA
"59","2019-11-13 11:21:18-03","USP","SPF","175885","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teix.","Werff, H van der","1990","06",NA,"Folli, DA","334","1981","10","22",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096","48094",NA,"SPF00175885","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-13 11:21:18-03","USP","SPF","175886","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teix.","Folli, DA","2005","02",NA,"Siqueira, GS","159","2005","02","21",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096","48094",NA,"SPF00175886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-13 11:21:18-03","USP","SPF","175887","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teix.","Folli, DA","1992","01",NA,"Folli, DA","1565","1992","01","22",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096","48094",NA,"SPF00175887","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-10-07 09:23:09-03","UEFS","HUEFS","165145","PreservedSpecimen","Plantae","Angiospermae","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.",NA,NA,NA,NA,"Souza, V. de","209","1991","10","14",NA,"Brasil","Espírito Santo","Linhares","Reserva Biológica de Comboio - IBAMA - Regência. Próximo a estrada indo a praia, lado direito.","-40.0722007751465","-19.3910999298096","48094",NA,"HUEFS0165145","auto",NA,NA,NA,NA,"HUEFS0165145",NA,"Magnolianae","Laurales",NA,NA,NA
"63","2019-10-07 09:23:09-03","UEFS","HUEFS","165144","PreservedSpecimen","Plantae","Angiospermae","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.",NA,NA,NA,NA,"Siqueira, G.S.","159","2005","02","21",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada Bambacospis","-40.0722007751465","-19.3910999298096","48094","Mussununga","HUEFS0165144","auto",NA,NA,NA,NA,"HUEFS0165144",NA,"Magnolianae","Laurales",NA,NA,NA
"64","2020-07-23 12:09:46-03","CEPLAC","CEPEC","44926","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis",NA,"P. L. R. de Moraes",NA,NA,NA,"L. A. Mattos-Silva","2665","1989","03","30",NA,"Brasil","Bahia","PRADO","Estrada Prado/Cumuruxatiba, margeando o litoral, Km 16.","-39.2207984924316","-17.341100692749","53161",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/09/2008",NA
"65","2020-07-23 12:09:46-03","CEPLAC","CEPEC","36324","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis",NA,"Pedro Moraes",NA,NA,NA,"I. A. Silva","345","1982","09","23",NA,"Brasil","Espírito Santo","LINHARES","Reserva Florestal da CVRD. Est. MAC. P. DE SAPO, ant. 161, Km 0,072 L. Direito.","-40.0722007751465","-19.3910999298096","48094",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/07/2008",NA
"66","2019-05-06 11:58:27-03","UFU","HUFU","26116","S","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teix.","Baitello, J.B.","1989",NA,NA,"Weindberg, B.","3500","1986","10",NA,NA,"Brasil","Espírito Santo","Vitória","Interlagos II, Área loteada e beneficiada.","-40.3377990722656","-20.3194007873535","15291","Paratype.; Árvore adulta, única em todo litoral (área loteada e beneficiada), 5 metros de altura, copa cônica regular pouco resistente.; Restinga.","HUFU00070258","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Paratype",NA,NA
"67","2021-03-04 15:44:24-03","IF","SPSF","17175","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis",NA,NA,NA,NA,NA,"O.J.Pereira","2495","1992","01","07","América do Sul","Brasil","ES","Aracruz","Comboios","-40.2733001708984","-19.8202991485596","37987","COLETA: XLS: SPSFAntigo; GEOGRAFIA: restinga&nf;;",NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
"68","2021-03-04 15:44:24-03","IF","SPSF","17153","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis",NA,NA,NA,NA,NA,"O.J.Pereira","3379","1994","05","05","América do Sul","Brasil","ES","Aracruz","Retiro","-40.2733001708984","-19.8202991485596","37987","COLETA: XLS: SPSFAntigo;",NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
"69","2021-03-04 15:44:24-03","IF","SPSF","17129","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis",NA,NA,NA,NA,NA,"O.J.Pereira","2883","1992","02","27","América do Sul","Brasil","ES","Conceiçao da Barra","Aracruz Celulose","-39.7322006225586","-18.5932998657227","41644","COLETA: XLS: SPSFAntigo; GEOGRAFIA: restinga&nf;;",NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
"70","2021-03-04 15:44:24-03","IF","SPSF","17174","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis",NA,NA,NA,NA,NA,"O.J.Pereira","4195","1992","11","25","América do Sul","Brasil","ES","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227","41644","COLETA: XLS: SPSFAntigo;",NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
"71","2021-03-04 15:44:24-03","IF","SPSF","17152","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis",NA,NA,NA,NA,NA,"O.J.Pereira",NA,"1992","06","10","América do Sul","Brasil","ES","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227","41644","COLETA: XLS: SPSFAntigo;",NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
"72","2021-03-04 15:44:24-03","IF","SPSF","53650","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","((Coe-Teix.) & J.B. Baitello)","P.Moraes","2014","09","23","P.L.R. de Moraes & M.C.Vergne & M.Cruz","3715","2014","09","23","América do Sul","Brasil","ES","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096","48094","COLETA: Árvore de 25m de altura. Flores amareladas. Pedúnculos arroxeados.; GEOGRAFIA: Estrada Mantegueira.;",NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
"73","2021-03-04 15:44:24-03","IF","SPSF","11273","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","((Coe-Teix.) & J.B. Baitello)","J.B. Baitello","1989","06","16","B.Weinberg","3500","1986","10","01","América do Sul","Brasil","ES","Vila Velha","Interlagos II","-40.2924995422363","-20.3297004699707","27156","COLETA: Árvore de 5m de altura, adulta, única em todo o litoral (área loteada e beneficiada). Copa cônica regular, pouco resistente. Heliófita. (Mesma planta descrita na dissertação com material depositado).; GEOGRAFIA: Restinga;",NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales","Parátipo",NA,NA
"74","2021-03-04 15:44:24-03","IF","SPSF","11998","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis",NA,"J.B.Baitello","2017","05","15","O.J. Pereira et al.","1205","1987","10","21","América do Sul","Brasil","ES","Vila Velha","Jacaranema","-40.2924995422363","-20.3297004699707","27156","COLETA: Arbusto de 4m de altura. Pedicelos avermelhados. Folhas discolores, face abaxial azulada.; GEOGRAFIA: Restinga.;",NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales","Parátipo",NA,NA
"75","2021-03-04 15:44:24-03","IF","SPSF","17196","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis",NA,NA,NA,NA,NA,"O.J.Pereira","1832","1988","09","27","América do Sul","Brasil","ES","Vila Velha","Reserva Ecologica de Jacarenema","-40.2924995422363","-20.3297004699707","27156","COLETA: XLS: SPSFAntigo; GEOGRAFIA: restinga&nf;;",NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
"76","2021-03-04 15:44:24-03","IF","SPSF","17189","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis",NA,NA,NA,NA,NA,"O.J.Pereira","2395","1991","10","30","América do Sul","Brasil","ES","Vitória","Regencia Linhares","-40.3377990722656","-20.3194007873535","15291","COLETA: XLS: SPSFAntigo; GEOGRAFIA: restinga&nf;;",NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
"77","2021-03-04 15:44:24-03","IF","SPSF","15987","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis",NA,NA,NA,NA,NA,"L.A.M.Silva","2665","1989","03","30","América do Sul","Brasil","BA","Prado","capoeira","-39.2207984924316","-17.341100692749","53161","COLETA: XLS: SPSFAntigo;",NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
"78","2021-03-04 15:44:24-03","IF","SPSF","17151","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis",NA,NA,NA,NA,NA,"O.J.Pereira","3310","1992","04","15","América do Sul","Brasil","ES","Conceição da Barra","Aracruz Celulose","-39.7322006225586","-18.5932998657227","41644","COLETA: XLS: SPSFAntigo; GEOGRAFIA: restinga&nf;;",NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
"79","2021-03-04 15:44:24-03","IF","SPSF","09358","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis",NA,"S.Madriñán",NA,NA,NA,"I.A.Silva","345","1982","09","23","América do Sul","Brasil","ES","Linhares","Reserva Florestal da C.V.R.D.","-40.0722007751465","-19.3910999298096","48094","COLETA: Árvore de aprox. 8m de altura. Fuste aprox. 2m. DAP 11cm. Diâmetro da copa de aprox. 3m. Flor na cor creme. Botão verde. Fuste cilíndrico e casca áspera. Conf. S. Madriñán, trata-se de híbrido com R. macrocalyx (Meisn.)Rohwer ex Madriñán.; GEOGRA",NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales","Parátipo",NA,NA
"80","2021-03-04 15:44:24-03","IF","SPSF","11997","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis",NA,NA,NA,NA,NA,"O.J.Pereira","181","1982","09","21","América do Sul","Brasil","ES","Vila Velha","Interlagos","-40.2924995422363","-20.3297004699707","27156","COLETA: XLS: SPSFAntigo; GEOGRAFIA: restinga&nf;;",NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
"81","2021-03-04 15:44:24-03","IF","SPSF","51287","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.","P.L.R. de Moraes","2015","01","27","P.L.R. de Moraes & H. van der Werff & T.A. Pontes & M. Cruz","4702","2015","01","27","América do Sul","Brasil","ES","Santa Teresa","Reserva Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617","23813","COLETA: Árvore 25m, flores brancas, frutos jovens.;",NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
"82","2021-03-04 15:44:24-03","IF","SPSF","11277","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis",NA,"J.B.Baitello","1990","07","10","B.Weinberg","102","1980","10","01","América do Sul","Brasil","ES","Vila Velha",NA,"-40.2924995422363","-20.3297004699707","27156","COLETA: XLS: SPSFAntigo&nf;Arvoreta 4m, ameaçada de exterminio pela exploração imobiliária; GEOGRAFIA: Restinga de Interlagos II;",NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales","Holótipo",NA,"Feminino"
"83","2021-03-04 15:44:24-03","IF","SPSF","16819","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","((Coe-Teix.) & J.B. Baitello)","J.B. Baitello","2017","05","15","B.Weinberg","3500A","1986","10","31","América do Sul","Brasil","ES","Vila Velha","Interlagos II","-40.2924995422363","-20.3297004699707","27156","COLETA: Arvoreta com flores.; GEOGRAFIA: Restinga.;",NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales","Parátipo",NA,NA
