"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","year","month","continentOcean","country","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","recordNumber","day","stateProvince","county","coordinatePrecision","geoFlag","yearIdentified","infraspecificEpithet","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","01093082","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","xantholasia","Leandra xantholasia","(DC.) Cogn.",NA,"A. K. A. dos Santos","2006","02","South America","Brazil","Catolés/Abaíra, entre as Anaguinhas e a Chácara Bem Querer.","-41.8975","-13.2578","1364","1364","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1247025' target='other'> <mi>dwc_moreinfo</mi></a>","NY01093082","NY01093082_01",NA,"799","09","Bahia","Piatã",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","520829","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","xantholasia","Leandra xantholasia","(DC.) Cogn.",NA,"E. P. Heringer","1945","02","South America","Brazil","Serra da Grama","-42.471456","-20.749639",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=244649' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520829","NY00520829_01","A. C. Brade","2152","27","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","520843","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","xantholasia","Leandra xantholasia","(DC.) Cogn.",NA,"P. A. Munz","1939","01","South America","Brazil","Morunby","-46.715991","-23.599038",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552838' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520843","NY00520843_01","M. Reginato","15404","04","São Paulo","Sao Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01093079","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","xantholasia","Leandra xantholasia","(DC.) Cogn.",NA,"A. K. A. dos Santos","2005","07","South America","Brazil","Gerais do Porco Gordo.","-41.7531","-13.4428","1226","1226","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1246947' target='other'> <mi>dwc_moreinfo</mi></a>","NY01093079","NY01093079_01","A. K. A. dos Santos","406","27","Bahia","Rio de Contas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02098791","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","xantholasia","Leandra xantholasia","(DC.) Cogn.",NA,"M. Reginato","2010","01","South America","Brazil","Macaé de Cima, Estrada para o Sítio Sopronitis","-42.5311012268066","-22.2819004058838",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084739' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098791","NY02098791_01","M. Reginato","1132","22","Rio de Janeiro","Nova Friburgo","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:31:23-03","UFRJ","RFA","2728","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","xantholasia","Leandra xantholasia","(DC.) Cogn.",NA,"J.T. Moura","1888","02",NA,"Brasil","Serra dos Órgãos","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA45294",NA,NA,NA,NA,"Rio de Janeiro","Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:31:23-03","UFRJ","RFA","2722","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","xantholasia","Leandra xantholasia","(DC.) Cogn.",NA,"P. Occhioni","1957","06",NA,"Brasil",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,"Arbusto","RFA45296",NA,"J.J. Wurdack","1408","20","Rio de Janeiro","Teresópolis","38539","auto","1975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:44:24-03","EAO","IAN","81494","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana setulosa","Cogn.",NA,"Gardner, A",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN081494",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"setulosa",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:44:24-03","EAO","IAN","81494","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana setulosa","Cogn.",NA,"Gardner, A",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN081494",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"setulosa",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:03:07-03","NBC","NL-BOTANY","L.2534251","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","xantholasia","Leandra xantholasia","Cogn.",NA,"Glaziou AFM","1888","01","Southern America","Brazil","Prov. Rio de Janeiro.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534251 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534251","NL-L2534251",NA,NA,"01",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:03:07-03","NBC","NL-BOTANY","L.2534253","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","xantholasia","Leandra xantholasia","Cogn.",NA,"Cogniaux CA",NA,NA,"Southern America","Brazil","Rio Janeiro.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534253 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534253","NL-L2534253",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:13:28-03","ESALQ","ESA","35867","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","(Cham.) Cogn.",NA,"Souza, J.P. et al.","1996","12",NA,"Brasil",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"ESA035867","ESA035867","Goldenberg, R.","816.0","12","São Paulo","Cunha","38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-14 15:31:36-03","MN","R","9434","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","xantholasia","Leandra xantholasia","Cogn.",NA,"Glaziou, A.F.M.","1883","01",NA,"Brasil",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,"Plantas do Brasil Central","R000009434","R000009434_001 R000009434_002",NA,"16838","20","Rio de Janeiro","Nova Friburgo","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-20 21:18:20-03","UFV","VIC","12458","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","xantholasia","Leandra xantholasia","(DC.) Cogn.",NA,"Heringer, E.P.","1945","11",NA,"Brasil","Fazenda do Sertão","-43.2655982971191","-21.5877990722656",NA,NA,NA,NA,"VIC012458",NA,NA,"s.n.","27","Minas Gerais","Coronel Pacheco","10350","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-30 18:32:27-03","UFJF","CESJ","66962","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"B. Moreira; L.C.D.Dias","2015","01","América do Sul","Brasil","Parque Estadual do Ibitipoca, Nanofloresta nebular, próxima ao lago dos espelhos","-42.91","-21.700556","1400","1400",NA,"Árvore, ca. 3m, flores brancas, estames rosa. Interior de mata","CESJ066962",NA,"B. Moreira","131","20","Minas Gerais","Lima Duarte",NA,NA,"2015",NA,NA,"02","10","-42.91","-21.700556",NA,NA,NA
"26","2019-11-21 14:39:30-03","UFJF","CESJ","41242","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Leandra","xantholasia","Leandra xantholasia","Cogn.",NA,"F.R.G. Salimena; P.H. Nobre","2003","11","América do Sul","Brasil","Serra Negra, Fazenda da Tiririca.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Beira da estrada, flores amareladas, pétalas alvas, tricomas vináceos. Próximo ao curso d'água.","CESJ041242",NA,"R. Goldenberg","1118",NA,"Minas Gerais","Rio Preto","20815","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:34:15-03","UNICAMP","UEC","10543","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Cruz, ND; Shepherd, GJ","1978","11",NA,"Brazil","Serra do Caraça, ca. de 70 km a sudeste de Belo Horizonte, em direção a carapuça.",NA,NA,"1500","1700",NA,"Arbusto até 2m. Flores com estames rosados.","UEC022547","UEC022547","Chiea, SAC","6435","18","Minas Gerais",NA,NA,NA,"1997",NA,NA,"05",NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:34:15-03","UNICAMP","UEC","82060","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Simão-Bianchini, R; Ferreira, GMP; Neves, LF; Garcia, RJF","1996","01",NA,"Brazil","Clube da Mata Ana Paula, estrada Pedro Tico 4000 - Cipó - 496-2565.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Arbusto, ramos escandentes, 1 m de altura. Sépalas e pétalas cremes, filetes e anteras amarelas. Frutos maduros negros, adocicados.","UEC050190","UEC050190","Souza, MLDR; Baumgratz, JFA","883","17","São Paulo","São Paulo","53584","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:34:15-03","UNICAMP","UEC","82066","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Simão-Bianchini, R; Ferreira, GMP; Neves, LF; Garcia, RJF","1996","01",NA,"Brazil","Clube da Mata Ana Paula. Estrada Pedro Tico 4000 - Cipó - 496-2565.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Arbusto ca. 1 m de altura. Flores alvas, frutos jovens com sépalas vináceas; frutos maduros roxo enegrescidos, doces.","UEC050245","UEC050245","Souza, MLDR; Baumgratz, JFA","866","17","São Paulo","São Paulo","53584","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:34:15-03","UNICAMP","UEC","11147","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Davis, PH; Giulietti, AM; et al.","1976","09",NA,"Brazil","Near Paranapiacaba, on Santos-Santo Andre road.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Low shrub, 0,5 m. Petals white.; Open bushy slopes by rain forest.","UEC050246","UEC050246","Souza, MLDR; Baumgratz, JFA","D60495","03","São Paulo","São Paulo","53584","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2014-10-14 15:56:52-03","BS","M","M-0173422","S","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","xantholasia","Leandra xantholasia","Cogn.","NOTATYPE","Martius, C.F.P. von",NA,NA,NA,"Brasil","Habitat in sylvis umbrosis altis montanis M. fractus S. dos Orgaos. Provinciae Sebastianopolitanae.",NA,NA,NA,NA,NA,NA,"M0173422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:34:16-03","MBM","MBM","27651","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana setulosa","Cogn.",NA,"Santos, E.; Flaster, B.; Flaster, B.",NA,NA,"Southern America","Brazil","Fazenda do Campo, Friburgo - Sumidoro","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"MBM027651","MBM027651","Wurdack, J.J.","2215",NA,"Rio de Janeiro","Nova Friburgo?","33190","auto",NA,"setulosa",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:34:16-03","MBM","MBM","171513","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana setulosa","Cogn.",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.",NA,NA,"Southern America","Brazil","Alto Bananal","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,"MBM171513","MBM171513","Wurdack, J.J.","61511",NA,"Espírito Santo","Venda Nova do Imigrante","15909","auto",NA,"setulosa",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:34:16-03","MBM","MBM","27651","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana setulosa","Cogn.",NA,"Santos, E.; Flaster, B.; Flaster, B.",NA,NA,"Southern America","Brazil","Fazenda do Campo, Friburgo - Sumidoro","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"MBM027651","MBM027651","Wurdack, J.J.","2215",NA,"Rio de Janeiro","Nova Friburgo?","33190","auto",NA,"setulosa",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:34:16-03","MBM","MBM","171513","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana setulosa","Cogn.",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.",NA,NA,"Southern America","Brazil","Alto Bananal","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,"MBM171513","MBM171513","Wurdack, J.J.","61511",NA,"Espírito Santo","Venda Nova do Imigrante","15909","auto",NA,"setulosa",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:34:24-03","MBM","MBM","97844","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","xantholasia","Leandra xantholasia","(DC.) Cogn.",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.",NA,NA,"Southern America","Brazil","Rod. BR-262","-42.0335998535156","-20.2581005096436",NA,NA,NA,NA,"MBM097844","MBM097844","Wurdack, J.J.","48594",NA,"Minas Gerais","Manhuaçu","32626","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-07-21 15:28:30-03","MNHN","RECOLNAT_MNHN_P","P00117374","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Glaziou, A.","1876","2",NA,"Brésil","Province de Rio de Janeiro: Theresopolis, à Quebra Frasco",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117374' target='other'> <mi>dwc_moreinfo</mi></a>","P00117374","P00117374_01","Wurdack",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8692 a",NA,NA
"38","2016-07-21 15:28:32-03","MNHN","RECOLNAT_MNHN_P","P00117375","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.","type","Sello, F.",NA,NA,NA,"Brésil","Brasilia",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117375' target='other'> <mi>dwc_moreinfo</mi></a>","P00117375","P00117375_01","Cogniaux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"425",NA,NA
"39","2016-07-21 15:28:33-03","MNHN","RECOLNAT_MNHN_P","P00117376","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana setulosa","Cogn.","type","Warming, E.",NA,NA,NA,"Brésil","ad Lagoa Santa",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117376' target='other'> <mi>dwc_moreinfo</mi></a>","P00117376","P00117376_01","Cogniaux",NA,NA,NA,NA,NA,NA,NA,"setulosa",NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-07-21 15:28:35-03","MNHN","RECOLNAT_MNHN_P","P00117377","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana setulosa","Cogn.","type","Gardner, G.","1838",NA,NA,"Brésil","Monts Organ / Serra dos Orgaos",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117377' target='other'> <mi>dwc_moreinfo</mi></a>","P00117377","P00117377_01","Cogniaux",NA,NA,NA,NA,NA,NA,NA,"setulosa",NA,NA,NA,NA,NA,"385",NA,NA
"41","2015-09-05 08:23:00-03","MNHN","RECOLNAT_MNHN_P","P00506520","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana setulosa","Cogn.","type","Gardner, G.","1838",NA,NA,"Brésil","Monts Organ / Serra dos Orgaos",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00506520' target='other'> <mi>dwc_moreinfo</mi></a>","P00506520","P00506520_01",NA,NA,NA,NA,NA,NA,NA,NA,"setulosa",NA,NA,NA,NA,NA,"385",NA,NA
"42","2016-07-21 15:28:33-03","MNHN","RECOLNAT_MNHN_P","P00117376","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana setulosa","Cogn.","type","Warming, E.",NA,NA,NA,"Brésil","ad Lagoa Santa",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117376' target='other'> <mi>dwc_moreinfo</mi></a>","P00117376","P00117376_01","Cogniaux",NA,NA,NA,NA,NA,NA,NA,"setulosa",NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-07-21 15:28:35-03","MNHN","RECOLNAT_MNHN_P","P00117377","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana setulosa","Cogn.","type","Gardner, G.","1838",NA,NA,"Brésil","Monts Organ / Serra dos Orgaos",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117377' target='other'> <mi>dwc_moreinfo</mi></a>","P00117377","P00117377_01","Cogniaux",NA,NA,NA,NA,NA,NA,NA,"setulosa",NA,NA,NA,NA,NA,"385",NA,NA
"44","2015-09-05 08:23:00-03","MNHN","RECOLNAT_MNHN_P","P00506520","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana setulosa","Cogn.","type","Gardner, G.","1838",NA,NA,"Brésil","Monts Organ / Serra dos Orgaos",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00506520' target='other'> <mi>dwc_moreinfo</mi></a>","P00506520","P00506520_01",NA,NA,NA,NA,NA,NA,NA,NA,"setulosa",NA,NA,NA,NA,NA,"385",NA,NA
"45","2020-12-11 11:38:14-03","UFMG","BHCB","197766","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Rezende, SG; Justo, AG","2018","05","Southern America","Brasil","Serra do Gandarela","-43.657778","-20.109167","1386","1386",NA,"Subarbusto; Capão de mata sobre canga","BHCB197766",NA,NA,"6842","17","Minas Gerais","Rio Acima",NA,NA,NA,NA,NA,NA,NA,"-43.657778","-20.109167",NA,NA,NA
"46","2020-12-11 11:38:14-03","UFMG","BHCB","7963","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Grandi, TSM; et al.","1986","10","Southern America","Brasil","Serra da Piedade","-43.666667","-19.816667",NA,NA,NA,"Campo;sub-arbusto;",NA,NA,NA,"91","07","Minas Gerais","Caeté",NA,NA,NA,NA,NA,NA,NA,"-43.666667","-19.816667",NA,NA,NA
"47","2020-12-11 11:38:14-03","UFMG","BHCB","9157","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Grandi, TSM; et al.","1986","10","Southern America","Brasil","Serra da Piedade","-43.666667","-19.816667",NA,NA,NA,"Campo;sub-arbusto;",NA,NA,NA,"91","07","Minas Gerais","Caeté",NA,NA,NA,NA,NA,NA,NA,"-43.666667","-19.816667",NA,NA,NA
