"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","885783","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Simira","viridiflora","Simira viridiflora","(K.Schum.) Steyerm.","J. M. A. Braga","J. M. A. Braga","7382","2004","01","29","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes, Prainha, Área de Proteção Ambiental da Prainha, proximidades do topo do Morro da Boa Vista","-43.2075","-22.9031","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008370' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885783","NY00885783_01","250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:28:17-03","NBC","NL-BOTANY","L.1079462","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Sickingia","oliveri","Sickingia oliveri","K.Schum.",NA,"Servico Florestal Brazil",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1079462 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1079462","NL-L1079462",NA,NA,NA,NA,"Magnoliopsidae","Uw12346",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:28:17-03","NBC","NL-BOTANY","L.1079463","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Sickingia","oliveri","Sickingia oliveri","K.Schum.",NA,"Servico Florestal Brazil",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1079463 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1079463","NL-L1079463",NA,NA,NA,NA,"Magnoliopsidae","Uw12346",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:28:17-03","NBC","NL-BOTANY","L.1079471","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Sickingia","oliveri","Sickingia oliveri","K.Schum.",NA,"Servico Florestal Brazil",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1079471 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1079471","NL-L1079471",NA,NA,NA,NA,"Magnoliopsidae","Uw12346",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:28:17-03","NBC","NL-BOTANY","U 0255031","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Sickingia","oliveri","Sickingia oliveri","K.Schum.",NA,"Servico Florestal Brazil",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200255031 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0255031",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12346",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:28:17-03","NBC","NL-BOTANY","U.1574077","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Simira","oliveri","Simira oliveri","(K.Schum.) Steyerm.","Delprete PG","Kuhlmann JG",NA,"1922","07","25","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1574077 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1574077","NL-U1574077",NA,NA,NA,NA,"Magnoliopsidae","U 0130100",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:33:24-03","MN","R","9923","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.","Silva Neto, S.J.","Glaziou, A.F.M.","12786","1881","10","26",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000009923","R000009923_001",NA,NA,NA,NA,NA,NA,"2000","08",NA,NA,NA,NA,NA,NA
"18","2019-07-26 11:41:16-03","IPA","IPA","10367","S","Plantae","Plantae",NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemao & Saldanha) Steyerm.","Barbosa, M.R.","Magalhães, M.","10367","1929","01","30","Southern America","Brasil","São Paulo","Ubatuba","Horto Florestal Tropical","-45.0699996948242","-23.4300003051758",NA,NA,"IPA0010367",NA,NA,NA,"34265","auto",NA,NA,"1990","02","20",NA,NA,NA,NA,NA
"19","2021-03-01 16:40:20-03","UNICAMP","UEC","160432","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(K.Schum.) Steyerm.","Marchiori, NM","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","69","2011","01","05",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.945278","-23.330333",NA,"Material vegetativo. Cerca de 8 m de altura e 3 indivíduos distribuídos em 1 ha.; Floresta Ombrófila Densa Montana.","UEC039452","UEC039452","999","999",NA,NA,NA,NA,"2011","05",NA,"-45.945278","-23.330333",NA,NA,NA
"20","2019-08-20 10:25:18-03","UNICAMP","UEC","147729","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(K.Schum.) Steyerm.","Jung-Mendaçolli, SL","Campos, MCR; Belinello, R; Assis, MA; Guaraldo, A","534","2006","05","08",NA,"Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,"indivíduo E0719, altura 18m","UEC100322","UEC100322",NA,NA,NA,NA,NA,NA,"2007","09",NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:40:20-03","UNICAMP","UEC","1436","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(K.Schum.) Steyerm.","Peixoto","Shepherd, GJ; et al.","10451","1979","10","06",NA,"Brazil","São Paulo","São Sebastião","estrada rio-santos, a 15 15 da cidade em direção á bertioga","-45.4099998474121","-23.7600002288818",NA,"árvore 8m, inflorescência jovens, botões verdes, folhas jovens avermelhadas","UEC118184","UEC118184",NA,NA,"41977","auto",NA,NA,"1981","12","10",NA,NA,NA,NA,NA
"22","2020-04-22 16:24:37-03","UFPB","JPB","53948","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.",NA,"Silva Neto, JS; et al.","1230","1998","11","18","Southern America","Brasil","Rio de Janeiro","Duque de Caxias","Reserva da Petrobrás, Trilha paralela a cerca que vai em direção ao ponto P4R.","-43.233333","-22.516667",NA,"; DESC: Árvore ciófila, ca. 12 m alt.; folhas concolores cartáceas; botões verde-claros; flores com cálice verde e corola verde-amarelada; frutos passados com valvas cor de palha seca.","JPB0053948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.233333","-22.516667",NA,NA,NA
"23","2020-04-22 16:24:37-03","UFPB","JPB","56066","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.","Gomes, M","Andreata, RHP","195","1981","11","25","Southern America","Brasil","Rio de Janeiro","Niterói","Pico Alto Moirão","-43.1035995483398","-22.88330078125",NA,"; DESC: Árvore, fruto pixídio marrom.","JPB0056066",NA,NA,NA,"14785","auto",NA,NA,"1992","08",NA,NA,NA,NA,NA,NA
"24","2020-04-27 16:11:31-03","UFES","VIES","33317","S","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.","F. Torres-Leite","Moreira, L.N.","79","2007","07","11",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","RPPN Cafundó.","-41.1128005981445","-20.8488998413086",NA,NA,"VIES033317",NA,NA,NA,"35694","auto",NA,NA,"2019","05","16",NA,NA,NA,NA,NA
"25","2020-06-29 09:32:02-03","UFRRJ","RBR","12077","S","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.",NA,"O.J. Pereira","3101","1992","03","25",NA,"Brasil","Espírito Santo","Espírito Santo","Área 135 da Aracruz Celulose S.A-Conceicão da Barra.",NA,NA,NA,NA,"RBR00012077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 09:32:02-03","UFRRJ","RBR","42874","S","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.","T.P.P. Alverga","T.P.P. Alverga",NA,"2015","05","28",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F126/38.","-43.451944","-22.918889",NA,NA,"RBR00042874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43º27'7''W","22º55'8''S",NA,NA,NA
"27","2020-06-29 09:32:02-03","UFRRJ","RBR","42875","S","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.","L.H. Soares","L.H. Soares",NA,"2015","06","12",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F04/26.","-43.544722","-22.827778",NA,NA,"RBR00042875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43º32'41''W","22º49'40''S",NA,NA,NA
"28","2020-06-29 09:32:02-03","UFRRJ","RBR","42876","S","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.","T.P.P. Alverga","T.P.P. Alverga",NA,"2015","05","28",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F56/33.","-43.311111","-22.926944",NA,NA,"RBR00042876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43º18'40''W","22º55'37''S",NA,NA,NA
"29","2020-06-29 09:32:02-03","UFRRJ","RBR","25870","S","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.","S.J. Silva-Neto","S.J. Silva-Neto","29","1992","05","31",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada para Boa Esperança, antes da bifurcação para o Colomi. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00025870",NA,NA,NA,"25743","auto",NA,NA,"2006","10","09",NA,NA,NA,NA,NA
"30","2020-06-29 09:32:02-03","UFRRJ","RBR","25874","S","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.","S.J. Silva-Neto","G.V. Somner","819","1994","02","10",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada para Boa Esperança, após a entrada (portão da CEDAE) da REBIO Tinguá. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00025874",NA,NA,NA,"25743","auto",NA,NA,"2006","10","09",NA,NA,NA,NA,NA
"31","2020-06-29 09:32:02-03","UFRRJ","RBR","25873","S","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.","S.J. Silva-Neto","L.S. Sylvestre","975","1994","02","09",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada para o Maciço. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00025873",NA,NA,NA,"25743","auto",NA,NA,"2006","10","09",NA,NA,NA,NA,NA
"32","2013-04-01 09:19:49-03","IPT","BCTW","2881","S","Plantae","Magnoliophyta",NA,NA,"Sickingia","oliveri","Sickingia oliveri","K. Schum.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2013-04-01 09:19:49-03","IPT","BCTW","58","S","Plantae","Magnoliophyta",NA,NA,"Sickingia","rubra","Sickingia rubra","(Mart.) K. Schum.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Tombos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2013-04-01 09:19:49-03","IPT","BCTW","4362","S","Plantae","Magnoliophyta",NA,NA,"Sickingia","rubra","Sickingia rubra","(Mart.) K. Schum.","IPT",NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.9378","-19.9208",NA,NA,NA,NA,NA,NA,"17082","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2013-04-01 09:19:49-03","IPT","BCTW","8521","S","Plantae","Magnoliophyta",NA,NA,"Sickingia","rubra","Sickingia rubra","(Mart.) K. Schum.",NA,"Barreto, M.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Tombos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:43:59-03","MBM","MBM","343044","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allem. & Saldanha) Steyerm.",NA,"Farias, D.S.; et al.; et al.","156","1994","03","03","Southern America","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica Poço das Antas. Trilha Rodolfo Sul.","-42.3917007446289","-22.6508007049561",NA,"Árvore ca. de 13m de alt. e 20,4 cm de DAP. Tronco cônico. Ritidoma pardo-acinzentado. Casca viva creme-pardacenta. Folhas no ápice dos ramos. Frutos cinza-esverdeados. Fuste 10","MBM343044","MBM343044",NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:43:59-03","MBM","MBM","398300","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allem. & Saldanha) Steyerm.","Zappi, D.C.","Costa, R.C.","844","1985","10","16","Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro. Secção 33, Canteiro A, Placa 1.508, Piq 6.","-43.2075004577637","-22.9027996063232",NA,"Flor esverdeadas. Árvore número 844.","MBM398300","MBM398300",NA,NA,"57442","auto",NA,NA,"2014","08",NA,NA,NA,NA,NA,NA
"38","2019-11-01 15:33:10-03","PUC-RIO","FCAB","3626","PreservedSpecimen","Plantae",NA,"Angiospermae","Rubiaceae","Sickingia","oliveri","Sickingia oliveri","K.Schum.","Mario Gomes","J.C. Siqueira","2018","1985","01",NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo","Furnas do Catete","-42.5311","-22.2819",NA,"Heterotípico de Simira glaziovii (K.Schum.) Steyerm.","003626",NA,NA,NA,NA,NA,NA,NA,"1991","04","05","-42.5311","-22.2819",NA,NA,NA
"39","2019-11-01 15:28:39-03","PUC-RIO","FCAB","6460","PreservedSpecimen","Plantae",NA,"Angiospermae","Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.","Solórzano, A.; Oliveira, R.R.","R.R. Oliveira; Solórzano, A.","2472","2002","06","14",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Maciço da Pedra Branca, Floresta do Camorim., Serra do Macaco, bacia do Rio Caçambe.","-43.2075004577637","-22.9027996063232",NA,"Em floresta secundária localizada no fundo de vale. Indivíduo com DAP de 5cm, altura de 3m. Frequente no sub-bosque.","006460",NA,"170","170","57442","auto",NA,NA,"2002","10",NA,NA,NA,NA,NA,NA
"40","2015-11-06 15:12:47-02","MNHN","RECOLNAT_MNHN_P","P02428137","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemao & Saldanha) Steyerm.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428137' target='other'> <mi>dwc_moreinfo</mi></a>","P02428137","P02428137_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype","4017",NA
"41","2016-09-23 08:24:00-03","MO","MOBOT","100930373","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","rubra","Simira rubra","(Mart.) Steyerm.","Boom","Scott A. Mori|Brian M. Boom|A.M. de Carvalho|Talmon S. dos Santos","Mori 13766","1981",NA,NA,"South America","Brazil","Bahia","Una","Maruim, border of the Fazendas Maruim and Dois de Julho, 33 km SW of Olivença on the road from Olivença to Buerarema.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"100.00000000",NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"42","2021-02-09 10:13:53-03","UENF","HUENF","5871","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.",NA,"Alexandrino, C.M.; Pidera, S.; Marques, J.; Neto, S.",NA,"2010","08","28",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica Tinguá","-43.438056","-22.655",NA,NA,"HUENF00005874",NA,"52","52",NA,NA,NA,NA,NA,NA,NA,"43º26'17''W","22º39'18''S",NA,NA,NA
"43","2020-09-12 05:00:02-03","US","US","USw31443","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Sickingia","oliveri","Sickingia oliveri",NA,NA,"F. da Silva","RBW 306",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"44","2020-09-12 05:00:02-03","US","US","USw31560","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Sickingia","rubra","Sickingia rubra",NA,NA,"M. Barreto","RBW 1688",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"45","2020-09-12 05:00:02-03","US","US","483752","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Simira","oliveri","Simira oliveri","(K. Schum.) Steyerm.",NA,"ex herb. de A. Glaziou","s.n.","1884","12","6","South America","Brazil",NA,NA,"Bresil, Serra da Estrella, sule bords ours d'ean [interpreted]",NA,NA,NA,NA,"US02362780","US02362780_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"46","2020-09-12 05:00:02-03","US","US","1518474","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Simira","oliveri","Simira oliveri","(K. Schum.) Steyerm.",NA,"J. G. Ruhlmann","4725","1922","7","25","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Ad urben in silvis loco Fabrica Allianca",NA,NA,NA,NA,"US02362779","US02362779_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"47","2020-09-12 05:00:02-03","US","US","2949730","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Simira","oliveri","Simira oliveri","(K. Schum.) Steyerm.",NA,"P. Horta & -- Brade","14970","1935","10","18","South America - Neotropics","Brazil","Distrito Federal",NA,"Serra do Mendaha",NA,NA,NA,NA,"US02362778","US02362778_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
