"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","infraspecificEpithet","typeStatus","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","relatedCatalogItem"
"99","2018-10-08 09:56:48-03","UFSS","REAL","729","S","Plantae","Magnoliophyta",NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W. Graham","Hiroki, J.","2016","08","Hiroki, J.","72","2016","08","27","Brasil","Paraná","Salgado Filho","Linha São Roque - Propriedade do Sr. Leucir Mattana","-53.363167","-26.20025","-53.363167","-26.20025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09",NA
"100","2019-10-07 09:15:07-03","UEFS","HUEFS","35892","PreservedSpecimen","Plantae","Angiospermae","Asteranae","Lamiales","Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham",NA,NA,NA,"Lombardi, J.A.","2413","1998","09","19","Brasil","Minas Gerais","Marliéria","Parque estadual do Rio Doce, trilha da Campolina.","-42.516389","-19.704444","42W30'59''","19S42'16''",NA,NA,"Mata Atlântica.",NA,NA,NA,NA,NA,"HUEFS0035892","HUEFS0035892",NA,NA,NA,NA
"101","2019-10-07 09:15:07-03","UEFS","HUEFS","77724","PreservedSpecimen","Plantae","Angiospermae","Asteranae","Lamiales","Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham",NA,"2007","10","Costa, J.","454","2004","01","23","Brasil","Minas Gerais","Jacinto","Estrada Almenara-Jacinto, ca. 50 km de Almenara. Lado esquerdo da estrada.","-40.380833","-16.123611","40W22'51''","16S7'25''",NA,NA,"Mata seca. Solo com húmus. Coletado subbosque.",NA,NA,NA,NA,NA,"HUEFS0077724","HUEFS0077724","190","190",NA,NA
"102","2019-10-07 09:15:07-03","UEFS","HUEFS","80885","PreservedSpecimen","Plantae","Angiospermae","Asteranae","Lamiales","Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham",NA,NA,NA,"Castro, R.M.","931","2004","02","23","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309",NA,NA,"50833",NA,"Mata Secundária","auto",NA,NA,NA,NA,"HUEFS0080885","HUEFS0080885",NA,NA,NA,NA
"103","2020-07-23 11:56:26-03","CEPLAC","CEPEC","61630","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri",NA,"D. C. Wasshaussen",NA,NA,"W. W. Thomas","10267","1994","02","01","Brasil","Bahia","ITAPETINGA","Parque da matinha.","-40.234722","-15.239167","40W14'5","15S14'21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"104","2020-07-23 11:56:26-03","CEPLAC","CEPEC","13263","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri",NA,"A. Indriunas",NA,NA,"S. A. Mori","9376","1986","09","03","Brasil","Bahia","ITAMBÉ","Rod. BA-265, Km 8 d trecho Br-415 (cruzamento)/Caatiba e a 15Km NW de Itapetinga em linha reta, próx. a Faz. São João.","-40.6244010925293","-15.2449998855591",NA,NA,"56583",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23/01/2010"
"105","2020-11-12 17:00:16-03","UEL","FUEL","8978","PreservedSpecimen","Plantae","Tracheophyta",NA,"Lamiales","Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","Kameyama, C","2009","05","Gouvea, MF","s.n.","1990","09","11","Brasil","Paraná","Londrina","Campus Universitário, Universidade Estadual de Lon, Reitoria","-51.1627998352051","-23.3103008270264",NA,NA,"63728",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,"29",NA
"106","2020-11-12 17:00:16-03","UEL","FUEL","1809","PreservedSpecimen","Plantae","Tracheophyta",NA,"Lamiales","Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","Kameyama, C","2009","05","Yasuta, H","s.n.","1985","11","23","Brasil","Paraná","Londrina","Horto, UEL","-51.1627998352051","-23.3103008270264",NA,NA,"63728",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,"29",NA
"107","2017-09-11 16:26:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Acanthaceae","Orthotactus","pohlianus","Orthotactus pohlianus","Nees",NA,NA,NA,"Sellow, F","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Serro","in prov. Minarum sylvis primaevis ad Cabo d'Agosto et Villa do Principe","-43.38","-18.61","-43.38","-18.61",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"108","2017-09-11 16:26:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Acanthaceae","Orthotactus","pohlianus","Orthotactus pohlianus","Nees",NA,NA,NA,"Martius, CFP","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Serro","in prov. Minarum sylvis primaevis ad Cabo d'Agosto et Villa do Principe","-43.38","-18.61","-43.38","-18.61",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"109","2017-09-11 16:26:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Acanthaceae","Orthotactus","pohlianus","Orthotactus pohlianus","Nees",NA,NA,NA,"Sellow, F","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Brumadinho","in sylvis prov. Minarum ad Aldea das Pedras, prope Rio Parahyba rel.,","-44.2","-20.14","-44.2","-20.14",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"110","2017-09-11 17:06:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Acanthaceae","Orthotactus","pohlianus","Orthotactus pohlianus","Nees",NA,NA,NA,"Pohl, JBE","s.n.",NA,NA,NA,"Brazil",NA,NA,"In prov. Goyazana ad Porto d'Acunha",NA,NA,NA,NA,NA,NA,"(cum Lagochilio obtuso)",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"111","2017-09-11 16:26:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Acanthaceae","Orthotactus","pohlianus","Orthotactus pohlianus","Nees",NA,NA,NA,"Riedel, L","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Brumadinho","in sylvis prov. Minarum ad Aldea das Pedras, prope Rio Parahyba rel.,","-44.2","-20.14","-44.2","-20.14",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"112","2017-09-11 16:26:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Acanthaceae","Orthotactus","pohlianus","Orthotactus pohlianus","Nees",NA,NA,NA,"Gardner, G","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Brumadinho","in sylvis prov. Minarum ad Aldea das Pedras, prope Rio Parahyba rel.,","-44.2","-20.14","-44.2","-20.14",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"113","2020-10-08 08:52:31-03","IBt","SP","335106","S","Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham",NA,NA,NA,"Braz, DM","36","1999","04","13","Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-01-07 09:33:27-03","IBt","SP","468371","S","Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham",NA,NA,NA,"Pereira, FG","77","2010","08","25","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"53584",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-12-30 07:47:54-03","IBt","SP","442079","S","Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham",NA,NA,NA,"Aoyama, EM","1","2009","11","07","Brasil","São Paulo","Taubaté",NA,"-45.5499992370605","-23.0200004577637",NA,NA,"25704",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
