"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","monthIdentified","dayIdentified","typeStatus","relatedCatalogItem","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","verbatimLongitude","verbatimLatitude"
"11","2021-01-14 15:33:12-03","MN","R","214914","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.T. Philbrick & Novelo",NA,"Bove, C.P.; Occhi, R.","1055","2002","06","18",NA,"Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344","Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"21463","auto",NA,NA,NA,NA,NA
"12","2021-01-14 15:33:12-03","MN","R","214915","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.T. Philbrick & Novelo",NA,"Bove, C.P.; Occhi, R.","1056","2002","06","18",NA,"Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344","Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"21463","auto",NA,NA,NA,NA,NA
"13","2021-01-14 15:33:12-03","MN","R","215212","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.T. Philbrick & Novelo",NA,"Gil, A.","141","2003","03","02",NA,"Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344","Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"21463","auto",NA,NA,NA,NA,NA
"14","2021-01-14 15:33:12-03","MN","R","215214","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.T. Philbrick & Novelo",NA,"Bove, C.P.; Costa, W. & Costa, B.B.","1125","2003","06","21",NA,"Brasil","Rio de Janeiro","Paraty",NA,"-44.7131004333496","-23.2178001403809","Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA
"15","2021-01-14 15:33:12-03","MN","R","215215","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.T. Philbrick & Novelo",NA,"Bove, C.P.","1337","2004","02","04",NA,"Brasil","Rio de Janeiro","Paraty",NA,"-44.7131004333496","-23.2178001403809","Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA
"16","2021-01-14 15:33:12-03","MN","R","215213","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.T. Philbrick & Novelo",NA,"Bove, C.P.; Costa, W. & Costa, B.B.","1124","2003","06","19",NA,"Brasil","Rio de Janeiro","Paraty",NA,"-44.7131004333496","-23.2178001403809","Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA
"17","2021-01-14 15:33:12-03","MN","R","214919","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.T. Philbrick & Novelo",NA,"Bove, C.P.; Costa, W. & Costa, B.B.","1078","2002","10","15",NA,"Brasil","Rio de Janeiro","Paraty",NA,"-44.7131004333496","-23.2178001403809","Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA
"18","2021-01-14 15:33:12-03","MN","R","214918","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.T. Philbrick & Novelo",NA,"Bove, C.P.; Costa, W. & Costa, B.B.","1077","2002","10","13",NA,"Brasil","Rio de Janeiro","Paraty",NA,"-44.7131004333496","-23.2178001403809","Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA
"19","2021-01-14 15:33:12-03","MN","R","214917","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.T. Philbrick & Novelo",NA,"Bove, C.P.; Costa, W. & Costa, B.B.","1075","2002","10","13",NA,"Brasil","Rio de Janeiro","Paraty",NA,"-44.7131004333496","-23.2178001403809","Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA
"20","2021-01-14 15:33:12-03","MN","R","214909","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.T. Philbrick & Novelo",NA,"Bove, C.P.; Costa, W. & Costa, B.B.","895","2001","10","14",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344","Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA
"21","2021-01-14 15:33:12-03","MN","R","214910","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.T. Philbrick & Novelo",NA,"Bove, C.P.; Gil, A. & Moreira, A.","919","2001","12","14",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344","Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA
"22","2021-01-14 15:33:12-03","MN","R","221537","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.T. Philbrick & Novelo",NA,"Silva, I.C.; Lourenço, A.R.","81","2014","06","17",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA
"23","2021-01-14 15:33:12-03","MN","R","214922","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.T. Philbrick & Novelo",NA,"Bove, C.P.; Costa, W. & Costa, B.B.","1120","2003","03","06",NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242","Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA
"24","2021-01-14 15:33:12-03","MN","R","214921","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.T. Philbrick & Novelo",NA,"Bove, C.P.; Costa, W. & Costa, B.B.","1119","2003","03","06",NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242","Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA
"25","2021-01-14 15:33:12-03","MN","R","214907","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.T. Philbrick & Novelo",NA,"Bove, C.P.; Costa, W. & Costa, B.B.","839","2001","04","14",NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242","Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA
"26","2021-01-14 15:33:12-03","MN","R","214906","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.T. Philbrick & Novelo",NA,"Bove, C.P.; Costa, W. & Costa, B.B.","838","2001","04","13",NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242","Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA
"27","2021-01-14 15:33:12-03","MN","R","214920","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.T. Philbrick & Novelo",NA,"Bove, C.P.; Costa, W. & Costa, B.B.","1098","2003","01","22",NA,"Brasil","Rio de Janeiro","Itatiaia","Alto Penedo","-44.5633010864258","-22.4960994720459","Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"28","2021-01-14 15:33:12-03","MN","R","215211","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.T. Philbrick & Novelo",NA,"Bove, C.P.; Costa, W. & Costa, B.B.","1121","2003","03","07",NA,"Brasil","São Paulo","Cunha","Campos Novos","-44.9599990844727","-23.0699996948242","Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA
"29","2021-01-14 15:33:12-03","MN","R","214912","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.T. Philbrick & Novelo",NA,"Bove, C.P.; Moreira, A. & Occhi, R.","1040","2002","05","14",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Lumiar","-42.5311012268066","-22.2819004058838","Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA
"30","2021-01-14 15:33:12-03","MN","R","214913","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.T. Philbrick & Novelo",NA,"Bove, C.P.; Costa, W. & Costa, B.B.","1048","2002","05","19",NA,"Brasil","Rio de Janeiro","Paraty","Paraty-Mirim","-44.7131004333496","-23.2178001403809","Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA
"31","2015-09-05 08:58:23-03","MNHN","RECOLNAT_MNHN_P","P00167639","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.Philbrick & Novelo","Bove","Glaziou, A.",NA,"1885",NA,NA,NA,"Brésil",NA,NA,"Sans localité",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167639' target='other'> <mi>dwc_moreinfo</mi></a>","P00167639","P00167639_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-09-05 08:58:23-03","MNHN","RECOLNAT_MNHN_P","P00167640","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.Philbrick & Novelo","Bove","Glaziou, A.",NA,"1881","7","28",NA,"Brésil",NA,NA,"Rapides du Rio Parahyba près de Boa Vista à la base du Picu",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167640' target='other'> <mi>dwc_moreinfo</mi></a>","P00167640","P00167640_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13144",NA,NA
"33","2015-09-04 12:39:52-03","MNHN","RECOLNAT_MNHN_P","P00167641","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.Philbrick & Novelo","Bove","Glaziou, A.",NA,"1880","10","9",NA,"Brésil",NA,NA,"Entre Nova Friburgo et le Alto dans le Rio Bengala.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167641' target='other'> <mi>dwc_moreinfo</mi></a>","P00167641","P00167641_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12197",NA,NA
"34","2015-09-05 08:58:24-03","MNHN","RECOLNAT_MNHN_P","P00167642","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.Philbrick & Novelo","Bove","Glaziou, A.",NA,"1880","3","24",NA,"Brésil",NA,NA,"Haut du Rio Soberbo près de Sitio",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167642' target='other'> <mi>dwc_moreinfo</mi></a>","P00167642","P00167642_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12193",NA,NA
"35","2015-09-05 08:58:24-03","MNHN","RECOLNAT_MNHN_P","P00167643","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.Philbrick & Novelo","Bove","Glaziou, A.",NA,"1880","3","24",NA,"Brésil",NA,NA,"Haut du Rio Soberbo près de Sitio",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167643' target='other'> <mi>dwc_moreinfo</mi></a>","P00167643","P00167643_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12193",NA,NA
"36","2015-09-05 08:58:24-03","MNHN","RECOLNAT_MNHN_P","P00167644","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.Philbrick & Novelo","Bove","Glaziou, A.",NA,"1881","2","11",NA,"Brésil",NA,NA,"Entre Nova Friburgo et le Alto da Serra dans le rio Bengala",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167644' target='other'> <mi>dwc_moreinfo</mi></a>","P00167644","P00167644_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13146 a",NA,NA
"37","2015-09-04 08:24:16-03","MNHN","RECOLNAT_MNHN_P","P00167645","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.Philbrick & Novelo","Bove","Glaziou, A.",NA,"1886",NA,NA,NA,"Brésil",NA,NA,"Sans localité",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167645' target='other'> <mi>dwc_moreinfo</mi></a>","P00167645","P00167645_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2015-09-28 23:32:26-03","MNHN","RECOLNAT_MNHN_P","P00167646","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.Philbrick & Novelo","Bove","Glaziou, A.",NA,"1880","3","23",NA,"Brésil",NA,NA,"Rio Soberbo près du pont de la barrière des Orgues dans les grands rapides",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167646' target='other'> <mi>dwc_moreinfo</mi></a>","P00167646","P00167646_01",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,"12191",NA,NA
"39","2015-09-29 16:02:08-03","MNHN","RECOLNAT_MNHN_P","P00167647","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C.Philbrick & Novelo","Bove","Glaziou, A.",NA,"1880","3","23",NA,"Brésil",NA,NA,"Rio Soberbo près du pont de la barrière des Orgues dans les grands rapides",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167647' target='other'> <mi>dwc_moreinfo</mi></a>","P00167647","P00167647_01",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,"12191",NA,NA
"40","2019-11-21 10:17:13-03","IBt","SP","50201","S","Plantae",NA,NA,"Podostemaceae","Crenias","glazioviana","Crenias glazioviana","(Warm.) C.D.K.Cook & Rutish.","Aona, LYS","Kuhlmann, M","970","1943","08","26",NA,"Brasil","Minas Gerais",NA,"Cachoeira do rio Camanducaia",NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 10:17:13-03","IBt","SP","192453","S","Plantae",NA,NA,"Podostemaceae","Crenias","glazioviana","Crenias glazioviana","(Warm.) C.D.K.Cook & Rutish.","Aona, LYS","Pirani, JR; Yano, O","784","1983","07","28",NA,"Brasil","São Paulo","Caraguatatuba","Serra do Mar, SP 99, rumo a São José dos Campos","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,"2003",NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA
"42","2014-09-23 10:59:17-03","G","G","G00010190","S","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C. T. Philbrick & Novelo","Philbrick, C. T.","Glaziou, A. F. M.","12191","1880","03","23","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00010190",NA,NA,"2004","01","01","ISOLECTOTYPUS of Mniopsis glazioviana Warm.",NA,NA,NA,NA,NA,NA,"-42.9125","-22.48222222"
"43","2014-09-23 10:59:17-03","G","G","G00010188","S","Plantae",NA,NA,"Podostemaceae","Podostemum","ovatum","Podostemum ovatum","C. T. Philbrick & Novelo","Philbrick, C. T.","Glaziou, A. F. M.","12191","1881",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00010188",NA,NA,"2004","01","01","ISOLECTOTYPUS of Mniopsis glazioviana Warm.",NA,NA,NA,NA,NA,NA,"-42.9125","-22.48222222"
