"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","typeStatus","locality","imagecode","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","individualCount","monthIdentified","dayIdentified","infraspecificEpithet"
"11","2020-12-21 16:13:28-03","MBM","MBM","188702","PreservedSpecimen","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","64305","1996","01",NA,"Southern America","Brazil",NA,NA,NA,"MBM188702",NA,NA,"(Seem.) Frodin","Fiaschi, P.",NA,"Serra do Cabral","MBM188702","Minas Gerais","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:13:28-03","MBM","MBM","270930","PreservedSpecimen","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","Pirani, J.R.","4383","1998","05","17","Southern America","Brazil",NA,NA,NA,"MBM270930",NA,NA,"(Seem.) Frodin","Fiaschi, P.",NA,"Serra da Itacambira","MBM270930","Minas Gerais","Itacambira","-43.3088989257812","-17.0646991729736",NA,NA,NA,"48089","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-02 15:28:00-03","MO","MOBOT","101217853","PreservedSpecimen","Plantae","Araliaceae","Didymopanax","gardneri","Didymopanax gardneri","George Gardner","Gardner 4708","1840","7",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Seem.","fide Fiaschi et al.","Isotype","Elevated rocky trails in the Diamond district",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"14","2015-08-13 05:50:00-03","MO","MOBOT","100151715","PreservedSpecimen","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","R.M. Harley","Harley 22765","1980","5","30","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Seem.) Frodin & Fiaschi",NA,NA,"Morro do Chapeu. Summit of Morro do Chapeu. Ca. 8 km SW of the town of Morro do Chapeu to the west of the road to Utinga.",NA,"Bahia",NA,"-41.2","-11.5833333","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"15","2020-07-10 09:43:40-03","MBML","MBML-HERBARIO","31765",NA,"Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","P. Fiaschi; et al","3090","2006","07","13",NA,"Brasil",NA,NA,NA,"MBML031765",NA,NA,"(Seem.) Frodin & Fiaschi","P. Fiaschi/VII-2006",NA,"Rodovia de Juramento para Itacambira","MBML031765","Minas Gerais","Juramento","-43.587222","-16.846111",NA,NA,NA,NA,NA,NA,NA,"43W35'14","16S50'46",NA,NA,NA,NA
"16","2020-09-02 16:20:23-03","Cenargen","CEN","107001","PreservedSpecimen","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","Vinícius Castro Souza","25645","2001","07","10",NA,"Brasil","Exsicatas",NA,"Entre rochas. Doação da Universidade de São Paulo. Escola Superior de Agricultura Luiz de Queiroz - ESALQ. Departamento de Botânica - Herbário ESA 73896","CEN00107001",NA,NA,"(Seem.) Frodin & Fiaschi","P. Fiaschi",NA,"Estrada Joaquim Felício - Várzea da Palma, ca. 24 Km de Joaquim Felício.","CEN00107001","MG","JOAQUIM FELICIO","-44.1721992492676","-17.7574996948242","1030","1030","2006","37503","auto",NA,NA,"-44296111.0","-17702222.0","1","07",NA,NA
"17","2019-11-13 11:15:41-03","USP","SPF","141045","PreservedSpecimen","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","Fiaschi, P","197","2000","03","24",NA,"Brasil",NA,NA,NA,"SPF00141045",NA,NA,"(Seem.) Frodin & Fiaschi","Fiaschi, P",NA,"Serra do Cabral","SPF00141045","Minas Gerais","Joaquim Felício","-44.3","-17.8",NA,NA,"2002",NA,NA,NA,NA,"-44.3","-17.8",NA,NA,NA,NA
"18","2019-11-13 11:15:41-03","USP","SPF","131066","PreservedSpecimen","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","Pirani, JR","4383","1998","05","17",NA,"Brasil",NA,NA,NA,"SPF00131066",NA,NA,"(Seem.) Frodin & Fiaschi","Fiaschi, P",NA,"Serra da Itacambira","SPF00131066","Minas Gerais","Itacambira","-43.3125","-17.0825","1300","1300","2002",NA,NA,NA,NA,"-43.3125","-17.0825",NA,NA,NA,NA
"19","2019-11-13 11:15:41-03","USP","SPF","154409","PreservedSpecimen","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","Souza, VC","25645","2001","07","10",NA,"Brasil",NA,NA,NA,"SPF00154409",NA,NA,"(Seem.) Frodin & Fiaschi","Fiaschi, P",NA,"Serra do Cabral","SPF00154409","Minas Gerais","Joaquim Felício","-44.296111","-17.702222","1030","1030","2008",NA,NA,NA,NA,"-44.296111","-17.702222",NA,"11",NA,NA
"20","2019-11-13 11:15:41-03","USP","SPF","168412","PreservedSpecimen","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","Pirani, JR","5306","2004","01","26",NA,"Brasil",NA,NA,NA,"SPF00168412",NA,NA,"(Seem.) Frodin & Fiaschi","Pirani, JR",NA,"Serra do Cabral","SPF00168412 SPF00168412_1","Minas Gerais","Joaquim Felício","-44.270833","-17.699167","1146","1146","2004",NA,NA,NA,NA,"-44.270833","-17.699167",NA,NA,NA,NA
"21","2019-11-13 11:15:41-03","USP","SPF","176371","PreservedSpecimen","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","Fiaschi, P","3092","2006","07","14",NA,"Brasil",NA,NA,NA,"SPF00176371",NA,NA,"(Seem.) Frodin & Fiaschi","Fiaschi, P",NA,"Serra do Cabral","SPF00176371","Minas Gerais","Joaquim Felício","-44.259778","-17.697667","1150","1150","2006",NA,NA,NA,NA,"-44.259778","-17.697667",NA,"07",NA,NA
"22","2021-03-15 18:25:06-03","USP","SPF","23431","PreservedSpecimen","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","Furlan, A","s.n.","1982","04","09",NA,"Brasil",NA,NA,"Arboreta mais ou menos 3m. Flores alvas, frutos verdes.","SPF00023431",NA,NA,"(Seem.) Frodin & Fiaschi","Fiaschi, P",NA,"Serra do Barro Preto","SPF00023431","Minas Gerais","Gouveia","-43.9","-18.6",NA,NA,"2003",NA,NA,NA,NA,"-43.9","-18.6",NA,NA,NA,NA
"23","2021-03-15 18:25:06-03","USP","SPF","68208","PreservedSpecimen","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","Pirani, JR","s.n.","1989","12","14",NA,"Brasil",NA,NA,"Arbusto 1m alt., heliófilo, em fenda de rocha. Folíolos fortemente discolores. Frutos verde-acastanhados.","SPF00068208",NA,NA,"(Seem.) Frodin & Fiaschi","Pirani, JR",NA,"A ca. de 2km da cidade na estrada para Juramento.","SPF00068208","Minas Gerais","Itacambira","-43.833333","-17",NA,NA,"1989",NA,NA,NA,NA,"-43.833333","-17",NA,NA,NA,NA
"24","2019-11-13 11:15:41-03","USP","SPF","176370","PreservedSpecimen","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","Fiaschi, P","3090","2006","07","13",NA,"Brasil",NA,NA,NA,"SPF00176370",NA,NA,"(Seem.) Frodin & Fiaschi","Fiaschi, P",NA,NA,"SPF00176370","Minas Gerais","Juramento","-43.311","-17.081611","1320","1320","2006",NA,NA,NA,NA,"-43.311","-17.081611",NA,"07",NA,NA
"25","2021-03-15 18:25:06-03","USP","SPF","33455","PreservedSpecimen","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","Varanda, EM","s.n.","1984","07","17",NA,"Brasil",NA,NA,"Subarbusto ca. 60cm. Frutos verdes.","SPF00033455",NA,NA,"(Seem.) Frodin & Fiaschi","Fiaschi, P",NA,"Chapada do Couto","SPF00033455","Minas Gerais","Couto de Magalhães de Minas","-43.4710998535156","-18.0713996887207",NA,NA,"2006","32974","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-13 11:15:41-03","USP","SPF","124581","PreservedSpecimen","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","Mello-Silva, R","1494","1997","09","30",NA,"Brasil",NA,NA,NA,"SPF00124581",NA,NA,"(Seem.) Frodin & Fiaschi","Fiaschi, P",NA,"Estrada Juramento-Itacambira, no alto da Serra de Itacambira, à esquerda, próximo à Serra do Macuco.","SPF00124581","Minas Gerais","Itacambira","-43.3088989257812","-17.0646991729736","1250","1250","2002","48089","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 18:25:06-03","USP","SPF","39373","PreservedSpecimen","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","Cavalcanti, TB","s.n.","1985","08","31",NA,"Brasil",NA,NA,"Arvoreta de 1,5m entre rochas. Frutos verdes, botões ocráceos externamente e amarelados internamente.","SPF00039373",NA,NA,"(Seem.) Frodin & Fiaschi","Fiaschi, P",NA,"Serra do Cabral","SPF00039373","Minas Gerais","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,"2002","37503","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-01-25 15:38:25-02","IAC","IAC","52893","S","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","R. Mello-Silva; M.L. Kawasaki & A. Rapini","1494","1997","09","30",NA,"Brasil",NA,NA,"entre rochas",NA,NA,NA,"(Seem.) Frodin & Fiaschi","P. Fiaschi",NA,"estrada Juramento-Itacambira, no alto da Serra Itacambira, à esquerda, próximo á Serra do Macuco. Campo limpo na base de inselberg",NA,"Minas Gerais","Itacambira","-44.0919","-15.1022",NA,NA,"2004",NA,NA,NA,NA,"-44.0919","-15.1022",NA,"07","30",NA
"29","2019-01-25 15:38:25-02","IAC","IAC","53597","S","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","V.C. Souza; J. Paula-Souza; G.O. Romão & A.O. Araújo","25645","2001","07","10",NA,"Brasil",NA,NA,"coord. do material: 17°42#?#08S, 44°17#?#46W",NA,NA,NA,"(Seem.) Frodin & Fiaschi","P. Fiaschi",NA,"Serra do Cabral. Estr. Joaquim Felício - Várzea da Palma, ca. 24 km de Joaquim Felício",NA,"Minas Gerais","Joaquim Felício","-44.1722","-17.7575",NA,NA,"2006",NA,NA,NA,NA,"-44.1722","-17.7575",NA,"07","10",NA
"30","2020-07-23 11:58:07-03","CEPLAC","CEPEC","44683","PreservedSpecimen","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","T. B. Cavalcanti",NA,"1985","08","31",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"P. Fiaschi",NA,"Serra do Cabral.",NA,"Minas Gerais","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,NA,"37503","auto",NA,"28/02/2002",NA,NA,NA,NA,NA,NA
"31","2020-07-23 11:58:07-03","CEPLAC","CEPEC","113317","PreservedSpecimen","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","P. Fiaschi","3090",NA,NA,NA,NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"P. Fiaschi",NA,NA,NA,"Minas Gerais","juramento","-43.5868988037109","-16.8481006622314",NA,NA,NA,"19357","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-07-23 11:58:07-03","CEPLAC","CEPEC","113319","PreservedSpecimen","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","P. Fiaschi","3092",NA,NA,NA,NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"P. Fiaschi",NA,NA,NA,"Minas Gerais","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-09-22 13:48:28-03","USP","SPFW","3605","PreservedSpecimen","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","Fiaschi, P. Lopes, M.M.M.; Sant'Ana, S.C.","3090","2006","07","13",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Seem.) Frodin;Fiaschi","P. Fiaschi 2006",NA,NA,NA,"Minas Gerais","Juramento","-43.311","-17.081611","1320","1320",NA,NA,NA,NA,NA,"43º18'39,6''W","17º04'53,8''S",NA,NA,NA,NA
"34","2016-08-23 10:58:48-03","NHMLondon","NHM-LONDON-BOT","BM000630095","S","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","George Gardner; b.1812; d.1849; Gardner","4708","1840","07",NA,NA,"Brasil",NA,"NHMUK:ecatalogue:4986638","<a href=http://www.nhm.ac.uk/services/media-store/asset/8a529af4e390e5d9338568f8d201385b8dd745a7/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"(Seem.) Frodin & Fiaschi",NA,"Type",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,"2001",NA,NA,NA,NA,"-53.08982","-10.773109",NA,"12",NA,NA
"35","2017-09-11 17:07:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Araliaceae","Didymopanax","gardneri","Didymopanax gardneri","Gardner, G","4708",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Seem.",NA,NA,"Habitat in provincia Minas Geraes",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2017-09-11 17:07:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Araliaceae","Didymopanax","gardneri","Didymopanax gardneri ellipticus","Langsdorff, GH (Baron)","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Floret Majo",NA,NA,NA,"Marchal",NA,NA,"atque in campis siccis ad Barbacena",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ellipticus"
"37","2017-09-11 17:07:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Araliaceae","Didymopanax","gardneri","Didymopanax gardneri ellipticus","Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Marchal",NA,NA,"atque in campis siccis ad Barbacena",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ellipticus"
"38","2017-09-11 17:07:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Araliaceae","Didymopanax","gardneri","Didymopanax gardneri ellipticus","Riedel, L","1070?",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Marchal",NA,NA,"in eadem provincia, ad rupes Serra da Lapa",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ellipticus"
"39","2019-11-21 09:59:22-03","IBt","SP","359506","S","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","Pirani, JR; Marcato, AC; Forzza, RC; Rapini, A; Assis, MC","4247","1998","03","05",NA,"Brasil",NA,NA,NA,"SP010774",NA,NA,"(Seem.) Frodin & Fiaschi","Fiaschi, P",NA,"Serra do Cipó, Estrada Santana do Riacho - Lapinha","SP010774","Minas Gerais","Santana do Riacho","-43.067222","-19.066667","1090","1090","2002",NA,NA,NA,NA,"-43.067222","-19.066667",NA,NA,NA,NA
"40","2019-11-21 09:59:22-03","IBt","SP","359588","S","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","Pirani, JR; Marcato, AC; Assis, MC; Labiak, PE","4383","1998","05","17",NA,"Brasil",NA,NA,NA,"SP010775",NA,NA,"(Seem.) Frodin & Fiaschi","Fiaschi, P",NA,"Serra de Itacambira, Ao longo da estrada para Juramento","SP010775","Minas Gerais","Itacambira","-43.3125","-17.0825","1300","1300","2002",NA,NA,NA,NA,"-43.3125","-17.0825",NA,NA,NA,NA
"41","2019-11-21 09:59:22-03","IBt","SP","199318","S","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","Varanda, E; Furlan, A; Giulietti, AM; Harley, RM; Wanderley, MGL","CFCR4651","1984","07","17",NA,"Brasil",NA,NA,NA,"SP010777",NA,NA,"(Seem.) Frodin & Fiaschi","Fiaschi, P",NA,"Chapada do Couto","SP010777","Minas Gerais","Couto de Magalhães de Minas","-43.4710998535156","-18.0713996887207",NA,NA,"2004","32974","auto",NA,NA,NA,NA,NA,"08",NA,NA
"42","2019-11-21 09:59:22-03","IBt","SP","312654","S","Plantae","Araliaceae","Schefflera","gardneri","Schefflera gardneri","Mello-Silva, R; Kawasaki, ML; Rapini, A","1494","1997","09","30",NA,"Brasil",NA,NA,NA,"SP010776",NA,NA,"(Seem.) Frodin & Fiaschi","Fiaschi, P",NA,"Estrada Juramento-Itacambira, no alto da Serra de Itacambira, à esquerda, próximo à Serra do Macuco","SP010776","Minas Gerais","Itacambira","-43.3088989257812","-17.0646991729736","1250","1250","2001","48089","auto",NA,NA,NA,NA,NA,"07",NA,NA
