"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount","sex"
"216","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","38567",NA,"Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","D.R. Gonzaga/10-06-2015",NA,NA,NA,"D.R. Couto","292","2006","02","27","Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões","-41.3664016723633","-21.0641994476318",NA,NA,"700","700","Epífita; fragmento do Toti.","MBML038567","MBML038567",NA,NA,NA,NA,"29430","auto",NA,NA,NA,NA,NA,NA,NA
"217","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","38078",NA,"Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","W.C. Cardoso/2017",NA,NA,NA,"D.R. Couto; Couto, T.R.","552","2008","06","22","Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões","-41.3664016723633","-21.0641994476318",NA,NA,"800","800","Epífita; flores brancas. Fragmento do Toti.","MBML038078","MBML038078",NA,NA,NA,NA,"29430","auto",NA,NA,NA,NA,NA,NA,NA
"218","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","30547",NA,"Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","W.C. Cardoso/2016",NA,NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9816","2007","05","23","Brasil","Espírito Santo","Afonso Cláudio","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.1239013671875","-20.0741996765137",NA,NA,NA,NA,"Epífita na sombra. Estames brancos. Pétalas amarronzadas.","MBML030547","MBML030547",NA,NA,NA,NA,"25110","auto",NA,NA,NA,NA,NA,NA,NA
"219","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","40088",NA,"Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","W.C. Cardoso/2016",NA,NA,NA,"D.R. Couto; A.P.Fontana; V. Manhães; L.J.C.Kollmann; V.R.Leite","710","2008","07","24","Brasil","Espírito Santo","Alegre","São João do Norte, PCH Santa Fé, Vazão reduzida, mata do Elivelton, próximo as parcelas 13 e 14","-41.5331001281738","-20.763599395752",NA,NA,NA,NA,"Erva epífita sob Ramisia brasiliensis; flores vináceas; mata Sr. Elivelton; Área de vazão reduzida.","MBML040088","MBML040088_1 MBML040088_2",NA,NA,NA,NA,"26101","auto",NA,NA,NA,NA,NA,NA,NA
"220","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","53096",NA,"Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","M.F. Fratos/03-04-2002",NA,NA,NA,"J.M.A. Braga; M.G. Bovini","2221","1995","03","21","Brasil","Rio de Janeiro","Rio de Janeiro","Marambaia, Campo de Tiro do Exército, estrada da orla marítima da Restinga de Marambaia","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Floresta alvas. Zona arbustiva densa e contínua no interior da restinga. Epífita, 1m do solo, umbrófila","MBML053096","MBML053096",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"221","2021-03-04 11:04:47-03","UFRB","HURB","19432","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfiff","L.Y.S.Aona","2018","09",NA,"Soriano, S.; Meyer, C.R.","17","1996","11","19","Brasil","São Paulo","Campinas","Sitio Laranjal; Corrego Piçarrao","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"IAC 37569.","HURB000019432","HURB000019432",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"222","2020-06-15 15:29:46-03","UNESP-RC","HRCB","50411","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Lombardi, J.A.","2006","06",NA,"Mania, L.F.","31","2006","04","15","Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"holoepífita, Serra do mar plot A",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"223","2020-06-15 15:29:46-03","UNESP-RC","HRCB","14236","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"Taylor, N. P.","1649","1991","06","14","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"ramos crassos, verde-amarelados a avermelhados, amplamente elípticos, as vezes trialados, 17-20 cm compr., 6-9 cm larg., 2 mm espess., margens crenadas, 5 aréolas por lado, frutos verdes, levemente ar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-06-15 15:29:46-03","UNESP-RC","HRCB","28374","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Lombardi, J.A.","1996","08","21","Ivanauskas, N.","792","1996","04","28","Brasil","São Paulo","Pariquera-açu","Estação experimental do Instituto Agronômico","-47.885","-24.608333","47º53'06W","24º36'30S",NA,NA,"epífita, frutos verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-06-15 15:29:46-03","UNESP-RC","HRCB","55381","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Almeida, O.J.G.","2011","04",NA,"Lombardi","8426","2011","04","12","Brasil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Orgãos","-43.001361","-22.493944","43º00'04.9W","22º29'38,2S","390","390","epífita, ca. 1 m, frutos imaturos verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-06-15 15:29:46-03","UNESP-RC","HRCB","36274","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Dittrich, V.A. de O.","2002","06",NA,"Guilherme, F.A.G.","314","2002","05",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Intervales","-48.083333",NA,"48º05'W","24º14S",NA,NA,"epífita: aprox. 1,5 m de altura do solo. Flores com cálice verde-claro; pétalas esbranquiçadas muitos estames brancos e estigma branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-06-17 15:24:58-03","UNESP-RC","HRCB","10615","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","D. C. Zappi",NA,NA,NA,"Ribeiro, J. E. L. S.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"228","2020-06-17 15:24:58-03","UNESP-RC","HRCB","17072","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","L.Y.S Sona",NA,NA,NA,"Furlan, A.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"229","2020-06-17 15:24:58-03","UNESP-RC","HRCB","8759","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","M. A. Freitas",NA,NA,NA,"Ribeiro, J. E. L. S.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"230","2021-01-26 13:53:04-03","IMA","MAC","441","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","M. de Senna","1979","08","07","D.Sucre","10026","1973","02","16","Brasil","Rio de Janeiro","Guanabara","Barra da Tijuca.","-43.175094","-22.929267","-43.175094","-22.929267",NA,NA,"Epifita. Frutos ainda verdes.","MAC0000441","MAC0000441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-09-12 05:00:02-03","US","US","3075192","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Taylor, N. P.; Zappi, D. C.",NA,NA,NA,"G. Hatschbach","46275","1983","4","28","Brazil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,"20","20",NA,"US00007919","US00007919_01",NA,"Caryophyllales","South America",NA,"38300","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"232","2020-09-12 05:00:02-03","US","US","762486","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"Collector unknown","20251",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00180695","US00180695_01",NA,"Caryophyllales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"233","2020-09-12 05:00:02-03","US","US","3027092","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"G. Hatschbach","16315","1967","4","13","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"100","100",NA,"US00180688","US00180688_01",NA,"Caryophyllales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"234","2020-09-12 05:00:02-03","US","US","2830846","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"Collector unknown","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00180689","US00180689_01",NA,"Caryophyllales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"235","2020-09-12 05:00:02-03","US","US","2141901","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"L. B. Smith","6223","1952","3","14","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"50","700",NA,"US00180691","US00180691_01",NA,"Caryophyllales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"236","2020-09-12 05:00:02-03","US","US","1110697","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"J. N. Rose","4305","1905","3","29","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00180694","US00180694_01",NA,"Caryophyllales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"237","2020-09-12 05:00:02-03","US","US","2580379","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Taylor, N. P.; Zappi, D. C.",NA,NA,NA,"R. Reitz & R. M. Klein","9605","1960","4","22","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"300","300",NA,"US00180709","US00180709_01",NA,"Caryophyllales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"238","2020-09-12 05:00:02-03","US","US","3027092","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"G. Hatschbach","16315","1967","4","13","Brazil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,"100",NA,NA,"US00180688","US00180688_01",NA,"Caryophyllales","South America - Neotropics",NA,"37295","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"239","2020-09-12 05:00:02-03","US","US","2830846","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"M. W. Kimnach","s.n.","1954","1",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00180689","US00180689_01",NA,"Caryophyllales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"240","2020-09-12 05:00:02-03","US","US","2141901","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"L. Smith","6223","1952","3","14","Brazil","Santa Catarina","Palhoça",NA,"-48.6678009033203","-27.645299911499",NA,NA,"50","700",NA,"US00180691","US00180691_01",NA,"Caryophyllales","South America - Neotropics",NA,"31105","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"241","2020-09-12 05:00:02-03","US","US","762536","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Taylor, N. P.; Zappi, D. C.",NA,NA,NA,"J. N. Rose & G. Rose","20332","1915","7","22","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00182409","US00182409_01",NA,"Caryophyllales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"242","2020-09-12 05:00:02-03","US","US","1110697","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"J. N. Rose","20257","1915",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00180694","US00180694_01",NA,"Caryophyllales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"243","2020-09-12 05:00:02-03","US","US","2580378","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"R. M. Klein","2444","1960","6","3","Brazil","Santa Catarina","Blumenau",NA,"-49.0661010742188","-26.9193992614746",NA,NA,"250",NA,NA,"US00180690","US00180690_01",NA,"Caryophyllales","South America - Neotropics",NA,"34291","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"244","2020-09-12 05:00:02-03","US","US","2580377","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Taylor, N. P.; Zappi, D. C.",NA,NA,NA,"R. M. Klein","1372","1955","5","12","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"10","10",NA,"US00412072","US00412072_01",NA,"Caryophyllales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"245","2020-09-12 05:00:02-03","US","US","2580378","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"R. M. Klein","2444","1960","6","3","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"250","250",NA,"US00180690","US00180690_01",NA,"Caryophyllales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"246","2020-09-12 05:00:02-03","US","US","2987472","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"J. N. Rose","20332","1915","7","22","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00180693","US00180693_01",NA,"Caryophyllales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"247","2020-09-12 05:00:02-03","US","US","2987472","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"J. N. Rose","20332","1915","7","22","Brazil","Rio de Janeiro","Angra dos Reis",NA,"-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,"US00180693","US00180693_01",NA,"Caryophyllales","South America - Neotropics",NA,"32988","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"248","2020-09-12 05:00:02-03","US","US","2141858","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"L. B. Smith","5812","1952","2","23","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"40","50",NA,"US00180692","US00180692_01",NA,"Caryophyllales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"249","2020-09-12 05:00:02-03","US","US","2141858","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"L. Smith","5812","1952","2","23","Brazil","Santa Catarina","Brusque",NA,"-48.9174995422363","-27.0981006622314",NA,NA,"40","50",NA,"US00180692","US00180692_01",NA,"Caryophyllales","South America - Neotropics",NA,"19684","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"250","2020-09-12 05:00:02-03","US","US","2580371","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Taylor, N. P.; Zappi, D. C.",NA,NA,NA,"R. Reitz & R. M. Klein","3757","1956","9","21","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"100","100",NA,"US00412071","US00412071_01",NA,"Caryophyllales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"251","2020-09-12 05:00:02-03","US","US","2580369","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Taylor, N. P.; Zappi, D. C.",NA,NA,NA,"R. Reitz & R. M. Klein","6616","1958","3","26","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00182405","US00182405_01",NA,"Caryophyllales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"252","2019-12-09 17:29:39-03","UFPR","EFC","8664","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Schütz-Gatti, A.L.","1999","01","01",NA,NA,"1999","01","21","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato","-48.2977","-25.1752","-48.2977","-25.1752",NA,NA,"Epífita sobre ramos (2 ordem), mesófila, flores amarelas. Floresta secundária.","EFC008664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2019-12-09 17:29:39-03","UFPR","EFC","17109","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Brotto, M.L.","2014","04","15","Brotto, M.L. & Silva, J.M.","1575","2014","03","18","Brasil","Paraná","Guaratuba","Balneário Nereidas","-48.6094","-25.9289","-48.6094","-25.9289","5","5","Erva epífita, flor branca","EFC017109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2019-11-13 11:17:24-03","USP","SPF","73187","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Zappi, DC","1992",NA,NA,"Simão-Bianchini, R","46","1988","10","10","Brasil","São Paulo","Juréia",NA,NA,NA,NA,NA,NA,NA,NA,"SPF00073187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2019-11-13 11:17:24-03","USP","SPF","111988","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Zappi, DC",NA,NA,NA,"Zappi, DC","273","1992","04","16","Brasil","Rio de Janeiro",NA,"Ilha Grande.",NA,NA,NA,NA,"50","100",NA,"SPF00111988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2019-11-13 11:17:24-03","USP","SPF","190061","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Calvente, AM","2009",NA,NA,"Calvente, AM","203","2006","04","14","Brasil","Rio de Janeiro","Mangaratiba","Reserva Rio das Pedras.","-44.111639","-22.997528","-44.111639","-22.997528","30","650",NA,"SPF00190061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2019-11-13 11:17:24-03","USP","SPF","190506","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Calvente, AM","2008",NA,NA,"Calvente, AM","346","2007","05","05","Brasil","São Paulo","Ubatuba","Picinguaba","-45.895167","-23.753","-45.895167","-23.753","14","14",NA,"SPF00190506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2019-11-13 11:17:24-03","USP","SPF","191348","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Calvente, AM","2006",NA,NA,"Calvente, AM","216","2006","07","17","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.152806","-23.138528","-44.152806","-23.138528","41","41",NA,"SPF00191348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2019-11-13 11:17:24-03","USP","SPF","191349","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Calvente, AM","2006",NA,NA,"Calvente, AM","213","2006","04","15","Brasil","Rio de Janeiro","Mangaratiba","Reserva Rio das Pedras.","-44.111639","-22.997528","-44.111639","-22.997528","30","30",NA,"SPF00191349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-11-13 11:17:24-03","USP","SPF","191350","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Calvente, AM","2006",NA,NA,"Calvente, AM","211","2006","04","15","Brasil","Rio de Janeiro","Mangaratiba","reserva Rio de Pedras.","-44.111639","-22.997528","-44.111639","-22.997528","450","450",NA,"SPF00191350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2019-11-13 11:17:24-03","USP","SPF","191352","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Calvente, AM",NA,NA,NA,"Calvente, AM","272","2007","01","19","Brasil","Espírito Santo","Castelo",NA,"-41.08875","-20.498639","-41.08875","-20.498639","1114","1114",NA,"SPF00191352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2019-11-13 11:17:24-03","USP","SPF","191353","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Calvente, AM",NA,NA,NA,"Calvente, AM","277","2007","01","19","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.0845","-20.526028","-41.0845","-20.526028","1178","1178",NA,"SPF00191353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2019-11-13 11:17:24-03","USP","SPF","193498","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Calvente, AM","2008",NA,NA,"Calvente, AM","336","2007","05","05","Brasil","São Paulo","Ubatuba","Picinguaba","-44.834278","-23.368139","-44.834278","-23.368139","9","9",NA,"SPF00193498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2019-11-13 11:17:24-03","USP","SPF","193500","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Calvente, AM","2008",NA,NA,"Calvente, AM","339","2007","05","05","Brasil","São Paulo","Ubatuba","Picinguaba","-44.834278","-23.368139","-44.834278","-23.368139","9","9",NA,"SPF00193500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2019-11-13 11:17:24-03","USP","SPF","193502","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Calvente, AM","2008",NA,NA,"Calvente, AM","346b","2007","06","08","Brasil","São Paulo","Ubatuba","Picinguaba","-45.895167","-23.753","-45.895167","-23.753","14","14",NA,"SPF00193502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2019-11-13 11:17:24-03","USP","SPF","193503","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Calvente, AM","2008",NA,NA,"Calvente, AM","336b","2007","06","08","Brasil","São Paulo","Ubatuba","Picinguaba","-44.834278","-23.368139","-44.834278","-23.368139","9","9",NA,"SPF00193503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2019-11-13 11:17:24-03","USP","SPF","193504","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Calvente, AM","2008",NA,NA,"Calvente, AM","354","2007","06","08","Brasil","São Paulo","Ubatuba","Picinguaba","-45.895167","-23.753","-45.895167","-23.753","14","14",NA,"SPF00193504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2019-11-13 11:17:24-03","USP","SPF","193505","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Calvente, AM","2008",NA,NA,"Calvente, AM","378","2007","12","29","Brasil","Rio de Janeiro","Petrópolis",NA,"-43.175306","-22.531444","-43.175306","-22.531444","830","830",NA,"SPF00193505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2019-11-13 11:17:24-03","USP","SPF","198984","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Calvente, AM","2008",NA,NA,"Calvente, AM","351","2007","06","08","Brasil","São Paulo","Ubatuba","Picinguaba","-45.895167","-23.753","-45.895167","-23.753","14","14",NA,"SPF00198984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2019-11-13 11:17:24-03","USP","SPF","198988","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Taylor, NP","1994",NA,NA,"Barreto, KD","1608","1993","11","24","Brasil","São Paulo","Ubatuba",NA,"-44.926944","-23.348889","-44.926944","-23.348889",NA,NA,NA,"SPF00198988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2019-11-13 11:17:24-03","USP","SPF","214273","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Gonzaga, DR","2015","07",NA,"Fraga, CN","1819","2008","02","12","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.086111","-20.516111","-41.086111","-20.516111","1100","1100",NA,"SPF00214273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
