"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","recordNumber","infraspecificEpithet","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","previousCatalogNumber","typeStatus","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"11","2021-04-05 14:26:09-03","UNESC","CRI","14664","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Lilian Mentz","2008","07","28","Lilian Mentz","2008","07","28","Brasil","Santa Catarina","Maracajá","-49.454444","-28.848056","49º27'16''W","28º50'53''S","Habito: Arbustivo","CRI013971",NA,NA,NA,"CRI013971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:26:09-03","UNESC","CRI","3024","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","L. A. Mentz",NA,NA,NA,"Raquel Rejane Bonatto Negrelle","1993","01","21","Brasil","Santa Catarina","Itapoá","-48.65","-26.15","48º39'W","26º9'S",NA,"CRI007541","Reserva Volta Velha (Bairro Itapema Norte).","5","5","CRI007541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:34:13-03","UNESC","CRI","5381","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","J. A. Jarenkow",NA,NA,NA,"J. A. Jarenkow; Daniel B. Falkenberg","1993","01","09","Brasil","Rio Grande do Sul","Morrinhos do Sul","-49.932778","-29.358056","49º55'58''W","29º21'29''S",NA,"CRI007296",NA,NA,NA,"CRI007296","2261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:34:13-03","UNESC","CRI","8443","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Vanilde C. Zanette",NA,NA,NA,"Régis Cardoso da Silva","2009","01","01","Brasil","Rio Grande do Sul","Torres","-49.727222","-29.335833","49º43'38''W","29º20'9''S",NA,"CRI007499","Parque Estadual Itapeva.","36","36","CRI007499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:34:13-03","UNESC","CRI","6093","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Vanilde Citadini-Zanette",NA,NA,NA,"Valdemar P. Boff","1996","05","10","Brasil","Santa Catarina","Araranguá","-49.486111","-28.935278","49º29'10''W","28º56'7''S",NA,"CRI007495",NA,NA,NA,"CRI007495","522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:34:13-03","UNESC","CRI","7667","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Vanilde Citadini-Zanette","2008","02","20","Jean Gabriel Cemin","2008","01","30","Brasil","Santa Catarina","Turvo","-49.679444","-28.926667","49º40'46''W","28º55'36''S",NA,"CRI007496",NA,NA,NA,"CRI007496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:26:09-03","UNESC","CRI","3025","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","L. A. Mentz",NA,NA,NA,"Raquel Rejane Bonatto Negrelle","1992","11","16","Brasil","Santa Catarina","Itapoá","-48.616389","-26.1175","48º36'59''W","26º7'3''S",NA,"CRI007542","Reserva Volta Velha (Bairro Itapema Norte).","5","5","CRI007542","577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:26:09-03","UNESC","CRI","12209","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","L. A. Mentz","1997","06","25","V. P. Boff","1996","01","11","Brasil","Santa Catarina","Fraiburgo","-50.9213981628418","-27.0261001586914",NA,NA,"Beira da estrada.","CRI010387","Taquarussu.",NA,NA,NA,"454",NA,"24284","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","03097871","PreservedSpecimen","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.",NA,NA,NA,NA,"S. J. da Silva Neto","2002","04","25","Brazil","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3343475' target='other'> <mi>dwc_moreinfo</mi></a>","NY03097871","Estrada para Boa Esperança, próximo a represa. REBIO do Tinguá",NA,NA,"NY03097871_01","1692",NA,"25743","auto","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1184159","PreservedSpecimen","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.",NA,NA,NA,NA,"C. M. Vieira","1992","02","23","Brazil","Rio de Janeiro","Guapimirim","-42.883","-22.483",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1463968' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184159","Estação Ecológica Estadual de Paraíso. Fazenda Santa Rita. Área Fp1028.",NA,NA,"NY01184159_01","192",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","669720","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","M. H. Nee",NA,NA,NA,"G. G. Hatschbach","1988","12","07","Brazil","Paraná","Jaguariaíva","-49.7056","-24.2511",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239509' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669720","Lageado 5 Reis.",NA,NA,"NY00669720_01","52650",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","669681","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","S. D. Knapp",NA,NA,NA,"A. Sehnem","1945","10","24","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239565' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669681","Pareci Novo. Montenegro.","50","50","NY00669681_01","1639",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","669727","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","M. H. Nee",NA,NA,NA,"J. C. Lindeman","1967","05","09","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239510' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669727","25km N of Guarapuava, in the direction of Pitanga.",NA,NA,"NY00669727_01","5271",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","669671","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","S. D. Knapp",NA,NA,NA,"L. Riedel","1824","08",NA,"Brazil",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239538' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669671","Ita Columi",NA,NA,"NY00669671_01","1076",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","684624","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","M. H. Nee",NA,NA,NA,"W. W. Thomas","2000","10","14","Brazil","Bahia","Boa Nova","-40.1116833","-14.4412333",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=119333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684624","27 km west of Dario Meira on road to Boa Nova (17.1 km east of Boa Nova).","300","300","NY00684624_01","12245",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","669687","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","L. A. Mentz",NA,NA,NA,"T. Yano","1996","10","20","Brazil","São Paulo","Ibiúna","-47.22","-23.65",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239521' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669687","Bairro Morro Grande, sítio SKY, km 63 da SP 250, ca. 8km a esquerda.",NA,NA,"NY00669687_01","s.n.",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","669710","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","J. R. Stehmann",NA,NA,NA,"L. Fadelli","1998","11","27","Brazil","Paraná","Tibagi","-50.4133","-24.5094",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239523' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669710","Area da Fazenda Batavo.",NA,NA,"NY00669710_01","s.n.",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1144640","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.",NA,NA,NA,NA,"C. Luchiari","1993","10","21","Brazil","Rio de Janeiro","Silva Jardim","-42.3917","-22.6508",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1297161' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144640","Reserva Biológica de Poço das Antas, Est. do Proj. Mico Leão Dourado - SEDE.",NA,NA,"NY01144640_01","68",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","669742","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","S. D. Knapp",NA,NA,NA,"R. Reitz","1963","12","31","Brazil","Santa Catarina","Mondaí","-53.4017","-27.1031",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239574' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669742",NA,"250","250","NY00669742_01","16697",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00828977","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","M. H. Nee",NA,NA,NA,"G. G. Hatschbach","1998","11","19","Brazil","Paraná","Antonina","-48.7117","-25.4286",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938813' target='other'> <mi>dwc_moreinfo</mi></a>","NY00828977","Rio Xaxim.",NA,NA,"NY00828977_01","68839",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","669680","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","S. F. Smith",NA,NA,NA,"A. Butzke","1994","12","08","Brazil","Rio Grande do Sul","Erechim","-52.2739","-27.6344",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239527' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669680","Mata próxima a URI.","780","780","NY00669680_01","s.n.",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","669721","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","M. H. Nee",NA,NA,NA,"G. G. Hatschbach","1995","12","05","Brazil","Paraná","Rio Branco do Sul","-49.3142","-25.1903",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239518' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669721","Serra do Caetê.",NA,NA,"NY00669721_01","64015",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","669677","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","S. D. Knapp",NA,NA,NA,"G. Gardner","1836","08",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669677","Pr. Tejuca.",NA,NA,"NY00669677_01","237",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00697218","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","S. D. Knapp",NA,NA,NA,"Y. E. J. Mexia","1930","10","15","Brazil","Minas Gerais","Viçosa","-42.8817","-20.7542",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=832067' target='other'> <mi>dwc_moreinfo</mi></a>","NY00697218","Fazenda de Aguada; small valley .5 km. beyond gate","700","700","NY00697218_01","5176",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","669744","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","S. D. Knapp",NA,NA,NA,"R. Reitz","1957","11","06","Brazil","Santa Catarina","Joinville","-48.8456","-26.3044",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239567' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669744","Estrada Dona Francisca.","600","600","NY00669744_01","5575",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","669740","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","S. D. Knapp",NA,NA,NA,"A. Gevieski","1953","12","02","Brazil","Santa Catarina","Ibirama","-49.5178","-27.0569",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239573' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669740","Horto Florestal I.N.P.","200","200","NY00669740_01","66",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","669747","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","S. D. Knapp",NA,NA,NA,"R. M. Klein","1955","01","13","Brazil","Santa Catarina","Itajaí","-48.941177","-26.748537",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239569' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669747","Braço Joaquim, Luis Alves.","400","400","NY00669747_01","1070",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00712561","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.",NA,NA,NA,NA,"C. R. Ferreira Guedes","1982","04","06","Brazil","São Paulo",NA,"-47.992538","-25.197304",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=850035' target='other'> <mi>dwc_moreinfo</mi></a>","NY00712561","Cananéia, Ilha do Cardoso",NA,NA,"NY00712561_01","10",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00712576","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","M. H. Nee",NA,NA,NA,"G. G. Hatschbach","2004","10","20","Brazil","Santa Catarina","Timbé do Sul","-49.8469","-28.8306",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=850077' target='other'> <mi>dwc_moreinfo</mi></a>","NY00712576","Serra da Rocinha","700","700","NY00712576_01","78241",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","669673","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","S. D. Knapp",NA,NA,NA,"L. Riedel","1832",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239533' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669673",NA,NA,NA,"NY00669673_01","1079",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00697172","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","M. H. Nee",NA,NA,NA,"O. dos S. Ribas","2001","11","28","Brazil","Paraná","Campo Mourao","-52.3831","-24.0458",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=831791' target='other'> <mi>dwc_moreinfo</mi></a>","NY00697172","Rio Mourão, Represa da Copel",NA,NA,"NY00697172_01","3945",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","669699","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","S. D. Knapp",NA,NA,NA,"P. E. Gibbs","1976","11","09","Brazil","São Paulo","Ubatuba","-45.0697","-23.4303",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239532' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669699","Ao redor do Hotel das Flores.",NA,NA,"NY00669699_01","3484",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00724675","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","M. H. Nee",NA,NA,NA,"E. M. Zardini","1996","01","18","Paraguay","San Pedro",NA,"-56.1261111","-23.8030556",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=866861' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724675","Yaguareté Forest (Sustainable Forest Systems Site)","180","180",NA,"44422",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","669701","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","L. A. Mentz",NA,NA,NA,"F. de Barros","1993","11","09","Brazil","São Paulo","Ubatuba","-44.833923","-23.380728",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239522' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669701","Núcleo Picinguaba.",NA,NA,"NY00669701_01","2836",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00724678","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","M. H. Nee",NA,NA,NA,"E. M. Zardini","1989","05","28","Paraguay","Guairá",NA,"-56.25","-25.92",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=866864' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724678","Cordillera de Ybytyruzú; 10 kms S of Melgarejo on road to the Antena",NA,NA,NA,"12357",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","669676","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","S. D. Knapp",NA,NA,NA,"L. Riedel","1822","12",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239529' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669676","Ad viam Montis Estrellae.",NA,NA,"NY00669676_01","s.n.",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
