"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","typeStatus","class","individualCount","sex"
"11","2021-03-01 16:35:45-03","UNICAMP","UEC","85410","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","Shirasuna, RT; Rossi, L; Simão-Bianchini, R; Kiyama, CY","9","1994","09","03",NA,"Brazil","São Paulo","Salesópolis","Estação Biológica de Boracéia","-45.8400001525879","-23.5300006866455",NA,"Árvore de 5m alt. Botões verdes.",NA,NA,"Peixoto",NA,NA,NA,NA,"1998",NA,NA,"18032","auto",NA,NA,NA,NA,NA
"12","2019-12-06 19:29:58-03","UFES","VIES","34782","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","Araújo, E.A.","449","2015","02",NA,NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 04, indivíduo 168. Parque Nacional do Caparaó","-41.751389","-20.490278",NA,NA,"VIES034782","VIES034782","E.J. Lírio",NA,NA,"41º45'5''W","20º29'25''S","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-06 19:29:58-03","UFES","VIES","34770","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","Araújo, E.A.","439","2015","10",NA,NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 04, indivíduo 238. Parque Nacional do Caparaó","-41.751389","-20.490278",NA,NA,"VIES034770","VIES034770","E.J. Lírio",NA,NA,"41º45'5''W","20º29'25''S","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 09:31:15-03","UFRRJ","RBR","7622","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","M. Kirizawa; A. Rapini, S.L. Proença","3199","1995","08","23",NA,"Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha da Toca de Goteira.","-45.3499984741211","-23.7700004577637",NA,NA,"RBR00007622",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23719","auto",NA,NA,NA,NA,NA
"15","2020-06-29 09:31:15-03","UFRRJ","RBR","8257","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","L.D. Thomaz","1138","1992","10","28",NA,"Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,"RBR00008257",NA,"A.L. Peixoto, M.V.L. Pereira-Moura","650","650",NA,NA,"2004",NA,NA,"23813","auto",NA,NA,NA,NA,NA
"16","2020-06-29 09:31:15-03","UFRRJ","RBR","7623","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","S.V.A. Pessoa; M. Nadruz, I. Araújo, J. Caruso","s.n.","1988","05","25",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"RBR00007623",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"17","2020-06-29 09:31:15-03","UFRRJ","RBR","7624","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","S.V.A. Pessoa","283","1987","08","20",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Sitio Sophoronites. Coord. 22º 00 S, 042 º 03W .","-42.5311012268066","-22.2819004058838",NA,NA,"RBR00007624",NA,NA,"1100","1100",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA
"18","2017-12-14 13:54:37-02","MNHN","RECOLNAT_MNHN_P","P00053224","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","Glaziou, A.",NA,"1867","6","10",NA,"Brésil","Rio de Janeiro",NA,"Prov. de Rio Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00053224' target='other'> <mi>dwc_moreinfo</mi></a>","P00053224","P00053224_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1321",NA,NA,NA,NA
"19","2016-04-05 14:39:10-03","MNHN","RECOLNAT_MNHN_P","P00080217","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","Glaziou, A.",NA,"1867","8","8",NA,"Brésil",NA,NA,"(Rio Jan.) Tijuca",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080217' target='other'> <mi>dwc_moreinfo</mi></a>","P00080217","P00080217_01 P00080217_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1463","syntype",NA,NA,NA
"20","2016-04-05 14:40:30-03","MNHN","RECOLNAT_MNHN_P","P00080218","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","Glaziou, A.",NA,"1867","8","8",NA,"Brésil",NA,NA,"(Rio Jan.) Tijuca",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080218' target='other'> <mi>dwc_moreinfo</mi></a>","P00080218","P00080218_01 P00080218_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1463","syntype",NA,NA,NA
"21","2016-04-05 14:38:34-03","MNHN","RECOLNAT_MNHN_P","P00080219","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","Glaziou, A.",NA,"1867","8","8",NA,"Brésil",NA,NA,"(Rio Jan.) Tijuca",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080219' target='other'> <mi>dwc_moreinfo</mi></a>","P00080219","P00080219_01 P00080219_02","Schönfelder",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1463","syntype",NA,NA,NA
"22","2016-03-08 16:23:17-03","MNHN","RECOLNAT_MNHN_P","P00080220","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","Glaziou, A.",NA,"1867","8","8",NA,"Brésil",NA,NA,"(Rio Jan.) Tijuca",NA,NA,"hb","1880 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080220' target='other'> <mi>dwc_moreinfo</mi></a>","P00080220","P00080220_01 P00080220_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1463","syntype",NA,NA,NA
"23","2016-04-05 14:44:52-03","MNHN","RECOLNAT_MNHN_P","P00080221","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","Glaziou, A.",NA,"1874","8","25",NA,"Brésil",NA,NA,"(Rio Jan.) Tijuca, près du Pico",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080221' target='other'> <mi>dwc_moreinfo</mi></a>","P00080221","P00080221_01 P00080221_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7830","syntype",NA,NA,NA
"24","2015-09-04 01:59:42-03","MNHN","RECOLNAT_MNHN_P","P00080222","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","Glaziou, A.",NA,"1874","8","25",NA,"Brésil",NA,NA,"(Rio Jan.) Tijuca, près du Pico",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080222' target='other'> <mi>dwc_moreinfo</mi></a>","P00080222","P00080222_01 P00080222_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7830","syntype",NA,NA,NA
"25","2016-01-20 14:40:32-02","MNHN","RECOLNAT_MNHN_P","P00080223","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","Glaziou, A.",NA,"1866","2","16",NA,"Brésil",NA,NA,"(Rio Jan.) Corcovado, dans la forêt",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080223' target='other'> <mi>dwc_moreinfo</mi></a>","P00080223","P00080223_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"837",NA,NA,NA,NA
"26","2015-09-04 01:59:42-03","MNHN","RECOLNAT_MNHN_P","P00080224","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","Glaziou, A.",NA,"1867","6","10",NA,"Brésil","Rio de Janeiro",NA,"Prov. de Rio Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080224' target='other'> <mi>dwc_moreinfo</mi></a>","P00080224","P00080224_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1321",NA,NA,NA,NA
"27","2009-07-27 09:32:00-03","MO","MOBOT","3119659","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","Auguste F.M. Glaziou","Glaziou 7830","1874","8","25","South America","Brazil",NA,NA,"Tijuca dans la forét au pied de sies.",NA,NA,NA,NA,NA,NA,"J. Perkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-09 10:13:30-03","UENF","HUENF","1285","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","Moreno, M.R.; Nascimento, M.T.","41","1997","07","07",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Imbé","-41.796944","-21.846944",NA,NA,"HUENF00001287",NA,NA,"38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-09 10:13:30-03","UENF","HUENF","1267","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","Moreno, M.R.; Nascimento, M.T.","19","1997","10","15",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Imbé","-41.796944","-21.846944",NA,NA,"HUENF00001269",NA,NA,"38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","1194896","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","A. F. M. Glaziou","7830","1874","8",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Tijuca.",NA,NA,NA,NA,"US00061251","US00061251_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntype","Dicotyledonae","1",NA
"31","2019-11-13 11:26:21-03","USP","SPF","194495","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","Amorim, AMA","7459","2008","06","23",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita, 9.7 km W de Camacan na estrada para Jacarei, daí 6 km SW na estrada para RPPN Serra Bonita e torre.","-39.565278","-15.391667",NA,NA,"SPF00194495",NA,"Lírio, EJ","835","835","-39.565278","-15.391667","2016","12",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-13 11:26:21-03","USP","SPF","231303","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","Baumgratz, JFA","516","1990","11","22",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Macaé de Cima","-42.5311012268066","-22.2819004058838",NA,NA,"SPF00231303",NA,"Peixoto, AL","1350","1350",NA,NA,"2002",NA,NA,"33190","auto",NA,NA,NA,NA,NA
"33","2019-09-04 18:22:12-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra",NA,"A. Glaziou","7830","1874","8","25","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntype","Dicotyledoneae",NA,NA
"34","2019-09-04 18:22:30-03","F","FMNH-SEEDPLANTS","V0064240F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra",NA,"A. Glaziou","7830","1874",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0064240F","V0064240F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntype","Dicotyledoneae",NA,NA
"35","2019-09-04 18:22:30-03","F","FMNH-SEEDPLANTS","V0064241F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra",NA,"A. Glaziou","7830","1874","6","3","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0064241F","V0064241F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntype","Dicotyledoneae",NA,NA
"36","2019-09-04 18:19:27-03","F","FMNH-SEEDPLANTS","V0064242F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra",NA,"A. Glaziou","7830","1874",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0064242F","V0064242F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntype","Dicotyledoneae",NA,NA
"37","2015-03-07 09:04:38-03","F","FMNH-SEEDPLANTS","V0157789F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0157789F","V0157789F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"38","2021-03-04 15:44:24-03","IF","SPSF","35341","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perk.","J.B.Baitello & F.T.Rocha & O.T. Aguiar","1758","2000","06","29","América do Sul","Brasil","SP","Ilhabela","P.E.Serra do Mar","-45.3499984741211","-23.7700004577637",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: estrada de castelanos, mata densa&nf;;",NA,NA,"E.J.Lirio",NA,NA,NA,NA,"2013","05","21","23719","auto",NA,NA,"Magnoliopsida",NA,NA
"39","2021-03-04 15:44:24-03","IF","SPSF","42364","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perk.","R.T.Polisel & N.M.Ivanauskas & R.Esteves & D.Souza","780","2008","09","04","América do Sul","Brasil","SP","Bananal","Estação Ecológica de Bananal","-44.366111","-22.806389",NA,"COLETA: Árvore de 5 m. Flores e brancas. Número 4035 da fitossociologia.; GEOGRAFIA: Na área do estudo fitossociológico em Floresta Ombrófila Mista.;",NA,NA,"G.A.D.C.Franco","1115","1115",NA,NA,"2010","05","30",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"40","2019-11-21 10:10:53-03","IBt","SP","193346","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","Custodio Filho, A","1518","1983","09","16",NA,"Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,NA,"SP048143","SP048143","Lírio, EJ","890","950","-45.866667","-23.633333","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 10:10:53-03","IBt","SP","288312","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","Kirizawa, M; et al.","3199","1995","08","23",NA,"Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha Toca da Goteira","-45.3499984741211","-23.7700004577637",NA,NA,"SP048145","SP048145","Peixoto, AL",NA,NA,NA,NA,"2003",NA,NA,"23719","auto",NA,NA,NA,NA,NA
"42","2019-11-21 10:10:53-03","IBt","SP","298998","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","Shirasuna, RT; et al.","9","1994","09","03",NA,"Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia, Mata próxima à barragem do rio Claro","-45.8400001525879","-23.5300006866455",NA,NA,"SP048144","SP048144","Peixoto, AL",NA,NA,NA,NA,"2003",NA,NA,"18032","auto",NA,NA,NA,NA,NA
"43","2010-08-16 16:42:42-03","GH","HU-HERB","GH 00041019","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","A. F. M. Glaziou","1463",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Tijuca",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1463","Type",NA,NA,"undetermined"
"44","2010-08-16 16:42:42-03","GH","HU-HERB","GH 00041020","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","pachysandra","Mollinedia pachysandra","Perkins","A. F. M. Glaziou","7830",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"At foot of Pico",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7830","Type",NA,NA,"undetermined"
