"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","month","day","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","788011","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden",NA,"A. Butzke","1993","Brazil","Rio Grande do Sul","Erechim","IBDF.","-52.2739","-27.6344",NA,NA,"780","780","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=422298' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788011","07","09","NY00788011_01","s.n.","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","788014","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","H. E. Robinson",NA,"R. A. Wasum","1992","Brazil","Rio Grande do Sul","Teutônia","Lagoa da Harmonia.","-51.801087","-29.395988",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=422268' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788014","03","22","NY00788014_01","8486","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00998324","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden",NA,"L. Riedel","1834","Brazil","São Paulo",NA,"Jundiahy at St. Carlos.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1206033' target='other'> <mi>dwc_moreinfo</mi></a>","NY00998324","01",NA,"NY00998324_01","1824","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01090525","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden",NA,"L. Riedel","1821","Brazil",NA,NA,"Iter Brasiliensis",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1222771' target='other'> <mi>dwc_moreinfo</mi></a>","NY01090525",NA,NA,"NY01090525_01","1824","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","788019","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","H. E. Robinson",NA,"R. A. Wasum","2000","Brazil","Rio Grande do Sul","Sao Francisco de Paula","RS 235","-50.5833","-29.4483",NA,NA,"830","830","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=422279' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788019","04","09","NY00788019_01","598","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","788000","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","M. Sakane",NA,"M. Sakane","1975","Brazil","São Paulo","Salesópolis","Estrada para Mogi das Cruzes.","-45.84","-23.5303",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=422285' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788000","05","25","NY00788000_01","315","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","788094","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden",NA,"A. F. M. Glaziou","1874","Brazil","Rio de Janeiro",NA,"(Environs).",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=468090' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788094",NA,NA,"NY00788094_01","s.n.","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","788004","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","H. E. Robinson",NA,"R. C. Molon","1993","Brazil","Rio Grande do Sul","Caxias do Sul","Jardim Botanico.","-51.1792","-29.1683",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=422269' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788004","03","11","NY00788004_01","9013","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","787696","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden",NA,"L. Riedel","1824","Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=231272' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787696",NA,NA,"NY00787696_01","s.n.","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","787698","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden",NA,"J. E. Leite","1941","Brazil","Rio Grande do Sul","Sao Leopoldo","Arredores.","-51.1469","-29.7606",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=231266' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787698","01",NA,"NY00787698_01","315","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00998299","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden",NA,"K. Mizoguchi","1981","Brazil","São Paulo","Sao Roque","A wine-producing area on the way to Sorocaba, 40 km W of Aizen-Do.","-47.13","-23.5203",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00998299","03","03","NY00998299_01","1516","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","788016","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","H. E. Robinson",NA,"R. A. Wasum","1992","Brazil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico.","-51.1792","-29.1683",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=422264' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788016","02","13","NY00788016_01","8225","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00855008","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden",NA,"F. C. Hoehne","1919","Brazil","Minas Gerais","Poços de Caldas",NA,"-46.5614","-21.7881",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=939607' target='other'> <mi>dwc_moreinfo</mi></a>","NY00855008","01","30","NY00855008_01","2938","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","788389","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden",NA,"L. Riedel",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760273' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788389",NA,NA,"NY00788389_01","s.n.","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","788013","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.",NA,NA,"R. A. Wasum","1992","Brazil","Rio Grande do Sul","Teutônia","Lagoa da Harmonia.","-51.801087","-29.395988",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=422299' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788013","03","22","NY00788013_01","8486","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","788391","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden",NA,"L. Riedel",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788391",NA,NA,"NY00788391_01","s.n.","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","788021","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","H. E. Robinson",NA,"R. A. Wasum","1997","Brazil","Rio Grande do Sul","Erechim","Estrada para Concórdia.","-52.2739","-27.6344",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=422274' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788021","06","05","NY00788021_01","s.n.","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","787558","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden",NA,"M. Sakane","1976","Brazil","São Paulo","Campos do Jordao","Vila Matilde, áreas do Sanatorio Sao Francisco Xavier.","-45.604903","-22.750525",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=322781' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787558","02","09","NY00787558_01","464","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","787554","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden",NA,"M. Sakane","1975","Brazil","São Paulo","Sao José dos Campos","Estrada para Campos do Jordao.","-45.88","-23.1703",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787554","04","24","NY00787554_01","299","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00855027","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.",NA,NA,"A. Barbosa","1948","Brazil","Minas Gerais","Passa Quatro","Estação Florestal da Mantiqueira.","-44.9667","-22.3906",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=939766' target='other'> <mi>dwc_moreinfo</mi></a>","NY00855027","03","10","NY00855027_01","66","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","781940","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden",NA,"R. C. Molon","1994","Brazil","Rio Grande do Sul","Caxias do Sul","Campus da UCS.","-51.1792","-29.1683",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=426786' target='other'> <mi>dwc_moreinfo</mi></a>","NY00781940","03","23","NY00781940_01","5","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","788015","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","H. E. Robinson",NA,"R. A. Wasum","1989","Brazil","Rio Grande do Sul","Flores da Cunha","Otavio Rocha.","-51.26034","-29.061484",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=422263' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788015","02","27","NY00788015_01","5723","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","788007","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","W. C. A. Heering",NA,"P. K. H. Dusén","1909","Brazil","Paraná","Ponta Grossa",NA,"-50.1617","-25.095",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=422261' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788007","02","28","NY00788007_01","7824","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","787945","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.",NA,NA,"A. P. Duarte","1949","Brazil","Paraná",NA,"Parque Nacional do Iguaçú, Estr. da Fóz.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=422288' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787945","05","15","NY00787945_01","1730","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","788024","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","H. E. Robinson",NA,"M. Rossato","1999","Brazil","Rio Grande do Sul","Bom Jesus","Fazenda do Tijuco.","-50.4167","-28.6681",NA,NA,"890","890","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=422278' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788024","03","20","NY00788024_01","89","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","787999","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.",NA,NA,"B. Rambo","1950","Brazil","Rio Grande do Sul","Osório",NA,"-50.2694","-29.8869",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=422297' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787999","05","01","NY00787999_01","46992","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","788020","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","H. E. Robinson",NA,"R. A. Wasum","2000","Brazil","Rio Grande do Sul","Sao Francisco de Paula","RS 235","-50.5833","-29.4483",NA,NA,"830","830","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=422280' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788020","04","09","NY00788020_01","598","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00855006","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden",NA,"H. S. Irwin","1959","Brazil","Minas Gerais","Viçosa","10 km W. of Viçosa on old road to Ubá.","-42.8817","-20.7542",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=939599' target='other'> <mi>dwc_moreinfo</mi></a>","NY00855006","02","16","NY00855006_01","2634","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","788001","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","G. M. Barroso",NA,"E. Fromm","1962","Brazil","Rio de Janeiro",NA,"Entre Rio Bonito e Silva Jardim.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=422282' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788001","12","29","NY00788001_01","229","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","330427","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","H. E. Robinson",NA,"M. H. Nee","1997","Bolivia","Santa Cruz","Florida","On road from Mairana to Postrervalle, 1.5 km N of Quirusillas. Along the Río Quirusillas","-63.95","-18.33",NA,NA,"1475","1475","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743455' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330427","12","31",NA,"47666","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","788022","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","H. E. Robinson",NA,"R. A. Wasum","1997","Brazil","Rio Grande do Sul","Erechim","Estrada para Concórdia.","-52.2739","-27.6344",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=422275' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788022","06","05","NY00788022_01","s.n.","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00998325","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden",NA,"L. Riedel","1834","Brazil","São Paulo",NA,"Jundiahy at St. Carlos.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1206034' target='other'> <mi>dwc_moreinfo</mi></a>","NY00998325","01",NA,"NY00998325_01","1824","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","787997","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","M. Sobral",NA,"M. Sobral","1985","Brazil","Rio Grande do Sul","Caçapava do Sul","BR-290, km 223.","-53.4914","-30.5122",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=422258' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787997","05","05","NY00787997_01","3900","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","330462","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","H. E. Robinson",NA,"M. H. Nee","1998","Bolivia","Santa Cruz","Florida","2 km (by road) NNE from Achiras Camping resort on steep gravel road to Banegas and Barrientos.","-63.82","-18.13",NA,NA,"1475","1475","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743460' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330462","01","16",NA,"47983","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","788023","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","H. E. Robinson",NA,"M. Rossato","1999","Brazil","Rio Grande do Sul","Bom Jesus","Fazenda do Tijuco.","-50.4167","-28.6681",NA,NA,"890","890","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=422277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788023","03","20","NY00788023_01","89","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
