"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","day","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","relationshipType","individualCount","infraspecificEpithet","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00983817","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","B. G. Schubert",NA,NA,NA,"H. S. Irwin","1966","02","Brazil","Distrito Federal","Brasília","Immediately south of Lagôa Paranoá, Brasília","-47.87","-15.87",NA,NA,"975","975","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117586' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983817","24","NY00983817_01","13145","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-10-28 15:36:00-02","NY","NYBG","00983930","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum",NA,NA,NA,NA,NA,"R. M. Harley","1968","10","Brazil","Mato Grosso",NA,"Corrego do Gato c. 51 km along road S. from base camp","-51.77","-12.82",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117789' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983930","17","NY00983930_01","10687","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00983929","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","G. O. A. Malme",NA,NA,NA,"Y. E. J. Mexia","1930","02","Brazil","Minas Gerais","Viçosa","Viçosa. Agricultural College lands; hill northwest of main buildings.","-42.868031","-20.7613428",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117784' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983929","22","NY00983929_01","4379","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","594192","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","R. C. Barneby",NA,NA,NA,"J. G. Jardim","1998","07","Brazil","Bahia","Uruçuca","Distrito de Serra Grande. Estrada que leva à Prainha","-39.031091","-14.472473",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319184' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594192","09","NY00594192_01","1799","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-11-01 13:44:00-02","NY","NYBG","594207","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum",NA,"G. M. Barroso",NA,NA,NA,"B. D. Sucre","1966","11","Brazil","Rio de Janeiro",NA,"GB, Restinga da Marambaia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319181' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594207","30","NY00594207_01","1264","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01417412","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","R. C. Barneby",NA,NA,NA,"M. L. Alencar","1979","06","Brazil","Amazonas",NA,"Along the Rio Negro between manaus and São Gabriel, São Luiz","-63","-0.17",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1655396' target='other'> <mi>dwc_moreinfo</mi></a>","NY01417412","28","NY01417412_01","154","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01417423","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","R. S. Cowan",NA,NA,NA,"J. H. Kirkbride Jr.","1977","02","Brazil","Pará",NA,"Serra do Cachimbo, in short forest growing over bare rocks near Cachoeira do Curuá",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1657544' target='other'> <mi>dwc_moreinfo</mi></a>","NY01417423","20","NY01417423_01","2945","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","594227","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.",NA,NA,NA,NA,"Martii Herbar. Florae Brasil.",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594227",NA,"NY00594227_01","1120","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-11-01 13:44:00-02","NY","NYBG","594201","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum",NA,"J. W. Grimes",NA,NA,NA,"R. P. Belém","1965","05","Brazil","Bahia","Una","Una","-39.076046","-15.295146",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319177' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594201","19","NY00594201_01","1085","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","594221","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1970","03","Brazil","Paraná","Curitiba","Vila Parolim","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319205' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594221","07","NY00594221_01","24018","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00983815","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","V. E. Rudd",NA,NA,NA,"W. R. Anderson","1975","02","Brazil","Mato Grosso do Sul","Coxim","Disturbed woods by Rio Taquarí","-54.7597","-18.5069",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117581' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983815","09","NY00983815_01","11287","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00983902","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","M. Blasco Capdevila",NA,NA,NA,"S. Tsugaru","1987","08","Brazil","Maranhão","São Luís",NA,"-44.3028","-2.5297",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983902","23","NY00983902_01","B-1132","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-10-28 15:36:00-02","NY","NYBG","00983927","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum",NA,"R. C. Barneby",NA,NA,NA,"J. G. A. Vieira","1985","03","Brazil","Goiás","Formosa","BR-020 Formosa-Vila JK km 110","-47.25","-15.57",NA,NA,"1230","1230","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983927","26","NY00983927_01","346","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-10-28 15:36:00-02","NY","NYBG","00983906","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum",NA,"R. C. Barneby",NA,NA,NA,"T. A. B. Dias","1993","02","Brazil","Goiás","Caldas Novas","Saindo de Caldas Novas virando a esquerda na estrada de acesso a UHE-Corumba; percorrer 13 km","-48.58","-17.97",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117791' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983906","12","NY00983906_01","388","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01417425","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","B. G. Schubert",NA,NA,NA,"G. T. Prance","1967","03","Brazil","Amazonas","Manaus","Cachoeira Baixa Tarumã. Beside Igarape Tarumã.","-60.0962609","-2.8743255",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1377860' target='other'> <mi>dwc_moreinfo</mi></a>","NY01417425","14","NY01417425_01","4635","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","594209","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.",NA,NA,NA,NA,"L. Riedel","1831","12","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Recd Sept 1892 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319218' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594209",NA,"NY00594209_01","128","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-30 05:36:00-03","NY","NYBG","01417442","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum",NA,NA,NA,NA,NA,"G. H. H. Tate","1928","08","Brazil","Amazonas","Manaus",NA,"-60.025","-3.1019",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1657690' target='other'> <mi>dwc_moreinfo</mi></a>","NY01417442","20","NY01417442_01","37","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-30 02:07:00-03","NY","NYBG","01417406","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum",NA,"R. C. Barneby",NA,NA,NA,"L. Coradin","1977","11","Brazil","Roraima","Caracaraí","Vicinity of Caracaraí. Locally frequent.","-61.1281","1.81611",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1379939' target='other'> <mi>dwc_moreinfo</mi></a>","NY01417406","09","NY01417406_01","1039","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-11-01 13:44:00-02","NY","NYBG","594214","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum",NA,"B. G. Schubert",NA,NA,NA,"D. O. Norris","1964","04","Brazil","São Paulo","Valinhos","Intersection of S. Paulo - Campinas highway with turnoff road to Valinhos. 11.5 km SE of Campinas","-47.02","-22.98",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319190' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594214","19","NY00594214_01","175","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00983838","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","J. W. Grimes",NA,NA,NA,"H. S. Irwin","1968","03","Brazil","Tocantins","Guaraí","Ca. 9 km S. of Guará.","-48.52","-8.92",NA,NA,"550","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117600' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983838","20","NY00983838_01","21536","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01417430","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","N. A. Rosa",NA,NA,NA,"N. A. Rosa","1981","04","Brazil","Pará",NA,"Rodovia Tucurui, Km 26. Repartimento","-49.7293139","-3.9749607",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1657559' target='other'> <mi>dwc_moreinfo</mi></a>","NY01417430","06","NY01417430_01","4045","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00983820","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","B. G. Schubert",NA,NA,NA,"H. S. Irwin","1966","04","Brazil","Goiás","Posse","Serra Geral de Goiás, Rio da Prata, ca. 6 km S. of Posse","-46.37","-14.13",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117591' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983820","06","NY00983820_01","14428","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-10-28 15:36:00-02","NY","NYBG","00983882","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum",NA,"N. T. da Silva",NA,NA,NA,"N. A. Rosa","1978","12","Brazil","Maranhão","Turiaçu","km 6 da BR 106 Maracaçumá-Sta. Helena, fazenda Maracaçuma Agro Industrial Grupo Mesbla","-45.3717","-1.6633",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117667' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983882","01","NY00983882_01","2784","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-10-28 15:36:00-02","NY","NYBG","00983884","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum",NA,NA,NA,NA,NA,"A. B. Anderson","1985","03","Brazil","Maranhão","Lago Verde","Fazenda São Francisco, estrada Alto Alegre-Lago Verde, km 9","-44.8219","-3.9572",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117687' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983884","26","NY00983884_01","2188","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00983847","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","J. W. Grimes",NA,NA,NA,"H. S. Irwin","1972","01","Brazil","Goiás",NA,"ca. 14 km S. of Niquelândia.",NA,NA,NA,NA,"750",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117612' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983847","22","NY00983847_01","34831","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-10-28 15:36:00-02","NY","NYBG","00983849","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum",NA,"J. F. de Toledo",NA,NA,NA,"E. P. Heringer","1939","02","Brazil","Minas Gerais",NA,"Lavras, E. S. A. L.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117649' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983849","16","NY00983849_01","214","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","594226","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","M. H. Nee",NA,NA,NA,"F. Sellow",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319214' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594226",NA,"NY00594226_01","s.n.","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-10-28 15:35:00-02","NY","NYBG","00983908","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum",NA,"B. G. Schubert",NA,NA,NA,"D. Philcox","1968","01","Brazil","Mato Grosso",NA,"Road west from Base Camp","-51.77","-12.82",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117799' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983908","26","NY00983908_01","4211","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01417416","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","B. G. Schubert",NA,NA,NA,"E. de Oliveira","1962","07","Brazil","Pará",NA,"Granja Estrela, R Anabijú, Marajó","-49.1197443","-1.2233377",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1655400' target='other'> <mi>dwc_moreinfo</mi></a>","NY01417416","06","NY01417416_01","2122","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-10-28 15:36:00-02","NY","NYBG","00983928","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum",NA,"R. C. Barneby",NA,NA,NA,"A. C. Allem","1977","07","Brazil","Mato Grosso","Poconé","Fazenda Ipiranga","-56.6228","-16.2569",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117781' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983928","26","NY00983928_01","1006","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-11-01 13:44:00-02","NY","NYBG","594211","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum",NA,"J. F. de Toledo",NA,NA,NA,"G. P. Viégas","1943","04","Brazil","São Paulo",NA,"Rio das Pedras",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319201' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594211","03","NY00594211_01","s.n.","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-11-01 13:44:00-02","NY","NYBG","594206","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum",NA,"B. G. Schubert",NA,NA,NA,"E. Fromm","1962","12","Brazil","Rio de Janeiro",NA,"José Bulhôes",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319188' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594206","28","NY00594206_01","1255","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01417421","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","R. C. Barneby",NA,NA,NA,"G. Davidse","1980","03","Brazil","Pará","Vigía","36 Km southeast of Vigia, along highway PA-140 to Belém.","-48.1166669","-1.05",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1382110' target='other'> <mi>dwc_moreinfo</mi></a>","NY01417421","29","NY01417421_01","17566","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-11-01 13:43:00-02","NY","NYBG","594189","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum",NA,NA,NA,NA,NA,"B. J. Pickel","1932","06","Brazil","Pernambuco",NA,"Tapera","-35.18","-8.12",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319208' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594189","17","NY00594189_01","238","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
