"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","recordNumber","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","fieldNumber","typeStatus","eventTime"
"234","2020-12-21 16:29:09-03","MBM","MBM","18218","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Hatschbach, G.","1969","10","08","Brazil","Paraná","Ivaí","Rio Palmital","-50.8588981628418","-25.010799407959",NA,NA,"MBM018218","MBM018218",NA,NA,"Hatschbach, G.",NA,NA,NA,NA,NA,NA,"22364","Southern America",NA,"21096","auto",NA,NA,NA,NA,NA,NA,NA
"235","2020-12-21 16:29:09-03","MBM","MBM","112890","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Soares, F Chagas; Silva L.H.S.","1985","10","16","Brazil","Paraná","Londrina","Floresta dos Irmãos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,"MBM112890","MBM112890",NA,NA,"Hatschbach, G.",NA,NA,NA,NA,NA,NA,"908","Southern America",NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"236","2020-12-21 16:29:09-03","MBM","MBM","210513","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Dombrowski, L.T.",NA,NA,NA,"Brazil","Paraná","Morretes","Estrada da Graciosa","-48.834400177002","-25.476900100708",NA,NA,"MBM210513","MBM210513",NA,NA,"Motta, J.T.",NA,NA,NA,NA,NA,NA,"12149","Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"237","2020-12-21 16:29:10-03","MBM","MBM","386029","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Lozano, E.D.; Buturi, C.V.; Pereira, S.F.; Engels, M.E.; Buturi, C.V.; Pereira, S.F.; Engels, M.E.","2013","10","16","Brazil","Paraná","Morretes","Estrada da Graciosa, Recanto Curva da Ferradura","-48.834400177002","-25.476900100708",NA,NA,"MBM386029","MBM386029",NA,NA,"Lozano, E.D.","2013",NA,NA,"Epífita, 80 cm, flores róseas.; Em árvore isolada em meio a churrasqueiras.",NA,NA,"1583","Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"238","2020-12-21 16:29:09-03","MBM","MBM","12808","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Hatschbach, G.","1969","01","31","Brazil","Paraná","Morretes","Morro Sete","-48.834400177002","-25.476900100708",NA,NA,"MBM012808","MBM012808",NA,NA,"Leewenberg, A.J.M.",NA,NA,NA,NA,NA,NA,"23454","Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"239","2020-12-21 16:29:10-03","MBM","MBM","349193","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Kaehler, M.","2008","11","01","Brazil","Paraná","Ortigueira","Futuro eixo da Barragem, margem esquerda do rio Tibagi","-50.9494018554688","-24.2082996368408",NA,NA,"MBM349193","MBM349193",NA,NA,"Ribas, O.S.","2009","02",NA,"Erva com flores de pétalas rosa e mancha vinho",NA,NA,"369","Southern America",NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA
"240","2020-12-21 16:29:09-03","MBM","MBM","12790","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Hatschbach, G.","1969","11","11","Brazil","Paraná","Paranaguá","Pico Torto, encosta oriental","-48.5092010498047","-25.5200004577637",NA,NA,"MBM012790","MBM012790",NA,NA,"Hatschbach, G.",NA,NA,NA,NA,NA,NA,"22864","Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"241","2020-12-21 16:29:10-03","MBM","MBM","320998","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Tessmann, G.","1974","12","06","Brazil","Paraná","Piraquara","Florestal, 29 km para leste de Curitiba, estrada C.Paranaguá","-49.0633010864258","-25.4416999816895",NA,NA,"MBM320998","MBM320998","930","930","Chautems, A.","1989",NA,NA,"Epífita com bulbos redondos ou reniformes, diâmetro ca. 8 cm, 1-3 brotos. Pedúnculo vermelho-carmesino escuro. Cálice esverdeado com pontas vermelho-carmesim. Tubo com lacínios cor de carne claro com estrias e manchas mais escuras. E",NA,NA,"s.n.","Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"242","2020-12-21 16:29:10-03","MBM","MBM","265436","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Labiak, P.; et al.; et al.","2001","12","08","Brazil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,"MBM265436","MBM265436",NA,NA,"Hatschbach, G.",NA,NA,NA,NA,NA,NA,"2004","Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"243","2020-12-21 16:29:10-03","MBM","MBM","59721","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Hatschbach, G.","1977","10","29","Brazil","Paraná","Piraquara","Nova Tirol","-49.0633010864258","-25.4416999816895",NA,NA,"MBM059721","MBM059721",NA,NA,"Hatschbach, G.",NA,NA,NA,NA,NA,NA,"40422","Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"244","2020-12-21 16:29:09-03","MBM","MBM","16165","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Hatschbach, G.","1970","12","01","Brazil","Paraná","Piraquara","Véu de Noiva","-49.0633010864258","-25.4416999816895",NA,NA,"MBM016165","MBM016165",NA,NA,"Leewenberg, A.J.M.",NA,NA,NA,NA,NA,NA,"25711","Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"245","2020-12-21 16:29:09-03","MBM","MBM","186711","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Poliquesi, C.B.; Silva, J.M.; Silva, J.M.",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","Passo do Pupo","-50.1618995666504","-25.0949993133545",NA,NA,"MBM186711","MBM186711",NA,NA,"Hatschbach, G.",NA,NA,NA,NA,NA,NA,"464","Southern America",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"246","2020-12-21 16:29:09-03","MBM","MBM","149571","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Roderjan, C.V.","1989","11","27","Brazil","Paraná","Quatro Barras","Serra da Baitaca","-49.0769004821777","-25.3656005859375",NA,NA,"MBM149571","MBM149571",NA,NA,"Hatschbach, G.",NA,NA,NA,NA,NA,NA,"811","Southern America",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"247","2020-12-21 16:29:10-03","MBM","MBM","40085","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Hatschbach, G.","1961","10","13","Brazil","Paraná","Rio Branco do Sul","Madre","-49.3142013549805","-25.1900005340576",NA,NA,"MBM040085","MBM040085",NA,NA,"Leewenberg, A.J.M.",NA,NA,NA,NA,NA,NA,"8456","Southern America",NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA
"248","2020-12-21 16:29:10-03","MBM","MBM","40097","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Hatschbach, G.","1948","11","07","Brazil","Paraná","Rio Negro","Estrada Federal Curitiba - Rio Negro, Rio Iguaçu","-49.7975006103516","-26.1058006286621",NA,NA,"MBM040097","MBM040097",NA,NA,"Hoehne, F.C.",NA,NA,NA,NA,NA,NA,"1080","Southern America",NA,"31514","auto",NA,NA,NA,NA,NA,NA,NA
"249","2020-12-21 16:29:10-03","MBM","MBM","46675","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Hatschbach, G.","1975","11","05","Brazil","Paraná","São José dos Pinhais","Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,"MBM046675","MBM046675",NA,NA,"Leewenberg, A.J.M.",NA,NA,NA,NA,NA,NA,"34901","Southern America",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"250","2020-12-21 16:29:09-03","MBM","MBM","112886","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Britez, R.M.","1985","10","29","Brazil","Paraná","São Mateus do Sul","Fazenda do Durgo","-50.3828010559082","-25.8742008209229",NA,NA,"MBM112886","MBM112886",NA,NA,"Hatschbach, G.",NA,NA,NA,NA,NA,NA,"148","Southern America",NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA
"251","2020-12-21 16:29:10-03","MBM","MBM","225135","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Uhlmann, A.",NA,NA,NA,"Brazil","Paraná","Telêmaco Borba","Parque Ecológico Samuel Klabin","-50.6156005859375","-24.3239002227783",NA,NA,"MBM225135","MBM225135",NA,NA,"Uhlmann, A.",NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA
"252","2020-12-21 16:29:10-03","MBM","MBM","59716","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Hatschbach, G.","1977","10","21","Brazil","Paraná","Tijucas do Sul","Rincão","-49.1988983154297","-25.9281005859375",NA,NA,"MBM059716","MBM059716",NA,NA,"Hatschbach, G.",NA,NA,NA,NA,NA,NA,"40479","Southern America",NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"253","2020-12-21 16:29:10-03","MBM","MBM","290735","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Barboza, E.; Silva, J.M.; Silva, J.M.","2003","12","04","Brazil","Paraná","Tijucas do Sul","Serra Papanduva","-49.1988983154297","-25.9281005859375",NA,NA,"MBM290735","MBM290735",NA,NA,"Hatschbach, G.",NA,NA,NA,NA,NA,NA,"826","Southern America",NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"254","2020-12-21 16:29:10-03","MBM","MBM","4326","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Lindeman, J.; Haas, H.; Haas, H.","1966","10","19","Brazil","Paraná","Tomazina","Tomazina, 8 Km N","-49.9496994018555","-23.778299331665",NA,NA,"MBM004326","MBM004326",NA,NA,"Chautems, A.",NA,NA,NA,NA,NA,NA,"3149","Southern America",NA,"29630","auto",NA,NA,NA,NA,NA,NA,NA
"255","2020-12-21 16:29:10-03","MBM","MBM","301546","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Sehnem, A.","1950","10","11","Brazil","Rio Grande do Sul","Montenegro","São Salvador","-51.4611015319824","-29.6886005401611",NA,NA,"MBM301546","MBM301546",NA,NA,"Rambo, B.",NA,NA,NA,NA,NA,NA,"4989","Southern America",NA,"21601","auto",NA,NA,NA,NA,NA,NA,NA
"256","2020-12-21 16:29:09-03","MBM","MBM","218216","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Jarenkow, J.A.; et al.; et al.",NA,NA,NA,"Brazil","Rio Grande do Sul","Morrinhos do Sul","Morro do Forno","-49.934700012207","-29.3649997711182",NA,NA,"MBM218216","MBM218216",NA,NA,"Jarenkow, J.A.",NA,NA,NA,NA,NA,NA,"3207","Southern America",NA,"12766","auto",NA,NA,NA,NA,NA,NA,NA
"257","2020-12-21 16:29:09-03","MBM","MBM","178244","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Jarenkow, J.A.",NA,NA,NA,"Brazil","Rio Grande do Sul","Pelotas","Três Cerros","-52.3424987792969","-31.771900177002",NA,NA,"MBM178244","MBM178244",NA,NA,"Waechter, J.L.",NA,NA,NA,NA,NA,NA,"1030","Southern America",NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA
"258","2020-12-21 16:29:09-03","MBM","MBM","108089","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Sehnem, A.","1946","10","15","Brazil","Rio Grande do Sul","Salvador do Sul","São Salvador","-51.5113983154297","-29.4382991790771",NA,NA,"MBM108089","MBM108089",NA,NA,"Rambo, B.",NA,NA,NA,NA,NA,NA,"2205","Southern America",NA,"14966","auto",NA,NA,NA,NA,NA,NA,NA
"259","2020-12-21 16:29:10-03","MBM","MBM","71053","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Krapovickas, A.; Vanni, R.; Vanni, R.","1980","11","27","Brazil","Santa Catarina","Jacinto Machado","11km SW de Jacinto Machado, camino a Praia Grande","-49.763599395752","-28.9974994659424",NA,NA,"MBM071053","MBM071053",NA,NA,"Chautems, A.",NA,NA,NA,NA,NA,NA,"36990","Southern America",NA,"23999","auto",NA,NA,NA,NA,NA,NA,NA
"260","2020-12-21 16:29:09-03","MBM","MBM","172820","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","1994","11","23","Brazil","Santa Catarina","Praia Grande","Rod. SC-450, Serra do Faxinal","-49.9502983093262","-29.1966991424561",NA,NA,"MBM172820","MBM172820",NA,NA,"Hatschbach, G.",NA,NA,NA,NA,NA,NA,"61248","Southern America",NA,"21549","auto",NA,NA,NA,NA,NA,NA,NA
"261","2020-12-21 16:29:10-03","MBM","MBM","234215","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Kersten, R.A.; et al.; et al.",NA,NA,NA,"Brazil","São Paulo","Capão Bonito","Ribeirão Grande","-48.3400001525879","-24",NA,NA,"MBM234215","MBM234215",NA,NA,"Silva, S.M.",NA,NA,NA,NA,NA,NA,"194","Southern America",NA,"39505","auto",NA,NA,NA,NA,NA,NA,NA
"262","2020-12-21 16:29:10-03","MBM","MBM","301545","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Sehnem, A.","1946","10","15","Brazil","Bahia","Montenegro","São Salvador",NA,NA,NA,NA,"MBM301545","MBM301545",NA,NA,"Rambo, B.",NA,NA,NA,NA,NA,NA,"2205","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2020-12-21 16:29:10-03","MBM","MBM","320393","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Barboza, E.; Cunha, E.M.; Cunha, E.M.","2006","10","27","Brazil","Paraná","Cadói","Lagoa Seca",NA,NA,NA,NA,"MBM320393","MBM320393",NA,NA,"Ferreira, G.E.","2012","12","12","Tuberosa, flor vermelha.; Beira do rio encachoeirado.",NA,NA,"1776","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2020-12-21 16:29:10-03","MBM","MBM","385455","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Lima, M.R.","2012","10","03","Brasil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556","-50.706944","-24.100556","MBM385455","MBM385455","520","750","Lima, M.R.","2012","10","03","Resgate de flora da UHE Mauá; Epífita com bulbo, flores róseas com manchas vinosas.",NA,NA,"54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2020-12-21 16:29:10-03","MBM","MBM","385899","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Larocca, P.; Felitto, G.; Felitto, G.","2012","06","24","Brazil","Paraná","Quatro Barras","Morro Anhangava","-49.005367","-25.386325","-49.005367","-25.386325","MBM385899","MBM385899","1270","1270","Felitto, G.; Larocca, P.","2012",NA,NA,"Rupícula, 50 cm, inflorescência esverdeada.; Beira de rio encachoeirado.",NA,NA,"16","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2020-12-21 16:29:10-03","MBM","MBM","385899","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Larocca, P.; Felitto, G.; Felitto, G.","2012","06","24","Brazil","Paraná","Quatro Barras","Morro Anhagava","-49.005367","-25.386325","-49.005367","-25.386325","MBM385899","MBM385899","1270","1270","Felitto, G.; Larocca, P.","2012",NA,NA,"Rupícula, 50 cm, inflorescência esverdeada.; Beira de rio encachoeirado.",NA,NA,"16","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2020-12-21 16:29:10-03","MBM","MBM","386175","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Brotto, M.L.","2013","10","25","Brazil","Paraná","Curitiba","Jardim Botânico Municipal, bosque","-49.236867","-25.442275","-49.236867","-25.442275","MBM386175","MBM386175","930","930","Brotto, M.L.","2013","10","25","Epífita, corola rosa com manchas roxas e estames brancos.; Flroesta Ombrófila Mista Montana.",NA,NA,"1412","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2020-12-21 16:29:10-03","MBM","MBM","386175","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Brotto, M.L.","2013","10","25","Brazil","Paraná","Curitiba","Jardim Botânico Municipal, bosque","-49.236867","-25.442275","-49.236867","-25.442275","MBM386175","MBM386175","930","930","Brotto, M.L.","2013","10","25","Epífita, corola rosa com manchas roxas e estames brancos.; Flroesta Ombrófila Mista Montana.",NA,NA,"1412","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2020-12-21 16:29:10-03","MBM","MBM","386235","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Silva, J.M.; Bonaldi, R.A.; Roher, D.A.; Bonaldi, R.A.; Roher, D.A.","2013","10","15","Brazil","Paraná","Paranaguá","Colônia Quintilha","-48.629103","-25.648464","-48.629103","-25.648464","MBM386235","MBM386235","336","336","Barboza, E.","2013","11","21","Rupícola. Flor zargão.; Floresta Ombrófila Densa (floresta atlântica).",NA,NA,"8416","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2020-12-21 16:29:10-03","MBM","MBM","387470","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Ariati, V.","2011","10",NA,"Brazil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556","-50.706944","-24.100556","MBM387470","MBM387470","520","750","Ariati, V.",NA,NA,NA,"Epífita.",NA,NA,"543","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2020-12-21 16:29:10-03","MBM","MBM","393271","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Korte, A.; Kniess, A.; Kniess, A.","2009","10","19","Brazil","Santa Catarina","Ituporanga","Rio do Norte","-49.503056","-27.360833","-49.503056","-27.360833","MBM393271","MBM393271","708","708","Korte, A.","2009","10","19","Epífita.; Floresta Ombrófila Densa, Estádio Sucessional Avançado.",NA,NA,"547","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2020-12-21 16:29:10-03","MBM","MBM","393272","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Schmitt, J.L.; Caglioni, E.; Andrade, S.; Cristofolini, C.; Caglioni, E.; Andrade, S.; Cristofolini, C.","2009","10","27","Brazil","Santa Catarina","Presidente Nereu","Braço do Salão, Fazenda Sabiá","-49.231406","-27.181389","-49.231406","-27.181389","MBM393272","MBM393272","533","533","Schmitt, J.L.","2009","10","27","Epífita, tebérculo duro, abaixo de 4m, flor rosa.; Floresta Ombrófila Densa, Estádio Sucessional Avançado.",NA,NA,"357","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2020-12-21 16:29:10-03","MBM","MBM","401072","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Brotto, M.L.; Barboza, E.; Barboza, E.","2015","10","29","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.717778","-24.857222","-48.717778","-24.857222","MBM401072","MBM401072","885","885","Barboza, E.","2015","12","03","Epífita, flores róseas com máculas roxas.; Floresta Ombrófila Densa Montana.",NA,NA,"2162","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2020-12-21 16:29:10-03","MBM","MBM","405300","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Lozano, E.D.; Engels, M.E.; Engels, M.E.","2013","11","03","Brazil","Paraná","Carambeí","Vila Aroeira, Mata Ciliar do Rio Jotuba","-49.991306","-24.916722","-49.991306","-24.916722","MBM405300","MBM405300",NA,NA,"Hinoshita, L.K.R.","2015",NA,NA,"Epífita, com bulbo, 30 cm, flores roseas.; Floresta Ombrófila Mista Aluvial.",NA,NA,"1651","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2020-12-21 16:29:10-03","MBM","MBM","406720","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","2016","10","28","Brazil","Paraná","Castro","PCH Rio Iapó, Fazenda do Pulo","-50.142222","-24.716111","-50.142222","-24.716111","MBM406720","MBM406720","975","975","Brotto, M.L.","2016","11","22","Erva epífita; flor de cor zarcão com pequenas pintas cor de vinho.; Na margem de rio encachoeirado.",NA,NA,"9537","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2020-12-21 16:29:10-03","MBM","MBM","413986","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Felitto, G.; Bonaldi, R.A.; Bonaldi, R.A.","2016","10","05","Brazil","Paraná","Morretes","Linha Férrea RUMO-ALL, trecho Véu da Noiva-Marumbi","-48.933056","-25.443056","-48.933056","-25.443056","MBM413986",NA,"580","580","Felitto, G.","2016","09",NA,"Rupícola, de 40 a 50cm, flores amarelas-alaranjadas.; Floresta Ombrófila Densa.",NA,NA,"1051","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2020-12-21 16:29:10-03","MBM","MBM","426797","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Martins, B.R.; Maciel, T.A.; Labiak, P.; Goldenberg, R.; Maciel, T.A.; Labiak, P.; Goldenberg, R.","2016","05","23","Brazil","Paraná","Curitiba","Jardim Botânico de Curitiba","-49.236944","-25.441667","-49.236944","-25.441667","MBM426797",NA,NA,NA,"Maciel, T.A.; Burda, T.M.",NA,NA,NA,"Epífita 20 cm.",NA,NA,"11","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-12-21 16:29:10-03","MBM","MBM","427149","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Schwirkowski, P.","2018","10","27","Brazil","Santa Catarina","Campo Alegre","Bairro Fragoso, Rua Generoso Fragoso","-49.370278","-26.158611","-49.370278","-26.158611","MBM427149",NA,"850","850","Schwirkowski, P.","2018","10","27","Epifíta. Cálice vináceo, corola rósea; Floresta Ombrófila Mista. Fragmento antropizado. Em caiva.",NA,NA,"3133","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-12-21 16:29:10-03","MBM","MBM","49353","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Leitão Filho, H.F.; et al.; et al.","1976","10","08","Brazil","São Paulo",NA,"Serra do Japí",NA,NA,NA,NA,"MBM049353","MBM049353",NA,NA,"Chautems, A.",NA,NA,NA,NA,NA,NA,"3167","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-12-21 16:29:10-03","MBM","MBM","347568","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Krieger, L.; et al.; et al.","1988","11","19","Brazil","Minas Gerais","Caparaó","PNCaparaó, Vale Verde.","-41.9043998718262","-20.523099899292",NA,NA,"MBM347568","MBM347568",NA,NA,"Chautems, A.","1991",NA,NA,"À beira do rio, saxícola, tuberculo grande. Flores róseas manchadas.",NA,NA,"23198","Southern America",NA,"15056","auto",NA,NA,NA,NA,NA,NA,NA
"281","2020-12-21 16:29:09-03","MBM","MBM","210511","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Motta, J.T.",NA,NA,NA,"Brazil","Minas Gerais","Poços de Caldas","Campo do Sacco","-46.5614013671875","-21.7877998352051",NA,NA,"MBM210511","MBM210511",NA,NA,"Motta, J.T.",NA,NA,NA,NA,NA,NA,"1526","Southern America",NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA
"282","2020-12-21 16:29:09-03","MBM","MBM","210512","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Motta, J.T.",NA,NA,NA,"Brazil","Minas Gerais","Poços de Caldas","Campo do Sacco","-46.5614013671875","-21.7877998352051",NA,NA,"MBM210512","MBM210512",NA,NA,"Motta, J.T.",NA,NA,NA,NA,NA,NA,"1991","Southern America",NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA
"283","2020-12-21 16:29:09-03","MBM","MBM","196913","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Stellfeld, C.",NA,NA,NA,"Brazil","Paraná","Almirante Tamandaré","Almirante Tamandaré","-49.310001373291","-25.3246994018555",NA,NA,"MBM196913",NA,NA,NA,"Chautems, A.",NA,NA,NA,NA,NA,NA,"1116","Southern America",NA,"18684","auto",NA,NA,NA,NA,NA,NA,NA
