"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1522382","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"G. G. Hatschbach","13139","1965","South America","Brazil","Paraná","Pontal do Sul","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1751620' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522382","NY01522382_01","B. S. Amorim","11","17","Paranaguá","-48.365093","-25.575152","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1522655","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"S. A. Mori","12079","1979","South America","Brazil","Bahia","Antiga rodovia que liga a Estação Ecológica do Pau-brasil à Sta. Cruz, 5-7 km ao NE da Estação. Ca. 12 km ao NW de Porto Seguro. Região de Mata Higrófila Sul Baiana.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1776436' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522655","NY01522655_01","M. Sobral","07","05","Santa Cruz Cabrália","-39.13","-16.38","80","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1522462","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"S. A. Mori","12144","1979","South America","Brazil","Bahia","A 5 km a W de Sta. Cruz","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1752511' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522462","NY01522462_01","M. Sobral","07","06","Santa Cruz Cabrália","-39.05","-16.27","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1522724","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"G. Martinelli","6134","1979","South America","Brazil","Rio de Janeiro","Armação dos Búzios, estrada para Praia Rasa, km 1.5.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1776714' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522724","NY01522724_01","M. Sobral","09","06","Cabo Frio","-42.0186004638672","-22.8794002532959","5",NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","616191","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","insularis","punctata","Myrcia insularis punctata","O.Berg",NA,"G. Gardner","1076",NA,"South America","Brazil","Rio de Janeiro","Unitaprer d'Organ","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=135267' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616191","NY00616191_01","G. G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:20:24-03","UFRJ","RFA","12007","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"G.G. Hatschbach","25824","1970",NA,"Brasil","Paraná","Rio Murato",NA,"Arbusto de 8 m, tronco de 30 cm, casca lisa cinzenta. Flor alva","RFA46928",NA,"G.G. Hatschbach","12","11","Guaraqueçaba","-48.3288993835449","-25.3066997528076","10","10","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-13 09:20:24-03","UFRJ","RFA","9132","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"G.G. Hatschbach","13139","1965",NA,"Brasil","Paraná","Pontal do Sul",NA,"Árvore de 8 m, flor alvecente","RFA46936",NA,"D. Legrand","11","17","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"24916","auto","1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-27 21:09:14-03","PUCPR","HUCP","7377","S","Plantae","Eudicotiledonea",NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Hatschbach, GG; Silva, JM","52136","1988",NA,"Brasil","Paraná","Serra São Miguel",NA,NA,"HUCP00015774","HUCP00015774","Sobral, M","06","08","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-27 21:09:14-03","PUCPR","HUCP","23037","S","Plantae","Eudicotiledonea",NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Bonaldi, R","596","2012",NA,"Brasil","Paraná",NA,NA,NA,"HUCP00015666","HUCP00015666","Bonaldi, R","11","26","Pontal do Paraná","-48.511100769043","-25.6735992431641",NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:07:06-03","NBC","NL-BOTANY","U 0005119","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","(O.Berg) Gardner","isotype","Riedel L",NA,"1821","Southern America","Brazil",NA,"Pr. flum. Itahype Castel novo",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005119 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0005119","NL-U0005119",NA,"12","01",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","101538 B",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:07:06-03","NBC","NL-BOTANY","WAG.1116208","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","(O.Berg) Gardner",NA,"Hatschbach GG; Silva JM",NA,"1988","Southern America","Brazil",NA,"Serrra São Miguel (mun. Bocaiúva do Sul) Paraná.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1116208 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1116208","NL-WAG1116208",NA,"06","08",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:07:06-03","NBC","NL-BOTANY","WAG.1116209","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","(O.Berg) Gardner",NA,"Hatschbach GG; Silva JM",NA,"1988","Southern America","Brazil",NA,"Serrra São Miguel (mun. Bocaiúva do Sul) Paraná.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1116209 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1116209","NL-WAG1116209",NA,"06","08",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:07:06-03","NBC","NL-BOTANY","WAG.1116210","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","(O.Berg) Gardner",NA,"Hatschbach GG",NA,"1965","Southern America","Brazil",NA,"Parana, Paranagua, Pontal do Sul.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1116210 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1116210","NL-WAG1116210",NA,"11","17",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:14:56-03","ESALQ","ESA","62740","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis",NA,NA,"Kozera, C. et al.","832.0","1999",NA,"Brasil","São Paulo",NA,NA,NA,"ESA062740",NA,NA,"01","10","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:14:56-03","ESALQ","ESA","82820","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis",NA,NA,"Forzza, R.C. et al.","1867.0","2001",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA082820","ESA082820",NA,"10","13","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:14:56-03","ESALQ","ESA","36688","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Ziller, S.R.","686.0","1995",NA,"Brasil","Paraná",NA,NA,NA,"ESA036688",NA,"Hatschbach, G.","04","18","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:14:55-03","ESALQ","ESA","51535","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis",NA,NA,"Borges, A. et al.",NA,"2005",NA,"Brasil","São Paulo","Ilha do Cardoso",NA,NA,"ESA051535",NA,"Borges, A.","04","03","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:14:56-03","ESALQ","ESA","120306","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Flores, T.B.","1123.0","2012",NA,"Brasil","Espírito Santo","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.",NA,"Árvore, ca. 3m de alt. Flores alvas.","ESA120306",NA,"Lima, D.F.","08","01","Sooretama","-40.0978012084961","-19.1968994140625",NA,NA,"33715","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-02-15 11:46:11-02","IPA","IPA","41107","S","Plantae","Plantae",NA,"Myrtaceae","Aulomyrcia","insularis",NA,"Aulomyrcia insularis","(Gardner) O. Berg",NA,"Gardner, G.","1016",NA,"Southern America","Brasil","Pernambuco",NA,NA,NA,"IPA0041107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-02-15 11:46:11-02","IPA","IPA","41108","S","Plantae","Plantae",NA,"Myrtaceae","Aulomyrcia","insularis","punctata","Aulomyrcia insularis punctata","O. Berg",NA,"Gardner, G.","1016A",NA,"Southern America","Brasil","Pernambuco",NA,NA,NA,"IPA0041108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-02-15 11:46:11-02","IPA","IPA","41108","S","Plantae","Plantae",NA,"Myrtaceae","Aulomyrcia","insularis","punctata","Aulomyrcia insularis punctata","O. Berg",NA,"Gardner, G.","1016A",NA,"Southern America","Brasil","Pernambuco",NA,NA,NA,"IPA0041108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-02-15 11:46:25-02","IPA","IPA","84430","S","Plantae","Plantae",NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Kiaersk.",NA,"Almeida, K.; Santos, E.; Santos, E.","17","2000","Southern America","Brasil","Pernambuco","Estação Ecológica do Tapacurá",NA,"Árvore ca. 12m de altura. Flores com botões amarelos esverdeados.; Solo areno-argiloso.","IPA0084430",NA,"Amorim, B.S.","02","04","São Lourenço da Mata","-34.950278","-8.012778",NA,NA,NA,NA,"2010",NA,NA,"07","12","-34.950278","-8.012778",NA,NA,NA,NA
"33","2019-07-04 14:57:31-03","IPA","IPA","56846","S","Plantae","Plantae",NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Kiaersk.",NA,"Rita Pereira; et al.; et al.","s.n.","1994","Southern America","Brasil","Pernambuco","mata do Curado (Exército).",NA,"Mata Atlântica","IPA0056846",NA,"Amorim, B.S.","10","04","Recife","-34.8810997009277","-8.05389022827148",NA,NA,"18865","auto","2010",NA,NA,"07","12",NA,NA,NA,NA,NA,NA
"34","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055108","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"D. A. Folli","4138","2001",NA,"Brazil","Espirito Santo","Reserva Natural da CVRD, Linhares. Est. Flamengo.",NA,"Arbustivo. Botao e flor brancos.",NA,NA,"M. C. Souza, 2005.","12","6",NA,"-40.064515","-19.389282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2018-03-08 09:18:16-03","ASU","ASU-PLANTS",NA,"PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"G. Hatschbach","25824","1970",NA,"Brazil","Parana","Rio Murato (mun. Guaraquecaba)",NA,"PHOTO-MICH; Arbusto 8m, tronco 30 cm, casca lisa cinzenta. Flor alva, 10 mt de altura",NA,NA,"G. Hatschbach, 1971","12","11",NA,"-48.3258","-25.2983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2018-03-08 09:18:16-03","ASU","ASU-PLANTS",NA,"PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"G. Hatschbach","13139","1965",NA,"Brazil","Parana","Mun. Paranagua; Pontal do Sul",NA,"PHOTO-MICH; Arvore 8 m. flor alvecente",NA,NA,"Legrand","11","17",NA,"-48.5","-25.5167","3","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055111","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"G. Hatschbach; A. Manosso","50835","1986",NA,"Brazil","Parana","Ponta do Poco.",NA,"Coor from www.fallingrain.com/world; Arvore 6m, tronco liso levemente esverdeado 35cm diametro; flores alvas odoriferas.",NA,NA,"G. Hatschbach, 1986","12","6","Paranagua","-48.5","-25.5167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055110","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"J.B. Baitello; S.M. Borges","91","1981",NA,"Brazil","Sao Paulo","No specific.",NA,"Coor from www.fallingrain.com/world; Arvoreta de folhas coriaceas, botoes jovens esverdeados.",NA,NA,"O.T. Aguiar, 1993.","11","11","Cananeia","-47.95","-25.0167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055109","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"G. Hatschbach; A. Manosso","50835","1986",NA,"Brazil","Parana","Ponta do Poco.",NA,"Coor from www.fallingrain.com/world; Arvore 6m, tronco liso levemente esverdeado 35cm diametro; flores alvas odoriferas.",NA,NA,"G. Hatschbach, 1987","12","6","Paranagua","-48.5","-25.5167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:36:40-03","UNICAMP","UEC","113773","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Pedroni, F; Sanches, M","178","1996",NA,"Brazil","São Paulo","Picinguaba",NA,"Árvore 1456 com 4,5 de altura, com botões.; Mata de Planície. Restinga.","UEC103453","UEC103453","Kawasaki, L","12","15","Ubatuba","-44.8","-23.366667",NA,NA,NA,NA,"1997",NA,NA,NA,NA,"-44.8","-23.366667",NA,NA,NA,NA
"41","2021-03-01 16:36:40-03","UNICAMP","UEC","157744","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Matsumoto, K; Gonçalves, APS","809","2002",NA,"Brazil","Espírito Santo","Lagoa Juparanã.",NA,"Árvore ca 4m, botões e flores creme-esverdeados, caule escuro, liso, manchado e descamante.","UEC015842","UEC015842","Sobral, M","10","13","Linhares","-40.865833","-19.306222","32","32",NA,NA,"2006",NA,NA,"02",NA,"-40.865833","-19.306222",NA,NA,NA,NA
"42","2021-03-01 16:36:40-03","UNICAMP","UEC","12186","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Hatschbach, G","25824","1970",NA,"Brazil","Paraná","Rio Murato",NA,"Arbusto 8m, tronco 30cm, casca lisa cinzenta. Flor alva.; Planície Litorânea","UEC103450","UEC103450","Hatschbach, G","12","11","Guaraqueçaba","-48.3288993835449","-25.3066997528076","10","10","37295","auto","1971",NA,NA,"04",NA,NA,NA,NA,NA,NA,NA
"43","2014-10-14 15:57:00-03","BS","M","M-0136831","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner","NOTATYPE","Pohl, J.B.E.",NA,NA,NA,"Brasil",NA,"Legit in Brasilia",NA,NA,"M0136831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-04-27 16:10:42-03","UFES","VIES","40203","S","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","insularis",NA,"Aulomyrcia insularis","(Gardner) O. Berg",NA,"Silva, L.A.; Freitas, J.","517","2014",NA,"Brasil","Espírito Santo","Propriedade particular de Firmino. Área de pasto com Mata secundária em regeneração, pouco conservada.",NA,NA,"VIES040203","VIES040203","A.O. Giaretta","11","19","Governador Lindenberg",NA,NA,NA,NA,NA,NA,"2017",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"45","2020-04-27 16:10:48-03","UFES","VIES","18659","S","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Gomes, J.M.L.; Valadares, R.T.","3381","2009",NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES018659","VIES018659","Giaretta, A.O.","08","16","Presidente Kennedy","-41.046389","-21.098889",NA,NA,NA,NA,"2013",NA,NA,"02",NA,"41º2'47''W","21º5'56''S",NA,NA,NA,NA
"46","2020-04-27 16:10:48-03","UFES","VIES","18775","S","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Gomes, J.M.L.; Valadares, R.T.","3419","2009",NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES018775","VIES018775","Giaretta, A.O.","08","16","Presidente Kennedy","-41.046389","-21.098889",NA,NA,NA,NA,"2013",NA,NA,"02",NA,"41º2'47''W","21º5'56''S",NA,NA,NA,NA
"47","2020-06-18 10:58:10-03","UFRRJ","RBR","46176","S","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"H.B.M. Viana; L.P. Mauad","26","2018",NA,"Brasil","Rio de Janeiro","2º trilha, região da lagoa de Iquiparí, 20m após a Zollernia.",NA,NA,"RBR00046176","RBR00046176","M. Sobral","09","04","São João da Barra","-41.0425","-21.756111",NA,NA,NA,NA,"2019",NA,NA,"07",NA,"41º2'33''W","21º45'22''S",NA,NA,NA,NA
"48","2020-12-21 16:37:14-03","MBM","MBM","148480","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardn.",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","56144","1991","Southern America","Brazil","Paraná","Rio Guaraqueçaba, próximo a barra",NA,NA,"MBM148480","MBM148480","Hatschbach, G.","12","06","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
