"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","557377","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"R. Callejas Posada","1643","1983","11","04","Brazil","Bahia","Porto Seguro","Km. 14 da estrada Porto Seguro-Eunápolis (BR 367)","-39.08","-16.5",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683428' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet","NY00557377","NY00557377_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","557379","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","T. G. Yuncker",NA,NA,"Dr. Lisboa","s.n.",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683426' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet","NY00557379","NY00557379_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","557373","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","R. Callejas Posada",NA,NA,"R. Callejas Posada","1614","1983","11","01","Brazil","Bahia","Itamarajú","Estrada a Piraji, km 4","-39.33","-17.25",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683423' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet","NY00557373","NY00557373_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","283847","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","vicosanum","Piper vicosanum scandens","Yunck.",NA,NA,NA,"H. S. Irwin","2160","1958","11","26","Brazil","Minas Gerais","Vicosa","4 km. South of Vicosa on road to Uba",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=217768' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet","NY00283847","NY00283847_01","scandens","isotype",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","557372","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","vicosanum","Piper vicosanum vicosanum","Yunck.","E. F. Guimarães; C. L. F. Ichaso",NA,NA,"R. P. Belém","3875","1968","07","16","Brazil","Bahia","Mucuri","Vale do Rio Mucurí, ao lado da Rodovia BR 101","-39.8934603","-18.0984986",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227737' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet","NY00557372","NY00557372_01","vicosanum",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","283848","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","vicosanum","Piper vicosanum scandens","Yunck.",NA,NA,NA,"H. S. Irwin","2160","1958","11","26","Brazil","Minas Gerais","Vicosa","4 km. South of Vicosa on road to Uba",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=217769' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet","NY00283848","NY00283848_01","scandens","isotype",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01021408","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","T. G. Yuncker",NA,NA,"P. D. T. Alvim","245","1946","12","30","Brazil","Minas Gerais","Viçosa",NA,"-42.8817","-20.7542",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099304' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet","NY01021408","NY01021408_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01360418","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","R. Callejas Posada",NA,NA,"G. T. Prance","9971","1969","02","17","Brazil","Roraima",NA,"Margin of Posto Surucucu Mission Airstrip.","-63.6449146","2.8344745",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1775600' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet","NY01360418","NY01360418_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","557376","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","R. Callejas Posada",NA,NA,"R. Callejas Posada","1577","1983","10","28","Brazil","Bahia","Itabuna","Km. 9 da estrada Jucari Palmeira. Fazenda Sto. Antonio","-39.2803","-14.7858",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683425' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","300","300","sheet","NY00557376","NY00557376_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","557378","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","R. Callejas Posada",NA,NA,"G. G. Hatschbach","46789","1983","08","07","Brazil","Espírito Santo","Sao Mateus","Rod. BR-101; 10-20 km S de S. Mateus","-39.922081","-18.840037",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683422' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"sheet","NY00557378","NY00557378_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2017-02-22 17:22:00-03","NY","NYBG","02714955","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","vicosanum","Piper vicosanum",NA,"E. F. Guimarães",NA,NA,"A. M. Amorim","6176","2006","09","02","Brazil","Bahia","Saubara","Rodovia Cachoeira de São Félix a Santo Amaro. Entroncamento ca. 10 km de Santo Amaro em direção a Saubara. Estrada vicinal en direção ao assentamento.","-38.79","-12.78",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2474276' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","30","150","sheet","NY02714955","NY02714955_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","251264","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Y. E. J. Mexia","5242","1930","11","03","Brazil","Minas Gerais","Viçosa","Viçosa. Fazenda do Dezerto; Varje","-42.8817","-20.7542",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683427' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","690","690","sheet","NY00251264","NY00251264_01",NA,"isotype",NA,NA,NA,NA,NA,NA,NA
"23","2021-02-08 11:09:48-03","UNESP-IBB","BOTU","32189","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Valentin-Silva, A.","92","2014","12","30","Brasil","Minas Gerais","Viçosa","Estação de Pesquisa, Treinamento e Educação Ambiental Mata do Paraíso","-42.858611","-20.801944",NA,NA,NA,NA,NA,NA,NA,NA,"BOTU032189",NA,NA,NA,"42°51'31w","20°48'07s",NA,NA,NA,NA,NA
"24","2021-02-08 11:09:48-03","UNESP-IBB","BOTU","32186","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Valentin-Silva, A.","95","2014","12","30","Brasil","Minas Gerais","Viçosa","Estação de Pesquisa, Treinamento e Educação Ambiental Mata do Paraíso","-42.858611","-20.801944",NA,NA,NA,NA,NA,NA,NA,NA,"BOTU032186",NA,NA,NA,"42°51'31w","20°48'07s",NA,NA,NA,NA,NA
"25","2021-02-08 11:09:48-03","UNESP-IBB","BOTU","32197","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Valentin-Silva, A.","84","2014","11","27","Brasil","Minas Gerais","Viçosa","Estação de Pesquisa, Treinamento e Educação Ambiental Mata do Paraíso","-42.858611","-20.801944",NA,NA,NA,NA,NA,NA,NA,NA,"BOTU032197",NA,NA,NA,"42°51'31w","20°48'07s",NA,NA,NA,NA,NA
"26","2020-11-13 09:20:39-03","UFRJ","RFA","30152","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","R. C. Lopes & A. P. G. de Faria","2005","04","Flávio Brito","45/141","2002","01","17","Brasil","Rio de Janeiro","Rio Claro","Distrito de Lídice.","-44.239444","-22.861944",NA,"Arbustiva, 2,5m de altura, folha verde, flor de cor branca, abundante no local",NA,NA,NA,"653","653",NA,"RFA42589",NA,NA,NA,"44º14'22''W","22º51'43''S","19",NA,NA,NA,NA
"27","2021-03-30 12:46:56-03","EAO","IAN","125424","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","Guimarães, EF","2007","11","Belém, RP","3875","1968","07","16","Brasil","Bahia",NA,"Vale do rio Mucurí, ao lado da rodovia BR 101. Mata de terra firme.",NA,NA,NA,"Arbusto de 2m de altura; inflorescência esbranquiçada.",NA,NA,"Southern America",NA,NA,NA,"IAN125424",NA,NA,NA,NA,NA,"26",NA,NA,NA,NA
"28","2021-03-30 12:46:56-03","EAO","IAN","107875","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","Guimarães, EF","2007","11","Magalhães, MG","17728","1960","02","02","Brasil","Minas Gerais","Coronel Fabriciano","Mata margem do rio Doce.","-42.6288986206055","-19.5186004638672","21443","Arbusto de 2-2,50m de altura.","auto",NA,"Southern America",NA,NA,NA,"IAN107875",NA,NA,NA,NA,NA,"26",NA,NA,NA,NA
"29","2021-03-30 12:46:56-03","EAO","IAN","106782","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","Guimarães, EF","2007","11","Magalhães, MG","17728","1960","02","02","Brasil","Minas Gerais","Coronel Fabriciano","Mata margem do rio Doce.","-42.6288986206055","-19.5186004638672","21443","Arbusto de 2-2,50m de altura.","auto",NA,"Southern America",NA,NA,NA,"IAN106782",NA,NA,NA,NA,NA,"26",NA,NA,NA,NA
"30","2020-02-08 10:11:59-03","NBC","NL-BOTANY","U.1483533","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Prance GT; et al.",NA,"1969","02","17","Brazil","Amazonas",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1483533 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,"NL-U1483533","NL-U1483533",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0016390",NA,NA
"31","2020-02-08 10:11:59-03","NBC","NL-BOTANY","U 0249298","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Piper","vicosanum","Piper vicosanum vicosanum",NA,"Yuncker TG",NA,NA,"Mexia YEJ",NA,"1930","11","03","Brazil","Minas Gerais",NA,"Viçosa. Fazenda do Dezerto; Varje.","-42.876638","-20.756822",NA,"Cut-over woods, in shade in hollow.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200249298 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,"NL-U0249298","NL-U0249298","vicosanum","isotype","-42.876638","-20.756822",NA,"Magnoliopsidae",NA,NA,NA
"32","2020-02-08 10:11:59-03","NBC","NL-BOTANY","U.1483534","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Piper","vicosanum","Piper vicosanum vicosanum",NA,NA,NA,NA,"Prance GT; et al.",NA,"1971","10","17","Brazil",NA,NA,"Brazilian amazonia, basin of rio negro, tapuruquara by road to airport. Forest on terra firme.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1483534 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,"NL-U1483534","NL-U1483534","vicosanum",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"33","2020-11-04 12:18:19-03","ESALQ","ESA","131289","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","Colletta, G.D.","2013",NA,"Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36492.0","2013","02","26","Brasil","Rio de Janeiro","Barra Mansa","Fragmento 50 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.5262","-44.2232",NA,"Espiga verde.",NA,NA,NA,"464","464",NA,"ESA131289",NA,NA,NA,"-22.5262","-44.2232",NA,NA,NA,NA,NA
"34","2020-11-04 12:18:19-03","ESALQ","ESA","115247","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum",NA,"Meirelles, J.",NA,NA,"Meirelles, J.","512.0","2011","04","14","Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094",NA,"auto",NA,NA,NA,NA,NA,"ESA115247","ESA115247",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-02-15 11:47:16-02","IPA","IPA","65866","S","Plantae","Plantae",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","Guimarães, E.F.","2008",NA,"Oliveira, M.; Grillo, A.A.; Grillo, A.A.","875","2002","04","18","Brasil","Alagoas","Ibateguara","Akidaban. Interior da mata.","-35.9393997192383","-8.97249984741211","16798","Arbusto ca. 0,50cm de altura; frutos verdes. ocasional.; Vegetação arbustivo-arbórea densa. solo argiloso.","auto",NA,"Southern America",NA,NA,NA,"IPA0065866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:47:16-02","IPA","IPA","69706","S","Plantae","Plantae",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","Guimarães, E.F.","2008","07","Lyra-Lemos, R.P.","6745","2002","07",NA,"Brasil","Alagoas","Messias","1 km da região urbana. Coletada no interior da vegetação.","-35.8417015075684","-9.38333034515381","13570","Subarbusto. Inflorescência verde.; Mata Atlântica em vale de tabuleiro.","auto",NA,"Southern America",NA,NA,NA,"IPA0069706",NA,NA,NA,NA,NA,"28",NA,NA,NA,NA
"37","2019-02-15 11:47:16-02","IPA","IPA","26613","S","Plantae","Plantae",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","Guimarães, E.F.","1979","02","Pinheiro, R.S.","1618","1971","09","10","Brasil","Bahia",NA,"Rodovia Itapebi x Potiraguá km 38. Plantação de café.",NA,NA,NA,"Planta de 1,5m de altura. Flor verde.",NA,NA,"Southern America",NA,NA,NA,"IPA0026613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-02-15 11:47:16-02","IPA","IPA","89054","S","Plantae","Plantae",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","Lima, P.B.","2011","05","Lima, L.F.; Lima, P.B.; Lima, P.B.","452","2011","01","12","Brasil","Alagoas","Ibateguara","Usina Serra Grande, Coimbra.","-35.919444","-8.982778",NA,"Fragmento de Floresta Atlântica.",NA,NA,"Southern America",NA,NA,NA,"IPA0089054",NA,NA,NA,"-35.919444","-8.982778","16",NA,NA,NA,NA
"39","2019-02-15 11:47:16-02","IPA","IPA","89055","S","Plantae","Plantae",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","Lima, P.B.","2011","05","Lima, L.F.; Lima, P.B.; Lima, P.B.","472","2011","01","13","Brasil","Alagoas","Ibateguara","Usina Serra Grande, Coimbra.","-35.919444","-8.982778",NA,"Fragmento de Floresta Atlântica.",NA,NA,"Southern America",NA,NA,NA,"IPA0089055",NA,NA,NA,"-35.919444","-8.982778","16",NA,NA,NA,NA
"40","2019-02-15 11:47:16-02","IPA","IPA","66970","S","Plantae","Plantae",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","Guimarães, E.F.","2008",NA,"Oliveira, M.; Grillo, A.A.; Grillo, A.A.","1266","2003","01","25","Brasil","Alagoas","Ibateguara","Coimbra, grota do Varjão, interior da mata.","-35.9393997192383","-8.97249984741211","16798","Arbusto ca. 1,5m de altura; frutos brancos. Frequênte.; Vegetação arbustivo-arbórea densa. Solo humoso.","auto",NA,"Southern America",NA,NA,NA,"IPA0066970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-02-15 11:47:16-02","IPA","IPA","27317","S","Plantae","Plantae",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","Guimarães, E.F.","2008",NA,"Zoé Brito","26","1980","09","02","Brasil","Pernambuco","Quipapá","Engenho Brejinho, próximo a cachoeira.","-36.0116996765137","-8.82777976989746","11788","Arbusto 1,5 - 2m de altura. Frequênte.; Capoeira, solo argiloso.","auto",NA,"Southern America",NA,NA,NA,"IPA0027317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-20 21:18:52-03","UFV","VIC","19994","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Alves, S.A.M.","17",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","Reserva florestal Paraíso","-42.8819007873535","-20.7539005279541","13937","Arbusto de ca 2 m.","auto",NA,NA,NA,NA,NA,"VIC019994","VIC019994",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-20 21:18:52-03","UFV","VIC","19993","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Alves, S.A.M.","51","1998","01","14","Brasil","Minas Gerais","Viçosa","Reserva florestal Paraíso","-42.8819007873535","-20.7539005279541","13937","Arbusto de ca 2 m com fruto.","auto",NA,NA,NA,NA,NA,"VIC019993","VIC019993",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-20 21:18:52-03","UFV","VIC","25508","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Barros, W.S.; Oliveira, L.O.","s.n.","2000","01","09","Brasil","Minas Gerais","Itaperuna","Raposo, fazenda Caeté",NA,NA,NA,"Mata bem conservada,espécie simpática a poaia ( psychotria ipecacuanha).",NA,NA,NA,NA,NA,NA,"VIC025508","VIC025508",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-20 21:18:52-03","UFV","VIC","20599","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Bortoluzzi, R.L.C.","125","1998","04","24","Brasil","Minas Gerais","Marliéria","PERD","-42.7322006225586","-19.7122001647949","28215","Arbusto de nflorescência cilindrica,rigida cor verde imatura.","auto",NA,NA,NA,NA,NA,"VIC020599","VIC020599",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-20 21:18:52-03","UFV","VIC","22590","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Bortoluzzi, R.L.C.","300","1998","10","28","Brasil","Minas Gerais","Marliéria","PERD","-42.7322006225586","-19.7122001647949","28215","Subarbustiva,inflorescência em espigas rigidas,cilindricas de cor verde,ocorre na beira de estrada do Aníbal em local sombreado.","auto",NA,NA,NA,NA,NA,"VIC022590","VIC022590",NA,NA,NA,NA,NA,NA,NA,NA,NA
