"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","phylum","class","order","fieldNumber","continentOcean","individualCount","typeStatus","relatedCatalogItem","sex","preparationType"
"11","2014-12-17 10:11:00-02","MO","MOBOT","600979","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","depressa","Aechmea depressa","L.B. Sm.","E. J. Gouda (U)",NA,NA,NA,"Alwyn H. Gentry|Elsa M. Zardini|Dorothy Araujo|O.L. Peixoto","Gentry 49439","1985","1","11","Brazil","Rio de Janeiro",NA,"Restinga de Macaé. RIO DE JANEIRO: Restinga de Macaé,","-41.6666667","-22.25",NA,NA,NA,NA,NA,NA,NA,"10.00000000",NA,NA,NA,NA,"85-29","South America","4",NA,NA,NA,NA
"12","2020-12-19 04:39:00-03","MO","MOBOT","101223846","PreservedSpecimen","Plantae","Bromeliaceae","Karawata","depressa","Karawata depressa","(L.B. Sm.) J.R. Maciel & G.M. Sousa","fide Maciel et al.",NA,NA,NA,"M. B. Foster|Racine S. Foster","Foster 71","1939","6","3","Brazil","Bahia",NA,"Água Preta (Uruçuca)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","1","Holotype",NA,NA,NA
"13","2021-03-04 11:04:38-03","UFRB","HURB","20577","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","cf. depressa","Aechmea cf. depressa","L.B.Sm","R.A.Pontes",NA,NA,NA,"Moreira, D.M.; Brandão, C.S.S. & Vitorio, C.D.P.","144","2017","04","23","Brasil","Bahia","São Felipe","Serra da Copioba;","-39.101639","-12.658889","39º06'5,9W","12º39'32S",NA,"HURB000020577","HURB000020577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 11:55:08-03","UFPE","UFP","79780","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","depressa","Aechmea depressa","L.B. Sm.",NA,NA,NA,NA,"Maciel, JR; Daneu, L; Amorim, BS; Cavalcanti, D","1949","2014","05","31","Brasil","Bahia","Una",NA,"-39.0752983093262","-15.2932996749878",NA,NA,"Epífita.; Roseta crateriforme com 10-20 folhas. Bainha 20-25x 30-35 cm, marrom Inflorescência inserta na roseta. Pedúnculo 20-30 cm de altura. Bractéas florais vermelhas, as do pedúnculo marrons.","UFP079780",NA,"36070","auto",NA,NA,NA,NA,"Pales",NA,NA,NA,NA,NA,NA,NA
"15","2020-09-12 05:00:02-03","US","US","1952228","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","depressa","Aechmea depressa","L.B. Sm.",NA,NA,NA,NA,"M. B. Foster & R. Foster","71","1939","6","3","Brazil","Bahia",NA,"Agua Preta.",NA,NA,NA,NA,"Specimen consists of photos and fragmentary material of [holo]type ex herb. GH.","US00901831","US00901831_01",NA,NA,"244",NA,NA,"Monocotyledonae","Bromeliales",NA,"South America - Neotropics","1","Isotype",NA,NA,NA
"16","2020-07-23 12:00:41-03","CEPLAC","CEPEC","104825","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","depressa","Aechmea depressa",NA,"G. M. Sousa",NA,NA,NA,"G. M. Sousa","308","2000","02","09","Brasil","Bahia","UNA","Reserva Biológica de Una, trilha do Maribondo.","-39.083333","-15.15","39W5'","15S9'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/03/2001",NA,NA
"17","2020-07-23 12:00:41-03","CEPLAC","CEPEC","83846","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","depressa","Aechmea depressa",NA,"G. M. Sousa",NA,NA,NA,"G. M. Sousa","308","2000","02","09","Brasil","Bahia","UNA","Reserva Biológica de Una, trilha do marinbondo.","-39.083333","-15.15","39W5'","15S9'","<ll>dwc_commonname:</ll> Gravatá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/04/2000",NA,NA
"18","2020-07-23 12:00:41-03","CEPLAC","CEPEC","104830","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","depressa","Aechmea depressa",NA,"E. M. C. Leme",NA,NA,NA,"A. M. Amorim","3581","2000","06","28","Brasil","Bahia","SANTA CRUZ DA VITÓRIA","Estrada Sta. Cruz a Itajú do Colônia. Faz. Uruguaiana.","-39.783333","-15.016667","39W47'","15S1'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21/09/2005",NA,NA
"19","2020-07-23 12:00:41-03","CEPLAC","CEPEC","93071","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","depressa","Aechmea depressa",NA,"G. M. Sousa",NA,NA,NA,"J. G. Jardim","3062","2000","07","26","Brasil","Bahia","UNA","Área em torno da REBIO, Ca. 49Km de Ilheus na Rod. BA-001. Faz. N. Sra. das Graças.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/03/2003",NA,NA
"20","2021-03-05 16:09:36-03","MN","R-TIPOS","32332","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","depressa","Aechmea depressa","L.B. Sm.","Sousa, G.M.","2000","02",NA,"Foster, M.B.","71","1939","06","03","Brasil","Bahia","Água Preta",NA,NA,NA,NA,NA,NA,"R000032332","R000032332_001 R000032332_002 R000032332_003 R000032332_004",NA,NA,"800","800",NA,NA,NA,NA,NA,NA,"Isotypus",NA,NA,NA
"21","2021-01-07 09:33:28-03","IBt","SP","374521","S","Plantae","Bromeliaceae","Aechmea","depressa","Aechmea depressa","L.B.Sm.","Sousa, GM","2002","03",NA,"Sousa, GM; Konno, T; Sant'Ana, SC","491","2001","05","07","Brasil","Bahia","Santa Cruz da Vitória","Em direção a Itajú da Colônia. Faz. Uruguaiana.","-39.794444","-15.030556","-39.794444","-15.030556",NA,"SP050158","SP050158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-21 10:02:25-03","IBt","SP","374485","S","Plantae","Bromeliaceae","Aechmea","depressa","Aechmea depressa","L.B.Sm.","Martinelli, G","2006","02","13","Amorim, A; et al.","3581","2000","06","28","Brasil","Bahia","Santa Cruz da Vitória","Estrada Santa Cruz da Vitória - Itajú do Colônia. Faz. Uruguaiana.","-39.783333","-15.016667","-39.783333","-15.016667",NA,"SP050160","SP050160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 10:02:25-03","IBt","SP","374474","S","Plantae","Bromeliaceae","Aechmea","depressa","Aechmea depressa","L.B.Sm.","Sousa, GM","2001","03",NA,"Sousa, GM; et al.","308","2000","02","07","Brasil","Bahia","Una","Reserva Biológica de Una, Trilha do Marimbondo.","-39.083333","-15.15","-39.083333","-15.15",NA,"SP050159","SP050159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2012-07-16 13:55:11-03","GH","HU-HERB","GH 00028991","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","depressa","Aechmea depressa","L. B. Smith",NA,NA,NA,NA,"M. B. Foster","71","1939","6","3","Brazil","Bahia",NA,"Agua Preta, alt. 800 feet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"243",NA,NA,NA,NA,"71","South America",NA,"Holotype",NA,"undetermined","Sheet"
"25","2012-07-16 13:37:29-03","GH","HU-HERB","GH 00028992","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","depressa","Aechmea depressa","L. B. Smith",NA,NA,NA,NA,"M. B. Foster","71","1939","6","3","Brazil","Bahia",NA,"Agua Preta, alt. 800 feet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"243",NA,NA,NA,NA,"71","South America",NA,"Holotype",NA,"undetermined","Sheet"
"26","2012-07-16 13:37:46-03","GH","HU-HERB","GH 00028993","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","depressa","Aechmea depressa","L. B. Smith",NA,NA,NA,NA,"M. B. Foster","71","1939","6","3","Brazil","Bahia",NA,"Agua Preta, alt. 800 feet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"243",NA,NA,NA,NA,"71","South America",NA,"Holotype",NA,"undetermined","Sheet"
