"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","year","month","day","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","class","typeStatus","fieldNumber","relatedCatalogItem","sex"
"555","2019-10-07 09:18:46-03","UEFS","HUEFS","13275","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.Machado","Santos, F.A.R.","Brasil","Pernambuco","Serra Talhada",NA,"-38.2983016967773","-7.99194002151489","55090",NA,NA,"auto","17","1991","12","08",NA,NA,"HUEFS0013275","HUEFS0013275",NA,NA,NA,NA,"2003","02",NA,NA,"Caryophyllanae",NA,NA,NA,NA
"556","2019-10-07 09:18:46-03","UEFS","HUEFS","22566","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.Machado","Bandeira, F.P.","Brasil","Bahia","Glória","Brejo do Burgo.","-38.2546997070312","-9.33806037902832","51769",NA,"Solo arenoso.","auto","266","1995","08","27",NA,NA,"HUEFS0022566","HUEFS0022566",NA,NA,NA,NA,"2003","02",NA,NA,"Caryophyllanae",NA,NA,NA,NA
"557","2019-10-07 09:18:46-03","UEFS","HUEFS","51015","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.Machado","Andrade, C.T.","Brasil","Bahia","Canudos","Estação Biológica de Canudos.","-39.0264015197754","-9.8966703414917","79120",NA,"Caatinga.","auto","34","2001","02","10",NA,NA,"HUEFS0051015","HUEFS0051015",NA,NA,NA,NA,"2003","02",NA,NA,"Caryophyllanae",NA,NA,NA,NA
"558","2019-10-07 09:18:46-03","UEFS","HUEFS","224312","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy",NA,"Lambert, S.M.","Brasil","Bahia","Seabra","km 513-514 estrada Seabra- Ibotirama","-41.7703018188477","-12.4186000823975","57155",NA,NA,"auto","83","2008","06","10",NA,NA,"HUEFS0224312","HUEFS0224312",NA,NA,NA,NA,NA,NA,NA,NA,"Caryophyllanae",NA,NA,NA,NA
"559","2019-10-07 09:18:46-03","UEFS","HUEFS","224320","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy",NA,"Lambert, S.M.","Brasil","Bahia","Jequié","Lajedão","-40.0835990905762","-13.8575000762939","49443",NA,NA,"auto","91","2008","08","16",NA,NA,"HUEFS0224320","HUEFS0224320",NA,NA,NA,NA,NA,NA,NA,NA,"Caryophyllanae",NA,NA,NA,NA
"560","2019-10-07 09:18:47-03","UEFS","HUEFS","224321","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Tacinga","inamoena","Tacinga inamoena subsp. subcylindrica","M.Machado & N.P.Taylor",NA,"Lambert, S.M.","Brasil","Bahia","Itatim","Lajedo","-39.6981010437012","-12.7118997573853","24374",NA,NA,"auto","92","2008","08","17",NA,NA,"HUEFS0224321","HUEFS0224321",NA,NA,NA,NA,NA,NA,NA,"subsp. subcylindrica","Caryophyllanae",NA,NA,NA,NA
"561","2019-09-04 19:20:02-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Cactaceae","Opuntia","inamoena","Opuntia inamoena",NA,NA,"A. Glaziou","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"14864",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA
"562","2019-01-25 15:39:09-02","IAC","IAC","52372","S","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","J. Paula-Souza","J. Paula-Souza; F.M.A. Peixoto; S.A. Lieberg & R. Tsuji","Brasil","Bahia","Casa Nova","Estrada para Remanso, próximo à entrada para Pau a Pique","-41.6775","-9.31",NA,NA,"Coordenadas originais do material: 41°40#?#39,0W , 09°18#?#36,4S",NA,"10138","2009","07","20",NA,NA,NA,NA,NA,NA,"-41.677500","-9.310000","2009","08","20",NA,NA,NA,NA,NA,NA
"563","2020-07-23 12:01:23-03","CEPLAC","CEPEC","79857","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"M. V. Meiado","W. W. Thomas","Brasil","Bahia","JUAZEIRO","7Km ao S de Juazeiro, na BR-407 para Sr. do Bonfim. Área da POusada Juazeiro.","-40.583333","-9.416667",NA,NA,"<ll>dwc_commonname:</ll>",NA,"9622","1993","01","24",NA,NA,NA,NA,NA,NA,"40W35'","9S25'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","2020-07-23 12:01:23-03","CEPLAC","CEPEC","40991","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"M. V. Meiado","S. J. Filho","Brasil","Bahia","paulo afonso","Estação Ecologica SEMA.","-38.65","-9.716667",NA,NA,"<ll>dwc_commonname:</ll> Quipa",NA,"197","1985","03","19",NA,NA,NA,NA,NA,NA,"38W39'","9S43'",NA,NA,NA,NA,NA,NA,NA,"01/04/1985",NA
"565","2020-07-23 12:01:23-03","CEPLAC","CEPEC","102381","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"M. V. Meiado","G. Cavalcanti","Brasil","Bahia","RIACHÃO DO JACUÍPE","Serrote Branco.","-40.388889","-9.700278",NA,NA,NA,NA,"41","2000","03","26",NA,NA,NA,NA,NA,NA,"40W23'20","9S42'1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","2020-07-23 12:01:23-03","CEPLAC","CEPEC","11323","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"M. V. Meiado","R. M. Harley","Brasil","Bahia","SENHOR DO BONFIM","64Km N cidade, BA-130. Estrada a Juazeiro.","-40.25","-9.916667",NA,NA,"<ll>dwc_commonname:</ll> Quipa, Palmatoria-miuda",NA,"16355","1974","02","25",NA,NA,NA,NA,NA,NA,"40W15'0","9S55'0",NA,NA,NA,NA,NA,NA,NA,"21/01/1980",NA
"567","2020-07-23 12:01:23-03","CEPLAC","CEPEC","35298","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"M. V. Meiado","L. R. Noblick","Brasil","Bahia","FEIRA DE SANTANA","Perto do retorno da Cidade Nova.","-38.966667","-12.25",NA,NA,NA,NA,"2940","1984","02","27",NA,NA,NA,NA,NA,NA,"38W58'","12S15'",NA,NA,NA,NA,NA,NA,NA,"28/02/1991",NA
"568","2020-07-23 12:01:23-03","CEPLAC","CEPEC","45919","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"M. V. Meiado","R. M. Harley","Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste. Ao N do Campo do Queiroz.","-41.95","-13.533333",NA,NA,NA,NA,"25561","1988","12","09",NA,NA,NA,NA,NA,NA,"41W57'","13S32'",NA,NA,NA,NA,NA,NA,NA,"30/12/1989",NA
"569","2020-07-23 12:01:23-03","CEPLAC","CEPEC","50946","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"M. V. Alves","N. P. Taylor","Brasil","Bahia","MARACAJÚ","26Km SE cidade, estr. para Irecê.",NA,NA,NA,NA,NA,NA,"1410","1991","01","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1991",NA
"570","2020-07-23 12:01:23-03","CEPLAC","CEPEC","67973","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"M. V. Meiado","L. P. de Queiroz","Brasil","Bahia","paulo afonso","Ca. 20Km ao S cidade, na BR-110.","-38.2","-9.483333",NA,NA,NA,NA,"3730","1993","12","19",NA,NA,NA,NA,NA,NA,"38W12'","9S29'",NA,NA,NA,NA,NA,NA,NA,"30/12/1994",NA
"571","2020-07-23 12:01:23-03","CEPLAC","CEPEC","89880","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"M. V. Meiado","J. G. Jardim","Brasil","Bahia","urandi","Rod. Licínio de Almeida/Urandi, 15,4Km, área montanhosa.","-42.574167","-14.747222",NA,NA,"<ll>dwc_commonname:</ll>",NA,"3325","2001","03","31",NA,NA,NA,NA,NA,NA,"42W34'27","14S44'50",NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","2020-07-23 12:01:23-03","CEPLAC","CEPEC","90197","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"M. V. Meiado","J. G. Jardim","Brasil","Bahia","CARINHANHA","Rod. para Cocos, 13Km a W da cidade.","-43.866944","-14.229167",NA,NA,"<ll>dwc_commonname:</ll>",NA,"3573","2001","04","16",NA,NA,NA,NA,NA,NA,"43W52'1","14S13'45",NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","2020-07-23 12:01:23-03","CEPLAC","CEPEC","95059","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"L. P. de Queiroz","L. P. de Queiroz","Brasil","Bahia","CAMPO ALEGRE DE LOURDES","Ca. 7Km ao W da cidadde, na estrada para Pitomba, entrada ao lado de uma bomba d'água.","-43.141944","-9.485",NA,NA,NA,NA,"7371","2002","08","30",NA,NA,NA,NA,NA,NA,"43W8'31","9S29'6",NA,NA,NA,NA,NA,NA,NA,"30/12/2002",NA
"574","2020-07-23 12:01:23-03","CEPLAC","CEPEC","92559","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"M. V. Meiado","E. A. Rocha","Brasil","Paraíba","tacima","No Caminho da Serra do Pão de Açúcar, na fornteira do minicípio de Caiçara.","-35.466667","-6.6",NA,NA,"<ll>dwc_commonname:</ll> Palma-miúda ou quipá",NA,"602","1980","05","01",NA,NA,NA,NA,NA,NA,"35W28'","6S36'",NA,NA,NA,NA,NA,NA,NA,"01/04/2000",NA
"575","2020-07-23 12:01:23-03","CEPLAC","CEPEC","50758","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"M. V. Meiado","N. P. Taylor","Brasil","Bahia","araci","14.5Km ao N Araci, estr. para Tucano.","-38.9667015075684","-11.3332996368408","50591",NA,NA,"auto","1356","2003","12","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1991",NA
"576","2020-07-23 12:01:23-03","CEPLAC","CEPEC","31226","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"M. V. Meiado","B. Leuenberger","Brasil","Bahia","CACULÉ","Km 43 da estr. Brumado/Caetité.","-42.2221984863281","-14.5032997131348","31450",NA,"<ll>dwc_commonname:</ll> Quipa, Guipa","auto","3066","1983","04","14",NA,NA,NA,NA,NA,NA,"0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,"30/12/1983",NA
"577","2020-07-23 12:01:23-03","CEPLAC","CEPEC","48798","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"M. V. Meiado","U. Eggli","Brasil","Bahia","ITABERABA","Baixada ao longo Rio Itaberaba.","-40.3069000244141","-12.5275001525879","39857",NA,NA,"auto","1253","1988","08","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988",NA
"578","2020-07-23 12:01:23-03","CEPLAC","CEPEC","8981","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"M. V. Meiado","R. S. Pinheiro","Brasil","Bahia","jaguaquara","Rod. Rio/Bahia, Km 1276.","-39.9707984924316","-13.5305995941162","34448",NA,NA,"auto","1986","1972","10","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21/01/1980",NA
"579","2020-07-23 12:01:23-03","CEPLAC","CEPEC","50895","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"M. V. Meiado","N. P. Taylor","Brasil","Bahia","santana","28Km ao S cidade, estr. para Sta.Maria da Vitoria. 1Km a E da Rod. p/ Gruta do Padre.","-44.0511016845703","-12.9833002090454","49190",NA,NA,"auto","1428","1991","01","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1991",NA
"580","2020-07-23 12:01:23-03","CEPLAC","CEPEC","66944","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"M. V. Meiado","A. M. Amorim","Brasil","Bahia","JACOBINA","Estrada Jacobina/Morro do Chapéu. Ca. 24Km a aprtir da sede do município. Serra do Tombador.","-40.5182991027832","-11.1806001663208","62396",NA,NA,"auto","1820","1995","10","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22/01/1996",NA
"581","2020-07-23 12:01:23-03","CEPLAC","CEPEC","77255","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"M. V. Meiado","M. L. Guedes","Brasil","Bahia","JEQUIÉ","Hidroelétrica de São Francisco. Barragem da Pedra","-40.0835990905762","-13.8575000762939","49443",NA,"<ll>dwc_commonname:</ll>","auto","5433","1997","10","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","2020-07-23 12:01:23-03","CEPLAC","CEPEC","48787","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"M. V. Meiado","U. Eggli","Brasil","Bahia","RIO DE CONTAS","Ca. 2Km SW cidade, estr. p/ Livramento do Brumado.","-41.8114013671875","-13.5789003372192","49773",NA,NA,"auto","1300","1988","08","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988",NA
"583","2020-07-23 12:01:23-03","CEPLAC","CEPEC","48777","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena",NA,"M. V. Meiado","U. Eggli","Brasil","Bahia","guanambi","Ca. 4Km a W cidade, estr. para o Rio São Francisco.","-42.7813987731934","-14.2232999801636","34300",NA,NA,"auto","1312","1988","08","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/02/1991",NA
"584","2021-04-08 17:12:25-03","UESB","HUESB","4629","S","Plantae","Dicotyledoneae",NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Miranda, A.M. de","Oliveira, C.C.; et al.; et al.","Brasil","Bahia","Morro do Chapéu","Cidade das Pedras","-41.333056","-11.488889",NA,NA,"Planta achatada. Folhas suculentas, nervura paralelinérvea, simples, sem estípulas. Flores vermelhas, bissexuadas, actinomorfa, monoclamídea, cálice com numerosas sépalas, dialissépalas. Sem frutos.; Caatinga",NA,"4","2008","11","20",NA,NA,NA,NA,"930","930","-41.333056","-11.488889","2009","10",NA,NA,NA,NA,NA,NA,NA
"585","2021-04-08 17:12:25-03","UESB","HUESB","9054","S","Plantae","Dicotyledoneae",NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","E.A. Rocha","Silva, B.P.; Silva, G.S.; Silva, G.S.","Brasil","Bahia","Jequié","Fazenda Santa Paula, Sentido ao assenatemento Santa Cruz.","-40.053242","-14.900417",NA,NA,"Herbácea, ca. 20 cm de alt. Flores alaranjadas, vistosas ornitófilas. Fruto imaturo verde, maduro amarelo.; Bioma Caatinga.",NA,"2","2013","08","04",NA,NA,"HUESB000009054",NA,"202","202","-40.053242","-14.900417","2016","10","19",NA,NA,NA,NA,NA,NA
"586","2021-04-08 17:12:25-03","UESB","HUESB","5228","S","Plantae","Dicotyledoneae",NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Meiado, M.V.","Cavalcanti, G.; Guedes, M.L.; Fonseca, M.R.; et al.; Guedes, M.L.; Fonseca, M.R.; et al.","Brasil","Bahia","Riachão do Jacuípe","Serrote Branco","-40.388889","-9.702778",NA,NA,"Arbusto, 50cm. Flores vermelho-alaranjadas, botões verdes. Frutos imaturos verdes, frutos maduros amarelos. Comum.",NA,"41","2000","03","26",NA,NA,NA,NA,NA,NA,"-40.388889","-9.702778","2010","12",NA,NA,NA,NA,NA,NA,NA
"587","2019-11-01 14:55:53-03","UnB","UB","119025","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cactaceae","Opuntia","inamoena","Opuntia inamoena","K. Schum.","Kiesliy, R","Anderson, WR","Brasil","Bahia",NA,"Serra 34km W of Barrieras",NA,NA,NA,NA,"Cerrado or cerradão",NA,"36462","1972","03","02","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","2019-11-01 14:55:53-03","UnB","UB","119026","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cactaceae","Opuntia","inamoena","Opuntia inamoena","K. Schum.","Kiesliy, R","Irwin, HS","Brasil","Bahia",NA,"Ca. 22km W of Morro do Chapéu",NA,NA,NA,NA,"Fruit green.; Ascending 0,5m.",NA,"30677","1971","02","20","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","2019-11-01 14:55:53-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P. Taylor","Oliveira, ALR","Soares, AS","Brasil","Bahia","Barra",NA,"-43.200833","-10.979167",NA,NA,"Conglomerado BA-408. Subunidade 1. Subparcela 1. Indivíduo 5. F8; Arbusto; 0,4m. Presença de espinhos no caule; Solo areno-argiloso em caatinga arbórea arbustiva aberta",NA,"IFN-4084651.1","2018","01","17","Southern America",NA,NA,NA,NA,NA,"-43.200833","-10.979167","2018","09","11",NA,NA,NA,NA,NA,NA
"590","2021-02-23 13:22:01-03","MN","R-TIPOS","9824","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K. Schum.) N.P. Taylor & Stuppy","Almeida, M.C.","Glaziou, A.F.M.","Brasil","Minas Gerais","Serra dos Ilheos",NA,NA,NA,NA,NA,NA,NA,"14864","1883","12","04",NA,NA,"R000009824","R000009824_001",NA,NA,NA,NA,"2015","12","11",NA,NA,"Isotypus de Opuntia inamoena K. Schum.",NA,NA,NA
"591","2020-01-08 18:48:56-03","UFMT","UFMT","24572","S","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy",NA,"Pereira, R.","Brasil","Pernambuco","Serra Talhada","Fazenda Maxixeiro.","-38.2983016967773","-7.99194002151489","55090",NA,"Flores avermelhadas.; Caatinga. Com solo areno-argiloso.","auto","4","1982","02","23",NA,NA,"UFMT00024572",NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"592","2017-09-11 17:09:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Cactaceae","Opuntia","inamoena","Opuntia inamoena","K.Schum.",NA,"Glaziou, AFM","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","2021-04-05 12:31:35-03","UNIVASF","HVASF","264","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M. Machado","J.A. Siqueira Filho","Brasil","Bahia","Sento Sé","PNBO, Serra da Linha Branca (Limoeiro-Gangorra)",NA,NA,NA,NA,"Erva suculenta. Flores vermelhas. Frutos carnosos com gloquídios, vináceos.",NA,"1717","2006","08","13","América do Sul",NA,"HVASF000264",NA,"778","778","9999.000000","9999.000000","2006","10","03",NA,NA,NA,NA,NA,"U"
"594","2021-04-05 12:31:35-03","UNIVASF","HVASF","10819","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V. Meiado","M.V. Meiado","Brasil","Pernambuco","Floresta","Entrada EBV 04 - Lote 10",NA,NA,NA,NA,"Sub-arbusto com cerca de 1 metro de altura. Flores vermelhas polinizadas por beija-flores. Frutos amarelos dispersos por roedores.",NA,"427","2011","02","18","América do Sul",NA,"HVASF010819",NA,"490","490","9999.000000","9999.000000","2011","02","18",NA,NA,NA,NA,NA,"U"
"595","2021-04-05 12:31:35-03","UNIVASF","HVASF","7657","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.M. Coelho","M.M. Coelho","Brasil","Pernambuco","Petrolina","Fazenda Experimental UNIVASF, Parcela permanente 09",NA,NA,NA,NA,"Erva frequente. Frutos imaturos, verdes, e maduros amarelados.",NA,"249","2010","03","15","América do Sul",NA,"HVASF007657","HVASF007657_v01","400","400","9999.000000","9999.000000","2010","03","15",NA,NA,NA,NA,NA,"U"
"596","2021-04-05 12:31:35-03","UNIVASF","HVASF","10796","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V. Meiado","M.V. Meiado","Brasil","Pernambuco","Sertânia","Distrito do Rio da Barra",NA,NA,NA,NA,"Sub-arbusto com cerca de 50 cm de altura. Flores vermelhas polinizadas por beija-flores. Frutos carnosos amarelos dispersos por roedores.",NA,"419","2011","02","17","América do Sul",NA,"HVASF010796",NA,"549","549","9999.000000","9999.000000","2011","02","17",NA,NA,NA,NA,NA,"U"
"597","2021-04-05 12:31:35-03","UNIVASF","HVASF","19936","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","F.F.S. Silva","F.F.S. Silva","Brasil","Pernambuco","Cabrobó","VPR Baixio dos Grandes (Junco)",NA,NA,NA,NA,"Cacto com hábito herbáceo. Frequente. Frutos imaturos. Coleta de material para cultivo no Viveiro de Espera I.",NA,"801","2013","04","30","América do Sul",NA,"HVASF019936",NA,"412","412","9999.000000","9999.000000","2013","04","30",NA,NA,NA,NA,NA,"U"
"598","2021-04-05 12:31:35-03","UNIVASF","HVASF","12599","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","E.V.R. Ferreira","E.V.R. Ferreira","Brasil","Ceará","Brejo Santo","Lote 05, Reservatório Canabrava",NA,NA,NA,NA,"Erva suculenta com espinhos e flores de coloração alaranjadas.",NA,"363","2011","08","05","América do Sul",NA,"HVASF012599",NA,"394","394","9999.000000","9999.000000","2011","08","06",NA,NA,NA,NA,NA,"U"
"599","2021-04-05 12:31:35-03","UNIVASF","HVASF","9478","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Marcondes Oliveira","Marcondes Oliveira","Brasil","Pernambuco","Floresta","Caatinga arbustivo-arbórea aberta. Solo argilo-arenoso",NA,NA,NA,NA,"Erva suculenta. Frutos alaranjados. Freqüente.",NA,"5019","2010","08","17","América do Sul",NA,"HVASF009478",NA,"367","367","9999.000000","9999.000000","2010","08","17",NA,NA,NA,NA,NA,"U"
"600","2021-04-05 12:31:35-03","UNIVASF","HVASF","16376","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","V.M. Cotarelli","V.M. Cotarelli","Brasil","Pernambuco","Parnamirim","Fazenda Alecrim, Próximo a campo de futebol abandonado.",NA,NA,NA,NA,"Erva suculenta. Frutos imaturos verdes. Flores secas.",NA,"2058","2012","07","25","América do Sul",NA,"HVASF016376",NA,"411","411","9999.000000","9999.000000","2012","07","25",NA,NA,NA,NA,NA,"U"
"601","2021-04-05 12:31:35-03","UNIVASF","HVASF","10838","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V. Meiado","F.F.S. Silva","Brasil","Bahia","Sento Sé","Povoado de São Pedro, Grotão. Área proposta para o PNBO",NA,NA,NA,NA,"Arbusto ca. 30cm alt. Frutos imaturos verdes.",NA,"158","2011","01","26","América do Sul",NA,"HVASF010838",NA,"640","640","9999.000000","9999.000000","2011","04","27",NA,NA,NA,NA,NA,"U"
"602","2021-04-05 12:31:35-03","UNIVASF","HVASF","17526","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","J.A. Siqueira Filho","A.A. Reis","Brasil","Piauí","Dom Inocêncio","Sítio Boa Vista, localidade de Lagoa Formosa, zona rural da Cacimbinha",NA,NA,NA,NA,"Erva suculenta, ca. de 30cm alt.. Flores alaranjadas, anteras amarelas.",NA,"16","2012","04","07","América do Sul",NA,"HVASF017526",NA,"553","553","9999.000000","9999.000000","2012","11","22",NA,NA,NA,NA,NA,"U"
"603","2021-04-05 12:31:35-03","UNIVASF","HVASF","12828","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","J.A. Siqueira Filho","D.S. Fernandes","Brasil","Bahia","Casa Nova","Fazendo Santarém, a ca. de 2 Km da Casa Grande",NA,NA,NA,NA,"Erva suculenta ca. 30 cm alt. Flores tubulosas de coloração vermelho-alaranjadas.",NA,"6","2011","09","29","América do Sul",NA,"HVASF012828",NA,"429","429","9999.000000","9999.000000","2011","10","06",NA,NA,NA,NA,NA,"U"
"604","2021-04-05 12:31:35-03","UNIVASF","HVASF","10825","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V. Meiado","M.V. Meiado","Brasil","Pernambuco","Itacuruba","Próximo ao Observatório Astronômico de Itacuruba",NA,NA,NA,NA,"Sub-arbusto com cerca de 80 cm de altura e espinhos ausentes. Flores vermelhas polinizadas por beija-flores. Frutos amarelos dispersos por roedores.",NA,"433","2011","02","18","América do Sul",NA,"HVASF010825",NA,"381","381","9999.000000","9999.000000","2011","02","18",NA,NA,NA,NA,NA,"U"
