"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","typeStatus","fieldNumber","previousCatalogNumber"
"11","2020-11-04 12:17:55-03","ESALQ","ESA","21727","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Bernacci, L.C.","Souza, V.C.","9474.0","1990","01","01",NA,"Brasil","São Paulo","Ilhabela",NA,NA,NA,NA,NA,"ESA021727","ESA021727","-45.3499984741211","-23.7700004577637",NA,NA,NA,NA,NA,"23719","auto",NA,NA,NA,NA,NA,NA,NA
"12","2015-07-02 14:03:37-03","JBP","HPL","6278","S","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","L.C. Bernacci","E.R. Salviani & H. Lorenzi","567","1999","11","01",NA,"Brasil","SC","Corupá","Coletado nas proximidades da cidade, na serra de Corupá.",NA,NA,NA,NA,NA,NA,"-49.2431","-26.4253","1999","12","21",NA,NA,"23917","auto",NA,NA,NA,NA,NA,NA,NA
"13","2015-07-02 14:42:50-03","JBP","HPL","6331","S","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana",NA,"H. Lorenzi","H. Lorenzi","5665","2005","10","12",NA,"Brasil","SC","Corupá","Na rodovia, nas proximidades do município de Corupá, vindo de São Bento do Sul.","585","585",NA,NA,NA,NA,"-49.335528","-26.367806","2005","10","12","49° 20' 07,9 W","26° 22' 04,1 S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2015-07-02 14:55:40-03","JBP","HPL","2814","S","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast,","R. Tsuji","R. Tsuji, L.C. Bernacci & E. Franco","789","2004","11","21",NA,"Brasil","MT","Nova Mutum","Floresta ombrófila densa.","331","331",NA,NA,NA,NA,"-56.098","-14.145639","2004","11","21","56° 05' 52,8 W","14° 08' 44,3 S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2015-07-02 14:03:37-03","JBP","HPL","6277","S","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana",NA,"L.C. Bernacci","H. Lorenzi","5573","2005","09","26",NA,"Brasil","MT","Mutum","Coletado nas proximidades da cidade, pouco comum localmente.",NA,NA,NA,NA,NA,NA,NA,NA,"2007","05","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2015-07-02 14:03:37-03","JBP","HPL","5921","S","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","L.C. Bernacci","H. Lorenzi","2400","2000","10","12",NA,"Brasil","SP","São Sebastião","Coletado na beira da mata.",NA,NA,NA,NA,NA,NA,"-45.41","-23.76","2002","11","28",NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA
"17","2015-07-02 14:03:37-03","JBP","HPL","6279","S","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","H. Lorenzi","H. Lorenzi","2569","2000","12","28",NA,"Brasil","MG","São Sebastião do Paraiso","Coletado em borda de mata secundária na fazenda Ipomeia.",NA,NA,NA,NA,NA,NA,"-46.9914","-20.9169","2000","12","28",NA,NA,"24792","auto",NA,NA,NA,NA,NA,NA,NA
"18","2019-12-19 08:15:26-03","FPS","FPS","4068","MachineObservation","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Schwirkowski, P.","Schwirkowski, P.","3491","2019","09","28",NA,"Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho. Linha férrea, próximo à URVE",NA,NA,NA,"<ll>dwc_commonname:</ll> Maracujá","FPS04068,FURB65394","FPS04068_v01 FPS04068_v02 FPS04068_v03 FPS04068_v04 FPS04068_v05 FPS04068_v06 FURB65394","-49.31224","-26.308444","2019","09","28","-49.31224","-26.308444",NA,NA,NA,"voucher","FURB 65394",NA,NA,NA,NA
"19","2019-12-19 08:08:19-03","FPS","FPS","2607","MachineObservation","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Schwirkowski, P.","Schwirkowski, P.","2035","2014","11","05",NA,"Brasil","Santa Catarina","São Bento do Sul","Rio Natal, entrada de ferro, próximo à Estação abandonada",NA,NA,NA,NA,"FPS02607,FURB52139","FPS02607_v01 FPS02607_v02 FPS02607_v03 FPS02607_v04 FPS02607_v05 FPS02607_v06 FPS02607_v07 FURB52139","-49.285673","-26.354516","2016","11","05","-49.285673","-26.354516",NA,NA,NA,"voucher","FURB 52139",NA,NA,NA,NA
"20","2019-11-29 11:33:12-03","IPA","IPA","21676","S","Plantae","Plantae",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Souza, F.G.L.S.","Andrade-Lima; Irgang, B.E.; Irgang, B.E.","s.n.","1974","10","28","Southern America","Brasil","Rio Grande do Sul","Torres","Butiazal.",NA,NA,NA,"Trepadeira.","IPA0021676",NA,"-49.7268981933594","-29.3353004455566","2019","11","25",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-08-27 13:34:05-03","IAP","PACA-AGP","94773","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","C. Mondin","Mondin, C.","1250","1997","10","03",NA,"Brasil","RS","Dois Irmãos","ca 5 km da cidade, na estrada p/ Picada Verão",NA,NA,NA,"HASU 6271 Habitat: Beira de estrada Fenofase: flores brancas Hábito: trepadeira","PACA094773",NA,"-51.0853004455566","-29.5802993774414","1997","12","09",NA,NA,"7716","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:34:05-03","IAP","PACA-AGP","94771","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","C. Mondin","C. Mondin & A. Iob","1577","1998","10","30",NA,"Brasil","RS","Dois Irmãos","Na estrada p/ Picada Verão",NA,NA,NA,"HASU 7000 Habitat: Na beira da estrada Fenofase: flores brancas Hábito: trepadeira","PACA094771",NA,"-51.0853004455566","-29.5802993774414","1998","10",NA,NA,NA,"7716","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"23","2019-08-27 13:34:05-03","IAP","PACA-AGP","94772","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","C. Mondin","C. Mondin & A. Iob","1735","1999","02","20",NA,"Brasil","RS","Três Cachoeiras","Lajeadinho",NA,NA,NA,"HASU 7180","PACA094772",NA,"-49.9244003295898","-29.4556007385254","1999","02",NA,NA,NA,"17224","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"24","2019-08-27 13:34:05-03","IAP","PACA-AGP","94774","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","C. Mondin","C. Mondin & A. Iob","1884","1999","10","11",NA,"Brasil","RS","Três Cachoeiras","Estrada p/ Lajeadinho",NA,NA,NA,"HASU 10648 Fenofase: flor branca Hábito: trepadeira","PACA094774",NA,"-49.9244003295898","-29.4556007385254","1999","10",NA,NA,NA,"17224","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"25","2020-07-02 18:55:48-03","UFJF","CESJ","38461","PreservedSpecimen","Plantae","Angiosperma",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","L.C.Bernacc","E. de Melo; F. França","2528","1998","11","09","América do Sul","Brasil","Paraná","Campina Grande do Sul","BR-116, ca. 67Km N de Curitiba. Represa do Rio Capivari. 25º10'19 S, 48º52'02 W. Alt. 920m",NA,NA,NA,"Trepadeira, folha membranácea, levemente discolor. Flor com corola branca, sépalas verdes com bordas brancas, externamente e totalmente brancos internamente, androginóforo amarelo esverdeado com pontos vinosos, antera amarela, estilete verde claro com po","CESJ038461",NA,"-49.0553016662598","-25.3055992126465","2008","02","26",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-07-02 18:55:48-03","UFJF","CESJ","33188","PreservedSpecimen","Plantae","Angiosperma",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","L.C.Bernacci","J.M. Silva; L.M. Abe","3092","1999","10","05","América do Sul","Brasil","Paraná","Tunas do Paraná","Parque das Lauráceas, NULL",NA,NA,NA,"Escandente, flor alva. Orla da Floresta Atlântica.","CESJ033188",NA,"-49.0858001708984","-24.9743995666504","2008","02","26",NA,NA,"41885","auto",NA,NA,NA,NA,NA,NA,NA
"27","2021-04-07 11:46:57-03","UFMS","CGMS","75717","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","A.C. Cervi","G. Hatschbach; M. Hatschbach & A.C. Cervi","51459","1987","08","28",NA,"Brasil","São Paulo","Barra do Turvo","Rodovia BR-166, próximo ao Rio Pardinho.",NA,NA,NA,"Flores alvas. Doação UPCB 18386. Habitat: Margem de mata pluvial. Habito: Escandente.","CGMS1108671",NA,"-48.5046997070312","-24.7563991546631","1987","08","28",NA,NA,"38172","auto",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:37:35-03","UNICAMP","UEC","184013","S","Plantae","Magnoliopsida",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Lorenzi, H","Lorenzi, H","5665","2005","10","12",NA,"Brazil","Santa Catarina","Corupá","Na rod. , nas proximidades do município de corupá, vindo de São Bento do Sul.",NA,NA,NA,"Trepadeira, vigorosa, ca. 5m de altura. Flores brancas. Frutos ausentes.","UEC107693","UEC107693","-49.335528","-26.367806","2005","10","12","-49.335528","-26.367806",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-20 10:22:29-03","UNICAMP","UEC","153241","S","Plantae","Magnoliopsida",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"Dornelas, M","13","2010","11","03",NA,"Brazil","São Paulo","Campinas","Distrito de Souzas, Cultivada em Campo experimental - UNICAMP",NA,NA,NA,"Cultivada, oriunda de coleção particular, Coleção de Passifloras do Insituto de Biologia UNICAMP","UEC143794","UEC143794","-46.961944","-22.878056",NA,NA,NA,"-46.961944","-22.878056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:37:35-03","UNICAMP","UEC","130905","S","Plantae","Magnoliopsida",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Nunes, TS","Ferreira, JA; et al.","s.n.","1999","03","16",NA,"Brazil","Paraná","Ortigueira","Fazenda Ueno, Beira do rio do Burro; estrada p.",NA,NA,NA,"Cipó; flores e botões roxos.","UEC141318","UEC141318","-50.9494018554688","-24.2082996368408","2020","10",NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:37:35-03","UNICAMP","UEC","184009","S","Plantae","Magnoliopsida",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"Lorenzi, H","5573","2005","09","26",NA,"Brazil","São Paulo","Nova Odessa","proximidades da cidade",NA,NA,NA,"trepadeira, pouco lenhosa mais proximo a base, com interesse economico florestal, cerca de 3m de comprimento, flores brancas","UEC107703","UEC107703","-47.2900009155273","-22.7700004577637",NA,NA,NA,NA,NA,"8440","auto",NA,NA,NA,NA,NA,NA,NA
"32","2019-01-17 11:26:20-02","PUCRS","MPUC","12092","S","Plantae",NA,"Malpighiales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","C.A. Mondin",NA,NA,"2008","11","15","South America","Brasil","RS","Dom Pedro de Alcântara","Morrinho de Porto Fagundes",NA,NA,NA,"Trepadeira na borda da mata",NA,NA,"-49.8497222","-29.3694444","2008","01","01","-49.8497222000","-29.3694444000",NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA,NA
"33","2019-01-17 11:26:20-02","PUCRS","MPUC","12465","S","Plantae",NA,"Malpighiales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","C.A. Mondin",NA,NA,"2008","10","18","South America","Brasil","RS","Dom Pedro de Alcântara","Morrinho de Porto Fagundes",NA,NA,NA,NA,NA,NA,"-49.8497222","-29.3694444","2008","01","01","-49.8497222000","-29.3694444000",NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA,NA
"34","2020-12-09 14:47:24-03","FURB","FURB","36639","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Nunes, T.S.","Sevegnani, L.","8","2011","10","26",NA,"Brasil","Santa Catarina","Alfredo Wagner","Rio Itajaí-do-Sul.","430","430",NA,"Habitat: Floresta Ombrófila Mista; beira de estrada Habito: liana; flor branca","FURB36795","FURB36795","-49.4455555","-27.6288889","2020","07",NA,"-49.4455555","-27.6288889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-10-14 10:04:27-03","FURB","FURB","52139","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Schwirkowski, P.","Schwirkowski, P.","2035","2016","11","05",NA,"Brasil","Santa Catarina","São Bento do Sul","Rio Natal, entrada de ferro, próximo à Estação abandonada.","360","360",NA,"Liana, heliófita, flores brancas","FURB52139","FURB52139","-49.2855555","-26.3544444","2016","11","05","-49.2855555","-26.3544444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-09 14:47:24-03","FURB","FURB","61599","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Nunes, T.S.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","3811","2018","11","01",NA,"Brasil","Santa Catarina","Guatambú","Linha Feliz.","480","480",NA,"flor branca; fruto imaturo Habitat: interior da unidade amostral Habito: liana","FURB61599","FURB61599","-52.83","-27.09","2020","10","19","-52.8300000","-27.0900000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-09 14:47:24-03","FURB","FURB","62799","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Nunes, T.S.","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","4235","2018","12","10",NA,"Brasil","Santa Catarina","Anita Garibaldi","Pinheirinho.","820","820",NA,"Fruto imaturo Habitat: Floresta Ombrófila Mista; Estágio inicial/médio; Interior de Unidade amostral Habito: Liana","FURB62799","FURB62799","-51.0286111","-27.7175","2020","10","19","-51.0286111","-27.7175000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-09 14:47:24-03","FURB","FURB","64199","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Nunes, T.S.","Kassner-Filho, A.","4998","2019","03","27",NA,"Brasil","Santa Catarina","Herval d'Oeste","Linha Barreiras.","813","813",NA,"Liana, fruto imaturo Habitat: Interior da unidade amostral; ecótono entre Floresta Estacional Decidual e Floresta Ombrófila Mista; Estágio avançado / médio Habito: Liana","FURB64199","FURB64199","-51.3872222","-27.1788889","2020","10","19","-51.3872222","-27.1788889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-14 10:04:27-03","FURB","FURB","65394","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Schwirkowski, P.","Schwirkowski, P.","3491","2019","09","28",NA,"Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho. Linha férrea, próximo à URVE.","750","750",NA,"Transição entre FOM e FOD Habitat: Borda de mata, heliófita. Cálice verde, corola branca Habito: Liana","FURB65394","FURB65394","-49.3122222","-26.3083333","2019","09","28","-49.3122222","-26.3083333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:04:27-03","FURB","FURB","47694","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Imig, DC","Engels, M.E.; Lozano, E.D.; Buturi, C.; Pereira, S. & Hekavey, C.","1724","2013","10","13",NA,"Brasil","Paraná","São José dos Pinhais","beira de estrada, em frente a entrada da RPPN Nhandara Guaricana.",NA,NA,NA,NA,"FURB47694","FURB47694","-49.2064018249512","-25.5347003936768","2013","10","18",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-16 17:53:24-03","UCS","HUCS","46181","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Schwirkowski, P.","Schiwirkowski, P.","2035","2016","11","05",NA,"Brasil","Santa Catarina","São Bento do Sul","Rio Natal, entrada de ferro, próximo à Estação abandonada.","36","36",NA,"Liana, heliófita, flores brancas",NA,NA,"-49.285556","-26.354444","2016","11","05","-49.285556","-26.354444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-16 17:53:24-03","UCS","HUCS","26757","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Feuillet, C.","Marchett, F.","394","2005","10","21",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Criúva - Taimbé","780","780",NA,"sobre arbustos; orla da mata",NA,NA,"-51.1794013977051","-29.1681003570557","2006","02",NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-16 17:53:24-03","UCS","HUCS","27245","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Smith, S.F.","Pasini, E.","31","2005","11","02",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Vila Seca","780","780",NA,"sobre arbustos; beira de estrada",NA,NA,"-51.1794013977051","-29.1681003570557","2006","04",NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"44","2019-08-16 08:40:27-03","UTFPR","HCF","5204","S","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","A.C. Cervi","M.G. Caxambu","1483","2007","04","13",NA,"Brasil","PR","Campo Mourão","Parque Estadual Lago Azul (PELA)","569","569",NA,"trepadeira com gavinhas, semi-ciófila. Flores brancas, com filamentos roxos na base e brancos para o ápice. Em área de afloramento de basalto.",NA,NA,"-52.30125","-24.10125","2008","03","19","52°18'04,5 W","24°06'04,5 S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-08-16 08:40:27-03","UTFPR","HCF","18739","S","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","D.C. Imig","M.E. Engels","1724","2013","10","13",NA,"Brasil","PR","São José dos Pinhais","beira de estrada, em frente a entrada da",NA,NA,NA,"liana. Caule e folhas verdes. Flores com sépalas alvas na face adaxial e verde claras na abaxial. Pétalas e fimbrias alvas. As fimbrias mais centrais levemente amareladas devido ao pólen que caiu das anteras. Ovário glabro, verde claro. Filetes verdes. Ecótono entre a Floresta Ombrófila Densa e a Floresta Ombrófila Mista.",NA,NA,"-49.2064018249512","-25.5347003936768","2013","10","18",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:39:14-03","MBM","MBM","53859","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Smith, L.B.","Hatschbach, G.","6349",NA,NA,NA,"Southern America","Brazil","Paraná","Campina Grande do Sul","Praia Grande",NA,NA,NA,NA,"MBM053859","MBM053859","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:39:14-03","MBM","MBM","54062","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Cervi, A.C.","Hatschbach, G.","7291",NA,NA,NA,"Southern America","Brazil","Paraná","Cerro Azul","Ribeirão do Veado",NA,NA,NA,NA,"MBM054062","MBM054062","-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:39:14-03","MBM","MBM","423856","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Barboza, E.","Meijer, A.A.R. de","s.n.","2019","10","29","Southern America","Brazil","Paraná","Curitiba","Parque Municipal do Iguaçu, Alto Boqueirão",NA,NA,NA,"Flores brancas, frutos jovens globosos.","MBM423856",NA,"-49.2731018066406","-25.4277992248535","2019","10","31",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
