"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","typeStatus","fieldNumber","previousCatalogNumber"
"100","2020-09-12 05:00:02-03","US","US","3232997","PreservedSpecimen","Plantae",NA,"Violales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"G. Hatschbach & D. Guimaraes","54793","1990","10","30","South America","Brazil","Paraná",NA,"Rod. para Parque Est. das Lauráceas, Rio Putuna (mun. Bocaiúva do Sul)",NA,NA,NA,NA,"US01196640","US01196640_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"101","2020-09-12 05:00:02-03","US","US","2323198","PreservedSpecimen","Plantae",NA,"Violales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"R. Reitz","4174","1951","2","11","South America","Brazil","Santa Catarina",NA,"Luis Alves, Itajai","300",NA,NA,NA,"US01196634","US01196634_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"102","2020-09-12 05:00:02-03","US","US","2173549","PreservedSpecimen","Plantae",NA,"Violales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"R. Reitz & R. M. Klein","1166","1953","2","11","South America","Brazil","Santa Catarina",NA,"Horto Florestal I.N.P., Ibirama","350",NA,NA,NA,"US01196638","US01196638_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"103","2020-09-12 05:00:02-03","US","US","2283885","PreservedSpecimen","Plantae",NA,"Violales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"G. Hatschbach","6349","1939","10","18","South America","Brazil","Paraná",NA,"Campina Grande de Sul. Praia Grande. Rio Capivary.",NA,NA,NA,NA,"US01196639","US01196639_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"104","2020-09-02 16:35:35-03","Cenargen","CEN","92952","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana x gibertii","Passiflora eichleriana x gibertii",NA,"N. T. V. Junqueira","Nilton Tadeu Vilela Junqueira","9","2015","08","17",NA,"Brasil","DF","BRASILIA","Planaltina - DF. BAG Flor da Paixão.","1007","1007","Exsicatas","Acesso 165, em 01/01/2007. Melhoramento Embrapa Cerrados, Distrito Federal. Doação CPAC. CPAC MJ - H- 71","CEN00092952","CEN00092952","-47.585555","-15.748611","2015","08",NA,"-47.585555","-15.748611",NA,NA,NA,NA,NA,"1",NA,NA,NA
"105","2021-03-25 13:53:10-03","UNIVILLE","JOI","17575","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Imig, D. C.","Engels, M. E.; Lozano, E. D.; Buturi, C.; Pereira, S.; Hekavey, C.","1724","2013","10","13",NA,"Brasil","Paraná","São José dos Pinhais","Beira da estrada. Em frente a entrada da RPPN Nhandara Guaricana.",NA,NA,NA,"Caule e folhas verdes. Flores com sépalas alvas na face adaxial e verde claras na abaxial. Pétalas e fimbrias alvas. As fimbrias mais centrais levemente amareladas devido ao pólen que caiu das anteras. Ovário glabro, verde claro. Filet","JOI017575","JOI017575","-49.2064018249512","-25.5347003936768","2013","10","18",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"106","2021-03-25 13:53:10-03","UNIVILLE","JOI","8647","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Cervi, A.C.","Meyer, F.S.","422","2007","09","29",NA,"Brasil","Santa Catarina","São Bento do Sul","Arredores do Centro de Estudos e Pesquisas Ambientais - CEPA Rugendas - Rio Natal.",NA,NA,NA,"liana sob copa de arbusto; HABITAT: borda de mata; HABITO: liana; TIPO VEGETACIONAL: Floresta Ombrófila Densa Montana","JOI008647","JOI008647","-49.3786010742188","-26.2502994537354","2009","04","14",NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA,NA
"107","2019-10-07 09:32:26-03","UEFS","HUEFS","173585","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"Brotto, M.L.","176","2008","08","27",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Capivari, pico Capivari.","1480","1480",NA,"Floresta Ombrófila Densa Altomontana.","HUEFS0173585","HUEFS0173585","-48.84","-25.155278",NA,NA,NA,"48W50'24''","25S9'19''",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"108","2019-10-07 09:32:26-03","UEFS","HUEFS","45508","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"Sem coletor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0045508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,"Holótipo",NA,NA
"109","2019-10-07 09:32:26-03","UEFS","HUEFS","48738","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"Talbot, H.F.","358","1840",NA,NA,NA,"Brasil",NA,NA,"Brasilia Meridionali, loco accuratious hard notato Sellow.",NA,NA,NA,NA,"HUEFS0048738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,"Isótipo",NA,NA
"110","2020-04-07 16:32:23-03","IAC","IAC","46630","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","H. Lorenzi et al.","H. Lorenzi; E.F. Souto & L.C. Bernacci","5665","2005","10","12",NA,"Brasil","Santa Catarina","Corupá","Rodovia chegando em Corupá vindo de São Bento do Sul",NA,NA,NA,"49o 20#?# 07.9W, 26o 22#?# 04.1S",NA,NA,"-49.335528","-26.367806","2005","10","12","-49.335528","-26.367806",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-04-07 16:32:23-03","IAC","IAC","21429","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","L.C. Bernacci; F.A. Vitta & Y.V. Bakker","H.F. Leitão Filho","s/nº","1970","11","04",NA,"Brasil","São Paulo","Piedade","Rodovia Piedade-Tapiraí.",NA,NA,NA,"Nativo em Mata primária à saída de Tapiraí",NA,NA,"-47.4278","-23.7119","1999","01","21","-47.4278","-23.7119",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-04-07 16:32:23-03","IAC","IAC","33743","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","L.C. Bernacci; F.A. Vitta & Y.V. Bakker","K.D. Barretto et al.","3098","1994","10","20",NA,"Brasil","São Paulo","Tapiraí",NA,NA,NA,NA,"Coordenadas originais: 47°31#?#33,5 24°00#?#43,4. Conversão para graus decimais (WGS84) através do speciesLink assumindo datum original SAD69.",NA,NA,"-47.526379","-24.012532","1999","01","21","-47.526379","-24.012532",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-04-07 16:32:23-03","IAC","IAC","33771","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","V.C. Souza","V.C. Souza","9474","1990",NA,NA,NA,"Brasil","São Paulo","Ilhabela",NA,NA,NA,NA,NA,NA,NA,"-45.3581","-23.7781","1990","06","30","-45.3581","-23.7781",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-04-07 16:32:23-03","IAC","IAC","33772","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","L.C. Bernacci; F.A. Vitta & Y.V. Bakker","J.Y. Tamashiro et al.","709","1994","09","29",NA,"Brasil","São Paulo","Taquarituba","estrada de terra de Taquarituba-Itapeva",NA,NA,NA,NA,NA,NA,"-49.2444","-23.5331","1999","01","21","-49.2444","-23.5331",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-04-07 16:32:23-03","IAC","IAC","41488","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","L.C. Bernacci","L.C. Bernacci","3137","2000","12","11",NA,"Brasil","São Paulo","Nova Odessa","Instituto Plantarum",NA,NA,NA,NA,NA,NA,"-47.2958","-22.7775","2000","12","11","-47.2958","-22.7775",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-04-07 16:32:23-03","IAC","IAC","43025","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","L.C. Bernacci","E.M. Francisco","s/nº","1999","11","08",NA,"Brasil","Paraná","Leópolis","Sítio São Francisco",NA,NA,NA,"Nome popular: maracujá",NA,NA,"-50.7511","-23.08","2005","08","26","-50.7511","-23.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-04-07 16:32:23-03","IAC","IAC","46740","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","L.C. Bernacci","L.C. Bernacci","4048","2005","10","03",NA,"Brasil","São Paulo","Nova Odessa","Instituto Plantarum",NA,NA,NA,NA,NA,NA,"-47.2958","-22.7775","2005","10","03","-47.2958","-22.7775",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-04-07 16:32:23-03","IAC","IAC","53139","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","L.C. Cunha & L.D.H.C.S. Conceição","L.C. Cunha & L.D.H.C.S. Conceição","15","2007","08","14",NA,"Brasil","Bahia","Ilhéus","Campus da Universidade Estadual de Santa Cruz (UESC), casa",NA,NA,NA,"acesso 158",NA,NA,"-39.0494","-14.7889","2007","08","14","-39.0494","-14.7889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-04-07 16:32:23-03","IAC","IAC","53365","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","L.C. Cunha & L.D.H.C.S. Conceição","L.C. Cunha & L.D.H.C.S. Conceição","14","2007","08","14",NA,"Brasil","Bahia","Ilhéus","Campus da Universidade Estadual de Santa Cruz (UESC), casa de vegetação",NA,NA,NA,"acesso 160",NA,NA,"-39.0494","-14.7889","2007","08","14","-39.0494","-14.7889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-04-07 16:32:23-03","IAC","IAC","56138","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","L.C. Bernacci","W.M. Kranz","82","1987","03","16",NA,"Brasil","Paraná","Arapoti","Caratuva",NA,NA,NA,"nome popular: maracujá",NA,NA,"-49.8267","-24.1578","2016","01","07","-49.8267","-24.1578",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-04-07 16:32:23-03","IAC","IAC","56274","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","A.F. Silva (2)","A.F. Silva (2) et al.","1793","2012","10","25",NA,"Brasil","Minas Gerais","Betim","Horto Medicinal do Teuto Esporte Clube, Av. Brasil, 600, Jardim Casa Branca",NA,NA,NA,"Identificação confirmada por L.C. Bernacci, 15/4/13. Coordenadas originais S 19o 58#?#53,3, 44o 11#?#24,3",NA,NA,"-44.190083","-19.981472","2012","12","29","-44.190083","-19.981472",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-07-23 12:17:43-03","CEPLAC","CEPEC","124585","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana",NA,"L. A. Mattos-Silva","L. A. Mattos-Silva","5018","2001","04","05",NA,"Brasil","Bahia","ILHÉUS","Campus da Uniers. Estadual de Santa Cruz (UESC), KM 16 da Rod. Ilhéus/Itabuna (BR-415). Casa de vegetação das Passifloras.",NA,NA,NA,"<ll>dwc_commonname:</ll> Maracujá-silvestre",NA,NA,"-39.18",NA,NA,NA,NA,"39W10'48","14S47'81",NA,NA,NA,NA,"30/12/2001",NA,NA,NA,NA
"123","2016-08-23 11:00:03-03","NHMLondon","NHM-LONDON-BOT","BM000566158","S","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Armando Carlos Cervi; b.1944; Cervi","Friedrich Sellow; b.1789; d.1831; Sellow","358",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/3f86ac514c708297bfa5e1f253bab76c3dcc3c6e/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-53.08982","-10.773109","1925",NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,"Holotype",NA,"NHMUK:ecatalogue:4979755"
"124","2020-11-12 17:01:17-03","UEL","FUEL","9610","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Masters","Bernacci, LC; Bakker; Vitta, FA","Hatschbach, G; Hatschbach, M; Cervi, AC","51459","1987","08","28",NA,"Brasil","São Paulo","Barra do Turvo","Rod. BR-116, próximo ao Rio Pardinho",NA,NA,NA,NA,"FUEL020850",NA,"-48.5046997070312","-24.7563991546631","1999","01","21",NA,NA,"38172","auto",NA,NA,NA,NA,NA,NA,NA
"125","2021-03-04 15:46:56-03","IF","SPSF","49991","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","D.C.Imig","M.E.Engels & E.D.Lozano & C.Buturi & C.Hakavey","1724","2013","10","13","América do Sul","Brasil","PR","São José dos Pinhais","beira de estrada",NA,NA,NA,"COLETA: Liana. Caule e folhas verdes.; GEOGRAFIA: Em frente a entrada da RPPN Nhandara Guaricana.;",NA,NA,"-49.2064018249512","-25.5347003936768","2013","10","18",NA,NA,"45291","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"126","2017-09-11 17:12:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"?","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"P13P1N0128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2017-09-11 17:12:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia meridionali, loco accuratius haud notato",NA,NA,NA,NA,NA,"P13P1N0128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2017-09-11 17:12:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"Gaudichaud Beaupré, C","482",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"P13P1N0128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-02-08 12:44:34-03","UFRGS","ICN","127092","S","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Masters","Lorenz, A","Lorenz, A","s.n.","2001","10","10","América do Sul","Brasil","RS","Caraá",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).","ICN00012271","ICN00012271 ICN00012271_1","-50.435001373291","-29.7900009155273",NA,NA,NA,NA,NA,"21250","auto",NA,NA,NA,NA,NA,NA,NA
"130","2021-02-08 12:44:34-03","UFRGS","ICN","131910","S","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Masters","Cervi, AC","Hagelund, K","14760","1983","11","20","América do Sul","Brasil","RS","São Jerônimo",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Terra úmida.","ICN00012267","ICN00012267 ICN00012267_1","-51.7221984863281","-29.9591999053955","1992","11","10",NA,NA,"78415","auto",NA,NA,NA,NA,NA,NA,NA
"131","2021-02-08 12:44:34-03","UFRGS","ICN","026436","S","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Masters","Cervi, AC","Lima, DA; Irgang, BE","s.n.","1974","10","28","América do Sul","Brasil","RS","Torres","Butiazal",NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Trepadeira.","ICN00012272","ICN00012272","-49.7268981933594","-29.3353004455566","1984","08","30",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA
"132","2021-02-08 12:44:34-03","UFRGS","ICN","125476","S","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Masters","Lorenz, AP","Lorenz, AP; et al.","s.n.","2002","12","03","América do Sul","Brasil","SC","Otacílio Costa","Otacílio Costa-Petrolândia, 27°35'30 S 49°44'15 W","829","829",NA,"Espécie ameaçada de extinção (Em perigo).","ICN00012268","ICN00012268","-49.7375","-27.591667",NA,NA,NA,"-49.7375","-27.591667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-02-08 12:44:34-03","UFRGS","ICN","125479","S","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Masters","Lorenz, AP","Lorenz, AP; et al.","s.n.","2002","12","03","América do Sul","Brasil","SC","Otacílio Costa","Petrolândia, 27°38'59 S 49°45'35 W","887","887",NA,"Espécie ameaçada de extinção (Em perigo).","ICN00012265","ICN00012265","-49.759722","-27.649722",NA,NA,NA,"-49.759722","-27.649722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-02-08 12:44:34-03","UFRGS","ICN","151339","S","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Masters","Lorenz Lemke, Aline P","Lorenz Lemke, Aline P; Jéferson Fregonezi; Geraldo Mäder","s.n.","2006","09","29","América do Sul","Brasil","RS","Sapiranga","Morro Ferrabraz 29°36'18''S/50°57'58''W","413","413",NA,"Borda de Floresta Ombrófila Densa","ICN00012269","ICN00012269","-50.966111","-29.605",NA,NA,NA,"-50.966111","-29.605",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-02-08 12:44:34-03","UFRGS","ICN","151340","S","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Masters","Lorenz Lemke, Aline P","Lorenz Lemke, Aline P; Jéferson Fregonezi; Geraldo Mäder","s.n.","2006","09","29","América do Sul","Brasil","RS","Sapiranga","Morro Ferrabraz 29°36'18''S/50°57'58''W","413","413",NA,"Borda de Floresta Ombrófila Densa","ICN00012273","ICN00012273","-50.966111","-29.605",NA,NA,NA,"-50.966111","-29.605",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-02-08 12:44:34-03","UFRGS","ICN","181454","S","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Masters",NA,"Fregonezi, J; Mader, G; Lemke, AL","s.n.","2006","09","29","América do Sul","Brasil","RS","Sapiranga","Morro Ferrabraz",NA,NA,NA,"Ovário piloso","ICN00012266","ICN00012266 ICN00012266_1","-50.966111","-29.605",NA,NA,NA,"-50.966111","-29.605",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-02-08 12:44:34-03","UFRGS","ICN","061486","S","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Masters","F.A. Silva F.","F.A. Silva F.","131","1983","10","09","América do Sul","Brasil","SC","Florianópolis","Ilha do Campeche Caminho Lajeado","70","70",NA,"Espécie ameaçada de extinção (Em perigo).; Liana; flor branca.; Mata.","ICN00012270","ICN00012270","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA
"138","2020-08-26 10:50:21-03","MCN-FZBRS","HAS","3122","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"Rosa, Z.M.","s.n.","1975","09",NA,NA,"Brasil","Rio Grande do Sul","Entre Torres e Dom Pedro de Alcântara","Estrada para a Colônia São Pedro,",NA,NA,NA,"maracujá-de -cobra; Flores brancas.","HAS0003122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-08-26 10:50:21-03","MCN-FZBRS","HAS","84203","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"Frosi, R.","432","1985","09",NA,NA,"Brasil","Rio Grande do Sul","Torres (Dom Pedro de Alcântara - RS)","Na Cova Funda, margens da Br 101",NA,NA,NA,"maracujá-de -cobra; Flores brancas.","HAS0084203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-08-26 10:50:21-03","MCN-FZBRS","HAS","84204","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"Silveira, N.","8547","1989","11",NA,NA,"Brasil","Rio Grande do Sul","Torres (Dom Pedro de Alcântara - RS)","Na Cova Funda, margens da Br 101",NA,NA,NA,"maracujá-de -cobra; ; Flor branca.","HAS0084204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-08-13 18:02:46-03","IBt","SP","291436","S","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"Tamashiro, JY","709","1994","09","29",NA,"Brasil","São Paulo","Taquarituba",NA,NA,NA,NA,NA,NA,NA,"-49.2400016784668","-23.5300006866455",NA,NA,NA,NA,NA,"17689","auto",NA,NA,NA,NA,NA,NA,NA
