"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00941662","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","J. J. Wurdack","H. S. Irwin","19777","1968","02","10","South America","Brazil","Minas Gerais",NA,"Serra do Itabirito, ca. 50km S.E. of Belo Horizonte.","-43.8","-20.28","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018155' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941662","NY00941662_01","(Raddi) Cogn.","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1522621","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","L. de S. Leoni","L. de S. Leoni","6138","2005","04","07","South America","Brazil","Minas Gerais","Alto Caparaó","Parque Nacinoal.","-41.837502","-20.452011","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1775574' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522621","NY01522621_01","(Raddi) Cogn.","1780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 22:11:00-03","NY","NYBG","00941949","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","P. J. F. Guimarães","P. Clausen","s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022458' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941949","NY00941949_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-28 14:01:00-03","NY","NYBG","558161","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","C. A. Cogniaux","J. B. E. Pohl","3962","1818","03",NA,"South America","Brazil","Rio de Janeiro",NA,"Ad Rio Pirrahi",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83036' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558161","NY00558161_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 23:06:00-03","NY","NYBG","1015484","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"C. Luchiari","633","1995","03","30","South America","Brazil","Rio de Janeiro","Silva Jardim","Reserva Bológica de Poço das Antas. Est. Juturnaiba, esquerda - km 3.","-42.3917","-22.6508","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106483' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015484","NY01015484_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00941663","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","J. J. Wurdack","O. dos S. Ribas","1328","1996","02","20","South America","Brazil","Minas Gerais","Santa Rita do Sapucaí","Serra da Bela Vista.","-45.7031","-22.2522","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941663","NY00941663_01","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00941771","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","scrobiculata","Tibouchina scrobiculata",NA,"L. O. Williams","5991","1945","03","04","South America","Brazil","Minas Gerais",NA,"Morro das Pedras, near Belo Horizonte.","-43.2485756","-19.9480039","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1020572' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941771","NY00941771_01","Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00941770","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","scrobiculata","Tibouchina scrobiculata",NA,"L. O. Williams","8102","1943","04","02","South America","Brazil","Minas Gerais",NA,"25 km north of Patrocinio.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1020569' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941770","NY00941770_01","Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00941774","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","scrobiculata","Tibouchina scrobiculata",NA,"Y. E. J. Mexia","4829","1930","07","02","South America","Brazil","Minas Gerais","Viçosa","Viçosa Agricultural College lands. Horticultural Hill in cut-over woods.","-42.868031","-20.7613428","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1020584' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941774","NY00941774_01","Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00941769","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","scrobiculata","Tibouchina scrobiculata","L. B. Smith","H. S. Irwin","2629","1959","02","14","South America","Brazil","Minas Gerais","Viçosa","State Agricultural School.","-42.868031","-20.7613428","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1020566' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941769","NY00941769_01","Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1018175","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","scrobiculata","Tibouchina scrobiculata",NA,"C. M. Vieira","541","1994","02","24","South America","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, proxima a BR-101.","-42.3917","-22.6508","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1249588' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018175","NY01018175_01","Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00941772","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","scrobiculata","Tibouchina scrobiculata",NA,"Y. E. J. Mexia","4689","1930","05","12","South America","Brazil","Minas Gerais","Viçosa","Fazenda de Deserto. Barraca frio.","-42.8817","-20.7542","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1020574' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941772","NY00941772_01","Cogn.","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00941470","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","scrobiculata","Tibouchina scrobiculata","F. C. Hoehne","F. C. Hoehne","s.n.","1926","04","24","South America","Brazil","Minas Gerais",NA,"Turvo.","-44.3093939","-21.7406431","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014910' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941470","NY00941470_01","Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00941773","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","scrobiculata","Tibouchina scrobiculata",NA,"Y. E. J. Mexia","4344","1930","02","13","South America","Brazil","Minas Gerais","Viçosa","Agricultural College lands. Directly S. W. Director's house.","-42.868031","-20.7613428","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1020580' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941773","NY00941773_01","Cogn.","780","780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-18 09:30:11-03","UNESP-IBB","BOTU","24460","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Goldenberger, R.","Cavalcanti, D.C.","176","1996","02","25",NA,"Brasil","São Paulo","Guaratinguetá",NA,NA,NA,NA,NA,"BOTU024460",NA,"(Raddi) Cogn.",NA,NA,"1997","01","30","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:31:27-03","UFRJ","RFA","6737","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","scrobiculata","Tibouchina scrobiculata","J.J. Wurdack","Mendes Magalhães","17651","1960","03","21",NA,"Brasil","Minas Gerais","Contagem","Serra do Barreiro","-44.0536003112793","-19.9316997528076",NA,"Arbusto 1 - 3 m de altura; flor violácea, frequente","RFA45674",NA,"Cogn.",NA,NA,"1975",NA,NA,NA,NA,"16743","auto",NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:31:27-03","UFRJ","RFA","4781","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","scrobiculata","Tibouchina scrobiculata","J.J. Wurdack","P. Occhioni","958","1947","03","17",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, km 2 - 3","-44.5633010864258","-22.4960994720459",NA,"Árvore mediana; flor roxa","RFA45690",NA,"Cogn.",NA,NA,"1975",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:44:49-03","EAO","IAN","138795","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Wurdack, JJ","Irwin, HS; Harley, RM","29716","1971","02","03","Southern America","Brasil","Minas Gerais",NA,"Wet ground, riacho margin. Cut-over cerrado and gallery forest, valley of Riacho Mariana, ca. 3km N of Mariana.",NA,NA,NA,NA,"IAN138795",NA,"(Raddi) Cogn.","1500","1500","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:44:51-03","EAO","IAN","81465","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Tibouchina","scrobiculata","Tibouchina scrobiculata",NA,"Schott, HW","1176",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN081465",NA,"Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:44:51-03","EAO","IAN","81468","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Tibouchina","scrobiculata","Tibouchina scrobiculata membrabaceum",NA,"Pohl, RW","3959",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN081468",NA,"Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"membrabaceum",NA,NA,NA,NA,NA
"31","2021-03-30 12:44:51-03","EAO","IAN","81466","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Tibouchina","scrobiculata","Tibouchina scrobiculata obtusifolia",NA,"Pohl, RW","70",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN081466",NA,"Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"obtusifolia",NA,NA,NA,NA,NA
"32","2013-07-03 11:13:30-03","EBDA","BAH","16","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","A.C. Brade","A.C. Brade",NA,"1936","11","23",NA,"Brasil","Rio de Janeiro","Itatiaia","Monte Serrat.","-44.5633","-22.4961",NA,"Árvore com roxo, frequente até km 6.",NA,NA,"(Raddi) Cogn.",NA,NA,"1936","11",NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:20:42-03","UFBA","ALCB","12137","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"s.col.","s/n",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro",NA,"Abundante na Serra da Estrela (Rio) e em muitos outros lugares e províncias do Brasil",NA,NA,NA,NA,"ALCB015482","ALCB015482","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:20:42-03","UFBA","ALCB","12138","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"s.col.","s/n",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro",NA,"Serra da Estrela&nf;quase todo Brasil",NA,NA,NA,NA,"ALCB015483","ALCB015483","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:20:42-03","UFBA","ALCB","68706","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Goldenberg, R","Cavalcanti, DC","176","1996","02","25","Southern America","Brasil","São Paulo","Guaratinguetá","Reserva Florestal de Especialistas de Aeronautica - EEAR","-45.183333","-22.8",NA,"ca. 10 m. Botões e flores arroxeados.","ALCB068289",NA,"(Raddi) Cogn.",NA,NA,"1997","01",NA,"-45.183333","-22.8",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:20:42-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Goldenberg, R","Cavalcanti, DC","176","1996","02","25","Southern America","Brasil","São Paulo","Guaratinguetá","Reserva Florestal de Especialistas de Aeronautica - EEAR","-45.183333","-22.8",NA,"ca. 10 m. Botões e flores arroxeados.",NA,NA,"(Raddi) Cogn.",NA,NA,"1997","01",NA,"-45.183333","-22.8",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:05:05-03","NBC","NL-BOTANY","L.2559024","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Glaziou AFM",NA,"1887","01","01","Southern America","Brazil",NA,NA,"Prov. Rio de Janeiro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2559024 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2559024",NA,"(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 10:05:16-03","NBC","NL-BOTANY","U.1420915","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","scrobiculata","Tibouchina scrobiculata",NA,"Mexia YEJ",NA,"1930","02","13","Southern America","Brazil",NA,NA,"State of Minas Geraes. Viçosa. Agricultural College lands, directly southwest of Director's house, on wooded slopes and along streams.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1420915 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1420915","NL-U1420915","Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 10:05:16-03","NBC","NL-BOTANY","U.1420916","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","scrobiculata","Tibouchina scrobiculata",NA,"Mexia YEJ",NA,"1930","05","12","Southern America","Brazil",NA,NA,"State of Minas Geraes. Viçosa. Fazenda de Deserto; Barraca Frio.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1420916 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1420916","NL-U1420916","Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-11-04 11:13:52-03","ESALQ","ESA","35948","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Meyer, F.S.","Goldenberg, R. ; Belinello, R.","74.0","1995","04","06",NA,"Brasil","São Paulo","Lavrinhas",NA,"-44.9000015258789","-22.5699996948242",NA,NA,"ESA035948","ESA035948","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,"16795","auto",NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:13:52-03","ESALQ","ESA","83112","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Meyer, F.S.","Mazine, F.F.; Vieira, S. ; Romão, G.O.","859.0","2003","02","25",NA,"Brasil","Minas Gerais","Mariana","Distrito de Monsenhor Horta - próximo à Lagoa Ponte das Crioulas (estrada). Mata Estacional. Próximo à curso d'água","-43.4160995483398","-20.377799987793",NA,"Árvore. Flores roxas.","ESA083112","ESA083112","(Raddi) Cogn.","621","621",NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:13:52-03","ESALQ","ESA","68951","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Meyer, F.S.","Franco, G.A.D.C.; Baptista, V.R.; Ferreira, L.; Cielo Filho, R.; Zidko, A.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3017.0","2000","04","25",NA,"Brasil","São Paulo","Salesópolis","Estrada intermediária, Parque Estadual da Serra do Mar, Km 45. Vegetação campo de altitude. Borda de mata","-45.8400001525879","-23.5300006866455",NA,"Árvore, ca. 8m alt.; flor lilás","ESA068951","ESA068951","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:13:52-03","ESALQ","ESA","92937","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","estrelensis","Tibouchina estrelensis",NA,"Rodrigues, L.","18.0","1970","04","08",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"ESA092937","ESA092937","(Raddi) Cogn",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:13:52-03","ESALQ","ESA","32255","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","estrelensis","Tibouchina estrelensis","Goldenberg, R.","Leitão Filho, H.F. et al.","34742.0","1996","01","31",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA032255","ESA032255","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:13:52-03","ESALQ","ESA","80827","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Souza, L.G.","Krieger, L.",NA,"1970","03","01",NA,"Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,"ESA080827","ESA080827","Cogn.",NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:13:52-03","ESALQ","ESA","32031","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Meyer, F.S.","Souza, V.C.; Rodrigues, R.R.; Souza, J.P.; Sanches, I.D.; Astorino, A.; Magossi, R.; Petrini, M.; Tavares Jr., J.E.","11152.0","1996","06","01",NA,"Brasil","São Paulo","Nazaré Paulista","Estrada em torno da Represa Atibainha. 23*08'33,4S, 46*21'28,4W. 800 m.s.m. Mata mesófila semidecídua.","-46.3899993896484","-23.1800003051758",NA,"Árvore, ca. 12 m alt.; frutos imaturos vinho.","ESA032031","ESA032031","(Raddi) Cogn.","800","800",NA,NA,NA,NA,NA,"18850","auto",NA,NA,NA,NA,NA,NA
