"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","fieldNumber","infraspecificEpithet","individualCount","sex"
"14","2021-03-15 16:37:00-03","NY","NYBG","00750394","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","J. D. Stutts","938","1980","10","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=879373' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750394","Magnoliophyta","Asterales","Riedel ex Baker","N. C. Coile","Minas Gerais",NA,"Near Diamantina, ca. 11 km NE of Gouve on road to Diamantina, BR-357",NA,NA,"1350","1350","NY00750394_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","856184","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","B. Maguire","49234","1960","08","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=932442' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856184","Magnoliophyta","Asterales","Riedel ex Baker",NA,"Minas Gerais",NA,"Serra Grao Mogol",NA,NA,"900","1100","NY00856184_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","856192","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","B. Maguire","49186","1960","08","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=932484' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856192","Magnoliophyta","Asterales","Riedel ex Baker",NA,"Minas Gerais",NA,"Road between Diamantina and Giouveia.",NA,NA,NA,NA,"NY00856192_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01080829","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","H. S. Irwin","9913","1965","11","05","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1210579' target='other'> <mi>dwc_moreinfo</mi></a>","NY01080829","Magnoliophyta","Asterales","Riedel ex Baker","G. M. Barroso","Goiás","Cristalina","Serra dos Cristais, ca. 2 km N. of Cristalina","-47.6","-16.73193","1250","1250","NY01080829_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","856195","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","A. F. M. Glaziou","21683","1896",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=932519' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856195","Magnoliophyta","Asterales","Riedel ex Baker","B. Maguire","Goiás",NA,"Chiefly Province of Goyaz",NA,NA,NA,NA,"NY00856195_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","895433","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","N. F. F. MacLeish","705","1980","10","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978027' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895433","Magnoliophyta","Asterales","Riedel ex Baker","B. Loeuille","Minas Gerais",NA,"Between Diamantina and Gouveia.","-43.6719","-18.348","1370","1370","NY00895433_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","856193","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","J. G. Stutts","989","1980","10","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=932510' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856193","Magnoliophyta","Asterales","Riedel ex Baker",NA,"Goiás",NA,"About 122 km N of Brasilia.",NA,NA,"1300","1300","NY00856193_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","856188","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","J. A. Ratter","2621","1972","10","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=932469' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856188","Magnoliophyta","Asterales","Riedel ex Baker",NA,"Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros (near Alto Paraiso de Goiás).","-47.58","-14",NA,NA,"NY00856188_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","856198","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","B. Maguire","49126","1960","08","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=932534' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856198","Magnoliophyta","Asterales","Riedel ex Baker",NA,"Minas Gerais",NA,"ca. 3-5 km east of Serra, road from Concepçao to Diamantina.",NA,NA,NA,NA,"NY00856198_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","856183","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","J. G. Stutts","999","1980","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=932428' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856183","Magnoliophyta","Asterales","Riedel ex Baker","N. C. Coile","Goiás","Alto Paraíso de Goiás","About 52 km W of Alto Paraíso by road and and about 2.5 km by foot towards Rio Preto Falls.","-47.5097","-14.1325",NA,NA,"NY00856183_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","856190","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","B. Maguire","44791","1959","12","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=932471' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856190","Magnoliophyta","Asterales","Riedel ex Baker","H. Kim","Goiás","Cristalina","6 miles outside Cristalina, on road between Paracatu and Brasilia","-47.6133","-16.7686","1128","1128","NY00856190_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","563989","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","tomentosa","Wunderlichia tomentosa","A. F. M. Glaziou","21685","1894","09","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672163' target='other'> <mi>dwc_moreinfo</mi></a>","NY00563989","Magnoliophyta","Asterales","Glaz.",NA,"Goiás",NA,"Morro do Abbado, près de Meia Ponte",NA,NA,NA,NA,"NY00563989_01","type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-03-20 11:47:04-03","MCN-PUC-MINAS","HPUC-MG","ANG2470","S","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","M.F.Vasconcelos","13-488","2013","11","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais","Sabara","Morro do Brumadinho. Serra da Piedade","-43.7","-19.816667",NA,NA,NA,NA,"43º42'W","19º49'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:28:57-03","UNESP-IBB","BOTU","16567","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","Carmello, S.M.","42","1987","09","09",NA,"Brasil",NA,NA,"Brácteas pilosas esbranquiçadas, inflorescência branca","BOTU016567",NA,NA,"Riedel ex Baker",NA,"Goiás","Mossâmedes","Serra Dourada",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:29:23-03","UFRJ","RFA","5842","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","Mendes Magalhães","18062","1960","07","00",NA,"Brasil",NA,NA,"Frequente árvores de 4-6 m de altura, nas pedras.","RFA25979",NA,NA,"Riedel ex Baker",NA,"Minas Gerais","Minas Gerais","Serra de Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:35:20-03","EAO","IAN","125905","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","Irwin, HS; Santos, RR dos","9913","1965","11","05","Southern America","Brasil",NA,NA,"Tree ca. 3m x 10cm. Heads dried.","IAN125905","Dicotiledônea",NA,"Riedel","Barroso, GM","Goiás",NA,"Occasional. Outcrops and rocky slopes, ca. 2km N of Cristalina.",NA,NA,"1250","1250",NA,NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:35:20-03","EAO","IAN","77018","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","Riedel, L","493",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN077018","Dicotiledônea",NA,"Riedel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:35:20-03","EAO","IAN","88308","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","Macêdo, A","3870","1955","07","22","Southern America","Brasil",NA,NA,"Árvore típica da serra, brancas com muito mel.","IAN088308","Dicotiledônea",NA,"Riedel",NA,"Goiás","Natividade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:35:20-03","EAO","IAN","90568","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","Macêdo, A","3527","1951","12","14","Southern America","Brasil",NA,NA,"Árvore seca.","IAN090568","Dicotiledônea",NA,"Riedel",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:35:20-03","EAO","IAN","93908","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","Glaziou, AFM","14941","1907",NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN093908","Dicotiledônea",NA,"Riedel",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:35:20-03","EAO","IAN","94085","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","Glaziou, AFM","14940",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN094085","Dicotiledônea",NA,"Riedel",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:11:36-03","UFBA","ALCB","106110","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","Franco, I; Marques, D; Araújo, IM; Costa, FN","871","2011","08","26","Southern America","Brasil",NA,NA,"até 4m alt. Invólucro marrom, flores creme-amareladas, pápus marrom. Flores com odor adociado e presença de visitantes (abelhas e formigas).",NA,"Dicotyledon",NA,"Riedel ex Baker","Franco, IM","Minas Gerais","Diamantina","P.E. do Biribiri, Região dos Barris","-43.568889","-18.083333","724","724",NA,NA,"-43.568889","-18.083333","2011","08",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:11:36-03","UFBA","ALCB","108492","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","Roque, N; Alves, M; Santana, FA; Hurbath, F; Crestani, A","3154","2011","07","14","Southern America","Brasil",NA,NA,"até 4,0m alt. Folhas senescentes, quando jovens lanosas. Brácteas involucrais, corola, antera e estilete cremes. Corola passando a castanhas.; Afloramento rochoso.",NA,"Dicotyledon",NA,"Riedel ex Baker","Roque, N","Bahia","Licínio de Almeida","Serra Geral. Garimpo das Ametistas.","-42.533611","-14.531111","786","786",NA,NA,"-42.533611","-14.531111","2011","07",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:11:36-03","UFBA","ALCB","110696","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","Alves, L. de J.","s/n","2013","10","19","Southern America","Brasil",NA,NA,"até árvore, ca. 2 a 4m de altura. Folhas discolores. Inflorescências com tricomas alvos a dourados, apresentando tonalidade avermelhada quando passada.; Ocorre sobre solos arenosos.",NA,"Dicotyledon",NA,"Riedel ex Baker","Roque, N","Bahia","Caetité","Trilha Toda Boa.","-42.465","-14.14","956","956",NA,NA,"-42.465","-14.14","2013","10",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:11:36-03","UFBA","ALCB","110740","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","Roque, N; Borges, RL; Oliveira, GR de; Stadnik, A; Hurbath, F","3776","2012","10","27","Southern America","Brasil",NA,NA,"ca. 4 m alt. Em afloramento rochoso. Brácteas involucrais lanosas. Corolas e estames creme-amarelados. Fruto dispersando, pápus castanho.",NA,"Dicotyledon",NA,"Riedel ex Baker","Roque, N","Bahia","Licínio de Almeida","Estrada para Riacho de Areia.","-42.576944","-14.757778","1048","1048",NA,NA,"-42.576944","-14.757778","2012","10",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:11:36-03","UFBA","ALCB","115479","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","Roque, N; Guedes, ML; Gandara, A; Campos, L","4404","2014","08","06","Southern America","Brasil",NA,NA,"até 5 m de altura, decídua, folhas jovens lanosas, capítulo ainda fechados.",NA,"Dicotyledon",NA,"Riedel ex Baker","Roque, N","Bahia","Licínio de Almeida","Serra geral, trilha Riacho Fundo.","-42.54","-14.586944",NA,NA,NA,NA,"-42.54","-14.586944","2014","08",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:11:36-03","UFBA","ALCB","116851","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","Guedes, ML; Borges, RL; Stadnik, A; Sacramento, CC","22654","2014","10","16","Southern America","Brasil",NA,NA,"de ca 3 m de altura. Ramos, folhas e inflorescências com indumento lanoso. Folhas membranáceas, discolores. Capítulos grandes, flores passadas. Cipselas vilosas, com papus cerdosos, cremes.",NA,"Dicotyledon",NA,"Riedel ex Baker","Guedes, ML","Bahia","Licínio de Almeida","Caminho para Riacho Fundo.","-42.526389","-14.583333","779","779",NA,NA,"-42.526389","-14.583333","2014","10",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:11:36-03","UFBA","ALCB","135993","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","Barres, L; Campos, L; Alves, M; Roque, N","232","2015","10","03","Southern America","Brasil",NA,NA,"ca. 2m alt. Destítuida das folhas. Capítulos com invólucro lanoso, corola com tubo alvo e lobos amarelados, filetes marrons.; com afloramento rochoso","ALCB065763","Dicotyledon",NA,"Riedel ex Baker","Roque, N","Minas Gerais","Grão Mogol","estrada MG307","-42.949444","-16.614167","750","750","ALCB065763",NA,"-42.949444","-16.614167","2015","10",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-25 16:50:25-03","UFBA","ALCB","137889","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","Martinelli, G; Pougy, N; Fernandez, E; Baez, C","20401","2018","10","22","Southern America","Brasil",NA,NA,"1,80 m, heliófila; ápice dos ramos com folhas verde-claras, cobertas por pelos alvacentos; flores em capítulos castanho-amarelado, estames vinosos, estigmas alvacentos; brácteas involucrais alvo-lanuginosas.","ALCB068357","Dicotyledon",NA,"Riedel ex Baker",NA,"Minas Gerais","Monte Azul","Serra de Montevidéu, Morro das Marombas.","-42.791389","-15.136944","1150","1150","ALCB068357",NA,"-42.791389","-15.136944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:11:36-03","UFBA","ALCB","81463","PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","Roque, N; Sano, PT; Watanabe, MTC; Travó, MLO; Echternacht, L","1622","2007","09","19","Southern America","Brasil",NA,NA,"ca. 4m, folhas caducas. Capítulos terminais, solitários no ápice dos ramos, lanosos. Flores com corola e estames amarelos.",NA,"Dicotyledon",NA,"Riedel ex Baker","Roque, N","Minas Gerais","Santana do Riacho","Serra do Cipo#?#, estrada para a Sede do IBAMA. Material para DNA","-43.634444","-19.358056","794","794",NA,NA,"-43.634444","-19.358056","2007","09",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:11:36-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Asteraceae","Wunderlichia","mirabilis","Wunderlichia mirabilis","Guarino, EdeSG; Amaral-Santos, A; Pereira, JB","826","2001","09","10","Southern America","Brasil",NA,NA,"entre 3,5 e 4,5 m de altura. Flor creme.; sentido restrito na encosta de um pequeno morro (cerrado rupestre). Relevo levemente ondulado. Substrato afloramento rochosos, com pouca argila. A população da espécie apresenta-se bastante agrupada, sendo qu",NA,"Dicotyledon",NA,"Riedel ex Baker","Walter, BMT","Distrito Federal","Brasília","Vale do Córrego Riacho Fundo, na margem direita do mesmo. Entre Riacho Fundo e a Fazenda Sucupira","-48.016667","-15.866667","1100","1100",NA,NA,"-48.016667","-15.866667","2001","09",NA,NA,NA,NA,NA,NA,NA,NA
