"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","00925386","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.","R. Goldenberg","H. S. Irwin","29650","1971","02","02","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 3 km N. of Mariana, road to Santa Bárbara","-43.41805556","-20.37495","1500","1500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997680' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925386","NY00925386_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00925384","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.","R. Goldenberg","K. B. Strier","1070","1983","08","22","South America","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga.","-41.83","-19.67",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997659' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925384","NY00925384_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00925391","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.","R. Goldenberg","L. Emygdio de Mello Filho","3468","1972","07","18","South America","Brazil","Minas Gerais",NA,"Gandarela.",NA,NA,"1500","1500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997699' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925391","NY00925391_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","522380","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.","R. Goldenberg","A. C. Brade","19124","1948","09","02","South America","Brazil","Espírito Santo","Cachoeiro de Itapemirim","Vargem Alta","-41.018318","-20.669524",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=107368' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522380","NY00522380_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","522381","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.","R. Goldenberg","K. B. Strier","649","1983","11","24","South America","Brazil","Minas Gerais","Caratinga","Estaçao Biologica de Caratinga","-41.83","-19.67",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=107369' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522381","NY00522381_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-08 11:09:26-03","UNESP-IBB","BOTU","29489","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Mantovani, W.","Galhego, A. A.","67","1994",NA,NA,NA,"Brasil","São Paulo","Botucatu",NA,"-48.434167","-22.872222",NA,NA,NA,"Jardim Botânico UNESP Botucatu","BOTU029489",NA,NA,NA,NA,"2013","08","15","48°26'3w","22°52'20s",NA,NA,NA,NA,NA,NA
"17","2020-12-15 11:14:49-03","FUNED","FUNED-POL","4047","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae",NA,NA,"Dora Jacob",NA,"2005","02","17",NA,"Brasil","MG",NA,"BHCB-UFMG-origemPETI-Cemig-S. Gonçalo do Rio Abaixo.",NA,NA,NA,NA,NA,NA,"POL004047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:44:39-03","EAO","IAN","92916","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.",NA,"Williams, LO","8037","1945","08","11","Southern America","Brasil","Minas Gerais","Nova Lima","On iron slopes Serra do Curral, 5 miles south of Belo Horizonte.","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,"IAN092916",NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:04:29-03","NBC","NL-BOTANY","L 0649886","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Goldenberg R","Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Martii.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200649886 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0649886","NL-L0649886",NA,NA,"isolectotype",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"20","2020-02-08 10:04:29-03","NBC","NL-BOTANY","L 0649885","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Goldenberg R","Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Martii.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200649885 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0649885","NL-L0649885",NA,NA,"isolectotype",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"21","2020-02-08 10:04:29-03","NBC","NL-BOTANY","L.2551491","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Williams LO; Assis V",NA,"1945","08","11","Southern America","Brazil",NA,NA,"On iron-ore slopes, Serra do Curral, Municipio NovaLima, 5 miles south of Belo Horizonte, Minas Gerais.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2551491 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2551491","NL-L2551491",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"22","2020-02-08 10:04:29-03","NBC","NL-BOTANY","U.1395650","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Goldenberg R","Williams LO; Assis V",NA,"1945","08","11","Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1395650 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1395650","NL-U1395650",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0141520",NA,NA,NA,NA
"23","2020-11-04 11:13:44-03","ESALQ","ESA","91595","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.",NA,"Viani, R.A.G. et al.","558.0","2004","07","12",NA,"Brasil","São Paulo","Bofete",NA,"-48.25","-23.1000003814697",NA,NA,NA,NA,"ESA091595","ESA091595","29333","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-01-14 15:31:40-03","MN","R","9543","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Goldenberg, R.","Glaziou, A.F.M.","16931","1881","12","12",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000009543","R000009543_001",NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-20 21:18:22-03","UFV","VIC","15721","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Nand",NA,NA,"s.n.","1995","05","16",NA,"Brasil","Minas Gerais","Rio Vermelho",NA,"-43.0092010498047","-18.2936000823975",NA,NA,NA,"Ensaio produção sustentada em floresta secundária de transição - Bloco C - tratamento 1 - arvore nº 404.","VIC015721","VIC015721","26996","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-20 21:18:22-03","UFV","VIC","5877","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Handro, O.","633","1956","09","25",NA,"Brasil","São Paulo","Jaú","Perdeneiras","-48.5499992370605","-22.2900009155273",NA,NA,NA,"Árvore pequena; flores alvas.","VIC005877",NA,"24071","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-20 21:18:22-03","UFV","VIC","033245","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Nand",NA,"Rolim, T.P.; et al.","156","2009","09","24",NA,"Brasil","Minas Gerais","Ouro Preto","PEI","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo rupestre,árvore de ca de 2,5 m, somente com frutos verdes.","VIC033245",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:39:39-03","UFJF","CESJ","35217","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","R. Goldenberg","F.R.G. Salimena; P.H. Nobre","959","2001","11","16","América do Sul","Brasil","Minas Gerais","LIma Duarte","Conceição do Ibitipoca, Estrada para Moreiras.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Árvore ca. 3m. Frutos verde-amarelados.","CESJ035217",NA,"30417","auto",NA,"2002","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-21 14:39:39-03","UFJF","CESJ","34760","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","R. Goldenberg","D.S. Pifano; M.O.D. Pivari","101","2001","10","31","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Arbusto escandente à 1.5m do solo. Próxima à borda da mata em local luminoso. Frutos imaturos amarelos e maduros verdes com listras longitudinais escuras por todo fruto maduro.","CESJ034760",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-14 11:31:00-03","UNICAMP","UEC","108169","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.","Goldenberg, R","Pereira, E","9191","1964","09","13",NA,"Brazil","Minas Gerais",NA,"Serra da Moeda - BR-3",NA,NA,NA,NA,NA,"flor, Arbusto de 2-3 m de altura. Flores alvas.","UEC162457","UEC162457",NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:34:46-03","UNICAMP","UEC","174711","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.",NA,"Leoni, BS","2613","1994","07","30",NA,"Brazil","Minas Gerais","Carangola","APA da Torre.","-42.066667","-20.747222","750","750",NA,"Arbusto com 3m de altura aproximadamente; tronco de cor castanho; ramos flexíveis; folhas opostas; corola com pétalos alvacentos.; Cresce ao lado da trilha, no lado direito de quem sobe.","UEC030505","UEC030505",NA,NA,NA,NA,NA,NA,"-42.066667","-20.747222",NA,NA,NA,NA,NA,NA
"32","2019-11-14 11:31:00-03","UNICAMP","UEC","73578","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.","Goldenberg, R","Kuhlmann, M","640","1943","04","07",NA,"Brazil","São Paulo","Amparo","Monte Alegre - Alto do Morro da Capela -","-46.75","-22.7",NA,NA,NA,"flor, Rev. Miconia sect. Chaenanthera.","UEC162462","UEC162462",NA,NA,NA,"1999",NA,NA,"-46.75","-22.7",NA,NA,NA,NA,NA,NA
"33","2019-11-14 11:31:00-03","UNICAMP","UEC","40147","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.","Goldenberg, R","Weyland Vieira, MC","558","1982","05","30",NA,"Brazil","Minas Gerais","Alfenas","Fazenda Ilha - Mata do Pedregulho","-45.9472007751465","-21.42919921875",NA,NA,NA,"flor, Árvore, botões verdes.","UEC162455","UEC162455","32044","auto",NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:34:46-03","UNICAMP","UEC","115532","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.","Goldenberg, R","Matsumoto, K; Romero, R; Jannini, AW; Lopes, CA","310","1997","07","08",NA,"Brazil","Minas Gerais","Carrancas","Pedreira do Guilherme, Borda de mata.","-44.6425018310547","-21.4874992370605",NA,NA,NA,"Arbusto ca 5 m, pétalas brancas.","UEC012813","UEC012813","21143","auto",NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:34:46-03","UNICAMP","UEC","82598","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.","Goldenberg, R","?","VIC15721","1995","05","16",NA,"Brazil","Minas Gerais","Rio Vermelho",NA,"-43.0092010498047","-18.2936000823975",NA,NA,NA,"Ensaio produção sustentada em floresta secundária de transição - Bloco C - tratamento 1 - árvore nº 404. Nome vulgar: Cabeludinha.","UEC182871","UEC182871","26996","auto",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-14 11:31:00-03","UNICAMP","UEC","66189","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.","Goldenberg, R","Menandro, MS","72","1986","05","10",NA,"Brazil","Minas Gerais","Rio Vermelho","Fazenda Portão","-43.0092010498047","-18.2936000823975","900","900",NA,"flor e fruto, Árvore em formação secundária, mais ou menos 8 m de altura, flores com corola branca, cálice verde e estigma vermelho, flores quase concolor e ramos mais novos pilosos. Rev. Miconia sect. Chaenanthera.","UEC162458","UEC162458","26996","auto",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-14 11:31:00-03","UNICAMP","UEC","73546","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.","Goldenberg, R","Goldenberg, R","102","1995","09","15",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, A 300 m do Mirante.","-46.8800010681152","-23.1800003051758",NA,NA,NA,"fruto, Árvore com 7 m, frutos verdes. Distante cerca de 700 m de Glodenberg 101, que é completamente glabra. Rev. Miconia sect. Chaenanthera.","UEC162459","UEC162459","17840","auto",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-14 11:31:00-03","UNICAMP","UEC","73426","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.","Goldenberg, R","Goldenberg, R","40A","1995","05","28",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Perto do Mirante.","-46.8800010681152","-23.1800003051758",NA,NA,NA,"flor, Arbusto de 4 m de altura, com botões novos. Rev. Miconia sect. Chaenanthera.","UEC162456","UEC162456","17840","auto",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-14 11:31:00-03","UNICAMP","UEC","74689","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.","Goldenberg, R","Goldenberg, R","93","1995","09",NA,NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Perto do Mirante.","-46.8800010681152","-23.1800003051758","1000","1000",NA,"flor e fruto, Árvore com 6 m. Este material já estava seco quando foi coletado. O indivíduo é o mesmo do materila R. Goldenberg, 40. Rev. Miconia sect. Chaenanthera.","UEC162461","UEC162461","17840","auto",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-14 11:31:00-03","UNICAMP","UEC","84183","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.","Goldenberg, R","Goldenberg, R","392","1996","09","04",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Perto do Mirante.","-46.8800010681152","-23.1800003051758","1000","1000",NA,"flor e fruto, Árvore de 4 m, em final de floração, sem frutos maduros, flores com hipanto verde e pétalas e estames brancos. Parte das folhas possui e parte não possui tricomas simples esparsos sobre a face superior. Rev. Miconia sec","UEC162463","UEC162463","17840","auto",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-14 11:31:00-03","UNICAMP","UEC","84182","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.","Goldenberg, R","Goldenberg, R","393","1996","09","04",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Perto do Mirante.","-46.8800010681152","-23.1800003051758","1000","1000",NA,"flor e fruto, Árvore de 4 m, em final de floração, sem frutos maduros. Flores de hipanto verde e pétalas e estames brancos. Parte das folhas possui e parte não possui tricomas simples esparsos sobre a face superior. Floresta em encos","UEC162460","UEC162460","17840","auto",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-14 11:31:00-03","UNICAMP","UEC","96346","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.","Goldenberg, R","Pirani, JR; Mello-Silva, R","3634","1995","07","18",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Trilha do Mirante.","-46.8800010681152","-23.1800003051758","1050","1050",NA,"flor, Árvore de 6 m, no interior da mata mesófila semidecídua de altitude. Inflorescência ereta, corola e estames brancos.","UEC162454","UEC162454","17840","auto",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-06 09:56:27-03","UFOP","OUPR","22720","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Rezende, A.R.","Filho, W.H.; Ferreira, M.T.M. & Teixeira, R.N.C.","349","2008","11","07",NA,"Brasil","Minas Gerais","Barão de Cocais","Mina do Baú","-43.4872016906738","-19.94580078125",NA,NA,NA,"Floresta estacional semidecidual em estágio avançado de regeneração. árvore com 9m",NA,NA,"21378","auto",NA,"2011","02","24",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-06 09:56:27-03","UFOP","OUPR","5168","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Rezende, A.R.","Messias, M.C.T.B.; Messias, M.C.T.B. & Silva, J.L.","s.n.","1995","11","27",NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,"Cerrado. Arbusto. Frutos amarelos listados de roxo",NA,NA,"17082","auto",NA,"2011","02","24",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-06 09:56:27-03","UFOP","OUPR","20681","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Rezende, A.R.","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","1703","2007","03","19",NA,"Brasil","Minas Gerais","Ouro Preto","Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Em campo rupestre. Arbusto com 2m. Frutos alaranjados",NA,NA,"44599","auto",NA,"2011","02","25",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-06 09:56:27-03","UFOP","OUPR","20989","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Rezende, A.R.","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","1586","2007","11","21",NA,"Brasil","Minas Gerais","Ouro Preto","Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Em campo rupestre. Canga ferruginosa. Arbusto com 1,3m. Frutos amarelos",NA,NA,"44599","auto",NA,"2011","02","24",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-06 09:56:27-03","UFOP","OUPR","21902","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Rezende, A.R.","Messias, M.C.T.B.","2140","2008","08","08",NA,"Brasil","Minas Gerais","Ouro Preto","Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto com 4m. Botões florais verde-amarelados. Em campos ferruginosos",NA,NA,"44599","auto",NA,"2011","02","25",NA,NA,NA,NA,NA,NA,NA,NA
