"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"14","2021-03-15 16:37:00-03","NY","NYBG","663565","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","M. H. Nee","M. H. Nee","35431","1987","07","29","South America","Bolivia","Santa Cruz","Ichilo","Estancia San Rafael de Amboro, 1 km. west toward Rio Surutu, 15 km. SSE of Buena Vista","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478195' target='other'> <mi>dwc_moreinfo</mi></a>","NY00663565","-63.62","-17.58",NA,"375","375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","24943","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Slusarski, S.R.","Pavão, O.C.",NA,"2000","05","26",NA,"Brasil","Paraná","Rancho Alegre",NA,NA,NA,"BOTU024943",NA,NA,NA,NA,NA,NA,NA,"2004","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","24944","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Slusarski, S.R.","Pavão, O.C.",NA,"1999","04","06",NA,"Brasil","Paraná","Rolândia",NA,NA,NA,"BOTU024944",NA,NA,NA,NA,NA,NA,NA,"2004","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:31:43-03","UFRJ","RFA","13037","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","J. Fontella","G. Pabst","7017","1962","08","12",NA,"Brasil","Rio de Janeiro","Barra de São João","Próximo a Barra de São João",NA,"escandens floribus sordido luteis, in silva prisseva, humida, restinga, locis arenosis","RFA47026",NA,NA,NA,NA,NA,NA,NA,"1962",NA,NA,"01","16",NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:31:43-03","UFRJ","RFA","2790","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.",NA,NA,NA,"1880","01",NA,NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Colégio",NA,NA,"RFA47027","-41.3244018554688","-21.7541999816895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62761","auto",NA,NA,NA,NA,NA
"19","2020-11-24 17:10:55-03","UTFPR","DVPR","6038","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Silva, DR","Silva, DR; Dama, VJ; Moura, AP","352","2018","07","09",NA,"Brasil","Paraná","Capanema","Futuro reservatório da UHE Baixo Iguaçu, mata a esquerda do rio Iguaçu, ca. 1100 m da barragem.",NA,"Cipó lenhoso 8 m, com espinhos. Folhas glabras, lisas, verde-discolores. Inflorescência amarelo-claras. Frutos imaturos, verdes, pubescentes. Ponto 011.; Área de capoeira ocorrendo entre pastagem e floresta estacional semidecidual. As","DVPR006038","-53.3951","-25.3042",NA,"162","162",NA,NA,"2018","-53.3951","-25.3042","11","20",NA,NA,NA,NA,NA,NA,NA
"20","2020-11-24 17:10:55-03","UTFPR","DVPR","6198","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Silva, DR","Silva, DR; Moura, AP; Dama, VJ","383","2018","07","12",NA,"Brasil","Paraná","Capanema","Futuro reservatório da UHE Baixo Iguaçu, mata do lado esquerdo do rio Iguaçu, ca 400 - 500 m da balsa.",NA,"Cipó lenhoso 15 m. Folhas glabras, cartáceas. Frutos secos, imaturos. Ponto 043.; Floresta Estacional Semidecidual em estágio médio de sucessão secundária. Associação entre Latossolo e Nitossolo Vermelhos.","DVPR006198","-53.3928","-25.3044",NA,"247","247",NA,NA,"2018","-53.3928","-25.3044","11","20",NA,NA,NA,NA,NA,NA,NA
"21","2020-11-24 17:10:54-03","UTFPR","DVPR","4520","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Caxambu, MG","Caxambu, MG; et al.","6450","2015","05","22",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu - Proximo ás Cataratas do Iguaçu",NA,"Subarbusto escandente, heliófito. Flores verdes com estames amarelos. flores visitadas por espécies de Diptera e Lepidoptera.; Relevo: Suave - ondulado - vegetação: Floresta Estacional Semidecidual Aluvial.","DVPR004520","-54.26224","-25.41044",NA,"207","207",NA,NA,"2015","-54.26224","-25.41044","08","04",NA,NA,NA,NA,NA,NA,NA
"22","2020-11-24 17:10:55-03","UTFPR","DVPR","5783","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Biral, L","Biral, L; Thomaz, TT","1305","2018","05","03",NA,"Brasil","Paraná","Santa Helena","Refúgio Biológico de Santa Helena (Itaipu). Estrada perimetral que margeia o reservatório de itaipu.",NA,"Árvore, 4 m de altura, ramos pendentes, folhas memebranáceas, frutos acinzentados.","DVPR005783","-54.2144","-24.5049",NA,"240","240",NA,NA,"2018","-54.2144","-24.5049","05",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-24 17:10:55-03","UTFPR","DVPR","5260","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Rosseto & Farney","França, LN; et al.","11","2017","08","30",NA,"Brasil","Paraná","São Jorge d' Oeste","RPPN Salto Chopim",NA,"Árvore 5 m, flores.; Floresta Estacional Semidecidual","DVPR005260","-53.0445","-25.3611",NA,NA,NA,NA,NA,"2018","-53.0445","-25.3611","04","10",NA,NA,NA,NA,NA,NA,NA
"24","2020-11-24 17:10:55-03","UTFPR","DVPR","6198","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Silva, DR","Silva, DR; Moura, AP; Dama, VJ","383","2018","07","12",NA,"Brasil","Paraná","Capanema","Futuro reservatório da UHE Baixo Iguaçu, mata do lado esquerdo do rio Iguaçu, ca 400 - 500 m da balsa.",NA,"Cipó lenhoso 15 m. Folhas glabras, cartáceas. Frutos secos, imaturos. Ponto 043.; Floresta Estacional Semidecidual em estágio médio de sucessão secundária. Associação entre Latossolo e Nitossolo Vermelhos.","DVPR006198","-53.8088989257812","-25.6718997955322",NA,"247","247",NA,NA,"2018",NA,NA,"11","20","23753","auto",NA,NA,NA,NA,NA
"25","2020-11-24 17:10:55-03","UTFPR","DVPR","7","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Rosseto & Farney","Freitas, R","s.n.","2002","08","17",NA,"Brasil","Paraná","Engenheiro Beltrão","Reserva Florestal de Figueira D'Oeste, PR-082, km 7,5",NA,"Arbusto heliófito, com frutos verdes, ramos com espinhos simples.","DVPR000007","-52.2691993713379","-23.7971992492676","DVPR000007",NA,NA,NA,NA,"2018",NA,NA,"04","10","20288","auto",NA,NA,NA,NA,NA
"26","2020-11-24 17:10:54-03","UTFPR","DVPR","2850","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Furlan, A","Andrade, SF","18","1997","08","29",NA,"Brasil","Paraná","Ibiporã","Fazenda Doralice",NA,"Árvore 5m, ramos escandentes.","DVPR002850","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,"1998",NA,NA,"06",NA,"20625","auto",NA,NA,NA,NA,NA
"27","2020-11-24 17:10:55-03","UTFPR","DVPR","5","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Craveiro, AG","Dias, MC; Ronque, AW","46","2002","06","13",NA,"Brasil","Paraná","Ibiporã","Fazenda Doralice",NA,"Planta escandente, flores creme esverdeadas, perfumada.; Borda da mata, 170 m do rio Tibagi.","DVPR000005","-51.0480995178223","-23.2691993713379","DVPR000005",NA,NA,NA,NA,"2002",NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA
"28","2020-11-24 17:10:55-03","UTFPR","DVPR","5289","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Estevan, DA","Estevan, DA; et al.","2268","2017","08","30",NA,"Brasil","Paraná","São Jorge d' Oeste","RPPN Salto Chopim",NA,"Árvore escandente., com flroes.; Floresta Estacional Semidecidual","DVPR005289","-53.0445","-25.3611",NA,NA,NA,NA,NA,"2018","-53.0445","-25.3611","12",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:46:12-03","EAO","IAN","110225","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Kuhlmann, JG","Kuhlmann, JG","4274",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro","Distrito Federal",NA,NA,NA,"IAN110225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:46:12-03","EAO","IAN","86876","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.",NA,"Castañeda, RR","2119","1950","02","28",NA,"Colômbia","Magdalena",NA,"Lugar Tucurinca.",NA,NA,"IAN086876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:46:12-03","EAO","IAN","80626","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Maas, PJM","Fróes, RL","30484","1953","09","30","Southern America","Brasil","Pará","Monte Alegre","Região da Colônia da Mulata, terra firme, alta, mata virgem.",NA,"Planta lenhosa, escandente, com espinhos; flor amarela.","IAN080626","-54.0691986083984","-2.00778007507324",NA,NA,NA,NA,NA,"1984",NA,NA,"08",NA,"279177","auto",NA,NA,NA,NA,NA
"32","2013-07-03 11:18:56-03","EBDA","BAH","8691","S","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Neves, M. Fagundes","Neves, M. Fagundes","100","1993","03","18",NA,"Brasil","Bahia","Irecê",NA,NA,NA,NA,"-41.8558","-11.3042",NA,NA,NA,NA,NA,"1994",NA,NA,"03",NA,"19644","auto",NA,NA,NA,NA,NA
"33","2013-07-03 11:18:56-03","EBDA","BAH","57","S","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Brade","Brade",NA,"1941","01","01",NA,"Brasil","Bahia","Rio de Janeiro",NA,NA,"IMPORT. PLANTA: Espalhado em todas regiões tropicais, parece ter uma destribuição restrita nos Estados do Rio de Janeiro, Minas e São Paulo, medcinal e é utilizada para cerca.",NA,NA,NA,NA,NA,NA,NA,NA,"1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-27 21:09:17-03","PUCPR","HUCP","25089","S","Plantae","Eudicotiledonea",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","Bittencourt","Caxambu, MG","Caxambu, MG; Siqueira, EL; Chagas M.P.","6547","2015","06","08",NA,"Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu",NA,"Subarbusto escadente, heliófito. Flores verdes. Relevo: suave-ondulado.","HUCP00025089","-53.8485984802246","-25.1466999053955","HUCP00025089",NA,NA,NA,NA,"2015",NA,NA,"08","24","51148","auto",NA,NA,NA,NA,NA
"35","2020-02-27 21:09:17-03","PUCPR","HUCP","19474","S","Plantae","Eudicotiledonea",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","Bittencourt",NA,"Bolson, M","103","2008","01","16",NA,"Brasil","Paraná","São Pedro do Iguaçu","Parque Estadual Cabeça do Cachorro",NA,NA,NA,"-53.8553009033203","-24.9356002807617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24343","auto",NA,NA,NA,NA,NA
"36","2020-11-26 18:09:02-03","CPAN-UFMS","COR","13744","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Scatigna, A. V.","Damasceno-Júnior, G. A.; Froelich, O.; Salzo, I.; Mauro, R. A. & Miranda, A. A. V.","3534","2005","05","11",NA,"Brasil","Mato Grosso do Sul","Bodoquena","Margem do rio Salobrinha",NA,"Trepadeira; flor creme Habito: Trepadeira",NA,"-56.783611","-20.685556",NA,NA,NA,NA,NA,NA,"56º47'1''W","20º41'8''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-02 16:29:06-03","CPAN-UFMS","COR","16707","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Pott, A. & Pott, V. J.","Pott, A.; Garcez, W. S.","16836","2015","08","15",NA,"Brasil","Mato Grosso do Sul","Miranda","Braço do Rio Salobra; rodovia estadual MS-339",NA,"Arbusto com 3 m de altura; copa larga difusa; flor ausente; fruto imaturo verde-acinzentado Habito: Arbustivo",NA,"-56.473889","-20.300278",NA,"142","142",NA,NA,"2017","56º28'26''W","20º18'1''S","04","21",NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:21:52-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Tressens, SG","Tressens, SG; Maruñak, V","6322","1999","06","26","Southern America","Argentina","Formosa","Dep. Formosa","Estancia Guaycolec, Pilag  S.A",NA,"apoyante, aculeado; marginal del riacho Pilagá, borde de selva.",NA,"-58.216667","-25.9",NA,NA,NA,NA,NA,"1999","-58.216667","-25.9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:21:52-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Furlan, A","Silva, JM; Soares, A; Maschio, W","2965","1999","06","15","Southern America","Brasil","Paraná","Capitão Leônidas Marques","Fazenda Deni Schwartz",NA,"Lenhosa. Flor creme-esverdeada.",NA,"-53.614200592041","-25.4792003631592",NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,"14258","auto",NA,NA,NA,NA,NA
"40","2019-10-09 11:21:52-03","UFBA","ALCB","08383","PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Queiroz, LP de","Faria, LSS; Noblick, LR; Paranhos, LH","758","1980","09","27","Southern America","Brasil","Bahia","Cachoeira","Recôncavo Sul, Vale dos Rios Jacuípe e Paraguaçú. Ipuaçú",NA,"Lenhosa com espinhos curvados. Frutos esverdeados.",NA,"-39.083333","-12.533333",NA,"120","120",NA,NA,"1986","-39.083333","-12.533333","01",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:21:52-03","UFBA","ALCB","07891","PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Queiroz, LP de","Faria, LSS; Noblick, LR; Paranhos, LH","525","1980","08",NA,"Southern America","Brasil","Bahia","Cachoeira","Recôncavo Sul, Vale dos Rios Jacuípe e Paraguaçú. Roncador",NA,"ca. de 5m de altura. Ramos com espoinhos curvos. Flores em pequenos glomérulos esverdeados.",NA,"-39.083333","-12.533333",NA,"120","120",NA,NA,"1987","-39.083333","-12.533333","01",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:21:52-03","UFBA","ALCB","07891","PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Queiroz, LP de","Santoro, J; Noblick, LR; Paranhos, LH","525","1980","08",NA,"Southern America","Brasil","Bahia","Cachoeira","Recôncavo Sul, Vale dos Rios Jacuípe e Paraguaçú. Roncador",NA,"ca. de 5m de altura. Ramos com espoinhos curvos. Flores em pequenos glomérulos esverdeados.",NA,"-39.083333","-12.533333",NA,"120","120",NA,NA,"1987","-39.083333","-12.533333","01",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-14 14:10:41-03","UFBA","ALCB","138761","PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.",NA,"Santos, C; Cerqueira, LO; Costa, G; Martins, MLL","66","2019","04","04","Southern America","Brasil","Bahia","Cabaceiras do Paraguaçu","Serra do Aporá. Zona Rural de Cabaceiras do Paraguaçú.",NA,"Ca. 3m de altura. Flores branco- esverdeadas. Estames longos e brancos.","ALCB070649","-39.175","-12.731389",NA,NA,NA,NA,NA,NA,"-39.175","-12.731389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 08:55:48-03","NBC","NL-BOTANY","L.1073475","PreservedSpecimen","Plantae",NA,"Caryophyllales","Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.",NA,"Lindeman JC; Haas JH de",NA,"1966","06","18","Southern America","Brazil","Paraná",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1073475 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1073475",NA,NA,"NL-L1073475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13206",NA,NA,NA
"45","2020-02-08 08:55:48-03","NBC","NL-BOTANY","L.1073476","PreservedSpecimen","Plantae",NA,"Caryophyllales","Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.",NA,"Lindeman JC; Haas JH de",NA,"1966","06","18","Southern America","Brazil","Paraná",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1073476 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1073476",NA,NA,"NL-L1073476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13206",NA,NA,NA
"46","2020-02-08 08:55:48-03","NBC","NL-BOTANY","L.1073477","PreservedSpecimen","Plantae",NA,"Caryophyllales","Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.",NA,"Lindeman JC; Haas JH de",NA,"1966","06","18","Southern America","Brazil","Paraná",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1073477 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1073477",NA,NA,"NL-L1073477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0054675 | Uw 13206",NA,NA,NA
