"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","relatedCatalogItem","class"
"11","2020-12-20 21:17:28-03","UFV","VIC","30484","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","Valente, G.E.","Valente, G.E.","1761","2005","06","20",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro (PESB), Serra das Três Cabeças, Totem Deitado.","-42.5208015441895","-20.6667003631592",NA,"Planta com cerca de 3,0 metros de altura, em Mata Nebular. Folha com raque canaliculada. Com poucos frutos jovens.","VIC030484","VIC030484","2005","06","16385","auto","20",NA,NA,NA,NA,NA,NA,NA
"12","2020-12-20 21:17:28-03","UFV","VIC","34662","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","Fernandes, J.M.","Leoni, L.S.","6432","2004","03","13",NA,"Brasil","Minas Gerais","Espera Feliz","Parque Nacional, Área de transição.","-41.9071998596191","-20.6502990722656",NA,"Arbusto, c.a. de 20-25 cm de altura; corola alva.","VIC034662","VIC034662","2011","05","21988","auto","17",NA,NA,NA,NA,NA,NA,NA
"13","2020-12-20 21:17:28-03","UFV","VIC","32897","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","Lima, H.C. de","Krieger, L.; et al.","22569","1988","09","18",NA,"Brasil","Minas Gerais",NA,"Parque Nacional da Serra do Caparaó, Caminho para Cachoeira Bonita.",NA,NA,NA,"Árvore, c.a. de 5,0 metros de altura; frutos verdes achatados. Frutos maduros torcidos.","VIC032897","VIC032897","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-20 21:17:28-03","UFV","VIC","37603","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","Siqueira, L.C. de","Siqueira, L.C. de; Pacheco, L.G.","718","2012","09","03",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro (PESB), Trilha da Lajinha.","-42.482556","-20.720639",NA,"Árvore ca. 3m alt. Presença de poucos frutos verdes.","VIC037603",NA,"2012","09",NA,NA,"18","-42.482556","-20.720639",NA,NA,NA,NA,NA
"15","2020-12-20 21:17:28-03","UFV","VIC","37655","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","Siqueira, L.C. de","Siqueira, L.C. de; Sousa, R.H. de","716","2012","08","29",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro (PESB), Trilha Pico do Grama. Mata.","-42.479361","-20.726083",NA,"Árvore, c.a. de 3,0 metros de altura. Presença de apenas um fruto, muito seco.","VIC037655",NA,"2012","09",NA,NA,"18","-42.479361","-20.726083",NA,NA,NA,NA,NA
"16","2020-12-20 21:17:28-03","UFV","VIC","37826","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","Batista, M.L.","Batista, M.L.; Peloso, R.D.","s.n.","2011","10","18",NA,"Brasil","Minas Gerais",NA,"Parque Nacional da Serra do Caparaó, Trilha para cachoeira Bonita.","-41.838611","-20.406667",NA,"Árvore 3,5m alt., com frutos.","VIC037826",NA,"2012","09",NA,NA,"05","-41.838611","-20.406667",NA,NA,NA,NA,NA
"17","2020-12-20 21:17:28-03","UFV","VIC","37939","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","Siqueira, L.C. de","Siqueira, L.C. de; et al.","748","2012","10","07",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro (PESB), Pico do Boné.","-42.444528","-20.679583",NA,"Árvore, c.a. de 3,0 metros de altura. Presença de frutos desenvolvidos verdes e frutos secos abertos de cor marrom.","VIC037939",NA,"2012","10",NA,NA,"28","-42.444528","-20.679583",NA,NA,NA,NA,NA
"18","2020-12-20 21:17:28-03","UFV","VIC","34093","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","Fernandes, J.M.","Folli, D.A.","6483","2009","11","30",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale, Capoeirão. RFL 089/86, bloco B Trat 1. Município do MME.","-40.0722007751465","-19.3910999298096",NA,"Arbóreo, terrestre, c.a. de 4,0 metros de altura, fuste de 2,0 metros, CAP do fuste de 21 cm, diâmetro da copa de 5,0 metros. Fruto imaturo verde.","VIC034093","VIC034093","2010","11","48094","auto","10",NA,NA,NA,NA,NA,NA,NA
"19","2020-12-20 21:17:28-03","UFV","VIC","37593","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","Siqueira, L.C. de","Siqueira, L.C. de; Tinti, B.V.","610","2011","07","28",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro (PESB), Pedra do Pato.","-42.5208015441895","-20.6667003631592",NA,"Árvore ca. 3,5m alt. Presença de frutos verdes. Dentro da 5° parcela fitossociológica do trabalho de dissertação do Tinti.","VIC037593",NA,"2012","05","16385","auto","18",NA,NA,NA,NA,NA,NA,NA
"20","2020-12-20 21:17:28-03","UFV","VIC","30499","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","Valente, G.E.","Valente, G.E.","1774","2005","10","19",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro (PESB), Serra das Cabeças, Totem Deitado. Mata Nebular.","-42.5208015441895","-20.6667003631592",NA,"Arvoreta, c.a. de 3,0 metros de altura. Encontrada apenas duas inflorescências no indivíduo. Flor branca de cálice verde; fruto amarelo quando maduro. Folha de raque canaliculada na face adaxial.","VIC030499","VIC030499","2005","10","16385","auto","19",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-20 21:17:28-03","UFV","VIC","30486","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","Valente, G.E.","Valente, G.E.; Pereira, M.C.","1763","2005","08","29",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro (PESB), Serra das Cabelas, Totem Deitado.","-42.5208015441895","-20.6667003631592",NA,"Arvoreta, c.a. de 3,0 metros de altura, em escrube no alto do Totem Deitado. Folha com raque canaliculada na face adaxial. Com fruto verde.","VIC030486","VIC030486","2005","08","16385","auto","29",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-20 21:17:28-03","UFV","VIC","20806","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","Valente, G.E.","Valente, G.E.; Costa, C.A. da","1636","2005","02","11",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro (PESB), Serra das Três Cabeças, Totem Deitado.","-42.5208015441895","-20.6667003631592",NA,"Planta com cerca de 3,0 metros de altura, sobre afloramento rochoso granitóide, em escubre ao lado do platô do Totem Deitado. Local úmido próximo a uma pequena nascente d'água. Inflorescência jovem.","VIC020806","VIC020806","2005","02","16385","auto","11",NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:36:34-03","UFJF","CESJ","42884","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","V.F.Mansano; T.H.B.Ribeiro","C.N. Matozinhos; O.J. Bastos Neto; B.F.Mello; F.R.G. Salimena; P.H. Nobre","85","2004","09","11","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra","-43.8278007507324","-22.0891990661621",NA,"Arvoreta ca. 3m, em campo rupestre. Frutos verdes.","CESJ042884",NA,"2007","08","20815","auto","15",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:36:34-03","UFJF","CESJ","22569","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","H.C.de Lima","L. Krieger; et alii","CESJ22569","1988","09","18","América do Sul","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Caminho para Cachoeira Bonita. Alt. 1900 m.s.m.",NA,NA,NA,"Árvore ca. 5m de alt., frutos verdes achatados, frutos maduros torcidos.","CESJ022569","CESJ022569","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-21 14:36:34-03","UFJF","CESJ","23628","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","H.C.de Lima","L. Krieger; et alii","CESJ23628","1989","04","01","América do Sul","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Alt.: 1760msm. Caminho p/Tronqueira, à beira do caminho.",NA,NA,NA,"Estames brancos, numerosos.","CESJ023628","CESJ023628","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 14:36:34-03","UFJF","CESJ","24713","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","L. Menini Neto","M.C. Brügger; H.G.Souza","CESJ24713","1991","03","09","América do Sul","Brasil","Minas Gerais",NA,"Monte Verde de Cima - Serra Negra",NA,NA,NA,"Árvore pequena na encosta rochosa, com inflorescências brancas cheirosas.","CESJ024713",NA,"2009","01",NA,NA,"22",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:30:41-03","UNICAMP","UEC","200151","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.",NA,"Padgurschi, MCG; Belinello, R","M1944","2009",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4",NA,"Parcela M - Projeto Biota-FAPESP. Árvore com 5 metros de altura. Frequência da espécie na parcela: n=2","UEC177659","UEC177659",NA,NA,NA,NA,NA,"-45.183333","-23.4","990","1045",NA,NA,NA
"28","2021-03-01 16:30:41-03","UNICAMP","UEC","170010","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","Silva, ED","Rochelle, ALC","J1653",NA,NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.","-45.084167","-23.366667",NA,"Indivíduo J1653 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC000101","UEC000101","2008","02",NA,NA,NA,"-45.084167","-23.366667","450","450",NA,NA,NA
"29","2019-08-20 10:13:48-03","UNICAMP","UEC","53618","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","Garcia, FCP","Silva, AF","1595","1987","12","14",NA,"Brazil","São Paulo","São José dos Campos","Reserva Florestal da Boa Vista","-5.9375","-23.075",NA,"Árvore de 6 m; flores brancas; folíolos brilhantes e mais escuros na face ventral.","UEC133962","UEC133962","1999","02",NA,NA,NA,"-5.9375","-23.075",NA,NA,NA,NA,NA
"30","2021-03-01 16:30:41-03","UNICAMP","UEC","173618","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","Silva, ED","Silva, ED","877",NA,NA,NA,NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Fazenda Capricórnio, parcela J.","-45.0699996948242","-23.4300003051758",NA,"Árvore 10 m, frutos imaturos.; Floresta Ombrófila Densa Montana.","UEC089707","UEC089707","2009","02","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-06 09:55:32-03","UFOP","OUPR","6512","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","Lima, H.C.","Roschel, M.B.; Craig, J.","s.n.","1997","02","18",NA,"Brasil","Minas Gerais","Mariana","Samarco Mineração","-43.4160995483398","-20.377799987793",NA,"Orla de mata. Arbusto. Estames amarelados. Cálice verde",NA,NA,"2009","05","33524","auto","28",NA,NA,NA,NA,NA,NA,NA
"32","2019-11-06 09:55:32-03","UFOP","OUPR","9126","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","Messias, M.C.T.B.","Messias, M.C.T.B.","272","1999","10","18",NA,"Brasil","Minas Gerais","Ouro Preto","Cachoeira das Androinhas","-43.5080986022949","-20.2875003814697",NA,"Mata. Arbusto. Vagens amarelas. Sementes com sarcotesta",NA,NA,"1999","10","44599","auto","25",NA,NA,NA,NA,NA,NA,NA
"33","2019-11-06 09:55:32-03","UFOP","OUPR","4568","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","Magalhães-Gomes, C.T.","Magalhães-Gomes, C.T.","s.n.","1895","02","27",NA,"Brasil","Minas Gerais","Ouro Preto","Morro São Sebastião","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"1895","02","44599","auto","27",NA,NA,NA,NA,NA,NA,NA
"34","2019-11-06 09:55:32-03","UFOP","OUPR","13732","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.","Lima, LCP (LEFB)","Lima, H.C.","4054","1990","12","12",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Mata do Manso","-43.5080986022949","-20.2875003814697",NA,"Arvoreta com 3m. Estéril. Ocasional na submata",NA,NA,"2005","09","44599","auto","22",NA,NA,NA,NA,NA,NA,NA
"35","2015-09-04 02:22:26-03","MNHN","RECOLNAT_MNHN_P","P02941134","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Prov. Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02941134' target='other'> <mi>dwc_moreinfo</mi></a>","P02941134","P02941134_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 282",NA,NA
"36","2015-09-04 02:22:26-03","MNHN","RECOLNAT_MNHN_P","P02941135","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02941135' target='other'> <mi>dwc_moreinfo</mi></a>","P02941135","P02941135_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"129",NA,NA
"37","2015-09-04 02:22:26-03","MNHN","RECOLNAT_MNHN_P","P02941136","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.",NA,"Glaziou, A.",NA,"1884","2","14",NA,"Brésil",NA,NA,"Minas, Itacolumy",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02941136' target='other'> <mi>dwc_moreinfo</mi></a>","P02941136","P02941136_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14654",NA,NA
"38","2015-09-04 02:22:26-03","MNHN","RECOLNAT_MNHN_P","P02941137","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02941137' target='other'> <mi>dwc_moreinfo</mi></a>","P02941137","P02941137_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 256",NA,NA
"39","2015-09-04 02:22:26-03","MNHN","RECOLNAT_MNHN_P","P02941138","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02941138' target='other'> <mi>dwc_moreinfo</mi></a>","P02941138","P02941138_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"129",NA,NA
"40","2015-09-04 02:22:26-03","MNHN","RECOLNAT_MNHN_P","P02941139","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02941139' target='other'> <mi>dwc_moreinfo</mi></a>","P02941139","P02941139_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire de 1816 à 1821/13",NA,NA
"41","2015-09-04 02:22:26-03","MNHN","RECOLNAT_MNHN_P","P02941140","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.",NA,"Santos, T.S. dos",NA,"1971","5","14",NA,"Brésil",NA,NA,"Ba. Itamaraju - Campos Alegre estrada a Pirajá",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02941140' target='other'> <mi>dwc_moreinfo</mi></a>","P02941140","P02941140_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1634",NA,NA
"42","2015-09-04 02:22:26-03","MNHN","RECOLNAT_MNHN_P","P02941141","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.",NA,"Santos, T.S. dos",NA,"1971","9","20",NA,"Brésil",NA,NA,"Ba.S.Cruz de Cabralia - Reserva Biologica do Pau-brazil.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02941141' target='other'> <mi>dwc_moreinfo</mi></a>","P02941141","P02941141_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1968",NA,NA
"43","2015-09-04 02:22:26-03","MNHN","RECOLNAT_MNHN_P","P02941142","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.",NA,"Abrantès, Duc d'",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02941142' target='other'> <mi>dwc_moreinfo</mi></a>","P02941142","P02941142_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-09-04 02:35:37-03","MNHN","RECOLNAT_MNHN_P","P03109974","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.",NA,"Glaziou, A.",NA,"1880","3","10",NA,"Brésil",NA,NA,"Rio Janeiro , Petropolis",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03109974' target='other'> <mi>dwc_moreinfo</mi></a>","P03109974","P03109974_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11921",NA,NA
"45","2015-09-04 02:35:37-03","MNHN","RECOLNAT_MNHN_P","P03109975","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.",NA,"Glaziou, A.",NA,"1884","2","14",NA,"Brésil",NA,NA,"Minas, Itacolumy",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03109975' target='other'> <mi>dwc_moreinfo</mi></a>","P03109975","P03109975_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14654",NA,NA
"46","2015-09-04 02:35:37-03","MNHN","RECOLNAT_MNHN_P","P03109976","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.",NA,"Glaziou, A.",NA,"1880","3","10",NA,"Brésil",NA,NA,"Rio Janeiro , Petropolis",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03109976' target='other'> <mi>dwc_moreinfo</mi></a>","P03109976","P03109976_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11921",NA,NA
"47","2015-09-04 02:35:37-03","MNHN","RECOLNAT_MNHN_P","P03109977","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.",NA,"Schwacke",NA,"1893","10",NA,NA,"Brésil",NA,NA,"Ouro Preto",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03109977' target='other'> <mi>dwc_moreinfo</mi></a>","P03109977","P03109977_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10058",NA,NA
"48","2020-12-11 11:36:04-03","UFMG","BHCB","181385","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","schinifolia","Inga schinifolia","Benth.",NA,"Gontijo, FD; Braga, IF","947","2015","08","04","Southern America","Brasil","Minas Gerais","Caeté","Serra do Gandarela","-43.684819","-20.029489",NA,"Arbóreo; frutificação; Floresta Estacional Semidecidual",NA,NA,"2015","12",NA,NA,"12","-43.684819","-20.029489","1441","1441",NA,NA,NA
