"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"11","2020-11-13 09:18:43-03","UFRJ","RFA","35731","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","E.B.P. Miranda","s.n.","2009","11","07",NA,"Brasil","Rio de Janeiro","Parque Nacional da Restinga de Jurubatiba","-41.7868995666504","-22.3708000183105",NA,"Hábito aquático. Flores emersas, coletada na parte funda. Pétalas brancas","RFA35271",NA,"L.S.B. Calazans","Macaé","2009","12","18","47209","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:28:42-03","UFRJ","RFA","36963","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","O. Brancante; Turna 2010/2 de Vegetais superiores","1","2010","10","23",NA,"Brasil","Rio de Janeiro","Restinga de Jurubatiba. Lagoa de Cabiúnas","-41.7868995666504","-22.3708000183105",NA,"Erva de 1,8 m de altura. Folhas herbácea verde clara. Flores inodoras de sépalas trímeras verdes, pétalas trímeras brancas, anteras amarelas actinomorfas. Fruto esverdeado, seco, indeiscente e revestido por tricoma","RFA35322",NA,"O. Brancante & V. Carnevale","Macaé","2010","11","10","47209","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-13 09:18:43-03","UFRJ","RFA","35751","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","J.P.G. Tinoco","s.n.","2009","11","07",NA,"Brasil","Rio de Janeiro","Parque Nacional da Restinga de Jurubatiba","-41.7868995666504","-22.3708000183105",NA,"1,10 m de altura. Flor pouco carnosa, pétalas brancas, estames amarelos na flor masculina","RFA35265",NA,"L.S.B. Calazão","Macaé","2009","12","18","47209","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:28:42-03","UFRJ","RFA","22009","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia","lancifolia","Sagittaria lancifolia lancifolia",NA,"A.A.M. Barros; K. Tanizaki 139","264","1988","01","17",NA,"Brasil","Rio de Janeiro","Barra de Maricá","-42.8185997009277","-22.9193992614746",NA,"Planta latescente. Flores brancas. Frutos verdes","RFA35275",NA,"A.A.M. Barros","Maricá",NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:51:12-03","EAO","IAN","137767","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Persaud, AC","354","1923","06",NA,NA,"Guiana",NA,"Essequebo river. Mud bank, river and streams.",NA,NA,NA,"Flowers white.","IAN137767",NA,"Matias, LQ",NA,"2004","08","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:51:12-03","EAO","IAN","137767","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Persaud, AC","354","1923","06",NA,NA,"Guiana",NA,"Essequebo river. Mud bank, river and streams.",NA,NA,NA,"Flowers white.","IAN137767",NA,"Matias, LQ",NA,"2004","08","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:51:12-03","EAO","IAN","46106","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Black, GA","5422","1939","10","07",NA,"Estados Unidos","Flórida","Tamiami Trail.",NA,NA,NA,NA,"IAN046106",NA,"Rataj, K",NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:51:12-03","EAO","IAN","85472","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Black, GA","17672","1954","11","16",NA,"Guiana Francesa",NA,"Savana Angelique.",NA,NA,NA,NA,"IAN085472",NA,"Rataj, K",NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:51:12-03","EAO","IAN","85482","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Aage, C d'","5","1954",NA,NA,NA,"Guiana Francesa",NA,"Crique Jacques; savanno innondée.",NA,NA,NA,NA,"IAN085482",NA,"Rataj, K",NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:27:20-03","UFBA","ALCB","113839","PreservedSpecimen","Plantae","Monocotyledon",NA,"Alismataceae","Sagittaria","cf. lancifolia",NA,"Sagittaria cf. lancifolia","L.","Guedes, ML; Fernandes, I; Alunos de Botânica BIOC05; Costa, TF","21575","2014","04","27","Southern America","Brasil","Bahia","Litoral Norte, aquática, na entrada de Sítio do Conde.","-37.6","-11.8",NA,"com seiva leitosa. Folhas lanceoladas. Inflorescência com pétalas alvas.",NA,NA,"Guedes, ML","Conde","2014","05",NA,NA,NA,"-37.6","-11.8",NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:27:20-03","UFBA","ALCB","108813","PreservedSpecimen","Plantae","Monocotyledon",NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Guedes, ML","19645","2012","04","07","Southern America","Brasil","Rio de Janeiro","APA Restinga entre Itaipuaçu e Marica","-42.904444","-22.975556",NA,"folhas com pecíolo longo. Inflorescência com botões verde-vináceo, flores com pétalas brancas.","ALCB004799","ALCB004799 ALCB004799_1","Rodarte, ATA","Rio de Janeiro","2012","11",NA,NA,NA,"-42.904444","-22.975556",NA,NA,NA,NA,NA,NA
"22","2020-02-08 08:42:36-03","NBC","NL-BOTANY","L.1202260","PreservedSpecimen","Plantae",NA,"Alismatales","Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Hage JL; Carvalho AMV de; Mattos Silva LA",NA,"1980","08","13","Southern America","Brazil",NA,"Município de Valença. Rodovia que liga Guaibim (litoral) a Valença, 3 km a Oeste.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1202260 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1202260","NL-L1202260",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"23","2020-02-08 08:42:36-03","NBC","NL-BOTANY","L.1202261","PreservedSpecimen","Plantae",NA,"Alismatales","Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Focke HC",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1202261 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1202261","NL-L1202261",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"24","2020-02-08 08:42:36-03","NBC","NL-BOTANY","L.1202262","PreservedSpecimen","Plantae",NA,"Alismatales","Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Splitgerber FL",NA,"1838","04","01","Southern America","Surinam",NA,"Boven Cottica prope plant. Monikkendam.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1202262 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1202262","NL-L1202262",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-02-08 08:42:36-03","NBC","NL-BOTANY","U.1058918","PreservedSpecimen","Plantae",NA,"Alismatales","Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Raynal-Roques AM",NA,"1977","12","29","Southern America","French Guiana",NA,NA,"-52.65","5.133333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1058918 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1058918","NL-U1058918","Haynes RR",NA,NA,NA,NA,NA,NA,"-52.65","5.133333","Magnoliopsidae","U 0225179",NA,NA,NA,NA
"26","2020-02-08 08:42:36-03","NBC","NL-BOTANY","U.1058919","PreservedSpecimen","Plantae",NA,"Alismatales","Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Raynal-Roques AM",NA,"1977","12","29","Southern America","French Guiana",NA,NA,"-52.65","5.133333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1058919 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1058919","NL-U1058919","Haynes RR",NA,NA,NA,NA,NA,NA,"-52.65","5.133333","Magnoliopsidae","U 0225178",NA,NA,NA,NA
"27","2020-02-08 08:42:36-03","NBC","NL-BOTANY","U.1058943","PreservedSpecimen","Plantae",NA,"Alismatales","Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Granville J-J de",NA,"1984","04","13","Southern America","French Guiana",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1058943 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1058943","NL-U1058943","Haynes RR",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0071577",NA,NA,NA,NA
"28","2020-02-08 08:42:36-03","NBC","NL-BOTANY","WAG.1404066","PreservedSpecimen","Plantae",NA,"Alismatales","Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Bruijn J de",NA,"1966","12","01","Southern America","Venezuela",NA,"State of Zulia, ± 35 km N. of Santa Barbara-San Carlos del Zulia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1404066 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1404066","NL-WAG1404066",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 08:42:36-03","NBC","NL-BOTANY","WAG.1404067","PreservedSpecimen","Plantae",NA,"Alismatales","Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Bruijn J de",NA,"1966","12","01","Southern America","Venezuela",NA,"State of Zulia, ± 35 km N. of Santa Barbara-San Carlos del Zulia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1404067 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1404067","NL-WAG1404067",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 08:42:36-03","NBC","NL-BOTANY","U.1058941","PreservedSpecimen","Plantae",NA,"Alismatales","Alismataceae","Sagittaria","lancifolia","lancifolia","Sagittaria lancifolia lancifolia",NA,"Harley RM; et al.",NA,"1977","01","16","Southern America","Brazil",NA,"Estado da Bahia, Coastal zone. On the coast road between Alcobaça and Prado 12km N. of Alcobaça.","-39.216667","-17.483333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1058941 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1058941","NL-U1058941",NA,NA,NA,NA,NA,NA,NA,"-39.216667","-17.483333","Magnoliopsidae",NA,NA,NA,NA,NA
"31","2021-01-14 15:19:08-03","MN","R","205688","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Bove, C.P. 1607; Ferreira, F.; Imbassahy, C.; Machado, A.; Moreira, A.; Oliveira, A.; Paz, J. & Vaz, T.",NA,"2005","09","13",NA,"Brasil","Rio de Janeiro","Lagoa Paulista",NA,NA,NA,NA,"R010068773","R010068773","Donza, A.",NA,"2005","09","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-14 15:19:08-03","MN","R","208084","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Donza, A. 63; Magalhães, C. & Siqueira, C.",NA,"2007","10","05",NA,"Brasil","Rio de Janeiro","Jurubatiba",NA,NA,NA,NA,"R010068749,R010068750,R010068751","R010068749 R010068750 R010068751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-01 16:25:23-03","MN","R","218762","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Kosten, S.; Lacerot, G.",NA,"2005","10","11",NA,"Brasil","Rio Grande do Norte",NA,"-5.388","-35.4342",NA,NA,"R010068776","R010068776","Donza, A.",NA,"2006","08","15",NA,NA,"-5,388","-35,4342",NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:19:08-03","MN","R","213966","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Guedes, M.L.","19645","2012","04","07",NA,"Brasil","Rio de Janeiro","APA Restinga entre Itaipuaçu e Maricá","-42.896","-22.965333",NA,NA,"R010068761,R010068766","R010068761 R010068766","Rodarte, A.T.A.",NA,"2012","11","26",NA,NA,"42º53.76'W","22º57.92'S",NA,NA,NA,NA,NA,NA
"35","2021-01-14 15:19:08-03","MN","R","214695","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Bove, C.P. 338; Costa, W.",NA,"1998","11","22",NA,"Brasil",NA,NA,NA,NA,NA,NA,"R010068752,R010068756,R010068757","R010068752 R010068756 R010068757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:19:08-03","MN","R","223330","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Canalli, Y.M. 78; Greco, A.V. & Rossini, J.",NA,"2015","01","20",NA,"Brasil","Rio de Janeiro","Lagoa Feia","-41.247861","-22.036833",NA,NA,"R010068722,R010068723,R010068724","R010068722 R010068723 R010068724","Canalli, Y.M.","Campos dos Goytacazes","2015","01","20",NA,NA,"41º14'52.3W","22°02'12.6S",NA,NA,NA,NA,NA,NA
"37","2021-01-14 15:19:08-03","MN","R","31468","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Ule, E.H.G.",NA,"1896",NA,NA,NA,"Brasil","Rio de Janeiro","Horto Botânico",NA,NA,NA,NA,"R010068733,R010068734","R010068733 R010068734","Rataj, K.",NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-01-14 15:19:08-03","MN","R","222574","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Pereira, O.J.","2133","1990","07","26",NA,"Brasil","Espírito Santo",NA,"-40.5110015869141","-20.6580009460449",NA,NA,"R010068753,R010068754","R010068753 R010068754",NA,"Guarapari",NA,NA,NA,"28401","auto","40.4667°W","20.6003°S",NA,NA,NA,NA,NA,NA
"39","2021-01-14 15:19:08-03","MN","R","214694","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Folli, D.A.","1746","1992","11","24",NA,"Brasil","Espírito Santo",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"R010068714,R010068715","R010068714 R010068715","Haynes, R. R.","Linhares","1998","11","02","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-01-14 15:19:08-03","MN","R","31467","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Glaziou, A.F.M.; Netto, L.S.M. & Schwacke, C.A.W.",NA,"1881","09",NA,NA,"Brasil","Rio de Janeiro",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"R000031467","R000031467_001","Thorne, R.F.","Cabo Frio","1965","01","18","40069","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-01-14 15:19:08-03","MN","R","187597","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Silva, I.M. 245; Silva, J.G. 3110 & Oliveira, M.C. 149",NA,"1995","10","18",NA,"Brasil","Rio de Janeiro",NA,"-41.6610984802246","-22.1872005462646",NA,NA,"R010068717,R010068718,R010050905","R010050905 R010068717 R010068718","Koehler, S.","Carapebus","1997","09","05","13257","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-01-14 15:19:08-03","MN","R","42050","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Sampaio, A.J.","8917","1942","03",NA,NA,"Brasil","Rio de Janeiro","Atafona","-41.3244018554688","-21.7541999816895",NA,NA,"R010068716","R010068716","Thorne, R.F.","Campos dos Goytacazes","1965","01","18","62761","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-01-14 15:19:08-03","MN","R","42042","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Corrêa, A.M.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Barra da Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"R010068726","R010068726","Thorne, R.F.","Rio de Janeiro","1965","01","18","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-01-14 15:19:08-03","MN","R","205815","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Bove, C.P.; Paz, J.",NA,"2005","07","06",NA,"Brasil","Rio de Janeiro","Canal Macaé-Campos","-41.4721984863281","-22.1067008972168",NA,NA,"R010068774,R010068775","R010068774 R010068775","Paz, J.","Quissamã","2005","07","06","33509","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-14 15:19:08-03","MN","R","208234","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Anjos, R. 37; Borré, L.; Anjos, R.F.B. & Dobbss, L.",NA,"2000","11","03",NA,"Brasil","Rio de Janeiro","Itaipuaçu","-42.8185997009277","-22.9193992614746",NA,NA,"R010068739,R010068740,R010068741","R010068739 R010068740 R010068741",NA,"Maricá",NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-01-14 15:19:08-03","MN","R","232596","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Barcelos, F.R.B. 207; Costa, F.G.C.M.",NA,"2016","04","30",NA,"Brasil","Rio de Janeiro","Itaipuaçú","-42.8185997009277","-22.9193992614746",NA,NA,"R010068713","R010068713",NA,"Maricá",NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-01-14 15:19:08-03","MN","R","209381","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Bove, C.P. 129; Pasin, E. & Koehler, S.",NA,"1996","09","03",NA,"Brasil","Rio de Janeiro","Lagoa Cabiúnas","-41.7868995666504","-22.3708000183105",NA,NA,"R010068735,R010068736","R010068735 R010068736",NA,"Macaé",NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-01-14 15:19:08-03","MN","R","209374","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Bove, C.P. 128; Pasin, E.",NA,"1996","09","03",NA,"Brasil","Rio de Janeiro","Lagoa de Cabiúnas","-41.7868995666504","-22.3708000183105",NA,NA,"R010068728,R010068729,R010068730","R010068728 R010068729 R010068730",NA,"Macaé",NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-01-14 15:19:08-03","MN","R","205681","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Bove, C.P. 1597; Imbassahy, C.; Machado, M.; Moreira, A.; Ferreira, F.M.; Oliveira, A.; Paz, J. & Vaz, T.",NA,"2005","09","13",NA,"Brasil","Rio de Janeiro","Lagoa de Jurubatiba","-41.6610984802246","-22.1872005462646",NA,NA,"R010068767,R010068768,R010068772","R010068767 R010068768 R010068772","Donza, A.","Carapebus","2005","09","26","13257","auto",NA,NA,NA,NA,NA,NA,NA,NA
