"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","decimalLongitude","decimalLatitude","county","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","503562","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","P. G. Delprete",NA,"W. J. Hahn","3632","1987","07","26","South America","French Guiana","Saül, Monts La Fumée","200","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=360288' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503562",NA,NA,"-53.17","3.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","686661","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. M. Taylor",NA,"A. M. Amorim","3420","2000","06","04","South America","Brazil","Distrito de Serra Grande. Parque Estadual da Serra do Condurú, na estrada Serra Grande-Uruçuca.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=838857' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686661","NY00686661_01","Bahia","-39.1050598","-14.436592","Uruçuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01107722","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.",NA,NA,"J. M. Pires","52640",NA,NA,NA,"South America","Brazil",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270720' target='other'> <mi>dwc_moreinfo</mi></a>","NY01107722","NY01107722_01","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01874571","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. M. Taylor",NA,"L. Nusbaumer","4116","2014","05","26","South America","Brazil","Reserva Biológica da Pedra Talhada, localité de Quebrangulo.","840",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2512304' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874571","NY01874571_01","Alagoas","-36.421576","-9.235559","Quebrangulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","503414","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. M. Taylor",NA,"A. M. Amorim","2398","1998","04","21","South America","Brazil","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da rod. BA 001 Ilhéus/Una. Coletas efetuadas na trilha paralela ao rio Maruim",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=360278' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503414","NY00503414_01","Bahia","-39.08","-15.15","Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01107726","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.",NA,NA,"R. S. Cowan","38435",NA,NA,NA,"South America","Brazil",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270723' target='other'> <mi>dwc_moreinfo</mi></a>","NY01107726","NY01107726_01","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01107721","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.",NA,NA,"R. S. Cowan","38616",NA,NA,NA,"South America","Brazil",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270719' target='other'> <mi>dwc_moreinfo</mi></a>","NY01107721","NY01107721_01","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","885450","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. M. Taylor",NA,"J. L. Paixão","275","2003","11","12","South America","Brazil","Rod. BA 650, Camamu/Travessão, Faz. Zumbi dos Palmares, Cachoeira de Crespe.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995015' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885450","NY00885450_01","Bahia","-39.107","-14.068","Camamu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","642485","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","P. G. Delprete",NA,"W. W. Thomas","12726","2001","11","02","South America","Brazil","Fazenda Bolandeira, ca. 5 km N of Comandatuba on fazenda road paralleling canal between mainland and Ilha de Comandatuba","5","10","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201380' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642485","NY00642485_01","Bahia","-39.003983","-15.29983","Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","645216","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. M. Taylor",NA,"W. W. Thomas","8946","1992","01","29","South America","Brazil","Road from Olivença to Maruim, 3.2 km SW of Olivença",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=360275' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645216","NY00645216_01","Bahia","-39.03","-14.58","Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02103702","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. M. Taylor",NA,"R. A. X. Borges","792","2007","02","13","South America","Brazil","Assentamento Pedra Bonita, aproximadamente 20 km da rodovia vicinal de Itamaraju sentido Jucuruçu.","500","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2150020' target='other'> <mi>dwc_moreinfo</mi></a>","NY02103702","NY02103702_01","Bahia","-39.6314","-16.8386","Itamarajú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","503555","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","J. A. Steyermark",NA,"R. M. Harley","17178","1974","03","19","South America","Brazil","Pau Brasil Biological Reserve, 17 km west from Porto Seguro on road to Eunapolis",NA,"20","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=360270' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503555","NY00503555_01","Bahia","-39.2","-16.42","Porto Seguro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","03231057","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. M. Taylor",NA,"C. Persson","2219","2014","10","29","South America","Brazil","RPPN Serra Bonita. 6 km NW of Camacan road to Jacareci, then 6 km W on road to Embratel tower.","850",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952691' target='other'> <mi>dwc_moreinfo</mi></a>","NY03231057","NY03231057_01","Bahia","-39.567222","-15.390278","Camacan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1015336","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. M. Taylor",NA,"P. Fiaschi","2218","2004","04","02","South America","Brazil","Estrada de Serra Grande para uruçuca. Área do inventário do plano de manejo do Parque Estadual da Serra do Conduru.","380","380",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021209' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015336","NY01015336_01","Bahia","-39.115","-14.4997","Uruçuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01107725","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. M. Taylor",NA,"H. T. Beck","221","1987","10","28","South America","Brazil","Ilha de Marajó. Rio Anajás. Terra firme forest.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267998' target='other'> <mi>dwc_moreinfo</mi></a>","NY01107725","NY01107725_01","Pará","-50.1666669","-1.1666669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02098564","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. M. Taylor",NA,"W. W. Thomas","15563","2011","11","03","South America","Brazil","40 Km S of Aracaju on SE 99 to Poavoado Paraé, then 4 Km Fazenda Trapsa.","40",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2219057' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098564","NY02098564_01","Sergipe","-37.2561","-11.1664","Itaporanga d'Ajuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","642476","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. M. Taylor",NA,"W. W. Thomas","12417","2001","05","14","South America","Brazil","Poço D'Anta, ca. 16-19 km NNW of Muricí by road. Mata de Muricí","550","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201378' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642476","NY00642476_01","Alagoas","-35.8796","-9.2255","Murici",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","585898","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. M. Taylor",NA,"W. W. Thomas","12103","2000","03","22","South America","Brazil","14 km. S of Itacaré on road to Ilhéus then S 6.5 km. from Alto Esperança to Campo Cheiroso",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=360277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585898","NY00585898_01","Bahia","-39.035","-14.385","Itacaré",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01310674","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. M. Taylor",NA,"S. A. Mori","9715","1978","03","19","South America","Brazil","Rod BA 001, a 15 km ao N de Alcobaça. Folha SE-24 (17-39c)","25","75","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=484508' target='other'> <mi>dwc_moreinfo</mi></a>","NY01310674","NY01310674_01","Bahia","-39.2206","-17.3411","Prado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","778997","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. M. Taylor",NA,"A. M. Amorim","2655","1998","11","11","South America","Brazil","Rod. Itacaré - Ilhéus, ca 6 km a partir da sede do municipio. Assentamento da Marambaia.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=14137' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778997","NY00778997_01","Bahia","-38.9967","-14.2778","Itacaré",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","503558","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. W. Hamilton",NA,"R. M. Harley","17548","1974","03","31","South America","Brazil","Itacaré. Near the mouth of the Rio de Contas",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=360282' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503558","NY00503558_01","Bahia","-38.98","-14.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","566313","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. M. Taylor",NA,"S. C. de Sant'Ana","858","2000","05","19","South America","Brazil","APA de Itacaré/Serra Grande. Km 13 da Rod. Itacaré/Serra Grande",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=360276' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566313","NY00566313_01","Bahia","-38.9967","-14.2778","Itacaré",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01091742","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. M. Taylor",NA,"J. L. Paixão","453","2005","06","14","South America","Brazil","RPPN, Mãe da Mata, Entrada no Distrito de Banco da Vitória, Ramal sentido ao distrito de Maria Jape, ca. 12 km. Próp. Ronaldo Santana.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1218814' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091742","NY01091742_01","Bahia","-39.0492","-14.7892","Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01107719","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","J. H. Kirkbride Jr.",NA,"D. F. Austin","7203","1979","10","24","South America","Brazil","Munguba, Perimetral Norte - 28 km E de Água Fria - 20 km W de Campo Verde.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267996' target='other'> <mi>dwc_moreinfo</mi></a>","NY01107719","NY01107719_01","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01107728","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. M. Taylor",NA,"B. V. Rabelo","3644","1987","10","28","South America","Brazil","Ilha de Marajó, Rio Anajás, Fronteira. Mata de terra firme.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267915' target='other'> <mi>dwc_moreinfo</mi></a>","NY01107728","NY01107728_01","Pará","-49.8","-0.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","503556","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","J. A. Steyermark",NA,"R. M. Harley","17178","1974","03","19","South America","Brazil","Pau Brasil Biological Reserve, 17 km west from Porto Seguro on road to Eunapolis",NA,"20","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=360271' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503556","NY00503556_01","Bahia","-39.2","-16.42","Porto Seguro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1005277","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. W. Hamilton",NA,"A. P. Duarte","5194","1960","02","19","South America","Brazil","Gruta da Imprensa.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083103' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005277","NY01005277_01","Distrito Federal","-47.9294","-15.7797","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02103707","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. M. Taylor",NA,"R. A. X. Borges","454","2006","12","17","South America","Brazil","Serra do Corcovado. 13,8 km ao SW de Coaraci na estrada para Almadina. Fazenda São José. Proprietario Senhor Francisco","650","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2150004' target='other'> <mi>dwc_moreinfo</mi></a>","NY02103707","NY02103707_01","Bahia","-39.6033","-14.7058","Almadina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01107729","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. M. Taylor",NA,"G. T. Prance","30398","1987","11","10","South America","Brazil","Ilha de Marajó, R. Mocooes. Floresta de várzea alta e clara.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267916' target='other'> <mi>dwc_moreinfo</mi></a>","NY01107729","NY01107729_01","Pará","-48.6833331","-0.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1015332","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","C. M. Taylor",NA,"P. Fiaschi","2064","2004","03","18","South America","Brazil","Estrada de Serra Grande para Uruçuca. Área do inventário do plano de manejo. Mata da torre do celular.","380","380",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021201' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015332","NY01015332_01","Bahia","-39.115","-14.4997","Uruçuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01107716","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.",NA,NA,"H. S. Irwin","47445",NA,NA,NA,"South America","Brazil",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270560' target='other'> <mi>dwc_moreinfo</mi></a>","NY01107716","NY01107716_01","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
