"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","class","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","517205","PreservedSpecimen","Plantae","Magnoliophyta","Dilleniales","Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"A. M. V. de Carvalho","6174","1995","12","12","South America","Brazil","Bahia","Una","Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una","-39.08","-15.15","sheet","Site: R <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=605176' target='other'> <mi>dwc_moreinfo</mi></a>","NY00517205","NY00517205_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","823262","PreservedSpecimen","Plantae","Magnoliophyta","Dilleniales","Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","G. A. Aymard Corredor","W. W. Thomas","12765","2001","11","04","South America","Brazil","Bahia","Itacaré","Fazenda Capitao. 7.9 km W of junction BA 001 on road from Itacaréto Ubaitaba","-39.0884","-14.344317","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=417451' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823262","NY00823262_01","40","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-27 16:03:00-03","NY","NYBG","1552086","PreservedSpecimen","Plantae","Magnoliophyta","Dilleniales","Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa",NA,"C. N. Fraga","H. M. Dias","136","2007","03","27","South America","Brazil","Bahia","Caravelas","Extremo Sul da Bahia. Rio Massangano, Coletadas em área de restinga, próximo ao maguezal.","-39.25","-17.67","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1434775' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552086","NY01552086_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","495474","PreservedSpecimen","Plantae","Magnoliophyta","Dilleniales","Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","G. A. Aymard Corredor","J. G. Jardim","119","1993","04","15","South America","Brazil","Bahia","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Picada da Bandeira","-39.08","-15.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=605173' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495474","NY00495474_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","495477","PreservedSpecimen","Plantae","Magnoliophyta","Dilleniales","Dilleniaceae","Davilla","morii","Davilla morii","Aymard","C. N. Fraga","S. A. Mori","10569","1978","09","15","South America","Brazil","Bahia","Caravelas","Rodovia BR 418. A 51 km da BR 101","-39.26","-17.73","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=605163' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495477","NY00495477_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2017-01-26 16:37:00-02","NY","NYBG","823297","PreservedSpecimen","Plantae","Magnoliophyta","Dilleniales","Dilleniaceae","Davilla","morii","Davilla morii",NA,"C. N. Fraga","L. A. Mattos Silva","4210","2000","10","05","South America","Brazil","Bahia","Mucuri","Rodovia Mucuri/Nova Viçosa (BA 001), km 8.","-39.5094","-18.0214","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=939736' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","232977","PreservedSpecimen","Plantae","Magnoliophyta","Dilleniales","Dilleniaceae","Davilla","morii","Davilla morii","Aymard",NA,"W. W. Thomas","9916","1993","05","13","South America","Brazil","Bahia","Belmonte","Barrolândia, Estação Experimental Gregorio Bondar CEPLAC, 48 km east of BR 101 on road to Belmonte","-39.25","-16.13","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270812' target='other'> <mi>dwc_moreinfo</mi></a>","NY00232977","NY00232977_01",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-19 15:43:50-03","UNEB","HUNEB","11232","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"Fonseca, M.","914","2006","02","08",NA,"Brasil","Bahia","Alagoinhas","Campus II.","-38.4192008972168","-12.1356000900269",NA,NA,"HUNEB0011232",NA,NA,NA,NA,"Dicotyledoneae","24621","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-19 15:43:50-03","UNEB","HUNEB","9619","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichl",NA,"Jesus, N.G.","808","2006","01","11",NA,"Brasil","Bahia","Alagoinhas","UNEB - Campus II","-38.4192008972168","-12.1356000900269",NA,NA,"HUNEB0009619",NA,NA,NA,NA,"Dicotyledoneae","24621","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-19 15:43:50-03","UNEB","HUNEB","12046","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichl",NA,"Bastos, N.G.","PA135","2008","12","10",NA,"Brasil","Bahia","Alagoinhas","Povoado da Manqueira. Localizado à 20 Km da cidade de Alagoinhas - Reserva do Araticum.","-38.333333",NA,NA,"Formação de Floresta Ombrófila Densa Submontana - Estágio Secundário e Avançado de desenvolvimento.","HUNEB0012046",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"38W19'60''","12S0'86''",NA,NA,NA,NA,NA,NA
"21","2019-11-19 15:43:50-03","UNEB","HUNEB","831","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichl.","E. Melo","Jesus, N.G.","29","1997","11","11",NA,"Brasil","Bahia","Alagoinhas","Campus II / UNEB","-38.433333","-12.133333",NA,"Cerrado","HUNEB0000831",NA,"120","150",NA,"Dicotyledoneae",NA,NA,"38W26'0''","12S8'0''","2003","11",NA,NA,NA,NA
"22","2019-11-19 15:43:50-03","UNEB","HUNEB","194","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichl.",NA,"Jesus, N.G.","91","1997","04","20",NA,"Brasil","Bahia","Entre Rios","RPPN Fazenda Lontra/Saudade.","-40.215556","-12.915278",NA,"Floresta subperenifolia.","HUNEB0000194",NA,"120","150",NA,"Dicotyledoneae",NA,NA,"40W12'56''","12S54'55''",NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:37:43-03","EAO","IAN","118962","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Dilleniaceae","Davilla","morii","Davilla morii","Aymard","Fraga, CN","Belém, RP; Magalhães, M","712","1965","04","05","Southern America","Brasil","Bahia",NA,"Rodovia Itabuna-Ilhéus. Margem da estrada.",NA,NA,NA,"Cipó. Inflorescência verde.","IAN118962",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA
"24","2013-07-03 10:43:26-03","EBDA","BAH","4403","S","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","J.D. Oliveira","L.A. Mattos Silva","771","1980","05","20",NA,"Brasil","Bahia","Mucuri","Município de Mucurí/Nova Viçosa, ramal a esquerda.","-39.5508","-18.0864",NA,"Trepadeira. Frutos imaturos, verdes.",NA,NA,"10","10",NA,NA,"78440","auto",NA,NA,"1983",NA,NA,NA,NA,NA
"25","2020-12-22 11:15:59-03","UEMA","HABIT","3557","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","D.H.S. Sousa","D.H.S. Sousa","180","2018","08","03",NA,"Brasil","Maranhão","Caxias","APA do Inhamum","-43.3560981750488","-4.85889005661011",NA,"Ambiente: Cerrado",NA,NA,NA,NA,NA,NA,"72086","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-22 11:15:59-03","UEMA","HABIT","3559","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","D.H.S. Sousa","D.H.S. Sousa","217","2018","10","05",NA,"Brasil","Maranhão","Caxias","APA do Inhamum","-43.3560981750488","-4.85889005661011",NA,"Ambiente: Cerrado",NA,NA,NA,NA,NA,NA,"72086","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-22 11:15:59-03","UEMA","HABIT","3558","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","D.H.S. Sousa","D.H.S. Sousa","186","2018","08","03",NA,"Brasil","Maranhão","Caxias","APA do Inhamum","-43.3560981750488","-4.85889005661011",NA,"Ambiente: Cerrado",NA,NA,NA,NA,NA,NA,"72086","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:13:36-03","UFBA","ALCB","104362","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Guedes, ML; Gomes, FS","Gomes, FS; Guedes, ML","1034","2012","03","01","Southern America","Brasil","Bahia","Jandaíra","Litoral Norte, Caminho para Marcanaí","-37.542222","-11.649167",NA,"Folhas coriáceas, face adaxial verde brilhante. Frutos imaturos, protegidos pelas duas sépalas externas, acrescentes. Fotos 30 e 32.","ALCB021530","ALCB021530 ALCB021530_1","36","36",NA,NA,NA,NA,"-37.542222","-11.649167","2012","06",NA,NA,NA,NA
"29","2019-10-09 11:13:36-03","UFBA","ALCB","032719","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Guedes, ML","Jesus, NG de; Lima, SF; Santos, JB dos","PL0091","1997","04","20","Southern America","Brasil","Bahia","Entre Rios","RPPN Lontra/Saudade","-38.084400177002","-11.9419002532959",NA,"Árvore. 17,00 m X 0,35 m. Frequente. Tronco branco verde, retilíneo, casca fina e áspera, presença de lenticelas. Folhas discolores, semi-coriáceas, epiderme glabra e brilhante, bordos semidenteados.; Mata atlântica.","ALCB022239","ALCB022239",NA,NA,NA,NA,"52418","auto",NA,NA,"1998",NA,NA,NA,NA,NA
"30","2019-10-09 11:13:36-03","UFBA","ALCB","96176","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Simth, FM","Hatschbach, G; Hatschbach, M; Silva, JM","52230","1988","07","19","Southern America","Brasil","Bahia","Porto Seguro","Extremo Sul, Vera cruz.","-39.0647010803223","-16.4496994018555",NA,"lenhosa.","ALCB021531","ALCB021531","50","50",NA,NA,"68835","auto",NA,NA,"2004",NA,NA,NA,NA,NA
"31","2019-10-09 11:13:36-03","UFBA","ALCB","043455","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Guedes, ML","Mattos Silva, LA; Araújo, M; Brito, AT; Hora, S da; Santos, BR dos","3964","1999","04","15","Southern America","Brasil","Bahia","Una","Parque Ecoturístico de Una, próximo à REBIO (Reserva Biológica de Una). Zona do Barro Vermelho. Km 6, Margeando o Rio Maruim.","-39.0752983093262","-15.2932996749878",NA,"Flores Esverdeadas; pétalas e estames amarelos.; Mata Atlântica. Solo arenoso.","ALCB026429","ALCB026429","60","60",NA,NA,"36070","auto",NA,NA,"1999","11",NA,NA,NA,NA
"32","2019-10-09 11:13:36-03","UFBA","ALCB","112021","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Fraga, CN de","Hatschbach, G; Hatschbach, M; Silva, JM","68359","1998","10","09","Southern America","Brasil","Espírito Santo","Conceição da Barra","Estrada Conceição da Barra- Itaúnas..","-39.7322006225586","-18.5932998657227",NA,"Lenhosa.; Restiunga arbórea.","ALCB021527","ALCB021527",NA,NA,NA,NA,"41644","auto",NA,NA,"2005",NA,NA,NA,NA,NA
"33","2019-10-09 11:13:36-03","UFBA","ALCB","19161","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Fraga, CN de","Sobral, M","4004","1985","07",NA,"Southern America","Brasil","Espírito Santo","Linhares","Reserva de Floresta Rio Doce","-40.0722007751465","-19.3910999298096",NA,"Trepadeira. Flores com tépalas amarelo-creme.; Beira da mata","ALCB022240","ALCB022240",NA,NA,NA,NA,"48094","auto",NA,NA,"2009","07","02",NA,NA,NA
"34","2019-10-09 11:13:36-03","UFBA","ALCB","113821","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Guedes, ML","Guedes, ML; Santos, TRM dos; Alunos de Botânica BIOC05; Fernandes, I; Costa, TF","21559","2014","04","26","Southern America","Brasil","Bahia","Camaçari","Caminho Diogo para Conde.","-37.6","-11.8",NA,"Folhas coriáceas, discolores. Frutos protegidos por duas brácteas internas.","ALCB021526","ALCB021526",NA,NA,NA,NA,NA,NA,"-37.6","-11.8","2014","05",NA,NA,NA,NA
"35","2019-10-09 11:13:36-03","UFBA","ALCB","126163","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Guedes, ML","Guedes, ML; Alunos de Botânica Econômica","24946","2016","09","16","Southern America","Brasil","Bahia","Una","Estação Experimental Lemos Maia.","-39.116667","-15.483333",NA,"Folhas coriáceas, discolores. Frutos imaturos verde-avermelhados.","ALCB033428","ALCB033428",NA,NA,NA,NA,NA,NA,"-39.116667","-15.483333","2017","01",NA,NA,NA,NA
"36","2019-10-09 11:13:36-03","UFBA","ALCB","59896","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Melo, E","Guedes, ML; Loureiro, DM; Nascimento, AFS; Guaré, F; et al.","9906","2002","05","05","Southern America","Brasil","Bahia","Andaraí","Chapada Diamantina, Caminho para Paty, Margens do caminho.","-41.316667","-12.8",NA,"Folhas coriáceas., discolores. Inflorescência em panícula, flores com sépalas desiguais entre si, os dois internos muito maiores que os três externos, coriáceos e acrescente na frutificação.; rupícola","ALCB021529","ALCB021529",NA,NA,NA,NA,NA,NA,"-41.316667","-12.8","2004","10","11",NA,NA,NA
"37","2019-10-09 11:13:36-03","UFBA","ALCB","61195","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Guedes, ML","Guedes, ML; Xavier, AB; Anjos, BA dos","9997","2003","02","10","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul, RPPN Veracel","-39.016667","-16.266667",NA,"Folhas coriáceas, discolores. Botões esverdeados.","ALCB021493","ALCB021493",NA,NA,NA,NA,NA,NA,"-39.016667","-16.266667","2003","05",NA,NA,NA,NA
"38","2019-10-09 11:13:36-03","UFBA","ALCB","98662","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Guedes, ML; Gomes, FS","Gomes, FS; Guedes, ML; Costa, AS","756","2011","01","26","Southern America","Brasil","Bahia","Conde","Litoral Norte, Caminho para Barra do Itariri","-37.610278","-11.945",NA,"folhas cartáceas, discolores. Botões alvos.; restinga arbustivo-herbácea.","ALCB021491","ALCB021491","10","10",NA,NA,NA,NA,"-37.610278","-11.945","2011","06",NA,NA,NA,NA
"39","2019-10-09 11:13:36-03","UFBA","ALCB","98793","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Guedes, ML; Gomes, FS","Gomes, FS; Guedes, ML; Costa, AS","887","2011","01","28","Southern America","Brasil","Bahia","Entre Rios","Litoral Norte, Subaúma. No fundo do povoado","-37.781389","-12.238611",NA,"folhas coriáceas, discolores. Frutos maduros.; Restinga arbustiva.","ALCB021528","ALCB021528","6","6",NA,NA,NA,NA,"-37.781389","-12.238611","2011","11",NA,NA,NA,NA
"40","2019-10-09 11:13:36-03","UFBA","ALCB","58878","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Davilla","morii","Davilla morii","Aymard","Fraga, CN de","Mattos Silva, LA; Rocha, EA; Menezes, L; Araújo, R; Santos, BR dos","4210","2000","10","05","Southern America","Brasil","Bahia","Mucuri","Rodovia Mucuri/Nova Viçosa (BA 001), km 8","-39.509444","-18.021389",NA,"Cipó. Folhas brilhantes. Frutos imaturos, amarelados. Foto.; Mata atlântica","ALCB022238","ALCB022238",NA,NA,NA,NA,NA,NA,"-39.509444","-18.021389","2009","07","02",NA,NA,NA
"41","2019-10-09 11:13:36-03","UFBA","ALCB","73487","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Davilla","morii","Davilla morii","Aymard","Santos, JS","Santos, JS; Guedes, ML; Valadão, RM; Carvalho, G","76","2006","07","24","Southern America","Brasil","Bahia","Cachoeira","Recôncavo Sul, RPPN-Peninha-Mata do Mato Preto","-38.95","-12.616667",NA,"com pêlos quase inconspícuos nos ramos. Folhas coriáceas, discolores; com nervuras proeminentes; nervuras primaria e secundaria na face abaxial com pêlos conspícuos.; Floresta ombrófila densa","ALCB022237","ALCB022237",NA,NA,NA,NA,NA,NA,"-38.95","-12.616667","2006","08",NA,NA,NA,NA
"42","2019-10-09 11:13:36-03","UFBA","ALCB","034861","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Davilla","morii","Davilla morii","Aymard","Carvalho, AM de","Thomas, W; Carvalho, AM de; Santos, TS dos; Jardim, JG; Sant'Ana, SC de","9916","1993","05","13","Southern America","Brasil","Bahia","Belmonte","Barrolândia, Estação Experimental 'Gregório Bondar' CEPLAC, 48 km east of BR 101 on road to Belmonte.","-39.25","-16.133333",NA,"vine at edge of forest, stems asperous, leaves coriaceous, shiny dark green above, paler beneath; fruit pale green.; Sourthern Bahian wet forest ('tabuleiro' forest). Disturbed forest edge.","ALCB000031","ALCB000031",NA,NA,"isótipo",NA,NA,NA,"-39.25","-16.133333","1998",NA,NA,NA,NA,NA
"43","2020-02-08 08:59:41-03","NBC","NL-BOTANY","U.1292379","PreservedSpecimen","Plantae",NA,"Dilleniales","Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Aymard Corredor GA; Gottsche CM","Maas PJM; Maas-van de Kamer H; Mattos Silva LA",NA,"1987","11","25","Southern America","Brazil","Bahia",NA,"Bahia: Mun. de Santa Cruz Cabralia, 'Estação Ecologica do Pau-Brasil', c. 16 km W of Porto Seguro.","-53.163889","-13.130556",NA,"Forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1292379 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1292379","NL-U1292379",NA,NA,NA,"Magnoliopsidae",NA,NA,"-53.163889","-13.130556",NA,NA,NA,"U 0247153",NA,NA
"44","2020-11-04 11:06:11-03","ESALQ","ESA","95798","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Fraga, C.N.","Paula-Souza, J.; Zuloaga, F.O.; Morrone, O.; Tsuji, R.; Silveira, M.F.","6120.0","2006","07","18",NA,"Brasil","Bahia","Belmonte","Estrada para Barrolândia. Nativo com mata adjacente",NA,"-16.025",NA,"Arbusto rastejante, cálice amarelo","ESA095798","ESA095798","55","55",NA,NA,NA,NA,"-39,034,444","-16,025","2013",NA,NA,NA,NA,NA
