"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","recordNumber","occurrenceRemarks","phylum","order","coordinatePrecision","geoFlag","continentOcean","preparationType","class","typeStatus","eventTime","infraspecificEpithet","individualCount","sex"
"11","2021-03-30 12:51:45-03","EAO","IAN","57712","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Martins-da-Silva, RCV",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN057712",NA,NA,"s.n.",NA,"Monocotiledônea",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:12:34-03","NBC","NL-BOTANY","U.1174561","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Leite JE",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1174561","NL-U1174561",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174561 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales",NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"13","2020-11-04 11:03:57-03","ESALQ","ESA","84606","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Forster, W.","2003",NA,NA,"Aguiar, A.C.; Silva, R.R.; Pereira, Z.V.; Cerqueira, R.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.","2003","04","15","Brasil","São Paulo","Ribeirão Grande","-48.3600006103516","-24.0900001525879",NA,NA,"710","710","ESA084606","ESA084606","BLOQUEADO","99.0","Epífita a 4m alt., frutos verdes, brácteas verdes, escapo floral muito ramificado","Magnoliophyta",NA,"25028","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:03:57-03","ESALQ","ESA","82811","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Forzza, R.C. & Almeida, V.R.",NA,NA,NA,"Castro, R.M. et al.","2001","06","09","Brasil","Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"ESA082811","ESA082811",NA,"463.0",NA,"Magnoliophyta",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:03:57-03","ESALQ","ESA","21091","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Costa, A.",NA,NA,NA,"Miyagi, P.H. et al.","1994","09","06","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA021091","ESA021091_1 ESA021091_2",NA,"75.0",NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:03:57-03","ESALQ","ESA","107987","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea",NA,NA,NA,NA,NA,"Santos, M.B.","2005","03","27","Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"ESA107987","ESA107987_1 ESA107987_2",NA,"100.0",NA,"Magnoliophyta",NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:03:57-03","ESALQ","ESA","50505","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Santos, M.B.; Pardi, M.M.; Bordini, M.C.P.; Bosquetti, L.B.; Marcelino, V.R.; Breier, T.B.; Souza, V.C.; Rodrigues, R.R.","2005","03","27","Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"ESA050505",NA,"BLOQUEADO","100.0","epífita.Material vegetativo, 1,5m. Estriação vinho embaixo da folha ou folha rajada de verde. Base do copo escura.","Magnoliophyta",NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-07 08:35:15-03","MN","R","102872","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Smith, L.B.","1952","02","21","Brasil","Santa Catarina","Guaratuba",NA,NA,NA,NA,NA,NA,"R010013456",NA,NA,"5729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-07 08:35:15-03","MN","R","223776","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Verdi, M. 4358; Souza, N.L.; Klemz, G. & Klettenberg, D.H.","2010","04","10","Brasil","Santa Catarina","São Martinho","-48.958333",NA,"48°57'30.00W","28°10'06.00S","89","89","R010013461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-07 08:35:15-03","MN","R","223773","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Schmitt, J.L. 1831; Cadorin, T.J. & Caglioni, E.","2010","04","06","Brasil","Santa Catarina","Botuverá","-49.23","-27.27","49°13'48.00W","27°16'12.00S","569","569","R010013458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-07 08:35:15-03","MN","R","223774","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Schmitt, J.L. 1410",NA,NA,NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"R010013459","R010013459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-07 08:35:15-03","MN","R","223775","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Verdi, M. 4219; Souza, N.L.; Klemz, G. & Klettenberg, D.H.","2010","04","07","Brasil","Santa Catarina","Armazém","-48.959444","-28.2625","48°57'34.00W","28°15'45.00S","412","412","R010013460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-07 08:35:15-03","MN","R","223777","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Cadorin, T.J. 1823; Oliveira, C.P.L. & Boing, E.","2010","03","30","Brasil","Santa Catarina","Biguaçu","-48.78","-27.36","48°46'48.00W","27°21'36.00S","440","440","R010013462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-07 08:35:15-03","MN","R","223778","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Schmitt, J.L. 1052; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","01","26","Brasil","Santa Catarina","São Martinho","-48.870019","-28.080011","48°52'12.07W","28°04'48.04S","526","526","R010013463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-07 08:35:15-03","MN","R","32425","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Foster, M.B.","1939",NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"R010013457","R010013457 R010013457_1",NA,"230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-07 08:35:15-03","MN","R","32475","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Foster, M.B.","1939","08","15","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"R010013453",NA,NA,"346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-07 08:35:15-03","MN","R","212653","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Moura, R.","2008","07",NA,"Brasil","Bahia","Nova Canaã","-40.1425018310547","-14.7941999435425",NA,NA,NA,NA,"R010010896",NA,NA,"605",NA,NA,NA,"27564","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-07 08:35:15-03","MN","R","230237","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Almeida, M.M. 185; Oliveira, R.R.","2014","09",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","-42.6530990600586","-22.4624996185303",NA,NA,NA,NA,"R010034086",NA,NA,NA,NA,NA,NA,"32671","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-07 08:35:15-03","MN","R","103396","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Smith, L.B.","1952","04","10","Brasil","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"R010013454",NA,NA,"6499",NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-07 08:35:15-03","MN","R","46314","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Eugênio, J.","1942","02",NA,"Brasil","Rio Grande do Sul","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"R010013451",NA,NA,"126",NA,NA,NA,"10287","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-07 08:35:15-03","MN","R","46303","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Mosén, C.W.H.","1875","01","20","Brasil","São Paulo","Santos","-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,"R010013452",NA,NA,"3247",NA,NA,NA,"26836","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-07 08:35:15-03","MN","R","102856","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Smith, L.B.","1952","03","21","Brasil","Santa Catarina","Blumenau","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"R010013455",NA,"Garcia.","6301",NA,NA,NA,"34291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:25:17-03","IAP","PACA-AGP","41648","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Emrich-Rambo","1954","05","17","Rambo, B.","1949","05","18","Brasil","RS","Esteio","-51.17919921875","-29.861400604248",NA,NA,NA,NA,"PACA041648",NA,"P. Porto Alegre",NA,"VULNERÁVEL Habitat: in silva paludosa ad arbores Fenofase: fruto maturo","Magnoliophyta","Bromeliales","7214","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"34","2019-08-27 13:25:17-03","IAP","PACA-AGP","49806.1","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Emrich-Rambo","1954","05","17","Rambo, B.","1951","01","28","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"PACA049806-1",NA,"Lagoa dos Quadros",NA,"VULNERÁVEL&nf;SEM MATERIAL Habitat: in silva paludosa ad arbores Fenofase: flor","Magnoliophyta","Bromeliales","20837","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"35","2019-08-27 13:25:17-03","IAP","PACA-AGP","114315","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Dorneles, Maralise B.","2011","09","05","Cunha, Simone","2010","05","28","Brasil","RS","Caraá","-50.366889","-29.728361","50°22'00,8W","29°43'42,1S",NA,NA,"PACA114315",NA,"Alto Vila Nova.","11","Habitat: epifítico","Magnoliophyta","Bromeliales",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA
"36","2019-08-27 13:25:17-03","IAP","PACA-AGP","115482","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Caldas, J.","2012","12","15","Rocha, L.D.","2012","12","15","Brasil","RS","Caraá","-50.291056","-29.706944","50º17'27.8W","29º42'25.0S",NA,NA,"PACA115482",NA,"nascente do Rio dos Sinos","217","Habitat: epífito","Magnoliophyta","Bromeliales",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA
"37","2019-11-14 13:52:04-03","IAP","PACA-AGP","115531","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Graeff, V., Junges, F. & Mottin, I.G.","2014","11","05","Graeff, V.","2014","10","25","Brasil","RS","São Leopoldo","-51.133","-29.760833","51º07.98'W","29º45.65'S",NA,NA,"PACA115531",NA,"Parque Imperatriz Leopoldina","4","Habitat: epífito","Magnoliophyta","Bromeliales",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA
"38","2019-08-27 13:25:17-03","IAP","PACA-AGP","115698","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Schmitt, J. L.","2010","11","03","Schmitt & Caglioni","2010","10","12","Brasil","SC","Imaruí","-48.869731","-28.164742","48°52'11,03W","28°09'53,07S","666","666","PACA115698",NA,"Forquilha","3046","epífita IFFSC e148b (abaixo de 4m); estádio suces.: avançado; fruto: seco Habitat: floresta ombrófila densa, interior do fragmento Hábito: Epífita arbórea","Magnoliophyta","Bromeliales",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA
"39","2019-08-27 13:25:17-03","IAP","PACA-AGP","111120","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","D.Becker et al",NA,NA,NA,"D.Becker et al","2011","09","01","Brasil","RS","Arroio do Sal","-49.8889007568359","-29.551399230957",NA,NA,NA,NA,"PACA111120",NA,"Rondinha, Parque Tupancy",NA,"Habitat: floresta de restinga Hábito: epífita","Magnoliophyta","Bromeliales","15157","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"40","2019-08-27 13:25:17-03","IAP","PACA-AGP","944","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Emrich-Rambo","1954","05","17","C. Orth SJ","1934","01","05","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA000944",NA,"Vila Manresa",NA,"VULNERÁVEL Habitat: in silva primaeva ad arbores Fenofase: flor","Magnoliophyta","Bromeliales","29946","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"41","2019-08-27 13:25:17-03","IAP","PACA-AGP","34082","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Emrich-Rambo","1954","05","17","C. Orth SJ","1934",NA,NA,"Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA034082",NA,"Vila Manresa",NA,"VULNERÁVEL Habitat: in silva primaeva ad arbores Fenofase: flor","Magnoliophyta","Bromeliales","29946","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"42","2019-08-27 13:25:17-03","IAP","PACA-AGP","49806","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","L. B. Smith",NA,NA,NA,"Rambo, B.","1951","01","18","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"PACA049806",NA,"Lagoa dos Quadros",NA,"VULNERÁVEL&nf;EM MATERIAL Habitat: in silva paludosa ad arbores Fenofase: flor","Magnoliophyta","Bromeliales","20837","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"43","2019-08-27 13:25:17-03","IAP","PACA-AGP","65056","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","R. Reitz","1954",NA,NA,"Reitz & Klein","1954","04","16","Brasil","SC","Camboriú","-48.6543998718262","-27.0252990722656",NA,NA,NA,NA,"PACA065056",NA,NA,"1788","VULNERÁVEL&nf;HBR 7678 Habitat: na capoeira Fenofase: frutos dísticos Hábito: epífita","Magnoliophyta","Bromeliales","19854","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"44","2019-08-27 13:25:17-03","IAP","PACA-AGP","65051","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Büneker, H.M.","2018","06","08","Reitz & Klein","1957","12","23","Brasil","SC","São Francisco do Sul","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"PACA065051",NA,"Monte Cristã - Garuva","5940","HBR 15459 Habitat: Terrícola na orla da matinha Hábito: erva","Magnoliophyta","Bromeliales","23627","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"45","2020-12-20 21:16:28-03","UFV","VIC","23798","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudichaud","Paula, C.C. de","1999","10","15","Goldschmidt, A.","1999","10","15","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC023798","VIC023798","UFV, Horto botânico","s.n.","Epífita ou saxícola, heliófila, brácteas escapais primárias e florais verdes.",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-21 14:32:59-03","UFJF","CESJ","60643","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Mart. ex Schult. f.","L. Menini Neto; S.G. Furtado","2012","10","12","S.G. Furtado; L. Menini Neto; D.R. Gonzaga","2012","10","12","Brasil","MInas Gerais","Baependi","-45.237611","-22.241583","-45.237611","-22.241583",NA,NA,"CESJ060643",NA,"Parque Estadual da Serra do Papagaio, Floresta Ombrófila Mista, entre 1700-1900m.","146","Epífita, a ca. 0,8m alt., no interior da floresta. Lâmina verde, bainha com a face abaxial castanho e adaxial creme e atrolilacínea, frutos passados.","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 14:32:59-03","UFJF","CESJ","60382","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Mart. ex Schult. f.",NA,NA,NA,NA,"F.C. Favoreto; Pereira; R.M; João","2012","07","20","Brasil","Espírito Santo","Cachoeiro de Itapemirim","-41.354972","-20.692139","-41.354972","-20.692139","360","360","CESJ060382",NA,"Burarama","175","Epífita, heliófila, mata associada à rocha. Folhas verde-acizentadas, com bainha castanha. Escapo, brácteas do escapo, brácteas primárias, brácteas florais e sépalas verdes. Frutos marrons.","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"48","2019-11-21 14:32:59-03","UFJF","CESJ","60696","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Mart. ex Schult. f.","L. Menini Neto","2012","10",NA,"D.E.F. Barbosa; L. Menini Neto; F.R. Silva","2011","07","16","Brasil","Minas Gerais","Chácara","-43.182222","-21.655833","-43.182222","-21.655833","750","800","CESJ060696",NA,"Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água.","24","Interior de floresta, próximo ao curso d'água. Epífita até 5m de altura. Folha variegada, bainha castanha, inflorescência passada.","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"49","2019-11-21 14:32:59-03","UFJF","CESJ","60697","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Mart. ex Schult. f.","L. Menini Neto","2012","06","13","D.E.F. Barbosa; L. Menini Neto; F.R. Silva","2012","06","13","Brasil","Minas Gerais","Chácara","-43.182222","-21.655833","-43.182222","-21.655833","750","800","CESJ060697",NA,"Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água.","100","Interior de floresta, próximo ao curso d'água. Epífita entre 0,5m e 5m de alura, folhas verde claro variegadas de verde escuro, bainha castanha, frutos passados.","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"50","2020-07-02 18:52:20-03","UFJF","CESJ","41904","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Mart. ex Schult. f.","B.R. Silva","2004","03","12","V. Schuchter","2004","03","04","Brasil","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"CESJ041904",NA,"Casa de vegetação UFJF","12","Bainha castanho claro-escuro. Folhas verde-claras. Inflorescência com cerca de 1 m. Escapo verde. Brácteas do escapo verde claras. Brácteas de primeira ordem verdes com face adaxial arroxeada. Brácteas florais como as de primeira ordem . Flores passadas","Angiosperma",NA,"20815","auto","América do Sul",NA,NA,NA,NA,NA,NA,NA
