"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","615516","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","M. L. Kawasaki","G. G. Hatschbach","18579","1968","02","08","Brazil","Paraná","Campina Grande do Sul","Sitio do Belizario","-49.0553","-25.3058",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=46520' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615516","NY00615516_01","Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","615517","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","C. M. D. E. Legrand","G. G. Hatschbach","17896","1967","11","21","Brazil","Paraná","Paranaguá","Picadao Cambará-Col. Limeira","-48.5092","-25.5203",NA,NA,"10","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=46523' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615517","NY00615517_01","Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","615513","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","M. L. Kawasaki","G. G. Hatschbach","18182","1967","12","27","Brazil","Paraná","Campina Grande do Sul","Sitio do Belizario","-49.0553","-25.3058",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=46518' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615513","NY00615513_01","Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","615512","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","C. M. D. E. Legrand","G. G. Hatschbach","28644","1972","01","13","Brazil","Paraná","Morretes","Estr. Graciosa, Vista Lacerda","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=46524' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615512","NY00615512_01","Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","615514","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","M. L. Kawasaki","A. M. Lino","125","1972","10","03","Brazil","Espírito Santo",NA,"Reserva Florestal de Linhares - CVRD, Proximo Estra X 1 Talhao 506",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=46516' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615514","NY00615514_01","Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","615511","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","G. G. Hatschbach","G. G. Hatschbach","41855","1978","12","26","Brazil","Paraná","Rio Branco do Sul","Itarerama","-49.3142","-25.1903",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=46525' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615511","NY00615511_01","Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","615510","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","C. M. D. E. Legrand","G. G. Hatschbach","18579","1968","02","08","Brazil","Paraná","Campina Grande do Sul","Sitio do Belizario","-49.0553","-25.3058",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=46522' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615510","NY00615510_01","Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-13 09:20:23-03","UFRJ","RFA","9248","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","D. Legrand","G.G. Hatschbach","18579","1968","02","08","Brasil","Paraná","Campina Grande do Sul","Sítio do Belizario","-49.0553016662598","-25.3055992126465",NA,NA,"1100","1100","Árvore de 20m, tronco de 35cm, flor alva","RFA28401",NA,NA,NA,NA,NA,NA,"1969","55154","auto",NA,NA,NA,NA,NA
"19","2020-11-13 09:20:23-03","UFRJ","RFA","12377","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","D. Legrand","G.G. Hatschbach","18182","1967","12","27","Brasil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,"1100","1100","Arvoreta de 7 m de altura; tronco de 15 cm; flor alva","RFA11628",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"20","2020-02-08 10:06:42-03","NBC","NL-BOTANY","L.2521787","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand",NA,"Hatschbach GG",NA,"1962","12","16","Brazil",NA,NA,"Est Parana, Mun Campina Grande do Sul, Jaguatirica.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2521787 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2521787","NL-L2521787",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"21","2020-02-08 10:06:42-03","NBC","NL-BOTANY","L.2521788","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand",NA,"Hatschbach GG",NA,"1968","02","08","Brazil",NA,NA,"Sitio de Belizario (mun. Campine Gde. Sul Parana).",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2521788 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2521788","NL-L2521788",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"22","2020-02-08 10:06:42-03","NBC","NL-BOTANY","L.2521789","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand",NA,"Hatschbach GG",NA,"1967","12","27","Brazil",NA,NA,"Est Parana, Mun Campina Grande Sul, Sitio do Belizario.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2521789 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2521789","NL-L2521789",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"23","2020-02-08 10:06:42-03","NBC","NL-BOTANY","L.2521790","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand",NA,"Reitz R; Klein RM",NA,"1958","12","17","Brazil",NA,NA,"Plantas de Santa Catarina, Vargem Grande, Lauro Müller.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2521790 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2521790","NL-L2521790",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"24","2020-02-08 10:06:42-03","NBC","NL-BOTANY","L.2521791","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand",NA,"Reitz R; Klein RM",NA,"1959","04","24","Brazil",NA,NA,"Plantas de Santa Catarina. Vargem Grande, Lauro Müller.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2521791 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2521791","NL-L2521791",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"25","2020-02-08 10:06:42-03","NBC","NL-BOTANY","U.1450939","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand",NA,"Hatschbach GG",NA,"1963","01","20","Brazil",NA,NA,"Parana, Campina Gde. Sul, Serra do Espia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1450939 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1450939","NL-U1450939",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 10:06:42-03","NBC","NL-BOTANY","WAG.1116029","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand",NA,"Hatschbach GG",NA,"1978","12","26","Brazil",NA,NA,"Itarerama (mun. Rio Branco do Sul) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1116029 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1116029","NL-WAG1116029",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-11-04 11:14:49-03","ESALQ","ESA","4712","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aff. reitzii","Myrcia aff. reitzii","(D.Legrand) Mazine","Santos, M.F.","Catharino, E.L.M. ; Jaramillo, C.B.J.","538.0","1985","12","11","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"ESA004712",NA,"Magnoliophyta",NA,NA,NA,NA,"2019","55628","auto",NA,NA,NA,NA,NA
"28","2020-11-04 11:14:57-03","ESALQ","ESA","77143","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","Santos, M.F.","Silva, J.M. et al.","3358.0","2001","03","23","Brasil","Paraná","Tunas do Paraná",NA,"-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,NA,"ESA077143",NA,"Magnoliophyta",NA,NA,NA,NA,"2019","41885","auto",NA,NA,NA,NA,NA
"29","2020-11-04 11:14:57-03","ESALQ","ESA","104494","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","Santos, M.F.","Aguiar, O.T.","1031.0","2002","03","14","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA104494",NA,"Magnoliophyta",NA,NA,NA,NA,"2019","27904","auto",NA,NA,NA,NA,NA
"30","2020-11-04 11:14:57-03","ESALQ","ESA","68116","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","Santos, M.F.","Moraes, P.L.R.","2317.0","2000","12","19","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA068116",NA,"Magnoliophyta",NA,NA,NA,NA,"2019","27904","auto",NA,NA,NA,NA,NA
"31","2020-11-04 11:14:57-03","ESALQ","ESA","14795","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","Santos, M.F.","Moraes, P.L.R. et al.","941.0","1994","04","23","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA014795",NA,"Magnoliophyta",NA,NA,NA,NA,"2019","27904","auto",NA,NA,NA,NA,NA
"32","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0032799","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand",NA,"A. C. Dias","9","1984","10","26","Brazil","Sao Paulo","Sete Barras","No specific.","-47.9167","-24.3833",NA,NA,NA,NA,"Coor from www.fallingrain.com/world; Arvore 5m altura; 15cm de diametro; flores caducas, cor crème.",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0032798","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","G. Hatschbach, 2001","J.M. Silva; E. Barbosa, E.F. Costa","3358","2001","2","23","Brazil","Parana","Tunas","Estrada de Pacas para o Parque das Lauraceas.","-49.1","-24.9667",NA,NA,NA,NA,"Coor from www.fallingrain.com/world; Arvore 15m, fruto imaturo.",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0032796","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","M. Sobral, 1998.","J.M. Silva; G. Hatschbach, D. Craik","2249","1997","11","17","Brazil","Parana","Piraquara","Estrada Piraquara a Roca Nova, km 4.","-49.0667","-25.4333",NA,NA,NA,NA,"Coor from www.fallingrain.com/world; Arvore, 6m, flor alva.",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0032795","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","G. Hatschbach, 1990","V. Nicolack; J.M. Silva","117","1990","1","16","Brazil","Parana","Morretes","Rec. Engo. Lacerda.","-48.8167","-25.4667",NA,NA,NA,NA,"Coor from www.fallingrain.com/world; Arvore 10m; flores alvas.",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0032797","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","M. Sobral, 1992.","G. Hatschbach; J.M. Silva","52152","1988","6","29","Brazil","Sao Paulo","Sete Barras","Base do Morro Anhangava.","-47.9167","-24.3833",NA,NA,NA,NA,"Coor from www.fallingrain.com/world; Arvore 15m, frutos maduros vermelhos, adocicados. Madeira rija.",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 14:40:10-03","UFJF","CESJ","39503","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","G. Hatschbach","J.M. Silva; et al.","3358","2001","03","23","Brasil","Paraná","Tunas do Paraná","Estrada de Pacas para o Parque das Lauráceas","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,NA,"CESJ039503",NA,"Angiosperma",NA,NA,"América do Sul",NA,"2001","41885","auto",NA,NA,NA,NA,NA
"38","2021-04-07 11:46:37-03","UFMS","CGMS","66527","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine",NA,"G. Hatschbach; E. Moreira","10169","1962","11","24","Brasil","Paraná","Paranaguá","Sítio do Meio.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Flor alva. Coordenadas geográficas: -25.5200004577637 -48.5092010498047 Habitat: Mata pluvial da planície litorânea. Habito: Arvoreta, 10,00 m de altura.","CGMS1099488",NA,NA,NA,NA,NA,NA,"2021","24916","auto",NA,NA,NA,NA,NA
"39","2021-03-01 16:36:44-03","UNICAMP","UEC","75868","S","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","Santos, MF","Godoy, SAP; Pereira, DL; Ferreira, GMP; Garcia, RJF; Sordi, SJ","469","1995","04","19","Brazil","São Paulo","Palheireiros","Camping Ana Paula.","-46.774444","-23.9","-46.774444","-23.9",NA,NA,"Árvore ca 12,0 m alt., DAP 0,35 m. Frutos negros.; Brejo.","UEC008178","UEC008178","Magnoliopsida",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:36:44-03","UNICAMP","UEC","200160","S","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","Meireles, LD","Padgurschi, MCG; Belinello, R","M1597","2009",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","990","1045","Parcela M - Projeto Biota-FAPESP. Árvore com 9 metros de altura. Frequência da espécie na parcela: n=2","UEC177745","UEC177745","Magnoliopsida",NA,NA,NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:36:44-03","UNICAMP","UEC","11985","S","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","Hatschbach, G","Hatschbach, G","41855","1978","12","26","Brazil","Paraná","Rio Branco do Sul","Itarerama.","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,"àrvore 15m, flores alvas, mata.","UEC033224","UEC033224","Magnoliopsida",NA,NA,NA,NA,"1979","37352","auto",NA,"02",NA,NA,NA
"42","2020-12-09 14:47:02-03","FURB","FURB","13635","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","Sobral, M","Verdi, M.; Hasckel, R.P. & Klemz, G.","2372","2009","06","17","Brasil","Santa Catarina","Anitápolis","Rio do Meio.","-49.23","-27.9","-49.2300000","-27.9000000","602","602","Fito IFFSC 221/L/16 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea; Fruto verde;","FURB32954","FURB32954",NA,NA,NA,NA,NA,"2009",NA,NA,NA,"07","17",NA,NA
"43","2020-12-09 14:47:02-03","FURB","FURB","30114","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","Sobral, M","Korte, A.; Kniess, A.","2759","2010","04","14","Brasil","Santa Catarina","José Boiteux","Rio Laeisz.","-49.5886111","-26.9119444","-49.5886111","-26.9119444","823","823","Florística IFFSC 688 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; Fruto roxo;","FURB32955","FURB32955",NA,NA,NA,NA,NA,"2010",NA,NA,NA,"08","15",NA,NA
"44","2020-12-09 14:47:02-03","FURB","FURB","44472","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","Maçaneiro, JP","Maçaneiro, J.P.; Seubert, R.C.","76","2014","01","09","Brasil","Santa Catarina","Itapoá","Próximo ao Rio Saí Mirim.","-48.625","-26.0866666","-48.6250000","-26.0866666","18","18",NA,"FURB32956","FURB32956",NA,NA,NA,NA,NA,"2014",NA,NA,NA,"01",NA,NA,NA
"45","2020-12-09 14:47:02-03","FURB","FURB","49281","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","Oliveira, AA de","Oliveira, A.A. de","2867","2015","12","15","Brasil","Santa Catarina","Itaiópolis","Barra das Pombas.","-49.9466666","-26.5494444","-49.9466666","-26.5494444","747","747",NA,"FURB49281","FURB49281",NA,NA,NA,NA,NA,"2015",NA,NA,NA,"12","15",NA,NA
"46","2020-12-09 14:47:02-03","FURB","FURB","61809","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","Brotto, M.L.","Barboza. E.","4592","2017","04","19","Brasil","Paraná","Adrianópolis","Estrada de Pacas ao Parque das Lauráceaes, Berneck.","-48.7269445","-24.8547222","-48.7269445","-24.8547222",NA,NA,"Árvore com 12m de altutra; frutos verdes. Floresta Ombrófila Densa Montana","FURB61809","FURB61809",NA,NA,NA,NA,NA,"2017",NA,NA,NA,"05","25",NA,NA
"47","2020-10-14 10:03:36-03","FURB","FURB","46818","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","Lima, D.F.; Lannoy, L.C.","Bonaldi, R.A.","781","2013","11","02","Brasil","Paraná","Paranaguá","Floresta do Palmito.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Habitat: Floresta Ombrófila Densa de Terras Baixas; Habito: arvoreta;","FURB33089","FURB33089",NA,NA,NA,NA,NA,"2018","24916","auto",NA,"07","12",NA,NA
"48","2020-12-09 14:47:02-03","FURB","FURB","2969","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","Sobral, M","Silva, J.M.; Hatschbach, G. & Craik, D.","2249","1997","11","17","Brasil","Paraná","Piraquara","Estrada Piraquara a Roça Nova, km4.","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"FURB02493","FURB02493",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
