"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","typeStatus","class","infraspecificEpithet","relatedCatalogItem","fieldNumber","individualCount","sex"
"12","2021-03-15 16:37:00-03","NY","NYBG","00862394","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","X. Cornejo",NA,NA,NA,"W. W. Thomas","13933","2004","02","07","Brazil","Bahia","Mun. Poçoes","Fazenda Boa Esperança (owner Alberto Santos Vitoria), 7 km from Poções on road to Duas Vendas, Fazenda house and grounds.","-40.3596111","-14.5972778",NA,NA,"875","925","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=797464' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862394","NY00862394_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1550355","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"G. Jönsson","698a","1914","07","20","Brazil","Paraná",NA,"Porto de Cima, in silva prim.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816437' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550355","NY01550355_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1550342","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","P. G. Delprete",NA,NA,NA,"R. S. Pinheiro","376","1967","11","08","Brazil","Bahia","Itapebi","Rod. p/ Sta. Maria Eterna.","-39.5339","-15.9508",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816419' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550342","NY01550342_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1550369","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"G. G. Hatschbach","20125","1968","10","24","Brazil","Paraná","Paranaguá","Rio Cambará","-48.5092","-25.5203",NA,NA,"50","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816482' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550369","NY01550369_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","949008","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","P. G. Delprete",NA,NA,NA,"R. de Castro","81","2001","01","24","Brazil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9672","-21.4597",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022852' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949008","NY00949008_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1550350","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","C. M. Taylor",NA,NA,NA,"L. R. Noblick","3377","1984","06","09","Brazil","Bahia","Feira de Santana","Faz. Boa Vista, Serra de S. José","-38.97","-12.25",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816431' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550350","NY01550350_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1550371","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"R. Reitz","7197","1958","09","20","Brazil","Santa Catarina","Lauro Muller","Pinhal da Companhia, Lauro-Muller-Urussanga","-49.3967","-28.3931",NA,NA,"300",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816484' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550371","NY01550371_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1550353","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","M. R. de V. Barbosa",NA,NA,NA,"P. E. Gibbs","3250","1976","10","26","Brazil","São Paulo",NA,"Ca. 50km S de Itapetininga, estrada de Registro..Reserva Florestal de Carlos Botelho.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816435' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550353","NY01550353_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","949007","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","P. G. Delprete",NA,NA,NA,"A. Salino","4093","1998","03","21","Brazil","Minas Gerais",NA,"Muriaé, as margens do rio Glória, na Floresta Ciliar da área de captação de água do DEMAE.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022851' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949007","NY00949007_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1279936","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","M. Gomes",NA,NA,NA,"G. Martinelli","10279","1984","11","08","Brazil","Rio de Janeiro","Magé","III° Distrito, Paraiso, Centro de Primatologia do RJ, mata das margens do Rio Paraiso.","-43.0406","-22.6531",NA,NA,"150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1514634' target='other'> <mi>dwc_moreinfo</mi></a>","NY01279936","NY01279936_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02710376","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"M. Gomes","1124","2015","12","02","Brazil","Rio de Janeiro","Rio de Janeiro","Floresta da Tijuca, próximo à estrada Dona Castorina à altura da cachoeira.","-43.246111","-22.965556",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2995821' target='other'> <mi>dwc_moreinfo</mi></a>","NY02710376","NY02710376_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","799033","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","P. G. Delprete",NA,NA,NA,"R. Reitz","2622","1956","02","04","Brazil","Santa Catarina","Ibirama","Horto Floresta I. N. P., Ibirama","-49.5178","-27.0569",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=234818' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799033","NY00799033_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","949006","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","P. G. Delprete",NA,NA,NA,"A. Salino","4693","1999","05","28","Brazil","Minas Gerais",NA,"Pedra Azul, na região do Reservatório do Córrego Soberbo (COPASA).",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022849' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949006","NY00949006_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1550351","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","P. G. Delprete",NA,NA,NA,"L. Riedel","s.n.","1821",NA,NA,"Brazil","Rio de Janeiro",NA,"Mandiocca.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816433' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550351","NY01550351_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1550344","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"S. A. Mori","11105","1978","11","17","Brazil","Bahia","Maracás","Rod. BA-026, a 6 km a SW de Maracás. Folha SD-24 (14-40a).","-40.4306","-13.4411",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816423' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550344","NY01550344_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","396598","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","L. P. de Queiroz",NA,NA,NA,"L. P. de Queiroz","1003","1986","11","13","Brazil","Bahia","Feira de Santana","BA 052, 25 km NW de F. Santana. Faz. Retiro","-39.1881","-12.1667",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=234814' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396598","NY00396598_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","687078","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","L. T. Eiten",NA,NA,NA,"G. K. Gottsberger","12-191166","1966","11","19","Brazil","Rio de Janeiro",NA,"Praia de Joao Gago, on Sepetiba Bay, on road to Mangaratiba.","-43.98","-22.93",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=856496' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687078","NY00687078_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1550345","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"H. M. Curran","404","1918",NA,NA,"Brazil","Bahia",NA,"Trail - Jaquaquara to Pallado.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816424' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550345","NY01550345_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","396603","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","P. G. Delprete",NA,NA,NA,"L. Riedel","1054","1832","09",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=234823' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396603","NY00396603_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1550365","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","P. G. Delprete",NA,NA,NA,"G. G. Hatschbach","46834","1983","10","06","Brazil","Paraná","Antonina","Rio Faisqueira","-48.7117","-25.4286",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816478' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550365","NY01550365_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","416355","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","P. G. Delprete",NA,NA,NA,"W. W. Thomas","11138","1996","03","25","Brazil","Bahia","Itambé","37.5 km west of Itapetinga on BR 415 to Itambé.","-40.5747","-15.2647",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=234820' target='other'> <mi>dwc_moreinfo</mi></a>","NY00416355","NY00416355_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1550366","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"A. C. Cervi","2384","1986","10","03","Brazil","Paraná","Antonina","Reserva Biológica de Sapitanduva.","-48.72","-25.42",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816479' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550366","NY01550366_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01091782","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","C. M. Taylor",NA,NA,NA,"A. M. Amorim","2605","1998","11","07","Brazil","Bahia","Jussari","Rod. Jussari-Palmira, entrada ca. 7.5 km de Jussari, Fazenda Teimoso, RPPN Serra do Teimoso","-39.5286","-15.1581",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=329033' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091782","NY01091782_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1550343","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","P. G. Delprete",NA,NA,NA,"L. P. de Queiroz","3893","1994","04","28","Brazil","Bahia","Itaberaba","Fazenda Palmeiral, ca. 4 km da variante partindo da BR-242, esta a ca. 3 km W da Itaberaba","-40.3067","-12.5278",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816420' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550343","NY01550343_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1550373","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"R. Reitz","3622","1956","09","06","Brazil","Santa Catarina","Palhoça","Piloes, Palhoça","-48.694057","-27.77489",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816486' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550373","NY01550373_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1550340","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"R. de Lemos Fróes","19957","1942","10",NA,"Brazil","Bahia",NA,"Entre Areia e Olivença",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816375' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550340","NY01550340_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1550341","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","P. G. Delprete",NA,NA,NA,"R. S. Pinheiro","1983","1972","10","04","Brazil","Bahia",NA,"Rod. entre Jaguaquara e Apuerema. Km 2 a 8. Pastaria.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816416' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550341","NY01550341_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","396602","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"M. M. T. Rosa",NA,"1982","10","16","Brazil","Rio de Janeiro","Bom Jesus de Itabapoana","Fazenda Sao Jorge",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=234825' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396602","NY00396602_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1550368","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"G. G. Hatschbach","38970","1975","10","01","Brazil","Paraná","Antonina","Rio Pequeno","-48.7117","-25.4286",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816481' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550368","NY01550368_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1550357","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","P. G. Delprete",NA,NA,NA,"A. F. M. Glaziou","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Reçu le 10 Janvier 1878. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816459' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550357","NY01550357_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1550347","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","H. N. Moldenke",NA,NA,NA,"F. C. Hoehne","3107","1923","10","23","Brazil","São Paulo",NA,"Piassaguéra","-46.387953","-23.873871",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816427' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550347","NY01550347_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1550374","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"R. Reitz","3663","1950","09","14","Brazil","Santa Catarina","Brusque","Sta. Luzia, Brusque","-48.9172","-27.0983",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816487' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550374","NY01550374_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01873545","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","J. G. Jardim",NA,NA,NA,"W. W. Thomas","13726","2004","01","31","Brazil","Minas Gerais","Salto da Divisa","Estação Repetidora de Salto da Divisa, 1.9 km S of road from Salto da Divisa to Itajimirim, 7.1 km E of Salto da Divisa.","-39.9214","-16.0286",NA,NA,"495","495","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796951' target='other'> <mi>dwc_moreinfo</mi></a>","NY01873545","NY01873545_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
