"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","order","infraspecificEpithet","continentOcean","preparationType","class","typeStatus","relatedCatalogItem","relationshipType","individualCount","fieldNumber","previousCatalogNumber"
"11","2021-04-05 14:33:42-03","UNESC","CRI","15327","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Isadora Zapelini & José T. Pires","Isadora Zapelini & José T. Pires","2020","08","07","Brasil","Santa Catarina","Criciúma","Campus UNESC","-49.409722","-28.705278","49º24'35''W","28º42'19''S","40","40","Habito: Arbóreo","CRI014744",NA,NA,"2020","09","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:25:34-03","UNESC","CRI","5114","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","V. C. Zanette","Vanilde Citadini Zanette; V. Boff","1996","03","13","Brasil","Santa Catarina","Lauro Muller","Rio Rocinha.","-49.396944","-28.393333","49º23'49''W","28º23'36''S",NA,NA,"Habito: arbórea","CRI004591","CRI004591","2267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:33-03","UNESC","CRI","11066","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","S. Dreveck","S. Dreveck; F.E. Carneiro","2009","11","26","Brasil","Santa Catarina","Joinville","Com floresta.","-48.845833","-26.305","48º50'45''W","26º18'18''S","822","822","Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa Habitat: beira de rio Habito: arvoreta","CRI004580","CRI004580","144","2009","11","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:34-03","UNESC","CRI","587","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Vanilde Citadini-Zanette","V. Citadini-Zanette; J. J. Zoche & A. J. de Aguiar","1990","08","15","Brasil","Santa Catarina","Orleans","Rio Novo","-49.285278","-28.368333","49º17'7''W","28º22'6''S",NA,NA,"Habito: Arbóreo","CRI013822",NA,NA,"1990","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:33:42-03","UNESC","CRI","8819","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Robson dos Santos","Jacira; Robson dos Santos","1998","10","15","Brasil","Santa Catarina","Criciúma","Parque Ecológico Municipal José Milanese.","-49.431944","-28.69","49º25'55''W","28º41'24''S","58","58",NA,"CRI004603","CRI004603",NA,"1998","10","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:33:42-03","UNESC","CRI","8017","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Vanilde Citadini- Zanette","Beatriz Wessler; Bruna Alberton","2007","08","22","Brasil","Santa Catarina","Içara","SANTEC Resíduos.","-49.300278","-28.713889","49º18'1''W","28º42'50''S","52","52",NA,"CRI004602","CRI004602",NA,"2007","08","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:25:34-03","UNESC","CRI","2108","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","R. M. Klein","V. Mahl","1979","10","10","Brasil","Rio Grande do Sul","Tenente Portela","Prque do Turvo.","-53.758611","-27.371667","53º45'31''W","27º22'18''S",NA,NA,"Habitat: mata Habito: arbórea","CRI004596","CRI004596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:33:42-03","UNESC","CRI","2107","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","R. M. Klein","Evaristo Vouelo","1979","10","11","Brasil","Rio Grande do Sul","Nonoai","Parque Floresta Estadual do Nonoai.","-52.771667","-27.362222","52º46'18''W","27º21'44''S","585","585","Habitat: mata Habito: arbórea","CRI004594","CRI004594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:25:33-03","UNESC","CRI","14258","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Stival-Santos, A","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","10","28","Brasil","Santa Catarina","Guabiruba","Aymoré. Aymoré.","-49.049444","-27.09","49º2'58''W","27º5'24''S","256","256","Florística IFFSC 579 (Arbórea) Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado; entorno do fragmento próximo a pastagem Habito: árvore; flor amarela","CRI013375","CRI013375","1077","2009","10","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:25:34-03","UNESC","CRI","665","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Vanilde Citadini- Zanette","Vanilde Citadini-Zanette; Aurélio José de Aguiar & Alcides da Silveira","1991","04","11","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI004588","CRI004588","1015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:25:34-03","UNESC","CRI","607","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Vanilde Citadini- Zanette","Vanilde Citadini-Zanette; Jairo José Zocche & Aurélio José de Aguiar","1990","10","24","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI004595","CRI004595_1 CRI004595_2","957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:33:42-03","UNESC","CRI","908","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","V. C. Zanette","Vanilde Citadini Zanette; F. M. Bastos","1987","12","21","Brasil","Santa Catarina","Turvo",NA,"-49.679444","-28.926667","49º40'46''W","28º55'36''S","30","30",NA,"CRI004572","CRI004572","799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:25:34-03","UNESC","CRI","6540","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Renata Teixeira","Renata Teixeira","1999","10","10","Brasil","Rio Grande do Sul","Torres",NA,"-49.726944","-29.335278","49º43'37''W","29º20'7''S",NA,NA,"Habitat: mata Habito: arbórea","CRI001780","CRI001780",NA,"1999","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:33:42-03","UNESC","CRI","7876","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Vanilde Citadini- Zanette","Jean Gabriel Cemin","2007","09","28","Brasil","Santa Catarina","Turvo",NA,"-49.679444","-28.926667","49º40'46''W","28º55'36''S","30","30",NA,"CRI004578","CRI004578",NA,"2008","04","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:33:42-03","UNESC","CRI","6629","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","R. M. Klein","Evaristo Vouelo","1979","10","11","Brasil","Rio Grande do Sul","Nonoai","Parque Florestal Estadual do Nonoai.","-52.771667","-27.362222","52º46'18''W","27º21'44''S","585","585","Habito: arbórea","CRI004587","CRI004587","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-05 14:33:42-03","UNESC","CRI","4583","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","V. C. Zanette","Zenaide P. Topanotti","1995","10","26","Brasil","Santa Catarina","Criciúma","Atrás do CIS.","-49.37","-28.678056","49º22'12''W","28º40'41''S","58","58","Habito: arbustiva","CRI004593","CRI004593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-05 14:33:42-03","UNESC","CRI","11333","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Guilherme Alves Elias","Gabriel Waterkemper Girardi; Guilherme Alves Elias, Peterson Teodoro Padilha e Renato Colares Pereira","2015","09","08","Brasil","Santa Catarina","Criciúma","Parque Ecológico Municipal José Milanese.","-49.431944","-28.69","49º25'55''W","28º41'24''S","58","58",NA,"CRI004581","CRI004581",NA,"2015","09","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-05 14:33:42-03","UNESC","CRI","2104","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","T. D. Pennington","R. Reitz; R. M. Klein","1958","07","12","Brasil","Santa Catarina","Lauro Muller",NA,"-49.395833","-28.391667","49º23'45''W","28º23'30''S",NA,NA,NA,"CRI004579","CRI004579",NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-05 14:25:34-03","UNESC","CRI","9240","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.",NA,"Birgit Harter Marques; Ricardo Vicente","2007","04","29","Brasil","Santa Catarina","Siderópolis","Malha Leste II.","-49.425278","-28.598889","49º25'31''W","28º35'56''S",NA,NA,NA,"CRI004574","CRI004574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-05 14:25:34-03","UNESC","CRI","635","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Vanilde Citadini- Zanette","Vanilde Citadini-Zanette; Aurélio José de Aguiar","1990","11","14","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI004573","CRI004573","985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-05 14:25:33-03","UNESC","CRI","14238","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Verdi, M","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","02","18","Brasil","Santa Catarina","Tunápolis","Raigão. Raigão.","-53.685556","-26.956389","53º41'8''W","26º57'23''S","380","380","Florística IFFSC 2510 (Arbórea) Habitat: Floresta Estacional Decidual; Habito: arbórea; Fruto verde;","CRI013376","CRI013376","1671","2009","02","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-05 14:33:42-03","UNESC","CRI","1637","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","V. C. Zanette","V. Citadini-Zanette; C. M. Martinello & C. E. Dário","1993","03","02","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.291667","-28.359444","49º17'30''W","28º21'34''S","110","110","Habito: arbórea","CRI004592","CRI004592","1571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-05 14:33:42-03","UNESC","CRI","11703","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.",NA,"Anderson Zilli Kruger","2002","11","15","Brasil","Santa Catarina","Praia Grande","Rio do Boi, PIC III.","-49.952778","-29.198611","49º57'10''W","29º11'55''S",NA,NA,NA,"CRI008677","CRI008677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-05 14:33:42-03","UNESC","CRI","6344","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","J. Silvano","Jacira Silvano; R. dos Santos","1998","10","16","Brasil","Santa Catarina","Criciúma","Bairro Mina União.","-49.431944","-28.69","49º25'55''W","28º41'24''S","58","58","Habito: arbórea","CRI004600","CRI004600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-05 14:25:33-03","UNESC","CRI","12756","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Aline Votri Guislon & Renato colares","Alexandre Medeiros","2017","06","08","Brasil","Santa Catarina","Balneário Camboriú","PINHONAT","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"Coleta 471. Fruto vermelho. Habito: Arbóreo","CRI011020",NA,NA,"2017","09","18","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","390540","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana canjerana","(Vell.) Mart.","T. D. Pennington","J. N. Rose","1915","07",NA,"Brazil","Rio de Janeiro","Itatiaia","Vicinity of Itatiaia","-44.5631","-22.4961",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=596860' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390540","NY00390540_01","20597",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","canjerana","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","390534","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana canjerana","(Vell.) Mart.","T. D. Pennington","A. P. Duarte","1950","11","30","Brazil","Santa Catarina","Palhoça","Reserva Florestal dos Piloes","-48.6678","-27.6456",NA,NA,"260","260","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=596858' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390534","NY00390534_01","3193",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","canjerana","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00841349","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana polytricha","(A.Juss.) T.D.Penn.","J. R. Pirani","L. Riedel","1824","10",NA,"Brazil",NA,NA,"Prope St. Luzia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=925289' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841349","NY00841349_01","s.n.",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","polytricha","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","390499","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana canjerana","(Vell.) Mart.","T. D. Pennington","R. Reitz","1956","10","25","Brazil","Santa Catarina","Palhoça","Piloes, Palhoça","-48.694057","-27.77489",NA,NA,"150","150","Lenho na xiloteca <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=596871' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390499","NY00390499_01","3968",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","canjerana","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","390510","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana canjerana","(Vell.) Mart.","T. D. Pennington","P. K. H. Dusén","1915","11","09","Brazil","Paraná","Jaguariaíva","Jacareí","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=596849' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390510","NY00390510_01",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","canjerana","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"41","2016-09-29 15:45:00-03","NY","NYBG","192417","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana canjerana","(Vell.) Mart.",NA,"S. Shakaim","1985","09","18","Ecuador","Morona-Santiago",NA,"Los centros Shuares Nayanmak, Yantsas y Chumpias, cerca Bomboiza- Centro Chumpias","-78.551909","-3.45665",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=596883' target='other'> <mi>dwc_moreinfo</mi></a>","NY00192417",NA,"24",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","canjerana","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00841369","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana polytricha","(A.Juss.) T.D.Penn.","T. D. Pennington","J. E. B. Warming","1863","11","17","Brazil",NA,NA,"Ad Lagoa Santa",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=925422' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841369","NY00841369_01","s.n.",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","polytricha","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00841393","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana canjerana","(Vell.) Mart.","T. D. Pennington","J. F. Ramos","1966","07","18","Brazil","Distrito Federal","Brasília","Fazenda Vargem Bonita, ca. 10 km S. of Brasília","-47.9167","-15.87367",NA,NA,"900","1150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=925711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841393","NY00841393_01","6671",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","canjerana","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","390528","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana canjerana","(Vell.) Mart.",NA,"M. de J. Robim","1985","09","21","Brazil","São Paulo","Campos do Jordao","P. E. Campos do Jordao, Instituto Florestal, S. P., Brasil","-45.454379","-22.673246",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=596892' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390528","NY00390528_01","344",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","canjerana","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00841372","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana polytricha","(A.Juss.) T.D.Penn.","T. D. Pennington","L. O. Williams","1945","09","04","Brazil","Minas Gerais","Belo Horizonte","Morro das Pedras","-43.9378","-19.9208",NA,NA,"1000","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=925431' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841372","NY00841372_01","7483",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","polytricha","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","00841391","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana canjerana","(Vell.) Mart.","T. D. Pennington","Y. E. J. Mexia","1930","10","17","Brazil","Minas Gerais","Viçosa","Viçosa. Fazenda do Deserto","-42.8817","-20.7542",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=925677' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841391","NY00841391_01","5192",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","canjerana","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","1183861","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.",NA,"S. de V. A. Pessôa","2005","05","19","Brazil","Rio de Janeiro","Silva Jardim","Fazenda Santa Helena Remanescente. Area FSH 430.","-42.3478","-22.5308",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1457537' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183861","NY01183861_01","1104",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","2063270","PreservedSpecimen","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.",NA,"E. J. Lucas","2006","11","16","Brazil","São Paulo","Cunha","Parque Estadual da Serra do Mar, estrada municipal, ca. de 5 km da sede","-45.03608","-23.25261",NA,NA,"1024",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2364919' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063270","NY02063270_01","329",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
