"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","typeStatus","relatedCatalogItem"
"11","2020-12-20 21:19:34-03","UFV","VIC","040122","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino et T.E.Almeida","Pereira, J.B.S.; et al.","128","2007","12","17",NA,"Brasil","Paraná","Campina Grande do Sul","Parque Estadual Pico do Paraná, Pico Caratuva.","-49.0553016662598","-25.3055992126465",NA,NA,NA,"Próximo a córrego,interior de mata. Floresta Ombrófila densa altamontana.","VIC040122","VIC040122",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA
"12","2020-12-20 21:19:34-03","UFV","VIC","040123","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino et T.E.Almeida","Pereira, J.B.S.; et al.","445","2009","02","08",NA,"Brasil","Paraná","Campina Grande do Sul","Parque Estadual Pico do Paraná, Morro Camapuã.","-49.0553016662598","-25.3055992126465",NA,NA,NA,"Terrícola de interior de ata,próximo a córrego.","VIC040123","VIC040123 VIC040123_1 VIC040123_2 VIC040123_3",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA
"13","2020-10-14 10:06:54-03","FURB","FURB","44851","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E.Almeida","Salino, A.; Almeida, T.E.","14805","2010","04","11",NA,"Brasil","Paraná","Agudos do Sul","estrada que vai para Tijucas do Sul; entrada para silvicultura.","-49.2794445","-25.9875","834","834",NA,"caule ereto; prensado em álcool Habitat: Floresta Ombrófila Mista; interior de floresta, próximo a estrada Habito: erva terrestre;","FURB12004","FURB12004","Salino, A","2010","04","11",NA,NA,"-49.2794445","-25.9875000",NA,NA
"14","2021-03-16 17:56:58-03","UCS","HUCS","49391","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Caxambu, M.G.","8172","2018","04","13",NA,"Brasil","Paraná","Reserva do Iguaçu","Estação Ecológia Municipal Corredor das Águas","-51.838611","-25.950556","758","758",NA,"Relevo ondulado &nf;Doação HCF 25369.&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;; Erva touceira, ripária, ca. 1m, heliófita. Soros castanhos nas margens das frondes. Floresta Ombrófila Mista ALuvial","HUCS004364","HUCS004364 HUCS004364_01","Canestraro, B.K.","2018","09","10",NA,NA,"-51.838611","-25.950556",NA,NA
"15","2021-03-16 17:56:58-03","UCS","HUCS","40125","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Canestraro, B.K.","142","2011","07","12",NA,"Brasil","Paraná","Fazenda Rio Grande","Fazenda Experimental Gralha Azul","-49.3081016540527","-25.6574993133545",NA,NA,NA,"Terrícola. Floresta Ombrófila Mista","HUCS004370","HUCS004370","Canestraro, B.K.","2012",NA,NA,"12596","auto",NA,NA,NA,NA
"16","2019-10-09 21:10:53-03","UTFPR","HCF","25369","S","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","M.G. Caxambu","8172","2018","04","13",NA,"Brasil","PR","Reserva do Iguaçu","Estação Ecológica Municipal Francisco","-51.838611","-25.950556","758","758",NA,"erva entouceirada, ripária, ca. 1 m, heliófita. Soros castanhos nas margens das frondes.",NA,NA,"B.K. Canestraro","2018","09","10",NA,NA,"51°50'19 W","25°57'02 S",NA,NA
"17","2019-11-07 18:26:16-03","UTFPR","HCF","29601","S","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","M.E. Engels","6500","2018","12","18",NA,"Brasil","PR","Coronel Domingos Soares","Resgate de Flora da PCH Foz do Estrela,","-51.900833","-26.085","731","731",NA,"terrícola no subosque.",NA,NA,"M.E. Engels","2018","12","18",NA,NA,"51°54'03 W","26°05'06 S",NA,NA
"18","2020-12-21 16:46:17-03","MBM","MBM","416854","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Engels, M.E.; Meyer, T.A.; Meyer, T.A.","6500","2018","12","18","Southern America","Brazil","Paraná","Coronel Domingos Soares","Resgate de flora da PCH Foz do Estrela, Canteiro de Obras","-51.900833","-26.085","731","731",NA,"Terrícola.; Floresta Ombrófila Mista, no sub-bosque.","MBM416854","MBM416854","Engels, M.E.","2018","12","18",NA,NA,"-51.900833","-26.085",NA,NA
"19","2020-12-21 16:46:17-03","MBM","MBM","428895","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Lozano, E.D.; Jurhosa, O.A.; Jurhosa, O.A.","3682","2017","05","16","Southern America","Brazil","Paraná","Campo Largo","Bateias, LT 500kV Itatiba - Bateias","-49.506361","-25.375806",NA,NA,NA,"Terrícola, 70 cm, caule ereto, com gemas, interior da mata. Frequente.; Floresta Ombrófila Mista Montana.","MBM428895",NA,"Lozano, E.D.","2017",NA,NA,NA,NA,"-49.506361","-25.375806",NA,NA
"20","2020-12-21 16:46:17-03","MBM","MBM","429531","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Lozano, E.D.; Borges-Silva, D.B.; Pereira, F.N.; Canestraro, B.K.; Borges-Silva, D.B.; Pereira, F.N.; Canestraro, B.K.","4574","2019","11","27","Southern America","Brazil","Minas Gerais","Caldas","Estrada para a Pedra Branca","-46.385","-21.947889",NA,NA,NA,"Terrícola, caule ereto, 50 cm, com gemas na base das pinas, interior da mata.; Floresta Estacional Semidecidual Montana Ribeirinha.","MBM429531",NA,"Lozano, E.D.","2020",NA,NA,NA,NA,"-46.385","-21.947889",NA,NA
"21","2020-12-21 16:46:17-03","MBM","MBM","429593","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Canestraro, B.K.; Lozano, E.D.; Lozano, E.D.","860","2016","02","08","Southern America","Brazil","Paraná","Campina Grande do Sul","Parque Estadual do Pico Paraná, Trilha para morro Camapuã, base do morro","-49.0553016662598","-25.3055992126465",NA,NA,NA,"Terrícola, semiciófila, indivíduos agregados, gemas no ápice da fronde, caule ereto.; Floresta Ombrófila Densa.","MBM429593",NA,"Salino, A.; Canestraro, B.K.","2016","11",NA,"55154","auto",NA,NA,NA,NA
"22","2020-12-21 16:46:20-03","MBM","MBM","208869","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","araucariensis","Thelypteris araucariensis","Ponce","Dombrowski, L.T.; et al.; et al.","4519","1972","12","13","Southern America","Brazil","Paraná",NA,"Serra do Mar",NA,NA,NA,NA,NA,"Rupestre, interior da mata, abundante","MBM208869",NA,"Ponce, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:46:20-03","MBM","MBM","385350","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","araucariensis","Thelypteris araucariensis","Ponce","Michelon, C.; Lozano, E.D.; Lozano, E.D.","1530","2012","04","23",NA,"Brasil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556","520","750",NA,"Resgate de flora da UHE Mauá; Terrícola em barranco.; Beira de estrada.","MBM385350","MBM385350","Michelon, C.","2012","04","23",NA,NA,"-50.706944","-24.100556",NA,NA
"24","2020-12-21 16:46:20-03","MBM","MBM","425781","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","araucariensis","Thelypteris araucariensis","Ponce","Brade, A.C.","19714","1949","02","17","Southern America","Brazil","Paraná",NA,"Serra da Boa Esperança",NA,NA,"1100","1100",NA,"Terrestre.; Na mata.","MBM425781",NA,"Salino, A.","2014","12",NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:46:20-03","MBM","MBM","333029","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","araucariensis","Thelypteris araucariensis","Ponce","Matos, F.B.; et al.; et al.","854","2005","10","07","Southern America","Brazil","Paraná","Antonina","Reserva Natural Rio cachoeira (SPVS). Faisqueira.","-48.7118988037109","-25.4286003112793","15","15",NA,"Terrestre no interior da mata. gemas presentes próximo às pinas mais distais. Floresta Ombrófila Densa.","MBM333029","MBM333029","Ponce, M.","2006",NA,NA,"38300","auto",NA,NA,NA,NA
"26","2020-12-21 16:46:20-03","MBM","MBM","208868","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","araucariensis","Thelypteris araucariensis","Ponce","Dombrowski, L.T.","5069","1974","01","02","Southern America","Brazil","Paraná","Curitiba","Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Em barranco, interior da mata, frequente","MBM208868",NA,"Ponce, M.",NA,NA,NA,"25180","auto",NA,NA,NA,NA
"27","2020-12-21 16:46:20-03","MBM","MBM","208872","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","araucariensis","Thelypteris araucariensis","Ponce","Dombrowski, L.T.","5089","1974","01","12","Southern America","Brazil","Paraná","Curitiba","Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Interior de mata, em barranco, terrestre frequente","MBM208872",NA,"Ponce, M.",NA,NA,NA,"25180","auto",NA,NA,NA,NA
"28","2020-12-21 16:46:20-03","MBM","MBM","208873","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","araucariensis","Thelypteris araucariensis","Ponce","Dombrowski, L.T.","5093",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Interior de mata, em barranco, frequente","MBM208873",NA,"Ponce, M.",NA,NA,NA,"25180","auto",NA,NA,NA,NA
"29","2020-12-21 16:46:20-03","MBM","MBM","208870","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","araucariensis","Thelypteris araucariensis","Ponce","Dombrowski, L.T.; et al.; et al.","3451","1971","04","12","Southern America","Brazil","Paraná","Quatro Barras","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,"Terrestre, frequente, interior de mata","MBM208870",NA,"Ponce, M.",NA,NA,NA,"17116","auto",NA,NA,NA,NA
"30","2020-12-21 16:46:20-03","MBM","MBM","208871","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","araucariensis","Thelypteris araucariensis","Ponce","Dombrowski, L.T.","13371","1980","10","10","Southern America","Brazil","Paraná","Quatro Barras","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,"Interior da mata, terrestre, frequente","MBM208871",NA,"Ponce, M.",NA,NA,NA,"17116","auto",NA,NA,NA,NA
"31","2020-12-21 16:46:20-03","MBM","MBM","32815","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","araucariensis","Thelypteris araucariensis","Ponce","Hatschbach, G.","35718","1975","01","07","Southern America","Brazil","Paraná","São José dos Pinhais","Borda do Campo","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Terrícola, mata com Araucaria; Terrícola.; Mata com Araucaria.","MBM032815","MBM032815",NA,NA,NA,NA,"45291","auto",NA,NA,"HOLOTYPE",NA
"32","2020-12-21 16:46:20-03","MBM","MBM","386097","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","araucariensis","Thelypteris araucariensis","Ponce","Michelon, C.; et al.; et al.","1109","2011","05","18","Southern America","Brazil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625","870","870",NA,"Terrícola.; Beira de córrego. Floresta de galeria.","MBM386097","MBM386097","Michelon, C.","2011","05","26","56988","auto",NA,NA,NA,NA
"33","2020-12-21 16:46:20-03","MBM","MBM","233418","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","araucariensis","Thelypteris araucariensis","Ponce","Dombrowski, L.T.; et al.; et al.","3453","1971","04","12","Southern America","Brazil","Paraná","Quatro Barras","Quatro Barras, arredores","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM233418","MBM233418","Salino, A.",NA,NA,NA,"17116","auto",NA,NA,NA,NA
"34","2020-12-21 16:46:20-03","MBM","MBM","390828","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","araucariensis","Thelypteris araucariensis","Ponce","Ariati, V.; Czelusnik, B.H.; Czelusnik, B.H.","1017","2014","03",NA,"Southern America","Brazil","Rio Grande do Sul","São José dos Ausentes","Próximo a ponte da goiabeira","-50.0657997131348","-28.7483005523682",NA,NA,NA,"Terrícola.; Floresta Ombrófila Mista.","MBM390828","MBM390828","Michelon, C.","2014","05",NA,"42598","auto",NA,NA,NA,NA
"35","2020-09-29 14:53:48-03","UFPR","UPCB","69342","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Michelon, C.","487","2009","08","12",NA,"Brasil","Paraná","Piraquara","Parque Estadual Pico do Marumbi - Morro do Canal","-49.0633010864258","-25.4416999816895","930","930",NA,"Terrícola na base do morro..","UPCB0010227","UPCB0010227","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,"12577","auto",NA,NA,NA,NA
"36","2020-09-29 14:53:48-03","UFPR","UPCB","40809","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Kozera, C.","1405","1999","12","02",NA,"Brasil","Paraná","Curitiba","UFPR, Capão do campus da Escola de Floresta","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Terrícola, interior da floresta ombrófila mista. Capão com Araucária..","UPCB0010224","UPCB0010224","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,"25180","auto",NA,NA,NA,NA
"37","2020-09-29 14:53:48-03","UFPR","UPCB","56800","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Labiak, P.H.","3965","2007","06","28",NA,"Brasil","Paraná","Antonina","Reserva Natural do Cachoeira - SPVS - trilha do Neno","-48.656667","-25.366667","10","10",NA,"Terrestre, interior da mata, com gemas. Floresta Atlântica terras baixas e mangue.","UPCB0010228","UPCB0010228","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,NA,NA,"-48.656667","-25.366667",NA,NA
"38","2020-09-29 14:53:48-03","UFPR","UPCB","54259","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Schwartsburd, P.B.","103","2004","04","06",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50","-25.233333","100","100",NA,"Capão nativo entre Furnas e estrada do parque, interior da mata. Floresta ombrófila mista, entremeada por campos naturais, formações areníticas..","UPCB0010220","UPCB0010220","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,NA,NA,"-50","-25.233333",NA,NA
"39","2020-09-29 14:53:48-03","UFPR","UPCB","56810","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Labiak, P.H.","3976","2007","06","28",NA,"Brasil","Paraná","Antonina","Reserva Natural do Cachoeira - SPVS - trilha do Neno","-48.656667","-25.366667","10","10",NA,"Terrestre, interior da mata, com gemas Floresta Atlântica terras baixas e mangue.","UPCB0010217","UPCB0010217","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,NA,NA,"-48.656667","-25.366667",NA,NA
"40","2020-09-29 14:53:48-03","UFPR","UPCB","57052","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Matos, F.B.","854","2005","10","07",NA,"Brasil","Paraná","Antonina","Reserva Natural Rio Cachoeira (SPVS). Faisqueira.","-48.65","-25.316667","15","15",NA,"Terrestre no interior da mata. Gemas presentes próximo às pinas mais distais. Floresta Ombrófila Densa.","UPCB0010219","UPCB0010219","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,NA,NA,"-48.65","-25.316667",NA,NA
"41","2020-09-29 14:53:48-03","UFPR","UPCB","68073","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Pereira, J.B.S.","445","2009","02","08",NA,"Brasil","Paraná","Campina Grande do Sul","Parque Estadual Pico Paraná. Morro Camapuã","-48.866667","-25.25","1000","1100",NA,"Terrícola, inteior da mata, próximo a córrego..","UPCB0010235","UPCB0010235","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,NA,NA,"-48.866667","-25.25",NA,NA
"42","2020-09-29 14:53:48-03","UFPR","UPCB","68101","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Pereira, J.B.S.","482","2009","04","09",NA,"Brasil","Paraná","Campina Grande do Sul","Parque Estadual Pico Paraná. Morro Camapuã.","-48.833333","-25.25","1200","1400",NA,"Terrícola, interior da mata..","UPCB0010226","UPCB0010226","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,NA,NA,"-48.833333","-25.25",NA,NA
"43","2020-09-29 14:53:48-03","UFPR","UPCB","76315","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Mazziero, F.F.F.","1009","2012","04","29",NA,"Brasil","São Paulo","Iporanga/Apiaí","Parque Estadual Turístico do Alto Ribeira (PETAR). Núcleo Caboclos - Floresta Ombrófila Densa.","-48.693","-24.539",NA,NA,NA,"Terrícola. Crescia nos barrancos de estrada em local sombreado e úmido..","UPCB0010234","UPCB0010234","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,NA,NA,"-48.693","-24.539",NA,NA
"44","2020-09-29 14:53:48-03","UFPR","UPCB","76326","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Mazziero, F.F.F.","1018","2012","04","29",NA,"Brasil","São Paulo","Iporanga/Apiaí","Parque Estadual Turístico do Alto Ribeira (PETAR). Núcleo Caboclos - Floresta Ombrófila Densa.","-48.693","-24.539",NA,NA,NA,"Terrícola. Crescia nos barrancos de estrada em local sombreado e úmido..","UPCB0010233","UPCB0010233","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,NA,NA,"-48.693","-24.539",NA,NA
"45","2020-09-29 14:53:48-03","UFPR","UPCB","79231","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Mazziero, F.F.F. | Rosa, T.S. | Lima, C.S.","717","2011","11","04",NA,"Brasil","Paraná","Piraquara","Morro do Bruninho. Floresta Ombrófila Densa.","-48.983333","-25.533333",NA,NA,NA,"Terrícola. Crescendo na trilha em solo úmido e parcialmente ensolarado..","UPCB0010232","UPCB0010232","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,NA,NA,"-48.983333","-25.533333",NA,NA
"46","2020-09-29 14:53:48-03","UFPR","UPCB","65555","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Christenhusz, M.J.M.","4754","2008","02","14",NA,"Brasil","Paraná","Piraquara","Road to Mananciais-da-Serra (+/- 25 km from Curitiba), near Greder. Open forest on clayey slope with dominant undergrowth of Psychotria.","-49.666667","-25.516667","950","950",NA,"(Expedição científica CNPq Proc. EXC nº 030/07-CR)..","UPCB0010230","UPCB0010230","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,NA,NA,"-49.666667","-25.516667",NA,NA
"47","2020-09-29 14:53:48-03","UFPR","UPCB","54261","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Schwartsburd, P.B.","651","2005","01","25",NA,"Brasil","Paraná","São João do Triunfo","Fazenda Experimental da UFPR","-50.2971992492676","-25.6833000183105","85","85",NA,"Terrestre, frondes radiais, interior da mata. Floresta ombrófila mista..","UPCB0010218","UPCB0010218","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,"20512","auto",NA,NA,NA,NA
