"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","scientificNameAuthorship","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","individualCount","verbatimLongitude","verbatimLatitude"
"27","2020-09-12 05:00:02-03","US","US","1960001","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"J. R. Swallen","8842","1946","3","20","South America","Brazil","Paraná",NA,"On rocks, inwater in middle of river, Fazenda Capao Redondo, Guarapuava.",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"28","2020-09-12 05:00:02-03","US","US","2643697","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"L. Smith & R. M. Klein","15886","1971","12","18","South America","Brazil","Santa Catarina",NA,"Mun. São Joaquim: 19 km northeast of São Joaquim and 3 km north of Cruzeiro.",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"29","2020-09-12 05:00:02-03","US","US","2011901","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"-- Reitz","2503",NA,NA,NA,"South America","Brazil","Santa Catarina",NA,"Bom Retiro: Campo dos Padres.",NA,NA,"1900",NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"30","2020-09-12 05:00:02-03","US","US","2614704","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"L. Smith & R. Reitz","14226","1965","1","3","South America","Brazil","Santa Catarina",NA,"Mun. São Joaquim: Campo and crevices of ledge, summit of Morro da Igreja.","-49.47","-28.12","1680",NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"31","2020-09-12 05:00:02-03","US","US","2614705","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"L. Smith & R. Reitz","14285","1965","1","5","South America","Brazil","Santa Catarina",NA,"Mun. São Joaquim: brook, near Encruzilhada de Boava, 8 km south of São Joaquim.","-49.93","-28.33","1300",NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"32","2020-09-12 05:00:02-03","US","US","2770419","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"J. Mattos","8319-a","1960","1","21","South America","Brazil","Santa Catarina",NA,"S. Joaquim, Morro da Igreja Faz. Morriulios, campestre do Malacara.",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"33","2020-09-12 05:00:02-03","US","US","1911634","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"B. Rambo","35146","1947","1","10","South America","Brazil","Rio Grande do Sul",NA,"Bom Jesus, Fazenda Bernardo Velho. In rivulo ad rupes.",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"34","2020-09-12 05:00:02-03","US","US","1939656","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"B. Rambo","35146","1947","1","11","South America","Brazil","Rio Grande do Sul",NA,"Brasiliae australis. Bom Jesus. Fazenda Bernardo Velho. In rivulo ad rupes.",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"35","2020-09-12 05:00:02-03","US","US","2643700","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"L. Smith & R. M. Klein","15597","1971","12","2","South America","Brazil","Paraná",NA,"Field, Mun. Agua Doce: 22 km. south of Horizonte.",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"36","2020-09-12 05:00:02-03","US","US","2150689","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"B. Rambo","54717","1954","1","1","South America","Brazil","Rio Grande do Sul",NA,"Brasiliae australis. RGS, Faz. Englert p. S. F. de Paula. In rivo ad rupes.",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"37","2020-09-12 05:00:02-03","US","US","1935513","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"Rambo","36444","1948","1","28","South America","Brazil",NA,NA,"Cambará, 29S 50WG. In rivulo ad rupes.",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"38","2020-09-12 05:00:02-03","US","US","2380665","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"-- Reitz & Klein, --","7696","1958","12","9","South America","Brazil","Santa Catarina",NA,"Serra do Oratório, Bom Jardim, S. Joaquim. Beira dágua, campo.",NA,NA,"1400",NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"39","2020-09-12 05:00:02-03","US","US","2383961","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"-- Reitz & Klein, --","14563","1962","12","24","South America","Brazil","Santa Catarina",NA,"Urupema, São Joaquim. Matinha.",NA,NA,"1200",NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"40","2020-09-12 05:00:02-03","US","US","2152710","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"B. Rambo","44633","1949","12","3","South America","Brazil","Rio Grande do Sul",NA,"Vila Oliva, p. Caxias.",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"41","2020-09-12 05:00:02-03","US","US","2643699","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"L. Smith & R. M. Klein","15574","1971","12","2","South America","Brazil","Santa Catarina",NA,"Mun. Agua Doce: Santa Catarina-Paraná line, 2 km south of Horizonte.",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"42","2020-09-12 05:00:02-03","US","US","2643698","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"L. Smith & R. M. Klein","15899","1971","12","19","South America","Brazil","Santa Catarina",NA,"Mun. Lajes: 11 km northwest of Rio Lava Tudo.",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"43","2020-09-12 05:00:02-03","US","US","2383872","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"R. M. Klein","3596","1962","12","9","South America","Brazil","Santa Catarina",NA,"Matos Costa. Na água.",NA,NA,"1200",NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"44","2020-09-12 05:00:02-03","US","US","2380694","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"-- Reitz & Klein, --","8183","1959","1","13","South America","Brazil","Santa Catarina",NA,"Fazenda da Laranja, Bom Jardim, S. Joaquim. Banhado do campo.",NA,NA,"1400",NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"45","2020-09-12 05:00:02-03","US","US","2643701","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"L. Smith & R. M. Klein","15781","1971","12","14","South America","Brazil","Santa Catarina",NA,"Mun. Bom Jardim do Serra: at the head of the Rio do Rastro.",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"46","2020-09-12 05:00:02-03","US","US","1935538","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"B. Rambo","364460","1948","1","28","South America","Brazil","Paraná",NA,"Cambará. In silva umbrosa.",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"47","2020-09-12 05:00:02-03","US","US","2380676","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"-- Reitz & Klein, --","7805","1958","12","11","South America","Brazil","Santa Catarina",NA,"Curral Fslso, Bom Jardim, S. Joaquim. Beira rio.",NA,NA,"1500",NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"48","2020-09-12 05:00:02-03","US","US","2770418","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"J. Mattos","7310-a","1960","1","22","South America","Brazil","Santa Catarina",NA,"São Joaquim, Morro da Igreja.",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"49","2020-09-12 05:00:02-03","US","US","2150140","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"L. Smith & R. Reitz","5899","1952","2","27","South America","Brazil","Rio Grande do Sul",NA,"Mun. Aparados da Serra (Bom Jesús): Open rolling campo, Capella de São José.","-49.83","-28.75","1200",NA,NA,NA,NA,NA,"Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"50","2020-09-12 05:00:02-03","US","US","2433911","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"L. Smith & R. M. Klein","7811","1956","11","21","South America","Brazil","Santa Catarina",NA,"Mun. Bom Retiro: Campo between Fazenda Campo dos Padres and Fazenda Santo Antônio, Campo dos Padres.",NA,NA,"1400","1650",NA,NA,"US02695835","US02695835_01","Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"51","2020-09-12 05:00:02-03","US","US","2433903","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"L. Smith & R. Reitz","10174","1957","1","16","South America","Brazil","Santa Catarina",NA,"Bom Jardim da Serra: Mun. São Joaquim: Banks of RIo Capivaras, 3-7 km west of the Serra do Oratório.",NA,NA,"1200",NA,NA,NA,"US01248930","US01248930_01","Monocotyledonae","(Parodi) Rúgolo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"52","2020-09-02 16:36:18-03","Cenargen","CEN","3582","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi var. ramboi","J. F. M. Valls","José Francisco Montenegro Valls","1458","1971","01","26",NA,"Brasil","RS","SAO FRANCISCO DE PAULA","Cascata da Ronda.","-50.5835990905762","-29.4480991363525",NA,NA,"Exsicatas","Colhido para análise citológica.","CEN00003582","CEN00003582",NA,"(Parodi) Rúgolo","var. ramboi","2015","01",NA,"76715","auto",NA,"1",NA,NA
"53","2020-09-02 16:36:18-03","Cenargen","CEN","3595","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi var. ramboi","J. F. M. Valls","José Francisco Montenegro Valls","3170","1974","01","10",NA,"Brasil","SC","BOM JARDIM DA SERRA","Aparados da Serra do Rio Rastro, 11 km E de Bom Jardim.","-49.624698638916","-28.3369007110596",NA,NA,"Exsicatas","ICN N° 25230.","CEN00003595","CEN00003595",NA,"(Parodi) Rúgolo","var. ramboi","2015","01",NA,"32577","auto",NA,"1",NA,NA
"54","2020-09-02 16:36:18-03","Cenargen","CEN","3622","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi var. ramboi","J. F. M. Valls","José Francisco Montenegro Valls","3175","1974","01","10",NA,"Brasil","SC","BOM JARDIM DA SERRA","Aparados da Serra do Rio Rastro, 11km E de Bom Jardim.","-49.624698638916","-28.3369007110596",NA,NA,"Exsicatas","Doação do Herb. Depto. Bot. da U.F.R.G.S.","CEN00003622","CEN00003622",NA,"(Parodi) Rúgolo","var. ramboi","2015","01",NA,"32577","auto",NA,"1",NA,NA
