"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","scientificNameAuthorship","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","individualCount","verbatimLongitude","verbatimLatitude"
"106","2020-11-10 11:06:32-03","FEPAGRO","BLA","8459","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","ramboi","Agrostis ramboi","J. R. Swallen","Reitz","2503","1948","12","17",NA,"Brasil","Santa Catarina","Bom Retiro","Campo dos Padres","-49.489200592041","-27.7971992492676","1900","1900",NA,"Ex HBR 3416.Habitat: CatarinativaSanta","BLA008459",NA,NA,"Parodi",NA,"1949","01","01","35974","auto",NA,NA,NA,NA
"107","2021-04-08 09:32:00-03","FEPAGRO","BLA","8452","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","ramboi","Agrostis ramboi","A. Normann-Kämpf","L. B. Smith","7811","1956","11","21",NA,"Brasil","Santa Catarina","Bom Retiro","Campo entre Campo dos Padres e Santo Antônio","-49.489200592041","-27.7971992492676","1400","1400",NA,"Habitat: Onta speeo","BLA008452",NA,NA,"Parodi",NA,"1974","01","01","35974","auto",NA,NA,NA,NA
"108","2020-12-29 16:52:38-03","FEPAGRO","BLA","17580","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","ramboi","Agrostis ramboi var. pubescens",NA,"J. F. M. Valls","3162 b","1978","01","12",NA,"Brasil","Santa Catarina","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,NA,"Data de Coleta: 1974. TYPUS.","BLA017580","BLA017580",NA,"Kämpf","var. pubescens",NA,NA,NA,"48290","auto","Holotypus",NA,NA,NA
"109","2021-04-08 09:32:00-03","FEPAGRO","BLA","8453","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","ramboi","Agrostis ramboi","J. R. Swallen","Reitz & R. M. Klein","8183","1959","01","13",NA,"Brasil","Santa Catarina","São Joaquim","Estrada para Bom Jardim da Serra","-49.9317016601562","-28.2938995361328","1400","1400",NA,"Ex HBR 25173.Habitat: Banhado do campo","BLA008453",NA,NA,"Parodi",NA,"1961","01","01","48290","auto",NA,NA,NA,NA
"110","2021-03-22 16:23:17-03","FEPAGRO","BLA","7656","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","ramboi","Agrostis ramboi","A. Normann-Kämpf","A. Normann-Kämpf et alii",NA,"1972","02","18",NA,"Brasil","Santa Catarina","São Joaquim","Estrada para Lages - Km 50","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"BLA007656",NA,NA,"Parodi",NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA
"111","2021-03-22 16:23:17-03","FEPAGRO","BLA","8175","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","ramboi","Agrostis ramboi","A. Normann-Kämpf","J. R. Mattos","7454","1960","01","21",NA,"Brasil","Santa Catarina","São Joaquim","Morro da Igreja - Campestre do Malacara, na Fazenda Morrinhos.","-49.9317016601562","-28.2938995361328",NA,NA,NA,"Ex Herbário João Mattos 8468.Habitat: Em banhado","BLA008175",NA,NA,"Parodi",NA,"1973","03","14","48290","auto",NA,NA,NA,NA
"112","2021-02-18 17:08:51-03","FEPAGRO","BLA","8461","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi var. ramboi","A. Normann-Kämpf","R. M. Klein","3596","1962","12","09",NA,"Brasil","Santa Catarina","Matos Costa",NA,"-51.1483001708984","-26.4731006622314","1200","1200",NA,"Ex HBR 29711.Habitat: Na água","BLA008461",NA,NA,"(Parodi) Rúgolo","var. ramboi",NA,NA,NA,"17656","auto",NA,NA,NA,NA
"113","2021-02-18 17:08:51-03","FEPAGRO","BLA","8460","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi","J. R. Swallen","Reitz & R. M. Klein","14563","1962","12","24",NA,"Brasil","Santa Catarina","São Joaquim","Urupema","-49.9317016601562","-28.2938995361328","1200","1200",NA,"Ex HBR 29632.Habitat: Em matinho","BLA008460",NA,NA,"(Parodi) Rúgolo",NA,"1964","01","01","48290","auto",NA,NA,NA,NA
"114","2019-11-21 10:14:32-03","IBt","SP","318736","S","Plantae",NA,NA,"Poaceae","Agrostis","ramboi","Agrostis ramboi","Normann, A","Valls, JFM; Kornelius, E","1458","1981","01","26",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Cascata da Ronda","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"SP039971","SP039971",NA,"Parodi",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
"115","2019-11-21 10:14:59-03","IBt","SP","318762","S","Plantae",NA,NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi","Valls, J","Valls, J; Longhi, H; Barcellos, A","3170","1974","01","10",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Aparados da Serra do Rio Rastro, 11 km E de Bom Jardim","-49.624698638916","-28.3369007110596",NA,NA,NA,NA,"SP041596","SP041596",NA,"(Parodi) Rúgolo",NA,NA,NA,NA,"32577","auto",NA,NA,NA,NA
