"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","day","coordinatePrecision","geoFlag","yearIdentified","infraspecificEpithet","typeStatus","fieldNumber","monthIdentified","class","dayIdentified","verbatimLongitude","verbatimLatitude"
"15","2017-02-01 13:32:45-02","F","FMNH-SEEDPLANTS","V0225193F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Abutilon","venosum","Abutilon venosum",NA,"J. Cuatrecasas","13642","1940","9","South America","Colombia",NA,NA,"V0225193F","V0225193F_01",NA,NA,NA,NA,"-72.8667","3.8811","8",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"16","2019-01-25 15:42:20-02","IAC","IAC","29010","S","Plantae",NA,NA,"Malvaceae-8.Malvoideae","Abutilon","venosum","Abutilon venosum","Lem.","L.C. Bernacci; R. Pilati; O. Camargo & P.R.P. Andrade","391","1994","06",NA,"Brasil",NA,NA,NA,NA,"C. Takeuchi","São Paulo","Monte Alegre do Sul","IAC, Estação Experimental, área nativa","-46.668492","-22.694886","16",NA,NA,"2010",NA,NA,NA,"05",NA,"16","-46.668492","-22.694886"
"17","2019-01-25 15:42:20-02","IAC","IAC","47696","S","Plantae",NA,NA,"Malvaceae-8.Malvoideae","Abutilon","venosum","Abutilon venosum","Lem.","L.C. Bernacci","4261","2006","08",NA,"Brasil",NA,"Procedente de Monte Alegre do Sul - SP",NA,NA,"C. Takeuchi","São Paulo","Campinas","em cultivo doméstico","-47.0608","-22.9056","25",NA,NA,"2010",NA,NA,NA,"05",NA,"25","-47.0608","-22.9056"
"18","2017-09-11 17:10:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Abutilon","venosum","Abutilon venosum","K.Schum.","Sellow, F","836",NA,NA,"Southern America","Brazil",NA,NA,NA,"P12P3N0076",NA,NA,NA,"Habitat in Brasili australi loco haud accuratius addicto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2017-09-11 17:10:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Abutilon","venosum","Abutilon venosum brevicalyx","K.Schum.","Glaziou, AFM","14504",NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"loco haud accuratius addicto Brasiliae australioris",NA,NA,NA,NA,NA,NA,"brevicalyx",NA,NA,NA,NA,NA,NA,NA
"20","2017-09-11 17:10:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Abutilon","venosum","Abutilon venosum brevicalyx","K.Schum.","Müller, FJ","s.n.",NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,"Santa Catarina",NA,"in provincia S. Catharina prope Blumenau",NA,NA,NA,NA,NA,NA,"brevicalyx",NA,NA,NA,NA,NA,NA,NA
"21","2017-09-11 17:10:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Abutilon","venosum","Abutilon venosum brevicalyx","K.Schum.","Lofgren, A","86",NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,"São Paulo",NA,"in provincia S. Paulo prope capitalem",NA,NA,NA,NA,NA,NA,"brevicalyx",NA,NA,NA,NA,NA,NA,NA
"22","2017-09-11 17:10:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Abutilon","venosum","Abutilon venosum brevicalyx","K.Schum.","Müller, E","s.n.",NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,"Santa Catarina",NA,"in provincia S. Catharina prope Blumenau",NA,NA,NA,NA,NA,NA,"brevicalyx",NA,NA,NA,NA,NA,NA,NA
"23","2017-09-11 17:10:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Abutilon","venosum","Abutilon venosum lanatum","K.Schum.","Mendonça, CV","1050",NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"habitat in Brasilia australi loco haud accuratius addicto",NA,NA,NA,NA,NA,NA,"lanatum",NA,NA,NA,NA,NA,NA,NA
"24","2021-02-08 12:43:17-03","UFRGS","ICN","002922","S","Plantae","Dicotyledon",NA,"Malvaceae","Abutilon","venosum","Abutilon venosum","Lem.","Schultz, A","2922","1961","05","América do Sul","Brasil",NA,NA,NA,NA,"Steigleder, M","PR",NA,NA,NA,NA,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-05 09:51:55-03","IBt","SP","293487","S","Plantae",NA,NA,"Malvaceae","Abutilon","venosum","Abutilon venosum","Lem.","Barreto, KD; et al.","921","1993","07",NA,"Brasil",NA,NA,NA,NA,"Souza, VC; Capellari Jr, L","São Paulo","Piracicaba","Parque da ESALO","-47.625833","-22.7125","17",NA,NA,"1993",NA,NA,NA,"08",NA,"06","-47.625833","-22.7125"
"26","2020-07-23 10:20:56-03","IBt","SP","47928","S","Plantae",NA,NA,"Malvaceae","Abutilon","venosum","Abutilon venosum","Lem.","Kuhlmann, M","133","1942","12",NA,"Brasil",NA,NA,NA,NA,"Krapovickas, A","São Paulo","Amparo","Monte Alegre","-46.7599983215332","-22.7000007629395","17","18036","auto","1977",NA,NA,NA,"11",NA,NA,NA,NA
"27","2020-07-23 10:20:56-03","IBt","SP","56308","S","Plantae",NA,NA,"Malvaceae","Abutilon","venosum","Abutilon venosum","Lem.","Pires, AS","s.n.","1951","07",NA,"Brasil",NA,NA,NA,NA,"Hoehne, FC","São Paulo","Bragança Paulista",NA,"-46.5400009155273","-22.9500007629395","08","17597","auto","1951",NA,NA,NA,"12",NA,NA,NA,NA
"28","2020-07-23 10:20:56-03","IBt","SP","426939","S","Plantae",NA,NA,"Malvaceae","Abutilon","venosum","Abutilon venosum","Lem.","Bernacci, LC","4261","2006","08",NA,"Brasil",NA,NA,NA,NA,"Takeuchi, C","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303","25","23900","auto","2011",NA,NA,NA,"03",NA,"05",NA,NA
"29","2020-07-23 10:20:56-03","IBt","SP","310509","S","Plantae",NA,NA,"Malvaceae","Abutilon","venosum","Abutilon venosum","Lem.","Bernacci, LC; et al.","391","1994","06",NA,"Brasil",NA,NA,NA,NA,"Esteves, GL","São Paulo","Monte Alegre do Sul","E.E. Monte Alegre","-46.6800003051758","-22.6800003051758","16","11114","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-07-23 10:20:56-03","IBt","SP","49292","S","Plantae",NA,NA,"Malvaceae","Abutilon","venosum","Abutilon venosum","Lem.","Silberschmidt, KM","s.n.","1943","09",NA,"Brasil",NA,NA,NA,NA,"Krapovickas, A","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,"53584","auto","1977",NA,NA,NA,"11",NA,NA,NA,NA
"31","2020-07-23 10:20:56-03","IBt","SP","310517","S","Plantae",NA,NA,"Malvaceae","Abutilon","venosum","Abutilon venosum","Lem.","Franco, GADC","1345","1995","05",NA,"Brasil",NA,NA,NA,NA,NA,"São Paulo","São Paulo","Parque Estadual da Cantareira, Núcleo do Engordador, Trilha ao lado da Trilha do Macuco","-46.6300010681152","-23.5400009155273","23","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
