"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber","relatedCatalogItem","previousCatalogNumber"
"18","2021-01-14 15:21:15-03","MN","R","231983","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Souza, V.C. 11289; Souza, J.P.",NA,NA,"Brasil","São Paulo","Cerca de 5km da cidade em direção a Agudos",NA,NA,"R010032006",NA,"Farinaccio, M.A.","1996","06","06","Bauru","-49.023611","-22.386944",NA,NA,NA,NA,NA,"49°01'25W","22°23'13S","2000","02",NA,NA,NA,NA,NA
"19","2021-01-14 15:21:15-03","MN","R","217957","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Hoehne, F.C.","20587",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"1927","05","28","Amparo","-46.7599983215332","-22.7000007629395",NA,NA,"18036","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-02 11:39:42-03","UFPI","TEPB","21929","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"B. M. T. Walter","2408",NA,"Brasil","Goiás","Cerca de 300 m da guarita norte da obra do AHE Serra da Mesa.",NA,"Trepadeira, botões florais verdes, cálice verde, corola branca, planta exuda latex branco, ocasional, solo areno-argiloso com serrapilheira superficial, relevo plano no padrão acidentado, área de influência do AHE Serra da Mesa. Ambiente: Trecho de Mata d",NA,NA,"A. Rapini","1995","06","22","Minaçu","-48.2200012207031","-13.5331001281738","360","360","54065","auto",NA,NA,NA,"2000","02","01",NA,NA,NA,NA
"21","2021-04-07 11:41:00-03","UFMS","CGMS","40601","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Peplonia","adnata","Peplonia adnata","(E.Fourn.) U.C.S.Silva & Rapini",NA,"A. Guerra; A. Ferraro; B. Ferreira","16",NA,"Brasil","Mato Grosso do Sul","Serra de Maracaju, borda leste do Pantanal. Distrito de Taboco. Fazenda Colorado.",NA,"Flor rosa. Fruto ausente. Habitat: Cerrado Rupestre, Borda de Mata. Habito: Trapadeira, 2,50m de altura.","CGMS1070587",NA,"Thomaz R.F. Sinani","2013","09","30","Corguinho","-55.2644444","-19.7438889","290","290",NA,NA,NA,"-55,2644444","-19,7438889","2016","06","12",NA,NA,NA,NA
"22","2021-03-01 16:21:53-03","UNICAMP","UEC","89525","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E.Fourn.) Malme",NA,"Souza, VC; Souza, JP","11289",NA,"Brazil","São Paulo","Cerca de 5Km da cidade em direção a Agudos.",NA,"Escandente, latescente, flores creme esverdeadas.; Cerradão com abundancia de Copaifera.","UEC040560","UEC040560","Farinaccio, MA","1996","06","06","Bauru","-49.023611","-22.386944","520","520",NA,NA,NA,"-49.023611","-22.386944","1998","03",NA,NA,NA,NA,NA
"23","2021-03-01 16:21:53-03","UNICAMP","UEC","135150","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E.Fourn.) Malme",NA,"Simões, AO; Singer, RB; Lopes, AC","309",NA,"Brazil","Minas Gerais","Serra de Bicas, Estrada à esquerda da fazenda do Sr. Toninho, subida em direção ao topo da serra.",NA,"Liana, látex branco abundante, botões esverdeados, corola marrom-esverdeada, frutos imaturos verdes. Em beira da mata.","UEC040555","UEC040555","Rapini, A","1998","09","22","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,"21143","auto",NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:21:53-03","UNICAMP","UEC","135144","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E.Fourn.) Malme",NA,"Simões, AO; Singer, RB; Matsumoto, K; Belinello, R","538",NA,"Brazil","Minas Gerais","Serra do Moleque, Subida da serra.",NA,"Liana, látex branco abundante, flores brancas. Na mata.","UEC040558","UEC040558",NA,"1998","09","13","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:21:53-03","UNICAMP","UEC","167744","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E.Fourn.) Malme",NA,"Weiser, VL","600",NA,"Brazil","São Paulo","Jardim Botânico Municipal de Bauru, Trilha para Antiga Raia., Parcela 72, Liana 2099.&nf;Cerradão.",NA,"Liana de caule volúvel dextrorso, latescente. Folhas simples, opostas e glabras. Flores alvas reunidas em inflorescências axilares.","UEC091857","UEC091857","Fontella-Pereira, J","2005","06","02","Bauru","-49.060001373291","-22.3099994659424",NA,NA,"29186","auto",NA,NA,NA,"2006","10","28",NA,NA,NA,NA
"26","2021-03-01 16:21:53-03","UNICAMP","UEC","67107","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E.Fourn.) Malme",NA,"Tamashiro, JY; Rodrigues, RR; Koch, I; Cavassan, O; Galvão, JC; Belinello, R","T201",NA,"Brazil","São Paulo","Parque Ecológico de Bauru",NA,"Liana, flores creme.","UEC040557","UEC040557","Ferreira, MV","1994","05","26","Bauru","-49.060001373291","-22.3099994659424",NA,NA,"29186","auto",NA,NA,NA,"1998","05",NA,NA,NA,NA,NA
"27","2019-11-19 14:04:45-03","UFRPE","PEUFR","20113","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"M.J.N.Rodal; M.Sales","599",NA,"Brasil","Pernambuco","Brejo dos Cavalos - Parque Ecológico Municipal",NA,"Trepadeira com caule flexível; látex branco abundante nas folhas e no caule; pétalas esverdeadas com guia central mais escura","PEUFR020113",NA,"Rapini","1994","07","21","Caruaru - Murici","-36","-8.31","1100","1100",NA,NA,NA,"36º00'00,0W","8º18'36,0S","2008",NA,NA,NA,NA,NA,NA
"28","2019-11-19 14:04:45-03","UFRPE","PEUFR","11700","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"A.M.Miranda; F.Esteves","320",NA,"Brasil","Bahia","Mina de barita da QGN",NA,"Trepadeira escandente; flores alvas; látex leitoso","PEUFR011700",NA,"Rapini","1991","07","14","Miguel Calmon","-40.5950012207031","-11.4288997650146",NA,NA,"41248","auto",NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA
"29","2019-11-05 16:43:01-03","UFOP","OUPR","722","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E.Fourn.) Malme",NA,"Badini, J.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,"Trepadeira, flores amarelas. Campo.",NA,NA,"Fontella, J.","1974","06","16","Itabirito","-43.801399230957","-20.2532997131348",NA,NA,"20553","auto",NA,NA,NA,"1978","06","02",NA,NA,NA,NA
"30","2019-11-05 16:43:01-03","UFOP","OUPR","730","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E.Fourn.) Malme",NA,"Badini, J.","s.n.",NA,"Brasil","Minas Gerais","Serra de Itabirito",NA,"Trepadeira, flores amarelas. Campo.",NA,NA,"Ferreira, M.V.","1974","06","16","Itabirito","-43.801399230957","-20.2532997131348",NA,NA,"20553","auto",NA,NA,NA,"1998","04","26",NA,NA,NA,NA
"31","2019-11-05 16:43:01-03","UFOP","OUPR","721","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E.Fourn.) Malme",NA,"Badini, J.","s.n.",NA,"Brasil","Minas Gerais","Serra de Itabirito",NA,"Trepadeira, flores amarelas. Campo.",NA,NA,"Ferreira, M.V.","1974","06","16","Itabirito","-43.801399230957","-20.2532997131348",NA,NA,"20553","auto",NA,NA,NA,"1998","04","26",NA,NA,NA,NA
"32","2020-04-27 16:08:36-03","UFES","VIES","33653","S","Plantae",NA,NA,"Apocynaceae","Peplonia","adnata","Peplonia adnata","(E.Fourn.) U.C.S.Silva & Rapini",NA,"Moraes, A.M.","262",NA,"Brasil","Minas Gerais","Reserva Particular do Patrimônio Natural Bom Fim.",NA,NA,"VIES033653","VIES033653","Moraes, A.M.","2012","03","31","Espera Feliz","-41.9071998596191","-20.6502990722656","1030","1030","21988","auto",NA,NA,NA,"2012","08",NA,NA,NA,NA,NA
"33","2020-12-21 16:12:34-03","MBM","MBM","251539","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(Fourn.) Malme",NA,"Souza, V.C.; et al.; et al.","16918","Southern America","Brazil","Mato Grosso","Fazenda Camargo",NA,NA,"MBM251539","MBM251539","Farinaccio, M.A.","1997","05","22","Diamantino","-56.4460983276367","-14.4085998535156",NA,NA,"134442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:12:34-03","MBM","MBM","136380","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(Fourn.) Malme",NA,"Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","54220","Southern America","Brazil","Minas Gerais","Torre TELEMIG",NA,NA,"MBM136380","MBM136380","Rapini, A.","1990","06","12","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:12:34-03","MBM","MBM","262733","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(Fourn.) Malme",NA,"Farinaccio, M.A.; et al.; et al.","400","Southern America","Brazil","Minas Gerais","Parque Nacional da Serra da Canastra",NA,NA,"MBM262733","MBM262733","Farinaccio, M.A.","1999","09","30","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:12:34-03","MBM","MBM","268619","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(Fourn.) Malme",NA,"Linsingen, L. von","99","Southern America","Brazil","Paraná","Parque Estadual do Cerrado, Rio Santo Antônio",NA,NA,"MBM268619","MBM268619","Farinaccio, M.A.","2001","06","01","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:12:34-03","MBM","MBM","63922","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(Fourn.) Malme",NA,"Hatschbach, G.","6129","Southern America","Brazil","Paraná","Fazenda Ingrata",NA,NA,"MBM063922","MBM063922","Fontella, J.","1959","06","05","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:12:34-03","MBM","MBM","244562","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(Fourn.) Malme",NA,"Souza, V.C.; et al.; et al.","11289","Southern America","Brazil","São Paulo","Bauru",NA,NA,"MBM244562","MBM244562","Farinaccio, M.A.","1996","06",NA,"Bauru","-49.060001373291","-22.3099994659424",NA,NA,"29186","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:12:34-03","MBM","MBM","38413","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(Fourn.) Malme",NA,"Hatschbach, G.","36709","Southern America","Brazil","Goiás","Rod. GO-12",NA,NA,"MBM038413","MBM038413","Fontella, J.","1975","05","23","São João da Aliança",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:12:34-03","MBM","MBM","2587","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(Fourn.) Malme",NA,"Hatschbach, G.","14202","Southern America","Brazil","Paraná","Carambeí, Rio São João",NA,NA,"MBM002587","MBM002587","Fontella, J.","1966","04","14","Castro","-50.0119018554688","-24.7910995483398",NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:12:34-03","MBM","MBM","159670","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(Fourn.) Malme",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","59486","Southern America","Brazil","Goiás","Alto Paraíso, rodovia para Nova Roma, Pedra Ruim",NA,NA,"MBM159670","MBM159670","Fontella, J.","1993","06","13","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242",NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:12:34-03","MBM","MBM","53094","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(Fourn.) Malme",NA,"Hatschbach, G.","38756","Southern America","Brazil","Goiás","Serra de Caldas",NA,NA,"MBM053094","MBM053094","Farinaccio, M.A.","1976","07","09","Caldas Novas","-48.625","-17.74169921875",NA,NA,"36612","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:12:34-03","MBM","MBM","34138","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(Fourn.) Malme",NA,"Hatschbach, G.","34715","Southern America","Brazil","Mato Grosso","Serra da Petrovina",NA,NA,"MBM034138","MBM034138","Fontella, J.","1974","07","23","Rondonópolis","-54.6356010437012","-16.4708003997803",NA,NA,"69781","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:12:34-03","MBM","MBM","44560","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(Fourn.) Malme",NA,"Hatschbach, G.","6129","Southern America","Brazil","Paraná","Fazenda Ingrata",NA,NA,"MBM044560","MBM044560","Fontella, J.","1949","06","05","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2015-09-04 13:18:23-03","MNHN","RECOLNAT_MNHN_P","P03855988","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E.Fourn.) Malme",NA,NA,NA,NA,"Paraguay","Paraguarí","Cordillère de Mbatobi, dans les forêts.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03855988' target='other'> <mi>dwc_moreinfo</mi></a>","P03855988","P03855988_01",NA,"1881","4","1",NA,"-57.1","-25.56667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2015-09-04 13:18:23-03","MNHN","RECOLNAT_MNHN_P","P03855989","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E.Fourn.) Malme",NA,"Balansa|Benjamin",NA,NA,"Paraguay",NA,"Cordillère de Mbatobi, dans les forêts","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03855989' target='other'> <mi>dwc_moreinfo</mi></a>","P03855989","P03855989_01",NA,"1881","4","1",NA,"-57.10299","-25.59865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
