"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","infraspecificEpithet","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2019-10-09 11:28:36-03","UFBA","ALCB","37915","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoch.","Mayo, S; Guedes, ML; Carvalho, AM de; Ferreira, MC; Giulietti, AM; Melo, E; Funch, R","PCD37","1994","07","05","Southern America","Brasil","Bahia","Chapada Diamantina, Morro do Pai In cio","-41.45","-12.466667","800","800",NA,"terrestre. Folhas simples, reduzidas a pequenos catáfilos. Flores com bráctea floral verde; sépalas branco-lilases na face abaxial e lilás-claro na face adaxial; labelo lilás com centro amarelo, lobos laterais com vênulas lilás-escuro; coluna lilás-e",NA,NA,"Toscano, AL","Palmeiras",NA,NA,"1997","10",NA,"-41.45","-12.466667",NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:28:36-03","UFBA","ALCB","100699","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoch.","Hurbath, F","114","2011","03","17","Southern America","Brasil","Bahia","Chapada Diamantina, Trilha para o Córrego do Boiadeiro.","-42.522778","-14.534722","930","930",NA,"ca de 30 cm de alt. Sépalas e pétalas liláses, labelo esbranquiçado, com detalhes vináceos e amarelos.; Campo rupestre, solo arenoso.","ALCB007768","ALCB007768","Hurbath, F","Mucugê",NA,NA,"2011","04",NA,"-42.522778","-14.534722",NA,NA,NA,NA,NA,NA
"13","2020-02-08 08:46:07-03","NBC","NL-BOTANY","U.1463340","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Harley RM; et al.",NA,"1977","02","16","Southern America","Brazil",NA,"Estado da Bahia. 10 km S. of Andaraí on the road to Mucugé.","-41.316667","-12.866667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1463340 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1463340","NL-U1463340",NA,NA,NA,NA,NA,NA,NA,"-41.316667","-12.866667","Magnoliopsidae",NA,NA,NA,NA,NA
"14","2020-11-04 12:17:29-03","ESALQ","ESA","22823","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis",NA,"Atkins, S. et al.",NA,"1994","03","03",NA,"Brasil","Bahia",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"ESA022823",NA,"Vieira, T.L.","Rio de Contas","49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 12:15:40-03","ESALQ","ESA","134849","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","violascens","Cleistes violascens","Campacci","Morimoto, L.M.","179.0","2012","03","01",NA,"Brasil","Bahia",NA,"-41.2846984863281","-13.4105997085571",NA,NA,NA,NA,"ESA134849",NA,"Campacci, M.A.","Ibicoara","34188","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-02-15 11:46:52-02","IPA","IPA","51205","S","Plantae","Plantae",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Harley, R.M.","18765","1977","02","16","Southern America","Brasil","Bahia","Serra do Sincorá, 10 km of Andaraí on the road to Mucugê.","-41.316667","-12.866667","500","700",NA,"Terrestrial leafless orchid, with glaucous stem. Flowers pale lilac, labellum with darker margin and pale, yellow plaze.; Sandstone rocks and open scrub on rocky hillside.","IPA0051205",NA,NA,NA,NA,NA,NA,NA,NA,"-41.316667","-12.866667",NA,NA,NA,NA,NA,NA
"17","2019-08-20 10:00:37-03","UNICAMP","UEC","125836","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Pansarin, ER; Mickeliunas, L","923","2002","02",NA,NA,"Brazil","Minas Gerais","Serra do Caraça, Alto do Pico do Sol.&nf;Em campo de altitude.",NA,NA,NA,NA,NA,NA,"UEC017485","UEC017485","Pansarin, ER",NA,NA,NA,"2002","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:20:09-03","UNICAMP","UEC","42521","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Harley, RM; Mayo, SJ; Storr, RM; Santos, TS; Pinheiro, RS","18765","1977","02","16",NA,"Brazil","Bahia","Serra do Sincorá, 10 km de Andaraí on the road to Mucugé, sandstone rocks and open scrub on rocky hillside.","-41.816667","-12.866667","500","700",NA,"Terrestrial leafless orchid, with glaucous stem. Flowers pale lilac, labellum with darker margin and pale ? yellow blaze.","UEC017468","UEC017468",NA,NA,NA,NA,NA,NA,NA,"-41.816667","-12.866667",NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:20:09-03","UNICAMP","UEC","117493","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Pansarin, ER; Simões, AO; Silva, A; Brito, AT","783","2001","02","08",NA,"Brazil","Bahia","Trilha para o Pico das Almas, Campo do Queiroz. Em campo úmido arenoso, entre rochas.","-41.8114013671875","-13.5789003372192",NA,NA,NA,"Plantas com até 40 cm, áfilas. Com 1 a 3 flores.","UEC017488","UEC017488","Pansarin, ER","Rio de Contas","49773","auto","2001","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-20 10:00:37-03","UNICAMP","UEC","128502","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Pansarin, ER; Mickeliunas, L","934","2003","01","02",NA,"Brazil","Goiás","Rodovia GO 118, Km 197, Ao lado direito da pista.","-47.2647018432617","-13.7763996124268",NA,NA,NA,NA,"UEC064549","UEC064549","Pansarin, ER","Terezina De Goiás","42211","auto","2003","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:20:09-03","UNICAMP","UEC","128503","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Pansarin, ER; Mickeliunas, L","936","2003","01","02",NA,"Brazil","Goiás","Rodovia GO 118, Km 204, Ao lado esquerdo da pista.","-47.2647018432617","-13.7763996124268",NA,NA,NA,"Flontas quase áfilas. Flores predominantemente rosa. Labelo com crista amarelo-esverdeada.","UEC064552","UEC064552","Pansarin, ER","Terezina De Goiás","42211","auto","2003","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-08-20 10:00:37-03","UNICAMP","UEC","134133","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Mickeliunas, L; Pansarin, ER","40","2004","01","19",NA,"Brazil","Minas Gerais","Santuário da Serra do Caraça, Na trilha para o Pico do Sol, em campo com áreas alagadas.","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,"UEC064555","UEC064555","Pansarin, ER","Catas Altas","11966","auto","2004","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-08-20 10:00:37-03","UNICAMP","UEC","134127","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Mickeliunas, L; Pansarin, ER","33","2004","01","17",NA,"Brazil","Minas Gerais","Estrada Datas - Diamantina, Estrada que liga Datas a Diamantina. Sentido Datas, ao lado esquerdo da pista, próximo ao Km 614, em frente a um morro recoberto por pedras. Limite de municípios entre Datas e Gouveia.","-43.6557998657227","-18.4456005096436",NA,NA,NA,NA,"UEC064556","UEC064556","Pansarin, ER","Datas","23532","auto","2004","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:20:09-03","UNICAMP","UEC","134116","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Mickeliunas, L; Pansarin, ER","09","2004","01","15",NA,"Brazil","Minas Gerais","Estrada que liga Datas a Diamantina, Sentido Diamantina, próximo ao Km 614, ao lado direito da estrada, em frente a um morro recoberto de pedras.","-43.6557998657227","-18.4456005096436",NA,NA,NA,"Planta encontrada em campo alagado.","UEC064553","UEC064553","Pansarin, ER","Datas","23532","auto","2004","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-08-20 10:00:37-03","UNICAMP","UEC","134122","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Mickeliunas, L; Pansarin, ER","24","2004","01","17",NA,"Brazil","Minas Gerais","BR 367, Km 578, Estrada que liga Diamantina a Couto Magalhães. Sentido Couto Magalhães, próximo ao Km 578, ao lado direito da estrada","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Planta encontrada em campo adjacente a afloramento rochoso.","UEC064560","UEC064560","Pansarin, ER","Diamantina","101169","auto","2004","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:20:09-03","UNICAMP","UEC","134121","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Mickeliunas, L; Pansarin, ER","20","2004","01","16",NA,"Brazil","Minas Gerais","Estrada de terra que liga Diamantina, Sentido Conselheiro Mata, próximo ao 171, ao lado direito da estrada, aos pés de um morro rochoso.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Planta encontrada em campo úmido com áreas alagadas.","UEC064550","UEC064550","Pansarin, ER","Diamantina","101169","auto","2004","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:20:09-03","UNICAMP","UEC","134120","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Mickeliunas, L; Pansarin, ER","19","2004","01","16",NA,"Brazil","Minas Gerais","Estrada que liga Diamantina a Conselheiro Mata., Sentido Conselheiro Mata, próximo ao Km 174, ao lado direito da estrada.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Planta encontrada em campo com área alagadas.","UEC064554","UEC064554","Pansarin, ER","Diamantina","101169","auto","2004","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-08-20 10:00:37-03","UNICAMP","UEC","134114","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Mickeliunas, L; Pansarin, ER","05","2004","01","15",NA,"Brazil","Minas Gerais","Estrada Serro - Diamantina, Estrada que liga Serro a Diamantina. Km 427, na nascente do Rio Jequitinhonha, em ambos os lados da estrada.","-43.3793983459473","-18.604700088501",NA,NA,NA,"Planta encontrada em campo alagado com pedras.","UEC064557","UEC064557","Pansarin, ER","Serro","37754","auto","2004","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-20 10:00:37-03","UNICAMP","UEC",NA,"S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Mickeliunas, L; Pansarin, ER","05","2004","01","15",NA,"Brazil","Minas Gerais","Estrada Serro - Diamantina, Estrada que liga Serro a Diamantina. Km 427, na nascente do Rio Jequitinhonha, em ambos os lados da estrada.","-43.3793983459473","-18.604700088501",NA,NA,NA,"Planta encontrada em campo alagado com pedras.","UEC064558",NA,"Pansarin, ER","Serro","37754","auto","2004","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-06 09:56:49-03","UFOP","OUPR","9637","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Chapada","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva. Flores róseas",NA,NA,"Badini, J.","Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-06 09:56:49-03","UFOP","OUPR","9636","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Badini, J.","s.n.","1975","01","09",NA,"Brasil","Minas Gerais","Três Moinhos","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Brejo",NA,NA,"Lisboa, M.A.","Ouro Preto","44599","auto","1975","01","09",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-06 09:56:49-03","UFOP","OUPR","31197","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis multiflora","Badini","Badini, J.","s.n.","1975","01","05",NA,"Brasil","Minas Gerais","Três Moinhos","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva, flores róseo-purpúreas com estrias amarelas no lobo mediano do labelo. campos brejosos. Ex Herb. escola de Farmácia de Ouro Preto n. 22003",NA,NA,"Badini, J.; Lisboa, M.A.","Ouro Preto","44599","auto","1975","01","07",NA,NA,NA,"multiflora","Holotype",NA,NA,NA
"33","2020-12-21 16:38:19-03","MBM","MBM","49052","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","cipoana","Cleistes cipoana","Hoehne","Hatschbach, G.; Smith, L.B.; Klein, R.; Smith, L.B.; Klein, R.","12113","1965","01","14","Southern America","Brazil","Paraná","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM049052","MBM049052","Pabst, G.","Ponta Grossa","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:38:19-03","MBM","MBM","109006","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Harley, R.M.; et al.; et al.","18765","1977","02","16","Southern America","Brazil","Bahia","10km Sul de Andaraí","-41.3314018249512","-12.8072004318237",NA,NA,NA,NA,"MBM109006","MBM109006",NA,"Andaraí","58558","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:38:19-03","MBM","MBM","20220","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Hatschbach, G.; Smith, L.B.; Ayensu, E.; Smith, L.B.; Ayensu, E.","29057","1972","01","20","Southern America","Brazil","Minas Gerais","Guinda","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM020220","MBM020220","Pabst, G.","Diamantina","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:38:19-03","MBM","MBM","20541","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Hatschbach, G.; Smith, L.B.; Ayensu, E.; Smith, L.B.; Ayensu, E.","28955","1972","01","19","Southern America","Brazil","Minas Gerais","Rod. MG-2, entre Serro e Datas","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,"MBM020541","MBM020541","Pabst, G.","Serro","37754","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2015-09-03 19:47:20-03","MNHN","RECOLNAT_MNHN_P","P00367123","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Glaziou, A.",NA,"1888","12","21",NA,"Brésil",NA,"Itabira do Campo, Minas Geraes",NA,NA,NA,NA,"hb","Herbier Glaziou donné par sa fille en 1907. P00367123 et P00367122 sur la même planche. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00367123' target='other'> <mi>dwc_moreinfo</mi></a>","P00367123","P00367123_01","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17806",NA,NA
"38","2015-09-03 20:03:04-03","MNHN","RECOLNAT_MNHN_P","P00367175","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00367175' target='other'> <mi>dwc_moreinfo</mi></a>","P00367175","P00367175_01","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-09-02 17:08:11-03","MNHN","RECOLNAT_MNHN_P","P02441208","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,"Province de Minas Geraes : Serra de Carassa",NA,NA,NA,NA,"hb","Attaché avec P00367120 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02441208' target='other'> <mi>dwc_moreinfo</mi></a>","P02441208","P02441208_01","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:44:24-03","UFMG","BHCB","151337","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Batista, JAN; Bianchetti, LB; Miranda, ZJG","3064","2010","12","23","Southern America","Brasil","Distrito Federal","área de proteção de manancial currais e pedra; floresta nacional. Na altura do setor de oficinas de Taguatinga Norte. Área de campo entre o córrego Currais e a BR- 072",NA,NA,"1184","1184",NA,"Erva terrestre, em campo limpo permanentemente úmido a margem de mata de galeria. Solo humoso, escuro, úmido. Rara. Flores róseas.",NA,NA,NA,"Taguatinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:44:24-03","UFMG","BHCB","151409","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Batista, JAN; Lau, BL; Massensini Júnior, A","3135","2011","01","16","Southern America","Brasil","Minas Gerais","Campos a direita da MG-220, sentido Diamantina para Conselheiro Mata, cerca de 20-21km do entroncamento com a BR- 367.","-43.557111","-18.310167","1233","1233",NA,"Erva terrestre, em campo limpo estacionalmente umido. Solo escuro, umido. Área queimada durante a seca. Ocasional. Sépalas arroxeadas a rosa. Pétalas róseo- arroxeadas a roxas. Labelo com a base esbranquiçada, do meio para o ápice roxo ou com estrias",NA,NA,NA,"Diamantina",NA,NA,NA,NA,NA,"-43.557111","-18.310167",NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:44:24-03","UFMG","BHCB","180189","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Batista, JAN; Carvalho, BM de; Ferreira, C; Fernandes, FM","3330","2014","04","11","Southern America","Brasil","Minas Gerais","Serra do Cipó, RPPNs Brumas do Espinhaço e Ermos dos Gerais.Trilha entre a parte de cima da cachoeira Bicame em direção a sede da RPPN","-43.708903","-19.026128","1218","1218",NA,"Erva terrestre.Pouco frequente. Flores róseas.; Em campo limpo estacionalmente úmido.",NA,NA,NA,"Santana do Riacho",NA,NA,"2014","04","11","-43.708903","-19.026128",NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:44:24-03","UFMG","BHCB","3146","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Batista, JAN; Lau, BL; Massensini Júnior, A","3146","2011","01","07","Southern America","Brasil","Minas Gerais","Milho Verde, Lageado","-43.481778","-18.462944","1074","1074",NA,"Erva terrestre, em campo limpo. Solo arenoso, superficialmente escuro, ligeiramente umido. Área queimada durante a seca. Ocasional.",NA,NA,NA,"Serro",NA,NA,NA,NA,NA,"-43.481778","-18.462944",NA,NA,NA,NA,NA,NA
"44","2021-03-19 17:59:23-03","UFMG","BHCB","195354","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Batista, JAN; Lustre, GMC; Leite Junior, JL","3581","2018","02","23","Southern America","Brasil","Minas Gerais","RPPN Santuário do Caraça, Campo de Fora.","-43.528656","-20.138417","1471","1471",NA,"Coordenadas inferidas a partrir do Google Earth.; Erva terrestre. Em plena floração. Sépalas, pétalas e labelo púrpura claro, crista do labelo amarelado; alguns individuos com os feixes vasculares do labelo destacados em púrpura-azula","BHCB195354",NA,NA,"Catas Altas",NA,NA,"2018","02","23","-43.528656","-20.138417",NA,NA,NA,NA,NA,NA
