"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","infraspecificEpithet","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"94","2019-11-01 15:15:16-03","UnB","UB","181802","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Irwin, HS; Anderson, WR; Stieber, M; Lee, EY-T","34535","1972","01","18","Southern America","Brasil","Goiás","Serra dos Pireneus, ca. 21km E of Pirenópolis","-48.9592018127441","-15.852499961853","1000","1000",NA,"Terrestrial, to ca. 50cm tall. Perianth purplish brown-orange; Brejo. Extensive sedge meadow (brejo) with adjacent gallery forest and cerrado","UB0015842","UB0015842","Pabst, G","Pirenópolis","40887","auto","1973","06","23",NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-01 15:15:16-03","UnB","UB","181797","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Irwin, HS; Santos, RR; Souza, R; Fonseca, SF","22703","1969","01","27","Southern America","Brasil","Minas Gerais","Ca. 12km NE of Diamantina, road to Mendanha",NA,NA,"1300","1300",NA,"Terrestrial, slender, erect, to ca. 75cm tall. Perianth dull red-violet, the labellum medially yellow; Wet creek bank. Sandy cerrado and thickets in sandy pockets in outcrops","UB0015843","UB0015843","Pabst, G",NA,NA,NA,"1975","01","30",NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-05-06 12:01:20-03","UFU","HUFU","12182","S","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Castro, N.M.","402","1995","02","15",NA,"Brasil","Minas Gerais","Serra do cipó, Estrada Lagoa Santa - Conceição do Mato Dentro, km 121.",NA,NA,NA,NA,NA,"Herbácea. Flor rosa clara, labelo rosa mais forte e mancha amarela.; Solo arenoso.","HUFU00030000","HUFU00030000","Pansarim, E.R.",NA,NA,NA,"1995","02","15",NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-02-23 13:22:55-03","MN","R-TIPOS","34178","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","cipoana","Cleistes cipoana","Hoehne","Mello Barreto, H.L.","4886","1934","01","11",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,"R000034178","R000034178_001","Hoehne, F.C.","Santa Luzia","19939","auto",NA,NA,NA,NA,NA,NA,NA,"Isosyntypus",NA,NA,NA
"98","2021-02-23 13:22:55-03","MN","R-TIPOS","2495","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Hoehne, F.C.","6829","1916","01",NA,NA,"Brasil","Minas Gerais",NA,"-43.8067016601562","-19.8864002227783",NA,NA,NA,NA,"R000002495","R000002495_001","Hoehne, F.C.","Sabará","18805","auto","1940","03","13",NA,NA,NA,NA,"Holotypus",NA,NA,NA
"99","2021-02-08 12:52:12-03","UFRGS","ICN","127818","S","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","cipoana","Cleistes cipoana","Hoehne","Magalhães, M","s.n.",NA,NA,NA,"América do Sul","Brasil","MG","Km 140 para Pilar",NA,NA,NA,NA,NA,"Flor lilás; frequência regular; herbácea, 0,20; Campo úmido; campos úmidos alpinos.","ICN00000435","ICN00000435 ICN00000435_1","Hoehne","Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotypus",NA,NA,NA
"100","2019-11-21 10:13:02-03","IBt","SP","37529","S","Plantae",NA,NA,"Orchidaceae","Cleistes","cipoana","Cleistes cipoana","Hoehne","Mello Barreto","4886","1934","01","11",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 140, estrada do Pilar","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,"SP003646","SP003646",NA,"Santa Luzia","19939","auto",NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA
"101","2019-11-21 10:13:02-03","IBt","SP","474265","S","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Vieira, TL","173","2014","01","24",NA,"Brasil","Minas Gerais","Serra do Ouro Branco, Próximo ao extremo oeste da serra","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,NA,"Vieira, TL","Ouro Branco","13809","auto","2014","02","05",NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-21 10:13:02-03","IBt","SP","179023","S","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Pirani, JR; et al.","CFSC6915","1981","01","10",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 123","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"Guimarães, LRS","Santana do Riacho","26557","auto","2008","11","19",NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-21 10:13:02-03","IBt","SP","195339","S","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Menezes, NL; et al.","CFSC7095","1981","03","01",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 126/127","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"Guimarães, LRS","Santana do Riacho","26557","auto","2008","11","19",NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-11-21 10:13:02-03","IBt","SP","179026","S","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Castro, NM; Sajo, MG","CFSC6945","1981","01","11",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 132","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"Guimarães, LRS","Santana do Riacho","26557","auto","2008","11","19",NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-11-21 10:13:02-03","IBt","SP","182892","S","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Menezes, NL; et al.","CFSC5822","1979","12","18",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 132","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"Guimarães, LRS","Santana do Riacho","26557","auto","2008","11","19",NA,NA,NA,NA,NA,NA,NA,NA
