"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"20","2015-07-02 14:04:25-03","JBP","HPL","8043","S","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis",NA,"L. Rossi","H. Lorenzi","1611","1994","08","02",NA,"Brasil","MG","Itamogi","Coletado nas proximidades da estrada do Tapyr.","-47.0483","-21.0781",NA,NA,NA,NA,NA,NA,NA,"1994","08","02","11256","auto",NA,NA,NA,NA,NA
"21","2016-02-02 14:39:16-02","BGBM","B","B 10 0359798","S","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis",NA,NA,"F. Sellow",NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100359798 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100359798","B100359798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-20 21:19:35-03","UFV","VIC","015701","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart. & Zucc.",NA,"Basilio, L.A.; Paula, C.C. de","s.n.","1996","01","11",NA,"Brasil","Minas Gerais","Pedra Bonita","Serra do Matipó grande, a 1600 m de altitude.","-42.3300018310547","-20.5205993652344",NA,"Planta de cerca de 3 m de altura.","VIC015701","VIC015701",NA,NA,NA,NA,NA,NA,"20899","auto",NA,NA,NA,NA,NA
"23","2020-12-20 21:19:35-03","UFV","VIC","011963","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart. & Zucc.",NA,"Grombone, M.T.; et al.","s.n.","1987","06","02",NA,"Brasil","São Paulo","Atibaia","Fazenda Grota Funda","-46.5499992370605","-23.1100006103516",NA,"Árvore de 10 m, caule marrom liso, madeira branca com cheiro forte, frutos imaturos verdes, flores esbranquiçadas.","VIC011963","VIC011963",NA,NA,NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA
"24","2019-11-21 14:46:48-03","UFJF","CESJ","52639","PreservedSpecimen","Plantae","Angiosperma",NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","T.M. Machado; F.S. Souza","T.M. Machado; A.S.M. Valente; F.S. Souza; M.G. Rezende; R.C.L. Elias","98","2009","01","23","América do Sul","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Pedreira Califórnia Brown&nf;Fuso 23 K 0357748 E 7571631 N","-46.386100769043","-21.9235992431641",NA,"Arbusto no arbustal, antes da Frente de mineração3. Frutos verdes.","CESJ052639",NA,NA,NA,NA,"2009","01",NA,"25710","auto",NA,NA,NA,NA,NA
"25","2021-03-01 16:42:16-03","UNICAMP","UEC","098134","S","Plantae","Magnoliopsida",NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Rossi, L","Elias, SI; Souza, VC; Silva, MMR; Rodrigues, RR; Amador, DB; Freitas, FO","175","1997","12","15",NA,"Brazil","São Paulo","Bom Sucesso de Itararé","Estrada de Bom Sucesso de Itararé, A 2km antes da Mineração São Judas.","-49.259722","-24.270556",NA,"ÁRVORE DE 8M; FLORES COM PÉTALAS BRANCAS, ANTERAS AMARELAS.; Floresta Ombrófila Mista, interior da mata.",NA,NA,NA,"-49.259722","-24.270556","2009","08",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:42:16-03","UNICAMP","UEC","161180","S","Plantae","Magnoliopsida",NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Yamamoto, LF","Yamamoto, LF","816","2002","10","25",NA,"Brazil","Minas Gerais","Extrema","Parque de Eventos. Beira de riacho.","-46.3182983398438","-22.854700088501",NA,"4m. Flor creme, anteras alaranjadas.","UEC013361","UEC013361",NA,NA,NA,NA,NA,NA,"15223","auto",NA,"875","875",NA,NA
"27","2021-03-01 16:42:16-03","UNICAMP","UEC","57404","S","Plantae","Magnoliopsida",NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Rossi, L","Tamashiro, JY; Leitão Filho, HF; Rodrigues, RR","18883","2006","08","08",NA,"Brazil","São Paulo","Atibaia","Reserva da Pedra Grande","-46.5499992370605","-23.1100006103516",NA,"Árvore de 6m, flores com pétalas creme.",NA,NA,NA,NA,NA,"2009","08",NA,"21675","auto",NA,NA,NA,NA,NA
"28","2019-11-06 09:57:49-03","UFOP","OUPR","2336","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Godoy, J.B.","s.col.","s.n.",NA,NA,NA,NA,"Indisponível",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-06 09:57:49-03","UFOP","OUPR","24444","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Badini, J.","Badini, J.","s.n.","1977","12","01",NA,"Brasil","Minas Gerais","Ouro Preto","Cachoeira do Campo","-43.5080986022949","-20.2875003814697",NA,"Beira do Corrego. Árvore. Flores amareladas",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"30","2019-11-06 09:57:49-03","UFOP","OUPR","16236","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Messias, M.C.T.B.","Messias, M.C.T.B.","457","2001","08","03",NA,"Brasil","Minas Gerais","Ouro Preto","Estação Ecológica do Tripuí","-43.5080986022949","-20.2875003814697",NA,"Mata ripária. Arbusto 3m. Flores amarelo-claras",NA,NA,NA,NA,NA,"2001","08","04","44599","auto",NA,NA,NA,NA,NA
"31","2019-11-06 09:57:49-03","UFOP","OUPR","24443","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Badini, J.","Badini, J.","s.n.","1977","12","01",NA,"Brasil","Minas Gerais","Ouro Preto","Fazenda das Candeias","-43.5080986022949","-20.2875003814697",NA,"Beira do Corrego. Árvore. Flores amareladas",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"32","2019-11-06 09:57:49-03","UFOP","OUPR","13423","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Messias, M.C.T.B.","Castro, A.Z.","78","1999","10","02",NA,"Brasil","Minas Gerais","Ouro Preto","Mata depois de Bomserá","-43.5080986022949","-20.2875003814697",NA,"Mata com estrato arbustivo e herbáceo. Arvoreto 3m. Flores creme esverdeada (gineceu creme e petalas esverdeadas). Frutos imaturos verdes.",NA,NA,NA,NA,NA,"2002","04","04","44599","auto",NA,NA,NA,NA,NA
"33","2019-11-06 09:57:49-03","UFOP","OUPR","13422","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Messias, M.C.T.B.","Castro, A.Z.","81","1999","10","02",NA,"Brasil","Minas Gerais","Ouro Preto","Mata depois de Bomserá","-43.5080986022949","-20.2875003814697",NA,"Mata com estrato arbustivo e herbáceo. Arvore 3m. Flores masculinas. Estames amarelo-laranja",NA,NA,NA,NA,NA,"2002","04","04","44599","auto",NA,NA,NA,NA,NA
"34","2019-11-06 09:57:49-03","UFOP","OUPR","1427","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Messias, M.C.T.B.","Roschel, M.B.; Dias, S.","s.n.","1993","10","23",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Estrada para Fazenda do Manso","-43.5080986022949","-20.2875003814697",NA,"Capoeira. Arbusto 2m. Flores amarelas",NA,NA,NA,NA,NA,"2006","06","23","44599","auto",NA,NA,NA,NA,NA
"35","2019-11-06 09:57:49-03","UFOP","OUPR","18118","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Magalhães-Gomes","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Rodrigo Silva","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"1892",NA,NA,"44599","auto",NA,NA,NA,NA,NA
"36","2019-11-06 09:57:49-03","UFOP","OUPR","11449","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Schwacke, C.A.W.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Rodrigo Silva","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"37","2019-11-06 09:57:49-03","UFOP","OUPR","24445","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Badini, J.","Badini, J.","s.n.","1977","12","01",NA,"Brasil","Minas Gerais","Ouro Preto","Rodrigo Silva","-43.5080986022949","-20.2875003814697",NA,"Beira do Corrego. Árvore. Flores amareladas",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"38","2019-11-06 09:57:49-03","UFOP","OUPR","4414","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Lisboa, M.A.","Zurlo, M.A.","s.n.","1975","01","15",NA,"Brasil","Minas Gerais","Ouro Preto","Santo Antônio do Leite","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"1975","01","21","44599","auto",NA,NA,NA,NA,NA
"39","2019-11-06 09:57:49-03","UFOP","OUPR","26832","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Kassis, A.","Zurlo, M.A.; Silva, J.L.","s.n.","1986","06","26",NA,"Brasil","Minas Gerais","Ouro Preto","Santo Antônio do Leite","-43.5080986022949","-20.2875003814697",NA,"Campo. Arbusto. Flores pálidas",NA,NA,NA,NA,NA,"1986","06","26","44599","auto",NA,NA,NA,NA,NA
"40","2014-10-14 15:56:49-03","BS","M","M-0145986","S","Plantae","Magnoliophyta","Malvales","Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart. & Zucc.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in campis ad Contendas; Provinciae Min. General.",NA,NA,NA,NA,"M0145986",NA,"TYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"41","2014-10-14 15:56:49-03","BS","M","M-0145987","S","Plantae","Magnoliophyta","Malvales","Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart. & Zucc.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"In umbrosis silvat. ad Morro do Lobo.",NA,NA,NA,NA,"M0145987",NA,"TYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"42","2014-10-14 15:56:49-03","BS","M","M-0145988","S","Plantae","Magnoliophyta","Malvales","Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart. & Zucc.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"In morro do Lobo prov. S.Pauli.",NA,NA,NA,NA,"M0145988",NA,"TYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"43","2014-10-14 15:56:49-03","BS","M","M-0145989","S","Plantae","Magnoliophyta","Malvales","Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart. & Zucc.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Minarum General.",NA,NA,NA,NA,"M0145989",NA,"TYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"44","2019-08-16 08:41:20-03","UTFPR","HCF","28174","S","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","N.I. Nevling","G. Hatschbach","7847","1961","02","26",NA,"Brasil","PR","Arapoti","Rio das Cinzas, Barra do Perdizes","-49.8266983032227","-24.1578006744385",NA,"arbusto da mata. Flor creme.",NA,NA,NA,NA,NA,"1961",NA,NA,"41852","auto",NA,NA,NA,NA,NA
"45","2013-04-01 09:16:40-03","IPT","BCTW","4219","S","Plantae","Magnoliophyta",NA,NA,"Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","IPT",NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Gávea","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto","Magnoliopsida",NA,NA,NA,NA
"46","2020-12-21 16:46:27-03","MBM","MBM","70988","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart. & Zucc.",NA,"Krapovickas, A.; et al.; et al.","35429",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas","Pocinhos do Rio Verde","-46.386100769043","-21.9235992431641",NA,NA,"MBM070988","MBM070988",NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA
"47","2020-12-21 16:46:27-03","MBM","MBM","68550","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart. & Zucc.","Rossi, L.","Leitão Filho, H.F.; et al.; et al.","11846",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Lavras","Próximo a cidade","-44.999698638916","-21.2453002929688",NA,NA,"MBM068550","MBM068550",NA,NA,NA,NA,NA,NA,"20044","auto",NA,NA,NA,NA,NA
"48","2020-12-21 16:46:27-03","MBM","MBM","387892","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart. & Zucc.","Cordeiro, J.","Brotto, M.L.; Motta, J.T.; Silva, J.M.; Vaz, J.; Motta, J.T.; Silva, J.M.; Vaz, J.","1526","2013","12","11","Southern America","Brazil","Paraná","Cerro Azul","Ribeirão do Rocha","-49.131306","-24.715389",NA,"Floresta Ombrófila Densa.","MBM387892","MBM387892",NA,"-49.131306","-24.715389","2014",NA,NA,NA,NA,NA,"261","261",NA,NA
"49","2020-12-21 16:46:27-03","MBM","MBM","140623","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart. & Zucc.","Nevling, L.I.","?","7847",NA,NA,NA,"Southern America","Brazil","Paraná","Arapoti","Rio das Cinzas, Barra do Perdizes","-49.8266983032227","-24.1578006744385",NA,NA,"MBM140623","MBM140623",NA,NA,NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA
"50","2019-11-01 15:28:42-03","PUC-RIO","FCAB","7079","PreservedSpecimen","Plantae",NA,"Angiospermae","Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart & Zucc",NA,"N.F. Campos","s.n.","2003","01","01",NA,"Brasil","Minas Gerais","Oliveira","Bioma: Cerrado&nf;Habitat: Mata semi - decidual.&nf;Hábito: Abóreo","-44.8272018432617","-20.6963996887207",NA,"Com duplicata. Presente na exsicata.","007079",NA,NA,NA,NA,NA,NA,NA,"38796","auto",NA,NA,NA,NA,NA
"51","2019-11-01 15:33:10-03","PUC-RIO","FCAB","7080","PreservedSpecimen","Plantae",NA,"Angiospermae","Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart & Zucc","Mota, R.C.","P.A. Couto; Marques, A.R.G.; Santos, E.","s.n.","2008","11","07",NA,"Brasil","Minas Gerais","Contagem","Córrego do Banguelo, Sub-bacia do Córrego Bom Jesus / Bacia da Lagoa da Pampulha.&nf;Bioma: Cerrado&nf;Habitat: Cerrado&nf;Hábito: Arbóreo","-44.047222","-19.436111",NA,"Projeto do Córrego do Banguelo N° 159. Com duplicatas.","007080",NA,NA,"-44.047222","-19.436111","2009","02","13",NA,NA,NA,NA,NA,NA,NA
