"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","locality","occurrenceRemarks","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","infraspecificEpithet","typeStatus","class","relatedCatalogItem","relationshipType","maximumDepthInMeters","fieldNumber","sex"
"744","2021-02-11 17:21:24-03","UFPR","UPCB","39164","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Correa Gomes Jr., J.","1964","06","21","Brasil","Mato Grosso do Sul","Três Lagoas","-48.783333","-21.916667","-48.783333","-21.916667",NA,NA,NA,NA,"Sanches, A. da L.","1999","09",NA,"1972","Córrego do Japão, Fazenda Lauraguti 21°55'00S 48°47'00W","Planta com flores alvas, azuladas internamente. Comum no local..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","2021-02-11 17:21:24-03","UFPR","UPCB","26708","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Pott, V.J.","1996","04","28","Brasil","Mato Grosso do Sul","Corumbá","-56.624444","-28.995","-56.624444","-28.995","90","90",NA,NA,NA,NA,NA,NA,"3133","Lagoa 16, baía do cemitério, Fazenda Nhumirim, Nhecolândia, Pantanal","Erva aquática flutuante fixa, flor lilás..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","2021-02-11 17:21:24-03","UFPR","UPCB","72317","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Negrelle, R.R.B.","2010","10","17","Brasil","Mato Grosso",NA,"-57.411389","-19.568889","-57.411389","-19.568889","90","90",NA,NA,"Negrelle, R.R.B.","2012","01","01",NA,"Passo do Jacaré - Rio Paraguai","Margem de rio..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","2021-02-11 17:21:24-03","UFPR","UPCB","9787","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Hatschbach, G.","1970","05","20","Brasil","Mato Grosso","Bataguaçu",NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach, G.","1971","11",NA,"24371","Porto XV","Aquática, flor alva com base violácea..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","2021-02-11 17:21:24-03","UFPR","UPCB","34234","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Sanches, A.da L.","1998","08","27","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"Sanches, A. da L.","1998","01","01","88","Após Fazenda Leque da EMBRAPA - Nhecolandia - Pantanal","Erva aquática flutuante fixa. Flor roxa. Campo alagado..",NA,NA,"295160",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","2021-02-11 17:21:24-03","UFPR","UPCB","27938","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Cervi, A.C.","1991","08","22","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"Pott, A. & Pott, V.J.","1991","08","22","3285","Curva do Leque, Fazenda do Leque Embrapa","Aquática flutuante fixa, flor azul ebase azul..",NA,NA,"295160",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","2021-02-11 17:21:24-03","UFPR","UPCB","34132","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Sanches, A.da L.","1998","08","19","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"Sanches, A. da L.","1998","01","01","68","Estrada inacabada Forte Coimbra - primeira ponte no sentido S para Estrada do Carandazal","Erva aquática flutuante fixa. Flor azul. Área sujeita a inundação..",NA,NA,"295160",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","2021-02-11 17:21:24-03","UFPR","UPCB","38804","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Sanches, A.da L.","1999","05","19","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"Sanches, A. da L.","1999","05",NA,"99","Fazenda do Dr. Romeu Albaneze","Flutuante fixa, flor roxa, usada como ornamental. Solo argiloso, plano. Frequente. Nome vulgar: camalote, aguapé..",NA,NA,"295160",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","2021-02-11 17:21:24-03","UFPR","UPCB","14004","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Britez, R.M.","1985","10","31","Brasil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,NA,NA,"Silva, S.M.",NA,NA,NA,"212","Fazenda do Durgo","Aquática, flor lilás..",NA,NA,"31353",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","2021-02-11 17:21:24-03","UFPR","UPCB","8646","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Hatschbach, G.","1969","07","18","Brasil","Mato Grosso do Sul","Aquidauana","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,NA,NA,"Hatschbach, G.","1970","12",NA,"21985","Fazenda Santa Cruz","Flutuante, flor lilás. Lagoa..",NA,NA,"212961",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","2021-02-11 17:21:24-03","UFPR","UPCB","34243","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Sanches, A.da L.","1998","08","27","Brasil","Mato Grosso do Sul","Ladário","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,"Sanches, A. da L.","1998","01","01","83","Margem da Lagoa Negra - próximo a Baía do Arroz","Erva aquática flutuante fixa. Flor roxa. Lagoa temporária..",NA,NA,"23141",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","2021-02-11 17:21:24-03","UFPR","UPCB","34232","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Sanches, A.da L.","1998","08","26","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"Sanches, A. da L.","1998","01","01","78","Próximo à primeira ponte da Estrada da Manga, sentido Porto da Manga","Erva aquática flutuante fixa. Flor roxa. Planície de inundação, beira da estrada..",NA,NA,"295160",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","2021-02-11 17:21:24-03","UFPR","UPCB","93116","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Boeger, M.R.T.","2018","08","27","Brasil","Mato Grosso do Sul","Três Lagoas","-51.6782989501953","-20.7511005401611","-513756.7","-204755.9",NA,NA,"UPCB0036329","UPCB0036329","Boeger, M.R.T.","2018","08",NA,"06","Reservatório UHE Eng. Souza Dias","Macrófita aquática enraizada com folhas flutuantes",NA,NA,"150618",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","2021-02-11 17:21:24-03","UFPR","UPCB","7580","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Hatschbach, G.","1968","04","19","Brasil","Paraná","Icaraima","-53.613899230957","-23.3955993652344",NA,NA,NA,NA,NA,NA,"Hatschbach, G.","1969","03",NA,"19059","Rio Paraná, Paredão das Araras","Aquática, tépalas lilases, base violeta..",NA,NA,"21289",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","2021-02-11 17:21:24-03","UFPR","UPCB","84739","PreservedSpecimen","Plantae","Pontederiaceae","Eichornia","azurea","Eichornia azurea","(Sw.) Kunth","Kozera,C.","2003","01","20","Brasil","Paraná","Altônia","-53.9016990661621","-23.8743991851807",NA,NA,NA,NA,NA,NA,"Sanches, A.","2003",NA,NA,"1752","Lagoa dos Padres","Macrófita aquatica, flor alva com detalhes lilases.",NA,NA,"39628",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","2021-02-11 17:21:24-03","UFPR","UPCB","22933","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Cervi, A.C.","1993","12","09","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"Pott, V.J.","1993","12","10","4239","Pantanal, Fazenda Santa Luzia, Nhecolândia","Erva flutuante fixa, flor lilás, pétala superior com mácula amarela e tubo da corola roxo..",NA,NA,"295160",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","2021-02-11 17:21:24-03","UFPR","UPCB","85113","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz & Pav.","Carneiro, J.","2001","11","12","Brasil","Paraná","Jundiaí do Sul","-50.247501373291","-23.4367008209229",NA,NA,NA,NA,NA,NA,"Hatschbach, G.","2002",NA,NA,"1238",NA,"Aquática, flor alva; águas de córrego..",NA,NA,"17300",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","2021-02-11 17:21:24-03","UFPR","UPCB","40686","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz & Pav.","Borgo, M.","2000","02","08","Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,"Sanches, A. da L.","2000","02",NA,"595","Afluente do rio Ribeira de Iguape","Herbácea aquática flutuante de flores brancas, em lâmina d'água, brejo..",NA,NA,"55628",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","2021-02-11 17:21:24-03","UFPR","UPCB","65124","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz & Pav.","Bona, C.","2004","11","01","Brasil","Paraná","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,NA,NA,NA,NA,"Cordeiro, J. et al.","2005","01",NA,"192","Fazenda Lageado Grande, Divisa da Viúval, Rio da Cachoeira.","Planta de rio fixa à margem e flutuante..",NA,NA,"33284",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","2021-02-11 17:21:24-03","UFPR","UPCB","65014","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz & Pav.","Bona, C.","2004","11","01","Brasil","Paraná","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,NA,NA,NA,NA,"Cordeiro, J. et al.","2005","01",NA,"203","Fazenda Lageado Grande, Rio Neno.","Planta herbácea aquática emersa fixa com folha flutuante. Flor lilás clara..",NA,NA,"33284",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","2021-02-11 17:21:24-03","UFPR","UPCB","65090","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz & Pav.","Bona, C.","2005","02","21","Brasil","Paraná","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,NA,NA,NA,NA,"Cervi, A.C.","2005","06",NA,"219","Fazenda Lageado Grande, Rio Neno.","Planta herbácea aquática emersa fixa com folha flutuante..",NA,NA,"33284",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","2021-02-11 17:21:24-03","UFPR","UPCB","26057","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz & Pav.","Kozera, C.","1996","01","31","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,"Kozera, C.","1996","02",NA,"71","Parque Barigüi","Aquática, seis pétalas brancas (uma delas modificada parecendo um labelo de orquídea). Área aberta alagada..",NA,NA,"25180",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","2021-02-11 17:21:24-03","UFPR","UPCB","46636","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz & Pav.","Kozera, C.","2002","04","03","Brasil","Paraná","Araucária","-49.4103012084961","-25.5930995941162",NA,NA,NA,NA,NA,NA,"Kozera, C.","2002","06",NA,"1909","REPAR","Herbácea reptante com flores lilases em várzea..",NA,NA,"21346",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","2021-02-11 17:21:24-03","UFPR","UPCB","47947","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz & Pav.","Kersten, R.","2001","02","06","Brasil","Paraná","Araucária","-49.4103012084961","-25.5930995941162",NA,NA,NA,NA,NA,NA,"Kersten, R.","2001","01","01","511","REPAR - PETROBRÁS","Herbácea aquática resistente a óleo superficial..",NA,NA,"21346",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","2021-02-11 17:21:24-03","UFPR","UPCB","9676","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz & Pav.","Hatschbach, G.","1971","12","16","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"20","20",NA,NA,"Hatschbach, G.","1972","10",NA,"28523","Rio da Divisa","Palnta com 1 a 2 flores, flor lilás. Águas de valo..",NA,NA,"41937",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","2021-02-11 17:21:24-03","UFPR","UPCB","19191","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz & Pav.","Pott, V.J.","1991","04","18","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,"Pott, V.J.","1991","04","20",NA,"Sitio da Imbuia","Erva aquática flutuante fixa, flor esbranquiçada. Lagoa com água corrente, borda de mata, solo argiloso..",NA,NA,"25180",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","2020-05-25 15:13:54-03","FSU","FSU","000072678","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Manuel Rimachi Y., Sidney McDaniel",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","2020-05-25 15:13:54-03","FSU","FSU","000072685","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz López & Pavón","Manuel Rimachi, Sidney McDaniel",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","2020-05-25 15:13:54-03","FSU","FSU","000072689","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz López & Pavón","Edwin L. Tyson, Merle Kuns",NA,NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","2012-01-18 05:06:00-02","MO","MOBOT","3021675","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Egleé Zent|Stanford Zent","1998",NA,NA,"Venezuela","Bolívar",NA,"-65.75","5.35",NA,NA,"130.00000000",NA,NA,NA,"J. Rickertson",NA,NA,NA,"Zent 2113","Amazonas. Hetä miné hena. River bank.",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","2008-05-27 22:02:00-03","MO","MOBOT","611815","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Elsa M. Zardini|C. Velázquez","1990","2","10","Paraguay","Central",NA,"-57.53333","-27.4",NA,NA,NA,NA,NA,NA,"Charles N. Horn (Newberry Coll.)",NA,NA,NA,"Zardini 18821","Estero del Ypoá, 15 km SW of Nueva Italia, coast in front Isla Guazú. Free floating.",NA,NA,NA,NA,"4",NA,"South America",NA,NA,NA,NA,NA,NA,NA,"281",NA
"775","2008-05-27 22:02:00-03","MO","MOBOT","612199","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Elsa M. Zardini|M. Velázquez","1989","11","18","Paraguay","Cordillera",NA,"-57.5","-25.11666",NA,NA,NA,NA,NA,NA,"Charles N. Horn (Newberry Coll.)",NA,NA,NA,"Zardini 16677","Río Salado basin, 7 km. Northeast of Emboscada. Inundated savanna.",NA,NA,NA,NA,"4",NA,"South America",NA,NA,NA,NA,NA,NA,NA,"200",NA
"776","2014-12-08 15:44:00-02","MO","MOBOT","2685544","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Esteban Terneus|E. Landolt","1999","8","22","Ecuador","Esmeraldas",NA,"-79.83333","-0.86666",NA,NA,"20.00000000",NA,NA,NA,NA,NA,NA,NA,"Terneus 458","Vía Atacames- Muisne, a los alrededores del poblado de Sua",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","2008-05-27 22:02:00-03","MO","MOBOT","611917","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Elsa M. Zardini|C. Velázquez","1990","12","8","Paraguay","Paraguarí",NA,"-57.41666","-25.6",NA,NA,NA,NA,NA,NA,"Charles N. Horn (Newberry Coll.)",NA,NA,NA,"Zardini 25183","Arroyo Yuquyty, 7 km E of Nueva Italia. Aquatic.",NA,NA,NA,NA,"4",NA,"South America",NA,NA,NA,NA,NA,NA,NA,"505",NA
"778","2016-01-21 11:50:00-02","MO","MOBOT","612051","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Elsa M. Zardini|U. Velázquez","1990","1","7","Paraguay","Paraguarí",NA,"-57.4166667","-25.2833333",NA,NA,NA,NA,NA,NA,"Charles N. Horn (Newberry Coll.)",NA,NA,NA,"Zardini 17751","Estero del Ypoá, 19 km W of Carapeguá, north of Pacheco.",NA,NA,NA,NA,"4",NA,"South America",NA,NA,NA,NA,NA,NA,NA,"248",NA
"779","2008-05-27 22:02:00-03","MO","MOBOT","611960","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Elsa M. Zardini|E. Velázquez","1990","1","7","Paraguay","Paraguarí",NA,"-57.41666","-25.78333",NA,NA,NA,NA,NA,NA,"Charles N. Horn (Newberry Coll.)",NA,NA,NA,"Zardini 17577","Estero del Ypoá, 20 km W of Carapeguá, north of Pacheco. Inundated savanna.",NA,NA,NA,NA,"4",NA,"South America",NA,NA,NA,NA,NA,NA,NA,"244",NA
"780","2008-05-27 22:02:00-03","MO","MOBOT","611943","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Elsa M. Zardini|C. Velázquez","1990","1","7","Paraguay","Paraguarí",NA,"-57.41666","-25.28333",NA,NA,NA,NA,NA,NA,"Charles N. Horn (Newberry Coll.)",NA,NA,NA,"Zardini 17514","Estero del Ypoá, 20 km W of Carapeguá, north of Pacheco. Inundated savanna.",NA,NA,NA,NA,"3",NA,"South America",NA,NA,NA,NA,NA,NA,NA,"242",NA
"781","2008-05-27 22:02:00-03","MO","MOBOT","612164","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Elsa M. Zardini|C. Velázquez","1990","1","13","Paraguay","Paraguarí",NA,"-57.41666","-25.28333",NA,NA,NA,NA,NA,NA,"Charles N. Horn (Newberry Coll.)",NA,NA,NA,"Zardini 17933","Estero del Ypoá, 20 km W of Carapeguá, north of Pacheco. Inundated savanna.",NA,NA,NA,NA,"5",NA,"South America",NA,NA,NA,NA,NA,NA,NA,"252",NA
"782","2008-05-27 22:02:00-03","MO","MOBOT","611855","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Elsa M. Zardini|P. Aquino","1991","11","11","Paraguay","Paraguarí",NA,"-57.4","-25.61666",NA,NA,NA,NA,NA,NA,"C.N. Horn (Newberry College)",NA,NA,NA,"Zardini 28600","Estero del Ypoá, northern part, 10 km E of Nueva Italia. Arroyo Cañabé Basin. Northern side of basin. Inundated savanna.",NA,NA,NA,NA,"4",NA,"South America",NA,NA,NA,NA,NA,NA,NA,"611",NA
"783","2008-05-27 22:02:00-03","MO","MOBOT","1065681","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","John L. Clark|Demattia, Liz|Tim Miller","1995","6","9","Ecuador","Sucumbíos",NA,"-76.43333","-0.65",NA,NA,"200.00000000",NA,NA,NA,"John L. Clark (QCNE)",NA,NA,NA,"Clark 1108","Sacha Lodge, 3 km NW of the village Añangu, near the Napo river. Tropical Moist Forest.",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","2008-05-27 22:02:00-03","MO","MOBOT","1092086","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","E. Gutiérrez","1996","5","21","Bolivia","Beni","Moxos","-65.26666","-15.81666",NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,"Gutiérrez Crespo 1977","Territorio Indigena Parque Nacional Isiboro Sécure, sector: San José de Patrocinio, bajíos de pampa.",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","2008-05-27 22:02:00-03","MO","MOBOT","3021010","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Alan Perry","1992","3","25","Bolivia","Santa Cruz","Velasco","-61","-13.5",NA,NA,"260.00000000",NA,NA,NA,"R.R. Hayes",NA,NA,NA,"Perry 805","14 km SE del Estacion Flor de Oro, cerca Rio Itenez, P.M. Noel Kempff Mercado. Bosque tropical sub-húmedo, orilla del Lago Cayman, inundada en la epoca de lluvia.",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","2008-05-27 22:02:00-03","MO","MOBOT","1899715","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Israel G. Vargas C.|C.G. Jordán","2002","3","7","Bolivia","Santa Cruz","Velasco","-61.55611","-13.52194",NA,NA,"180.00000000",NA,NA,NA,"I. G. Vargas (USZ)",NA,NA,NA,"Vargas Caballero 6677","Proximidades de Bella Vista entrando por la Bahia. Vegetacióon riberen|5a y acuática al borde del río Iténez.",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","2008-05-27 22:02:00-03","MO","MOBOT","612036","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","O. Heilborn",NA,NA,NA,"Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heilborn 118",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","2008-05-27 22:02:00-03","MO","MOBOT","1000209","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Henry León","1976","12","2","Colombia","Chocó","Riosucio",NA,NA,NA,NA,"70.00000000","120.00000000",NA,NA,"S.C.H. Barret (MAF)",NA,NA,NA,"León 654","Río Cacaricas a Cristales.",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","2008-05-27 22:02:00-03","MO","MOBOT","1000531","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","R. Romero Castañeda|F. Núñez","1971","7","29","Colombia","Magdalena",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S.C.H. Barret",NA,NA,NA,"Romero Castañeda 11101","Isla de Salamanca: De los Cocos a la orilla derecha del rio Magdalena, en el Caño Clarín Nuevo.",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","2012-01-20 05:01:00-02","MO","MOBOT","1000673","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","S. Galen Smith","1950","7","21","Colombia","Huila","Villavieja",NA,NA,NA,NA,"400.00000000",NA,NA,NA,"Alex Lasseigne",NA,NA,NA,"Smith 1238","One km south of Villavieja, just east of Río Magdalena.",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","2009-08-07 14:04:00-03","MO","MOBOT","100206110","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","A. Euponino","1978","11","21","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T.S. dos Santos",NA,NA,NA,"Euponino 377","Município de Porto Seguro. Rod. BR-367, a 10 km a W de Porto Seguro. Região da Mata Higrófila Sul Baiana. Folha SE-24 (16-39c). Margem do Rio do Peixe.",NA,NA,NA,NA,"1",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","2009-11-03 15:40:00-02","MO","MOBOT","100225296","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Fátima Mereles|Rosa Degen","1995","7","19","Paraguay","Presidente Hayes",NA,"-58.3991666","-23.7269445",NA,NA,NA,NA,NA,NA,"F. Mereles",NA,NA,NA,"Mereles H. 6084","Estancia Río Salado.",NA,NA,NA,NA,"1",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","2010-02-16 15:25:00-02","MO","MOBOT","100251963","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Frieda Billiet|B. Jadin","2004","2","2","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Billiet 7932","Hato El Cedral.",NA,NA,NA,NA,"1",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
