"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","fieldNumber","typeStatus","dayIdentified","class","individualCount"
"11","2020-11-04 11:13:44-03","ESALQ","ESA","102794","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis",NA,NA,"Volpi, R.L.","586.0","2003","03","12",NA,"Brasil","Minas Gerais","Delfinópolis",NA,"-46.8539009094238","-20.343900680542",NA,NA,"ESA102794","ESA102794",NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:34:51-03","UNICAMP","UEC","101889","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"Almeida, F; Romero, R; Robinson, O; Robinson, D","5628","1998","06","22",NA,"Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro próximo ao alojamento.","-46.25","-20",NA,"Campo rupestre. Subarbusto, ca. 0,7 m. Corola púrpura; anteras maiores vinho, conectivo vinho com apêndice anterior amarelo; anteras menores, conectivo e apêndice anterior amarelos, filetes e estilete róseos.","UEC182935","UEC182935",NA,NA,NA,NA,"-46.25","-20",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:34:51-03","UNICAMP","UEC","185636","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R","Kinoshita, LS; Tadeu, NB; Lima, MASS; Moraes, DHD; Cortez, MBS; Nemes, LG; Shimizu, GH","11/279","2011","05","26",NA,"Brazil","Minas Gerais","Delfinópolis","Região da Serra da Canastra","-46.534444","-20.486944",NA,"Subarbusto, 0,7m de altura, corola rosa escuro, anteras com tricomas (pegajosas)","UEC116064","UEC116064","953","953",NA,NA,"-46.534444","-20.486944","2015","10",NA,NA,NA,NA,NA
"14","2019-08-20 10:19:34-03","UNICAMP","UEC","54599","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R","Yamamoto, K; Martins, RP; Cardoso, AJ","9948","1979","04","14",NA,"Brazil","Minas Gerais","Alpinópolis","Barragem de Furnas","-46.3880996704102","-20.8635997772217",NA,"flor, Subarbusto de 60-70 cm de altura, pétalas liláses.","UEC122103","UEC122103",NA,NA,"22010","auto",NA,NA,"2015","10",NA,NA,NA,NA,NA
"15","2021-03-01 16:34:51-03","UNICAMP","UEC","111930","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R","Nakajima, JN; Oliveira, R; Oliveira, PE; Schiavini, I; Romero, R","1142","1995","07","14",NA,"Brazil","Minas Gerais","São Roque de Minas","PARNA Serra da Canastra, Guarita de Sacramento.","-46.3657989501953","-20.2453002929688",NA,"Afloramentos rochosos. subarbusto, ca o,8m. Corola rósea. Anteras maiores e o conectivo púrpura com a base amarela. Anteras menores e o conectivo amarelos.","UEC182932","UEC182932",NA,NA,"57119","auto",NA,NA,"1996","07",NA,NA,NA,NA,NA
"16","2020-12-21 16:34:53-03","MBM","MBM","259763","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R.","Nakajima, J.N.; et al.; et al.","2218","1997","02","22","Southern America","Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Garagem de Pedras","-46.3657989501953","-20.2453002929688",NA,NA,"MBM259763","MBM259763",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:34:53-03","MBM","MBM","259765","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R.","Romero, R.; et al.; et al.","1968","1995","03","17","Southern America","Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Garagem de Pedras","-46.3657989501953","-20.2453002929688",NA,NA,"MBM259765","MBM259765",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:34:53-03","MBM","MBM","259764","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R.","Nakajima, J.N.; et al.; et al.","2684","1997","08","22","Southern America","Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Garagem de Pedras","-46.3657989501953","-20.2453002929688",NA,NA,"MBM259764","MBM259764",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:34:55-03","MBM","MBM","259766","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R.","Nakajima, J.N.; et al.; et al.","993","1995","05","10","Southern America","Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para Sacramento","-46.3657989501953","-20.2453002929688",NA,NA,"MBM259766","MBM259766",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:34:55-03","MBM","MBM","305617","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R.","Nakajima, J.N.; et al.; et al.","823","1995","03","18","Southern America","Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"MBM305617","MBM305617",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:34:55-03","MBM","MBM","305620","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R.","Romero, R.; et al.; et al.","1903","1995","03","17","Southern America","Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"MBM305620","MBM305620",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2015-10-25 16:38:13-02","MNHN","RECOLNAT_MNHN_P","P02297747","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero","Vauthier",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Tejuco (Pce de Minas Geraës)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02297747' target='other'> <mi>dwc_moreinfo</mi></a>","P02297747","P02297747_01",NA,NA,NA,NA,NA,NA,NA,NA,"34",NA,NA,NA,NA
"23","2015-11-06 18:51:25-02","MNHN","RECOLNAT_MNHN_P","P02297748","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero","Vauthier",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Tejuco (Pce de Minas Geraës)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02297748' target='other'> <mi>dwc_moreinfo</mi></a>","P02297748","P02297748_01",NA,NA,NA,NA,NA,NA,NA,NA,"34",NA,NA,NA,NA
"24","2015-10-26 04:22:42-02","MNHN","RECOLNAT_MNHN_P","P02297780","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Serra da Canastra",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02297780' target='other'> <mi>dwc_moreinfo</mi></a>","P02297780","P02297780_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA,NA
"25","2015-11-06 19:28:49-02","MNHN","RECOLNAT_MNHN_P","P02297781","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Serra da Canastra",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02297781' target='other'> <mi>dwc_moreinfo</mi></a>","P02297781","P02297781_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"26","2016-03-09 17:11:53-03","MNHN","RECOLNAT_MNHN_P","P01069147","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"Nakajima, J.N.|Furlan, A.|Romero, R.|Farinaccio, M.A.",NA,"1997","2","22",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01069147' target='other'> <mi>dwc_moreinfo</mi></a>","P01069147","P01069147_01",NA,NA,"57119","auto",NA,NA,NA,NA,"2230",NA,NA,NA,NA
"27","2021-01-29 16:15:20-03","JBB","HEPH","37363","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R","Volpi, RL; Romero, R; Nakajima, JN; Pacheco, RA; Faria, CA","586","2003","03","12","Southern America","Brasil","Minas Gerais","Delfinópolis","Estrada para Casinha Branca, trilha Muro de Pedras","-46.756389","-20.367778",NA,NA,NA,NA,"1170","1170",NA,NA,"-46.756389","-20.367778","2003","07",NA,NA,NA,NA,NA
"28","2021-01-29 16:15:20-03","JBB","HEPH","37379","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R","Volpi, RL; Pacheco, RA","379","2002","12","05","Southern America","Brasil","Minas Gerais","Delfinópolis","Trilha Escada de Pedras","-46.653333","-20.434444",NA,NA,NA,NA,"841","841",NA,NA,"-46.653333","-20.434444","2003","07",NA,NA,NA,NA,NA
"29","2021-01-29 16:15:20-03","JBB","HEPH","37393","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R","Nakajima, JN; Romero, R; Volpi, RL; Pacheco, RA; Faria, CA","3439","2003","03","09","Southern America","Brasil","Minas Gerais","Delfinópolis","Estrada para Gurita","-46.871111","-20.281111",NA,NA,NA,NA,"816","816",NA,NA,"-46.871111","-20.281111","2003","11",NA,NA,"06",NA,NA
"30","2021-01-29 16:15:20-03","JBB","HEPH","37397","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R","Romero, R; Pacheco, RA; Nakajima, JN; Volpi, RL","6448","2002","10","11","Southern America","Brasil","Minas Gerais","Delfinópolis","Trilha Escada de Pedras Faz. José Antunes","-46.653333","-20.434444",NA,NA,NA,NA,"841","841",NA,NA,"-46.653333","-20.434444","2003","07",NA,NA,NA,NA,NA
"31","2021-01-29 16:15:20-03","JBB","HEPH","37430","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R","Pacheco, RA; Cruz, MP; Carvalho, SM; Rezende, IM; Alves, ASS; Volpi, RL; Romero, R","604","2003","05","17","Southern America","Brasil","Minas Gerais","Delfinópolis","Condomínio de Pedras","-46.756389","-20.367778",NA,NA,NA,NA,"1178","1178",NA,NA,"-46.756389","-20.367778","2003","07",NA,NA,NA,NA,NA
"32","2021-01-29 16:15:20-03","JBB","HEPH","37433","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R","Romero, R; Nakajima, JN; Volpi, RL; Pacheco, RA","6323","2002","04","10","Southern America","Brasil","Minas Gerais","Delfinópolis","Estrada para Casa Branca, Faz. Paraíso","-46.7575","-20.369444",NA,NA,NA,NA,"1153","1153",NA,NA,"-46.7575","-20.369444","2003","07",NA,NA,NA,NA,NA
"33","2020-12-11 11:38:30-03","UFMG","BHCB","158868","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"Rocha, MJR; Fernandes, AC; Hattori, EKO; Buzzato, C","636","2012","05","10","Southern America","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional Serra da Canastra. Campo limpo úmido ao lado da nascente do Rio São Francisco.","-46.446472","-20.242889",NA,"Herbácea ca de 50 cm. Frutos maduros","BHCB055329",NA,"1353","1353",NA,NA,"-46.446472","-20.242889","2020","02",NA,NA,NA,NA,NA
"34","2020-12-11 11:38:30-03","UFMG","BHCB","60949","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:38:30-03","UFMG","BHCB","60965","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:38:30-03","UFMG","BHCB","60950","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:38:30-03","UFMG","BHCB","60940","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:38:30-03","UFMG","BHCB","41436","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","São Roque de Minas","Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-11 17:20:13-03","UFPR","UPCB","43592","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naud.","Romero, R.","Romero, R.","841","1994","04","16",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,"Corola lilás. Herbácea ca. 15cm em campo rupestre..","UPCB0019133","UPCB0019133",NA,NA,"57119","auto",NA,NA,"2001","02",NA,NA,NA,NA,NA
"40","2021-02-11 17:20:13-03","UFPR","UPCB","43600","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naud.","Romero, R.","Romero, R.","607","1994","02","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, próximo à sede administrativa","-46.3657989501953","-20.2453002929688",NA,"Subarbusto ca. 15cm com corola rósea em campo limpo..","UPCB0019210","UPCB0019210",NA,NA,"57119","auto",NA,NA,"2001","02",NA,NA,NA,NA,NA
"41","2020-09-12 05:00:02-03","US","US","3327575","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"J. N. Nakajima, R. Romero, R. Cesar & E. Zanini","823","1995","3","18","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Estrada do Chapadão Diamante, Parna Serra da Canastra",NA,NA,NA,NA,"US01894486","US01894486_01 US01894486_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"42","2020-09-12 05:00:02-03","US","US","3336378","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"R. Romero & J. N. Nakajima","3376","1996","3","20","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Trilha do Chapadão do Diamante",NA,NA,NA,NA,"US01894471","US01894471_01 US01894471_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"43","2020-09-12 05:00:02-03","US","US","3336365","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"J. N. Nakajima, R. Romero, M. Alcantara & C. Prado Lima","1056","1995","5","12","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Cachoeira da Casca D´Anta, trilha para a guarita de baixo, Parna Serra da Canastra",NA,NA,NA,NA,"US01894479","US01894479_01 US01894479_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"44","2020-09-12 05:00:02-03","US","US","3336372","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"R. Romero, J. N. Nakajima, M. Alcantara & C. Prado Lima","2186","1995","5","11","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Chapadão do Diamante, PARNA Serra da Canastra.",NA,NA,NA,NA,"US01894482","US01894482_01 US01894482_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"45","2020-09-12 05:00:02-03","US","US","3336379","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"R. Romero & J. N. Nakajima","3395","1996","3","22","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Serra Brava",NA,NA,NA,NA,"US01894469","US01894469_01 US01894469_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"46","2020-09-12 05:00:02-03","US","US","3336368","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"R. Romero, J. N. Nakajima & D. Simao","1778","1995","1","12","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Morro da Cachoeira da Casca D´Anta, PARNA Serra da Canastra",NA,NA,NA,NA,"US01894488","US01894488_01 US01894488_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"47","2020-09-12 05:00:02-03","US","US","3336370","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"R. Romero, J. N. Nakajima & D. Simao","1669","1995","1","10","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Morro próximo a sede administrativa, PARNA Serra da Canastra",NA,NA,NA,NA,"US01894489","US01894489_01 US01894489_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"48","2020-09-12 05:00:02-03","US","US","3336364","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"R. Romero, P. Oliveira, R. Oliveira, P. Oliveira & I. Schiavini","2379","1995","7","15","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Parna Serra da Canastra",NA,NA,NA,NA,"US01894477","US01894477_01 US01894477_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"49","2020-09-12 05:00:02-03","US","US","3336380","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"R. Romero & J. N. Nakajima","3333","1996","3","20","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Trilha para o sítio João Domingos.",NA,NA,NA,NA,"US01894472","US01894472_01 US01894472_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"50","2020-09-12 05:00:02-03","US","US","3327576","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"R. Romero & J. N. Nakajima","3390","1996","3","22","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Serra Brava",NA,NA,NA,NA,"US01894470","US01894470_01 US01894470_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
