"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"92","2020-12-11 11:33:25-03","UFMG","BHCB","161490","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Hattori, EKO; Fernandes, AC; Silveira, FAO; Vale, AA","1559","2012","09","02","Southern America","Brasil","Minas Gerais","Parque Estadual da Serra do Cabral","-44.299444","-17.703056","1203","1203",NA,"Erva em roseta, ca. 70cm alt., brácteas involucrais acizentadas, corola roxa, anteras amareladas.","BHCB052036",NA,"Joaquim Felício","2012",NA,NA,"09",NA,"-44.299444","-17.703056",NA,NA,NA,NA,NA
"93","2020-12-11 11:33:25-03","UFMG","BHCB","115037","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Teles, AM; Viana, PL","501","2007","11","15","Southern America","Brasil","Minas Gerais","Serra do Cabral, Caminho para SCAI.","-44.193611","-17.706389",NA,NA,NA,"Plantas do Brasil. Grandes populações no local.; Arbusto, ca. 1m. Capítulos passados.; Campo arenoso.","BHCB052033",NA,"Joaquim Felício","2007",NA,NA,"11",NA,"-44.193611","-17.706389",NA,NA,NA,NA,NA
"94","2020-12-11 11:33:25-03","UFMG","BHCB","155193","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Costa, JM; Sarmento, CD; Ferreira, BG; Piacesi, M; Stehmann, JR","1048","2012","03","22","Southern America","Brasil","Minas Gerais","Parque Estadual da Serra Nova, Trilha para o Gerais.","-42.765833","-15.661111","1391","1391",NA,"Cálice roxo.","BHCB052042",NA,"Rio Pardo de Minas","2012",NA,NA,"03",NA,"-42.765833","-15.661111",NA,NA,NA,NA,NA
"95","2020-12-11 11:33:25-03","UFMG","BHCB","155300","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Saiter, FZ; Souza, JF; Moreira, SN; Teixeira, CT; Stehmann, JR","412","2012","03","20","Southern America","Brasil","Minas Gerais","Parque Estadual da Serra Nova, Trilha Areinha - Açude.","-42.7325","-15.676944","850","850",NA,"Erva rosetada, 90cm de altura. Escapo floral saindo lateralmente. Flor branca.","BHCB052041",NA,"Rio Pardo de Minas",NA,NA,NA,NA,NA,"-42.7325","-15.676944",NA,NA,NA,NA,NA
"96","2020-12-11 11:33:25-03","UFMG","BHCB","155433","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Moreira, SN; Souza, JF; Saiter, FZ; Teixeira, CT; Assis, LCS","662","2012","03","25","Southern America","Brasil","Minas Gerais","Parque Estadual da Serra Nova, São Gonçalo - Ilha das Cabras.","-42.749722","-15.578889","985","985",NA,"Subarbusto 1m alt. Flores roxas.","BHCB052043",NA,"Rio Pardo de Minas","2012",NA,NA,"05",NA,"-42.749722","-15.578889",NA,NA,NA,NA,NA
"97","2020-12-11 11:33:25-03","UFMG","BHCB","172158","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Scatigna, AV","294","2012","12","02","Southern America","Brasil","Minas Gerais","Parque Estadual da Serra do Cabral, Próximo à Pedra Alta.","-44.190833","-17.708611",NA,NA,NA,"Subarbusto ca. 35m. Inflorescência até 70cm. Fruto.; Campo rupestre.","BHCB016809",NA,"Joaquim Felício","2012",NA,NA,"12",NA,"-44.190833","-17.708611",NA,NA,NA,NA,NA
"98","2020-12-11 11:33:25-03","UFMG","BHCB","182237","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Moreira, SN; França, M; Toledo, F; Farias, AP; Knegt, R","1753","2015","07","08","Southern America","Brasil","Minas Gerais","Parque Estadual da Serra do Intendente","-43.677222","-18.9425",NA,NA,NA,"Erva até 60cm de altura. Flor roxa.; Campo quartzítico. Solo arenoso.","BHCB037568",NA,"Conceição do Mato Dentro","2015",NA,NA,"07",NA,"-43.677222","-18.9425",NA,NA,NA,NA,NA
"99","2020-12-11 11:33:25-03","UFMG","BHCB","70232","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Souza, VC de; Souza, JP; Romão, GO; Araújo, AO","25425","2001","07","08","Southern America","Brasil","Minas Gerais","Estrada entre Diamantina e Conselheiro Mata, 22km da estrada Diamantina - Gouveia.","-43.842778","-18.295278","1180","1180",NA,"Prensado em álcool.; Erva robusta, ca. 2m. Flores róseas.; Afloramento rochoso (paredão) com campo arenoso adjacente.","BHCB052039",NA,"Diamantina",NA,NA,NA,NA,NA,"-43.842778","-18.295278",NA,NA,NA,NA,NA
"100","2020-12-11 11:33:25-03","UFMG","BHCB","106811","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Teles, AM; Mota, RC da; Batista, JAN; Mota, NFO; Viana, PL","355","2007","03","20","Southern America","Brasil","Minas Gerais","Base do Pico Dois Irmãos.","-43.3908004760742","-18.0041999816895",NA,NA,NA,"Plantas do Brasil.; Arbusto ereto, ca. 1m. Capítulos com flores lilás.; Campo rupestre.","BHCB052037",NA,"São Gonçalo do Rio Preto","2007","26697","auto","03",NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-11 11:33:25-03","UFMG","BHCB","50866","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Vasconcelos, MF de; D'Angelo Neto, S","s.n.","2000","03","01","Southern America","Brasil","Minas Gerais","Campina do Bananal","-43.010799407959","-16.872200012207","1300","1300",NA,"Plantas do Brasil.; Herbáceo.; Campo rupestre.","BHCB052044",NA,"Botumirim","2009","39434","auto","03",NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-11 11:33:25-03","UFMG","BHCB","6801","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Martinelli, G","11263","1985","07","22","Southern America","Brasil","Minas Gerais","Morro do Chapéu.","-43.010799407959","-16.872200012207",NA,NA,NA,"Arbusto, 1,4m. Folhas verdes alvacentas formando rosetas. Inflorescências paleáceas quando velhas. Flores roxas.; Campo rupestre.","BHCB052034",NA,"Botumirim",NA,"39434","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-12-11 11:33:25-03","UFMG","BHCB","54720","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Magalhães, GM","1576","1942","05","05","Southern America","Brasil","Minas Gerais","Pico do Itambé.","-43.3793983459473","-18.604700088501",NA,NA,NA,"Pouco frequente.; Herbáceo. Flor violácea.; Campo pedregoso.","BHCB052045",NA,"Serro",NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-11 11:33:25-03","UFMG","BHCB","38358","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Hatschbach, G; Schinini, A; Silva, JM","64755","1996","04","14","Southern America","Brasil","Minas Gerais","Serra do Cabral, Subida da serra.","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Inflorescência ereta, 1m. Capítulo lilás.; Campo rupestre, solo arenoso.","BHCB052046",NA,"Joaquim Felício","2007","37503","auto","05",NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-11 11:33:25-03","UFMG","BHCB","54719","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Barreto, HLM; Brade, AC","1069","1935","04","15","Southern America","Brasil","Minas Gerais","Serra do Cipó., Km 140.","-43.4249992370605","-19.0372009277344",NA,NA,NA,"Flor violácea.; Campo.","BHCB052040",NA,"Conceição do Mato Dentro",NA,"60318","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-12-11 11:33:25-03","UFMG","BHCB","10494","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Lopes, MA; Andrade, PM de","s.n.","1985","02","22","Southern America","Brasil","Minas Gerais","Usina Coronel Américo Teixeira (UCAT)., Vertente oeste da barragem.","-43.7144012451172","-19.1688995361328","1100","1100",NA,"Herbáceo. Flores roxas.; Campo rupestre.","BHCB052035",NA,"Santana do Riacho","1995","26557","auto","11",NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-02-11 17:18:08-03","UFPR","UPCB","41393","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex DC.",NA,"Hatschbach, G.","69408","1999","10","21",NA,"Brasil","Minas Gerais","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Inflorescência até 1m, capítulo lilás. Campo rupestre, solo arenoso. Alt. 900-1100m..",NA,NA,"Joaquim Felício",NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-08-31 08:53:07-03","INPA","INPA","218764","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Dematteis, M","Hatschbach, GG","73591","2002","08","09","Southern America","Brasil","Minas Gerais","Ligação da Rodovia BR-135 a Curimataí, entre Km 25-30. Campo rupestre, depressão arenoso-úmida.","-44.1800003051758","-17.8733005523682",NA,NA,NA,NA,"INPA0218764","INPA0218764 INPA0218764_e","Buenópolis","2003","42854","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-06-15 15:28:54-03","UNESP-RC","HRCB","57198","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Teles, A.M.","Lombardi","9184","2012","03","25",NA,"Brasil","Minas Gerais","Da Ilha das Cabras até o Ribeirão São Gonçalo","-42.731","-15.580056","782","782",NA,"Amostra em sílica. Arbusto ca. 1 m, folhas carnosas, argênteo-esverdeadas, brácteas verdes, flores lilases",NA,NA,"Rio Pardo de Minas","2012",NA,NA,"07",NA,"42º43'51.6W","15º34'48.2S",NA,NA,NA,NA,NA
"110","2019-05-23 11:07:55-03","UFLA","ESAL","28100","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","M.E.Mansanares","Mansanares, ME; Campos, CCF; Pifano, DS","817",NA,NA,NA,NA,"Brasil","Minas Gerais","São João da Chapada, Parque Nacional das Sempre-vivas","-43.6002998352051","-18.2493991851807",NA,NA,NA,"; ; margenta com anteras vináceas e estilete branco;",NA,NA,"Diamantina",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-05-23 11:07:55-03","UFLA","ESAL","26662","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","J. Semir","Mansanares, ME; C.F. Verola, MT Azevedo","302",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra do cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,"; ; ;",NA,NA,"Joaquim Felicio",NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-06-10 10:10:20-03","FZB-BH","BHZB","8754","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea",NA,"Jimi Nakajima","Andrade, I.R. et al.","350","2012","05","15",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo dos Gerais, Cachoeira do Bicame","-43.719722","-19.018889","1155","1155",NA,"Face abaxial das folhas com muitos tricomas brancos. Ponto 100 634747 7896579 1155m., Duplicata doada para Herbário HUFU",NA,NA,"Santana do Riacho","2013",NA,NA,"02",NA,"43W 43' 11","19S 01' 08",NA,NA,NA,NA,NA
"113","2019-06-10 10:10:19-03","FZB-BH","BHZB","12480","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea",NA,NA,"Ferreira Junior, C.A. et al.","1743","2019","02","20",NA,"Brasil","MG","Estrada para o Rio do Peixe, próximo a reserva da SAVE - Rolinha-do-planalto.","-43.010799407959","-16.872200012207","802","802",NA,"Com duplicata. Erva rosetadas, folhas verde, cobertos de tricomas brancos.VU ( vulnerável)",NA,NA,"Botumirim",NA,"39434","auto",NA,NA,"42°59'31.0","16°53'48.2",NA,NA,NA,NA,NA
"114","2020-09-12 05:00:02-03","US","US","3349085","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex DC.",NA,"G. Hatschbach, A. Schinini & J. M. Silva","64755","1996","4","14","South America - Neotropics","Brazil","Minas Gerais","Serra do Cabral, subida (mun. Joaquim Felicio)",NA,NA,NA,NA,NA,NA,"US01635444","US01635444_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"115","2020-09-12 05:00:02-03","US","US","2630954","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex DC.",NA,"H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. Fonsêca","22063","1969","1","16","South America - Neotropics","Brazil","Minas Gerais","Planalto do Brasil, Serra do Espinhaco, ca 26 km S. W. of Diamantina on road to Gouveia",NA,NA,"1300",NA,NA,NA,"US01635445","US01635445_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"116","2020-09-12 05:00:02-03","US","US","2962233","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex DC.",NA,"G. Hatschbach","44658","1982","3","13","South America - Neotropics","Brazil","Minas Gerais","Guinda (mun. Diamantina)",NA,NA,NA,NA,NA,NA,"US01635441","US01635441_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"117","2020-09-12 05:00:02-03","US","US","2901802","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex DC.",NA,"R. M. King & F. Almeda","8388","1980","1","31","South America - Neotropics","Brazil","Minas Gerais","Serra do Cipo 1-4 km N of Alto do Palacio",NA,NA,"1158","1219",NA,NA,"US01635438","US01635438_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"118","2020-09-12 05:00:02-03","US","US","3371701","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex DC.",NA,"N. Roque, P. Hervencio & V. A. Funk","496","1998","9","30","South America - Neotropics","Brazil","Minas Gerais","Santana do Riacho, Serra do Cipo, acesso que sai da Estrada Belo Horizonte-Conceicao do Mato Dentro (MG010) para a Serra da Saliteira ca 1.2 km da casa do Ibama",NA,NA,NA,NA,NA,NA,"US01635439","US01635439_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"119","2020-09-12 05:00:02-03","US","US","3327304","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex DC.",NA,"G. Hatschbach, M. M. Hatschbach & J. M. Silva","64301","1996","1","17","South America - Neotropics","Brazil","Minas Gerais","Serra do Cabral (mun. Joaquim Felicio)",NA,NA,NA,NA,NA,NA,"US01635443","US01635443_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"120","2020-09-12 05:00:02-03","US","US","2513020","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex DC.",NA,"A. P. Duarte","7564","1963","2","13","South America - Neotropics","Brazil","Minas Gerais","Serra do Apo Kl 138 da Est. do Morro do Pilar, Est. de Minas",NA,NA,NA,NA,NA,NA,"US01635436","US01635436_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"121","2020-09-12 05:00:02-03","US","US","2908925","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex DC.",NA,"R. M. King & L. E. Bishop","8507","1981","1","16","South America - Neotropics","Brazil","Minas Gerais","Brasilianae, Serra do Cipo, 20 km N of Chapeu de Sol at Alto do Palacio",NA,NA,"1189",NA,NA,NA,"US01635440","US01635440_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"122","2020-09-12 05:00:02-03","US","US","3387198","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex DC.",NA,"G. Hatschbach, R. Spichiger, A. C. Cervi & E. L. Barbosa","69408","1999","10","21","South America - Neotropics","Brazil","Minas Gerais","Serra do Cabral, (Mun. Joaquim Felicio)",NA,NA,"900","1100",NA,NA,"US01635446","US01635446_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"123","2020-09-12 05:00:02-03","US","US","3491639","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex DC.",NA,"J. G. Stutts, F. Ferreira, G. Smith & N. F. F. MacLeish","930","1980","10","4","South America - Neotropics","Brazil","Minas Gerais","Serra de Espinacho, about 10 km NE of Diamantina",NA,NA,"1350",NA,NA,NA,"US01635435","US01635435_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"124","2020-09-12 05:00:02-03","US","US","3467116","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex DC.",NA,"G. Hatschbach, M. M. Hatschbach & O. S. Ribas","77713","2004","6","10","South America - Neotropics","Brazil","Minas Gerais","Serra do Cabral, Fazenda Riacho de Barro (Mun. Joaquim Felicio)",NA,NA,NA,NA,NA,NA,"US01635437","US01635437_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"125","2020-09-12 05:00:02-03","US","US","3697936","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex DC.",NA,"D. C. Zappi, R. C. Forzza, C. N. de Fraga, M. Saavedra & L. Freitas","1615","2009","2","27","South America - Neotropics","Brazil","Minas Gerais","Serra do Cipo, Minas Gerais, Brasil. Santana do Pirapama, acceso pela Fax. inhame., Inicio da trilha da Senhorinha.","-43.775","-18.9636","1.2",NA,NA,NA,"US01311824","US01311824_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"126","2020-09-12 05:00:02-03","US","US","2709662","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex DC.",NA,"H. S. Irwin, S. F. Fonsêca, R. Souza, R. Reis dos Santos & J. Ramos","27117","1970","3","7","South America - Neotropics","Brazil","Minas Gerais","Planalto do Brasil, Serra do Cabral, ca 8 km W of Joaquim Felicio",NA,NA,"1200",NA,NA,NA,"US01635442","US01635442_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"127","2021-03-15 18:25:34-03","USP","SPF","209770","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Loeuille, B","Zappi, DC","1615","2009","02","27",NA,"Brasil","Minas Gerais","Serra do Cipó, Acesso pela Faz. Inhame. Início da trilha da Senhorinha.","-43.775087","-18.963736","773","773",NA,"Erva em roseta, folhas prateadas, inflorescências 1,2 m alt., brácteas involucrais verdes, corola lilás-arroxeado.; Campo rupestre. com afloramentos rochosos na encosta, perto do riachinho.","SPF00209770",NA,"Santana de Pirapama","2011",NA,NA,NA,NA,"-43.775087","-18.963736",NA,NA,NA,NA,NA
"128","2019-11-13 11:16:30-03","USP","SPF","211517","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Loeuille, B","Paula-Souza, J","9507","2007","10","13",NA,"Brasil","Minas Gerais","Serra do Cabral","-44.1921","-17.7071",NA,NA,NA,NA,"SPF00211517",NA,"Joaquim Felício","2014",NA,NA,NA,NA,"-44.1921","-17.7071",NA,NA,NA,NA,NA
"129","2019-11-13 11:16:30-03","USP","SPF","216858","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Teles, AM","Lombardi, JA","9184","2012","03","25",NA,"Brasil","Minas Gerais",NA,"-42.731","-15.580056","782","887",NA,NA,"SPF00216858",NA,"Rio Pardo de Minas","2014",NA,NA,"07",NA,"-42.731","-15.580056",NA,NA,NA,NA,NA
"130","2019-11-13 11:16:30-03","USP","SPF","71484","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Semir, J","Mello-Silva, R","512","1991","06","15",NA,"Brasil","Minas Gerais",NA,"-43.010799407959","-16.872200012207",NA,NA,NA,NA,"SPF00071484",NA,"Botumirim","1991","39434","auto","07",NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-13 11:16:30-03","USP","SPF","17935","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Semir, J","Rossi, L","CFCR1066","1981","04","17",NA,"Brasil","Minas Gerais",NA,"-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"SPF00017935",NA,"Joaquim Felício","1989","37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-13 11:16:30-03","USP","SPF","33288","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Semir, J","Giulietti, AM","CFCR4473","1984","07","14",NA,"Brasil","Minas Gerais","Pedra Menina","-43.0092010498047","-18.2936000823975",NA,NA,NA,NA,"SPF00033288",NA,"Rio Vermelho","1989","26996","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-10-07 09:11:56-03","UEFS","HUEFS","116916","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Santos, A.K.A.","1073","2007","02","14",NA,"Brasil","Minas Gerais","Estrada para Conselheiro.","-43.557222","-18.283611","1336","1336",NA,NA,"HUEFS0116916","HUEFS0116916","Diamantina",NA,NA,NA,NA,NA,"43W33'26''","18S17'1''","Asteranae",NA,NA,NA,NA
"134","2019-10-07 09:11:56-03","UEFS","HUEFS","165393","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","D.J.N.Hind","Queiroz, L.P.de","15010","2010","10","27",NA,"Brasil","Minas Gerais","Serra da Formosa em frente ao Pico da Formosa.","-42.803889","-15.23","1341","1341",NA,"Campo Rupestre com muito afloramento de arenito/ quartzito e solo escasso entre feudos. Vegetação predominantemente herbáceo-subarbustiva com arbustos e arvoretas esparsos de até 2m alt.","HUEFS0165393","HUEFS0165393 HUEFS0165393_01 HUEFS0165393_02","Monte Azul","2014",NA,NA,"06",NA,"42W48'14''","15S13'48''","Asteranae",NA,NA,NA,NA
"135","2019-10-07 09:11:56-03","UEFS","HUEFS","195010","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Santana, F.A.","133","2012","02","26",NA,"Brasil","Bahia","Serra Geral, topo do Cachoeirão, trilha subida para o morro atrás da casa de barro.","-42.558333","-14.696111","1005","1005",NA,"Campo Rupestre.","HUEFS0195010","HUEFS0195010","Licínio de Almeida",NA,NA,NA,NA,NA,"42W33'30''","14S41'46''","Asteranae",NA,NA,NA,NA
"136","2019-10-07 09:11:56-03","UEFS","HUEFS","195031","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Santana, F.A.","155","2012","05","11",NA,"Brasil","Bahia","Serra Geral, topo do Cachoeirão, base da subida para a serra atrás da casa de barro.","-42.558333","-14.698056","959","959",NA,"Campo Rupestre.","HUEFS0195031","HUEFS0195031","Licínio de Almeida",NA,NA,NA,NA,NA,"42W33'30''","14S41'53''","Asteranae",NA,NA,NA,NA
"137","2020-07-23 11:59:25-03","CEPLAC","CEPEC","112502","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea",NA,"R. A. X. Borges","M. M. M. Lopes","956","2005","07","13",NA,"Brasil","Minas Gerais","Serra da Canastra. São Domingos. Estrada de acesso ao topo da serra, ca. 1Km de Botumirim.","-43.031389","-16.854444",NA,NA,NA,NA,NA,NA,"botumirim",NA,NA,NA,NA,NA,"43W1'53","16S51'16",NA,NA,NA,NA,"13/01/2007"
"138","2020-11-12 16:58:26-03","UEL","FUEL","42876","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Schult-Bip.","Mansanares, ME","Mansanares, ME; Verola, CF","327","2003","08","14",NA,"Brasil","Minas Gerais","Estrada para Conselheiro Mata, Afloramento a 2 km do asfalto","-43.709111","-18.200325",NA,NA,NA,NA,NA,NA,"Diamantina",NA,NA,NA,NA,NA,"-43.709111","-18.200325",NA,NA,NA,NA,NA
"139","2020-11-12 16:58:26-03","UEL","FUEL","42881","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Schult-Bip.","Semir, J","Mansanares, ME; Verola, CF; Azevedo, MT; Meireles, LD","302","2002","07","30",NA,"Brasil","Minas Gerais","Serra do Cabral","-44.198","-17.712556","1040","1040",NA,NA,NA,NA,"Joaquim Felício",NA,NA,NA,NA,NA,"-44.198","-17.712556",NA,NA,NA,NA,NA
