"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"13","2021-03-30 12:35:02-03","EAO","IAN","14398","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Barreto, M","Magalhães, MG","1576","1942","05","05","Southern America","Brasil","Minas Gerais","Pico do Itambé.","-43.3793983459473","-18.604700088501",NA,NA,NA,"Herbácea. Fores violáceas. Pouco frequente.","IAN014398","IAN014398 IAN014398_e","Serro",NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:35:17-03","EAO","IAN","132846","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","proteopsis","Vernonia proteopsis","DC.",NA,"Clausen, M","s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"IAN132846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-05-19 10:29:39-03","UFBA","ALCB","131390","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch. Bip.","Alves, M","Martinelli, G; Lima, T; Moraes, L","19049","2016","03","18","Southern America","Brasil","Minas Gerais","Parque Estadual do Rio Preto.","-43.313333","-18.215833","1550","1550",NA,"saxícola, heliófila, folhas verdes, cobertas por pelos argenteos, flores em capítulos roxo, capítulos passados paleáceoas.; Campo rupestre.","ALCB048151","ALCB048151","Diamantina","2019",NA,NA,"03","06","-43.313333","-18.215833",NA,NA,NA,NA,NA
"16","2020-05-19 10:29:39-03","UFBA","ALCB","108557","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch. Bip.","Roque, N","Roque, N; Santana, FA; Hurbath, F; Azevedo, FP","3546","2012","05","11","Southern America","Brasil","Bahia","Base da Serra do Cachoeirão.","-42.558056","-14.697778","959","959",NA,"com folhas em roseta, indumento argênteo. Brácteas involucrais verdes c/ ápice vináceo a castanho. Flores lilases.",NA,NA,"Licínio de Almeida","2012",NA,NA,"05",NA,"-42.558056","-14.697778",NA,NA,NA,NA,NA
"17","2020-05-19 10:29:39-03","UFBA","ALCB","113374","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch. Bip.","Roque, N","Roque, N; Alves, M; Hurbath, F; Cordeiro, I","4227","2014","02","23","Southern America","Brasil","Bahia","Subida para Morro do Chapéu.","-42.515833","-14.897778","1336","1336",NA,"Em solo areno-pedregoso. Folhas argênteas. Brácteas involucrais verde-vináceas, flores roxas.; Campo rupestre.",NA,NA,"Jacaraci","2014",NA,NA,"02",NA,"-42.515833","-14.897778",NA,NA,NA,NA,NA
"18","2020-05-19 10:29:39-03","UFBA","ALCB","101283","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch. Bip.","Quaresma, AS","Franco, IM; Souza, AM; Quaresma, AS; Costa, FN","36","2010","02","23","Southern America","Brasil","Minas Gerais","Campus JK da UFVJM, Parque Estadual do Biribiri. Antes da descida Serra do Gombô","-43.542778","-18.1775","1277","1277",NA,"Ca. 1.4m alt., invólucro vináceo com extremidades creme, flores com tubo branco e lobos lilases, anteras roxas e estigmas lilases.",NA,NA,"Diamantina",NA,NA,NA,NA,NA,"-43.542778","-18.1775",NA,NA,NA,NA,NA
"19","2020-05-19 10:29:39-03","UFBA","ALCB","138428","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch. Bip.",NA,"Lima, HC de; et al.","1077","1979","05","13","Southern America","Brasil","Minas Gerais","Estrada Turmalina-Diamantina, próximo a Diamantina.","-43.6002998352051","-18.2493991851807","1300","1300",NA,"formando tufos de onde partem os ramos. Ramos, folhas e brácteas com indumento cinéreo-argenteo. Inflorescência com flores lilás a páleas castanho-vinosas. Flores perfumadas.; Solo arenoso.","ALCB069649",NA,"Diamantina",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-05-19 10:29:39-03","UFBA","ALCB","138426","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch. Bip.","Barroso, GM","Duarte, AP","9142","1965","04","16","Southern America","Brasil","Minas Gerais","Serra do Cipó. Km ca. 139.","-44.2467002868652","-19.465799331665",NA,NA,NA,NA,"ALCB069647",NA,"Sete Lagoas","1965","22227","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:02:11-03","ESALQ","ESA","120700","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea",NA,"Loeuille, B.","Delfini, C.","272.0","2012","05","01",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, rodovia MG 10, km 131, bifurcação para o Morro do Pilar.","-43.49884","-19.2236","1337","1337",NA,"Erva, ca. 40cm alt., capítulos roxos.","ESA120700",NA,"Santana do Riacho","2015",NA,NA,NA,NA,"-43.49884","-19.2236",NA,NA,NA,NA,NA
"22","2020-11-04 11:02:11-03","ESALQ","ESA","73676","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Druce","Loeuille, B.","Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","25425.0","2001","07","08",NA,"Brasil","Minas Gerais","Estrada entre Diamantina e Conselheiro Mata, 22 km da Estrada Diamantina - Gouveia. Afloramento rochoso (paredão) com campo arenoso adjacente.","-43.6002998352051","-18.2493991851807","1180","1180",NA,"Erva robusta, ca. 2 m alt.; flores róseas. Campo arenoso.","ESA073676","ESA073676","Diamantina","2011","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:02:11-03","ESALQ","ESA","33373","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. Ex Schu. Bip.","Freitas, F.","Souza, V.C.; Souza, J.P.; Capellari Jr., L.; Scalon, V.R.","11723.0","1996","07","05",NA,"Brasil","Minas Gerais","Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro, próximo à bifurcação para Morro do Pilar. Campo rupestre.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Erva, até 50 cm alt.; folhas acinzentadas em roseta basal; flores lilases.","ESA033373","ESA033373","Santana do Riacho","2012","26557","auto","03","20","-43,499,444","-19,220,278",NA,NA,NA,NA,NA
"24","2020-11-04 11:02:11-03","ESALQ","ESA","60976","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Druce","Loeuille, B.","Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","22471.0","1999","05","16",NA,"Brasil","Minas Gerais","Serra do Cabral. 17o42'29S, 44o11'31W. Campo arenoso com cerrado e afloramentos rochosos adjacentes.","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Erva; flores lilases.","ESA060976","ESA060976","Joaquim Felício","2011","37503","auto",NA,NA,"-44,191,944","-17,708,083",NA,NA,NA,NA,NA
"25","2020-11-04 11:02:11-03","ESALQ","ESA","120717","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea",NA,"Loeuille, B.","Delfini, C.","289.0","2012","05","01",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, rodovia MG 10, km 131, bifurcação para o Morro do Pilar.","-43.49884","-19.2236","1337","1337",NA,"Erva, ca. 40cm alt., capítulos roxos.","ESA120717","ESA120717","Santana do Riacho","2015",NA,NA,NA,NA,"-43.49884","-19.2236",NA,NA,NA,NA,NA
"26","2020-11-04 11:02:11-03","ESALQ","ESA","97876","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Loeuille, B.","2015","Souza, V.C.; Zappi, D.C.; Hind, D.J.N.; Paula-Souza, J.; Jennings, L.; Romão, G.O.; Rando, J.G.; Ferreira, M.A.P.; Miranda, E.","32774.0","2007","02","19",NA,"Brasil","Minas Gerais","Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. Trilha da Senhorinha. Campo rupestre.",NA,NA,NA,NA,NA,"Erva, ca. 1m alt.; folhas esbranquiçadas; flores roxas.","ESA097876","ESA097876","Santana do Pirapama.",NA,NA,NA,NA,NA,"-43,755,556","-19,006,111",NA,NA,NA,NA,NA
"27","2020-11-04 11:02:11-03","ESALQ","ESA","77939","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Druce","Loeuille, B.","Souza, V.C.; Sampaio, D.; Araújo, A.O.; Romão, G.O.; Elias, S.I.","28441.0","2002","02","25",NA,"Brasil","Minas Gerais","Estrada para Curvelo, ca. 6 km de Diamantina. Campo rupestre.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Erva, ca.1,2 m alt.; flores rosa-forte.","ESA077939","ESA077939","Diamantina","2011","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:02:11-03","ESALQ","ESA","34307","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Nakajima, J.N.","Souza, V.C.; Souza, J.P.; Capellari Jr., L.; Scalon, V.R.","11723.0","1996","07","05",NA,"Brasil","Minas Gerais","Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro, próximo à bifurcação para Morro do Pilar. Campo rupestre.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Erva, até 50 cm alt.; folhas acinzentadas em roseta basal; flores lilases.","ESA034307","ESA034307","Santana do Riacho",NA,"26557","auto",NA,NA,"-43,499,444","-19,220,278",NA,NA,NA,NA,NA
"29","2020-11-04 11:02:11-03","ESALQ","ESA","126456","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea",NA,NA,"Marques, D.","441.0","1905","07","04",NA,"Brasil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"ESA126456","ESA126456","Diamantina",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:02:11-03","ESALQ","ESA","41336","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Druce","Loeuille, B.","Souza, J.P.; Souza, V.C.; Capellari Jr., L.; Elias, S.I.; Forster, W.","2162.0","1998","04","06",NA,"Brasil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"ESA041336","ESA041336","Diamantina","2011","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:02:11-03","ESALQ","ESA","39385","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Druce","Loeuille, B.","Hatschbach, G. et al.","64755.0","1996","04","14",NA,"Brasil","Minas Gerais",NA,"-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"ESA039385","ESA039385","Joaquim Felício","2011","37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:02:11-03","ESALQ","ESA","129476","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea",NA,"Loeuille, B.","Souza, V.C.; Randle, C; Morawetz, J.; Santos, P.M.L.A.; Servidone, G.B.","38027.0","2014","03","16",NA,"Brasil","Minas Gerais","Serra do Cipó. Estrada Belo Horizonte - Conceição do Mato Dentro. Arredores da bifurcação para Morro do Pilar. Campo rupestre.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Subarbusto, ca. 50 cm alt.; flores roxas.","ESA129476",NA,"Santana do Riacho","2015","26557","auto",NA,NA,"-19,220,612","-43,499,471",NA,NA,NA,NA,NA
"33","2021-01-14 15:24:27-03","MN","R","15294","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch. Bip.",NA,"Glaziou, A.F.M.","19544","1892","03","28",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000015294","R000015294_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-02-15 11:34:29-02","IPA","IPA","61767","S","Plantae","Plantae",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. ex Zucc. & Sch. Bip.","Loeuille, B.","Vidal, J.","s.n.","1949","07",NA,"Southern America","Brasil","Minas Gerais","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"IPA0061767","IPA0061767","Jaboticatubas","2015","31264","auto","04","27",NA,NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:27:49-03","IAP","PACA-AGP","87318","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch. Bip.","M. Dematteis","Hatschbach, G.","73591","2002","08","09",NA,"Brasil","MG","BR-135 Km 25-30","-44.1800003051758","-17.8733005523682",NA,NA,NA,"capítulo lilás Habitat: campo rupestre depressão arenoso-úmida","PACA087318",NA,"Buenópolis","2003","42854","auto",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"36","2019-08-20 10:06:29-03","UNICAMP","UEC","117263","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Semir, J","Mansanares, ME; Belinello, R; Vitta, FA","0005","2000","11","28",NA,"Brazil","Minas Gerais","Km 499 da BR 259, Afloramento em frente à entrada para Carmelinho.","-43.876944","-18.581111",NA,NA,NA,"Roseta, inflorescência ereta, 1,6 m.","UEC135311","UEC135311","Diamantina",NA,NA,NA,NA,NA,"-43.876944","-18.581111",NA,NA,NA,NA,NA
"37","2019-08-20 10:06:29-03","UNICAMP","UEC","124531","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Semir, J","Mansanares, ME; Semir, J; Dutilh, JHA","192","2001","11","15",NA,"Brazil","Minas Gerais","Barragem, Afloramento na beira da Estrada.","-43.3105","-16.601694",NA,NA,NA,"Roseta até 1,2 m, frutos maduros.","UEC135308","UEC135308","Francisco Sá",NA,NA,NA,NA,NA,"-43.3105","-16.601694",NA,NA,NA,NA,NA
"38","2019-08-20 10:06:29-03","UNICAMP","UEC","117264","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Semir, J","Mansanares, ME; Belinello, R; Vitta, FA","0049","2000","12","01",NA,"Brazil","Minas Gerais","Serra do Cipó, Estrada para Serra da Salitreira, afloramento perto da estação metereológica.","-43.568611","-19.266667",NA,NA,NA,"Roseta.","UEC135310","UEC135310","Cardeal Mota",NA,NA,NA,NA,NA,"-43.568611","-19.266667",NA,NA,NA,NA,NA
"39","2021-03-01 16:25:05-03","UNICAMP","UEC","112466","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Monge, M","Souza, VC; Souza, JP; Elias, SI; Forster, W; Oliveira, ACP","22471","1999","05","16",NA,"Brazil","Minas Gerais","Serra do Cabral","-44.191944","-17.708056",NA,NA,NA,"Erva, flores lilases.; Campo arenoso com cerrado e afloramentos rochosos adjacentes.","UEC137829","UEC137829","Joaquim Felício","2015",NA,NA,"10",NA,"-44.191944","-17.708056",NA,NA,NA,NA,NA
"40","2021-03-01 16:25:05-03","UNICAMP","UEC","120399","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Semir, J","Semir, J; Mansanares, ME; Belinello, R","01/125","2001","06","20",NA,"Brazil","Minas Gerais","Estrada para Conselheiro Mata, km188-189","-43.71275","-18.292611","1434","1434",NA,"Roseta.","UEC137831","UEC137831","Diamantina",NA,NA,NA,NA,NA,"-43.71275","-18.292611",NA,NA,NA,NA,NA
"41","2021-02-15 11:56:53-03","UNICAMP","UEC","124523","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Loeuille, B","Mansanares, ME; Verola, CF; Azevedo, MT; Meireles, MD","213","2002","02","28",NA,"Brazil","Minas Gerais","Parque Nacional da Serra do Cipó, Estrada para Salitreira, próximo à casa do IBAMA.","-43.709694","-19.265722",NA,NA,NA,"Rosetas com folhas prateadas, folhas magenta.","UEC069253","UEC069253","Cardeal Mota","2011",NA,NA,NA,NA,"-43.709694","-19.265722",NA,NA,NA,NA,NA
"42","2019-08-20 10:06:29-03","UNICAMP","UEC","126476","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Semir, J","Mansanares, ME; Verola, CF; Azevedo, MT; Meireles, LD","302","2002","07","30",NA,"Brazil","Minas Gerais","Serra do Cabral","-44.197778","-17.7125",NA,NA,NA,"Rosetas até 50 cm, escapos longos, inflorescências com frutos e botões.","UEC137825","UEC137825","Joaquim Felício",NA,NA,NA,NA,NA,"-44.197778","-17.7125",NA,NA,NA,NA,NA
"43","2019-08-20 10:06:29-03","UNICAMP","UEC","129940","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.",NA,"Lewinsohn, TM; Silva, J; Buys, B; Lopes, M","PIC96444","1996","04","18",NA,"Brazil","Minas Gerais","Estr. Cons. Matta","-43.983611","-18.303889",NA,NA,NA,NA,"UEC135312","UEC135312","Diamantina",NA,NA,NA,NA,NA,"-43.983611","-18.303889",NA,NA,NA,NA,NA
"44","2019-08-20 10:06:29-03","UNICAMP","UEC","129943","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.",NA,"Lewinsohn, TM; Silva, J; Buys, B; Lopes, M","PIC96362","1996","04","13",NA,"Brazil","Minas Gerais","Serra do Cabral","-44.197778","-17.711944",NA,NA,NA,NA,"UEC137826","UEC137826","Joaquim Felício",NA,NA,NA,NA,NA,"-44.197778","-17.711944",NA,NA,NA,NA,NA
"45","2019-08-20 10:06:29-03","UNICAMP","UEC","137817","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Mansanares, ME","Mansanares, ME; Verola, CF","327","2003","08","14",NA,"Brazil","Minas Gerais","Estrada para Conselheiro Mata, Afloramento a 2 km do asfalto.","-43.709111","-18.200472",NA,NA,NA,"Roseta, flores magenta. Crescendo em solo pedregoso.","UEC135314","UEC135314","Diamantina",NA,NA,NA,NA,NA,"-43.709111","-18.200472",NA,NA,NA,NA,NA
