"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"93","2015-09-04 02:32:51-03","MNHN","RECOLNAT_MNHN_P","P02931140","PreservedSpecimen",NA,NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes?",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02931140' target='other'> <mi>dwc_moreinfo</mi></a>","P02931140","P02931140_01","Ribeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2015-09-04 02:32:51-03","MNHN","RECOLNAT_MNHN_P","P02931141","PreservedSpecimen",NA,NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"s.loc.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02931141' target='other'> <mi>dwc_moreinfo</mi></a>","P02931141","P02931141_01","Ribeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2015-09-04 02:32:51-03","MNHN","RECOLNAT_MNHN_P","P02931142","PreservedSpecimen",NA,NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes?",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02931142' target='other'> <mi>dwc_moreinfo</mi></a>","P02931142","P02931142_01","Ribeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2015-09-04 02:32:51-03","MNHN","RECOLNAT_MNHN_P","P02931147","PreservedSpecimen",NA,NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes?",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02931147' target='other'> <mi>dwc_moreinfo</mi></a>","P02931147","P02931147_01","Ribeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2015-09-04 02:32:42-03","MNHN","RECOLNAT_MNHN_P","P02931325","PreservedSpecimen",NA,NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Porto, P.C.",NA,"1919","10","6",NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02931325' target='other'> <mi>dwc_moreinfo</mi></a>","P02931325","P02931325_01","Ribeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10442",NA
"98","2015-11-04 08:08:41-02","MNHN","RECOLNAT_MNHN_P","P02931412","PreservedSpecimen",NA,NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Glaziou, A.",NA,"1875","9","26",NA,"Brésil",NA,NA,"Rio de Janeiro: Serra da Estrela",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02931412' target='other'> <mi>dwc_moreinfo</mi></a>","P02931412","P02931412_01 P02931412_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8440",NA
"99","2015-09-04 02:32:53-03","MNHN","RECOLNAT_MNHN_P","P02931413","PreservedSpecimen",NA,NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Glaziou, A.",NA,"1875","9","26",NA,"Brésil",NA,NA,"Rio de Janeiro: Serra da Estrela",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02931413' target='other'> <mi>dwc_moreinfo</mi></a>","P02931413","P02931413_01 P02931413_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8440",NA
"100","2015-11-04 08:09:05-02","MNHN","RECOLNAT_MNHN_P","P02931414","PreservedSpecimen",NA,NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Glaziou, A.",NA,"1875","9","26",NA,"Brésil",NA,NA,"Rio de Janeiro: Serra da Estrela",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02931414' target='other'> <mi>dwc_moreinfo</mi></a>","P02931414","P02931414_01 P02931414_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8440",NA
"101","2015-09-04 02:32:53-03","MNHN","RECOLNAT_MNHN_P","P02931415","PreservedSpecimen",NA,NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Glaziou, A.",NA,"1875","5","2",NA,"Brésil",NA,NA,"Rio de Janeiro: Serra da Estrela",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02931415' target='other'> <mi>dwc_moreinfo</mi></a>","P02931415","P02931415_01 P02931415_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8440",NA
"102","2015-09-04 02:33:03-03","MNHN","RECOLNAT_MNHN_P","P02931470","PreservedSpecimen",NA,NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Glaziou, A.",NA,"1883","1","4",NA,"Brésil",NA,NA,"Minas. Congonhas do Campo",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02931470' target='other'> <mi>dwc_moreinfo</mi></a>","P02931470","P02931470_01","Ribeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13783",NA
"103","2015-09-04 02:33:03-03","MNHN","RECOLNAT_MNHN_P","P02931471","PreservedSpecimen",NA,NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Glaziou, A.",NA,"1883","1","4",NA,"Brésil",NA,NA,"Minas. Congonhas do Campo",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02931471' target='other'> <mi>dwc_moreinfo</mi></a>","P02931471","P02931471_01","Ribeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13783",NA
"104","2015-11-04 08:09:25-02","MNHN","RECOLNAT_MNHN_P","P02931472","PreservedSpecimen",NA,NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Glaziou, A.",NA,"1880","8","28",NA,"Brésil",NA,NA,"Province de Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02931472' target='other'> <mi>dwc_moreinfo</mi></a>","P02931472","P02931472_01 P02931472_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11924",NA
"105","2015-11-04 08:09:35-02","MNHN","RECOLNAT_MNHN_P","P02931473","PreservedSpecimen",NA,NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Glaziou, A.",NA,"1880","8","28",NA,"Brésil",NA,NA,"Province de Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02931473' target='other'> <mi>dwc_moreinfo</mi></a>","P02931473","P02931473_01 P02931473_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11924",NA
"106","2015-09-04 02:33:03-03","MNHN","RECOLNAT_MNHN_P","P02931474","PreservedSpecimen",NA,NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Glaziou, A.",NA,"1880","8","28",NA,"Brésil",NA,NA,"Province de Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02931474' target='other'> <mi>dwc_moreinfo</mi></a>","P02931474","P02931474_01 P02931474_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11924",NA
"107","2020-12-11 11:36:23-03","UFMG","BHCB","134805","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.Lima","Nunes, NL de A; Lima, HC de; Filardi, FLR; Meireles, JE","2","2000","03","13","Southern America","Brasil","Rio de Janeiro","Miguel Pereira","Vera Cruz, Beira da estrada. Duplicata: BHCB, ESA, K, MBM, NY, SPF","-43.389722","-22.4825",NA,NA,NA,"Na beira do rio. Árvore com 17m de altura. Presença de frutos enormes não maduros de cor verde. Foto/material para DNA",NA,NA,NA,NA,NA,"-43.389722","-22.4825",NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-12-11 11:36:23-03","UFMG","BHCB","194377","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.Lima","Ferreira, VL; Stehmann, JR; Santos, GVA","163","2019","01","24","Southern America","Brasil","Minas Gerais","Lagoa Santa","Gruta da Lapinha","-43.958889","-19.561111","727","727",NA,"Árvore cerca de 7m. Fruto imaturo verde.; Afloramento de calcário, maciço.","BHCB194377",NA,NA,NA,NA,"-43.958889","-19.561111","2019","01",NA,NA,NA,NA,NA,NA
"109","2021-01-29 17:16:16-03","UFMG","BHCB","195216","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.Lima","Ferreira, VL; Stehmann, JR; Santos, GVA","315","2019","04","18","Southern America","Brasil","Minas Gerais","Pedro Leopoldo","Lapa do Baú","-43.989722","-19.5475","680","680",NA,"Borda de mata seca na base de afloramento calcário","BHCB195216",NA,NA,NA,NA,"-43.989722","-19.5475",NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-12-11 11:36:23-03","UFMG","BHCB","163682","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.Lima","Kuhlmann, M","3107","1994","11","26","Southern America","Brasil","São Paulo","Juquiá",NA,"-47.6300010681152","-24.3199996948242",NA,NA,NA,"Árvore das matas, atingindo mais de 25m, e até 18m, de fueste, flores verde amareladas ou cremes, muito aromáticas","BHCB007505",NA,NA,"32505","auto",NA,NA,"2008","12",NA,NA,NA,NA,NA,NA
"111","2020-12-11 11:36:23-03","UFMG","BHCB","74977","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.Lima","Mourthé, I","s.n.","2002","08","19","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Mata do Jaó.","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Mata atlântica. Arbóreo, flores e estames brancos, cheirosas",NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-12-11 11:36:23-03","UFMG","BHCB","201534","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.Lima","Faria, FS","s.n.","2019","09","24","Southern America","Brasil","Minas Gerais","Belo Horizonte","Museu de História Natural e Jardim Botânico UFMG, Próximo à portaria 1","-43.937801361084","-19.9207992553711",NA,NA,NA,"Floresta Estacional Semidecidual","BHCB201534","BHCB201534",NA,"17082","auto",NA,NA,"2020","01","16",NA,NA,NA,NA,NA
"113","2020-12-11 11:36:23-03","UFMG","BHCB","14178","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.Lima","Mendonça, CV; et al.","225","1992","02","15","Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-02-11 17:19:04-03","UFPR","UPCB","6742","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Newtonia","warmingii","Newtonia warmingii","(Benth.) G.P.Lewis","Hatschbach, G.","17907","1967","11","21",NA,"Brasil","Paraná","Paranaguá","Colônia Limeira, Picadão Cambará","-48.5092010498047","-25.5200004577637",NA,NA,NA,"Árvore 35m, tronco 1m diam., flor creme. Mata pluvial, encosta de morro, das mais altas árvores da região. Alt.: 30-200m s.n.m..",NA,NA,"Garcia, F.C.P.","24916","auto",NA,NA,"2003","03",NA,NA,NA,NA,NA,NA
"115","2021-02-11 17:19:05-03","UFPR","UPCB","27182","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.M.de Lima","Lima, R.X.","341","1995","05","07",NA,"Brasil","Paraná","Guaraqueçaba","Serra Negra","-48.3288993835449","-25.3066997528076",NA,NA,NA,"Árvore, 16 x 1,06m, fruto em vagem. Em Floresta Ombrófila Densa, utilizada para construção de casa e canoa..",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2010-05-25 21:45:00-03","MO","MOBOT","2928144","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P. Lima","Anonymous","Anonymous 127166",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"Mun. Agua Limpa: Coronel Pacheco, Parabela. Horto Florestal.",NA,NA,NA,NA,NA,NA,NA,NA,"D.A. Neill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2009-07-17 17:34:00-03","MO","MOBOT","2928246","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P. Lima","Per Dusén","Dusén 16151","1914","12","18","South America","Brazil","Paraná",NA,"Serra do Mar, Volta Grande.",NA,NA,"400.00000000",NA,NA,NA,NA,NA,"D.A. Neill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2008-05-27 22:02:00-03","MO","MOBOT","2928401","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P. Lima","Gert G. Hatschbach","Hatschbach 20231","1968","11","7","South America","Brazil","Paraná",NA,"Mun. Morretes: Rio Sagrado de cima.",NA,NA,"200.00000000",NA,NA,NA,NA,NA,"D.A. Neill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2008-05-27 22:02:00-03","MO","MOBOT","2928466","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P. Lima","Gert G. Hatschbach","Hatschbach 17907","1967","11","21","South America","Brazil","Paraná",NA,"Mun. Paranagua: Picadão Cambará-Col. Limeira",NA,NA,"100.00000000",NA,NA,NA,NA,NA,"D.A. Neill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2011-02-07 09:41:00-02","MO","MOBOT","2928489","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P. Lima","J.E.B. Warming","Warming 1017",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D.A. Neill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2009-07-27 09:37:00-03","MO","MOBOT","2928579","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P. Lima","Auguste F.M. Glaziou","Glaziou 8440","1861",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D.A. Neill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2008-05-27 22:02:00-03","MO","MOBOT","2928762","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P. Lima","Gert G. Hatschbach","Hatschbach 17907","1967","11","21","South America","Brazil","Paraná",NA,"Mun. Paranaguá: Picadão Cambará-Col. Limeira",NA,NA,"30.00000000","200.00000000",NA,NA,NA,NA,"D.A. Neill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2015-08-27 13:32:00-03","MO","MOBOT","3429878","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P. Lima","C. Luchiari","Luchiari 41","1993","10","13","South America","Brazil","Rio de Janeiro",NA,"Silva Jardim, Reserva Biológica de Poço das Antas, Est. Juturnaiba km 2.",NA,NA,NA,NA,NA,NA,NA,NA,"Pétala Gomes Ribeiro (HUEFS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-08-31 09:15:11-03","INPA","INPA","87921","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Mim","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Hatschbach, GG","17907","1967","11","21","Southern America","Brasil","Paraná","Paranaguá","Picadão Cambara-Col. Limeira","-48.5092010498047","-25.5200004577637","30","30",NA,NA,"INPA0087921","INPA0087921 INPA0087921_e","Hatschbach, GG","24916","auto",NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA
"125","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","31629",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3417","2007","09","11",NA,"Brasil","Espírito Santo","Colatina","Alto moacir. Prop. Lalau","-40.558611","-19.343611","200","200",NA,"Arbusto 4m, frutos secos. Ambiente rupestre.","MBML031629","MBML031629","Robson D. Ribeiro/25-08-2009",NA,NA,"40W33'31","19S20'37",NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-02-09 10:13:20-03","UENF","HUENF","3378","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Nascimento, M.T.; Dan, M.L.; Souza, T.P.",NA,"2008","10","16",NA,"Brasil","Rio de Janeiro","São José de Ubá","Sítio Cambiocó","-41.925","-21.391944","357","357",NA,"Fértil ; flores amarelas ; sem espinhos ; casca avermelhada","HUENF00003381",NA,"Lima, H.C.",NA,NA,"41º55'30''W","21º23'31''S","2008","11","04",NA,NA,NA,NA,NA
"127","2021-03-25 12:04:04-03","UENF","HUENF","145","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Nascimento, M.T.; Dan, M.L.; Souza, T.P.",NA,"2008","10","16",NA,"Brasil","Rio de Janeiro","São José de Ubá","Sítio Cambiocó.","-41.925278","-21.391944","357","357",NA,"Fértil ; Flores amarelas ; Sem espinhos ; Casca avermelhada","CARP00010331",NA,"Lima, H.C.",NA,NA,"41º55'31''W","21º23'31''S","2008","11","04",NA,NA,NA,NA,NA
"128","2021-02-09 10:13:20-03","UENF","HUENF","10726","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Archanjo, K.M.P.A.; Toledo, E.","3827","2010","01","28",NA,"Brasil","Rio de Janeiro","Natividade","Mata de São Vicente.","-41.9733009338379","-21.042200088501",NA,NA,NA,NA,"HUENF00011397",NA,NA,"18409","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-02-09 10:13:20-03","UENF","HUENF","10725","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Archanjo, K.M.P.A.","5680","2010","05","27",NA,"Brasil","Rio de Janeiro","Natividade","Mata de São Vicente.","-41.9733009338379","-21.042200088501",NA,NA,NA,NA,"HUENF00011396",NA,NA,"18409","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-02-09 10:13:20-03","UENF","HUENF","10727","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Archanjo, K.M.P.A.; Toledo, E.; Moraes, V.B.","3822","2010","01","28",NA,"Brasil","Rio de Janeiro","Natividade","Mata de São Vicente.","-41.9733009338379","-21.042200088501",NA,NA,NA,NA,"HUENF00011398",NA,NA,"18409","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-02-25 10:12:09-03","CVRD","CVRD","13039","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G. P. Lewis & M. P. Lima","Folli, D.A.","6634","2010","06","02","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.350846","-19.194272","118","118",NA,"<ll>dwc_commonname:</ll> Angico facão","CVRD013039",NA,"Gwilym P. Lewis",NA,NA,"-40,350846","-19,194272","2014","03","17","Magnoliopsida",NA,NA,NA,NA
"132","2021-02-25 10:12:09-03","CVRD","CVRD","13066","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G. P. Lewis & M. P. Lima","Folli, D.A.","6638","2010","07","05","América do Sul","BRASIL","ES","Jaguaré",NA,"-40.143857","-18.908311","50","50",NA,"<ll>dwc_commonname:</ll> Angico facão","CVRD013066",NA,"Gwilym P. Lewis",NA,NA,"-40,143857","-18,908311","2014","03","17","Magnoliopsida",NA,NA,NA,NA
"133","2021-02-25 10:12:09-03","CVRD","CVRD","7006","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G. P. Lewis & M. P. Lima","Luz, A.A. da","20","2001","08","10","América do Sul","BRASIL","ES","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,NA,"<ll>dwc_commonname:</ll> Angico facão","CVRD007006",NA,"Gwilym P. Lewis","16286","auto",NA,NA,"2005","10","21","Magnoliopsida",NA,NA,NA,NA
"134","2020-09-12 05:00:02-03","US","US","USw36223","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Newtonia","glaziovii","Newtonia glaziovii",NA,"Collector unknown","HBR 25859",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"135","2020-09-12 05:00:02-03","US","US","483713","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Piptadenia","glaziovii","Piptadenia glaziovii","Harms","A. F. M. Glaziou","8440","1875","7","26","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra da Estrella.",NA,NA,NA,NA,NA,"Lectotypification as cited by Lewis & Lima in Arq. Jard. Bot. Rio de Janeiro 30: 54 (1991).","US00001004","US00001004_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"Isolectotype",NA,"1"
"136","2020-09-12 05:00:02-03","US","US","1744686","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Piptadenia","glaziovii","Piptadenia glaziovii","Harms","A. F. M. Glaziou","8440",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Lectotypification as cited by Lewis & Lima in Arq. Jard. Bot. Rio de Janeiro 30: 54 (1991).","US00955546","US00955546_01","Luckow, M. A.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"Isolectotype",NA,"1"
"137","2020-09-12 05:00:02-03","US","US","USw25486","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Piptadenia","glaziovii","Piptadenia glaziovii","Harms","Collector unknown","s.n.",NA,NA,NA,"South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"138","2020-09-12 05:00:02-03","US","US","2705979","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) B.A. Lewis &","G. Hatschbach","17907","1967","11","21","South America","Brazil","Paraná",NA,"Picadao Cambara-Col. Limeira (mun. Paranagua. Parana).",NA,NA,NA,NA,NA,NA,"US02211280","US02211280_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"139","2020-09-12 05:00:02-03","US","US","2580383","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) B.A. Lewis &","Reitz & Klein, --","4594","1957","7","26","South America","Brazil","Santa Catarina",NA,"Santa Catarina -- Brasil. Tres Barras, Garuva, S. Francsico do Sul.",NA,NA,"200",NA,NA,NA,"US02211283","US02211283_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"140","2020-09-12 05:00:02-03","US","US","2536749","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) B.A. Lewis &","G. Hatschbach","17185","1967","9","13","South America","Brazil","Paraná",NA,"Est. Parana (Brasil), Mun. Guaraquecaba, Serrinha.",NA,NA,"100",NA,NA,NA,"US02211275","US02211275_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
