"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"15","2021-03-15 16:37:00-03","NY","NYBG","459534","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","G. G. Hatschbach","17907","1967","11","21","South America","Brazil","Paraná","Paranaguá","Picadao Cambará - Col. Limeira","-48.5092","-25.5203","30","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459534","NY00459534_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","459538","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","G. G. Hatschbach","18139","1967","12","14","South America","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.32","-25.28","50","50","sheet","Collection date illegible [14 ? 1967] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533347' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459538","NY00459538_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","459536","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","G. G. Hatschbach","17907","1967","11","21","South America","Brazil","Paraná","Paranaguá","Picadao Cambará - Col. Limeira","-48.5092","-25.5203","30","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533336' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459536","NY00459536_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","459525","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Pessoal do Horto Florestal",NA,"1927","03","21","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, mata do Horto Florestal","-43.2075","-22.9031",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533344' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459525","NY00459525_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-13 09:19:51-03","UFRJ","RFA","8672","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Newtonia","glaziovii","Newtonia glaziovii","(Harms) Burkart in Barth & Yoneshigue","G.G. Hatschbach","17907","1967","11","21",NA,"Brasil","Paraná","Paranaguá","Picadão Cambará - Col. Limeira","-48.5092010498047","-25.5200004577637","30","30",NA,"Árvore de 35 m de altura, tronco de 1 m de diâmetro. Das mais altas árvores da região, flor creme.","RFA27672",NA,"G.G. Hatschbach","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-13 09:19:51-03","UFRJ","RFA","18453","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Newtonia","glaziovii","Newtonia glaziovii","(Harms) Burkart in Barth & Yoneshigue","G.G. Hatschbach","30922","1972","12","06",NA,"Brasil","Paraná","Guaraqueçaba","Rio Vermelho","-48.3288993835449","-25.3066997528076",NA,NA,NA,"Árvore 30 m de altura,tronco 80 cm,flor alvecente,muito odorífera.","RFA15536",NA,"G.G. Hatschbach","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:30:37-03","UFRJ","RFA","19016","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","glaziovii","Piptadenia glaziovii","Harms",NA,NA,NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"RFA15939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:30:37-03","UFRJ","RFA","18133","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","glaziovii","Piptadenia glaziovii","Harms","pessoal do horto florestal",NA,"1937","10","29",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,"Arvore grande ,flôr alvacenta","RFA15361",NA,"J.G.Kuhlmann","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:30:39-03","UFRJ","RFA","39556","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Finotti R.; Caruzo J.","100",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Guapimirim","Adjacente à entrada da Estação Ecológica Paraíso","-42.905278","-22.493333","50","50",NA,"Arvore de 22 metros de altura e PAP de 130 cm","RFA24529",NA,"H. P. Lima",NA,NA,"42º54'19''W","22º29'36''S",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:30:39-03","UFRJ","RFA","32508","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Vânia Alves Garcia",NA,"2000","05","00",NA,"Brasil","Minas Gerais","Santana do Deserto",NA,"-43.1664009094238","-21.9500007629395",NA,NA,NA,NA,"RFA21219",NA,"Sebastião José Silva Neto","12740","auto",NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA
"25","2020-11-13 09:19:54-03","UFRJ","RFA","14401","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","E.P. Heringer","9848","1964","10","02",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,"Árvore de grande porte, sementes coletadas na fralda da Serra do Cabral, e floriu agora, frutos grandes de 30 x 8cm larg","RFA12824",NA,"Lima, H.C.","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:40:08-03","EAO","IAN","19671","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Mimosa","warmingii","Mimosa warmingii","Benth.","Warming, JEB","1017",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN019671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-08 17:40:18-03","EAO","IAN","119760","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.Lima","Belém, RP","1426","1965","07","29","Southern America","Brasil","Bahia",NA,"Rodovia Camacan - Itabuna. Plantacao de cacau.",NA,NA,NA,NA,NA,"Arvore de 15m x 40cm diametro; inflorescência em espiga. Flores brancas, estípulos caducos.","IAN119760",NA,"Ribeiro, PG",NA,NA,NA,NA,"2013","05","24",NA,NA,NA,NA,NA
"28","2021-04-08 17:40:18-03","EAO","IAN","99608","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P. Lewis & M.P.Lima","Fróes, RL","33379","1957","08","28","Southern America","Brasil","Minas Gerais","Coronel Fabriciano","Região do Rio Piracicaba. Reserva Florestal do Estado. Mata virgem.","-42.6288986206055","-19.5186004638672",NA,NA,NA,"Árvore de 30 metros.","IAN099608",NA,"Lewis, GP","21443","auto",NA,NA,"1998","08","06",NA,NA,NA,NA,NA
"29","2020-02-08 09:10:30-03","NBC","NL-BOTANY","L 0573386","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Newtonia","glaziovii","Newtonia glaziovii","(Harms) Burkart ex Barth","Unknown",NA,NA,NA,NA,"Southern America","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200573386 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0573386",NA,NA,NA,NA,"-53.733333","-26.533333",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 09:10:30-03","NBC","NL-BOTANY","L.2042512","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Newtonia","glaziovii","Newtonia glaziovii","(Harms) Burkart ex Barth","Hatschbach GG",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Rio de Janeiro. Parana, Paranagua, Picado Cambara, Col. Limeira.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2042512 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2042512","NL-L2042512",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 09:10:30-03","NBC","NL-BOTANY","L.2042513","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Newtonia","glaziovii","Newtonia glaziovii","(Harms) Burkart ex Barth","Hatschbach GG",NA,"1967","09","13","Southern America","Brazil",NA,NA,"Est. Parana, Mun. Guaraquecaba, Serrinha.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2042513 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2042513","NL-L2042513",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 09:10:30-03","NBC","NL-BOTANY","L.2042514","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Newtonia","glaziovii","Newtonia glaziovii","(Harms) Burkart ex Barth","Hatschbach GG",NA,"1967","12","14","Southern America","Brazil",NA,NA,"Est. Parana, Mun. Guaraquscaba, Rio de Cedro.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2042514 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2042514","NL-L2042514",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 09:10:30-03","NBC","NL-BOTANY","L.2042515","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Newtonia","glaziovii","Newtonia glaziovii","(Harms) Burkart ex Barth","Hatschbach GG",NA,"1967","11","21","Southern America","Brazil",NA,NA,"Est. Parana, Mun. Paranagua. Picadao Cambara - Col. Limeira.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2042515 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2042515","NL-L2042515",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 09:10:30-03","NBC","NL-BOTANY","L.2042516","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Newtonia","glaziovii","Newtonia glaziovii","(Harms) Burkart ex Barth","Reitz R; Klein RM",NA,"1957","07","26","Southern America","Brazil",NA,NA,"Plantas de Santa Catarina. Tres Barras, Garuva, S. Francisco do Sul. Mata.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2042516 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2042516","NL-L2042516",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 09:10:30-03","NBC","NL-BOTANY","WAG.1708430","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Newtonia","glaziovii","Newtonia glaziovii","(Harms) Burkart ex Barth","Hatschbach GG",NA,"1972","12","06","Southern America","Brazil",NA,NA,"Rio Vermelho (mun. Guaraquecaba) Paraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1708430 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1708430","NL-WAG1708430",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 09:10:30-03","NBC","NL-BOTANY","WAG.1708431","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Newtonia","glaziovii","Newtonia glaziovii","(Harms) Burkart ex Barth","Hatschbach GG",NA,"1968","11","07","Southern America","Brazil",NA,NA,"Rio Sagrado de Cima (mun. Morretes) Paraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1708431 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1708431","NL-WAG1708431",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 09:10:30-03","NBC","NL-BOTANY","WAG.1708432","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Newtonia","glaziovii","Newtonia glaziovii","(Harms) Burkart ex Barth","Hatschbach GG",NA,"1968","11","07","Southern America","Brazil",NA,NA,"Rio Sagrado de Cima (mun. Morretes) Paraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1708432 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1708432","NL-WAG1708432",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 09:10:55-03","NBC","NL-BOTANY","L.2042517","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Reitz R; Klein RM",NA,"1957","11","06","Southern America","Brazil",NA,NA,"Plantas de Santa Catarina. Cauvi. Tres Barras, S: Francisco do Sul, Mata.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2042517 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2042517","NL-L2042517",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 09:10:55-03","NBC","NL-BOTANY","U 0278443","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Reitz R; Klein RM",NA,"1968","01","01","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278443 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278443",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14533",NA,NA,NA
"40","2020-02-08 09:10:55-03","NBC","NL-BOTANY","U.1308041","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Reitz R; Klein RM",NA,"1957","11","06","Southern America","Brazil",NA,NA,"Plantas de Santa Catarina. Cauvi. Tres Barras, S: Francisco do Sul, Mata.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1308041 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1308041","NL-U1308041",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0192087",NA,NA,NA
"41","2020-02-08 09:10:55-03","NBC","NL-BOTANY","WAG.1709430","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Roderjan CV; Kuniyoshi YS",NA,"1985","12","11","Southern America","Brazil",NA,NA,"Rod. PR-410, estrada da Graciosa (mun. Morretes) Parana.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1709430 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1709430","NL-WAG1709430",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-11-04 11:10:19-03","ESALQ","ESA","101150","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii",NA,"Nunes, N.A.","2.0","2000","03","13",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"ESA101150","ESA101150","Nunes, N.L.A.","57442","auto",NA,NA,"2000","05","07",NA,NA,NA,NA,NA
"43","2020-11-04 11:10:19-03","ESALQ","ESA","28921","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Ivanauskas, N.M.","341.0","1995","08","27",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA028921","ESA028921",NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:10:19-03","ESALQ","ESA","24084","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Sakai, L. et al.","33403.0","1995","02","12",NA,"Brasil","São Paulo","Pariquera-açú",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA024084","ESA024084",NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
